inn;predpriyatie;tip;model;vid_fakta;chto_naydeno;ssylka
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам Nemo; ЗИП к насосам прочим; ЗИП к оборудованию Derrick";https://etpgpb.ru/procedures/etp/607590-zip-k-burovym-ustanovkam-f-320-f-400-ea-dea-zip-k-zahvatam-klinievym-zip-k-kompressoram-atlas-copco-zip-k-nasosam-nemo-zip-k-nasosam-prochim-zip-k-oborudovaniyu-derrick/
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Диспергаторы и ЗИП; ЗИП и комплектующие к фонтанной арматуре; ЗИП к буровым установкам ZJ; ЗИП к вертлюгам буровым прочим; ЗИП к виброситам Swaco; ЗИП к виброситам ВС-1; ЗИП к гидравлическим станциям ГСЭ-200Р-37; ЗИП к д";https://etpgpb.ru/procedures/etp/950950-dispergatory-i-zip-zip-i-komplektuyuschie-k-fontannoy-armature-zip-k-burovym-ustanovkam-zj-zip-k-vertlyugam-burovym-prochim-zip-k-vibrositam-swaco-zip-k-vibrositam-vs-1-zip-k-gidravlicheskim-stantsiyam-gse-200r-37-zip-k-degazatoru-kaskad-40-zip-k-domkratam-gidravlicheskim-zip-k-ilootdelitelyam-gidrotsiklonnym-ig45m-i-ig45-75-zip-k-kompressoram-atlas-copco-zip-k-lebedkam-lbu-zip-k-nasosam-nemo-zip-k-nasosam-vshn-zip-k-peremeshivatelyam-zip-k-peskootdelitely
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу УНБТ-1180; ЗИП к буровому насосу УНБТ-950; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП к насосам прочим; ЗИП к оборудованию Derrick; ЗИП к пневмоуправлению буров";https://etpgpb.ru/procedures/etp/1102955-zip-k-burovomu-nasosu-unbt-1180-zip-k-burovomu-nasosu-unbt-950-zip-k-zahvatam-klinievym-zip-k-kompressoram-atlas-copco-zip-k-nasosam-vshn-zip-k-nasosam-prochim-zip-k-oborudovaniyu-derrick-zip-k-pnevmoupravleniyu-burovyh-ustanovok-zip-k-shlamovym-nasosam-sb-komplektuyuschie-dlya-rukavov-burovyh-i-rukavov-vysokogo-davleniya-komplektuyuschie-k-nasosam-burovym-oborudovanie-i-sostavnye-chasti-burovyh-ustanovok-podshipniki-rolikovye-radialnye-sfericheskie-podsh
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу 3NB-1600 Honghua; ЗИП к буровому насосу 3PN-1600/2000 Upetrom; ЗИП к буровому насосу УНБТ-1180; ЗИП к буровым насосам 3NB; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП";https://etpgpb.ru/procedure/tender/etp/1200527-zip-k-burovomu-nasosu-3nb-1600-honghua-zip-k-burovomu-nasosu-3pn-1600-2000-upetrom-zip-k-burovomu-nasos
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам Halco; ЗИП к компрессорам Atlas Copco; ЗИП к насосам прочим; ЗИП к центробежному насосу Derrick Premium 250; Устройства дроссельно-запорные и регулирующие (без задвижек) и ЗИП к";https://etpgpb.ru/procedure/tender/etp/669255-zip-k-burovym-nasosam-halco-zip-k-kompressoram-atlas-copco-zip-k-nasosam-prochim-zip-k-tsentrobezhnomu-n
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам 8Т; ЗИП к буровым установкам ZJ; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым JC; ЗИП к центробежному насосу Derrick Premium 250; ЗИП к оборудованию Derrick; ЗИП к буро";https://etpgpb.ru/procedure/tender/etp/719886-zip-k-burovym-nasosam-8t-zip-k-burovym-ustanovkam-zj-zip-k-kompressoram-atlas-copco-zip-k-lebedkam-burov
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПКС;;машина;нанимает в компрессорное хозяйство: Машинист передвижного компрессора. вакансий за 30 дней 2, города: Уфа, Оренбург. кто это: подрядчик (буровая компания Газпрома, использует только передвижные компрессоры на объектах). ;https://hh.ru/vacancy/131703091
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к дизельным установкам Caterpillar; ЗИП к дизельным установкам Cummins; ЗИП к компрессорам Atlas Copco; ЗИП к устройствам докрепления-раскрепления бурового инструмента; Комплектующие изделия дизел";https://etpgpb.ru/procedures/?search=АП082352
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к генераторам; ЗИП к компрессорам прочим; ЗИП к оборудованию National Oilwell Varco (NOV); ЗИП к пневмоуправлению буровых установок; ЗИП к электродвигателям";https://etpgpb.ru/procedures/?search=АП033896
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к ключам АТТ; ЗИП к компрессорам прочим; ЗИП к мобильным буровым установкам; Инструмент и приборы для работы на линиях связи; Подшипники шариковые радиальные однорядные";https://etpgpb.ru/procedures/?search=АП050237
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к ключам прочим; Подшипники- тела качения";https://etpgpb.ru/procedures/?search=АП030618
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к дизельным установкам Cummins; ЗИП к лебедкам ЛБУ; ЗИП к пневмоуправлению";https://etpgpb.ru/procedures/?search=АП050419
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Аккумуляторы и аккумуляторные батареи свинцовые (Lead Acid); ЗИП и оборудование шкафов управления буровыми установками; ЗИП к компрессорам прочим; ЗИП к котлам отопительным; ЗИП к устройствам докрепле";https://etpgpb.ru/procedures/?search=АП082179
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу НБТ-600; ЗИП к компрессорам Atlas Copco; Комплектующие к насосам буровым";https://etpgpb.ru/procedures/?search=АП069022
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к дизельным установкам Caterpillar; ЗИП к дизельным установкам Cummins; ЗИП к компрессорам Atlas Copco; ЗИП к устройствам докрепления-раскрепления бурового инструмента; Комплектующие изделия дизелей и дизель-генерато";https://etpgpb.ru/procedures/?search=АП082352
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам Halco; ЗИП к компрессорам Atlas Copco; ЗИП к насосам прочим; ЗИП к центробежному насосу Derrick Premium 250; Устройства дроссельно-запорные и регулирующие (без задвижек) и ЗИП к ним";https://etpgpb.ru/procedures/?search=АП025434
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам 8Т; ЗИП к буровым установкам ZJ; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым JC; ЗИП к центробежному насосу Derrick Premium 250; ЗИП к оборудованию Derrick; ЗИП к буровым насосам Halco";https://etpgpb.ru/procedures/?search=АП033921
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП и оборудование шкафов управления буровыми установками; ЗИП к компрессорам Atlas Copco; ЗИП к пневмоуправлению буровых установок+; Инструмент и приборы для работы на линиях связи; Клещи измерительные; Коробки монтажны";https://etpgpb.ru/procedures/?search=АП079258
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам Halco; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН";https://etpgpb.ru/procedures/?search=АП058604
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам Nemo; ЗИП к насосам прочим; ЗИП к оборудованию Derrick";https://etpgpb.ru/procedures/?search=АП016709
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу УНБТ-1180; ЗИП к буровому насосу УНБТ-950; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП к насосам прочим; ЗИП к оборудованию Derrick; ЗИП к пневмоуправлению буров";https://etpgpb.ru/procedures/?search=АП094730
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к дизельным установкам Caterpillar; ЗИП к ключам прочим; ЗИП к компрессорам Atlas Copco; ЗИП к";https://etpgpb.ru/procedures/?search=АП045039
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к дегазаторам Swaco; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым серии TF; ЗИП к лебедкам ЛБУ; ЗИП к на";https://etpgpb.ru/procedures/?search=АП028178
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к дегазаторам Swaco; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым серии TF; ЗИП к лебедкам ЛБУ; ЗИП к на";https://etpgpb.ru/procedures/?search=АП028591
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу 3NB-1600 Honghua; ЗИП к буровому насосу 3PN-1600/2000 Upetrom; ЗИП к буровому насосу УНБТ-1180; ЗИП к буровым насосам 3NB; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП к центробежному насо";https://etpgpb.ru/procedures/?search=АП112078
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам ""Шторм""; ЗИП к буровым насосам Halco; ЗИП к насосам 6Ш8; Устройства дроссельно-запорные и регулирующие (без задвижек) и ЗИП к ним";https://etpgpb.ru/procedures/?search=АП055771
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;машина;"Блоки и источники питания, источники бесперебойного питания (ИБП/UPS); Генераторы; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к дизельным установкам Caterpillar; ЗИП к ключам STG; ЗИП к мобильным буровым установка";https://etpgpb.ru/procedures/?search=АП042696
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к генераторам; ЗИП к компрессорам прочим; ЗИП к оборудованию National Oilwell Varco (NOV); ЗИП к пневмоуправлению буровых установок; ЗИП к электродвигателям";https://etpgpb.ru/procedures/?search=АП033896
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровому насосу 3NB-1600 Honghua; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к превенторам плашечным прочим; Устройство стыковочное";https://etpgpb.ru/procedures/?search=АП079865
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к ключам АТТ; ЗИП к компрессорам прочим; ЗИП к мобильным буровым установкам; Инструмент и приборы для работы на линиях связи; Подшипники шариковые радиальные однорядные";https://etpgpb.ru/procedures/?search=АП050237
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу УНБТ-1180; ЗИП к буровому насосу УНБТ-950; ЗИП к компрессорам прочим; ЗИП к насосам ВШН; ЗИП к насосам прочим; Насосы";https://etpgpb.ru/procedures/?search=АП033923
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к компрессорам прочим; ЗИП к насосам буровым НБ32 (НБ50), НБ125; Средства связи прочие; Стандарт-титры, ГСО, поверочные газовые смеси; Фильтры жидкости";https://etpgpb.ru/procedures/?search=АП077141
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к ключам прочим; Подшипники- тела качения";https://etpgpb.ru/procedures/?search=АП030618
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу УНБТ-1180; ЗИП к компрессорам прочим; ЗИП к насосам буровым НБ32 (НБ50), НБ125; Стандарт-титры, ГСО, поверочные газовые смеси; Фильтры жидкости";https://etpgpb.ru/procedures/?search=АП082232
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части к грузовым автомобилям; Запасные части к тракторам, специальной и дорожной технике; ЗИП к дизельным установкам Caterpillar; ЗИП к дизельным установкам Cummins; ЗИП к компрессорам прочим; ЗИП к мобильным бу";https://etpgpb.ru/procedures/?search=АП090470
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровому насосу УНБТ-1600 Уралмаш; ЗИП к насосам Bornemann; ЗИП к насосам прочим; ЗИП к перемешивателям; ЗИП к роторам буровым; Комплектую";https://etpgpb.ru/procedures/?search=АП058603
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Блоки и источники питания, источники бесперебойного питания (ИБП/UPS); ЗИП к компрессорам прочим; ЗИП к котлам отопительным; ЗИП к мобильным буровым установкам; ЗИП к насосам ВШН; Калориферы; Насосы; Обогреватели промышл";https://etpgpb.ru/procedures/?search=АП055392
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к дизельным установкам Cummins; ЗИП к лебедкам ЛБУ; ЗИП к пневмоуправлению буровых установок; ";https://etpgpb.ru/procedures/?search=АП050419
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Здания, сооружения, производственные площадки; ЗИП и комплектующие для манифольдов (МПО И МПБ); ЗИП и комплектующие к бензо и электроинструментам; ЗИП к генераторам; ЗИП к компрессорам прочим; ЗИП к пневмоуправлению буро";https://etpgpb.ru/procedures/?search=АП055394
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Аккумуляторы и аккумуляторные батареи свинцовые (Lead Acid); ЗИП и оборудование шкафов управления буровыми установками; ЗИП к компрессорам прочим; ЗИП к котлам отопительным; ЗИП к устройствам докрепления-раскрепления бур";https://etpgpb.ru/procedures/?search=АП082179
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;машина;"ЗИП к конвейерам шнековых; ЗИП к лебедкам ЛБУ; ЗИП к пневмоуправлению буровых установок; Оборудование насосно-компрессорное ОС; Подшипники роликовые радиальные сферические";https://etpgpb.ru/procedures/?search=АП069753
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;машина;ЗИП к насосам буровым и Насосно-компрессорное оборудование 2025;https://etpgpb.ru/procedures/?search=АП101515
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;машина;"ЗИП к лебедкам буровым серии TF; ЗИП к лебедкам ЛБУ; ЗИП к пневмоуправлению буровых установок; ЗИП к электродвигателям; Канаты из полимерных материалов и комбинированные; Кольца уплотнительные, манжеты; Материалы и масти";https://etpgpb.ru/procedures/?search=АП058605
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам Halco; ЗИП к компрессорам Atlas Copco; ЗИП к насосам прочим; ЗИП к центробежному насосу Derrick Premium 250; Устройства дроссельно-запорные и регулирующие (без задвижек) и ЗИП к ним [источник: etpgp";https://etpgpb.ru/procedures/?search=АП025434#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам 8Т; ЗИП к буровым установкам ZJ; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым JC; ЗИП к центробежному насосу Derrick Premium 250; ЗИП к оборудованию Derrick; ЗИП к буровым насосам Halco [и";https://etpgpb.ru/procedures/?search=АП033921#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу 3NB-1600 Honghua; ЗИП к буровому насосу 3PN-1600/2000 Upetrom; ЗИП к буровому насосу УНБТ-1180; ЗИП к буровым насосам 3NB; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП к центробежному насо";https://etpgpb.ru/procedures/?search=АП112078#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП и оборудование шкафов управления буровыми установками; ЗИП к компрессорам Atlas Copco; ЗИП к пневмоуправлению буровых установок+; Инструмент и приборы для работы на линиях связи; Клещи измерительные; Коробки монтажны";https://etpgpb.ru/procedures/?search=АП079258#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"…м Caterpillar; ЗИП к задвижкам устьевым и манифольдным; ЗИП к илоотделителям Derrick; ЗИП к компрессорам Atlas Copco; ЗИП к конвейерам шнековым; ЗИП к лебедкам буровым JC; ЗИП к мобильным буровым установкам; ЗИП к обору";https://etpgpb.ru/procedures/?search=АП091608#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу НБТ-600; ЗИП к компрессорам Atlas Copco; Комплектующие к насосам буровым [источник: etpgpb-loty-vse.csv, колонка predmet https://etpgpb.ru/procedures/etp/949609-zip-k-burovomu-nasosu-nbt-600-zip-k-k";https://etpgpb.ru/procedures/?search=АП069022#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к дизельным установкам Caterpillar; ЗИП к ключам прочим; ЗИП к компрессорам Atlas Copco; ЗИП к";https://etpgpb.ru/procedures/?search=АП045039#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к дегазаторам Swaco; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым серии TF; ЗИП к лебедкам ЛБУ; ЗИП к на";https://etpgpb.ru/procedures/?search=АП028178#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к дегазаторам Swaco; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым серии TF; ЗИП к лебедкам ЛБУ; ЗИП к на";https://etpgpb.ru/procedures/?search=АП028591#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам Halco; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН [источник: etpgpb-loty-vse.csv, колонка predmet https://etpgpb.ru/procedures/etp/872314-zip-k-b";https://etpgpb.ru/procedures/?search=АП058604#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к дизельным установкам Caterpillar; ЗИП к дизельным установкам Cummins; ЗИП к компрессорам Atlas Copco; ЗИП к устройствам докрепления-раскрепления бурового инструмента; Комплектующие изделия дизелей и дизель-генерато";https://etpgpb.ru/procedures/?search=АП082352#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам Nemo; ЗИП к насосам прочим; ЗИП к оборудованию Derrick [источник: etpgpb-loty-vse.csv, колонка predmet";https://etpgpb.ru/procedures/?search=АП016709#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"… ЗИП к домкратам гидравлическим; ЗИП к илоотделителям гидроциклонным ИГ45М и ИГ45/75; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам ЛБУ; ЗИП к насосам Nemo; ЗИП к насосам ВШН; ЗИП к перемешивателям; ЗИП к пескоотделите";https://etpgpb.ru/procedures/?search=АП069199#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"… буровому насосу УНБТ-1180; ЗИП к буровому насосу УНБТ-950; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП к насосам прочим; ЗИП к оборудованию Derrick; ЗИП к пневмоуправлению буровых у";https://etpgpb.ru/procedures/?search=АП094730#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу НБТ-600; ЗИП к компрессорам Atlas Copco; Комплектующие к насосам буровым [источник: SVOD-tri-sostoyaniya.csv, колонка tekst, ЭТП ГПБ, поиск по словам, ЭТП ГПБ, процедура АП069022 https://etpgpb.ru/p";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=949609#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к дизельным установкам Caterpillar; ЗИП к ключам прочим; ЗИП к компрессорам Atlas Copco; ЗИП к";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=779613#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к дегазаторам Swaco; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым серии TF; ЗИП к лебедкам ЛБУ; ЗИП к на";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=685616#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"Запасные части, инструменты и принадлежности к компрессорам Ingersoll-Rand; ЗИП к дегазаторам Swaco; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым серии TF; ЗИП к лебедкам ЛБУ; ЗИП к на";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=688464#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам Halco; ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН [источник: SVOD-tri-sostoyaniya.csv, колонка tekst, ЭТП ГПБ, поиск по словам, ЭТП ГПБ, процедур";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=872314#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу 3NB-1600 Honghua; ЗИП к буровому насосу 3PN-1600/2000 Upetrom; ЗИП к буровому насосу УНБТ-1180; ЗИП к буровым насосам 3NB; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП к центробежному насо";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=1200527#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам Halco; ЗИП к компрессорам Atlas Copco; ЗИП к насосам прочим; ЗИП к центробежному насосу Derrick Premium 250; Устройства дроссельно-запорные и регулирующие (без задвижек) и ЗИП к ним [источник: SVOD-";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=669255#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым установкам F-320, F-400 EA/DEA; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам Nemo; ЗИП к насосам прочим; ЗИП к оборудованию Derrick [источник: SVOD-tri-sostoyaniya.csv, колонка te";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=607590#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровым насосам 8Т; ЗИП к буровым установкам ZJ; ЗИП к компрессорам Atlas Copco; ЗИП к лебедкам буровым JC; ЗИП к центробежному насосу Derrick Premium 250; ЗИП к оборудованию Derrick; ЗИП к буровым насосам Halco [и";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=719886#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП и оборудование шкафов управления буровыми установками; ЗИП к компрессорам Atlas Copco; ЗИП к пневмоуправлению буровых установок+; Инструмент и приборы для работы на линиях связи; Клещи измерительные; Коробки монтажны";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=1008765#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к буровому насосу УНБТ-1180; ЗИП к буровому насосу УНБТ-950; ЗИП к захватам клиньевым; ЗИП к компрессорам Atlas Copco; ЗИП к насосам ВШН; ЗИП к насосам прочим; ЗИП к оборудованию Derrick; ЗИП к пневмоуправлению буров";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=1102955#5003026493
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";компрессор;;расходник;"ЗИП к дизельным установкам Caterpillar; ЗИП к дизельным установкам Cummins; ЗИП к компрессорам Atlas Copco; ЗИП к устройствам докрепления-раскрепления бурового инструмента; Комплектующие изделия дизелей и дизель-генерато";https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=1025473#5003026493
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";компрессорная станция;;машина;ООО «Газпром добыча Оренбург» реализует масштабную реконструкцию дожимных компрессорных станций №1 и №2 газопромыслового управления на Оренбургском НГКМ — проект рассчитан на 5 лет и включает 13 отдельных этапов с целью ;https://neftegazpro.ru/genpodryadchiki/masshtabnaya-rekonstrukciya-dozhimnykh-kompressornykh-stancii-na-orenburgskom-ngkm-svarochno-montazhnyi-trest-uchastvuet-v-stroitelstve-dks-1-i-2
