inn;person;position;phone;source;source_url
8608048498;Яковлев Владимир Викторович;есть только не-мобильный;73466936353;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/COM26062600004
7705551779;Жигалева Татьяна Владимировна;есть только не-мобильный;74942440049;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/COM03072600016
1434031363;Тютерев Александр Владимирович;есть только не-мобильный;79098889897;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: мобильный; личным быть может: од; вид номера: мобильный";https://www.roseltorg.ru/procedure/RH05022600038/1
1434031363;Вагель Петр Сергеевич;есть только не-мобильный;84217233444;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/RH15062600078
1434031363;Хохлов Олег Валерьевич;есть только не-мобильный;74212264588;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/RH21072600024/1
5250043567;Митрофанова Галина Геннадьевна;есть только не-мобильный;78314553020;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/COM25052600025/1
7536064538;Башкатова Александра Васильевна;есть только не-мобильный;73022325836;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://zakupki.kontur.ru/32615819567
1434031363;Попов Владимир Анатольевич;есть только не-мобильный;74212264140;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/RH30062600110
1434031363;Петрова Олеся Анатольевна;есть только не-мобильный;74232629555;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/RH31072600020/1
5250043567;Вищаненко Анжела Анатольевна;есть только не-мобильный;78314555368;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/COM22052600096
5250043567;Щербакова Светлана Леонидовна;есть только не-мобильный;78314553570;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/COM19052600114
7725027605;Дмитрий Дмитриевич Рославцев;есть только не-мобильный;74957300450;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.roseltorg.ru/procedure/32616043418
1902025326;Посохова Светлана Викторовна;есть только не-мобильный;73952797292;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://zakupki.kontur.ru/31806511984
7724490000;Скуратова Алевтина Аркадьевна;есть только не-мобильный;74959562067;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 4 ра; вид номера: городской";https://zakupki.kontur.ru/IS38991555
7724490000;Подольская Дарья Николаевна;есть только не-мобильный;74959562067;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 4 ра; вид номера: городской";https://rostender.info/region/moskva-gorod/55566292-tender-postavka-arm-avtomatizirovannoe-rabochee-mesto-dlya-operatorov-ukd
7724490000;Меньших Кристина Владимировна;есть только не-мобильный;74959562067;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 4 ра; вид номера: городской";https://www.rts-tender.ru/poisk/id/l6004904-4-2-1/
7724490000;Салахов Алексей Андреевич;есть только не-мобильный;74959562068;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.rts-tender.ru/poisk/otrasli/bumaga/
7724490000;Кириченко Дмитрий Борисович;есть только не-мобильный;89263972366;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: мобильный; личным быть может: од; вид номера: мобильный";https://tender.lot-online.ru/etp/downloadppf?uuid=dbfile19718ug0000pdjqc7p1m07pmpk
4345047310;Васькина  Екатерина Валерьевна;есть только не-мобильный;78332586122;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://etpgpb.ru/procedures/etp/500872-remont-livnevoy-kanalizatsii-proizvodstvennogo-korpusa-1-ao-vmp-avitek/
7712040126;Чабуркина Ирина Евгеньевна;есть только не-мобильный;74957529021;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.tenderguru.ru/tender/38563869
7731263174;Грачёв Юрий  Викторович;есть только не-мобильный;4991495205;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 2 ра; вид номера: городской";https://www.tektorg.ru/market/procedures/5125375
7731263174;Крылова Наталия Владимировна;есть только не-мобильный;84991495205;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 2 ра; вид номера: городской";https://www.tektorg.ru/market/procedures/3238007
9701011913;Беккер Владимир Викторович;есть только не-мобильный;74957390160;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 14 р; вид номера: городской";https://etpgpb.ru/procedures/etp/773910-postavka-manometrov/
9701011913;Зверева Дарья Алексеевна;есть только не-мобильный;74957390160;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 14 р; вид номера: городской";https://etpgpb.ru/procedures/etp/1082536-vypolnenie-elektromontazhnyh-rabot-i-vysokovoltnyh-ispytaniy-energeticheskogo-oborudovaniya-na-haryaginskom-mestorozhdenii-po-zakaz-naryadam-dlya-nuzhd-ooo-zar
9701011913;Голенков Александр Николаевич;есть только не-мобильный;74957390160;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 14 р; вид номера: городской";https://etpgpb.ru/procedures/etp/1137267-postavka-hozyaystvenno-bytovogo-oborudovaniya/
9701011913;Демидов Вадим Анатольевич;есть только не-мобильный;74957390160;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; ОБЩИЙ: на номере 14 р; вид номера: городской";https://etpgpb.ru/procedures/etp/1041511-postavka-deemulgatora/
6325004584;Абросимова Татьяна Владимировна;есть только не-мобильный;88464909116;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://zakupki.kontur.ru/IS64830408
6325004584;Кудрявцева Татьяна Вячеславовна;есть только не-мобильный;8464909134;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://zakupki.kontur.ru/IS33120831
8602067092;Гаррехт Инна Васильевна;есть только не-мобильный;83427424505;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.fabrikant.ru/v2/trades/procedure/view/zhltuacLzyxW1nDscdN69g
8602067092;Гордеева Татьяна Бильдановна;есть только не-мобильный;74955453838;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://zakupki.kontur.ru/IS66197664
8602067092;Салибгареева Ксения Владимировна;есть только не-мобильный;73462381240;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://unipro.energy/purchase/announcement/66365/
8602067092;Гимиева Надежда Евгеньевна;есть только не-мобильный;83427424569;"перенос из enrich.db (3-я сессия), пункт «вливаем данные»; исходный источник: обратный ход 3-й сессии по списку 2-й сессии; вид номера: городской; личным быть может: од; вид номера: городской";https://www.fabrikant.ru/v2/trades/procedure/view/kZTCMdTTGJpcwV24NxAhwQ
