stanciya;zakazchik_tip;inn;kpp;nomer_zakupki;predmet;summa;data_razmeshcheniya;okonchanie_podachi;klyuch;centrobezhnaya_mashina;tip_mashiny;kontakt_fio;kontakt_tel;kontakt_email;ssylka
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110641862;Право заключения договора на поставку запасных частей к центробежным насосам типа АЦНА, АКсВА;10790724,35₽;15.09.2021;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110641862
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110675071;Право заключения договора на выполнение работ по подъему группы конденсаторов ЦНД 3,4 турбоагрегата К-1000-60/3000 энергоблока №3;3352718,51₽;27.09.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110675071
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110656369;Авторский надзор при техническом обслуживании, ремонте и эксплуатации сборочного объекта турбоагрегата К-1000-60/1500-2, К-1000-60/1500-2М и К-1100-60/1500-2М энергоблоков №1, №2, №3, №4 Ростовской АЭС в 2022 году;3213075,54₽;21.09.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110656369
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110640879;"Право заключения договора на Авторский надзор ТОиР сборочных объектов турбоагрегатов с паровой турбиной К-1000-60/1500-2 энергоблоков № 1,4 в пределах поставки ""Турбоатом""";1365271,48₽;15.09.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110640879
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110629926;Право заключения договора на Выполнение работ по виброналадке и исследованию эксплуатационных расцентровок турбоагрегата К-1000-60/1500 бл. №2 в период ППР-2022;1898786,17₽;10.09.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110629926
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110619100;Поставка электродвигателя для привода насосов гидроподъема роторов турбоагрегата;1186400,40₽;07.09.2021;;турбоагрегат;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110619100
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110616063;Право заключения договора на выполнение работ по определению эксплуатационных перемещений подшипниковых опор турбоагрегата К-1000-60/3000 блока №3 и 4, расчет предварительных расцентровок роторов и виброналадка турбоагрегата в период ППР-2022;2601137,99₽;06.09.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110616063
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110603317;Право заключения договора на поставку Комплектующих для компрессоров ГР2-94-50-2 и ГР2-234-50-1 для энергоблоков №1, 2 Ленинградской АЭС-2;3379007,62₽;31.08.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110603317
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110582323;Поставка запасных частей для насосного и компрессорного оборудования согласно Спецификации и Техническому заданию;1880000,01₽;24.08.2021;;компрессор,компрессорная;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110582323
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110564731;Право заключения договора на Разработка рабочей документации на модернизацию системы воздуха среднего давления с заменой компрессорных установок 2КСД-3, 2КСД-4 в зд.614;9696000,00₽;18.08.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110564731
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110538845;Право заключения договора на Поставка ЗИП к герметичным компрессорам;2499811,20₽;09.08.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110538845
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110560856;Право заключения договора на поставку компрессорной станции;922813,33₽;17.08.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110560856
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110556057;Право заключения договора на Поставка ЗИП к компрессорам высокого давления;32694946,42₽;13.08.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110556057
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110539572;Право заключения договора на Геодезические измерения положения опор подшипников турбоагрегатов с определением, при необходимости, предварительных расцентровок роторов с учетом сезонных и других измерений температурного состояния их фундаментов.;6067516,80₽;09.08.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110539572
СМОЛЕНСКАЯ АЭС-СЕРВИС;дочернее общество;6724008661;;32110535249;Выполнение работ по установке компрессорно - конденсаторного блока;495000,00₽;06.08.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110535249
АТОМЭНЕРГОРЕМОНТ;дочернее общество;5029112443;;32110521628;Право заключения договора на поставку дизельного компрессора на шасси;2520000,00₽;02.08.2021;;компрессор;нет;поршневой/винтовой;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110521628
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110517496;Право заключения договора на Поставка запасных частей к насосному и компрессорному оборудованию;1975048,33₽;30.07.2021;;компрессор,компрессорная;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110517496
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110512960;Право заключения договора на Выполнение строительно-монтажных и пусконаладочных работ по внедрению системы кондиционирования воздуха в помещениях 520/1-6, а также по замене компрессорно-конденсаторных блоков систем кондиционирования 3ПВ6/1-2, 3ПВ8/1-2, 4ПВ6/1-2, 4ПВ8/1-2, 4ПВ14/1-2 II-ой очереди Курской АЭС;7165566,00₽;29.07.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110512960
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110504479;Право заключения договора на Поставка комплектующих для компрессора 2ВМ4 12/65;1042134,29₽;27.07.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110504479
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110480906;Право заключения договора на Поставка запасных частей к холодильному и компрессорному оборудованию;1305495,67₽;19.07.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110480906
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110449280;Право заключения договора на Поставка запасных частей к винтовому компрессору;242951,61₽;06.07.2021;;компрессор;нет;поршневой/винтовой;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110449280
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110454297;Право заключения договора на поставку центробежных насосов;283532,04₽;08.07.2021;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110454297
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110506930;Право заключения договора на Поставка микронагнетателя согласно Спецификации и Техническому заданию;10620998,30₽;28.07.2021;;нагнетатель;нет;микронагнетатель;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110506930
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110417199;Ф04:Выполнение работ по ремонту турбокомпрессоров дизеля 78Г ячейки 3GJ и 4GK;42500000,00₽;25.06.2021;;компрессор,турбокомпрессор;нет;турбокомпрессор ДВС;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110417199
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110411920;Право заключения договора на поставку компрессорного масла;744249,60₽;24.06.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110411920
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110373671;Право заключения договора на Поставка комплектующих для компрессора 2ВМ4 12/65;927421,62₽;10.06.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110373671
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110363111;"Право заключения договора на Поставка запасных частей насосов и компрессоров производства ""Мелком"" согласно спецификации и техническому заданию";1699871,94₽;08.06.2021;;компрессор;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110363111
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110386506;"Право заключения договора на Поставка запасных частей к компрессорам производства ""УКЗ"" согласно спецификации и технического задания";1149875,54₽;16.06.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110386506
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110371592;Право заключения договора на Поставка запасных частей компрессоров типа ЭКПВ согласно Спецификации и Техническому заданию;2486038,92₽;10.06.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110371592
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110346827;Право заключения договора на Утверждение типа и первичная поверка измерительных систем, входящих в состав компрессорных установок 305ВП-16/70 (КСД) и 305ВП-30/8(КНД), установок воздухоразделительных ААж-0,6М (21УРВ) и КжКАж-0,25 (УРВ), установки осушки воздуха ОВН-100-0,8 (УОВ), при модернизации АКС и КСН второй очереди Курской АЭС».;9498944,15₽;02.06.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110346827
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110344411;"Право заключения договора на Выполнение строительно-монтажных работ по мероприятию: ""Модернизация здания компрессорной под локомотивное депо №2"" в части устройства инженерных систем и усиления подпорной стены";6406342,80₽;02.06.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110344411
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110405693;Право заключения договора на поставку запасных частей к центробежным насосам;7131202,00₽;22.06.2021;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110405693
ЛЕНИНГРАДСКАЯ АЭС-АВТО;дочернее общество;4714023385;;32110353091;Право заключения договора на Поставка турбокомпрессора для автобусов МАЗ;726045,78₽;04.06.2021;;компрессор;нет;турбокомпрессор ДВС;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110353091
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110323533;Право заключения договора на Выполнение пусконаладочных работ по мероприятию «Модернизация здания компрессорной НВАЭС под локомотивное депо №2»;1872210,00₽;27.05.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110323533
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110305526;Право заключения договора на поставку запасных частей к компрессору ВШ-4,2/200;5393677,55₽;24.05.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110305526
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110291456;Право заключения договора на Поставка запасных частей к компрессорам;673899,60₽;19.05.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110291456
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110288909;Право заключения договора на поставку запасных частей к компрессору холодильному;459227,64₽;18.05.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110288909
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110274953;Турбокомпрессоры;1899720,00₽;13.05.2021;;компрессор,турбокомпрессор;да;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110274953
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110328571;"Право заключения договора на Авторский надзор ТОиР сборочных объектов турбоагрегатов с паровой турбиной К-1000-60/1500-2 энергоблоков № 1-3 в пределах поставки ""Турбоатом""";1645063,58₽;28.05.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110328571
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110204322;Право заключения договора на поставку компрессоров высокого давления;2506993,01₽;19.04.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110204322
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110217170;Право заключения договора на Услуги по транспортированию, обезвреживанию конденсата водно-масляного компрессорных установок;7372046,95₽;21.04.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110217170
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110214143;Право заключения договора на поставка запасных частей к компрессорному оборудованию;661728,60₽;21.04.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110214143
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110153886;Право заключения договора на Поставка запасных частей к компрессорам;673899,60₽;02.04.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110153886
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110194324;Право заключения договора на поставку клапанов для компрессорных установок;1052393,50₽;15.04.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110194324
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110184985;Право заключения договора на Поставку ЗИП к компрессору 2ВМ4-12/65;255575,04₽;13.04.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110184985
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110138369;Право заключения договора на Обследование баллонов пускового воздуха и баллонов для ускорения компрессора РДЭС блока 1. Подтверждение ресурсных характеристик и продление срока службы. Приведение в соответствие с требованиями действующих ФНП;4912070,76₽;30.03.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110138369
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110145736;Право заключения договора на поставку комплектующих для компрессора;1533096,00₽;31.03.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110145736
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110126720;Право заключения договора на поставку запасных частей к компрессорам;7555802,16₽;26.03.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110126720
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110116092;Право заключения договора на поставка запасных частей к компрессорному оборудованию;6679230,51₽;24.03.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110116092
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110108955;Поставка электродвигателей для компрессорных установок;950000,00₽;22.03.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110108955
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110067467;Право заключения договора на поставку запасных частей к компрессорному оборудованию 3 кл. безопасности;7200000,00₽;10.03.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110067467
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110047653;Право заключения договора на Поставка запасных частей к импортным компрессорам;825787,63₽;03.03.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110047653
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110066524;Право заключения договора на Разработка рабочей документации на модернизацию системы получения жидкого азота с заменой установок разделения воздуха КжКАж-0,25№2,3 в комплекте с компрессорными установками 2КВД-2, 2КВД-3 в зд.614;10317032,15₽;10.03.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110066524
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110085050;Право заключения договора на виброналадку турбоагрегатов К-1200-6.8/50 энергоблоков №1, №2 НВ АЭС-2 в период ППР-2021 (при плановом останове для ремонта);4899675,93₽;16.03.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110085050
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110030656;Право заключения договора на поставку запасных частей к компрессорам;693582,74₽;26.02.2021;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110030656
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32109977766;Право заключения договора на Поставка станции насосной, мотопомп, насосов и компрессоров;3054759,96₽;10.02.2021;;компрессор;нет;насос;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109977766
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110007222;Право заключения договора на Химочистка водяных полостей компрессорного оборудования АКС-1, КСН--1, АКС-2, КСН-2.Химочистка газовых полостей компрессорного оборудования АКС-1;2758628,40₽;18.02.2021;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110007222
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110033018;Право заключения договора на поставку автоматизированной системы управления воздуходувками;40584000,00₽;26.02.2021;;воздуходувка;да;воздуходувка;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110033018
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32109988622;Право заключения договора на оказание услуг по продлению срока эксплуатации полигона глубинного захоронения промышленных сточных вод на период после 2023 года -проведение геофизических исследований нагнетательных скважин;1221470,56₽;12.02.2021;;нагнетатель;да;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109988622
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32110014861;Право заключения договора на выполнение работ по подъему группы конденсаторов ЦНД 3,4 турбоагрегата К-1000-60/3000 энергоблока №3 в период ППР-2021;3622920,94₽;20.02.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110014861
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32109968142;Ф05. Оказание услуг по авторскому сопровождению при эксплуатации и проведении ремонтов турбоагрегатов;3179999,51₽;08.02.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109968142
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32109957573;Право заключения договора на выполнение работ по наладке и снятию характеристик автоматизированной системы регулирования и защиты (АСРЗ) до и после ремонта турбоагрегата энергоблока № 1 Калининской АЭС;3123696,68₽;04.02.2021;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109957573
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32109921270;Право заключения договора на оказание услуг по продлению срока эксплуатации полигона глубинного захоронения промышленных сточных вод на период после 2023 года -проведение геофизических исследований нагнетательных скважин;1221470,56₽;25.01.2021;;нагнетатель;да;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109921270
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009769656;Право заключения договора на поставку масла компрессорного;943489,58₽;07.12.2020;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009769656
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009742518;Право заключения договора на Инженерное сопровождение при эксплуатации и ремонте турбоагрегатов К-500-65/3000 энергоблоков №3-4 Ленинградской АЭС;4449154,04₽;30.11.2020;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009742518
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009713154;Право заключения договора на Поставка запасных частей к компрессорному оборудованию;361257,46₽;24.11.2020;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009713154
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009711178;Право заключения договора на поставку комплектующих изделий (ЗИП) для агрегата компрессорно-конденсаторного 21АК10-2-3 ОМ4;1323226,08₽;23.11.2020;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009711178
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009617030;Право заключения договора на поставку Центробежных насосных агрегатов;48255989,94₽;26.10.2020;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009617030
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009575992;Право заключения договора на Поставка запасных частей для ремонта колонок стопорно-регулирующего клапана турбоагрегата К-1000-60/1500-2;14921052,89₽;13.10.2020;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009575992
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009526038;Авторский надзор при техническом обслуживании, ремонте и эксплуатации сборочного объекта турбоагрегата К-1000-60/1500-2, К-1000-60/1500-2М и К-1100-60/1500-2М энергоблоков №1, №2, №3, №4 Ростовской АЭС в 2021 году;4782213,32₽;25.09.2020;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009526038
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009457761;Право заключения договора на выполнение работ по определению эксплуатационных перемещений подшипниковых опор турбоагрегата К-1000-60/3000 блока № 3, расчет предварительных расцентровок роторов и виброналадка турбоагрегата в период ППР-2021;1298585,39₽;02.09.2020;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009457761
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009427784;Право заключения договора на поставку колец к центробежным насосам;395054,80₽;24.08.2020;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009427784
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009427465;Право заключения договора на поставку запасных частей к горизонтальным центробежным насосам;623097,96₽;24.08.2020;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009427465
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009434157;Право заключения договора на поставку арматуры по мероприятиям: «Модернизация системы маслоснабжения турбоагрегата К-1000-60/3000. Энергоблок № 3» и «Внедрение дополнительного эксгаустера отсоса масляных паров из системы смазки турбины»;833025,60₽;26.08.2020;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009434157
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009426326;Право заключения договора на выполнение работ по виброналадке и исследованию эксплуатационных расцентровок турбоагрегата К-1000-60/1500 бл. № 1 в период ППР-2021;1890724,80₽;24.08.2020;;турбоагрегат;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009426326
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009378098;Право заключения договора на поставку клапанов для компрессорных установок;786600,00₽;04.08.2020;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009378098
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009355919;Право заключения договора на поставку запасных частей к компрессорному оборудованию;10952952,87₽;28.07.2020;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009355919
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009305235;Право заключения договора на Проведение экспертного обследования с целью продления остаточного ресурса оборудования компрессорных установок АКС-2 Билибинской АЭС;1779717,44₽;09.07.2020;;компрессор,компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009305235
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009343628;Право заключения договора на поставку запасных частей к насосам центробежным;711259,76₽;23.07.2020;;центробежный;нет;центробежный насос/вентилятор;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009343628
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009254219;Право заключения договора на поставку ЗИП к компрессорам WP4325 и WP4351;9033578,86₽;19.06.2020;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009254219
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009231374;Право заключения договора на Поставка ЗИП к винтовым компрессорам;1118566,94₽;10.06.2020;;компрессор;нет;поршневой/винтовой;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009231374
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009250517;Право заключения договора на Поставка запасных частей к компрессору Hatlapa для Блока № 4;333504,81₽;18.06.2020;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009250517
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009263390;Право заключения договора на Поставка запасных частей компрессоров производства Уральского компрессорного завода согласно Спецификации и Техническому заданию;2282168,38₽;23.06.2020;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009263390
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009234999;Право заключения договора на поставку масла компрессорного;306816,00₽;11.06.2020;;компрессорная;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009234999
не определена (уровень концерна);АО «Концерн Росэнергоатом»;7721632827;;32009174312;Право заключения договора на Поставка запасных частей компрессоров типа ЭКПВ согласно Спецификации и Техническому заданию;3742010,52₽;22.05.2020;;компрессор;нет;;;;;https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32009174312
