inn;predpriyatie;sostoyaniy;est;pokupaet;planiruet;strok_faktov;lyudej;s_lichnym;tehnicheskih_s_lichnym;pochemu_vazhno
7718918689;"ООО ""КФ""Черемушки""";1;1;;;1;0;0;0;состояние доказано
7830001758;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;1;;1;;15;14;0;0;состояние доказано
2466199794;"ООО ""Норникель - ЕРП""";1;;1;;1;0;0;0;состояние доказано
5007104537;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ """;1;;1;;1;0;0;0;состояние доказано
7723564851;"АО ""НПО ""ЦНИИТМАШ""";1;;1;;1;0;0;0;состояние доказано
3328007468;Общество с ограниченной ответственностью «Научно-производственное предприятие БИОТУМ»;1;;1;;7;1;1;0;состояние доказано
6312139922;АО РКЦ ПРОГРЕСС;1;;1;;1;0;0;0;состояние доказано
7728060368;"ОАО ""КБК ""ЧЕРЕМУШКИ""";1;1;;;1;0;0;0;состояние доказано
7729466258;Государственное бюджетное учреждение города Москвы «Жилищник района Ново-Переделкино»;1;;1;;1;0;0;0;состояние доказано
7104002774;"ПАО ""КМЗ"" (ИНН 7104002774)";1;1;;;1;0;0;0;состояние доказано
7422029201;"ООО ""Бакальское рудоуправление""";1;1;;;1;0;0;0;состояние доказано
7743946810;Государственное бюджетное учреждение города Москвы «Жилищник района Коптево»;1;;1;;1;0;0;0;состояние доказано
7705033216;"ОАО ""РОТ ФРОНТ""";1;1;;;1;0;0;0;состояние доказано
5009046489;"МБУ ""МФЦ ДОМОДЕДОВО""";1;;1;;2;1;0;0;состояние доказано
5214009264;"ООО ""МК ""Володарский""";1;1;;;12;11;0;0;состояние доказано
7113502396;"ООО ""КАРГИЛЛ""";1;1;;;1;0;0;0;состояние доказано
9203501030;"ФГУП ""13 СРЗ ЧФ"" МИНОБОРОНЫ РОССИИ";1;;1;;1;0;0;0;состояние доказано
0272927232;"АКЦИОНЕРНОЕ ОБЩЕСТВО МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ""";1;;1;;14;2;1;0;состояние доказано
7709886600;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Центрального административного округа»;1;;1;;1;0;0;0;состояние доказано
7727260438;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 Департамента здра;1;;1;;1;0;0;0;состояние доказано
5008046711;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ Г. ДОЛГОПРУДНОГО ""ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""САЛЮТ""";1;;1;;10;0;0;0;состояние доказано
7733338555;"ООО ""Сергиево-Посадский мукомольный комбинат""";1;1;;;1;0;0;0;состояние доказано
7814448098;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";0;;;;1;0;0;0;состояний ноль
5838000953;"федеральное государственное унитарное предприятие федеральный научно-производственный центр ""Производственное объединени";0;;;;1;0;0;0;состояний ноль
7709944065;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ФИЗИКО-ХИМИЧЕСКИЙ ИНСТИТУТ ИМЕ";0;;;;1;0;0;0;состояний ноль
6633029960;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОГДАНОВИЧСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0;;;;6;6;0;0;состояний ноль
7204205739;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЮМЕНСКОЕ ЭКОЛОГИЧЕСКОЕ ОБЪЕДИНЕНИЕ""";0;;;;1;0;0;0;состояний ноль
7404032480;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АВТОХОЗЯЙСТВО АДМИНИСТРАЦИИ ЗЛАТОУСТОВСКОГО ГОРОДСКОГО ОКРУГА""";0;;;;4;4;0;0;состояний ноль
5260497721;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";0;;;;1;0;0;0;состояний ноль
5515201236;"специализированное автономное учреждение Омской области ""Калачинский лесхоз""";0;;;;1;0;0;0;состояний ноль
5246053330;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЙ ЦЕНТР""";0;;;;1;0;0;0;состояний ноль
5249006828;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЭКСПРЕСС"" Г.ДЗЕРЖИНСК";0;;;;7;0;0;0;состояний ноль
2801091892;АО Амурские коммунальные системы;0;;;;9;8;0;0;состояний ноль
3605000114;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БУТУРЛИНОВСКИЙ МЕЛЬКОМБИНАТ""";0;;;;1;0;0;0;состояний ноль
5260000192;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""НИЖЕГОРОДСКИЙ ПАССАЖИРСКИЙ АВТОМОБИЛЬНЫЙ ТРАНСПОРТ""";0;;;;1;0;0;0;состояний ноль
1651052730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТАНЦИЯ ОЧИСТКИ ВОДЫ - НИЖНЕКАМСКНЕФТЕХИМ""";0;;;;1;0;0;0;состояний ноль
2311008207;ФГБНУ ФНЦ ВНИИМК;0;;;;25;7;0;0;состояний ноль
1435326056;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯКУТСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0;;;;1;0;0;0;состояний ноль
8801011136;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ЭВЕНКИЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""ИЛИМПИЙСКИЕ ЭЛЕКТРОСЕТИ""";0;;;;1;0;0;0;состояний ноль
1101071049;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМИАВТОТРАНС""";0;;;;5;0;0;0;состояний ноль
4205088363;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ КУЗБАССА ""ПАССАЖИРАВТОТРАНС""";0;;;;1;0;0;0;состояний ноль
4025020084;"МП ""ВОДОКАНАЛ""";0;;;;1;0;0;0;состояний ноль
3329000842;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР АГРОХИМИЧЕСКОЙ СЛУЖБЫ ""ВЛАДИМИРСКИЙ""";0;;;;1;0;0;0;состояний ноль
7725727149;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИТИМАТИК""";0;;;;1;0;0;0;состояний ноль
3810036184;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ИРКУТСКАВТОТРАНС"" Г.ИРКУТСКА";0;;;;4;0;0;0;состояний ноль
5438001381;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""ТОГУЧИНСКИЙ ЛЕСХОЗ""";0;;;;1;0;0;0;состояний ноль
0255014715;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" БЕЛЕБЕЕВСКИЙ ВОДОКАНАЛ""";0;;;;17;0;0;0;состояний ноль
7805227529;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛОКОМОТИВ""";0;;;;1;0;0;0;состояний ноль
0411139760;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""АЛТАЙСКАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ ""АВИАЛЕСООХРАНА""";0;;;;1;0;0;0;состояний ноль
2508010281;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТИВИДОРНАЯ КОМПАНИЯ ""МАЛЫЙ ПОРТ""";0;;;;8;0;0;0;состояний ноль
2466137893;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАССАЖИРРЕЧТРАНС""";0;;;;4;0;0;0;состояний ноль
6234056779;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ПОЖЛЕС""";0;;;;1;0;0;0;состояний ноль
6829064007;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТАМБОВГОРТРАНС""";0;;;;1;0;0;0;состояний ноль
3308004388;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАДУГАЭНЕРГО""";0;;;;2;0;0;0;состояний ноль
5607044287;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НОВОТРОИЦКИЙ ГОРОДСКОЙ ТРАНСПОРТ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОВОТРОИЦК";0;;;;1;0;0;0;состояний ноль
7453222406;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СЛУЖБА ОРГАНИЗАЦИИ ДВИЖЕНИЯ""";0;;;;1;0;0;0;состояний ноль
0314886622;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУГНУЙСКОЕ ПОГРУЗОЧНО-ТРАНСПОРТНОЕ УПРАВЛЕНИЕ""";0;;;;1;0;0;0;состояний ноль
7730052050;"Федеральное государственное унитарное предприятие ""Государственный космический научно-производственный центр имени М.В.Х";0;;;;1;0;0;0;состояний ноль
5214007997;"Муниципальное унитарное предприятие жилищно-коммунального хозяйства ""Жилсервис"" Володарского района";0;;;;1;0;0;0;состояний ноль
3500009656;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАТП №1""";0;;;;6;1;1;0;состояний ноль
5409102650;"МКП ""НГТ""";0;;;;1;0;0;0;состояний ноль
7707050810;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОСУДАРСТВЕННЫЙ ТРЕСТ ""АРКТИКУГОЛЬ""";0;;;;1;0;0;0;состояний ноль
7724654924;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТГРУПП-ЭНЕРДЖИ""";0;;;;1;0;0;0;состояний ноль
0600002810;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЕДИНЫЙ ОПЕРАТОР РЕСПУБЛИКИ ИНГУШЕТИЯ В СФЕРЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ""";0;;;;7;0;0;0;состояний ноль
1426333730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНОЕ ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ № 135""";0;;;;1;0;0;0;состояний ноль
2311209369;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ИНДУСТРИАЛЬНЫЙ ПАРК КРАСНОДАР""";0;;;;4;0;0;0;состояний ноль
2452046808;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОМБИНАТ БЛАГОУСТРОЙСТВА""";0;;;;1;0;0;0;состояний ноль
2721145239;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ СПЕЦИАЛИЗИРОВАННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ДАЛЬНЕВОСТОЧНАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ""";0;;;;1;0;0;0;состояний ноль
7449070380;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА""";0;;;;1;0;0;0;состояний ноль
3443016862;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ВОЛГОГРАДАВТОТРАНС""";0;;;;1;0;0;0;состояний ноль
4317002773;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГАЗСТРОЙ""";0;;;;1;0;0;0;состояний ноль
7733019171;"федеральное государственное унитарное предприятие ""Государственный научно-исследовательский институт биологического приб";0;;;;1;0;0;0;состояний ноль
1414007933;"АКЦИОНЕРНОЕ ОБЩЕСТВО СУДОХОДНАЯ КОМПАНИЯ ""АЛРОСА-ЛЕНА""";0;;;;1;0;0;0;состояний ноль
7706765710;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО ""ВОДОКАНАЛ+""";0;;;;1;0;0;0;состояний ноль
0816039027;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЭЛИСТИНСКИЙ ГОРОДСКОЙ ТРАНСПОРТ""";0;;;;1;0;0;0;состояний ноль
7445020452;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГНИТОГОРСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";0;;;;1;0;0;0;состояний ноль
5009057184;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ ВОДОКАНАЛ""";0;;;;1;0;0;0;состояний ноль
3849067674;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦАВТОХОЗЯЙСТВО"" ГОРОДА ИРКУТСКА";0;;;;4;0;0;0;состояний ноль
9715450519;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ АРГУС""";0;;;;1;0;0;0;состояний ноль
3811146038;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ИРКУТСК""";0;;;;55;3;0;0;состояний ноль
5902290191;ФБУ АДМИНИСТРАЦИЯ КАМВОДПУТЬ;0;;;;1;1;0;0;состояний ноль
