inn;predpriyatie;vzyato;pochemu
2633001291;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА СТАВРОПОЛЯ";0;обойдено
2365001416;"МУП ""ЖКХ ГОРОДА ТУАПСЕ""";0;обойдено
2700001300;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ХАБАРОВСКА ""ВОДОКАНАЛ""";0;обойдено
5610077370;"ООО ""ОРЕНБУРГ ВОДОКАНАЛ""";0;обойдено
3525114733;ВПК;42;обойдено
5944202327;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";798;обойдено
7830001758;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;10;обойдено
7703642903;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";800;обойдено
7817045594;ИЖОРАРЕМСЕРВИС;800;обойдено
6629020796;"Общество с ограниченной ответственностью ""Научно-производственное объединение ""Центротех""";0;обойдено
5256170057;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСМАШЭНЕРГО""";0;обойдено
1006004155;Филиал Акционерного общества «Сегежский целлюлозно-бумажный комбинат» по лесным ресурсам;0;обойдено
7704010978;ГЛАВУПДК ПРИ МИД РОССИИ;0;обойдено
7712040126;ПАО АЭРОФЛОТ;0;обойдено
1902017445;УБО;0;обойдено
9701087623;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСАТОМ ВОЗОБНОВЛЯЕМАЯ ЭНЕРГИЯ""";799;обойдено
5501177142;"ООО ""ГАЗПРОМНЕФТЬ - КС""";0;обойдено
7710177774;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ФИНАНСОВО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ""";800;обойдено
1646031132;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАБУГА-ВОЛОКНО""";0;обойдено
7730263904;"ООО ""РВК-ЛИПЕЦК""";0;обойдено
2801254956;АКС;0;обойдено
5022030985;"МУП ""ТЕПЛО КОЛОМНЫ""";0;обойдено
5916031750;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМА""";0;обойдено
7717609102;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМСПЕЦТРАНС""";0;обойдено
7709886600;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Центрального административного округа»;0;обойдено
5193600346;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МУРМАНСКВОДОКАНАЛ""";0;обойдено
3435900531;"АО ""ВОЛТАЙР-ПРОМ""";0;обойдено
7751335645;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Троицкого административного округа»;422;обойдено
5032004536;Государственное автономное учреждение организации культуры Московской области «Государственный историко-литературный муз;0;обойдено
7725027605;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КОСМИЧЕСКАЯ СВЯЗЬ""";300;обойдено
5302001320;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОМ ОТДЫХА ""ВАЛДАЙ"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ";136;обойдено
6455010934;ГАУК СГАТД;0;обойдено
5112000689;АО КОЛЬСКОЕ ПРЕДПРИЯТИЕ ЭРА;0;обойдено
4217048100;СИБЭНЕРГОУГОЛЬ;0;обойдено
6027014114;ГАУК ПО НПЦ ПО ОХРАНЕ ПАМЯТНИКОВ;0;обойдено
7405000428;"ФГУП ""ПСЗ""; ФГУП ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""";10;обойдено
6439081247;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАЦИОННО-МЕТОДИЧЕСКИЙ ЦЕНТР БАЛАКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛА";284;обойдено
2352039652;ОТЭКО - ПОРТСЕРВИС;0;обойдено
7722692000;"АО ""ОРКК""";0;обойдено
6439098794;"ООО ""ИНФОТЕХ БАЛАКОВО""";0;обойдено
7704214548;"ООО""АФИПСКИЙ НПЗ""";0;обойдено
7725262013;Государственное автономное учреждение города Москвы Инженерный научно-практический центр «Гормедтехника Департамента здр;160;обойдено
6632004667;"ПАО ""Надеждинский металлургический завод""";0;обойдено
1003018230;АКЦИОНЕРНОЕ ОБЩЕСТВО КОНДОПОЖСКИЙ ЦЕЛЛЮЛОЗНО-БУМАЖНЫЙ КОМБИНАТ;200;обойдено
7709840210;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПОДДЕРЖКИ БИЗНЕСА""";0;обойдено
7715488540;Государственное бюджетное учреждение города Москвы «Жилищник Бутырского района»;260;обойдено
2235003211;АДМИНИСТРАЦИЯ БЛАГОВЕЩЕНСКОГО РАЙОНА АЛТАЙСКОГО КРАЯ;0;обойдено
3445097458;"ООО ""ВЕСТА"" (ИНН 3445097458)";0;обойдено
7726738619;Государственное бюджетное учреждение города Москвы «Жилищник Нагорного района»;420;обойдено
7705014478;"ООО ""ПРОВИМИ""";0;обойдено
7718918689;"ООО ""КФ""Черемушки""";0;обойдено
5019002730;"ОАО ""БАЙСАД-КАШИРА""";0;обойдено
5007091951;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НЕКРАСОВСКИЙ ВОДОКАНАЛ""";0;обойдено
3328007468;Общество с ограниченной ответственностью «Научно-производственное предприятие БИОТУМ»;240;обойдено
4004002750;"АО ""Кондровский хлебокомбинат""";0;обойдено
7734257891;"ООО ""ИНФРАСТРУКТУРА ТК""";0;обойдено
6321357797;"ООО ""СНХ-ИНЖИНИРИНГ""";0;обойдено
5004028415;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА БЛАГОУСТРОЙСТВА ЯРОПОЛЕЦКОГО ПОСЕЛЕНИЯ""";0;обойдено
2900000328;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ДЕЛАМИ""";140;обойдено
7727178374;Государственное бюджетное учреждение города Москвы «Жилищник района Черемушки»;0;обойдено
2617010041;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЭВЕРЕСТ""";0;обойдено
4312138386;"ОАО ""ЗМУ КЧХК""";0;обойдено
5445016903;"ООО ""НСК-ЭКСПЕРТ""";0;обойдено
6195000152;"ООО ""ПС"" (ИНН 6195000152)";0;обойдено
5403100293;"МОАО ""Авангард""";0;обойдено
5904297072;"ООО ""ПЕРМКОМПРЕССОРМАШ""";0;обойдено
7820013539;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АЛЕКСАНДРОВСКИЙ ДОМ КУЛЬТУРЫ""";0;обойдено
5078018210;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВЕРБИЛКОВСКИЙ ДОМ КУЛЬТУРЫ ТАЛДОМСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ;0;обойдено
5014009027;"МБУ ""ДК ИМЕНИ В.Н.ЛЕОНОВА""";0;обойдено
5902056593;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""ЦЕНТР РАЗВИТИЯ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА""";0;обойдено
7816723776;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА СОПРОВОЖДЕНИЯ ПРОГРАММНЫХ КОМПЛЕКСОВ""";20;обойдено
0264014479;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""НЕФТЕКАМСКВОДОКАНАЛ""";0;обойдено
0253019901;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АГИДЕЛЬВОДОКАНАЛ"" ГОРОДСКОГО ОКРУГА ГОРОД АГИДЕЛЬ РЕСПУБЛИКИ БАШКОРТОСТАН";0;обойдено
7705966318;"АО ""РОСАТОМ СЕРВИС""";0;обойдено
7402001769;"ОАО ""УФАЛЕЙНИКЕЛЬ""";0;обойдено
7721628500;"ОАО ПГ ""НОВИК""";0;обойдено
3403016633;"ОАО ""ГКХП""";0;обойдено
6673185620;"ООО ""Уралтэкпроект""";0;обойдено
5038121282;"ООО ""ИТОГ""";0;обойдено
2326008425;"ООО ""КДВ КРАСНОДАР""";0;обойдено
3652001387;"АО МЭЗ ""ЛИСКИНСКИЙ""";0;обойдено
6215008716;"АО ""РЯЗАНСКИЙ СВИНОКОМПЛЕКС""";0;обойдено
6155041000;"ООО ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";0;обойдено
8604048909;"АО ""ЮВК""";0;обойдено
4250000459;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕРЕЗОВСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";0;обойдено
2502035642;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ВЛАДИВОСТОК""";12;обойдено
7017251534;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ТОМСКОЕ ЛЕСОХОЗЯЙСТВЕННОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ""";0;обойдено
8905033649;"АКЦИОНЕРНОЕ ОБЩЕСТВО""ЭНЕРГО-ГАЗ-НОЯБРЬСК""";0;обойдено
7730052050;"Федеральное государственное унитарное предприятие ""Государственный космический научно-производственный центр имени М.В.Х";0;обойдено
7709944065;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ФИЗИКО-ХИМИЧЕСКИЙ ИНСТИТУТ ИМЕ";0;обойдено
9102057281;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ «ВОДА КРЫМА»;6;обойдено
1651052730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТАНЦИЯ ОЧИСТКИ ВОДЫ - НИЖНЕКАМСКНЕФТЕХИМ""";0;обойдено
1117005242;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КНЯЖПОГОСТСКАЯ ТЕПЛО-ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";0;обойдено
5515201236;"специализированное автономное учреждение Омской области ""Калачинский лесхоз""";0;обойдено
5214007997;"Муниципальное унитарное предприятие жилищно-коммунального хозяйства ""Жилсервис"" Володарского района";0;обойдено
5838000953;"федеральное государственное унитарное предприятие федеральный научно-производственный центр ""Производственное объединени";0;обойдено
0411139760;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""АЛТАЙСКАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ ""АВИАЛЕСООХРАНА""";0;обойдено
1426333730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНОЕ ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ № 135""";0;обойдено
5438001381;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""ТОГУЧИНСКИЙ ЛЕСХОЗ""";0;обойдено
2205009865;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ""";0;обойдено
4230030215;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДСНАБ""";0;обойдено
0600002810;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЕДИНЫЙ ОПЕРАТОР РЕСПУБЛИКИ ИНГУШЕТИЯ В СФЕРЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ""";0;обойдено
7450001007;"ПАО ""ЧМК""";0;обойдено
6317024749;"АО ""ТРАНСНЕФТЬ-ПРИВОЛГА""";0;обойдено
6318105574;"АО ""МЕТАЛЛИСТ-САМАРА""";0;обойдено
5501072598;"ООО ""РМЗ ""ГПН-ОНПЗ""""";0;обойдено
2434000335;"АО ""ПОЛЮС КРАСНОЯРСК""";0;обойдено
0270007455;"АО ""УЧАЛИНСКИЙ ГОК""";0;обойдено
6625004271;"АО ""ПНТЗ""";0;обойдено
5920014645;"АО ""УРАЛОРГСИНТЕЗ""";0;обойдено
4218000951;"АО ""ЕВРАЗ ЗСМК""";0;обойдено
4203001617;"ПАО ""ЦОФ ""Березовская""""";0;обойдено
4205001274;"ПАО ""КОКС""";0;обойдено
5005000148;"АО ""Воскресенские минеральные удобрения""";0;обойдено
2631805988;"ООО МЭЗ ""РЕСУРС""";0;обойдено
2302016730;"ОАО ""Масложиркомбинат""Армавирский""""";0;обойдено
2211005435;"ОАО ""Алтайский Химпром""";0;обойдено
7404052938;АО Златмаш;0;обойдено
7417011270;Общество с ограниченной ответственностью «Группа «Магнезит»;0;обойдено
6726024309;Золотая нива (ИК Арлан);0;обойдено
4253019916;ТрансАвто (ТопПром);0;обойдено
8901025421;"АО ""ЯМАЛКОММУНЭНЕРГО""";0;обойдено
3460019060;КОНЦЕССИИ ВОДОСНАБЖЕНИЯ;0;обойдено
2709001590;"АО ""ПОРТ ВАНИНО""";0;обойдено
5034065171;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""КОММУНАЛЬНЫЕ СИСТЕМЫ МОСКОВСКОЙ ОБЛАСТИ""";0;обойдено
0326540932;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА УЛАН-УДЭ";0;обойдено
5020051845;"ЗАО ""ВОДОКАНАЛ""";0;обойдено
0272927232;"АКЦИОНЕРНОЕ ОБЩЕСТВО МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ""";0;обойдено
5920005217;МУП ЧАЙКОВСКИЙ ВОДОКАНАЛ;0;обойдено
6829012231;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАМБОВСКАЯ СЕТЕВАЯ КОМПАНИЯ""";0;обойдено
4345000249;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ""";0;обойдено
7728171283;"ФГУП ""НПЦАП""";0;обойдено
6606011940;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА"" ГОРОДСКОГО ОКРУГА ВЕРХНЯЯ ПЫШМА";0;обойдено
5257086827;"АО ""НИЖЕГОРОДСКИЙ ВОДОКАНАЛ""";0;обойдено
3901500276;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""33 СУДОРЕМОНТНЫЙ ЗАВОД""";0;обойдено
6312139922;АО РКЦ ПРОГРЕСС;0;обойдено
7838024362;"ООО ""ПЕТЕРБУРГТЕПЛОЭНЕРГО""";0;обойдено
5612002437;АО АК № 1825;0;обойдено
2901038518;Севералмаз;0;обойдено
7024029499;"Акционерное общество ""Сибирский химический комбинат""";0;обойдено
6673092454;"ООО ""ЭСК""";0;обойдено
5836623790;Горводоканал;0;обойдено
0245022178;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ МАШИННО- ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ"" РЕСПУБЛИКИ БАШ";0;обойдено
8604048754;"АО ""ЮТТС""";0;обойдено
6605002100;"АО ""Богдановичский комбикормовый завод""";0;обойдено
2466229600;"Общество с ограниченной ответственностью ""Краевая энергосберегающая компания""";0;обойдено
2724132118;«Транснефть – Дальний Восток»;0;обойдено
2311010502;ГБУЗ ККБ № 2;0;обойдено
9203501030;"ФГУП ""13 СРЗ ЧФ"" МИНОБОРОНЫ РОССИИ";0;обойдено
7805025346;"АО ""МОРПОРТ СПБ""";0;обойдено
5913001268;"АО ""МЕТАФРАКС КЕМИКАЛС""";0;обойдено
8612007896;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ПЫТЬ-ЯХ";0;обойдено
5515201050;МУП НФС ВОСКРЕСЕНСКАЯ;0;обойдено
5038004331;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС""";0;обойдено
5199000024;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРКТИЧЕСКИЕ МОРСКИЕ ИНЖЕНЕРНО-ГЕОЛОГИЧЕСКИЕ ЭКСПЕДИЦИИ""";0;обойдено
4629026667;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ГОРОДА КУРСКА""";0;обойдено
5224003504;"МП ""РАДУГА""";0;обойдено
2983998001;"ООО ""БАШНЕФТЬ - ПОЛЮС""";0;обойдено
7105504223;"АО ""Тулагорводоканал""";0;обойдено
7817315385;"АО ""СНСЗ""";0;обойдено
7423000572;"ФГУП ""РФЯЦ - ВНИИТФ ИМ. АКАДЕМ. Е.И. ЗАБАБАХИНА""";0;обойдено
2208052474;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОАЛТАЙСКВОДОКАНАЛ""";0;обойдено
0267018087;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""СИБАЙВОДОКАНАЛ""";0;обойдено
7743937082;ФАУ РОСДОРНИИ;0;обойдено
1328016109;"АО ""ТЕПЛИЧНОЕ""";0;обойдено
7438015885;"АО ""МАКФА""";0;обойдено
3301036623;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АЛЕКСАНДРОВ ВОДОКАНАЛ"" АЛЕКСАНДРОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ВЛАДИМИРСКОЙ ОБЛАСТИ";0;обойдено
7730263559;"ООО ""РВК-ТИХОРЕЦК""";0;обойдено
7707049388;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""";0;обойдено
7810442793;«ГСП-Механизация»;0;обойдено
7737106202;ГСП Ремонт;0;обойдено
7017005296;Востокгазпром, организатор;0;обойдено
8703010889;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕАЛ. РЕГИОНАЛЬНЫЙ ЦЕНТР""";0;обойдено
6663005798;"ПАО ""УРАЛМАШЗАВОД""";0;обойдено
5027116065;"ООО УК ""РОСВОДОКАНАЛ"", организатор";0;обойдено
7810474820;ГСП-СЕРВИС;0;обойдено
7712040285;"ПАО ""НПО ""АЛМАЗ""";0;обойдено
9706009675;"АО ""АЙСОРС""";0;обойдено
7705002602;Государственное унитарное предприятие города Москвы «Мосгортранс»;0;обойдено
7420000133;ПАО УРАЛКУЗ;0;обойдено
7713321151;АО «ОТЭКО»;0;обойдено
0256006322;"АО ""БМК""";0;обойдено
7736046504;АВИАПРЕДПРИЯТИЕ ГАЗПРОМ АВИА;0;обойдено
7806369727;АО НЗЛ;0;обойдено
5244009279;АКЦИОНЕРНОЕ ОБЩЕСТВО ВОЛГА;0;обойдено
0909000840;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗЦЕМЕНТ";0;обойдено
4701007851;АО ПИКАЛЕВСКИЙ ЦЕМЕНТ;0;обойдено
5008028127;"ФИЛИАЛ ""УЛЬЯНОВСКАЯ ДАМБА""";0;обойдено
7727656790;Государственное бюджетное учреждение города Москвы «Автомобильные дороги»;0;обойдено
7802888337;СОЮЗМЕТАЛЛСЕРВИС;0;обойдено
4100002351;АО БЫСТРИНСКАЯ ГОРНАЯ КОМПАНИЯ;0;обойдено
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";0;обойдено
5003113668;УММ;0;обойдено
6027143462;"ГБУ ПО ""ПСКОВАВТОДОР""";0;обойдено
6673091980;ПЖТ-55;0;обойдено
5030015500;"МУП ""ВОДОКАНАЛ""";0;обойдено
7708117908;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕМРОС""";0;обойдено
7404070888;"Общество с ограниченной ответственностью ""Торговый Дом Златоустовский электрометаллургический завод""";0;обойдено
9729293785;ГБР;0;обойдено
5911029807;"ПАО ""УРАЛКАЛИЙ""";0;обойдено
2204079002;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЙСКИЕ ПРОМЫШЛЕННЫЕ ВОДЫ""";0;обойдено
2801108200;Филиал АО «ДРСК» «Хабаровские электрические сети»;0;обойдено
7731084175;АО КОНЦЕРН ВКО АЛМАЗ - АНТЕЙ;0;обойдено
7111022115;Гланит;0;обойдено
6612019640;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ КАМЕНСК- УРАЛЬСКИЙ""";0;обойдено
2343003392;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АРМАВИРСКАЯ БИОЛОГИЧЕСКАЯ ФАБРИКА""";0;обойдено
0302001219;"Акционерное общество ""Хиагда""";0;обойдено
5024001482;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Де;0;обойдено
7713652964;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ";0;обойдено
7712025390;АО ГИПРОКИСЛОРОД;0;обойдено
7731263174;"АО ""ГПТП ""Гранит""";0;обойдено
7709064286;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-практический клинический центр диагностики и ;0;обойдено
3123003920;"Закрытое акционерное общество ""БЕЛГОРОДСКИЙ ЦЕМЕНТ""";0;обойдено
7810715360;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""МУЗЕЙНО-ВЫСТАВОЧНЫЙ ЦЕНТР""";0;обойдено
7727298791;"ООО УК ""УЗТМ-КАРТЭКС""";0;обойдено
0274018377;ПАО БАШИНФОРМСВЯЗЬ;0;обойдено
7723564851;"АО ""НПО ""ЦНИИТМАШ""";0;обойдено
7820016674;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КОМПЛЕКСНОГО БЛАГОУСТРОЙСТВА""";0;обойдено
5052021890;"АО ""ТЕПЛОСЕТЬ ФРЯЗИНО""";0;обойдено
7729071411;Государственное унитарное предприятие города Москвы «Медицинский центр Управления делами Мэра и Правительства Москвы»;0;обойдено
2130225986;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ""";0;обойдено
6317023569;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САМАРСКИЙ РЕЧНОЙ ПОРТ""";0;обойдено
6027132728;"ГКУ ПО ""УПРАВЛЕНИЕ ОД В ЧС""";0;обойдено
6450007198;ФГБНУ РОСНИИСК РОССОРГО;0;обойдено
7734374725;"ФГБУ ""ГИДРОСПЕЦГЕОЛОГИЯ""";0;обойдено
7707311363;"ФГУП ""УВО МИНТРАНСА РОССИИ""";0;обойдено
5050037781;ФРЯНОВСКОЕ МП ЖКХ ГОЩ;0;обойдено
5034051355;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОРЕХОВО-ЗУЕВСКИЙ КОМБИНАТ БЛАГОУСТРОЙСТВА""";0;обойдено
6621003100;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВЬЯНСКИЙ ЦЕМЕНТНИК";0;обойдено
5047001707;"МП ""ХИМКИЭЛЕКТРОТРАНС""";0;обойдено
7729466258;Государственное бюджетное учреждение города Москвы «Жилищник района Ново-Переделкино»;0;обойдено
7708671295;"Общество с ограниченной ответственностью ""АРМЗ Сервис""";0;обойдено
470507656525;Махмудов Абдулазиз Махмудович;0;обойдено
7724790726;СпецПромПоставка (Москва);0;обойдено
7736259816;"ООО ""УК ""ЭВОЛЮЦИЯ""";0;обойдено
7704009700;"ФГУП ""РАДОН""";0;обойдено
7214008190;"ООО СП ""Голышмановское""";0;обойдено
4825002609;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛИПЕЦКЦЕМЕНТ""";0;обойдено
7727260438;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 Департамента здра;0;обойдено
2315990838;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МУНИЦИПАЛЬНЫЙ ПАССАЖИРСКИЙ ТРАНСПОРТ НОВОРОССИЙСКА""";0;обойдено
