inn;predpriyatie;sostoyaniy;est;pokupaet;planiruet;region;est_sajt_u_nas;est_telefon_u_nas;est_tehchelovek_u_nas;chto_nuzhno
6027025282;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7737078410;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7821007591;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9701021862;Общество с ограниченной ответственностью «Институт по изысканиям и про;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7808023241;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НЕТИПОВОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""САНКТ-";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5027254749;МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7808046224;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7807354089;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7806042263;АДМИНИСТРАЦИЯ КРАСНОГВАРДЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6652002273;Публичное акционерное общество «Ключевский завод ферросплавов»;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2709006503;"Акционерное общество ""ДАЛЬТРАНСУГОЛЬ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5003042304;Государственное бюджетное учреждение здравоохранения города Москвы «По;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9201009754;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО ""КОРАЛЛ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5032239577;МУНИЦИПАЛЬНАЯ АВТОНОМНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ СРЕДНЯЯ ОБЩЕО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6621003100;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВЬЯНСКИЙ ЦЕМЕНТНИК";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7723327297;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7820013553;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811498076;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СПОРТИВНАЯ ШК;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5027130077;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКАЯ ОБЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
1435111251;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""РЕСПУБЛ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8300010526;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НЕНЕЦКОГО АВТОНОМ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5047001707;"МП ""ХИМКИЭЛЕКТРОТРАНС""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7819017592;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНО;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7816058093;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""САНКТ-ПЕТЕРБУРГСКИЙ НАУЧНО-ИССЛЕ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7714299660;Государственное бюджетное учреждение дополнительного образования город;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5032004536;Государственное автономное учреждение организации культуры Московской ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7705058605;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ЦЕНТР СОДЕЙСТВИЯ СЕ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7711065110;Государственное бюджетное учреждение города Москвы «Мой особый семейны;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7729466258;Государственное бюджетное учреждение города Москвы «Жилищник района Но;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2636046075;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПРОТИВОПОЖАРНАЯ И АВАРИЙНО-СПАСАТ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
0276020830;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПРИВОЛЖСКИЙ РЕГИОНАЛЬ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2315052542;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ ГОРОДСКА";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7802030429;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИН";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5302001320;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОМ ОТДЫХА ""ВАЛДАЙ"" ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5053005918;"Акционерное общество ""Машиностроительный завод""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7712037162;Государственное автономное образовательное учреждение высшего образова;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7713288793;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3305004397;"Публичное акционерное общество ""Ковровский механический завод""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5902293788;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР СЕ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7701011412;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСИНЖСТРОЙ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7727557887;"ООО ""ГПБ-ЭНЕРГОЭФФЕКТ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7714572888;АОСТНГ;1;;1;;Санкт-Петербург;1;1;;"site;phones;emails;люди из вашей живой базы"
2460040655;АО Газпром закупки;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7817045594;ИЖОРАРЕМСЕРВИС;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7704010978;ГЛАВУПДК ПРИ МИД РОССИИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7736046504;АВИАПРЕДПРИЯТИЕ ГАЗПРОМ АВИА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7701924275;"ООО ""УК ""КОЛМАР""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5003028148;"ООО ""Газпром газобезопасность""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2626047111;ХОЛДИНГ АКВА;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7536164405;ЖЕЛТУГИНСКАЯ ГРК;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4253020541;ТФМ-Спецтехника;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5835094907;АО ППО ЭВТ им. В.А. Ревунова;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7724790726;СпецПромПоставка (Москва);1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8603119138;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖНЕВАРТОВСКАВИА""";1;;;1;;;;;"site;phones;emails;люди из вашей живой базы"
8617028226;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""УПРАВЛЕНИЕ ТЕПЛОВОДОСНАБЖЕНИЯ И В";1;;;1;;;;;"site;phones;emails;люди из вашей живой базы"
3525025360;"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ВОЛОГДА""";1;1;;;Вологда;1;1;;"site;phones;emails;люди из вашей живой базы"
1300020747;"АО ""Газпром газораспределение Саранск""";1;1;;;;;1;;"site;phones;emails;люди из вашей живой базы"
0500000136;"ООО ""ГАЗПРОМ ТРАНСГАЗ МАХАЧКАЛА""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2128049998;"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ЧЕБОКСАРЫ""";1;1;;;;;1;;"site;phones;emails;люди из вашей живой базы"
7720074697;"ФГУП ""ГОСНИИОХТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7118506482;"ООО ""Щекинская ГРЭС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7728260399;"ЗАО ""Газпром инвест Юг""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4101026789;"АО""ННК-Камчатнефтепродукт""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1648013442;"АО ""ЗЕЛЕНОДОЛЬСКИЙ ЗАВОД ИМЕНИ А.М. ГОРЬКОГО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2504000532;"АО ""ННК-ПРИМОРНЕФТЕПРОДУКТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5010003793;"АО ""ЭНЕРГОТЕН""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1826000260;"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ИЖЕВСК""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7214008190;"ООО СП ""Голышмановское""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6452914635;"ООО ""ПГК"" (ИНН 6452914635)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0601008540;"ОАО ""РН ""ИНГУШНЕФТЬ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7017203428;"ООО ""Газпром газораспределение Томск""";1;1;;;Новосибирск;1;1;;"site;phones;emails;люди из вашей живой базы"
2629012660;"ООО ""АЛМАЗ УДОБРЕНИЯ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1831090774;"ООО ""УВАДРЕВ-ХОЛДИНГ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7205011944;"АО ""СУЭНКО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6345009196;"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ САМАРА""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5262390050;"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ НИЖНИЙ НОВГОРОД""";1;1;;;Нижегородская область;1;1;;"site;phones;emails;люди из вашей живой базы"
1215126037;"ООО ""МАРИКОММУНЭНЕРГО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4345230958;"АО ""КТК"" (ИНН 4345230958)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
8904095427;"ООО ""СЕВЕРНЕФТЕГАЗПРОМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6900000364;"АО ""Газпром газораспределение Тверь""";1;1;;;Тверь;1;1;;"site;phones;emails;люди из вашей живой базы"
8619017847;"ООО ""СПД""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2411028461;"АО ""КРАСАВИАПОРТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2723049957;"ООО ""РН-ВНП""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5010030050;"ОАО ""ДМЗ"" им. Н.П.Федорова""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7604012347;"АО ""Газпром газораспределение Ярославль""";1;1;;;;1;1;;"site;phones;emails;люди из вашей живой базы"
7714117720;"АО ""ГАЗПРОМНЕФТЬ-АЭРО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6320000561;"АО ""ТЕВИС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5948025679;"ООО ""ЮКМП""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1001000598;"АО ""КАРЕЛГАЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7740000100;"АО ""СГ-ТРАНС""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5904281731;"ООО ""ГЭК"" (ИНН 5904281731)";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7302040242;"АО ""ГНЦ НИИАР""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4024000014;"АО ""ЛТЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5906092190;"АО ""УНИИКМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6673100680;"АО ""УТЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
8603005902;"БУ ""НИЖНЕВАРТОВСКАЯ ОКРУЖНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7730017480;ГБКБ № 51 ДЗМ;1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
1435174678;"ГБУ РС (Я) ""Сахаагроплем""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6662022984;"ГБУЗ СО ""СОКПБ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6320005520;"ГБУЗ СО ""ТГКБ №5""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6950140737;"ЗАО ""Тверской экскаватор""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0277015293;"ОАО ""АК ВНЗМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3305004083;"ОАО ""ЗиД""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3128138181;"ОГБУЗ  ""Старооскольская окружная больница Святителя Луки Крымского""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3123315768;"ООО ""Белэнергомаш-БЗЭМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2434012309;"ООО АС ""ПРИИСК ДРАЖНЫЙ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7734241612;ФГБУ НКЦО ФМБА России;1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2334006580;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАНЕВСКАЯ ЦЕНТРА";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5920016280;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5200000021;МИНИСТЕРСТВО ФИНАНСОВ НИЖЕГОРОДСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4205422787;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКИЙ КЛИНИ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7805062443;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ФИЗИЧЕ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5050129513;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7105008715;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТУЛЬСКИЙ ОБЛАСТНОЙ КЛИНИЧЕ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2130174280;Муниципальное бюджетное учреждение «Управление транспортного и хозяйст;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5022556658;"МП ""РЭУ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7810235910;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5003021368;Государственное бюджетное общеобразовательное учреждение города Москвы;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7811119930;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КУЛЬТУРНЫЙ Ц";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5038117254;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ПОСЕЛЕНИЯ СОФРИНО ПУШКИНС;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7819013140;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2308146623;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""КУБАНЬБИОРЕСУ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7202100272;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТЮМЕНСКОЙ ОБЛАСТИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5260041054;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НИЖЕГОРОДСКОЙ ОБЛ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5044090804;Муниципальное бюджетное учреждение Солнечногорского муниципального рай;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7725093735;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7819013076;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО О;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7710660149;Государственное казенное учреждение города Москвы «Организатор перевоз;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5034082459;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7105008264;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 9 Г. ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9715414944;Государственное бюджетное учреждение города Москвы «Специальное предпр;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3255500260;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ ГОРОДА ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7303026811;Федеральный научно-производственный центр акционерное общество «Научно;1;;1;;Ульяновская;;1;;"site;phones;emails;люди из вашей живой базы"
5035028060;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ПАВЛОВСКИЙ ПОСАД ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7816101951;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7726050389;Государственное бюджетное учреждение здравоохранения города Москвы «Пс;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9701103096;Государственное бюджетное учреждение города Москвы «Центр социальной и;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7809008334;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5000001525;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСАВТОДОР""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7720673002;Акционерное общество «Научно - производственное предприятие «САЛЮТ»;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7819314556;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4218010999;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НОВОКУЗНЕЦКАЯ Г";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7817005305;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5904082630;Государственное казенное учреждение здравоохранения особого типа Пермс;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7709679191;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЛАНЕТАРИЙ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7751335645;Государственное бюджетное учреждение города Москвы «Автомобильные доро;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7704022941;Государственное бюджетное учреждение культуры и дополнительного образо;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5904101322;"Государственное бюджетное учреждение здравоохранения Пермского края ""Г";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7710040730;Государственное бюджетное учреждение культуры города Москвы «Государст;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5007042739;"МАУ СК ""ДМИТРОВ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5032057351;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8901002625;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АВАРИЙНО-СПАСАТЕЛЬНАЯ СЛУЖБА ЯМА";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5035036085;Муниципальное учреждение городского округа Павловский Посад Московской;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7716080994;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГО";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5031000842;"МУЗ ""НЦРБ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5005039635;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОСКРЕСЕНСКИЙ ШАХМАТНЫЙ КЛУБ""";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6025039152;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5020082280;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА КЛИН ""КЛИНСКАЯ АВ";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5036124023;"муниципальное общеобразовательное учреждение ""Средняя общеобразователь";1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5003009280;Государственное бюджетное учреждение города Москвы Дом социального обс;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7805241756;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕН;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6027038789;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7735128049;Государственное бюджетное профессиональное образовательное учреждение ;1;;1;;;;;;"site;phones;emails;люди из вашей живой базы"
