inn;predpriyatie;sreda;tip_mashiny;marki;tekst;chem_dokazano;ssylka;istochnik;pochemu
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;центробежная;;турбокомпрессора станционный № 8 до коллекторов кислородного дутья, регистрационный № 23.ПВС, установленного в АО «ЕВРАЗ ЗСМК», ПВС, эксплуатируемого на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», реги;заключение ЭПБ № 68-ТУ-11595-2022;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-11595-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;центробежная;;воздухопровод от турбокомпрессора станционный № 7 до коллекторов кислородного дутья, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», ;заключение ЭПБ № 68-ТУ-22188-2022;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-22188-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;тип не установлен;;кислородный компрессор КТК -12,5/35, заводской № 82007, станционный № 22,принадлежащий АО «ЕВРАЗ ЗСМК», Кислородное производство, отделение № 2 , эксплуатируемый на ОПО № А68-00341-0007, Участок станц;заключение ЭПБ № 68-ТУ-20672-2019;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-20672-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;центробежная;КТК-12,5/35;"кислородный турбокомпрессор КТК-12,5/35 ст. №13, инвентарный № 200000000536-00; кислородный турбокомпрессор КТК-12,5/35 ст. №14, инвентарный № 200000000535-00; кислородный турбокомпрессор КТК-12,5/35 ";заключение ЭПБ № 68-ТУ-13927-2024;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-13927-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;центробежная по серии;КТК-12,5/35,;кислородный компрессор КТК-12,5/35, заводской № 73010, станционный № 12, установленный в АО «ЕВРАЗ ЗСМК», кислородное производство, отделение № 1, эксплуатируемый на ОПО «Участок станции воздухораздел;заключение ЭПБ № 68-ТУ-00210-2024;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-00210-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;центробежная по серии;КТК-12,5/35,;кислородный компрессор КТК-12,5/35, заводской № 69013, станционный № 11, установленный в АО «ЕВРАЗ ЗСМК», кислородное производство, отделение № 1, эксплуатируемый на ОПО «Участок станции воздухораздел;заключение ЭПБ № 68-ТУ-00211-2024;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-00211-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;тип не установлен;;кислородный компрессор КТК -12,5/35, заводской № 85003, станционный № 23, принадлежащий АО «ЕВРАЗ ЗСМК», Кислородное производство, отделение № 2 , эксплуатируемый на ОПО № А68-00341-0007, Участок стан;заключение ЭПБ № 68-ТУ-24358-2019;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-24358-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;тип не установлен;;кислородный компрессор КТК -12,5/35, заводской № 69013, станционный № 11,принадлежащий АО «ЕВРАЗ ЗСМК», Кислородное производство, отделение № 1 , эксплуатируемый на ОПО № А68-00341-0007, Участок станц;заключение ЭПБ № 68-ТУ-18059-2019;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-18059-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;тип не установлен;;техническое устройство: кислородный компрессор КТК -12,5/35, заводской № 75017, станционный № 17, установленный на АО «ЕВРАЗ ЗСМК», кислородное производство, отделение № 2, эксплуатируемые на ОПО № А6;заключение ЭПБ № 68-ТУ-28314-2020;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-28314-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;объект — трубопровод или сооружение, машина лишь упомянута;;технические устройства трубопровода горячей воды от магистрального трубопровода (колонна К-356а) до главных корпусов №1 и №2 отделения №2 кислородного производства, принадлежащий Кислородное производс;заключение ЭПБ № 68-ТУ-20986-2021;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-20986-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;техническое устройство установка газоочистки за конвертером № 2, инв. № 151000000928-00, кислородно-конвертерного цеха № 1, сталеплавильное производство, АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ТУ-10670-2024;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10670-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;здание насосной станции №2 кислородного производства отделения № 2 (инв. №200000000022-00) АО «ЕВРАЗ ЗСМК».;заключение ЭПБ № 68-ЗС-68984-2023;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-68984-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;влагоотделители, регистрационные № 0318, №0321, №0324,№0327, №0330, №0336, №0339, принадлежащие АО «ЕВРАЗ ЗСМК», кислородное производство,отделение № 1, эксплуатируемые на ОПО № А68-00341-0007. Площад;заключение ЭПБ № 68-ТУ-12915-2018;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-12915-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;"техническое устройство: воздухопровод № 2 8 ата ø720 от ПВС до Кислородной станции №1, АО ""ЕВРАЗ ЗСМК""";заключение ЭПБ № 68-ТУ-23995-2019;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-23995-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;"техническое устройство: воздухопровод № 2 8 ата ø1220 от ПВС до Кислородной станции №1, АО ""ЕВРАЗ ЗСМК""";заключение ЭПБ № 68-ТУ-24008-2019;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-24008-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;центробежная по серии;КТК-12,5/35, | К-86 | К-275 | К-87;"трубопровод кислорода на обогащение доменного дутья после обкатки компрессора КТК-12,5/35, регистрационный № К-86, инвентарный № 200000000208-00; трубопровод кислорода среднего давления от главных кор";заключение ЭПБ № 68-ТУ-13929-2024;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-13929-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;КТК-12,5/35, | К-86;трубопровод кислорода на обогащение доменного дутья после обкатки ком-прессоров КТК-12,5/35, регистрационный № К-86, ОАО «ЕВРАЗ ЗСМК», кислородное производство, отделение № 2;заключение ЭПБ № 68-ТУ-09210-2015;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-09210-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;К-347;технические устройства трубопровода горячей воды от магистрального трубопровода (колонна К-347) до главных корпусов №1 и №2 отделения №2 кислородного производства, принадлежащий Кислородное производст;заключение ЭПБ № 68-ТУ-22142-2021;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-22142-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;здания и сооружения: здание редукционно-аккумуляторной станции (инв. № 152000000010-00) кислородно-конвертерного цеха № 2 АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ЗС-25913-2017;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-25913-2017;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;здания и сооружения: здание наполнительной станции аргона (инв. № 200000000021-00) кислородного производства отделения №2 АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ЗС-06500-2016;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-06500-2016;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;подогреватель или теплообменник, не машина;;техническое устройство: теплообменник, регистрационный № 21471, принадлежащее АО «ЕВРАЗ ЗСМК», кислородное производство, отделение № 2, эксплуатируемое на ОПО «Площадка станции воздухоразделительной»;заключение ЭПБ № 68-ТУ-29498-2017;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-29498-2017;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;техническое устройство: воздухопровод кислородной станции инв.№ 517778, принадлежащий АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ТУ-18420-2016;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-18420-2016;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;центробежная по серии;КТК-12,5/35,;"техническое устройство: трубопровод кислорода на обогащение доменного дутья после обкатки компрессоров КТК-12,5/35, АО ""ЕВРАЗ ЗСМК""";заключение ЭПБ № 68-ТУ-18076-2019;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-18076-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;строительных конструкций здания кислородно-распределительного пункта кислородной станции (инв. №513953) ЭЦ на опасном производственном объекте II класса опасности «Площадка газового цеха РП» (рег. № О;заключение ЭПБ № 68-ЗС-52881-2023;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-52881-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;техническое устройство: колонка разделительная, регистрационный № 21488, принадлежащая АО «ЕВРАЗ ЗСМК», кислородное производство, отделение №2, эксплуатируемая на ОПО № А68-00341-0007, Площадка воздух;заключение ЭПБ № 68-ТУ-06982-2018;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-06982-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;техническое устройство: колонка разделительная, регистрационный № 21493, принадлежащая АО «ЕВРАЗ ЗСМК», кислородное производство, отделение №2, эксплуатируемая на ОПО № А68-00341-0007, Площадка воздух;заключение ЭПБ № 68-ТУ-06984-2018;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-06984-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;техническое устройство: регулятор - промыватель газа, регистрационный № 21485, принадлежащий АО «ЕВРАЗ ЗСМК», кислородное производство, отделение №2, эксплуатируемый на ОПО № А68-00341-0007, Площадка ;заключение ЭПБ № 68-ТУ-06976-2018;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-06976-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;техническое устройство: регулятор - промыватель газа, регистрационный № 21484, принадлежащий АО «ЕВРАЗ ЗСМК», кислородное производство, отделение №2, эксплуатируемый на ОПО № А68-00341-0007, Площадка ;заключение ЭПБ № 68-ТУ-06978-2018;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-06978-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;строительных конструкций здания кислородно-распределительного пункта кислородной станции (инв. №513953) ЭЦ на опасном производственном объекте II класса опасности «Площадка газового цеха РП» (рег. № О;заключение ЭПБ № 68-ЗС-50161-2023;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-50161-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;здание редукционно-аккумуляторной станции (инв. №152000000010-00) кислородно-конвертерного цеха №2 АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ЗС-05059-2024;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-05059-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;на здание кислородной станции (инв. № 517450), энергетический цех АО «ЕВРАЗ ЗСМК», применяемое на опасном производственном объекте III класса опасности;заключение ЭПБ № 68-ЗС-03418-2016;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-03418-2016;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;техническое устройство: блок разделения воздуха типа КАр-30 станционный № 7, заводской № 8 ,эксплуатируемое в кислородном производстве, отделение № 2, «Площадка станции воздухоразделительной»;заключение ЭПБ № 68-ТУ-30849-2017;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-30849-2017;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;Кислородопровод рег. №92, инв. №№200000000135-00, 200000000136-00 от кислородной станции до блюминга - ось 64, кислородное производство отделение №1 АО «ЕВРАЗ ЗСМК».;заключение ЭПБ № 68-ТУ-18857-2019;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-18857-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;здания редукционно-аккумуляторной станции (инв. №152000000010-00) кислородно-конвертерного цеха №2 АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ЗС-23184-2021;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-23184-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не применимо;;сооружение эстакады энергетической «воздух на кислородную станцию» гл. корпуса ТЦ ПВС (инв. № 208977)» паровоздуходувной станции акционерного общества «ЕВРАЗ Объединенный Западно-Сибирский металлургич;заключение ЭПБ № 68-ЗС-26111-2024;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-26111-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;К-92;кислородопровод от кислородной станции до блюминга - ось 64 (К-92), инв.№№200000000135-00, 200000000136-00 кислородное производство, отделение №1 АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ТУ-71262-2023;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-71262-2023;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;"встроенное помещение циркуляционной насосной станции конвертера № 4 (инв. № 152000000008-00) кислородно-конвертерного цеха № 2 АО ""ЕВРАЗ ЗСМК""";заключение ЭПБ № 68-ЗС-29544-2018;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-29544-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;"встроенное помещение циркуляционной насосной станции конвертера № 5 (инв. № 152000000008-00) кислородно-конвертерного цеха № 2 АО ""ЕВРАЗ ЗСМК""";заключение ЭПБ № 68-ЗС-29547-2018;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-29547-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4218000951;"АО ""ЕВРАЗ ЗСМК""";газ или иная среда;не установлен;;Кислородопровод от кислородной станции№1 до блюминга – ось инв.№№ 200000000135-00, 200000000136-00 Кислородного производства АО «ЕВРАЗ ЗСМК»;заключение ЭПБ № 68-ТУ-17098-2015;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-17098-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4223036696;"ООО ""ОФ ""ПРОКОПЬЕВСКУГОЛЬ""";газ или иная среда;не применимо;;"подстанцию РУ-6, здание (склад) хранения кислородных баллонов, здание ж/д погрузочной станции (инв. №011), резервуар случайных переливов с насосной станцией (инв. №2030), ООО ""ОФ ""Прокопьевскуголь""";заключение ЭПБ № 68-ЗС-15721-2019;https://monitor-pb.ru/conclusion/68-%D0%97%D0%A1-15721-2019;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС""";газ или иная среда;не применимо;;документацию «Техническое перевооружение ОПО «Площадка воздухоразделительной установки РП» (рег. №А68-00341-0039: Организация резервной системы хранения и газификации жидкого кислорода на территории А;заключение ЭПБ № 11-ТУ-01834-2021;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-01834-2021;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС""";газ или иная среда;не установлен;;«Замена криогенных насосов (кислородного - Р03, азотного - Р05, аргонного - Р10) на воздухоразделительных установках», шифр документации: 438/24-0;заключение ЭПБ № 43-ТП-46960-2025;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-46960-2025;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4633001577;"АО ""МИХАЙЛОВСКИЙ ГОК ИМ. А.В. ВАРИЧЕВА""";газ или иная среда;не применимо;;здание – кислородная станция, инв. №0101259;заключение ЭПБ № 07-ЗС-11717-2020;https://monitor-pb.ru/conclusion/07-%D0%97%D0%A1-11717-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4633001577;"АО ""МИХАЙЛОВСКИЙ ГОК ИМ. А.В. ВАРИЧЕВА""";газ или иная среда;не установлен;;Кислородная станция инв. № 0101259;заключение ЭПБ № 07-ЗС-08800-2015;https://monitor-pb.ru/conclusion/07-%D0%97%D0%A1-08800-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4708007089;"ООО""КИНЕФ""";газ или иная среда;услуга или чужая техника, не наша машина;;Заключение экспертизы промышленной безопасности технических устройств, применяемых на опасном производственном объекте – цех тепловоздухоснабжения, коммуникации основных производственных цехов: насоса;заключение ЭПБ № 19-ТУ-19706-2022;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-19706-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4708007089;"ООО""КИНЕФ""";газ или иная среда;центробежная, вид по слову;СР-201А | СР-201В | СР-202А | СР-202В;технические устройства, применяемые на опасном производственном объекте – цех ректификации ароматических углеводородов: насосы СР-201А, СР-201В, СР-202А, СР-202В, СР-301А, СР-301В, СР-302А, СР-302В, С;заключение ЭПБ № 20-ТУ-15488-2020;https://monitor-pb.ru/conclusion/20-%D0%A2%D0%A3-15488-2020;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4708007089;"ООО""КИНЕФ""";газ или иная среда;не применимо;Х-2А | Х-2/1;"Технических устройств (сосудов и аппаратов) Х-2; Х-2А; Х-2/1; установки ""Азотно-кислородной станции"" цеха №14 ООО ""КИНЕФ""";заключение ЭПБ № 20-ТУ-04115-2018;https://monitor-pb.ru/conclusion/20-%D0%A2%D0%A3-04115-2018;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4708007089;"ООО""КИНЕФ""";газ или иная среда;не применимо;;здания азотно-кислородной станции, цех №14 ООО «КИНЕФ» по адресу: Ленинградская область, г. Кириши, шоссе Энтузиастов, д. 1;заключение ЭПБ № 20-ЗС-29696-2015;https://monitor-pb.ru/conclusion/20-%D0%97%D0%A1-29696-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4708007089;"ООО""КИНЕФ""";газ или иная среда;не применимо;;«Цех №46. Резервуарный парк светлых и ароматических углеводородов. Насосная станция 910-75. Привязка и подключение к системе охлаждения с выводом на РСУ показаний от бачка торцевого уплотнения СО-1 на;заключение ЭПБ № 20-ТП-19500-2015;https://monitor-pb.ru/conclusion/20-%D0%A2%D0%9F-19500-2015;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4714004270;"ФГУП ""ФЭО""";газ или иная среда;объект — трубопровод или сооружение, машина лишь упомянута;;сооружение: Трубопровод газообразного азота, ОПО «Площадка воздухоразделительной установки филиала «Экотехнопарк «Михайловский», рег. № Р01-00055-0038, I класс опасности;заключение ЭПБ № 39-ЗС-17925-2022;https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-17925-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4715030610;"ООО ""ПГЛЗ""";газ или иная среда;не применимо;;конденсатная установка, рег. №270, установленное на ОПО «Площадка установки получения кислорода путем разделения воздуха», рег. № А20-06905-0017 (IVкласс опасности) по адресу: Ленинградская область, Б;заключение ЭПБ № 19-ТУ-03165-2022;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03165-2022;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4823006703;"ПАО ""НЛМК""";газ или иная среда;центробежная;КТК-12,5/3,5;Центробежный кислородный компрессор КТК-12,5/3,5 ст. №6, инв. №77980, Кислородного цеха;заключение ЭПБ № 13-ТУ-22479-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-22479-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4823006703;"ПАО ""НЛМК""";газ или иная среда;центробежная;543ЦКК-400/40,;Центробежный компрессор 543ЦКК-400/40, инв. №90263, ст. №1, Кислородного цеха;заключение ЭПБ № 13-ТУ-11104-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-11104-2024;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4823006703;"ПАО ""НЛМК""";газ или иная среда;центробежная по серии;К-1500-62-1;Воздушный компрессор К-1500-62-1 инв.№58905 ст.№2 кислородная ст. №1;заключение ЭПБ № 13-ТУ-12835-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12835-2016;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4823006703;"ПАО ""НЛМК""";газ или иная среда;центробежная по серии;К-1500-62-2;Воздушный компрессор К-1500-62-2 инв.№87688 ст.№1 кислородный цех;заключение ЭПБ № 13-ТУ-00792-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-00792-2017;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4823006703;"ПАО ""НЛМК""";газ или иная среда;центробежная по серии;К-1500-62-1,;Воздушный компрессор К-1500-62-1, ст. № 1, инв. № 46557, площадка кислородной станции № 1 кислородного цеха;заключение ЭПБ № 13-ТУ-06907-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06907-2017;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
4823006703;"ПАО ""НЛМК""";газ или иная среда;центробежная по серии;К-1500-62-1,;Воздушный компрессор К-1500-62-1, инв. № 58906, ст. № 3, площадка кислородной станции № 1 кислородного цеха;заключение ЭПБ № 13-ТУ-04065-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-04065-2016;реестр заключений ЭПБ, monitor-pb.ru;наш же разбор пометил среду «газ или иная», а блок называется «Воздушные и неопределённые»
