inn;predpriyatie;ploshchadka;nomer_procedury;chto_nashli;predmet;ssylka;chto_delat
8904075460;ГАС;ЭТП ГПБ, поиск по словам;ГП901612;азотной компрессорной;Оказание услуг по аренде передвижной азотной компрессорной станции с осушителем воздуха (компрессор 10/251) на шасси УРАЛ, КАМАЗ;https://etpgpb.ru/procedure/tender/etp/198755-okazanie-uslug-po-arende-peredvizhnoy-azotnoy-kompressornoy-stantsii-s-osushitelem-vozduha-kompressor-10-251-na-shassi-ural-kamaz/;снять как доказательство воздушной машины
6453010110;«Газпром трансгаз Саратов»;ЭТП ГПБ, поиск по словам;31806640289;газовых компрессоров;"Поставка растворов моющих для газовых компрессоров для нужд ООО ""Газпром трансгаз Саратов"" в 2018 году (0037/18/4.3/0044279/ТГСаратов/ЗП/ГОС/Э/22.06.2018) 
ДЛЯ СУБЪЕКТОВ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА";https://etpgpb.ru/procedure/tender/gaz/115936-postavka-rastvorov-moyuschih-dlya-gazovyh-kompressorov-dlya-nuzhd-ooo-gazprom-transgaz-saratov-v-2018-godu-0037-18-4-3-0044279-tgsa;снять как доказательство воздушной машины
;;ЭТП ГПБ, поиск по словам;1803957;газовых компрессоров;"Закупка в области: Кольца резиновые уплотнительные; Комплектующие (запасные части) воздушных или газовых компрессоров, не имеющие самостоятельных группировок";https://etpgpb.ru/procedure/tender/gaz/244675-zakupka-v-oblasti-koltsa-rezinovye-uplotnitelnye-komplektuyuschie-zapasnye-chasti-vozdushnyh-ili-gazovyh-kompressorov-ne-imeyuschie;снять как доказательство воздушной машины
7727557887;"ООО ""ГПБ-ЭНЕРГОЭФФЕКТ""";ЭТП ГПБ, поиск по словам;ГП108700;газовых компрессоров;Право заключения договора на выполнение работ по замене сменных проточных частей центробежных газовых компрессоров в ООО «Газпром трансгаз Югорск»;https://etpgpb.ru/procedure/tender/etp/519773-pravo-zaklyucheniya-dogovora-na-vypolnenie-rabot-po-zamene-smennyh-protochnyh-chastey-tsentrobezhnyh-gazovyh-kompressorov-v-ooo-gaz;снять как доказательство воздушной машины
0266048970;"ООО ""Газпром нефтехим Салават""";ЭТП ГПБ, поиск по словам;ГПК211616;азотного компрессора;"1768/21.11.22/КО/Э Поставка запчастей для азотного компрессора для нужд ООО ""Газпром нефтехим Салават""";https://etpgpb.ru/procedure/tender/gaz/192754-1768-21-11-22-ko-e-postavka-zapchastey-dlya-azotnogo-kompressora-dlya-nuzhd-ooo-gazprom-neftehim-salavat/;снять как доказательство воздушной машины
;;ЭТП ГПБ, поиск по словам;1784924;газовых компрессоров;"Закупка в области: Комплектующие (запасные части) воздушных или газовых компрессоров, не имеющие самостоятельных группировок; Комплектующие (запасные части) насосов, не имеющие самостоятельных группировок";https://etpgpb.ru/procedure/tender/gaz/243846-zakupka-v-oblasti-komplektuyuschie-zapasnye-chasti-vozdushnyh-ili-gazovyh-kompressorov-ne-imeyuschie-samostoyatelnyh-gruppirovok-ko;снять как доказательство воздушной машины
;;ЭТП ГПБ, поиск по словам;1818610;газовых компрессоров;"Закупка в области: Комплектующие (запасные части) насосов, не имеющие самостоятельных группировок; Комплектующие (запасные части) воздушных или газовых компрессоров, не имеющие самостоятельных группировок";https://etpgpb.ru/procedure/tender/gaz/245152-zakupka-v-oblasti-komplektuyuschie-zapasnye-chasti-nasosov-ne-imeyuschie-samostoyatelnyh-gruppirovok-komplektuyuschie-zapasnye-chas;снять как доказательство воздушной машины
7017005296;Востокгазпром;ЭТП ГПБ, поиск по словам;32514489117;холодильников компрессоров;Выполнение работ по очистке наружной поверхности аппаратов воздушного охлаждения (АВО), промывке поверхностей теплообмена РВП котла, холодильников компрессоров воздуха КИП в 2025-2027 гг.;https://etpgpb.ru/procedure/tender/gaz/226583-vypolnenie-rabot-po-ochistke-naruzhnoy-poverhnosti-apparatov-vozdushnogo-ohlazhdeniya-avo-promyvke-poverhnostey-teploobmena-rvp-kot;снять как доказательство воздушной машины
7733667750;ГЭХ Закупки;ЭТП ГПБ, поиск по словам;32110678143;Холодильные компрессоры;"МИ №16117/МИ - Холодильные компрессоры и запасные части к ним для нужд филиала ПАО ""ОГК-2"" - Ставропольская ГРЭС (222P100425)";https://etpgpb.ru/procedure/tender/etp/540845-mi-16117-mi-holodilnye-kompressory-i-zapasnye-chasti-k-nim-dlya-nuzhd-filiala-pao-ogk-2-stavropolskaya-gres-222p100425/;снять как доказательство воздушной машины
5003063216;КРИОГАЗ СЕВЕРО-ЗАПАД;ЭТП ГПБ, поиск по словам;ГП058489;азотного компрессора;"Приобретение запасных частей для ремонта поршневого азотного компрессора 3ГП-12/35 с поставкой по адресу: Томский филиал ООО ""Криогенмаш-Газ"", 634067, г. Томск, Кузовлевский тракт, дом 2, стр. 384.";https://etpgpb.ru/procedure/tender/etp/405242-priobretenie-zapasnyh-chastey-dlya-remonta-porshnevogo-azotnogo-kompressora-3gp-12-35-s-postavkoy-po-adresu-tomskiy-filial-ooo-krio;снять как доказательство воздушной машины
0266048970;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ЭТП ГПБ, поиск по словам;ГП629515;холодильников компрессора;56316 от 15.05.2026 - Выполнение работ по текущему ремонту холодильников компрессора типа ВШ-3/40 ст. № 3 компрессорной установки ЗРУ-110 кВ №1 ООО «НСТЭЦ»;https://etpgpb.ru/procedure/tender/etp/1251654-56316-ot-15-05-2026-vypolnenie-rabot-po-tekuschemu-remontu-holodilnikov-kompressora-tipa-vsh-3-40-st-3-kompressornoy-ustanovki-zru;снять как доказательство воздушной машины
;;ЭТП ГПБ, поиск по словам;1798978;газовых компрессоров;"Закупка в области: Комплектующие (запасные части) воздушных или вакуумных насосов, не имеющие самостоятельных группировок; Комплектующие (запасные части) воздушных или газовых компрессоров, не имеющие самостоятельных гру";https://etpgpb.ru/procedure/tender/gaz/244447-zakupka-v-oblasti-komplektuyuschie-zapasnye-chasti-vozdushnyh-ili-vakuumnyh-nasosov-ne-imeyuschie-samostoyatelnyh-gruppirovok-kompl;снять как доказательство воздушной машины
7727557887;"ООО ""ГПБ-ЭНЕРГОЭФФЕКТ""";ЭТП ГПБ, поиск по словам;ГП412911;газовых компрессоров;Право заключения договора на выполнение работ по ремонту сменных проточных частей центробежных газовых компрессоров в ООО «Газпром трансгаз Югорск»;https://etpgpb.ru/procedure/tender/etp/1049007-pravo-zaklyucheniya-dogovora-na-vypolnenie-rabot-po-remontu-smennyh-protochnyh-chastey-tsentrobezhnyh-gazovyh-kompressorov-v-ooo-g;снять как доказательство воздушной машины
8622000931;ООО «Газпром трансгаз Югорск»;ЭТП ГПБ, поиск по словам;31401281946-1-1;газового компрессора;"2099/ТГЮгорск/14_2.1_2926/26.06.14/З Разработка трехмерной модели СПЧ для газового компрессора типа НЦ-16-76 на степень повышения давления 1,36 с ""пространственным"" рабочим колесом для нужд ООО ""Газпром трансгаз Югорск""";https://etpgpb.ru/procedure/tender/gaz/19652-2099-tgyugorsk-14-2-1-2926-26-06-14-z-razrabotka-trehmernoy-modeli-spch-dlya-gazovogo-kompressora-tipa-nts-16-76-na-povysheniya-davl;снять как доказательство воздушной машины
8622000931;ООО «Газпром трансгаз Югорск»;ЭТП ГПБ, поиск по словам;31401281946;газового компрессора;"2099/ТГЮгорск/14_2.1_2926/26.06.14/З Разработка трехмерной модели СПЧ для газового компрессора типа НЦ-16-76 на степень повышения давления 1,36 с ""пространственным"" рабочим колесом для нужд ООО ""Газпром трансгаз Югорск""";https://etpgpb.ru/procedure/tender/gaz/17331-2099-tgyugorsk-14-2-1-2926-26-06-14-z-razrabotka-trehmernoy-modeli-spch-dlya-gazovogo-kompressora-tipa-nts-16-76-na-povysheniya-davl;снять как доказательство воздушной машины
7727557887;"ООО ""ГПБ-ЭНЕРГОЭФФЕКТ""";ЭТП ГПБ, поиск по словам;ГП630635;газовых компрессоров;Открытый запрос предложений на право заключения Договора на выполнение работ по замене сменных проточных частей центробежных газовых компрессоров на объектах ООО «Газпром трансгаз Чайковский»;https://etpgpb.ru/procedure/tender/etp/1263249-otkrytyy-zapros-predlozheniy-na-pravo-zaklyucheniya-dogovora-na-vypolnenie-rabot-po-zamene-smennyh-protochnyh-chastey-tsentrobezhn;снять как доказательство воздушной машины
7719091049;"ПАО ""Подзембургаз""";ЭТП ГПБ, поиск по словам;ГП250017;азотными  компрессорами;"ЗП-158-2022 Оказание  услуг  передвижными  азотными  компрессорами СДА-10/251 или аналогом на  Щелковском ПХГ, Касимовском ПХГ, Песчано-Уметском ПХГ, Степновском ПХГ для ПАО ""Подзембургаз""  в 2022 году.";https://etpgpb.ru/procedure/tender/etp/605262-zp-158-2022-okazanie-uslug-peredvizhnymi-azotnymi-kompressorami-sda-10-251-ili-analogom-na-schelkovskom-phg-kasimovskom-phg-peschan;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32110842342;газового компрессора;"Выполнение НИОКР по теме ""Создание быстроходного центробежного газового компрессора с осевым входом природного газа"" для нужд ООО «Газпром трансгаз Югорск» 0079182";https://etpgpb.ru/procedure/tender/gaz/174508-vypolnenie-niokr-po-teme-sozdanie-bystrohodnogo-tsentrobezhnogo-gazovogo-kompressora-s-osevym-vhodom-prirodnogo-gaza-dlya-nuzhd-ooo;снять как доказательство воздушной машины
2635258905;"АО ""ВОЗРОЖДЕНИЕ""";ЭТП ГПБ, поиск по словам;954776;газовых компрессоров;Комплектующие (запасные части) воздушных или газовых компрессоров;https://etpgpb.ru/procedure/tender/price_request/954776-komplektuyuschie-zapasnye-chasti-vozdushnyh-ili-gazovyh-kompressorov/;снять как доказательство воздушной машины
3017025584;"ООО ""ГАЗПРОМ СЕТЬ АГЗС""";ЭТП ГПБ, поиск по словам;ГП117508;газового компрессора;ПОСТАВКА запасных частей для газового компрессора (Астрахань);https://etpgpb.ru/procedure/tender/etp/484841-postavka-zapasnyh-chastey-dlya-gazovogo-kompressora-astrahan/;снять как доказательство воздушной машины
5003063216;КРИОГАЗ СЕВЕРО-ЗАПАД;ЭТП ГПБ, поиск по словам;ГП019300;азотного компрессора;Выполнение капитального ремонта азотного компрессора 3ГП 12/35 заводской № 334 (изготовлен Краснодарским компрессорным заводом, 1983 год) с использованием материалов заказчика, расположенный по адресу: Томский филиал ООО;https://etpgpb.ru/procedure/tender/etp/368427-vypolnenie-kapitalnogo-remonta-azotnogo-kompressora-3gp-12-35-zavodskoy-334-izgotovlen-krasnodarskim-kompressornym-zavodom-1983-god;снять как доказательство воздушной машины
5004030100;"ООО ""ЕМВ ФИЛЬТРТЕХНИК РУС""";ЭТП ГПБ, поиск по словам;433293;Газовый компрессор;ВКЛАДЫШ 520.015/3-1211/2 2400022127 Запчасть к оборудованию: Газовый компрессор HS2KNT-25-390-4,5-20,5 Borsig ZM ;https://etpgpb.ru/procedure/tender/price_request/433293-vkladysh-520-015-3-1211-2-2400022127-zapchast-k-oborudovaniyu-gazovyy-kompressor-hs2knt-25-390-45-205-borsig-zm/;снять как доказательство воздушной машины
3329013633;МИНИСТЕРСТВО ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ВЛАДИМИРСКОЙ ОБЛАСТИ;ЭТП ГПБ, поиск по словам;0128200000125009092;гелиевого компрессора;Оказание услуг по техническому обслуживанию томографа магнитно-резонансного SIGNA Voyager (с/н SV15T2100092TJ, ID: RU7258MR01) с рабочей станцией AW (ID: RU7258AW01) с заменой адсорбера гелиевого компрессора, используемы;https://etpgpb.ru;снять как доказательство воздушной машины
5904006044;ПАО Протон-ПМ;ЭТП ГПБ, поиск по словам;32009295858;газовой компрессорной;Выполнение работ по ремонту и ТО-8000 в газовой компрессорной установке EGSI-S-200/1600WA ;https://etpgpb.ru/procedure/tender/etp/366988-vypolnenie-rabot-po-remontu-i-to-8000-v-gazovoy-kompressornoy-ustanovke-egsi-s-200-1600wa/;снять как доказательство воздушной машины
8911015609;АО НОВАТЭК-ПУР;ЭТП ГПБ, поиск по словам;ГП819578;азотной компрессорной;Выполнение работ с применением азотной компрессорной установки на скважинах Берегового НГКМ;https://etpgpb.ru/procedure/tender/etp/166999-vypolnenie-rabot-s-primeneniem-azotnoy-kompressornoy-ustanovki-na-skvazhinah-beregovogo-ngkm/;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32110724632;азотной компрессорной;"Поставка азотной компрессорной установки с дизельным двигателем для нужд ООО ""Газпром добыча Краснодар"" (для субъектов малого и среднего предпринимательства) (БАА 76563)";https://etpgpb.ru/procedure/tender/gaz/172052-postavka-azotnoy-kompressornoy-ustanovki-s-dizelnym-dvigatelem-dlya-nuzhd-ooo-gazprom-dobycha-krasnodar-dlya-subektov-malogo-i-sred;снять как доказательство воздушной машины
8911020768;"ООО ""НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ""";ЭТП ГПБ, поиск по словам;ГП452918;азотной компрессорной;Оказание услуг передвижной азотной компрессорной станцией;https://etpgpb.ru/procedure/tender/etp/946545-okazanie-uslug-peredvizhnoy-azotnoy-kompressornoy-stantsiey/;снять как доказательство воздушной машины
8903021599;"ООО ""НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ""";ЭТП ГПБ, поиск по словам;ГП836553;азотной компрессорной;Поставка мобильной азотной компрессорной станции мембранного типа;https://etpgpb.ru/procedure/tender/etp/196603-postavka-mobilnoy-azotnoy-kompressornoy-stantsii-membrannogo-tipa/;снять как доказательство воздушной машины
8904051130;Газпром подземремонт Уренгой;ЭТП ГПБ, поиск по словам;32009104567;азотной компрессорной;Поставка азотной компрессорной станции для нужд ООО «Газпром подземремонт Уренгой»;https://etpgpb.ru/procedure/tender/etp/345509-postavka-azotnoy-kompressornoy-stantsii-dlya-nuzhd-ooo-gazprom-podzemremont-urengoy/;снять как доказательство воздушной машины
8904075460;ГАС;ЭТП ГПБ, поиск по словам;ГП901781;азотной компрессорной;Оказание услуг по аренде передвижной азотной компрессорной станиции 18/251 на Чаядинском НГКМ;https://etpgpb.ru/procedure/tender/etp/199054-okazanie-uslug-po-arende-peredvizhnoy-azotnoy-kompressornoy-stanitsii-18-251-na-chayadinskom-ngkm/;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32009507340;азотной компрессорной;"Поставка мобильной азотной компрессорной установки мембранного типа для нужд ООО ""Газпром подземремонт Уренгой"" (АСЗ 62325)";https://etpgpb.ru/procedure/tender/gaz/157197-postavka-mobilnoy-azotnoy-kompressornoy-ustanovki-membrannogo-tipa-dlya-nuzhd-ooo-gazprom-podzemremont-urengoy-asz-62325/;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32110070739;азотной компрессорной;"Поставка станции азотной компрессорной для нужд ООО ""Газпром комплектация"" (для субъектов малого и среднего предпринимательства) (БАА 15445)";https://etpgpb.ru/procedure/tender/gaz/163760-postavka-stantsii-azotnoy-kompressornoy-dlya-nuzhd-ooo-gazprom-komplektatsiya-dlya-subektov-malogo-i-srednego-predprinimatelstva-ba;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32009778803;азотной компрессорной;"Аренда имущества (азотной компрессорной станции) для нужд ООО ""Газпром подземремонт Уренгой"" (для субъектов малого и среднего предпринимательства) 20/2.1/0081401/ПРУренгой";https://etpgpb.ru/procedure/tender/gaz/160899-arenda-imuschestva-azotnoy-kompressornoy-stantsii-dlya-nuzhd-ooo-gazprom-podzemremont-urengoy-dlya-subektov-malogo-i-srednego-predp;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32110208168;азотной компрессорной;"Поставка станции азотной компрессорной для нужд  ООО ""Газпром комплектация"" (для субъектов малого и среднего предпринимательства) (АCЗ 27873)";https://etpgpb.ru/procedure/tender/gaz/165143-postavka-stantsii-azotnoy-kompressornoy-dlya-nuzhd-ooo-gazprom-komplektatsiya-dlya-subektov-malogo-i-srednego-predprinimatelstva-ac;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32110217939;азотной компрессорной;"Поставка станции азотной компрессорной блочно-модульной для нужд ООО ""Газпром комплектация""  (для субъектов малого и среднего предпринимательства) (ФАВ 27875)";https://etpgpb.ru/procedure/tender/gaz/165261-postavka-stantsii-azotnoy-kompressornoy-blochno-modulnoy-dlya-nuzhd-ooo-gazprom-komplektatsiya-dlya-subektov-malogo-i-srednego-pred;снять как доказательство воздушной машины
8904075460;ГАС;ЭТП ГПБ, поиск по словам;ГП925091;азотной компрессорной;"Оказание услуг по аренде передвижной азотной компрессорной 
станции на Чаяндинском НГКМ (производительность по азоту не менее 10 м3/мин)";https://etpgpb.ru/procedure/tender/etp/201267-okazanie-uslug-po-arende-peredvizhnoy-azotnoy-kompressornoy-stantsii-na-chayandinskom-ngkm-proizvoditelnost-po-azotu-ne-menee-10-m3;снять как доказательство воздушной машины
7733667750;ГЭХ Закупки;ЭТП ГПБ, поиск по словам;32515451399;газовых компрессорных;КО №3130/КО - Капитальный ремонт газовых компрессорных установок ст. №№№1,2,3 на электростанции № 1 Центральной ТЭЦ (D26P100082);https://etpgpb.ru/procedure/tender/etp/1192723-ko-3130-ko-kapitalnyy-remont-gazovyh-kompressornyh-ustanovok-st-12-3-na-elektrostantsii-1-tsentralnoy-tets-d26p100082/;снять как доказательство воздушной машины
7736050003;ПАО ГАЗПРОМ;ЭТП ГПБ, поиск по словам;32312464212;азотных компрессорных;"33102_Поставка азотных компрессорных установок мембранного типа на шасси с дизельным двигателем для нужд ООО ""Газпром подземремонт Уренгой""";https://etpgpb.ru/procedure/tender/gaz/201751-33102-postavka-azotnyh-kompressornyh-ustanovok-membrannogo-tipa-na-shassi-s-dizelnym-dvigatelem-dlya-nuzhd-ooo-gazprom-podzemremont;снять как доказательство воздушной машины
7733667750;ГЭХ Закупки;ЭТП ГПБ, поиск по словам;32515453088;газовых компрессорных;КО №3129/КО - Техническое обслуживание и ремонт газовых компрессорных установок ст. №№№1,2,3 на электростанции № 1 Центральной ТЭЦ (D26P100081);https://etpgpb.ru/procedure/tender/etp/1192896-ko-3129-ko-tehnicheskoe-obsluzhivanie-i-remont-gazovyh-kompressornyh-ustanovok-st-12-3-na-elektrostantsii-1-tsentralnoy-tets-d26p1;снять как доказательство воздушной машины
8912002715;"АО ""Тернефтегаз""";ЭТП ГПБ, поиск по словам;ГП252307;Азотной компрессорной;Выполнение работ по техническому обслуживанию Азотной компрессорной станции;https://etpgpb.ru/procedure/tender/etp/627369-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-azotnoy-kompressornoy-stantsii/;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32009083346;азотной компрессорной;"Поставка азотной компрессорной станции для нужд ООО ""Газпром переработка"" (для субъектов малого и среднего предпринимательства) (ФАВ 23547)";https://etpgpb.ru/procedure/tender/gaz/151808-postavka-azotnoy-kompressornoy-stantsii-dlya-nuzhd-ooo-gazprom-pererabotka-dlya-subektov-malogo-i-srednego-predprinimatelstva-fav-2;снять как доказательство воздушной машины
7017005296;Востокгазпром;ЭТП ГПБ, поиск по словам;31401714344;азотной компрессорной;Право заключения договора поставки Самоходной азотной компрессорной станции ТГА-10/251 С95 на шасси КАМАЗ 63501 для нужд ОАО «Томскгазпром»;https://etpgpb.ru/procedure/tender/gaz/24866-pravo-zaklyucheniya-dogovora-postavki-samohodnoy-azotnoy-kompressornoy-stantsii-tga-10-251-s95-na-shassi-kamaz-63501-dlya-nuzhd-oao-;снять как доказательство воздушной машины
5003000696;АО ГСП ОРГЭНЕРГОГАЗ;ЭТП ГПБ, поиск по словам;ГП255456;азотных компрессорных;"Оказание услуг по аренде азотных компрессорных станций  для проведения работ на магистральном газопроводе для нужд АО ""Оргэнергогаз"" в 2022 году.";https://etpgpb.ru/procedure/tender/etp/662553-okazanie-uslug-po-arende-azotnyh-kompressornyh-stantsiy-dlya-provedeniya-rabot-na-magistralnom-gazoprovode-dlya-nuzhd-ao-orgenergog;снять как доказательство воздушной машины
2460040655;АО Газпром закупки;ЭТП ГПБ, поиск по словам;32009612279;азотной компрессорной;"Аренда имущества (азотной компрессорной станции) при выполнении работ на Ковыктинском ГКМ для нужд ООО ""Газпром подземремонт Уренгой"" (для субъектов малого и среднего предпринимательства)(67942)";https://etpgpb.ru/procedure/tender/gaz/158774-arenda-imuschestva-azotnoy-kompressornoy-stantsii-pri-vypolnenii-rabot-na-kovyktinskom-gkm-dlya-nuzhd-ooo-gazprom-podzemremont-uren;снять как доказательство воздушной машины
;;ЭТП ГПБ, поиск по словам;КП000004675;азотная компрессорная;Оказание услуг специальной техники (самоходная азотная компрессорная станция) ;https://etpgpb.ru/procedure/tender/commerce/4708-okazanie-uslug-spetsialnoy-tehniki-samohodnaya-azotnaya-kompressornaya-stantsiya/;снять как доказательство воздушной машины
5050073540;ООО Газпром центрремонт;ЭТП ГПБ, поиск по словам;31604173981;азотной компрессорной;Поставка  мобильной азотной компрессорной станции мембранного типа на автомобильном шасси для нужд ООО «Газпром подземремонт Уренгой» (№ 0056/16/2.2/0065143/ПРУренгой/ЗП/ГОС/Э/05.10.2016).;https://etpgpb.ru/procedure/tender/gaz/73053-postavka-mobilnoy-azotnoy-kompressornoy-stantsii-membrannogo-tipa-na-avtomobilnom-shassi-dlya-nuzhd-ooo-gazprom-podzemremont-urengoy;снять как доказательство воздушной машины
5050073540;ООО Газпром центрремонт;ЭТП ГПБ, поиск по словам;31806293227;азотной компрессорной;"Поставка передвижной азотной компрессорной установки АКС-15/150-98 для нужд ООО «Газпром переработка»
(0056/ 18/2.2/0018194/ГПереработка/ЗП/ГОС/Э/27.03.2018)";https://etpgpb.ru/procedure/tender/gaz/109518-postavka-peredvizhnoy-azotnoy-kompressornoy-ustanovki-aks-15-150-98-dlya-nuzhd-ooo-gazprom-pererabotka-0056-18-2-2-0018194-gpererab;снять как доказательство воздушной машины
;ГПБ КОМПЛЕКТ (АО);ЭТП ГПБ, поиск по словам;ГП617677;кислородных компрессорных;"Проведение независимой технической экспертизы кислородных компрессорных установок 
2ГМ2,5-6,67/7С для установки по производству редких газов ККС-0,4, г. Норильск";https://etpgpb.ru/procedure/tender/etp/1247927-provedenie-nezavisimoy-tehnicheskoy-ekspertizy-kislorodnyh-kompressornyh-ustanovok-2gm25-667-7s-dlya-ustanovki-po-proizvodstvu-red;снять как доказательство воздушной машины
7733667750;ГЭХ Закупки;ЭТП ГПБ, поиск по словам;32413628624;азотной компрессорной;"КО №19359/КО (224P200485) - Ремонт азотной компрессорной станции- блок-контейнера для нужд филиала ПАО ""ОГК-2"" - Сургутская ГРЭС-1";https://etpgpb.ru/procedure/tender/etp/958026-ko-19359-ko-224p200485-remont-azotnoy-kompressornoy-stantsii-blok-konteynera-dlya-nuzhd-filiala-pao-ogk-2-surgutskaya-gres-1/;снять как доказательство воздушной машины
7733667750;ООО ГЭХ Закупки;ЭТП ГПБ, поиск по словам;32414139731;азотной компрессорной;"КО №19757/КО (224P200485) - Ремонт азотной компрессорной станции блок-контейнера для нужд филиала ПАО ""ОГК-2"" - Сургутская ГРЭС-1";https://etpgpb.ru/procedure/tender/etp/1029250-ko-19757-ko-224p200485-remont-azotnoy-kompressornoy-stantsii-blok-konteynera-dlya-nuzhd-filiala-pao-ogk-2-surgutskaya-gres-1/;снять как доказательство воздушной машины
8911020768;"ООО ""НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ""";ЭТП ГПБ, поиск по словам;ГП123909;азотной компрессорной;Оказание транспортных услуг передвижной азотной компрессорной станцией по разовым заявкам;https://etpgpb.ru/procedure/tender/etp/562319-okazanie-transportnyh-uslug-peredvizhnoy-azotnoy-kompressornoy-stantsiey-po-razovym-zayavkam/;снять как доказательство воздушной машины
7733667750;ГЭХ Закупки;ЭТП ГПБ, поиск по словам;32211675484;газовых компрессорных;КО №7/КО - Техническое обслуживание и ремонт газовых компрессорных установок ст.№№1, 2, 3 на электростанции №1 (D23P100091);https://etpgpb.ru/procedure/tender/etp/677152-ko-7-ko-tehnicheskoe-obsluzhivanie-i-remont-gazovyh-kompressornyh-ustanovok-st-1-2-3-na-elektrostantsii-1-d23p100091/;снять как доказательство воздушной машины
5050073540;ООО Газпром центрремонт;ЭТП ГПБ, поиск по словам;31806774300;азотной компрессорной;Поставка станции азотной компрессорной ТГА-10/251 С95 на шасси КамАЗ 63501 для нужд ООО «Газпром подземремонт Уренгой» (№ 0056/18/4.3/0031304/ПРУренгой /ЗП/ГОС/Э/31.07.2018). Закупка осуществляется только у субъектов мал;https://etpgpb.ru/procedure/tender/gaz/118789-postavka-stantsii-azotnoy-kompressornoy-tga-10-251-s95-na-shassi-kamaz-63501-dlya-nuzhd-ooo-gazprom-podzemremont-urengoy-0056-18-4-;снять как доказательство воздушной машины
5050073540;ООО Газпром центрремонт;ЭТП ГПБ, поиск по словам;31401503430;азотной компрессорной;Выполнение работ по техническому обслуживанию (ТО-2) азотной компрессорной станции ТГА-20/251 филиала ООО «Газпром добыча Уренгой» УТТиСТ в 2014 году (132/ДУренгой/14_5.3_0257/10.09.14/ЗЭ);https://etpgpb.ru/procedure/tender/gaz/20801-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-to-2-azotnoy-kompressornoy-stantsii-tga-20-251-filiala-ooo-gazprom-dobycha-urengoy-;снять как доказательство воздушной машины
5050073540;ООО Газпром центрремонт;ЭТП ГПБ, поиск по словам;31401503430-1-1;азотной компрессорной;Выполнение работ по техническому обслуживанию (ТО-2) азотной компрессорной станции ТГА-20/251 филиала ООО «Газпром добыча Уренгой» УТТиСТ в 2014 году (132/ДУренгой/14_5.3_0257/10.09.14/ЗЭ);https://etpgpb.ru/procedure/tender/gaz/22030-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-to-2-azotnoy-kompressornoy-stantsii-tga-20-251-filiala-ooo-gazprom-dobycha-urengoy-;снять как доказательство воздушной машины
;;ЭТП ГПБ, поиск по словам;КП000001815;азотная компрессорная;Поставка «Мобильная винтовая азотная компрессорная станция ТГА-25/2О С98» для нужд ОАО «Ямал СПГ» ;https://etpgpb.ru/procedure/tender/commerce/1871-postavka-mobilnaya-vintovaya-azotnaya-kompressornaya-stantsiya-tga-25-2o-s98-dlya-nuzhd-oao-yamal-spg/;снять как доказательство воздушной машины
5003028028;«Газпром трансгаз Москва»;ЭТП ГПБ, поиск по словам;806342;азотная компрессорная;Работы по техническому обслуживанию объекта Мобильная азотная компрессорная станция «СЗАП-9908» (инв. № 0017651);https://etpgpb.ru/procedure/tender/price_request/806342-raboty-po-tehnicheskomu-obsluzhivaniyu-obekta-mobilnaya-azotnaya-kompressornaya-stantsiya-szap-9908-inv-0017651/;снять как доказательство воздушной машины
;;ЭТП ГПБ, поиск по словам;КП000005465;азотная компрессорная;Поставка «Мобильная винтовая азотная компрессорная станция (Давление азота, 100 кгс/см2)» для нужд ОАО «Ямал СПГ» ;https://etpgpb.ru/procedure/tender/commerce/5464-postavka-mobilnaya-vintovaya-azotnaya-kompressornaya-stantsiya-davlenie-azota-100-kgs-sm2-dlya-nuzhd-oao-yamal-spg/;снять как доказательство воздушной машины
