inn;marka_zapisana;pochemu_eto_poziciya;tekst;chem_dokazano;ssylka;istochnik
0268008010;RH-12;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-12, зав. № 17-04, рег. № 08531 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-945006-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-945006-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-16;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-16 зав. № 21-04, рег. № 08535 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-945042-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-945042-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Е-516;в цитате эта строка стоит после «поз.»/«техн. №»;Теплообменник поз. Е-516, зав. № 85-4058, рег. № 09173, АО «Башкирская содовая компания», цех № 4, ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-944995-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-944995-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Е-1404;в цитате эта строка стоит после «поз.»/«техн. №»;Уравнительная емкость поз. Е-1404, зав. № 09G060460526, рег. № 08977 АО «Башкирская содовая компания», цех № 11 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-944817-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-944817-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-13;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-13, зав. № 18-04, рег. № 08532 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-945017-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-945017-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-11;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-11, зав. № 16-04, рег. № 08530 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-945009-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-945009-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-15;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-15, зав. № 20-04, рег. № 08534 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-945015-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-945015-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Ф-201/8;в цитате эта строка стоит после «поз.»/«техн. №»;Фильтр поз. Ф-201/8,зав. № 97117-8, рег. № 0664х АО «Башкирская содовая компания», цех №11 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег. № А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-725404-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-725404-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;К-102;в цитате эта строка стоит после «поз.»/«техн. №»;Колонна отмывки поз. К-102, зав. № 1453, рег. № 09108 АО «Башкирская содовая компания», цех №1 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег. № А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-870398-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-870398-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Е-401;в цитате эта строка стоит после «поз.»/«техн. №»;Сборник поз. Е-401, зав. № 3013А-148, рег. № 08046 АО «Башкирская содовая компания», цех №7 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег. № А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-873382-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-873382-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-13;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-13, зав. № 18-04, рег. № 08532 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-898895-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-898895-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-14;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-14, зав. № 19-04, рег. № 08533 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-898921-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-898921-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Р-101;в цитате эта строка стоит после «поз.»/«техн. №»;Реактор гидрирования, поз. Р-101, зав. № 54962№1, рег. № 0554х АО «Башкирская содовая компания», цех №29 ОПО «Площадка производства №1 АО «Башкирская содовая компания», рег. № А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-746341-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-746341-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-12;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-12, зав. № 17-04, рег. № 08531 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-898887-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-898887-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;RH-15;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. RH-15, зав. № 20-04, рег. № 08534 АО «Башкирская содовая компания», цех № 8 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-898985-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-898985-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Е-1404;в цитате эта строка стоит после «поз.»/«техн. №»;Уравнительная емкость поз. Е-1404, зав. № 09G060460526, рег. № 08977 АО «Башкирская содовая компания», цех № 11 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-899338-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-899338-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Т-114;в цитате эта строка стоит после «поз.»/«техн. №»;Теплообменник поз. Т-114, зав. № 5296А-1, рег. № 07370 АО «Башкирская содовая компания», цех №29 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег. № А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-944882-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-944882-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;ТВ-23/1;в цитате эта строка стоит после «поз.»/«техн. №»;Турбокомпрессор воздушный поз.ТВ-23/1;план 2240786782 позиция 1226, сумма 1 857 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0654f6bf-85f7-4ce8-a5f4-a8dbc0bc81e2_213f13e1-a4ed-4bf4-8b85-09ba02cba791&inf;план закупки 223-ФЗ, ЕИС
0274051582;В-1006;в цитате эта строка стоит после «поз.»/«техн. №»;«Сепаратор» поз. В-1006, зав. №2398, рег.№ 2392-Н, отд.1000 комплекса Гидрокрекинг, Газокаталитическое производство;заключение ЭПБ № 41-ТУ-05617-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05617-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Е-1002;в цитате эта строка стоит после «поз.»/«техн. №»;«Холодильник» поз. Е-1002, зав. №2358, рег.№ 2391-Н, Газокаталитическое производство, комплекс Гидрокрекинг, отд. 1000;заключение ЭПБ № 41-ТУ-24774-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24774-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;В-1005;в цитате эта строка стоит после «поз.»/«техн. №»;«Сепаратор» поз. В-1005, зав. №2411, рег.№ 2398-Н, Газокаталитическое производство, комплекс Гидрокрекинг, отд. 1000;заключение ЭПБ № 41-ТУ-29069-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-29069-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;В-1004;в цитате эта строка стоит после «поз.»/«техн. №»;«Сепаратор» поз. В-1004, зав. №2323, рег.№ 2393-Н, Газокаталитическое производство, комплекс «Гидрокрекинг», отд. 1000;заключение ЭПБ № 41-ТУ-53559-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-53559-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;В-1002;в цитате эта строка стоит после «поз.»/«техн. №»;«Сепаратор» поз. В-1002, зав. № 5626, рег.№ 2394-Н, комплекс Гидрокрекинг, отд.1000, Газокаталитическое производство;заключение ЭПБ № 41-ТУ-59710-2019;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-59710-2019;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Е-1002;в цитате эта строка стоит после «поз.»/«техн. №»;Подогреватель поз. Е-1002, зав.№2358, рег.№2391-Н Газокаталитическое производство, отделение 1000 комплекса «Гидрокрекинг»;заключение ЭПБ № 41-ТУ-13163-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-13163-2015;реестр заключений ЭПБ, monitor-pb.ru
0274051582;В-1002;в цитате эта строка стоит после «поз.»/«техн. №»;Сепаратор поз. В-1002, зав.№5626, рег.№2394-Н Газокаталитическое производство, отделение 1000 комплекса «Гидрокрекинг»;заключение ЭПБ № 41-ТУ-13187-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-13187-2015;реестр заключений ЭПБ, monitor-pb.ru
0274051582;R-202;в цитате эта строка стоит после «поз.»/«техн. №»;Реактор поз. R-202 зав.№24983,рег №3400-Н Газокаталитическое производство, установка 35-11/1000;заключение ЭПБ № 41-ТУ-60062-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-60062-2015;реестр заключений ЭПБ, monitor-pb.ru
0274051582;R-204;в цитате эта строка стоит после «поз.»/«техн. №»;Реактор поз. R-204 зав.№24932,рег №3402-Н Газокаталитическое производство, установка 35-11/1000;заключение ЭПБ № 41-ТУ-60069-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-60069-2015;реестр заключений ЭПБ, monitor-pb.ru
0274051582;R-302;в цитате эта строка стоит после «поз.»/«техн. №»;Реактор поз.R-302 зав.№78, рег.№3405-Н Газокаталитическое производство, установка 35-11/1000;заключение ЭПБ № 41-ТУ-60237-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-60237-2015;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Н-11;в цитате эта строка стоит после «поз.»/«техн. №»;Центробежный насос марки НК 200/120-210,поз.Н-11,зав.№24785 Топливное производство Установка ТК-3;заключение ЭПБ № 41-ТУ-32550-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-32550-2015;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Н-11;в цитате эта строка стоит после «поз.»/«техн. №»;центробежный насос НК 200/120-210, поз. № Н-11, зав № 24785, инв.№ 10017148, расположенный на объекте ТК-3, филиала ПАО АНК «Башнефть» «Башнефть-Новойл», применяемый на опасном производственном объекте «Площадка топливно;заключение ЭПБ № 41-ТУ-46133-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46133-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Н-101;в цитате эта строка стоит после «поз.»/«техн. №»;Центробежный насос марки АХПЕ 65-50-160-13К1-55-У2, техн. № Н-101, зав. № 3300, Филиал ПАО АНК «Башнефть» «Башнефть-Новойл», Газокаталитическое производство, комбинированная установка Мерокс;заключение ЭПБ № 41-ТУ-24348-2019;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24348-2019;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Е-304;в цитате эта строка стоит после «поз.»/«техн. №»;"""Рефлюксная емкость поз. Е-304, зав. № 45905, рег. № 3500-Н""";заключение ЭПБ № 46-ТУ-61424-2020;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-61424-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Н-21;в цитате эта строка стоит после «поз.»/«техн. №»;винтовой насос 3В/4.25 , поз. № Н-21, зав. № 45, инв. №10048073, расположенный на установке УСМ, ПАО АНК «Башнефть» «Башнефть-Новойл», применяемый на опасном производственном объекте «Площадка масляного производства фили;заключение ЭПБ № 41-ТУ-08946-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08946-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;DB-815;в цитате эта строка стоит после «поз.»/«техн. №»;Резервуар смазочного масла центробежного компрессора поз. DB-815 (инв. № 111794), секция 600/800, площадка производства ароматических углеводородов, филиал ПАО АНК «Башнефть» «Башнефть-Уфанефтехим»;заключение ЭПБ № 41-ТУ-14352-2024;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-14352-2024;реестр заключений ЭПБ, monitor-pb.ru
0274051582;К-1001;в цитате эта строка стоит после «поз.»/«техн. №»;Центробежный компрессор 2508 В3, поз. К-1001, зав. № 446 Газокаталитическое производство, «Гидрокрекинг»;заключение ЭПБ № 41-ТУ-11353-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11353-2015;реестр заключений ЭПБ, monitor-pb.ru
0274051582;GV-02;в цитате эта строка стоит после «поз.»/«техн. №»;воздуходувка поз. GV-02, эксплуатируемая в составе опасного производственного объекта «Площадка производства ароматических углеводородов Филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим» рег. №А41-05559-0010 (I класс опа;заключение ЭПБ № 41-ТУ-65006-2019;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-65006-2019;реестр заключений ЭПБ, monitor-pb.ru
0274051582;GV-01;в цитате эта строка стоит после «поз.»/«техн. №»;воздуходувка поз. GV-01, эксплуатируемая в составе опасного производственного объекта «Площадка производства ароматических углеводородов Филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим» рег. №А41-05559-0010 (I класс опа;заключение ЭПБ № 41-ТУ-65020-2019;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-65020-2019;реестр заключений ЭПБ, monitor-pb.ru
0274051582;F-001;в цитате эта строка стоит после «поз.»/«техн. №»;Печь парового риформинга, поз. F-001, Площадка газокаталитического производства филиала ПАО АНК «Башнефть» «Башнефть-Новоил», установка УПВ;заключение ЭПБ № 41-ТУ-31634-2023;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-31634-2023;реестр заключений ЭПБ, monitor-pb.ru
0274051582;Т-90/2;в цитате эта строка стоит после «поз.»/«техн. №»;Паронагреватель поз. Т-90/2 зав. № 901011, рег. № 737-А, Филиал ПАО АНК «Башнефть» «Башнефть-УНПЗ», газокаталитическое производство, АКС (азотно-кислородная станция);заключение ЭПБ № 41-ТУ-12286-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-12286-2020;реестр заключений ЭПБ, monitor-pb.ru
0274051582;ЭН-62/2;в цитате эта строка стоит после «поз.»/«техн. №»;Электронагреватель поз. ЭН-62/2 зав. № 901030, рег. № 741-А, Филиал ПАО АНК «Башнефть» «Башнефть-УНПЗ», газокаталитическое производство, АКС (азотно-кислородная станция);заключение ЭПБ № 41-ТУ-12289-2020;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-12289-2020;реестр заключений ЭПБ, monitor-pb.ru
0276144176;Н-310;в цитате эта строка стоит после «поз.»/«техн. №»;ТЕХНИЧЕСКОЕ УСТРОЙСТВО – ЦЕНТРОБЕЖНЫЙ НАСОС ПОЗ. Н-310(1) ЗАВ.№ 27836 - ЭКСПЛУАТИРУЕМОЕ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ «Цех ПЕРЕРАБОТКИ НЕФТЕХИМИЧЕСКОГО СЫРЬЯ» (РЕГ. № А20-06865-0008, III КЛАСС ОПАСНОСТИ), ООО «СЛАН;заключение ЭПБ № 19-ТУ-04384-2023;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-04384-2023;реестр заключений ЭПБ, monitor-pb.ru
0277014204;Е 205;в цитате эта строка стоит после «поз.»/«техн. №»;Подогреватель зав.№5091, техн.№ Е 205, рег.№б/н, применяемое на опасном производственном объекте I класса опасности Площадка ПАО «Уфаоргсинтез», рег. № А41-00050-0001, Производство полипропилена, отделение полимеризации;заключение ЭПБ № 41-ТУ-67860-2024;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-67860-2024;реестр заключений ЭПБ, monitor-pb.ru
0277014204;С401;в цитате эта строка стоит после «поз.»/«техн. №»;Центробежный компрессор поз.С401, зав.№1109060 Производство полипропилена;заключение ЭПБ № 41-ТУ-11666-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11666-2015;реестр заключений ЭПБ, monitor-pb.ru
0277014204;С601;в цитате эта строка стоит после «поз.»/«техн. №»;Центробежный компрессор поз.С601, зав.12082555/Е Производство полипропилена;заключение ЭПБ № 41-ТУ-11667-2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11667-2015;реестр заключений ЭПБ, monitor-pb.ru
0277944104;Е-11;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение № 1215-2022 экспертизы промышленной безопасности на резервуар горизонтальный стальной РГС объемом V=100 м3, поз. Е-11, зав. № б/н, опасного производственного объекта ООО НПП «Магистраль Инжиниринг».;заключение ЭПБ № 41-ЗС-62226-2022;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-62226-2022;реестр заключений ЭПБ, monitor-pb.ru
1102024468;Н-32;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № Н-32, заводской № б/н;заключение ЭПБ № 19-ТУ-17231-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17231-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;Н-42;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № Н-42, заводской № б/н;заключение ЭПБ № 19-ТУ-17233-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17233-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;Н-32;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровой Ду 1000, Ру 7,5 МПа технологический № Н-32, заводской № В40202006;заключение ЭПБ № 19-ТУ-16991-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-16991-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;Н-62;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровой Ду 1000, Ру 7,5 МПа технологический № Н-62, заводской № В40102313;заключение ЭПБ № 19-ТУ-17025-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17025-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;В-71;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровой Ду 1000, Ру 7,5 МПа технологический № В-71, заводской № б/н;заключение ЭПБ № 19-ТУ-16911-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-16911-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;В-71;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № В-71, заводской № б/н;заключение ЭПБ № 19-ТУ-17057-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17057-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;П-67;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № П-67, заводской № б/н;заключение ЭПБ № 19-ТУ-17165-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17165-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;В-31;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № В-31, заводской № б/н;заключение ЭПБ № 19-ТУ-17242-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17242-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;В-41;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № В-41, заводской № б/н;заключение ЭПБ № 19-ТУ-17244-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17244-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;В-51;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № В-51, заводской № б/н;заключение ЭПБ № 19-ТУ-17249-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17249-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;П-45;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № П-45, заводской № б/н;заключение ЭПБ № 19-ТУ-17279-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17279-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;П-34;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № П-34, заводской № б/н;заключение ЭПБ № 19-ТУ-17285-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17285-2016;реестр заключений ЭПБ, monitor-pb.ru
1102024468;П-23;в цитате эта строка стоит после «поз.»/«техн. №»;Кран шаровый Ду 1000, Ру 7,5 МПа технологический № П-23, заводской № б/н;заключение ЭПБ № 19-ТУ-17295-2016;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-17295-2016;реестр заключений ЭПБ, monitor-pb.ru
1102054991;Р-23;в цитате эта строка стоит после «поз.»/«техн. №»;Сооружение «Резервуар вертикальный стальной РВС-10000 м³, тех. поз. Р-23, зав. №б/н, рег. №123» установки У-515, применяемое на опасном производственном объекте «Площадка производства №3 Астраханского ГПЗ», рег. №А19-106;заключение ЭПБ № 38-ЗС-23305-2022;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-23305-2022;реестр заключений ЭПБ, monitor-pb.ru
1102054991;Р-13;в цитате эта строка стоит после «поз.»/«техн. №»;Сооружение «Резервуар вертикальный стальной РВС-10000 м³, тех. поз. Р-13, зав. №б/н, рег. №013» установки У-510, применяемое на опасном производственном объекте «Площадка производства №3 Астраханского ГПЗ», рег. №А19-106;заключение ЭПБ № 38-ЗС-23306-2022;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-23306-2022;реестр заключений ЭПБ, monitor-pb.ru
1102054991;Н-11;в цитате эта строка стоит после «поз.»/«техн. №»;Заключение №231/24-24 экспертизы промышленной безопасности на техническое устройство: центробежный насос типа НК-200/120-210, тех. поз. Н-11, зав. №20278, инв. №750002500112, эксплуатируемый на УСК-2 цеха №1 Сосногорског;заключение ЭПБ № 25-ТУ-12211-2024;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-12211-2024;реестр заключений ЭПБ, monitor-pb.ru
1102054991;МО-01;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство «Маслособиратель, тех. поз. МО-01, зав. №33498, рег. №26617» установки У-1.542, применяемое на опасном производственном объекте «Площадка цеха материально-технического снабжения и комплектации обор;заключение ЭПБ № 38-ТУ-02005-2021;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-02005-2021;реестр заключений ЭПБ, monitor-pb.ru
1102054991;ZU81;в цитате эта строка стоит после «поз.»/«техн. №»;сооружение - технологический трубопровод «Соляная кислота, тех. поз. ZU81.002.0» установки У-1.544, применяемый на опасном производственном объекте «Площадка цеха материально-технического снабжения и комплектации оборудо;заключение ЭПБ № 38-ЗС-10096-2022;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-10096-2022;реестр заключений ЭПБ, monitor-pb.ru
1102054991;ZU81;в цитате эта строка стоит после «поз.»/«техн. №»;сооружение - технологический трубопровод «Соляная кислота, тех. поз. ZU81.001.0» установки У-1.544, применяемый на опасном производственном объекте «Площадка цеха материально-технического снабжения и комплектации оборудо;заключение ЭПБ № 38-ЗС-10547-2022;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-10547-2022;реестр заключений ЭПБ, monitor-pb.ru
1102054991;ЦК-201;в цитате эта строка стоит после «поз.»/«техн. №»;техническое устройство «Мультипликатор центробежного компрессора, включая основной шестеренчатый маслонасос SKODA, тех. поз. ЦК-201» установки У-1.732, применяемое на опасном производственном объекте «Площадка производст;заключение ЭПБ № 38-ТУ-22015-2020;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-22015-2020;реестр заключений ЭПБ, monitor-pb.ru
1102054991;Р-507;в цитате эта строка стоит после «поз.»/«техн. №»;насос полупогружной тех. поз. Р-507, зав. № 26, инв. № 128873, эксплуатируемый в здании насосной блочной установки каталитического риформинга фирмы ПЕТРОФАК ЗСК ООО «Газпром переработка»;заключение ЭПБ № 58-ТУ-23948-2021;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-23948-2021;реестр заключений ЭПБ, monitor-pb.ru
1102054991;ХК-26;в цитате эта строка стоит после «поз.»/«техн. №»;Техническое устройство: Холодильник торцевых уплотнений насосов, поз. ХК-26, зав. Noб/н, рег. NoА-1339С, применяемое на установке У-1.734, ОПО «Площадка производства No3 Астраханского ГПЗ», филиал Астраханский ГПЗ ООО «Г;заключение ЭПБ № 30-ТУ-783635-2026;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-783635-2026;реестр заключений ЭПБ, monitor-pb.ru
1102054991;ХК-27;в цитате эта строка стоит после «поз.»/«техн. №»;Техническое устройство: Холодильник торцевых уплотнений насосов, поз. ХК-27, зав. Noб/н, рег. NoА-1546С, применяемое на установке У-1.734, ОПО «Площадка производства No3 Астраханского ГПЗ», филиал Астраханский ГПЗ ООО «Г;заключение ЭПБ № 30-ТУ-783641-2026;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-783641-2026;реестр заключений ЭПБ, monitor-pb.ru
1102057865;В-301;в цитате эта строка стоит после «поз.»/«техн. №»;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ №705.0526 на техническое устройство, применяемое на опасном производственном объекте Машина тягодутьевая - воздуходувка, техн. №В-301, принадлежащая ООО «ЛУКОЙЛ-УНП» Местор;заключение ЭПБ № 11-ТУ-878370-2026;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-878370-2026;реестр заключений ЭПБ, monitor-pb.ru
