srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
expiring;нагнетатель;13-ТУ-02724-2023;22.02.2023;4823006703;"ПАО ""НЛМК""";Нагнетатель центробежный 2 Н-9000-11-5С, инв. 60142, зав. 6936, АГЦ;ТУ;4823073763;"ООО ""МЕЖРЕГИОНАЛЬНЫЙ ИНЖИНИРИНГОВЫЙ ЦЕНТР ЭКСПЕРТИЗЫ И ДИАГНОСТИКИ""";не в полной мере;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02724-2023;https://monitor-pb.ru/customer/4823006703
expiring;нагнетатель;13-ТУ-02963-2023;01.03.2023;4823006703;"ПАО ""НЛМК""";Нагнетатель центробежный 1 Н-9000-11-5С, инв. 20855, зав. 7501, АГЦ;ТУ;4823073763;"ООО ""МЕЖРЕГИОНАЛЬНЫЙ ИНЖИНИРИНГОВЫЙ ЦЕНТР ЭКСПЕРТИЗЫ И ДИАГНОСТИКИ""";не в полной мере;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02963-2023;https://monitor-pb.ru/customer/4823006703
expiring;нагнетатель;57-ЗС-34131-2017;10.10.2017;8904034777;"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";«Выхлопная (дымовая) труба ГПА инв. № 303331 агрегата газоперекачивающего с нагнетателем КЦ ДКС УКПГ-1 (2-я очередь) ЯГКМ ООО «Газпром добыча Ямбург»;ЗС;7729700980;"ООО ""МИК - ИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-34131-2017;https://monitor-pb.ru/customer/8904034777
expiring;нагнетатель;57-ЗС-34096-2017;10.10.2017;8904034777;"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";«Выхлопная (дымовая) труба ГПА инв. № 316684 агрегата газоперекачивающего №5 с нагнетателем компрессорного цеха ДКС на УКПГ-4 (2-я очередь) ЯГКМ ООО «Газпром добыча Ямбург»;ЗС;7729700980;"ООО ""МИК - ИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-34096-2017;https://monitor-pb.ru/customer/8904034777
expiring;нагнетатель;57-ЗС-34099-2017;10.10.2017;8904034777;"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";«Выхлопная (дымовая) труба ГПА инв. № 316682 агрегата газоперекачивающего №3 с нагнетателем компрессорного цеха ДКС на УКПГ-4 (2-я очередь) ЯГКМ ООО «Газпром добыча Ямбург»;ЗС;7729700980;"ООО ""МИК - ИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-34099-2017;https://monitor-pb.ru/customer/8904034777
expiring;нагнетатель;28-ТУ-06393-2021;28.04.2021;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";блок подготовки топливного (и пускового) газа ГПА ГТК-10И с нагнетателем PCL 802/24: Площадка компрессорной станции на территории Юбилейного ЛПУМГ, КЦ №3, инв.№126606.;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06393-2021;https://monitor-pb.ru/customer/1102024468
expiring;нагнетатель;28-ТУ-06396-2021;28.04.2021;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";блок подготовки топливного (и пускового) газа ГПА ГТК-10И с нагнетателем PCL 802/24: Площадка компрессорной станции на территории Юбилейного ЛПУМГ, КЦ №3, инв.№126607;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06396-2021;https://monitor-pb.ru/customer/1102024468
expiring;нагнетатель;28-ТУ-06398-2021;28.04.2021;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";блок подготовки топливного (и пускового) газа ГПА ГТК-10И с нагнетателем PCL 802/24: Площадка компрессорной станции на территории Юбилейного ЛПУМГ, КЦ №3, инв.№126608;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06398-2021;https://monitor-pb.ru/customer/1102024468
expiring;нагнетатель;28-ТУ-06399-2021;28.04.2021;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";блок подготовки топливного (и пускового) газа ГПА ГТК-10И с нагнетателем PCL 802/24: Площадка компрессорной станции на территории Юбилейного ЛПУМГ, КЦ №3, инв.№126609;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06399-2021;https://monitor-pb.ru/customer/1102024468
expiring;нагнетатель;28-ТУ-06400-2021;28.04.2021;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";блок подготовки топливного (и пускового) газа ГПА ГТК-10И с нагнетателем PCL 802/24: Площадка компрессорной станции на территории Юбилейного ЛПУМГ, КЦ №3, инв.№126610;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06400-2021;https://monitor-pb.ru/customer/1102024468
expiring;нагнетатель;28-ТУ-06404-2021;28.04.2021;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";блок подготовки топливного (и пускового) газа ГПА ГТК-10И с нагнетателем PCL 802/24: Площадка компрессорной станции на территории Юбилейного ЛПУМГ, КЦ №3, инв.№126611;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-06404-2021;https://monitor-pb.ru/customer/1102024468
expiring;нагнетатель;43-ТУ-11411-2016;22.11.2016;1600000036;"ООО ""ГАЗПРОМ ТРАНСГАЗ КАЗАНЬ""";технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов» - надземные технологические трубопроводы обвязки нагнетателя ГПА-2, КЦ №3, г/п Уренгой-Центр 2, ГКС-21-1, КС «Арская», инв. № 9000129557, Шеморданское ЛПУМГ ООО «Газпром трансгаз Казань», рег. № А43-00783-0001 II класс опасности, по адресу: РФ, Республика Татарстан, Сабинский район, с. Шемордан;ТУ;7736626819;"ООО ""МИПГУ ""НАУЧНО-ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ЭНЕРГОСБЕРЕГАЮЩИЕ ТЕХНОЛОГИИ И ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";не в полной мере;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11411-2016;https://monitor-pb.ru/customer/1600000036
expiring;нагнетатель;43-ТУ-11414-2016;22.11.2016;1600000036;"ООО ""ГАЗПРОМ ТРАНСГАЗ КАЗАНЬ""";технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов» - надземные технологические трубопроводы обвязки нагнетателя ГПА-3, КЦ №3, г/п Уренгой-Центр 2, ГКС-21-1, КС «Арская», инв. № 9000129558, Шеморданское ЛПУМГ ООО «Газпром трансгаз Казань», рег. № А43-00783-0001 II класс опасности, по адресу: РФ, Республика Татарстан, Сабинский район, с. Шемордан;ТУ;7736626819;"ООО ""МИПГУ ""НАУЧНО-ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ЭНЕРГОСБЕРЕГАЮЩИЕ ТЕХНОЛОГИИ И ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";не в полной мере;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11414-2016;https://monitor-pb.ru/customer/1600000036
expiring;нагнетатель;43-ТУ-11416-2016;22.11.2016;1600000036;"ООО ""ГАЗПРОМ ТРАНСГАЗ КАЗАНЬ""";технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона №116-ФЗ «О промышленной безопасности опасных производственных объектов» - надземные технологические трубопроводы обвязки нагнетателя ГПА-1, КЦ №3, г/п Уренгой-Центр 2, ГКС-21-1, КС «Арская», инв. № 9000129556, Шеморданское ЛПУМГ ООО «Газпром трансгаз Казань», рег. № А43-00783-0001 II класс опасности, по адресу: РФ, Республика Татарстан, Сабинский район, с. Шемордан;ТУ;7736626819;"ООО ""МИПГУ ""НАУЧНО-ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ЭНЕРГОСБЕРЕГАЮЩИЕ ТЕХНОЛОГИИ И ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";не в полной мере;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11416-2016;https://monitor-pb.ru/customer/1600000036
expired;нагнетатель;28-ЗС-12937-2016;04.08.2016;3528000597;"ПАО ""СЕВЕРСТАЛЬ""";Здание нагнетателей (СП, ЦВКС) ПАО «Северсталь».;ЗС;3528043939;"АО ""Системэнерго""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-12937-2016;https://monitor-pb.ru/customer/3528000597
expired;нагнетатель;28-ЗС-12979-2019;27.08.2019;3528000597;"ПАО ""СЕВЕРСТАЛЬ""";Здание нагнетателей СП, ЦВКС ПАО «Северсталь»;ЗС;3528043939;"АО ""Системэнерго""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-12979-2019;https://monitor-pb.ru/customer/3528000597
expired;нагнетатель;68-ТУ-32295-2021;16.12.2021;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: нагнетатель коксового газа (НКГ) № 2, инв. № 109000011425-00 (нагнетатель коксового газа Н-1200-27-2 № 2) отделения очистки коксового газа (ООКГ) цеха химического улавливания и производства коксохимической продукции (ЦХУиПКХП) КАДП АО «ЕВРАЗ ЗСМК»;ТУ;4218022962;"АЭ ""СПЧС""";не в полной мере;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-32295-2021;https://monitor-pb.ru/customer/4218000951
expired;нагнетатель;28-ЗС-17365-2022;15.09.2022;3528000597;"ПАО ""СЕВЕРСТАЛЬ""";Здание нагнетателей МП участка энергооборудования СП ПАО «Северсталь»;ЗС;3528069493;"ООО ""ЦТД""";не в полной мере;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-17365-2022;https://monitor-pb.ru/customer/3528000597
expired;нагнетатель;70-ТУ-08111-2016;16.12.2016;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Нагнетатель Н-700-13-1 №3, инв. №13504;ТУ;7723561360;"АО НИЦ ""ГОРНЫЙ ЭКСПЕРТ""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-08111-2016;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;49-ТУ-46227-2018;19.11.2018;5607019523;"АО ""УРАЛЬСКАЯ СТАЛЬ""";нагнетатель коксового газа № 3 заводской № 85 цеха улавливания КХП АО «Уральская Сталь»;ТУ;5607014437;"ООО ""ПРОМТЭК""";не в полной мере;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-46227-2018;https://monitor-pb.ru/customer/5607019523
expired;нагнетатель;49-ТУ-46240-2018;19.11.2018;5607019523;"АО ""УРАЛЬСКАЯ СТАЛЬ""";нагнетатель коксового газа № 1 заводской № 88 цеха улавливания КХП АО «Уральская Сталь»;ТУ;5607014437;"ООО ""ПРОМТЭК""";не в полной мере;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-46240-2018;https://monitor-pb.ru/customer/5607019523
expired;нагнетатель;70-ТУ-14504-2020;20.10.2020;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Нагнетатель ЦНТ-900 № 40, инв. № 30200001582;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-14504-2020;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;26-ЗС-04596-2017;14.04.2017;5191431170;"АО ""КОЛЬСКАЯ ГМК""";«Газоход обвязки нагнетателей», рафинировочного цеха, АО «Кольская ГМК» (пл. Мончегорск, Мурманской обл.), инв.№ 90035;ЗС;7816374814;"ООО ""ГЦЭ - СЕВЕР""";не в полной мере;https://monitor-pb.ru/conclusion/26-%D0%97%D0%A1-04596-2017;https://monitor-pb.ru/customer/5191431170
expired;нагнетатель;66-ТУ-07032-2021;27.05.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Нагнетатель CONTINENTAL 700-05 инв. № 39400177654, хоз. № 1;ТУ;7723561360;"АО НИЦ ""ГОРНЫЙ ЭКСПЕРТ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-07032-2021;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;70-ТУ-14499-2020;20.10.2020;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Нагнетатель Н-900-31-1 № 3, инв. № 30200001577;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-14499-2020;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;70-ТУ-13863-2018;24.12.2018;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Нагнетатель Н-900, инв.№13470 техн.№8, принадлежащий Медному заводу;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-13863-2018;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;01-ТУ-13769-2021;23.08.2021;3623007578;"ООО ""ТД КМЗ""";"Заключение экспертизы промышленной безопасности № 162-21 на техническое устройство Ротационный нагнетатель ЗАФ-49 № 2629; Ротационный нагнетатель ЗАФ-53 № 1108, применяемое на опасном производственном объекте III класса опасности Цех по производству муки рег.№ А12-04186-0001, расположенном по адресу 397340, Воронежская область, Поворинский район, с. Пески, ул. 2-я Советская, д.1";ТУ;7718782029;"ООО ""ЕДИНЫЙ СТАНДАРТ""";не в полной мере;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-13769-2021;https://monitor-pb.ru/customer/3623007578
expired;нагнетатель;68-ТУ-17295-2019;07.08.2019;4218000951;"АО ""ЕВРАЗ ЗСМК""";"техническое устройство: нагнетатель центробежный Н9000-11-5с №2 инв. № 196902, АО ""ЕВРАЗ ЗСМК""";ТУ;4218022962;"АЭ ""СПЧС""";не соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-17295-2019;https://monitor-pb.ru/customer/4218000951
expired;нагнетатель;66-ТУ-09843-2021;26.07.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";нагнетатель CONTINENTAL 700-05 инв. № 39400177655, хоз. № 3;ТУ;7723561360;"АО НИЦ ""ГОРНЫЙ ЭКСПЕРТ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-09843-2021;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;66-ТУ-09869-2021;26.07.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";нагнетатель CONTINENTAL 700-05 инв. № 39400177656, хоз. № 2;ТУ;7723561360;"АО НИЦ ""ГОРНЫЙ ЭКСПЕРТ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-09869-2021;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;57-ЗС-29146-2015;25.08.2015;8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";Корпус нагнетателя природного газа Н-235-21-1 зав. № 7288, ст. № 32, принадлежащий Комсомольскому ЛПУМГ (ГКС «Ужгородская», КЦ-3);ЗС;8606004424;"ООО ""ЮТАР""";не в полной мере;https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-29146-2015;https://monitor-pb.ru/customer/8622000931
expired;нагнетатель;57-ТУ-44687-2019;24.10.2019;8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";Корпус центробежного нагнетателя и ротор газоперекачивающего агрегата ГПА-Ц-16/76, зав. № 423, рег. № ст. № 4, инв. № 210922;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";не в полной мере;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-44687-2019;https://monitor-pb.ru/customer/8904034784
expired;нагнетатель;68-ТУ-21446-2019;11.09.2019;4218000951;"АО ""ЕВРАЗ ЗСМК""";нагнетатель коксового газа (НКГ) № 5, инв. № 109000005447-00, ООКГ, ЦХУ и ПКХП, КАДП, АО «ЕВРАЗ ЗСМК»;ТУ;4218022962;"АЭ ""СПЧС""";не в полной мере;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-21446-2019;https://monitor-pb.ru/customer/4218000951
expired;нагнетатель;70-ТУ-04489-2019;24.05.2019;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";воздушный центробежный нагнетатель Н-900-31-4, № 3/23М, зав.№ 5283, инв. № 30800017157;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-04489-2019;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;70-ТУ-04503-2019;24.05.2019;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";воздушный центробежный нагнетатель Н-900-31-4, № 4/24М, зав. № 5373, инв. № 30800017159;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-04503-2019;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;70-ТУ-05911-2019;08.07.2019;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";нагнетатель воздушный Н-900-31-4 ст. № 1/1М, зав. № 4898, инв. № 30800015005;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-05911-2019;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;12-ТУ-05169-2017;06.06.2017;3623004866;"АО ""КМЗ"" (ИНН 3623004866)";"ротационные нагнетатели ЗАФ-49 № по тех. схеме 2629; ЗАФ-53 №№ по тех. схеме 1108, 5102, рег. № А12-00335-0002";ТУ;3661064143;"ООО ""Альянс Экспертов""";не в полной мере;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-05169-2017;https://monitor-pb.ru/customer/3623004866
expired;нагнетатель;66-ТУ-03021-2022;10.03.2022;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";техническое устройство - Нагнетатель Н-900-31-1 №6, инв. № 30200001572;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-03021-2022;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;68-ТУ-11554-2017;08.06.2017;7017368130;"ООО ""Завод углеродистых материалов""";техническое устройство: нагнетатель полукоксового газа Н-400-12-2 № 2 инв. № 508819, отделения конденсации, цеха полукоксования, ООО «Завод углеродистых материалов»;ТУ;4218022962;"АЭ ""СПЧС""";не в полной мере;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-11554-2017;https://monitor-pb.ru/customer/7017368130
expired;нагнетатель;26-ЗС-17135-2017;20.11.2017;5191431170;"АО ""КОЛЬСКАЯ ГМК""";газоход обвязки нагнетателей с запорной арматурой, инв.№ 90036, СКО рафинировочного цеха, АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);ЗС;1660081706;"ООО ""ИНЖЕНЕРНЫЙ ЦЕНТР ВЫСОТНЫЕ СПЕЦИАЛЬНЫЕ ТЕХНОЛОГИИ""";не в полной мере;https://monitor-pb.ru/conclusion/26-%D0%97%D0%A1-17135-2017;https://monitor-pb.ru/customer/5191431170
expired;нагнетатель;26-ТУ-00629-2016;20.01.2016;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Нагнетатель Н-1200-26-1, Ст.№1, зав.№ 281, инв.№170288, эксплуатируемый на ВДС-1 КВО цеха энергообеспечения;ТУ;7808033715;"ЗАО ""Санкт-Петербургская Техническая экспертная компания""";не в полной мере;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-00629-2016;https://monitor-pb.ru/customer/5191431170
expired;нагнетатель;26-ТУ-00963-2018;22.01.2018;5191431170;"АО ""КОЛЬСКАЯ ГМК""";нагнетатель Н-1200-26-1, ст.№ 1, зав.№ 281, инв.№ 170288, КВО цеха энергообеспечения АО «Кольская ГМК» (пл. Мончегорск, Мурманской обл.);ТУ;7425003297;"АО НТЦ ""ДИАГНОСТИКА""";не в полной мере;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-00963-2018;https://monitor-pb.ru/customer/5191431170
expired;нагнетатель;26-ТУ-00967-2018;22.01.2018;5191431170;"АО ""КОЛЬСКАЯ ГМК""";нагнетатель Н-900-31-4, ст.№ 2, зав.№ 5515, инв.№ 170304, КВО цеха энергообеспечения АО «Кольская ГМК» (пл. Мончегорск, Мурманской обл.);ТУ;7425003297;"АО НТЦ ""ДИАГНОСТИКА""";не в полной мере;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-00967-2018;https://monitor-pb.ru/customer/5191431170
expired;нагнетатель;26-ТУ-08983-2022;20.05.2022;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Нагнетатель газа НГ12, инв. № 833340, участок сернокислотного хозяйства рафинировочного цеха, АО «Кольская ГМК», Мурманская область, г. Мончегорск;ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";не в полной мере;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-08983-2022;https://monitor-pb.ru/customer/5191431170
expired;нагнетатель;66-ТУ-07054-2023;27.04.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Заключение № 399/2022-ЭПБ экспертизы промышленной безопасности на техническое устройство: Нагнетатель ЦНТ-900 №38, инв. № 30200001579;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-07054-2023;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;41-ЗС-64326-2021;07.12.2021;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Трубопровод масла (обвязка нагнетателей), рег. №354в-IV-8001-1/1 Местонахождение объекта: Площадка ПАО «Уфаоргсинтез», производство синтетического этилового спирта, объект 1/1, отделение 8001;ЗС;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";не в полной мере;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-64326-2021;https://monitor-pb.ru/customer/0277014204
expired;нагнетатель;54-ТУ-03697-2017;29.03.2017;6623029538;"АО ""НПК ""Уралвагонзавод""";нагнетатель пневмотранспорта, зав. № 4504, 2012 года выпуска, применяемое: площадка Уралвагонзавода, Акционерное общество «Научно-производственная корпорация «Уралвагонзавод» имени Ф.Э. Дзержинского», г. Нижний Тагил;ТУ;6623060834;"ООО ""РЕМСЕРВИС"" (ИНН 6623060834)";не в полной мере;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-03697-2017;https://monitor-pb.ru/customer/6623029538
expired;нагнетатель;66-ТУ-06311-2023;18.04.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Заключение № 307/2022-ЭПБ экспертизы промышленной безопасности на техническое устройство: Нагнетатель Н-900-31-1 № 6, инв. № 30200001572;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-06311-2023;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;66-ТУ-06345-2023;18.04.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Заключение № 306/2022-ЭПБ экспертизы промышленной безопасности на техническое устройство: Нагнетатель Н-1000-31-1 № 1, инв. № 30200001569;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-06345-2023;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;66-ТУ-06346-2023;18.04.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Заключение № 310/2022-ЭПБ экспертизы промышленной безопасности на техническое устройство: Нагнетатель Н-900-31-1 № 4, инв. № 30200001571;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-06346-2023;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;66-ТУ-06347-2023;18.04.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Заключение № 309/2022-ЭПБ экспертизы промышленной безопасности на техническое устройство: Нагнетатель Н-1000-31-1 № 5, инв. № 30200001573.;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-06347-2023;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;66-ТУ-07434-2023;05.05.2023;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Заключение № 223/2022-ЭПБ экспертизы промышленной безопасности на техническое устройство: Нагнетатель Н-900-31-1 №3, инв. № 30200001577;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";не в полной мере;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-07434-2023;https://monitor-pb.ru/customer/8401005730
expired;нагнетатель;26-ЗС-12616-2022;20.07.2022;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Газоход обвязки нагнетателей с запорной арматурой, инв. № 90036, участок сернокислотного хозяйства рафинировочного цеха,, АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);ЗС;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";не в полной мере;https://monitor-pb.ru/conclusion/26-%D0%97%D0%A1-12616-2022;https://monitor-pb.ru/customer/5191431170
expired;нагнетатель;41-ТУ-31850-2021;01.07.2021;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Нагнетатель марки 1200-25-3, поз. К-5 (зав. №104, инв. №142123), установка БОС, площадка участка биологических очистных сооружений, филиал ПАО АНК «Башнефть» «Башнефть-Уфанефтехим»;ТУ;7425003297;"АО НТЦ ""ДИАГНОСТИКА""";не в полной мере;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-31850-2021;https://monitor-pb.ru/customer/0274051582
