inn;predpriyatie;istochnik;chem_dokazano;tekst;ssylka;pochemu
1102024468;ООО «Газпром трансгаз Ухта»;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 228453;"Поставка оборудования для обслуживания автотранспорта ООО ""Газпром трансагз Ухта"" в 2021 году.";https://etpgpb.ru/procedure/tender/price_request/228453-postavka-oborudovaniya-dlya-obsluzhivaniya-avtotransporta-ooo-gazprom-transagz-uhta-v-2021-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102024468;«Газпром трансгаз Ухта»;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31705731646;"Поставка теплосантехнического оборудования для нужд филиалов ООО ""Газпром трансгаз Ухта"" в 2017 году (189/17/1.1/0077125/ТГУхта/14.11.17/ЗЭПГОС).";https://etpgpb.ru/procedure/tender/gaz/102508-postavka-teplosantehnicheskogo-oborudovaniya-dlya-nuzhd-filialov-ooo-gazprom-transgaz-uhta-v-2017-godu-189-17-1-1-0077125-tguhta-14;в тексте факта нет ни одного слова машины — доказательством быть не может
1102024468;«Газпром трансгаз Ухта»;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31806882145;"Поставка теплосантехнического оборудования для комплектации объектов капитального строительства ""АЗС с теплой стоянкой и мойкой автомашин ОО УАВР Вологда. Мойка автомашин"", ""Синдорское ЛПУМГ ООО ""Газпром трансгаз Ухта"". ";https://etpgpb.ru/procedure/tender/gaz/120718-postavka-teplosantehnicheskogo-oborudovaniya-dlya-komplektatsii-obektov-kapitalnogo-stroitelstva-azs-s-teploy-stoyankoy-i-moykoy-av;в тексте факта нет ни одного слова машины — доказательством быть не может
1102024468;«Газпром трансгаз Ухта»;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31705095283;"Приобретение технической, правовой, методической литературы для нужд ООО ""Газпром трансгаз Ухта"" в 2017 году (для субъектов малого и среднего предпринимательства) (062/17/2.2/0027899/ТГУхта/12.05.17/ЗЭПГОС)";https://etpgpb.ru/procedure/tender/gaz/89019-priobretenie-tehnicheskoy-pravovoy-metodicheskoy-literatury-dlya-nuzhd-ooo-gazprom-transgaz-uhta-v-2017-godu-dlya-subektov-malogo-i-;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31807128930;Поставка автозапчастей;https://etpgpb.ru/procedure/tender/gaz/126317-postavka-avtozapchastey/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 221669;"Поставка запасных частей к дыхательным аппаратам для нужд филиалов ООО ""Газпром переработка"" в 2021 году";https://etpgpb.ru/procedure/tender/price_request/221669-postavka-zapasnyh-chastey-k-dyhatelnym-apparatam-dlya-nuzhd-filialov-ooo-gazprom-pererabotka-v-2021-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31503156553;"Выполнение работ по техническому обслуживанию и текущему ремонту технологического оборудования на объектах ООО ""Газпром переработка"" в 2016 году. (4 лота)";https://etpgpb.ru/procedure/tender/gaz/54845-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-i-tekuschemu-remontu-tehnologicheskogo-oborudovaniya-na-obektah-ooo-gazprom-pererab;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31502615117;Поставку горюче-смазочных материалов и химической сопутствующей продукции для автомобилей;https://etpgpb.ru/procedure/tender/gaz/41173-postavku-goryuche-smazochnyh-materialov-i-himicheskoy-soputstvuyuschey-produktsii-dlya-avtomobiley/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;"Филиал ""Оренбургский гелиевый завод""";ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП139857;Реализация непрофильных активов (масло отработанное);https://etpgpb.ru/procedure/tender/etp/460556-realizatsiya-neprofilnyh-aktivov-maslo-otrabotannoe/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП545470;Проведение аукциона в электронной форме на право заключения договора купли-продажи движимого имущества (отходов минеральных масел);https://etpgpb.ru/procedure/tender/etp/1170020-provedenie-auktsiona-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-kupli-prodazhi-dvizhimogo-imuschestva-othodov-mineralnyh-;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП225048;Проведение торгов в электронной форме на право заключения договора поставки отходов минеральных масел;https://etpgpb.ru/procedure/tender/etp/590240-provedenie-torgov-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-postavki-othodov-mineralnyh-masel/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;"Филиал ""Оренбургский гелиевый завод""";ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП451984;Реализация непрофильных активов (масло отработанное);https://etpgpb.ru/procedure/tender/etp/932672-realizatsiya-neprofilnyh-aktivov-maslo-otrabotannoe/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;"Филиал ""Оренбургский гелиевый завод""";ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП229760;Реализация непрофильных активов (масло отработанное);https://etpgpb.ru/procedure/tender/etp/625947-realizatsiya-neprofilnyh-aktivov-maslo-otrabotannoe/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;"Филиал ""Оренбургский гелиевый завод""";ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП328484;Реализация непрофильных активов (масло отработанное);https://etpgpb.ru/procedure/tender/etp/774410-realizatsiya-neprofilnyh-aktivov-maslo-otrabotannoe/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП444045;Проведение торгов в электронной форме на право заключения договора купли-продажи движимого имущества;https://etpgpb.ru/procedure/tender/etp/994303-provedenie-torgov-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-kupli-prodazhi-dvizhimogo-imuschestva/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП458126;Проведение торгов в электронной форме на право заключения договора купли-продажи движимого имущества (отходов минеральных масел);https://etpgpb.ru/procedure/tender/etp/1026372-provedenie-torgov-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-kupli-prodazhi-dvizhimogo-imuschestva-othodov-mineralnyh-mas;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;"Филиал ""Оренбургский гелиевый завод""";ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП517876;Реализация непрофильных активов (масло отработанное);https://etpgpb.ru/procedure/tender/etp/1119023-realizatsiya-neprofilnyh-aktivov-maslo-otrabotannoe/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП344863;Проведение торгов в электронной форме на право заключения договора купли-продажи отходов минеральных масел;https://etpgpb.ru/procedure/tender/etp/832436-provedenie-torgov-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-kupli-prodazhi-othodov-mineralnyh-masel/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31807217969;"Профессиональная подготовка, переподготовка и повышение квалификации работников Завода по стабилизации конденсата имени В.С. Черномырдина ООО ""Газпром переработка"" в 2019 -2021 гг.";https://etpgpb.ru/procedure/tender/gaz/128800-professionalnaya-podgotovka-perepodgotovka-i-povyshenie-kvalifikatsii-rabotnikov-zavoda-po-stabilizatsii-kondensata-imeni-vs-cherno;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31503077554;"Выполнение работ по капитальному ремонту автотракторной техники для нужд ООО ""Газпром переработка"" в 2016 году";https://etpgpb.ru/procedure/tender/gaz/52080-vypolnenie-rabot-po-kapitalnomu-remontu-avtotraktornoy-tehniki-dlya-nuzhd-ooo-gazprom-pererabotka-v-2016-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31806077156;"Услуги по профессиональному обучению работников для нужд Завода по стабилизации конденсата имени В.С. Черномырдина ООО ""Газпром переработка"" (4 лота)";https://etpgpb.ru/procedure/tender/gaz/107164-uslugi-po-professionalnomu-obucheniyu-rabotnikov-dlya-nuzhd-zavoda-po-stabilizatsii-kondensata-imeni-vs-chernomyrdina-ooo-gazprom-p;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31806606917;Поставка химических материалов и ГСМ;https://etpgpb.ru/procedure/tender/gaz/115234-postavka-himicheskih-materialov-i-gsm/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31807094517;"Поставка масел и смазок для нужд Астраханского газоперерабатывающего завода ООО ""Газпром переработка"" в 2019 году";https://etpgpb.ru/procedure/tender/gaz/125354-postavka-masel-i-smazok-dlya-nuzhd-astrahanskogo-gazopererabatyvayuschego-zavoda-ooo-gazprom-pererabotka-v-2019-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31907976066;"Поставка ГСМ для нужд ООО ""Газпром переработка"" в 2019 году";https://etpgpb.ru/procedure/tender/gaz/137815-postavka-gsm-dlya-nuzhd-ooo-gazprom-pererabotka-v-2019-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31300356402;Капитальный ремонт специального автотранспорта филиала УТЖУ ООО «Газпром переработка»;https://etpgpb.ru/procedure/tender/gaz/4494-kapitalnyy-remont-spetsialnogo-avtotransporta-filiala-utzhu-ooo-gazprom-pererabotka/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31300356402-1-1;Капитальный ремонт специального автотранспорта филиала УТЖУ ООО «Газпром переработка»;https://etpgpb.ru/procedure/tender/gaz/5722-kapitalnyy-remont-spetsialnogo-avtotransporta-filiala-utzhu-ooo-gazprom-pererabotka/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 133800;"Поставка смазывающих материалов для филиалов ООО ""Газпром переработка""";https://etpgpb.ru/procedure/tender/price_request/133800-postavka-smazyvayuschih-materialov-dlya-filialov-ooo-gazprom-pererabotka/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 111647;"Поставка машины для полировки обуви и кулера LC-AEL-17 KW для ООО ""Газпром переработка"" в 2019";https://etpgpb.ru/procedure/tender/price_request/111647-postavka-mashiny-dlya-polirovki-obuvi-i-kulera-lc-ael-17-kw-dlya-ooo-gazprom-pererabotka-v-2019/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31908051626;Поставка насоса центробежного для нужд Астраханского газоперерабатывающего завода ООО «Газпром переработка» в 2019 году;https://etpgpb.ru/procedure/tender/gaz/138558-postavka-nasosa-tsentrobezhnogo-dlya-nuzhd-astrahanskogo-gazopererabatyvayuschego-zavoda-ooo-gazprom-pererabotka-v-2019-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31806840115;"Поставка противопожарного и газорезательного инвентаря для нужд филиалов ООО ""Газпром переработка"" в 2018 году";https://etpgpb.ru/procedure/tender/gaz/120144-postavka-protivopozharnogo-i-gazorezatelnogo-inventarya-dlya-nuzhd-filialov-ooo-gazprom-pererabotka-v-2018-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31907964925;"Поставка хозяйственных товаров (Хозяйственные товары) для нужд ООО ""Газпром переработка"" (сантехника)";https://etpgpb.ru/procedure/tender/gaz/137678-postavka-hozyaystvennyh-tovarov-hozyaystvennye-tovary-dlya-nuzhd-ooo-gazprom-pererabotka-santehnika/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31807128525;Поставка насосов и запасных частей к насосам;https://etpgpb.ru/procedure/tender/gaz/126305-postavka-nasosov-i-zapasnyh-chastey-k-nasosam/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31705040030;"Поставка насоса НПГШ 120-100-65 для нефтешлама для нужд ООО ""Газпром переработка"" в 2017 году.";https://etpgpb.ru/procedure/tender/gaz/87897-postavka-nasosa-npgsh-120-100-65-dlya-nefteshlama-dlya-nuzhd-ooo-gazprom-pererabotka-v-2017-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31907992637;Поставка насосов и запасных частей к насосам для нужд ООО «Газпром переработка» в 2019 году;https://etpgpb.ru/procedure/tender/gaz/138073-postavka-nasosov-i-zapasnyh-chastey-k-nasosam-dlya-nuzhd-ooo-gazprom-pererabotka-v-2019-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 112363;"Поставка насосов для вводных объектов ООО ""Газпром переработка"" на 2019 год";https://etpgpb.ru/procedure/tender/price_request/112363-postavka-nasosov-dlya-vvodnyh-obektov-ooo-gazprom-pererabotka-na-2019-god/;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31907944016;"Поставка запасных частей к высоконапорным установкам для нужд Астраханского газоперерабатывающего завода ООО ""Газпром переработка"" в 2019 году";https://etpgpb.ru/procedure/tender/gaz/137467-postavka-zapasnyh-chastey-k-vysokonapornym-ustanovkam-dlya-nuzhd-astrahanskogo-gazopererabatyvayuschego-zavoda-ooo-gazprom-pererabo;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31907998337;"Поставка запасных частей к регулирующим клапанам для нужд Астраханского газоперерабатывающего завода ООО ""Газпром переработка"" в 2019 году";https://etpgpb.ru/procedure/tender/gaz/138128-postavka-zapasnyh-chastey-k-reguliruyuschim-klapanam-dlya-nuzhd-astrahanskogo-gazopererabatyvayuschego-zavoda-ooo-gazprom-pererabot;в тексте факта нет ни одного слова машины — доказательством быть не может
1102054991;ГАЗПРОМ ПЕРЕРАБОТКА;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура 31807129193;"Поставка насосов и запасных частей для Астраханского газоперерабатывающего завода ООО "" Газпром переработка"" в 2019 году";https://etpgpb.ru/procedure/tender/gaz/126341-postavka-nasosov-i-zapasnyh-chastey-dlya-astrahanskogo-gazopererabatyvayuschego-zavoda-ooo-gazprom-pererabotka-v-2019-godu/;в тексте факта нет ни одного слова машины — доказательством быть не может
1106014140;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-КОМИ""";Росэлторг;процедура COM09112300125;холодильники;https://www.roseltorg.ru/procedure/COM09112300125/1;в тексте факта нет ни одного слова машины — доказательством быть не может
1328016109;"АО ""ТЕПЛИЧНОЕ""";Сбербанк-АСТ;Сбербанк-АСТ: организация в выгрузке по нашему предмету;01.13.9;;в тексте факта нет ни одного слова машины — доказательством быть не может
1328016109;"АО ""ТЕПЛИЧНОЕ""";Сбербанк-АСТ;Сбербанк-АСТ: организация в выгрузке по нашему предмету;01.13.9;;в тексте факта нет ни одного слова машины — доказательством быть не может
1434031363;"Акционерное общество ""Дальневосточная генерирующая компания""";Росэлторг;процедура 32110771580;Центробежный питательный насос;https://www.roseltorg.ru/procedure/32110771580/1;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП903206;Закупка измерительных приборов и электромонтажного инструмента для нужд ООО «Эльгауголь»;https://etpgpb.ru/procedure/tender/etp/213094-zakupka-izmeritelnyh-priborov-i-elektromontazhnogo-instrumenta-dlya-nuzhd-ooo-elgaugol/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП807115;Закупка электроинструментов, насосов, конвекторов для нужд ООО «Эльгауголь» (базис поставки: DDP, ст. Улак);https://etpgpb.ru/procedure/tender/etp/164225-zakupka-elektroinstrumentov-nasosov-konvektorov-dlya-nuzhd-ooo-elgaugol-bazis-postavki-ddp-st-ulak/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП806815;Закупка электроинструмента для нужд ООО «Эльгауголь» (базис поставки: DDP, ст. Улак);https://etpgpb.ru/procedure/tender/etp/160611-zakupka-elektroinstrumenta-dlya-nuzhd-ooo-elgaugol-bazis-postavki-ddp-st-ulak/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП824632;Закупка электроинструмента для нужд ООО «Эльгауголь» (базис поставки: DDP, ст. Улак);https://etpgpb.ru/procedure/tender/etp/194388-zakupka-elektroinstrumenta-dlya-nuzhd-ooo-elgaugol-bazis-postavki-ddp-st-ulak/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП715589;Закупка запасных частей для автосамосвалов SCANIA P-380 (VIN524);https://etpgpb.ru/procedure/tender/etp/92529-zakupka-zapasnyh-chastey-dlya-avtosamosvalov-scania-p-380-vin524/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП904155;"Закупка Оборудования для перезарядки огнетушителей для нужд ООО ""Эльгауголь""";https://etpgpb.ru/procedure/tender/etp/222414-zakupka-oborudovaniya-dlya-perezaryadki-ognetushiteley-dlya-nuzhd-ooo-elgaugol/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП808191;Закупка запасных частей для буровой установки PV-271 (Atlas Copco), (лотовая закупка);https://etpgpb.ru/procedure/tender/etp/167462-zakupka-zapasnyh-chastey-dlya-burovoy-ustanovki-pv-271-atlas-copco-lotovaya-zakupka/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП718154;з.ч для экскаватора HITACHI EX2600;https://etpgpb.ru/procedure/tender/etp/103670-zch-dlya-ekskavatora-hitachi-ex2600/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП815919;Закуп запасных частей на автосамосвалы Volvo А-40Е;https://etpgpb.ru/procedure/tender/etp/146298-zakup-zapasnyh-chastey-na-avtosamosvaly-volvo-a-40e/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП701860;запасные части для УрАЛ;https://etpgpb.ru/procedure/tender/etp/84784-zapasnye-chasti-dlya-ural/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП706017;Запасные части для VOLVO A40E;https://etpgpb.ru/procedure/tender/etp/100618-zapasnye-chasti-dlya-volvo-a40e/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП721361;Закупка запасных частей для буровых установок DM45, DML-LP (Atlas Copco);https://etpgpb.ru/procedure/tender/etp/114443-zakupka-zapasnyh-chastey-dlya-burovyh-ustanovok-dm45-dml-lp-atlas-copco/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП715389;Закупка запасных частей для бурового станка DML-LP (Atlas Copco);https://etpgpb.ru/procedure/tender/etp/91924-zakupka-zapasnyh-chastey-dlya-burovogo-stanka-dml-lp-atlas-copco/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП724076;Закупка запасных частей и РВД для буровых установок DM45-LP, DML-LP, PV-271 (Atlas Copco);https://etpgpb.ru/procedure/tender/etp/128834-zakupka-zapasnyh-chastey-i-rvd-dlya-burovyh-ustanovok-dm45-lp-dml-lp-pv-271-atlas-copco/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП804332;Закупка запасных частей для буровых установок Atlas Copco;https://etpgpb.ru/procedure/tender/etp/148193-zakupka-zapasnyh-chastey-dlya-burovyh-ustanovok-atlas-copco/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП702108;Закупка запасных частей для промышленных тракторов К-703МА-12-04, К-703МА-ОС-2 (лотовая закупка);https://etpgpb.ru/procedure/tender/etp/85441-zakupka-zapasnyh-chastey-dlya-promyshlennyh-traktorov-k-703ma-12-04-k-703ma-os-2-lotovaya-zakupka/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП609348;Закупка фильтров для импортной техники (Volvo, PC, CAT, Liebher);https://etpgpb.ru/procedure/tender/etp/69613-zakupka-filtrov-dlya-importnoy-tehniki-volvo-pc-cat-liebher/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП926407;Закупка запасных частей для грузового седельного тягача MAN TGS 33 430 6X6 BBS-WW;https://etpgpb.ru/procedure/tender/etp/209223-zakupka-zapasnyh-chastey-dlya-gruzovogo-sedelnogo-tyagacha-man-tgs-33-430-6x6-bbs-ww/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП909984;Закупка запасных частей для автомобилей Урал;https://etpgpb.ru/procedure/tender/etp/268241-zakupka-zapasnyh-chastey-dlya-avtomobiley-ural/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП930275;Запрос предложений на право заключения Договора на поставку фильтров для автосамосвалов Белаз 75131 и 7555 для нужд ООО Эльгауголь;https://etpgpb.ru/procedure/tender/etp/246339-zapros-predlozheniy-na-pravo-zaklyucheniya-dogovora-na-postavku-filtrov-dlya-avtosamosvalov-belaz-75131-i-7555-dlya-nuzhd-ooo-elgau;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП612795;"Закупка масел моторных, присадок, тормозной жидкости, смазок для нужд ООО ""Эльгауголь""";https://etpgpb.ru/procedure/tender/etp/80758-zakupka-masel-motornyh-prisadok-tormoznoy-zhidkosti-smazok-dlya-nuzhd-ooo-elgaugol/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП805590;"Закупка горюче-смазочных материалов для нужд ООО ""Эльгауголь"" на 2 полугодие 2018";https://etpgpb.ru/procedure/tender/etp/154663-zakupka-goryuche-smazochnyh-materialov-dlya-nuzhd-ooo-elgaugol-na-2-polugodie-2018/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП958726;"Закупка смазочных материалов для нужд ООО ""Эльгауголь"" на 1 полугодие 2020 г.";https://etpgpb.ru/procedure/tender/etp/283470-zakupka-smazochnyh-materialov-dlya-nuzhd-ooo-elgaugol-na-1-polugodie-2020-g/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП736197;"Закупка горюче-смазочных материалов для нужд ООО ""Эльгауголь"" на 1 полугодие 2018";https://etpgpb.ru/procedure/tender/etp/132476-zakupka-goryuche-smazochnyh-materialov-dlya-nuzhd-ooo-elgaugol-na-1-polugodie-2018/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП811472;"Закупка смазочных материалов для нужд ООО ""Эльгауголь"" на 1 полугодие 2019 г.";https://etpgpb.ru/procedure/tender/etp/185744-zakupka-smazochnyh-materialov-dlya-nuzhd-ooo-elgaugol-na-1-polugodie-2019-g/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП904447;Закупка смазочных материалов на 2 полугодие 2019 г.;https://etpgpb.ru/procedure/tender/etp/223242-zakupka-smazochnyh-materialov-na-2-polugodie-2019-g/;в тексте факта нет ни одного слова машины — доказательством быть не может
1434045743;Эльгауголь;ЭТП ГПБ, поиск по словам;ЭТП ГПБ, процедура ГП721359;"Закупка смазочных материалов для нужд ООО ""Эльгауголь""";https://etpgpb.ru/procedure/tender/etp/116183-zakupka-smazochnyh-materialov-dlya-nuzhd-ooo-elgaugol/;в тексте факта нет ни одного слова машины — доказательством быть не может
