inn;predpriyatie;nomer;predmet;organizator;vid;summa;data;data_konca;stadiya;sekciya;ssylka
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000057;Проектирование капитального ремонта общественного туалета по адресу: г. Санкт-Петербург, улица Руставели д.12 пом.1Н лит.А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;1568470.75 ₽;2022-12-29;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6570837
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000056;Проектирование капитального ремонта общественного туалета по адресу: г. Санкт-Петербург, проспект Науки д.10 кор.1 пом.1Н лит. А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;1615896.98 ₽;2022-12-29;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6570813
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000055;Проектирование капитального ремонта фонтанного комплекса, пл. Ленина, д. 3;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;8903203.87 ₽;2022-12-29;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6570507
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000054;Проектирование капитального ремонта фонтанного комплекса по адресу: Московская пл., д. 2, сооружение 1, литера Г1-Г13. Инженерные системы и оборудование;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;8123817.07 ₽;2022-12-29;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6570467
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000053;Строительство общественного туалета по адресу: парк Сосновка в створе ул. Жака Дюкло и Светлановского пр.;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;16606542 ₽;2022-12-28;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6557509
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000052;Реконструкция общественного туалета по адресу: Московское шоссе, д.3б, литера А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;12407674.8 ₽;2022-12-28;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6557506
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000051;Реконструкция общественного туалета по адресу: п. Молодёжное, ул. Правды, д.4б, литера А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;7968496.8 ₽;2022-12-28;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6557488
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000050;Реконструкция общественного туалета по адресу: Санкт-Петербург, г. Кронштадт, ул. Петровская, д.11, литера Б;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;17449416 ₽;2022-12-28;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6557473
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000049;Реконструкция общественного туалета по адресу: Нежинская ул., д. 1, корп. 3, литера А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;18388705.2 ₽;2022-12-28;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6557461
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000048;"Разработка проектной и рабочей документации по объекту: ""Реконструкция общественного туалета по адресу: г. Санкт-Петербург, Батайский переулок, д.1а, лит.А""";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2393682.71 ₽;2022-12-28;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6557458
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000047;Проектирование реконструкции водовода от Колпинской водопроводной станции в пос. Понтонный до насосной станции 4 подъема г. Колпино, на участке от КВС до Лагерного шоссе (Водовод от ст.2 подъема до 3 подъема);"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;17789618.36 ₽;2022-12-26;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6536589
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000045;Разработка проектной и рабочей документации по объекту: «Приспособление для современного использования фонтана, являющегося объектом культурного наследия, расположенного по адресу: г. Санкт-Петербург, Адмиралтейский проспект, дом 3, сооружение 1, литера Ф»;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;6062870.54 ₽;2022-12-26;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6534598
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000044;"Разработка проектной и рабочей документации по объекту: «Приспособление для современного использования фонтанов, являющихся объектами культурного наследия, расположенных по адресам: аллея Смольного, д. 1, сооружение 1, литера Ф;  д. 1, сооружение 2, литера Ф; д. 2, сооружение 1, литера Ф; д. 2, соор";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;7382885.24 ₽;2022-12-26;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6534579
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000042;Проектирование строительства канализационных сетей для переключения прямых выпусков СтрФз1, СтрФз2, СтрФз4, СтрФз5 со строительством очистных сооружений поверхностного стока по адресу: г. Санкт-Петербург, пос. Стрельна, Нижняя дорога, д.11;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;44459451.49 ₽;2022-12-26;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533589
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000041;Проектирование реконструкции водовода 3 нитки СВС от железной дороги около Северной водопроводной станции до дюкерного перехода через р. Охта;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;18013627.97 ₽;2022-12-26;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533572
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000040;Проектирование реконструкции напорной хозяйственно-бытовой канализации по адресу: Санкт-Петербург, пос. Понтонный, ул. Заводская, д.1 (от КНС №7 расположенной по адресу: Санкт-Петербург, пос. Понтонный, улица Судостроителей, дом 6, литера А до КОС пос. Понтонный по адресу: пос. Понтонный, ул. Заводс;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;7491221.14 ₽;2022-12-26;2023-02-06;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533567
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000046;Реконструкция общественного туалета по адресу: пр. Энгельса, д. 28, корп. 5, литера А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;15236253.6 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6536588
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000039;Проектирование капитального ремонта фонтана-маяка по адресу: Санкт-Петербург, Приморский проспект, дом 74, литера Л;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;5330246.06 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533531
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000035;Проектирование капитального ремонта стационарного снегоплавильного пункта по адресу: Санкт-Петербург, Рижский пр., д.45, лит. А, с устройством шумопоглощающего экрана;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;6563015.08 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533494
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000034;Проектирование сохранения фонтана, являющегося объектом культурного наследия, расположенного по адресу: г. Санкт-Петербург, Казанская площадь, д. 2, сооружение 1, лит. Ф;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;3756507.15 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533493
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000033;"Проектирование сохранения фонтана, являющегося объектом культурного наследия, расположенного по адресу: г. Санкт-Петербург, Никольская площадь, д. 1, сооружение 1, лит. Ф; г. Санкт-Петербург, Никольская площадь, д. 1, сооружение 2, лит. Ф";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;4312095.62 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533489
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000032;Проектирование сохранения фонтана, являющегося объектом культурного наследия, расположенного по адресу: г. Санкт-Петербург, Дворцовая набережная, д. 38, сооружение 1, лит. Ф;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;3823544.37 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533485
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000031;Проектирование сохранения фонтана «Мальчик с уткой» в Таврическом саду, являющегося объектом культурного наследия, расположенного по адресу: г. Санкт-Петербург, Кирочная улица, д. 50, сооружение 1, лит. Ф;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;4035737.25 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533470
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000030;Проектирование капитального ремонта восточного фонтана в парке «300-летия Санкт-Петербурга» по адресу: Санкт-Петербург, Приморский проспект, дом 74, литера Н;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2450787.66 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533468
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000029;Проектирование капитального ремонта западного фонтана в парке «300-летия Санкт-Петербурга» по адресу: Санкт-Петербург, Приморский проспект, дом 74, литера М;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2452396.9 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533467
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000028;Проектирование капитального ремонта фонтана у Нахимовского училища, инв. № 371 по адресу: Санкт-Петербург, Петровская набережная, д. 10, сооружение № 1, лит. А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;4050510.2 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533439
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000027;Проектирование капитального ремонта фонтана по адресу: Российская Федерация, Санкт-Петербург, внутригородское муниципальное образование Санкт-Петербурга город Кронштадт, Советская улица, сооружение 51/1;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;4254586.33 ₽;2022-12-26;2023-01-30;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533419
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000038;Оказание услуг по ведению авторского надзора за выполнением работ на объекте «Реконструкция водовода Ду=900-1000 мм по Пискаревскому пр. от Свердловской набережной до пр. М.Тухачевского»;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Электронный аукцион;1573093.08 ₽;2022-12-26;2023-01-17;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533510
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000037;Оказание услуг по ведению авторского надзора за выполнением работ на объекте «Реконструкция водовода по пр. Металлистов от Пискаревского пр. до ш. Революции»;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Электронный аукцион;947256.34 ₽;2022-12-26;2023-01-17;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533505
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000036;Оказание услуг по ведению авторского надзора за выполнением работ на объекте «Реконструкция водовода по пр. Большевиков от пр. Пятилеток до ул. Новоселов»;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Электронный аукцион;1414153.46 ₽;2022-12-26;2023-01-17;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6533495
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000026;Проектирование капитального ремонта общественного туалета по адресу: г. Санкт-Петербург, улица Карпинского д. 16 пом.1Н лит.А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;1788947.45 ₽;2022-12-22;2023-01-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6497238
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000025;Проектирование капитального ремонта общественного туалета по адресу: г. Санкт-Петербург, улица Комиссара Смирнова, дом 15, корп. 3, лит. А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;1365783.38 ₽;2022-12-22;2023-01-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6497235
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000024;Проектирование капитального ремонта общественного туалета по адресу: Санкт-Петербург, город Колпино, проспект Ленина, д.8, лит.А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;3424229.03 ₽;2022-12-22;2023-01-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6497231
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000023;Проектирование капитального ремонта общественного туалета по адресу: г. Санкт-Петербург, Приморский проспект, д.74, лит. Ж;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2108934.77 ₽;2022-12-22;2023-01-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6496997
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000022;Проектирование капитального ремонта общественного туалета по адресу: Санкт-Петербург, город Павловск, улица Мичурина, дом 4, литера А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2071733.02 ₽;2022-12-22;2023-01-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6496996
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000021;Проектирование капитального ремонта общественного туалета по адресу: г. Санкт-Петербург, Приморский проспект, д.74, лит. И;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;1839955.88 ₽;2022-12-22;2023-01-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6496995
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000020;Проектирование капитального ремонта общественного туалета по адресу: Санкт-Петербург, город Пушкин, Леонтьевская улица, д.29, лит.А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2940742.14 ₽;2022-12-22;2023-01-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/6496987
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";ЗП2122744;"Поставка насосных агрегатов и насосной станции
";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Конкурс;266437152.29 ₽;2022-12-30;2023-01-16;Архив;zakupki;https://www.tektorg.ru/zakupki/procedures/6588366
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";ЗП2112877;"Поставка вспомогательного оборудования
";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Конкурс;81344700.37 ₽;2022-11-30;2022-12-21;Архив;zakupki;https://www.tektorg.ru/zakupki/procedures/6180812
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";ЗП2111690;"Поставка химических реагентов
";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Конкурс;2337769680.32 ₽;2022-11-21;2022-12-07;Архив;zakupki;https://www.tektorg.ru/zakupki/procedures/6045805
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000019;Капитальный ремонт общественного туалета по адресу: Санкт-Петербург, Крестовский пр., д.21, литера Ж;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;15423615.6 ₽;2022-10-26;2022-11-14;Архив;44fz;https://www.tektorg.ru/44fz/procedures/5717843
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000018;Реконструкция общественного туалета по адресу: п. Молодёжное, ул. Правды, д.4б, литера А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;7663190.4 ₽;2022-10-24;2022-11-09;Архив;44fz;https://www.tektorg.ru/44fz/procedures/5699706
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000122000017;Проектирование строительства стационарного снегоплавильного пункта с реконструкцией канализационной насосной станции, тоннельного канализационного коллектора по адресу: Санкт-Петербург, улица Руставели, дом 31, корпус 4, литера А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;18939445.69 ₽;2022-10-24;2022-11-09;Архив;44fz;https://www.tektorg.ru/44fz/procedures/5698530
