srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;zav_nomer;klass;dubl
expired;центробежный компрессор;11-ТУ-10700-2019;03.09.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: центробежный компрессор GA 425/6, поз.М-251, эксплуатируемый в АО «НАК«Азот», цех по производству метанола (ОПО I класса опасности, индекс отраслевой принадлежности-7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-10700-2019;https://monitor-pb.ru/customer/7116000066;;компрессор;н/д
expired;центробежный компрессор;18-ТУ-08051-2016;30.05.2016;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";"центробежный компрессор К250-61-5, зав. № Р/К 1, поз. по схеме К-2, установка ЦВК-1 цеха № 17, принадлежащий ОАО ""Славнефть-Ярославнефтеоргсинтез"" г.Ярославля";ТУ;7606048437;"ООО ""СЕВЕРНЫЙ ЭКСПЕРТНЫЙ ЦЕНТР""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-08051-2016;https://monitor-pb.ru/customer/7601001107;P/K1;компрессор;нет
expired;центробежный компрессор;18-ТУ-13823-2017;24.08.2017;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";"центробежный компрессор марки ТКV-324, зав.№ 1805110, позиция по схеме ТК-101, установки гидроочистки дизельного топлива ЛЧ-24/7 цеха гидропроцессов № 4, ОАО ""Славнефть-ЯНОС""";ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-13823-2017;https://monitor-pb.ru/customer/7601001107;1805110;компрессор;нет
expired;центробежный компрессор;25-ТУ-03563-2019;01.07.2019;1121003135;"АО ""СЛПК""";"""Компрессор центробежной К-250-61-5, зав. № 515, установленный на компрессорной станции АО ""Монди СЛПК""";ТУ;1101089744;"ООО ""Экспертный центр промышленной безопасности"" (ИНН 1101089744)";соответствует;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-03563-2019;https://monitor-pb.ru/customer/1121003135;515;компрессор;да
expired;центробежный компрессор;35-ТУ-00015-2018;11.01.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Центробежный компрессор С4101», применяемый на опасном производственном объекте: «Площадка цеха №2 «Разделения пирогаза и получения бензола» производства пиролиза углеводородов нефти, очистки, компримирования, разделения пирогаза» (II класс опасности);ТУ;3801051940;"ООО ""УНИВЕРСАЛ-ТС""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00015-2018;https://monitor-pb.ru/customer/2624022320;;компрессор;н/д
expired;центробежный компрессор;35-ТУ-00016-2018;11.01.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Центробежный компрессор С2001», применяемый на опасном производственном объекте: «Площадка цеха №2 «Разделения пирогаза и получения бензола» производства пиролиза углеводородов нефти, очистки, компримирования, разделения пирогаза» ( II класс опасности);ТУ;3801051940;"ООО ""УНИВЕРСАЛ-ТС""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00016-2018;https://monitor-pb.ru/customer/2624022320;;компрессор;н/д
expired;центробежный компрессор;35-ТУ-04202-2018;13.06.2018;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";центробежный компрессор СО2 типа 5RMA 78+4RVA 39, поз. К-104 эксплуатируемый в АО «Невинномысский Азот», цех №2-А (ОПО II класса опасности, индекс отраслевой принадлежности – 7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-04202-2018;https://monitor-pb.ru/customer/2631015563;;компрессор;н/д
expired;центробежный компрессор;38-ТУ-00744-2015;27.01.2015;3006006420;"ООО ""ГАЗПРОМ ДОБЫЧА АСТРАХАНЬ""";Центробежный компрессор ЦК-135/8, технологический №ГПА-01-03, КВК-1, цеха ТСиМЦК Астраханского газоперерабатывающего завода (АГПЗ) ООО “Газпром добыча Астрахань”;ТУ;5610003940;"АО ""Системы и технологии обеспечения безопасности. Техдиагностика""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-00744-2015;https://monitor-pb.ru/customer/3006006420;;компрессор;н/д
expired;центробежный компрессор;39-ТУ-21917-2019;26.11.2019;3448003962;"АО ""КАУСТИК""";Компрессор центробежный хлорный ХТК – 2,5 / 3,5 М поз. 63-3 зав.№07002 цех 6 корпус 3-1, опо №А39-00003-0001;ТУ;3448051282;"ООО ""Центр испытаний, оценки соответствия и экспертиз""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-21917-2019;https://monitor-pb.ru/customer/3448003962;07002;компрессор;да
expired;центробежный компрессор;41-ТУ-01551-2021;20.01.2021;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) ЦБК тип Н-370-18-1 зав. № 7060 и ротор зав. № б/н, ст. № 23, инв. № 080952, КС-17 Полянского ЛПУМГ.;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01551-2021;https://monitor-pb.ru/customer/0276053659;7060;компрессор;нет
expired;центробежный компрессор;41-ТУ-01735-2021;20.01.2021;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) ЦБК тип Н-370-18-1 зав. № 6780 и ротор зав. № б/н, ст. № 21, инв. № 080952, КС-17 Полянского ЛПУМГ.;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01735-2021;https://monitor-pb.ru/customer/0276053659;6780;компрессор;нет
expired;центробежный компрессор;41-ТУ-03115-2021;26.01.2021;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Центробежный компрессор марки RB4B, техн. № К-151, зав. № 1355, (Площадка газокаталитического производства филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», комплекс «Гидрокрекинг», отделение 100,200,300,400,500,800);ТУ;7701027236;"ООО ""ИНТЕРЮНИС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-03115-2021;https://monitor-pb.ru/customer/0274051582;1355;компрессор;нет
expired;центробежный компрессор;41-ТУ-15131-2023;02.03.2023;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) ЦБН тип Н-370-18-1 зав. №7086 и ротор зав. № 21-13 ГПА ст. №34, инв. № 080938;ТУ;7813411480;"ООО ""НИИПГАЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-15131-2023;https://monitor-pb.ru/customer/0276053659;7086;компрессор;нет
expired;центробежный компрессор;41-ТУ-34734-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Холодильник промежуточный, зав. №789, 1 ступени, центробежный компрессор К-905-61-1 поз. 1, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34734-2015;https://monitor-pb.ru/customer/0266008329;789;обвязка;нет
expired;центробежный компрессор;41-ТУ-34750-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Маслохолодильник, поз. 2, зав. №137, центробежный компрессор К-905-61-1 поз. 1, об. 270, цех №5, ГХЗ, ОАО «Газпром неф-техим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34750-2015;https://monitor-pb.ru/customer/0266008329;137;обвязка;нет
expired;центробежный компрессор;41-ТУ-34756-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Маслохолодильник, поз. 3, зав. №139, центробежный компрессор К-905-61-1 поз. 1, об. 270, цех №5, ГХЗ, ОАО «Газпром неф-техим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34756-2015;https://monitor-pb.ru/customer/0266008329;139;обвязка;нет
expired;центробежный компрессор;41-ТУ-34757-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Холодильник промежуточный, зав. №700, 1 ступени, центробежный компрессор К-905-61-1 поз. 2, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34757-2015;https://monitor-pb.ru/customer/0266008329;700;обвязка;нет
expired;центробежный компрессор;41-ТУ-34766-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Холодильник промежуточный, зав. №1989, 2 ступени, центробежный компрессор К-905-61-1 поз. 2, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34766-2015;https://monitor-pb.ru/customer/0266008329;1989;обвязка;нет
expired;центробежный компрессор;41-ТУ-34773-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Маслохолодильник, поз. 1, зав. №261, центробежный компрессор К-905-61-1 поз. 2, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Са-лават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34773-2015;https://monitor-pb.ru/customer/0266008329;261;обвязка;нет
expired;центробежный компрессор;41-ТУ-34775-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Маслохолодильник, поз. 2, зав. №268, центробежный компрессор К-905-61-1 поз. 2, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Са-лават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34775-2015;https://monitor-pb.ru/customer/0266008329;268;обвязка;нет
expired;центробежный компрессор;41-ТУ-34778-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Маслохолодильник, поз. 3, зав. №256, центробежный компрессор К-905-61-1 поз. 2, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Са-лават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34778-2015;https://monitor-pb.ru/customer/0266008329;256;обвязка;нет
expired;центробежный компрессор;41-ТУ-34782-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Холодильник промежуточный, зав. №1900, 1 ступени, центробежный компрессор К-905-61-1 поз. 3, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34782-2015;https://monitor-pb.ru/customer/0266008329;1900;обвязка;нет
expired;центробежный компрессор;41-ТУ-34789-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Холодильник промежуточный, зав. №1988, 2 ступени, центробежный компрессор К-905-61-1 поз. 3, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34789-2015;https://monitor-pb.ru/customer/0266008329;1988;обвязка;нет
expired;центробежный компрессор;41-ТУ-34815-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Маслохолодильник, поз. 1, зав. №134, центробежный компрессор К-905-61-1 поз. 3, об. 270, цех №5, ГХЗ, ОАО «Газпром неф-техим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34815-2015;https://monitor-pb.ru/customer/0266008329;134;обвязка;нет
expired;центробежный компрессор;41-ТУ-34818-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Маслохолодильник, поз. 2, зав. №133, центробежный компрессор К-905-61-1 поз. 3, об. 270, цех №5, ГХЗ, ОАО «Газпром неф-техим Салават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34818-2015;https://monitor-pb.ru/customer/0266008329;133;обвязка;нет
expired;центробежный компрессор;41-ТУ-41692-2016;14.12.2016;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Центробежный компрессор 5ЦД-208/30-45М, поз. К-201, зав. №75001, инв. №10074122, Филиал ПАО АНК «Башнефть», «Башнефть-Новойл», Газокаталитическое производство, установка Л-35-11/1000;ТУ;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-41692-2016;https://monitor-pb.ru/customer/0274051582;75001;компрессор;да
expired;центробежный компрессор;49-ТУ-20390-2019;08.05.2019;5615002700;"ПАО ""ОРСКНЕФТЕОРГСИНТЕЗ""";Центробежный компрессор марки 4VRM-200/490, тех. №ЦК-1 (зав. № 430936/560.030), входящий в состав установки ЛГ-35-11/300-95 цеха №2 ПАО «Орскнефтеоргсинтез» Орск;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-20390-2019;https://monitor-pb.ru/customer/5615002700;430936/560.030;компрессор;да
expired;центробежный компрессор;53-ТУ-16321-2018;19.10.2018;6320004728;"АО ""ТОАЗ""";Центробежный компрессор ЦНД 4М-8-6 (зав.№ 3-8-3240), ЦВД 3М10-8 (зав.№ 3-8-3237), тех.индекс № К-602, инв. № 0051249;ТУ;7734543028;"ООО ""ТМС РУС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-16321-2018;https://monitor-pb.ru/customer/6320004728;3-8-3240;компрессор;да
expired;центробежный компрессор;53-ТУ-16331-2018;19.10.2018;6320004728;"АО ""ТОАЗ""";Центробежный компрессор ЦНД 3М9-7, ЦВД 3М7, ЦНД зав.№ 3-7-3226 ЦВД зав.№ 3-7-3229, тех.индекс № К-901, инв. № 0051250;ТУ;7734543028;"ООО ""ТМС РУС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-16331-2018;https://monitor-pb.ru/customer/6320004728;3-7-3226;компрессор;да
expired;центробежный компрессор;57-ТУ-38881-2019;25.09.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-890-121-1, техн. ТК-1, зав. № 8823 (Площадка компрессорной станции Варьеганская КС-III очередь (Белозерный ГПЗ) АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-38881-2019;https://monitor-pb.ru/customer/7202116628;8823;компрессор;да
expired;центробежный компрессор;57-ТУ-46384-2018;04.12.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство - Центробежный компрессор марки 4ГЦ2-109/18-76, техн. № КЦ-102/1, зав. № 88001 (Площадка переработки попутного нефтяного газа Няганьгазпереработка АО «СибурТюменьГаз», УПГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-46384-2018;https://monitor-pb.ru/customer/7202116628;88001;компрессор;да
expired;центробежный компрессор;57-ТУ-56864-2019;17.12.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 2ВС4 техн. № С-103В, зав. № 2-4-3856F (Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ АО «СибурТюменьГаз», ГПП-1, ТУ-4);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-56864-2019;https://monitor-pb.ru/customer/7202116628;2-4-3856F;компрессор;да
expired;центробежный компрессор;58-ТУ-22020-2016;11.07.2016;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"компрессор центробежный К-890-121-1, зав. № 5104ВР-338, агр. № КС 101/1 эксплуатируемый ООО ""ЛУКОЙЛ – Западная Сибирь"", ТПП ""Лангепаснефтегаз"", УППНГ, КССГ-1, 2";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-22020-2016;https://monitor-pb.ru/customer/8608048498;5104BP-338;компрессор;да
expired;центробежный компрессор;59-ТУ-01321-2020;17.01.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки К-890-122-1, техн. № КЦ-201/1, зав. № 9346 (Площадка переработки попутного нефтяного газа Губкинского ГПЗ АО «СибурТюменьГаз», ГП, УКГ-2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01321-2020;https://monitor-pb.ru/customer/7202116628;9346;компрессор;да
expired;центробежный компрессор;59-ТУ-02013-2018;24.01.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки К-890-121-1, техн. № КЦ-101/3, зав. № 7882 (Площадка переработки попутного нефтяного газа Губкинского ГПЗ АО «СибурТюменьГаз», УКГ-1, ЦПГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-02013-2018;https://monitor-pb.ru/customer/7202116628;7882;компрессор;да
expired;центробежный компрессор;59-ТУ-35556-2019;05.09.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-890-121-1, техн. № КЦ-101/2, зав. № 8128 (Площадка переработки попутного нефтяного газа Муравленковского ГПЗ АО «СибурТюменьГаз», УКОГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-35556-2019;https://monitor-pb.ru/customer/7202116628;8128;компрессор;да
expired;центробежный компрессор;62-ТУ-00922-2020;20.01.2020;7017156263;"ООО ""ГАЗПРОМ МЕТАНОЛ""";техническое устройство «Центробежный компрессор конвертируемого газа (синтез-газ) поз. 3131/4 с приводом от паровой турбины поз. 3722/4, инв.№ 000004307»,;ТУ;7017262624;"ООО ""ТЕХНОЛОГИЯ"" (ИНН 7017262624)";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-00922-2020;https://monitor-pb.ru/customer/7017156263;;компрессор;нет
expired;центробежный компрессор;66-ТУ-05953-2021;11.05.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";на техническое устройство: Компрессор кислородный центробежный 4ГЦ-1-250/5 ст. №1/49М, зав. №87001, инв. №30800024945;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-05953-2021;https://monitor-pb.ru/customer/8401005730;87001;компрессор;да
expired;центробежный компрессор;66-ТУ-05954-2021;11.05.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";на техническое устройство: Компрессор воздушный центробежный К-1500-62-2 ст.№12/60М, зав.№8839, инв.№30800024008;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-05954-2021;https://monitor-pb.ru/customer/8401005730;8839;компрессор;да
expired;центробежный компрессор;66-ТУ-05955-2021;11.05.2021;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";на техническое устройство: Компрессор воздушный центробежный К-1500-62-2 ст.№13/61М, зав.№9969, инв.№30810000926;ТУ;7816374814;"ООО ""ГЦЭ - СЕВЕР""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-05955-2021;https://monitor-pb.ru/customer/8401005730;9969;компрессор;да
expired;центробежный компрессор;68-ТУ-25015-2015;14.12.2015;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: центробежный компрессор К-500-61-1 №5, заводской № 414, инвентарный № 517949, эксплуатируемый на опасном производственном объекте II класса опасности энергетического цеха АО «ЕВРАЗ ЗСМК»;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-25015-2015;https://monitor-pb.ru/customer/4218000951;414;компрессор;да
expired;центробежный компрессор;68-ТУ-25020-2015;14.12.2015;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: центробежный компрессор К-500-61-1 № 4, заводской № 366, инвентарный № 517952, эксплуатируемый на опасном производственном объекте II класса опасности энергетического цеха АО «ЕВРАЗ ЗСМК»;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-25020-2015;https://monitor-pb.ru/customer/4218000951;366;компрессор;нет
expired;центробежный компрессор;68-ТУ-25021-2015;14.12.2015;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: центробежный компрессор К-500-61-1 №3, заводской № 151, инвентарный № 517948, эксплуатируемый на опасном производственном объекте II класса опасности энергетического цеха АО «ЕВРАЗ ЗСМК»;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-25021-2015;https://monitor-pb.ru/customer/4218000951;151;компрессор;нет
expired;центробежный компрессор;11-ТУ-03296-2020;17.04.2020;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: центробежный компрессор 2MCL 607 и 2ВСL 305, поз.11-ТК-1, эксплуатируемый в АО «НАК«Азот», цех Карбамид-3 (1-я очередь);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03296-2020;https://monitor-pb.ru/customer/7116000066;;компрессор;н/д
expired;центробежный компрессор;13-ТУ-12045-2015;16.11.2015;4823006703;"ПАО ""НЛМК""";Компрессор центробежный кислородный марки КТК-12.5/35, инв. №77980, зав. №74003, ст. № 3, эксплуатируемый на участке компрессии кислорода и азота, площадка кислородной станции №1;ТУ;1660016351;"АО ""НИИТУРБОКОМПРЕССОР ИМ.В.Б.ШНЕППА""";не в полной мере;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12045-2015;https://monitor-pb.ru/customer/4823006703;74003;компрессор;да
expired;центробежный компрессор;24-ТУ-22180-2020;15.12.2020;1004001744;"АО ""КАРЕЛЬСКИЙ ОКАТЫШ""";"компрессор центробежный К-250-61-5 техн.№2, зав.№ 106 применяемый в составе опасного производственного объекта ""Площадка компрессорной станции"" рег.№ А24-01478-0026, IV класс опасности";ТУ;1001208677;"ООО ""ПРОМЭКСПЕРТИЗА"" (ИНН 1001208677)";соответствует;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-22180-2020;https://monitor-pb.ru/customer/1004001744;106;компрессор;да
expired;центробежный компрессор;26-ТУ-00399-2022;14.01.2022;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Компрессор центробежный воздушный К-500-61-1, № 1, зав. № 457, инв. № 170287, центр энергообеспечения (ЦЭО), АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-00399-2022;https://monitor-pb.ru/customer/5191431170;457;компрессор;нет
expired;центробежный компрессор;26-ТУ-20839-2021;09.12.2021;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Компрессор центробежный воздушный К-250-61-5, № 1, зав. № 296, инв. № 170342, центр энергообеспечения (ЦЭО), АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-20839-2021;https://monitor-pb.ru/customer/5191431170;296;компрессор;нет
expired;центробежный компрессор;26-ТУ-20846-2021;09.12.2021;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Компрессор центробежный кислородный КТК-12,5/35, № 3, зав. № 88003, инв. № 171150, центр энергообеспечения (ЦЭО), АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-20846-2021;https://monitor-pb.ru/customer/5191431170;88003;компрессор;да
expired;центробежный компрессор;35-ТУ-00014-2018;11.01.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Центробежный компрессор, поз. С3301», применяемое на опасном производственном объекте «Площадка цеха №2 «Разделения пирогаза и получения бензола» производства пиролиза углеводородов нефти, очистки, компримирования, разделения пирогаза, ( II класс опасности);ТУ;3801051940;"ООО ""УНИВЕРСАЛ-ТС""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00014-2018;https://monitor-pb.ru/customer/2624022320;;компрессор;н/д
expired;центробежный компрессор;35-ТУ-05865-2017;31.08.2017;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";центробежный вакуумный компрессор типа ЦКО 215/0,15-1,35, поз. ВК-3, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класс опасности, индекс отраслевой принадлежности-7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-05865-2017;https://monitor-pb.ru/customer/2631015563;;компрессор;н/д
expired;центробежный компрессор;41-ТУ-34737-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Холодильник промежуточный, зав. №157, 2 ступени, центробежный компрессор К-905-61-1 поз. 1, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Са-лават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34737-2015;https://monitor-pb.ru/customer/0266008329;157;обвязка;нет
expired;центробежный компрессор;41-ТУ-34740-2015;18.09.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Холодильник концевой ВОТ-120, зав.№88, центробежный компрессор К-905-61-1 поз. 1, об. 270, цех №5, ГХЗ, ОАО «Газпром нефтехим Са-лават», г. Салават;ТУ;6674374250;"ООО ""СТРАТЕГИЯ НК""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34740-2015;https://monitor-pb.ru/customer/0266008329;88;обвязка;нет
