klyuch;procedure_id;nomer;predmet;zakazchik;slug;inn;v_ocheredi;summa;data;sekciya;ssylka
компрессор;997972;32312505270;Поставка насосной станции повышения давления;КВГ;ooo-kontsessii-vodosnabzheniya-gelendzhik;2304073741;да;1454180.0;2023-06-20;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/803483-postavka-nasosnoy-stantsii-povysheniya-davleniya/
компрессор;564001;32110511338;Запрос предложений в электронной форме на право заключения договора на поставку насоса горизонтального центробежного с электроприводом;"ООО ""ЭКОИН - НОРСИ""";ooo-ekologicheskiy-investor-norsi;5250038535;;4108000.0;2021-07-29;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/516550-zapros-predlozheniy-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-na-postavku-nasosa-gorizontalnogo-tsentrobezhnogo-s-elektro
компрессор;581245;32110592556;Поставка насосного оборудования ЭЦВ;МУП ВОДОКАНАЛ;munitsipalnoe-unitarnoe-predpriyatie-vodoprovodno-kanalizatsionnogo-hozyaystva-gorodskogo-okruga-verhnyaya-pyshma;6606011940;;393353.34;2021-08-27;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/528194-postavka-nasosnogo-oborudovaniya-etsv/
компрессор;581113;32110591984;"Поставка насосов и запасных частей для нужд ПАО ""МОЭК"" (22P10231)";"ПАО ""МОЭК""";pao-moskovskaya-obedinennaya-energeticheskaya-kompaniya;7720518494;;12658663.51;2021-08-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/527942-postavka-nasosov-i-zapasnyh-chastey-dlya-nuzhd-pao-moek-22p10231/
компрессор;587505;32110620428;104/06.09.21/ПВК/КО/Э Поставка  запасных частей к насосам Grundfos;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ooo-gazprom-neftehim-salavat;0266048970;да;321791.08;2021-09-07;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/532724-104-06-09-21-pvk-ko-e-postavka-zapasnyh-chastey-k-nasosam-grundfos/
компрессор;587983;32110622989;114/07.09.21/ПВК/МИ/Э/СМСП Поставка запасных частей к насосам;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ooo-gazprom-neftehim-salavat;0266048970;да;121272.39;2021-09-08;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/533059-114-07-09-21-pvk-mi-e-smsp-postavka-zapasnyh-chastey-k-nasosam/
компрессор;549348;32110439163;Поставка оборудования для обслуживания газопроводов;ПАО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ НИЖНИЙ НОВГОРОД;pao-gazprom-gazoraspredelenie-nizhniy-novgorod;5200000102;;1437785.8;2021-07-01;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/505522-postavka-oborudovaniya-dlya-obsluzhivaniya-gazoprovodov/
компрессор;550506;32110444239;Поставка оригинальных комплектующих запчастей к гидростанциям для нужд Шахунского филиала АО «НОКК»;"АО ""НОКК""";ao-nizhegorodskaya-oblastnaya-kommunalnaya-kompaniya;5260267654;;192606.22;2021-07-05;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/506385-postavka-originalnyh-komplektuyuschih-zapchastey-k-gidrostantsiyam-dlya-nuzhd-shahunskogo-filiala-ao-nokk/
компрессор;569626;32110537946;"Открытые маркетинговые исследования в электронной форме №176-2021МИ на поставку товаров по номенклатурной группе: Мотопомпы, насосы для нужд АО ""Газпром газораспределение Брянск""";АО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ БРЯНСК;ao-gazprom-gazoraspredelenie-bryansk;3234007455;;300000.0;2021-08-09;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/519989-otkrytye-marketingovye-issledovaniya-v-elektronnoy-forme-176-2021mi-na-postavku-tovarov-po-nomenklaturnoy-gruppe-motopompy-nasosy-d
компрессор;574120;32110559979;Поставка насоса и устройства плавного пуска для нужд Шахунского филиала АО «НОКК»;"АО ""НОКК""";ao-nizhegorodskaya-oblastnaya-kommunalnaya-kompaniya;5260267654;;315000.0;2021-08-16;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/523388-postavka-nasosa-i-ustroystva-plavnogo-puska-dlya-nuzhd-shahunskogo-filiala-ao-nokk/
компрессор;589648;32110631506;Запрос предложений в электронной форме на право заключения договора на поставку насоса горизонтального центробежного с электроприводом;"ООО ""ЭКОИН - НОРСИ""";ooo-ekologicheskiy-investor-norsi;5250038535;;4108000.0;2021-09-10;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/534132-zapros-predlozheniy-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-na-postavku-nasosa-gorizontalnogo-tsentrobezhnogo-s-elektro
компрессор;589249;32110629376;Проведение процедуры открытого запроса предложений в электронной форме «На право заключения договора поставки, шефмонтажа и пуско-наладки «Модульной повысительно-понизительной насосной станции производительностью Q = 65 м3/ч в г. Ачинск, для нужд ООО «Теплосеть»;"ООО ""ТЕПЛОСЕТЬ""";ooo-teploset;4701005692;;9000000.0;2021-09-10;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/533894-provedenie-protsedury-otkrytogo-zaprosa-predlozheniy-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-postavki-shefmontazha-i-pu
компрессор;588830;32110627120;Поставка насосов и оборудования инженерного назначения;"АУ ""Югорский колледж-интернат олимпийского резерва""";avtonomnoe-professionalnoe-obrazovatelnoe-uchrezhdenie-hanty-mansiyskogo-avtonomnogo-okruga-yugry-yugorskiy-kolledzh-internat-olimpiyskogo-rezerva;8601037169;;284644.65;2021-09-09;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/533588-postavka-nasosov-i-oborudovaniya-inzhenernogo-naznacheniya/
компрессор;590079;32110633435;134/13.09.21/ПВК/МИ/Э/СМСП Поставка запчастей к насосам Flygt;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ooo-gazprom-neftehim-salavat;0266048970;да;1171479.91;2021-09-13;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/534458-134-13-09-21-pvk-mi-e-smsp-postavka-zapchastey-k-nasosam-flygt/
компрессор;543081;32110404799;Поставка Насосов и запасных частей согласно ТЗ;"ЧФ ООО ""Мечел-Энерго""";chelyabinskiy-filial-obschestva-s-ogranichennoy-otvetstvennostyu-mechel-energo;7722245108;да;3923040.02;2021-06-22;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/500894-postavka-nasosov-i-zapasnyh-chastey-soglasno-tz/
компрессор;548309;32110433792;"Поставка запасных частей к газоперекачивающим агрегатам для нужд ООО ""Газпром добыча Оренбург"" (ФЕН 53628)";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;12372019.34;2021-06-30;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/167571-postavka-zapasnyh-chastey-k-gazoperekachivayuschim-agregatam-dlya-nuzhd-ooo-gazprom-dobycha-orenburg-fen-53628/
компрессор;547665;32110430046;"Открытый запрос котировок на право заключения договора на поставку погружного центробежного агрегата ЭЦВ 12-160-100 нро
";"АО ""БАЗ""";ao-bryanskiy-avtomobilnyy-zavod;3255502838;;235788.25;2021-06-29;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/504053-otkrytyy-zapros-kotirovok-na-pravo-zaklyucheniya-dogovora-na-postavku-pogruzhnogo-tsentrobezhnogo-agregata-etsv-12-160-100-nro/
компрессор;548032;32110432182;"Поставка насосов, насосного оборудования, электродвигателей и запасных частей к ним для нужд АО ""НОКК""";"АО ""НОКК""";ao-nizhegorodskaya-oblastnaya-kommunalnaya-kompaniya;5260267654;;511684.0;2021-06-30;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/504478-postavka-nasosov-nasosnogo-oborudovaniya-elektrodvigateley-i-zapasnyh-chastey-k-nim-dlya-nuzhd-ao-nokk/
компрессор;551798;32110450019;"Поставка насосного агрегата СД 250/22,5 с электродвигателем 37 кВт., ""Вибровставка DN 125 мм и DN150 мм""";"МУП ""ВОДОКАНАЛ""";munitsipalnoe-unitarnoe-predpriyatie-vodoprovodno-kanalizatsionnogo-hozyaystva-gorodskogo-okruga-verhnyaya-pyshma;6606011940;;250211.59;2021-07-07;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/507314-postavka-nasosnogo-agregata-sd-250-225-s-elektrodvigatelem-37-kvt-vibrovstavka-dn-125-mm-i-dn150-mm/
компрессор;551797;32110450020;Поставка насосного оборудования- дополнительный объем;"МУП ""ВОДОКАНАЛ""";munitsipalnoe-unitarnoe-predpriyatie-vodoprovodno-kanalizatsionnogo-hozyaystva-gorodskogo-okruga-verhnyaya-pyshma;6606011940;;854531.0;2021-07-07;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/507315-postavka-nasosnogo-oborudovaniya-dopolnitelnyy-obem/
компрессор;553453;32110458409;ЗАПРОС ПРЕДЛОЖЕНИЙ В ЭЛЕКТРОННОЙ ФОРМЕ ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ: СРЕДСТВА ИНДИВИДУАЛЬНОЙ ЗАЩИТЫ;АО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ СЕВЕР;ao-gazprom-gazoraspredelenie-sever;7203058440;;202566.67;2021-07-09;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/508624-zapros-predlozheniy-v-elektronnoy-forme-po-otboru-organizatsii-na-postavku-tovarov-po-nomenklaturnoy-gruppe-sredstva-individualnoy-
компрессор;631165;32110827397;Поставка ручного инструмента;ПАО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ НИЖНИЙ НОВГОРОД;pao-gazprom-gazoraspredelenie-nizhniy-novgorod;5200000102;;2181574.8;2021-11-17;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/562886-postavka-ruchnogo-instrumenta/
компрессор;641997;32110887907;Поставка промывочного насоса для бурового станка для нужд АО «Сибирское ПГО»;"АО ""СИБИРСКОЕ ПГО""";ao-sibirskoe-proizvodstvenno-geologicheskoe-obedinenie;2465106613;;1320109.0;2021-12-01;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/569790-postavka-promyvochnogo-nasosa-dlya-burovogo-stanka-dlya-nuzhd-ao-sibirskoe-pgo/
компрессор;1201934;32413457425;Поставка моноблочных насосных агрегатов с кожухом охлаждения;КВГ;ooo-kontsessii-vodosnabzheniya-gelendzhik;2304073741;да;6795000.0;2024-04-01;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/934200-postavka-monoblochnyh-nasosnyh-agregatov-s-kozhuhom-ohlazhdeniya/
компрессор;1204131;32413466591;Поставка комплектующих для установки ультрафиолетового обеззараживания типа УДВ-288-1Г-500Т;"ООО ""ЭКОИН - НОРСИ""";ooo-ekologicheskiy-investor-norsi;5250038535;;1296720.0;2024-04-03;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/935588-postavka-komplektuyuschih-dlya-ustanovki-ultrafioletovogo-obezzarazhivaniya-tipa-udv-288-1g-500t/
компрессор;1221905;32413544133;Запрос котировок в электронной форме для заключения договора на поставку мотопомп для нужд ООО «Самарские коммунальные системы» в 2024 году. (СКС-3188 для СМСП);САМАРСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ;ooo-samarskie-kommunalnye-sistemy;6312110828;;427501.4;2024-04-24;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/946969-zapros-kotirovok-v-elektronnoy-forme-dlya-zaklyucheniya-dogovora-na-postavku-motopomp-dlya-nuzhd-ooo-samarskie-kommunalnye-sistemy-
компрессор;1293734;32413861021;"Запрос котировок в электронной форме на право заключения договора на поставку насосного агрегата ЭЦВ 10-160-75 НРО или эквивалента, для нужд ООО ""Березниковская водоснабжающая компания""";"ООО ""БВК""";ooo-bereznikovskaya-vodosnabzhayuschaya-kompaniya;5911077166;;339006.67;2024-08-01;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/988750-zapros-kotirovok-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-na-postavku-nasosnogo-agregata-etsv-10-160-75-nro-ili-ekvivale
компрессор;1233298;32413596125;"Запрос котировок в электронной форме среди субъектов малого и среднего предпринимательства на право заключения договора на поставку запчастей к насосам, для нужд ООО ""Березниковская Водоснабжающая Компания""";"ООО ""БВК""";ooo-bereznikovskaya-vodosnabzhayuschaya-kompaniya;5911077166;;341294.72;2024-05-15;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/953725-zapros-kotirovok-v-elektronnoy-forme-sredi-subektov-malogo-i-srednego-predprinimatelstva-na-pravo-zaklyucheniya-dogovora-na-postavk
компрессор;1303251;32413895393;Поставка деталей для насоса 24 НДН;АО КРЫМТЭЦ;ao-krymteploelektrotsentral;9102070194;;1320552.0;2024-08-13;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/994413-postavka-detaley-dlya-nasosa-24-ndn/
компрессор;1308889;32413919409;Поставка уплотнений торцевых для насоса KSB;АО КРЫМТЭЦ;ao-krymteploelektrotsentral;9102070194;;1437387.0;2024-08-21;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/997855-postavka-uplotneniy-tortsevyh-dlya-nasosa-ksb/
компрессор;284288;31908313100;Поставка ротора в сборе насоса Д 5000-32 для нужд АО «ОмскВодоканал»;"АО ""ОМСКВОДОКАНАЛ""";ao-omskvodokanal;5504097128;да;418680.0;2019-09-18;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/270370-postavka-rotora-v-sbore-nasosa-d-5000-32-dlya-nuzhd-ao-omskvodokanal/
компрессор;877842;32211968050;Запрос котировок в электронной форме для заключения договоров на поставку мотопомп бензиновых для нужд ООО «Самарские коммунальные системы» в 2023 г. (СКС-2638 для СМСП);САМАРСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ;ooo-samarskie-kommunalnye-sistemy;6312110828;;934596.0;2022-12-19;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/722655-zapros-kotirovok-v-elektronnoy-forme-dlya-zaklyucheniya-dogovorov-na-postavku-motopomp-benzinovyh-dlya-nuzhd-ooo-samarskie-kommunal
компрессор;805648;32211675666;Насосы ЭЦВ;РКС-Тамбов;ooo-kontsessionnye-kommunalnye-sistemy;3661079069;;648959.33;2022-09-07;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/677188-nasosy-etsv/
компрессор;826408;32211761288;"Насосы СМ для нужд ООО ""Ульяновскоблводоканал""";"ООО ""УЛЬЯНОВСКОБЛВОДОКАНАЛ""";ooo-ulyanovskiy-oblastnoy-vodokanal;7728778215;да;1249280.02;2022-10-13;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/690239-nasosy-sm-dlya-nuzhd-ooo-ulyanovskoblvodokanal/
компрессор;881938;32211990449;Поставка  насосов (дополнительный объём);МУП ВОДОКАНАЛ;munitsipalnoe-unitarnoe-predpriyatie-vodoprovodno-kanalizatsionnogo-hozyaystva-gorodskogo-okruga-verhnyaya-pyshma;6606011940;;249783.25;2022-12-26;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/725655-postavka-nasosov-dopolnitelnyy-obyom/
компрессор;953882;32312300715;Поставка насоса водяного погружного скважинного многоступенчатого;ГРК;ooo-gorodskaya-resursosnabzhayuschaya-kompaniya;7730249265;;146000.0;2023-04-18;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/775718-postavka-nasosa-vodyanogo-pogruzhnogo-skvazhinnogo-mnogostupenchatogo/
компрессор;1080422;32312880717;"Запрос котировок в электронной форме среди субъектов малого и среднего предпринимательства на право заключения договора на поставку и установку насосных агрегатов на НС – 1 подъема водозаборов «Усолка», «Извер», для нужд ООО ""Березниковская водоснабжающая компания""";"ООО ""БВК""";ooo-bereznikovskaya-vodosnabzhayuschaya-kompaniya;5911077166;;530920.0;2023-10-23;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/856377-zapros-kotirovok-v-elektronnoy-forme-sredi-subektov-malogo-i-srednego-predprinimatelstva-na-pravo-zaklyucheniya-dogovora-na-postavk
компрессор;1285924;32413826612;"Запрос котировок в электронной форме среди субъектов малого и среднего предпринимательства на право заключения договора на поставку насоса ГНОМа 100-25, для нужд ООО ""Березниковская Водоснабжающая Компания""";"ООО ""БВК""";ooo-bereznikovskaya-vodosnabzhayuschaya-kompaniya;5911077166;;195980.02;2024-07-22;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/983866-zapros-kotirovok-v-elektronnoy-forme-sredi-subektov-malogo-i-srednego-predprinimatelstva-na-pravo-zaklyucheniya-dogovora-na-postavk
компрессор;760595;32211476576;Поставка насосов и запасных частей к ним для нужд АО «НОКК»;"АО ""НОКК""";ao-nizhegorodskaya-oblastnaya-kommunalnaya-kompaniya;5260267654;;6700000.0;2022-06-16;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/647635-postavka-nasosov-i-zapasnyh-chastey-k-nim-dlya-nuzhd-ao-nokk/
компрессор;886664;32312025019;«Поставка   насосного оборудования»;МУП ВОДОКАНАЛ;munitsipalnoe-unitarnoe-predpriyatie-vodoprovodno-kanalizatsionnogo-hozyaystva-gorodskogo-okruga-verhnyaya-pyshma;6606011940;;175772.41;2023-01-12;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/729541-postavka-nasosnogo-oborudovaniya/
компрессор;839690;32211812023;"Запрос котировок в электронной форме среди субъектов малого и среднего предпринимательства на право заключения договора на поставку насосов ЭЦВ 10-160-75 с электродвигателем 
 для нужд ООО ""Березниковская водоснабжающая компания""";"ООО ""БВК""";ooo-bereznikovskaya-vodosnabzhayuschaya-kompaniya;5911077166;;541520.02;2022-11-01;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/698688-zapros-kotirovok-v-elektronnoy-forme-sredi-subektov-malogo-i-srednego-predprinimatelstva-na-pravo-zaklyucheniya-dogovora-na-postavk
компрессор;850887;32211851739;поставка насосного агрегата ЦНС 300-120, с электродвигателем 160 КвТ;УКС;ooo-upravlenie-kommunalnymi-sistemami;3810062522;;761541.0;2022-11-16;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/705603-postavka-nasosnogo-agregata-tsns-300-120-s-elektrodvigatelem-160-kvt/
компрессор;598261;32110671512;198/26.09.21/ПВК/МИ/Э/СМСП Поставка муфт;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ooo-gazprom-neftehim-salavat;0266048970;да;284678.66;2021-09-26;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/539950-198-26-09-21-pvk-mi-e-smsp-postavka-muft/
компрессор;606833;32110712185;Поставка отопительного оборудования;"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ГРОЗНЫЙ""";ooo-gazprom-gazoraspredelenie-groznyy;2016005294;;563873.54;2021-10-08;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/546219-postavka-otopitelnogo-oborudovaniya/
компрессор;598837;32110674528;224/27.09.21/ПВК/МИ/Э/СМСП  Поставка запчастей к мотопомпам Robin-Subaru;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";ooo-gazprom-neftehim-salavat;0266048970;да;248361.35;2021-09-27;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/540349-224-27-09-21-pvk-mi-e-smsp-postavka-zapchastey-k-motopompam-robin-subaru/
компрессор;577315;32110574511;Запрос предложений в электронной форме на право заключения договора на поставку насоса горизонтального центробежного с электроприводом;"ООО ""ЭКОИН - НОРСИ""";ooo-ekologicheskiy-investor-norsi;5250038535;;4108000.0;2021-08-20;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/525554-zapros-predlozheniy-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-na-postavku-nasosa-gorizontalnogo-tsentrobezhnogo-s-elektro
компрессор;538945;32110383697;"ЗАПРОС ПРЕДЛОЖЕНИЙ В ЭЛЕКТРОННОЙ ФОРМЕ ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ: 
СРЕДСТВА ИНДИВИДУАЛЬНОЙ ЗАЩИТЫ
";АО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ СЕВЕР;ao-gazprom-gazoraspredelenie-sever;7203058440;;202566.67;2021-06-15;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/498249-zapros-predlozheniy-v-elektronnoy-forme-po-otboru-organizatsii-na-postavku-tovarov-po-nomenklaturnoy-gruppe-sredstva-individualnoy-
компрессор;533084;32110351816;Открытый конкурентный отбор в электронной форме по отбору организации на поставку товара по номенклатурной группе Мотопомпы, насосы;АО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ВЕЛИКИЙ НОВГОРОД;ao-gazprom-gazoraspredelenie-velikiy-novgorod;5321039753;;276718.64;2021-06-03;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/494219-otkrytyy-konkurentnyy-otbor-v-elektronnoy-forme-po-otboru-organizatsii-na-postavku-tovara-po-nomenklaturnoy-gruppe-motopompy-nasosy
компрессор;533068;32110351778;Поставка насосов шестеренных для нужд Шахунского филиала АО «НОКК»;"АО ""НОКК""";ao-nizhegorodskaya-oblastnaya-kommunalnaya-kompaniya;5260267654;;205787.07;2021-06-03;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/494192-postavka-nasosov-shesterennyh-dlya-nuzhd-shahunskogo-filiala-ao-nokk/
компрессор;533402;32110353440;Поставка товара (Насосное оборудование). ;"АО ""НИЖЕГОРОДСКИЙ ВОДОКАНАЛ""";oao-nizhegorodskiy-vodokanal;5257086827;да;3525048.03;2021-06-04;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/494412-postavka-tovara-nasosnoe-oborudovanie/
компрессор;530951;32110341558;"Запрос котировок в электронной форме на электронной торговой площадке на право заключения договора на поставку насоса для нужд ООО ""БВК""";"ООО ""БВК""";ooo-bereznikovskaya-vodosnabzhayuschaya-kompaniya;5911077166;;215999.24;2021-06-01;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/492923-zapros-kotirovok-v-elektronnoy-forme-na-elektronnoy-torgovoy-ploschadke-na-pravo-zaklyucheniya-dogovora-na-postavku-nasosa-dlya-nuz
компрессор;535366;32110364219;Поставка насосного оборудования для нужд ООО «Щекинская ГРЭС»;ЩЕКИНСКАЯ ГРЭС;ooo-schekinskaya-gres;7118506482;;486607.62;2021-06-08;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/495784-postavka-nasosnogo-oborudovaniya-dlya-nuzhd-ooo-schekinskaya-gres/
компрессор;672400;32211083539;Поставка товара (Насосы, запасные части к насосам);"АО ""НИЖЕГОРОДСКИЙ ВОДОКАНАЛ""";oao-nizhegorodskiy-vodokanal;5257086827;да;7891822.87;2022-01-31;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/594043-postavka-tovara-nasosy-zapasnye-chasti-k-nasosam/
компрессор;671629;32211078765;Поставка агрегата электронасосного;ИЖЭК;ooo-izhorskaya-energeticheskaya-kompaniya;7817302964;;1502500.0;2022-01-28;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/593287-postavka-agregata-elektronasosnogo/
компрессор;656284;32110968588;"Поставка установок насосных автоматизированных и насосов моноблочных для нужд ПАО ""МОЭК"" (22VP0616)";"ПАО ""МОЭК""";pao-moskovskaya-obedinennaya-energeticheskaya-kompaniya;7720518494;;4853503.08;2021-12-21;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/578957-postavka-ustanovok-nasosnyh-avtomatizirovannyh-i-nasosov-monoblochnyh-dlya-nuzhd-pao-moek-22vp0616/
компрессор;693225;32211191636;Ротор насоса в сборе;АО Тамбовские коммунальные системы;ao-tambovskie-kommunalnye-sistemy-1;6832041909;;160674.79;2022-03-03;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/608834-rotor-nasosa-v-sbore/
компрессор;456042;32009863980;541/29.12.20/НСТЭЦ/МИ/Э/СМСП  Поставка торцевого уплотнения;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;132353.88;2020-12-29;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/433151-541-29-12-20-nstets-mi-e-smsp-postavka-tortsevogo-uplotneniya/
компрессор;456099;32009864617;"546/29.12.20/НСТЭЦ/МИ/Э/СМСП	Поставка трубного пучка к маслоохладителю ПЭНа
";ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;127482.04;2020-12-29;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/433212-546-29-12-20-nstets-mi-e-smsp-postavka-trubnogo-puchka-k-masloohladitelyu-pena/
компрессор;593618;32110650608;369/17.09.21/НСТЭЦ/МИ/Э/СМСП Поставка насосного агрегата Flygt;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;1057306.35;2021-09-17;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/536763-369-17-09-21-nstets-mi-e-smsp-postavka-nasosnogo-agregata-flygt/
компрессор;592537;32110645187;349/16.09.21/НСТЭЦ/МИ/Э/СМСП  Поставка насосного оборудования;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;141826.24;2021-09-16;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/536006-349-16-09-21-nstets-mi-e-smsp-postavka-nasosnogo-oborudovaniya/
компрессор;638567;32110866725;618/24.11.21/НСТЭЦ/МИ/Э/СМСП Поставка насосного агрегата Flygt;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;1057306.35;2021-11-26;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/567349-618-24-11-21-nstets-mi-e-smsp-postavka-nasosnogo-agregata-flygt/
компрессор;455656;32009860755;"523/28.12.20/НСТЭЦ/МИ/Э/СМСП	Поставка ремкомплектов для насосов
";ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;204283.85;2020-12-28;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/432816-523-28-12-20-nstets-mi-e-smsp-postavka-remkomplektov-dlya-nasosov/
компрессор;455668;32009860833;526/28.12.20/НСТЭЦ/МИ/Э/СМСП  Поставка материалов насосного оборудования;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;1339578.49;2020-12-28;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/432836-526-28-12-20-nstets-mi-e-smsp-postavka-materialov-nasosnogo-oborudovaniya/
компрессор;455669;32009860828;533/28.12.20/НСТЭЦ/МИ/Э/СМСП Поставка внутреннего корпуса насоса;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;5070153.04;2020-12-28;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/432835-533-28-12-20-nstets-mi-e-smsp-postavka-vnutrennego-korpusa-nasosa/
