inn;company_id;predpriyatie;vsego_na_ploshchadke;vzyato;zakupok;po_sekciyam;pochemu
7707049388;7787;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""";1;1;1;"{""fz223"": 1}";обойдено
6315376946;7849;"ПАО ""Т ПЛЮС""";73;73;73;"{""fz223"": 13, ""commerce"": 60, ""trade_portal"": 58}";обойдено
2462206345;7886;"АО ""Красмаш""";62;62;62;"{""fz223"": 62}";обойдено
7707049388;7903;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""";740;740;740;"{""fz223"": 2, ""commerce"": 738, ""trade_portal"": 738}";обойдено
9706009675;7990;"АО ""АЙСОРС""";6711;4007;4007;"{""commerce"": 6711, ""trade_portal"": 7}";взято не всё, потолок площадки
0270007455;8016;"АО ""УЧАЛИНСКИЙ ГОК""";2;2;2;"{""commerce"": 2}";обойдено
2352039652;8021;ОТЭКО - ПОРТСЕРВИС;785;785;783;"{""commerce"": 785, ""nelikvid"": 15}";обойдено
2352039660;8079;ОТЭКО - ТЕРМИНАЛ;144;144;141;"{""commerce"": 144, ""nelikvid"": 7}";обойдено
1433000147;8089;"АК ""АЛРОСА"" (ПАО)";5;5;5;"{""fz223"": 5}";обойдено
5501085734;8133;"ООО ""ПОЛИОМ""";695;695;685;"{""commerce"": 695, ""trade_portal"": 1, ""nelikvid"": 22}";обойдено
6704000505;8176;"ПАО ""Дорогобуж""";0;0;0;{};обойдено
7820016674;8180;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КОМПЛЕКСНОГО БЛАГОУСТРОЙСТВА""";0;0;0;{};обойдено
7713652964;8223;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ";0;0;0;{};обойдено
7703642903;8370;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";1219;1219;1219;"{""commerce"": 1219, ""trade_portal"": 1219}";обойдено
4714004270;8415;"ФГУП ""ФЭО""";3;3;3;"{""commerce"": 3, ""nelikvid"": 3}";обойдено
5920000593;8416;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";1369;1369;1318;"{""commerce"": 1369, ""trade_portal"": 1227, ""nelikvid"": 142}";обойдено
2801147023;8417;"ООО ""Маломырский рудник""";5;5;5;"{""commerce"": 5}";обойдено
0277077282;8427;"ООО ""БГК"" (ИНН 0277077282)";22;22;22;"{""fz223"": 22}";обойдено
7802888337;8760;СОЮЗМЕТАЛЛСЕРВИС;305;305;305;"{""commerce"": 305, ""nelikvid"": 7}";обойдено
7704784450;8780;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";127;127;127;"{""fz223"": 44, ""commerce"": 83, ""inter_rao"": 82, ""nelikvid"": 83}";обойдено
4100002351;8824;АО БЫСТРИНСКАЯ ГОРНАЯ КОМПАНИЯ;22;22;22;"{""commerce"": 22}";обойдено
5501023216;8864;"АО ""ОМСКИЙ КАУЧУК""";614;614;605;"{""commerce"": 614, ""trade_portal"": 36, ""nelikvid"": 120}";обойдено
7736046504;8890;АВИАПРЕДПРИЯТИЕ ГАЗПРОМ АВИА;526;526;520;"{""commerce"": 526, ""trade_portal"": 201, ""nelikvid"": 325}";обойдено
7810442793;8934;«ГСП-Механизация»;4652;4246;4229;"{""commerce"": 4652, ""trade_portal"": 3840, ""nelikvid"": 20}";взято не всё, потолок площадки
0268004714;8986;"АО ""СНХЗ""";216;216;176;"{""commerce"": 216, ""nelikvid"": 210}";обойдено
0266048970;9049;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";2273;2273;2273;"{""fz223"": 3, ""gazprom"": 2273}";обойдено
7810474820;9086;ГСП-СЕРВИС;1966;1966;1966;"{""commerce"": 1966, ""trade_portal"": 636, ""nelikvid"": 9}";обойдено
9729293785;9122;ГБР;758;758;758;"{""commerce"": 758, ""trade_portal"": 516, ""geh_group"": 758}";обойдено
7737106202;9149;ГСП Ремонт;4910;4000;4000;"{""commerce"": 4910, ""trade_portal"": 260, ""nelikvid"": 13}";взято не всё, потолок площадки
9728050571;9154;ФЛ АО НПЦАП-ПОКОРПУС;1616;1616;1616;"{""fz223"": 1294, ""commerce"": 322, ""trade_portal"": 142, ""nelikvid"": 180}";обойдено
9728050571;9169;ФЛ АО НПЦАП-ПОКОРПУС;634;634;634;"{""fz223"": 600, ""commerce"": 34, ""trade_portal"": 34}";обойдено
4214000252;9191;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУРЕЧЬЕ""";11;11;11;"{""fz223"": 11}";обойдено
5003026493;9260;"ООО ""ГАЗПРОМ БУРЕНИЕ""";2337;2337;2337;"{""commerce"": 2337, ""trade_portal"": 3, ""drilling"": 2337}";обойдено
5003026493;9266;"ООО ""ГАЗПРОМ БУРЕНИЕ""";2074;2074;2074;"{""commerce"": 2074, ""drilling"": 2074}";обойдено
5003026493;9270;"ООО ""ГАЗПРОМ БУРЕНИЕ""";2417;2417;2417;"{""commerce"": 2417, ""drilling"": 2417}";обойдено
5003026493;9273;"ООО ""ГАЗПРОМ БУРЕНИЕ""";1356;1356;1216;"{""commerce"": 1356, ""trade_portal"": 3, ""drilling"": 1277, ""nelikvid"": 203}";обойдено
7730263904;9275;"ООО ""РВК-ЛИПЕЦК""";712;712;712;"{""fz223"": 711, ""commerce"": 1}";обойдено
5003026493;9302;"ООО ""ГАЗПРОМ БУРЕНИЕ""";1634;1634;1634;"{""commerce"": 1634, ""drilling"": 1634}";обойдено
6027014114;9304;ГАУК ПО НПЦ ПО ОХРАНЕ ПАМЯТНИКОВ;1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
4205375960;9374;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЙГИНСКОЕ ВКХ""";5;5;5;"{""fz223"": 5}";обойдено
5244009279;9541;АКЦИОНЕРНОЕ ОБЩЕСТВО ВОЛГА;4;4;4;"{""commerce"": 4, ""trade_portal"": 4}";обойдено
6323049893;9583;"ООО ""ТОЛЬЯТТИКАУЧУК""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
7701984274;9660;"АО ""Мосводоканал""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
4205000908;9663;"КАО ""АЗОТ""";31;31;31;"{""commerce"": 31}";обойдено
6147005538;9696;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИСТОК""";1;1;1;"{""commerce"": 1, ""nelikvid"": 1}";обойдено
5250043567;9726;"ООО ""ЛУКОЙЛ-НИЖЕГОРОДНЕФТЕОРГСИНТЕЗ""";6;6;6;"{""commerce"": 6, ""trade_portal"": 6}";обойдено
7718560636;9730;ПАО Группа Черкизово;58;58;58;"{""commerce"": 58, ""trade_portal"": 58}";обойдено
2903000446;9743;"АО ""АРХАНГЕЛЬСКИЙ ЦБК"", АЦБК";5;5;5;"{""commerce"": 5, ""trade_portal"": 1}";обойдено
8703010889;9784;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕАЛ. РЕГИОНАЛЬНЫЙ ЦЕНТР""";1801;1801;1801;"{""commerce"": 1801, ""trade_portal"": 1106, ""nelikvid"": 1}";обойдено
7116000066;9856;"АО ""НАК ""АЗОТ""";2;2;2;"{""commerce"": 2, ""trade_portal"": 2}";обойдено
0266040210;10026;"ООО ""АКРИЛ САЛАВАТ""";465;465;465;"{""commerce"": 115, ""gazprom"": 350, ""trade_portal"": 48}";обойдено
7705551779;10065;"ООО ""РИ-ИНВЕСТ""";7;7;7;"{""commerce"": 7, ""trade_portal"": 7}";обойдено
6165132680;10160;ВСК;438;438;438;"{""fz223"": 438}";обойдено
4205003440;10194;"АО ""КТК"" (ИНН 4205003440)";1;1;1;"{""commerce"": 1}";обойдено
7704784450;10212;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";0;0;0;{};обойдено
6451122250;10223;"ООО ""САРАТОВОРГСИНТЕЗ""";24;24;24;"{""commerce"": 24, ""trade_portal"": 5}";обойдено
0274018377;10246;ПАО БАШИНФОРМСВЯЗЬ;438;438;420;"{""commerce"": 438, ""trade_portal"": 420, ""nelikvid"": 18}";обойдено
7117000076;10280;"АО ""Пластик""";11;11;11;"{""commerce"": 11}";обойдено
6315376946;10281;"ПАО ""Т ПЛЮС""";21;21;21;"{""fz223"": 1, ""commerce"": 20}";обойдено
6629022962;10323;"АО ""УЭХК""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
5615002700;10352;"ПАО ""ОРСКНЕФТЕОРГСИНТЕЗ""";4;4;4;"{""commerce"": 4}";обойдено
7327077188;10399;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УЛЬЯНОВСКИЙ АВТОМОБИЛЬНЫЙ ЗАВОД;0;0;0;{};обойдено
5024001482;10401;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Де;0;0;0;{};обойдено
6315376946;10404;"ПАО ""Т ПЛЮС""";3;3;2;"{""fz223"": 1, ""commerce"": 2, ""nelikvid"": 1}";обойдено
3435000932;10462;"МУП ""ВОДОКАНАЛ""";65;65;65;"{""fz223"": 49, ""commerce"": 16, ""trade_portal"": 14, ""nelikvid"": 2}";обойдено
7723332561;10502;"ООО ""НПП ""НЕФТЕХИМИЯ""";380;380;380;"{""commerce"": 380, ""trade_portal"": 1}";обойдено
5515201050;10531;МУП НФС ВОСКРЕСЕНСКАЯ;29;29;29;"{""fz223"": 29}";обойдено
7705739450;10691;"ООО ""НЕСТЛЕ РОССИЯ""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
2365001416;10736;"МУП ""ЖКХ ГОРОДА ТУАПСЕ""";59;59;59;"{""fz223"": 58, ""commerce"": 1, ""nelikvid"": 1}";обойдено
7716154981;10818;"Общество с ограниченной ответственностью ""АЭРОКУЗБАСС""";312;312;312;"{""fz223"": 312}";обойдено
5406323202;10833;"АО ""ТГК-11""";11;11;11;"{""fz223"": 8, ""commerce"": 3}";обойдено
3849067674;10956;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦАВТОХОЗЯЙСТВО"" ГОРОДА ИРКУТСКА";17;17;17;"{""fz223"": 16, ""commerce"": 1, ""trade_portal"": 1}";обойдено
4223030694;11080;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ВОДОКАНАЛ""";175;175;175;"{""fz223"": 173, ""commerce"": 2, ""trade_portal"": 2}";обойдено
6167055777;11119;"ООО ""МЭЗ ЮГ РУСИ""";1;1;1;"{""commerce"": 1}";обойдено
6318105574;11208;"АО ""МЕТАЛЛИСТ-САМАРА""";1;1;1;"{""commerce"": 1}";обойдено
7438015885;11357;"АО ""МАКФА""";2;2;2;"{""commerce"": 2, ""trade_portal"": 1}";обойдено
5902290191;11377;"ПЕРМСКИЙ РАЙОН ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ И СУДОХОДСТВА-ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ КАМСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ П";8;8;8;"{""fz223"": 2, ""commerce"": 6, ""trade_portal"": 6}";обойдено
7709064286;11451;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-практический клинический центр диагностики и ;0;0;0;{};обойдено
7701568891;11687;"ООО ГРК ""Быстринское""";82;82;82;"{""commerce"": 82}";обойдено
7701568891;11699;"ООО ГРК ""Быстринское""";689;689;689;"{""commerce"": 689}";обойдено
6455010934;11710;ГАУК СГАТД;47;47;47;"{""fz223"": 3, ""commerce"": 44, ""trade_portal"": 41}";обойдено
2466137893;11810;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАССАЖИРРЕЧТРАНС""";47;47;47;"{""fz223"": 46, ""commerce"": 1, ""trade_portal"": 1}";обойдено
3851001198;11902;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАСЕРВИС""";13;13;13;"{""fz223"": 13}";обойдено
6166047727;11928;"Общество с ограниченной ответственностью ""Ростсельмашэнерго""";15;15;15;"{""fz223"": 15}";обойдено
1435219600;11932;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";59;59;59;"{""fz223"": 59}";обойдено
2700001300;11947;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ХАБАРОВСКА ""ВОДОКАНАЛ""";54;54;54;"{""fz223"": 54}";обойдено
7838024362;12001;"ООО ""ПЕТЕРБУРГТЕПЛОЭНЕРГО""";1336;1336;1332;"{""fz223"": 893, ""commerce"": 443, ""trade_portal"": 439, ""geh_group"": 1332, ""nelikvid"": 4}";обойдено
7704784450;12030;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";2;2;2;"{""commerce"": 2, ""inter_rao"": 2, ""nelikvid"": 2}";обойдено
2635040105;12052;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
3808118560;12191;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ЕВРОСИБЭНЕРГО""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
8401005730;12267;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";3;3;3;"{""commerce"": 3, ""trade_portal"": 3}";обойдено
0267018087;12282;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""СИБАЙВОДОКАНАЛ""";3;3;3;"{""fz223"": 3}";обойдено
5920014645;12358;"АО ""УРАЛОРГСИНТЕЗ""";7;7;1;"{""commerce"": 7, ""nelikvid"": 6}";обойдено
7201000726;12522;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";262;262;262;"{""commerce"": 262, ""trade_portal"": 262}";обойдено
3801079671;12574;"ООО""ТРАНСНЕФТЬ - ВОСТОК""";43;43;43;"{""fz223"": 1, ""commerce"": 42, ""trade_portal"": 41, ""nelikvid"": 1}";обойдено
6317024749;12575;"АО ""ТРАНСНЕФТЬ-ПРИВОЛГА""";314;314;314;"{""fz223"": 1, ""commerce"": 313, ""trade_portal"": 311, ""nelikvid"": 2}";обойдено
5260900725;12584;"АО ""ТРАНСНЕФТЬ - ВЕРХНЯЯ ВОЛГА""";171;171;171;"{""commerce"": 171, ""trade_portal"": 171}";обойдено
4823006703;12632;"ПАО ""НЛМК""";0;0;0;{};обойдено
6315376946;13698;"ПАО ""Т ПЛЮС""";12;12;12;"{""commerce"": 12, ""trade_portal"": 11}";обойдено
0326540932;13995;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА УЛАН-УДЭ";193;193;192;"{""fz223"": 183, ""commerce"": 10, ""trade_portal"": 8, ""nelikvid"": 2}";обойдено
5944202327;14161;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";269;269;269;"{""commerce"": 269}";обойдено
6454003331;14275;МУПП САРАТОВВОДОКАНАЛ;854;854;854;"{""fz223"": 508, ""commerce"": 346, ""trade_portal"": 346}";обойдено
2130225986;14531;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ""";0;0;0;{};обойдено
2130230898;14561;ТД Транспортное машиностроение;2;2;2;"{""commerce"": 2}";обойдено
3849096450;14863;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";343;343;339;"{""commerce"": 343, ""zakupki_biznes"": 5, ""nelikvid"": 4}";обойдено
6829012231;14978;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАМБОВСКАЯ СЕТЕВАЯ КОМПАНИЯ""";72;72;72;"{""fz223"": 6, ""commerce"": 66, ""trade_portal"": 66}";обойдено
7201000726;15319;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";4;4;4;"{""commerce"": 4, ""trade_portal"": 4}";обойдено
7805059786;15428;"АО ""МЗ ""ПЕТРОСТАЛЬ""";183;183;183;"{""commerce"": 183, ""zakupki_biznes"": 42, ""nelikvid"": 7}";обойдено
7730263559;15444;"ООО ""РВК-ТИХОРЕЦК""";34;34;34;"{""fz223"": 34}";обойдено
2536112729;15461;"КГУП ""Примтеплоэнерго""";59;59;59;"{""fz223"": 59}";обойдено
7201000726;15493;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
7704784450;15551;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";2;2;2;"{""commerce"": 2, ""trade_portal"": 2}";обойдено
7536064538;15559;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ ГОРОДА ЧИТЫ""";243;243;243;"{""fz223"": 241, ""commerce"": 2, ""trade_portal"": 2}";обойдено
6450007198;15650;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНО-ТЕХНОЛОГИЧЕСКИЙ";18;18;18;"{""fz223"": 3, ""commerce"": 15, ""trade_portal"": 15}";обойдено
2124009521;15656;"ПАО ""ХИМПРОМ""";27;27;27;"{""commerce"": 27, ""nelikvid"": 1}";обойдено
7201000726;15797;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";2;2;2;"{""commerce"": 2, ""trade_portal"": 2}";обойдено
5406323202;15828;"АО ""ТГК-11""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
1627005779;15909;"АО ""АММОНИЙ""";6;6;6;"{""commerce"": 6, ""nelikvid"": 6}";обойдено
4708007089;15936;"ООО""КИНЕФ""";1;1;1;"{""commerce"": 1, ""zakupki_biznes"": 1}";обойдено
7729082090;16061;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА, МГУ ИМЕНИ М.В.ЛОМОНОСОВА, МОСКОВСКИЙ УНИВЕРСИТЕТ ИЛИ МГУ;2;2;2;"{""commerce"": 2, ""trade_portal"": 2}";обойдено
2310010637;16578;"ГУП КК ""КУБАНЬВОДКОМПЛЕКС""";74;74;74;"{""fz223"": 64, ""commerce"": 10, ""trade_portal"": 10}";обойдено
5256049357;16724;"ООО ""АВТОЗАВОДСКАЯ ТЭЦ""";4;4;4;"{""fz223"": 4}";обойдено
2902060361;16768;"АО ""ЦС ""ЗВЕЗДОЧКА""";1;1;1;"{""commerce"": 1}";обойдено
7710177774;16854;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ФИНАНСОВО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ""";4;4;4;"{""commerce"": 4, ""trade_portal"": 4}";обойдено
1103047637;17074;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОРКУТИНСКИЙ ВОДОКАНАЛ"" МУНИЦИПАЛЬНОГО ОКРУГА ""ВОРКУТА"" РЕСПУБЛИКИ КОМИ";1;1;1;"{""fz223"": 1}";обойдено
7729466258;17189;Государственное бюджетное учреждение города Москвы «Жилищник района Ново-Переделкино»;24;24;24;"{""commerce"": 24, ""trade_portal"": 24}";обойдено
0276178778;17319;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ АВТОМОБИЛЬНОЕ ХОЗЯЙСТВО ПО УБОРКЕ ГОРОДА""";15;15;6;"{""fz223"": 5, ""commerce"": 10, ""trade_portal"": 1, ""nelikvid"": 9}";обойдено
2466229600;17372;"Общество с ограниченной ответственностью ""Краевая энергосберегающая компания""";279;279;279;"{""fz223"": 279}";обойдено
6315376946;17407;"ПАО ""Т ПЛЮС""";218;218;218;"{""commerce"": 218, ""trade_portal"": 214}";обойдено
4102009338;17429;"АО ""СВРЦ""";46;46;46;"{""commerce"": 46, ""zakupki_biznes"": 46}";обойдено
6315376946;17445;"ПАО ""Т ПЛЮС""";2;2;2;"{""commerce"": 2}";обойдено
7709886600;17588;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Центрального административного округа»;0;0;0;{};обойдено
5254001230;17727;"ФГУП ""РФЯЦ - ВНИИЭФ""";0;0;0;{};обойдено
5001000041;17831;"АО ""ЛГР""";39;39;39;"{""commerce"": 39, ""zakupki_biznes"": 39}";обойдено
5034065171;18121;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""КОММУНАЛЬНЫЕ СИСТЕМЫ МОСКОВСКОЙ ОБЛАСТИ""";0;0;0;{};обойдено
7830001910;18218;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКИЙ ЗАВОД""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
3901500276;18284;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""33 СУДОРЕМОНТНЫЙ ЗАВОД""";20;20;4;"{""commerce"": 20, ""nelikvid"": 19}";обойдено
2502035642;18433;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ВЛАДИВОСТОК""";4;4;4;"{""fz223"": 4}";обойдено
7702038150;19221;"ГУП ""Московский метрополитен""";8;8;8;"{""commerce"": 8, ""trade_portal"": 8}";обойдено
2724132118;19222;«Транснефть – Дальний Восток»;187;187;187;"{""commerce"": 187, ""trade_portal"": 186, ""nelikvid"": 1}";обойдено
0278039018;19229;"АО ""ТРАНСНЕФТЬ - УРАЛ""";22;22;22;"{""commerce"": 22, ""trade_portal"": 22}";обойдено
5112000689;19434;АО КОЛЬСКОЕ ПРЕДПРИЯТИЕ ЭРА;31;31;31;"{""commerce"": 31, ""zakupki_biznes"": 29, ""nelikvid"": 2}";обойдено
0277077282;19840;"ООО ""БГК"" (ИНН 0277077282)";1;1;1;"{""commerce"": 1}";обойдено
2311008207;20011;ФГБНУ ФНЦ ВНИИМК;65;65;65;"{""fz223"": 49, ""commerce"": 16, ""trade_portal"": 16}";обойдено
6321280368;20615;"ООО ""АВК""";2;2;2;"{""fz223"": 2}";обойдено
7751335645;20834;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Троицкого административного округа»;141;141;141;"{""commerce"": 141, ""trade_portal"": 141}";обойдено
5009046489;21233;"МБУ ""МФЦ ДОМОДЕДОВО""";19;19;19;"{""commerce"": 19, ""trade_portal"": 19}";обойдено
2434012299;21765;"ООО ""СОВРУДНИК""";498;498;498;"{""fz223"": 159, ""commerce"": 339, ""trade_portal"": 316}";обойдено
7727260438;21883;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 Департамента здра;1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
0268000188;22013;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СТЕРЛИТАМАКВОДОКАНАЛ"" ГОРОДСКОГО ОКРУГА ГОРОД СТЕРЛИТАМАК РЕСПУБЛИКИ БАШКОРТОСТАН";34;34;34;"{""fz223"": 34}";обойдено
5032004536;23189;Государственное автономное учреждение организации культуры Московской области «Государственный историко-литературный муз;1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
4223036696;23293;"ООО ""ОФ ""ПРОКОПЬЕВСКУГОЛЬ""";3;3;3;"{""commerce"": 3}";обойдено
5050025306;24033;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ЩЁЛКОВО ""МЕЖРАЙОННЫЙ ЩЁЛКОВСКИЙ ВОДОКАНАЛ""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
5053017550;24275;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО""";1;1;1;"{""commerce"": 1, ""trade_portal"": 1}";обойдено
1658087524;24520;"ООО ""ЗАПСИБНЕФТЕХИМ""";49;49;0;"{""commerce"": 49, ""nelikvid"": 49}";обойдено
7736259816;24830;"ООО ""УК ""ЭВОЛЮЦИЯ""";3;3;3;"{""commerce"": 3, ""trade_portal"": 3}";обойдено
470507656525;24853;Махмудов Абдулазиз Махмудович;14;14;0;"{""commerce"": 14, ""nelikvid"": 14}";обойдено
