inn;kpp;inn_kpp;imya
7839395419;783901001-deleted;7839395419_783901001-deleted;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АДМИРАЛТЕЙСКИЕ ВЕРФИ"""
7839395419;783901001;7839395419_783901001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АДМИРАЛТЕЙСКИЕ ВЕРФИ"""
7017156263;;;площадка не знает этот ИНН
2462206345;246201001;2462206345_246201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД"""
5256049357;525601001;5256049357_525601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЗАВОДСКАЯ ТЭЦ"""
5501041254;;;площадка не знает этот ИНН
5103070023;352801001;5103070023_352801001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АПАТИТ"""
1102024468;;;площадка не знает этот ИНН
8617002073;997250001;8617002073_997250001;Общество с ограниченной ответственностью «Газпром трансгаз Сургут»
8617002073;860201001;8617002073_860201001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ СУРГУТ"""
8608048498;860801001;8608048498_860801001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ"""
4214000608;;;площадка не знает этот ИНН
7450001007;997550001;7450001007_997550001;"Публичное акционерное общество "" Челябинский металлургический комбинат"""
7450001007;746001001;7450001007_746001001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕЛЯБИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ"""
5191431170;;;площадка не знает этот ИНН
6325004584;;;площадка не знает этот ИНН
5501023216;;;площадка не знает этот ИНН
8602067092;860201001;8602067092_860201001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИПРО"""
4221000535;;;площадка не знает этот ИНН
7728640182;772701001;7728640182_772701001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМНЕФТЬ - СМАЗОЧНЫЕ МАТЕРИАЛЫ"""
7728640182;784201001;7728640182_784201001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМНЕФТЬ - СМАЗОЧНЫЕ МАТЕРИАЛЫ"""
7840346335;380402001;7840346335_380402001;"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ГРУППА ""ИЛИМ"" В БРАТСКОМ РАЙОНЕ ИРКУТСКОЙ ОБЛАСТИ"
7117000076;;;площадка не знает этот ИНН
5615002700;;;площадка не знает этот ИНН
7723332561;;;площадка не знает этот ИНН
7716182080;;;площадка не знает этот ИНН
7415036215;741501001;7415036215_741501001;"Открытое акционерное общество ""ЭнСер"""
6618000220;668101001;6618000220_668101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВЯТОГОР"""
0269034133;;;площадка не знает этот ИНН
0266036534;026601001;0266036534_026601001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САЛАВАТСКИЙ ХИМИЧЕСКИЙ ЗАВОД"""
4205037640;;;площадка не знает этот ИНН
5452114972;545201001;5452114972_545201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕРОФЕЕВ"""
3435900186;343501001;3435900186_343501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛЖСКИЙ ТРУБНЫЙ ЗАВОД"""
7601001107;;;площадка не знает этот ИНН
5321029508;;;площадка не знает этот ИНН
5607019523;560701001;5607019523_560701001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКАЯ СТАЛЬ"""
5603045522;;;площадка не знает этот ИНН
4633001577;;;площадка не знает этот ИНН
6335007320;633001001;6335007320_633001001;Акционерное общество «ПРОМСИНТЕЗ»
5036074848;;;площадка не знает этот ИНН
2457061920;;;площадка не знает этот ИНН
2465000141;;;площадка не знает этот ИНН
4715030610;;;площадка не знает этот ИНН
4701000013;471501001;4701000013_471501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСАЛ БОКСИТОГОРСКИЙ ГЛИНОЗЕМ"""
4909095279;490901001;4909095279_490901001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ"""
4909095279;272101001;4909095279_272101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ"""
7701791321;771301001;7701791321_771301001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВМЕСТНАЯ КОМПАНИЯ"" РУСВЬЕТПЕТРО"""
4100000668;410101001;4100000668_410101001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""КАМЧАТСКЭНЕРГО""  "
5017046933;501701001;5017046933_501701001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОКРУГА ИСТРА МОСКОВСКОЙ ОБЛАСТИ ""ИСТРИНСКИЙ ВОДОКАНАЛ"""
2536112729;253801001;2536112729_253801001;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИМТЕПЛОЭНЕРГО"""
4026000490;402801001;4026000490_402801001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРЭЛЕКТРОТРАНСПОРТА ""УПРАВЛЕНИЕ КАЛУЖСКОГО ТРОЛЛЕЙБУСА"" Г.КАЛУГИ"
3435900563;;;площадка не знает этот ИНН
7702352454;253743002;7702352454_253743002;ДАЛЬНЕВОСТОЧНЫЙ БАССЕЙНОВЫЙ ФИЛИАЛ
7702352454;519002001;7702352454_519002001;"МУРМАНСКИЙ ФИЛИАЛ ФГУП ""РОСМОРПОРТ"""
7702352454;290102001;7702352454_290102001;"АРХАНГЕЛЬСКИЙ ФИЛИАЛ ФГУП ""РОСМОРПОРТ"""
7702352454;770701001;7702352454_770701001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ"""
2607018122;260701001;2607018122_260701001;Публичное акционерное общество «Вторая генерирующая компания оптового рынка электроэнергии»
2607018122;781701001;2607018122_781701001;Публичное акционерное общество «Вторая генерирующая компания оптового рынка электроэнергии»
7019035722;;;площадка не знает этот ИНН
4222010511;422201001;4222010511_422201001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНО-КУЗБАССКАЯ ГРЭС"""
2902060361;997850001;2902060361_997850001;"Акционерное общество ""Центр судоремонта ""Звездочка"""
2902060361;290143001;2902060361_290143001;"АРХАНГЕЛЬСКИЙ ФИЛИАЛ ""СУДОРЕМОНТНЫЙ ЗАВОД ""КРАСНАЯ КУЗНИЦА""  "
2902060361;519043001;2902060361_519043001;"ФИЛИАЛ ""35 СУДОРЕМОНТНЫЙ ЗАВОД"" АКЦИОНЕРНОГО ОБЩЕСТВА ""ЦЕНТР СУДОРЕМОНТА  ""ЗВЕЗДОЧКА"""
2902060361;920343001;2902060361_920343001;"ФИЛИАЛ ""СЕВАСТОПОЛЬСКИЙ МОРСКОЙ ЗАВОД"""
2902060361;400343001;2902060361_400343001;"Филиал  Акционерного общества ""Центр судоремонта ""Звездочка"" ""Опытный завод ""Вега"""
2902060361;301643001;2902060361_301643001;"Филиал ""Астраханский судоремонтный завод"" АО ""Центр судоремонта ""ЗВЕЗДОЧКА"""
2902060361;770443001;2902060361_770443001;"Головной филиал ""Научно-производственное объединение ""Винт"" Акционерного общества ""Центр судоремонта ""Звездочка"""
2902060361;290201001;2902060361_290201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР СУДОРЕМОНТА ""ЗВЕЗДОЧКА"""
2902060361;235243001;2902060361_235243001;"ГОЛОВНОЙ ФИЛИАЛ ""5 СУДОРЕМОНТНЫЙ ЗАВОД"""
2902060361;511243001;2902060361_511243001;"""СУДОРЕМОНТНЫЙ ЗАВОД ""НЕРПА"""
3665046177;366501001;3665046177_366501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНСТРУКТОРСКОЕ БЮРО ХИМАВТОМАТИКИ"""
7201000726;720301001;7201000726_720301001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ - СИБИРЬ"""
7843003128;784301001;7843003128_784301001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРОНШТАДТСКИЙ МОРСКОЙ ЗАВОД"""
1435117944;144950001;1435117944_144950001;"Открытое акционерное общество ""Сахаэнерго"""
1435117944;140601001;1435117944_140601001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САХАЭНЕРГО"""
2503026908;250301001;2503026908_250301001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЗАВОД ""ЗВЕЗДА"""
0276178778;027601001;0276178778_027601001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ АВТОМОБИЛЬНОЕ ХОЗЯЙСТВО ПО УБОРКЕ ГОРОДА"""
5005038631;500501001;5005038631_500501001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""БЕЛООЗЕРСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО"""
0268000188;026801001;0268000188_026801001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СТЕРЛИТАМАКВОДОКАНАЛ"" ГОРОДСКОГО ОКРУГА ГОРОД СТЕРЛИТАМАК РЕСПУБЛИКИ БАШКОРТОСТАН"
1103047637;;;площадка не знает этот ИНН
5003026493;997450001;5003026493_997450001;"Общество с ограниченной ответственностью ""Газпром Бурение"""
5250043567;;;площадка не знает этот ИНН
2722010040;;;площадка не знает этот ИНН
5001000066;500101001;5001000066_500101001;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КРИОГЕННОГО МАШИНОСТРОЕНИЯ
3834002314;;;площадка не знает этот ИНН
1902014500;;;площадка не знает этот ИНН
9701011913;;;площадка не знает этот ИНН
7736186950;773601001;7736186950_773601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ЭНЕРГО"""
8605003932;;;площадка не знает этот ИНН
6317024749;631050001;6317024749_631050001;"открытое акционерное общество ""Приволжские магистральные нефтепроводы"""
6317024749;631701001;6317024749_631701001;"Акционерное общество ""Транснефть-Приволга"""
6673125685;;;площадка не знает этот ИНН
5610218014;;;площадка не знает этот ИНН
7702038150;770201001;7702038150_770201001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ОРДЕНА ЛЕНИНА И ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ МЕТРОПОЛИТЕН ИМЕНИ В.И.ЛЕНИНА"""
5501085734;;;площадка не знает этот ИНН
0278039018;027401001;0278039018_027401001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ - УРАЛ"""
6318105574;;;площадка не знает этот ИНН
1500004950;;;площадка не знает этот ИНН
8901014564;;;площадка не знает этот ИНН
4345047310;434501001;4345047310_434501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЯТСКОЕ МАШИНОСТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ ""АВИТЕК"""
5501072598;;;площадка не знает этот ИНН
5906042295;590601001;5906042295_590601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛО-М"""
4714004270;253643001;4714004270_253643001;"ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"""
4714004270;519043002;4714004270_519043002;"СЕВЕРО-ЗАПАДНЫЙ ЦЕНТР ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ ""СЕВРАО"" - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"""
4714004270;770601001;4714004270_770601001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"""
4714004270;780243001;4714004270_780243001;"""СЕВЕРО-ЗАПАДНЫЙ ТЕРРИТОРИАЛЬНЫЙ ОКРУГ"" ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО УНИТАРНОГО ПРЕДПРИЯТИЯ ""ПРЕДПРИЯТИЕ ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ ""РОСРАО"""
7805059786;;;площадка не знает этот ИНН
3815011264;;;площадка не знает этот ИНН
0266040210;;;площадка не знает этот ИНН
5911013780;591101001;5911013780_591101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЕРЕЗНИКОВСКИЙ СОДОВЫЙ ЗАВОД"""
7705551779;;;площадка не знает этот ИНН
7302040242;730350001;7302040242_730350001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР - НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АТОМНЫХ РЕАКТОРОВ"""
7302040242;732901001;7302040242_732901001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР - НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АТОМНЫХ РЕАКТОРОВ"""
3801079671;380543001;3801079671_380543001;"филиал общества с ограниченной ответственностью ""Восточно-Сибирские магистральные нефтепроводы"" - ""Специализированное транспортное управление"""
3801079671;997150001;3801079671_997150001;"Общество с ограниченной ответственностью ""Восточно-Сибирские магистральные нефтепроводы"""
3801079671;380501001;3801079671_380501001;"Общество с ограниченной ответственностью ""Транснефть - Восток"""
4102009338;410201001;4102009338_410201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРО-ВОСТОЧНЫЙ РЕМОНТНЫЙ ЦЕНТР"""
7327063643;732701001;7327063643_732701001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛИЧНОЕ"""
3202001147;324501001;3202001147_324501001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАЛЬЦОВСКИЙ ПОРТЛАНДЦЕМЕНТ"""
5254001230;525401001;5254001230_525401001;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭКСПЕРИМЕНТАЛЬНОЙ ФИЗИКИ"""
5503109356;;;площадка не знает этот ИНН
3127000014;312701001;3127000014_312701001;Акционерное общество «Лебединский горно-обогатительный комбинат»
2723188252;;;площадка не знает этот ИНН
2224152758;;;площадка не знает этот ИНН
4212002310;;;площадка не знает этот ИНН
7721261080;772101001;7721261080_772101001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""ЛИТЕЙНО-ПРОКАТНЫЙ ЗАВОД"""
5024070944;502401001;5024070944_502401001;"Акционерное общество ""Финансово-проектная лизинговая компания Московской области"""
5024070944;502801001;5024070944_502801001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛТЕПЛО"""
5048052077;504801001;5048052077_504801001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""ЧЕХОВСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО"""
6623122216;;;площадка не знает этот ИНН
5904081443;590401001;5904081443_590401001;"ПЕРМСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКОЕ КОММУНАЛЬНОЕ И ТЕПЛОВОЕ ХОЗЯЙСТВО"""
5260123469;;;площадка не знает этот ИНН
5905018998;;;площадка не знает этот ИНН
1627005779;162701001;1627005779_162701001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АММОНИЙ"""
5249051203;;;площадка не знает этот ИНН
4407006010;;;площадка не знает этот ИНН
0274051582;027501001;0274051582_027501001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ"""
4205000908;420501001;4205000908_420501001;"КЕМЕРОВСКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЗОТ"""
6623000680;;;площадка не знает этот ИНН
6323049893;632401001;6323049893_632401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОЛЬЯТТИКАУЧУК"""
6330017980;;;площадка не знает этот ИНН
2434000335;;;площадка не знает этот ИНН
4708007089;;;площадка не знает этот ИНН
6704000505;670401001;6704000505_670401001;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОГОБУЖ"""
1106014140;997150001;1106014140_997150001;"Общество с ограниченной ответственностью ""ЛУКОЙЛ-Коми"""
1106014140;997250001;1106014140_997250001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-КОМИ"""
0266033685;026601001;0266033685_026601001;"Общество с ограниченной ответственностью ""ПромВодоКанал"""
2204001528;220401001;2204001528_220401001;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""БИЙСКИЙ ОЛЕУМНЫЙ ЗАВОД"""
0270007455;027001001;0270007455_027001001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЧАЛИНСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ"""
6625004271;668401001;6625004271_668401001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРВОУРАЛЬСКИЙ НОВОТРУБНЫЙ ЗАВОД"""
7705739450;;;площадка не знает этот ИНН
5920014645;;;площадка не знает этот ИНН
2801147023;;;площадка не знает этот ИНН
6167055777;616701001;6167055777_616701001;"Общество с ограниченной ответственностью "" Маслоэкстракционный завод Юг Руси"""
2310040800;231501001;2310040800_231501001;Акционерное Общество «Каспийский Трубопроводный Консорциум-Р»
3232000609;323201001;3232000609_323201001;"Открытое акционерное общество ""Бежицкий хлебокомбинат"""
3232000609;325701001;3232000609_325701001;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЕЖИЦКИЙ ХЛЕБОКОМБИНАТ"""
4218000951;;;площадка не знает этот ИНН
2443000518;;;площадка не знает этот ИНН
3448017919;;;площадка не знает этот ИНН
3801046700;;;площадка не знает этот ИНН
7206025040;;;площадка не знает этот ИНН
0268036071;;;площадка не знает этот ИНН
6451114900;;;площадка не знает этот ИНН
3627000397;997550001;3627000397_997550001;"Акционерное общество ""Минудобрения"""
8913008332;;;площадка не знает этот ИНН
2205001753;;;площадка не знает этот ИНН
7101006354;;;площадка не знает этот ИНН
1102057865;;;площадка не знает этот ИНН
5606001611;;;площадка не знает этот ИНН
5250051800;;;площадка не знает этот ИНН
3801072394;;;площадка не знает этот ИНН
1121003135;;;площадка не знает этот ИНН
2365004375;;;площадка не знает этот ИНН
3663002167;;;площадка не знает этот ИНН
4205072099;;;площадка не знает этот ИНН
4219000048;;;площадка не знает этот ИНН
6623000708;;;площадка не знает этот ИНН
3814007314;;;площадка не знает этот ИНН
6323106975;;;площадка не знает этот ИНН
6627001318;668401001;6627001318_668401001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СРЕДНЕУРАЛЬСКИЙ МЕДЕПЛАВИЛЬНЫЙ ЗАВОД"""
4218000253;;;площадка не знает этот ИНН
4203001617;;;площадка не знает этот ИНН
4205001274;;;площадка не знает этот ИНН
5005000148;;;площадка не знает этот ИНН
4220023963;421101001;4220023963_421101001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАХТА № 12"""
6377005317;;;площадка не знает этот ИНН
5905021239;;;площадка не знает этот ИНН
5020002781;;;площадка не знает этот ИНН
1103019252;110301001;1103019252_110301001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ПО ДОБЫЧЕ УГЛЯ ""ВОРКУТАУГОЛЬ"""
3811185573;;;площадка не знает этот ИНН
3528191736;;;площадка не знает этот ИНН
1648032420;164801001;1648032420_164801001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЗАВОД ИМЕНИ СЕРГО"""
0275075378;;;площадка не знает этот ИНН
7728060368;772801001;7728060368_772801001;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНДИТЕРСКО-БУЛОЧНЫЙ КОМБИНАТ ""ЧЕРЕМУШКИ"""
5404037541;;;площадка не знает этот ИНН
4221000133;;;площадка не знает этот ИНН
2631805988;;;площадка не знает этот ИНН
6162015019;;;площадка не знает этот ИНН
3414504304;;;площадка не знает этот ИНН
2426005202;;;площадка не знает этот ИНН
5806003172;580601001;5806003172_580601001;АКЦИОНЕРНОЕ ОБЩЕСТВО «БАШМАКОВСКИЙ ЭЛЕВАТОР»
7718018279;;;площадка не знает этот ИНН
6142025298;;;площадка не знает этот ИНН
2426003607;242601001;2426003607_242601001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОАНГАРСКИЙ ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ"""
1627005000;;;площадка не знает этот ИНН
1316105019;131601001;1316105019_131601001;"Открытое акционерное общество ""Агропромышленное объединение Элеком"""
5214009264;521401001;5214009264_521401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУКОМОЛЬНЫЙ КОМБИНАТ ""ВОЛОДАРСКИЙ"""
7718220196;;;площадка не знает этот ИНН
4632001366;;;площадка не знает этот ИНН
7810356819;;;площадка не знает этот ИНН
6628008965;;;площадка не знает этот ИНН
7733338555;772101001;7733338555_772101001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРГИЕВО-ПОСАДСКИЙ МУКОМОЛЬНЫЙ КОМБИНАТ"""
6829007922;680401001;6829007922_680401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТАЯ НИВА"""
4218014305;;;площадка не знает этот ИНН
7721427433;;;площадка не знает этот ИНН
5921002508;;;площадка не знает этот ИНН
3302000186;;;площадка не знает этот ИНН
4612001551;;;площадка не знает этот ИНН
2302016730;;;площадка не знает этот ИНН
2211005435;221101001;2211005435_221101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛТАЙСКИЙ ХИМПРОМ"" ИМ. ВЕРЕЩАГИНА"
3816031810;;;площадка не знает этот ИНН
6666003414;661201001;6666003414_661201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАМЕНСК-УРАЛЬСКИЙ ЗАВОД ПО ОБРАБОТКЕ ЦВЕТНЫХ МЕТАЛЛОВ"""
7404052938;740401001;7404052938_740401001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗЛАТОУСТОВСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД"""
2465102746;;;площадка не знает этот ИНН
4221011880;425301001;4221011880_425301001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБЭЛЕКТРО"""
7722220390;;;площадка не знает этот ИНН
5405002407;540501001;5405002407_540501001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНРИЧ ИНЖИНИРИНГ"""
7417011270;741701001;7417011270_741701001;"Общество с ограниченной ответственностью ""Группа ""Магнезит"""
6726024309;;;площадка не знает этот ИНН
4253019916;;;площадка не знает этот ИНН
8901025421;785150001;8901025421_785150001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЯМАЛКОММУНЭНЕРГО"""
8901025421;890101001;8901025421_890101001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЯМАЛКОММУНЭНЕРГО"""
3460019060;344401001;3460019060_344401001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНЦЕССИИ ВОДОСНАБЖЕНИЯ"""
7728778215;;;площадка не знает этот ИНН
2709001590;270901001;2709001590_270901001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВАНИНСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ"""
5034065171;503401001;5034065171_503401001;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ"""
5260900725;526001001;5260900725_526001001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ - ВЕРХНЯЯ ВОЛГА"""
0326540932;032601001;0326540932_032601001;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА УЛАН-УДЭ"
6901093516;695001001;6901093516_695001001;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВЕРЬ ВОДОКАНАЛ"""
5020051845;502001001;5020051845_502001001;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ"""
5040109194;504001001;5040109194_504001001;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАМЕНСКИЙ ВОДОКАНАЛ"""
0272927232;027201001;0272927232_027201001;"АКЦИОНЕРНОЕ ОБЩЕСТВО МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ"""
2503022413;254250001;2503022413_254250001;"Краевое Государственное Унитарное Предприятие ""Приморский Водоканал"""
