company_id;name;inn;kpp;slug
7171;ГБУЗ ГКБ ИМ.С.П.БОТКИНА ДЗМ;7714082636;771401001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-goroda-moskvy-gorodskaya-klinicheskaya-bolnitsa-imeni-spbotkina-departamenta-zdravoohraneniya-goroda-moskvy
7172;ГКУ НО ЦРЗ НО;5260372553;526001001;gosudarstvennoe-kazennoe-uchrezhdenie-nizhegorodskoy-oblasti-tsentr-razmescheniya-zakaza-nizhegorodskoy-oblasti
7173;ГБУ НО УПОЛНОМОЧЕННЫЙ МФЦ;5260358157;526001001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-nizhegorodskoy-oblasti-upolnomochennyy-mnogofunktsionalnyy-tsentr-predostavleniya-gosudarstvennyh-i-munitsipalnyh-uslug-na-territorii-nizhegorodskoy-oblasti
7174;АДМИНИСТРАЦИЯ МО Р.П. ПЕРВОМАЙСКИЙ;7118816702;711801001;administratsiya-munitsipalnogo-obrazovaniya-rabochiy-poselok-pervomayskiy-schekinskogo-rayona
7175;АДМИНИСТРАЦИЯ РАЙОНА;5226010257;522601001;administratsiya-pilninskogo-munitsipalnogo-rayona-nizhegorodskoy-oblasti
7176;СПБ ГБУ СОН ЦСРИИДИ ПЕТРОГРАДСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7813446355;781301001;sankt-peterburgskoe-gosudarstvennoe-byudzhetnoe-uchrezhdenie-sotsialnogo-obsluzhivaniya-naseleniya-tsentr-sotsialnoy-reabilitatsii-invalidov-i-detey-invalidov-petrogradskogo-rayona-sankt-peterburga
7177;"УПРАВЛЕНИЕ ФИНАНСОВ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""СЫКТЫВДИНСКИЙ""";1109009356;110901001;upravlenie-finansov-administratsii-munitsipalnogo-obrazovaniya-munitsipalnogo-rayona-syktyvdinskiy
7178;"МКУ ""УПРАВЛЕНИЕ ПО ОСУЩЕСТВЛЕНИЮ ЗАКУПОК ПЕНЗЕНСКОГО РАЙОНА""";5818000095;581801001;munitsipalnoe-kazennoe-uchrezhdenie-upravlenie-po-osuschestvleniyu-zakupok-penzenskogo-rayona-penzenskoy-oblasti
7179;УНИВЕРСИТЕТ 2035;7704447849;773101001;avtonomnaya-nekommercheskaya-organizatsiya-universitet-natsionalnoy-tehnologicheskoy-initsiativy-2035
7180;«Комплекс Парадная»;7826711272;783801001;ooo-kompleks-galernaya-5
7181;"ГБПОУ РО ""РОСТОВСКИЙ КОЛЛЕДЖ КУЛЬТУРЫ""";6167034216;616701001;gosudarstvennoe-byudzhetnoe-professionalnoe-obrazovatelnoe-uchrezhdenie-rostovskoy-oblasti-rostovskiy-kolledzh-kultury
7182;"ГБУЗ АО ""ОКСЦ""";3015011064;301501001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-astrahanskoy-oblasti-oblastnoy-klinicheskiy-stomatologicheskiy-tsentr
7183;АДМИНИСТРАЦИЯ ЗАВОЛЖСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ;7627029234;762701001;administratsiya-zavolzhskogo-selskogo-poseleniya-yaroslavskogo-munitsipalnogo-rayona-yaroslavskoy-oblasti
7184;АО Инфотек Балтика;7809002854;783901001;ao-infotek-baltika
7185;СОЮЗ МОЛОДЫЕ ПРОФЕССИОНАЛЫ (ВОРЛДСКИЛЛС РОССИЯ);7725258666;770801001;soyuz-agentstvo-razvitiya-professionalnyh-soobschestv-i-rabochih-kadrov-molodye-professionaly-vorldskills-rossiya
7186;ТОРГОВЫЙ ДОМ ФРАКДЖЕТ-ВОЛГА;6449061970;644901001;ooo-torgovyy-dom-frakdzhet-volga
7187;НСХ;5902193222;590201001;ooo-neftservisholding
7188;САРАТОВРЕГИОНГАЗ;6452060020;645201001;ooo-saratovskaya-regionalnaya-kompaniya-po-realizatsii-gaza
7189;МАСЛОЗАВОД ДРУЖБА;6807002663;680701001;ooo-maslozavod-druzhba
7190;ОГКУ Майнский детский дом «Орбита»;7309001620;730901001;oblastnoe-gosudarstvennoe-kazyonnoe-uchrezhdenie-dlya-detey-sirot-i-detey-ostavshihsya-bez-popecheniya-roditeley-maynskiy-spetsialnyy-korrektsionnyy-detskiy-dom-dlya-detey-s-ogranichennymi-vozmozhnostyami-zdorovya-orbita
7191;"АО ""ГИПРОНИИГАЗ""";6455000573;770601001;ao-golovnoy-nauchno-issledovatelskiy-i-proektnyy-institut-po-raspredeleniyu-i-ispolzovaniyu-gaza-giproniigaz
7192;ГКУ «СРЦН «Улыбка» Автозаводского района г. Нижнего Новгорода»;5256027498;525601001;gosudarstvennoe-kazennoe-uchrezhdenie-sotsialno-reabilitatsionnyy-tsentr-dlya-nesovershennoletnih-ulybka-avtozavodskogo-rayona-goroda-nizhnego-novgoroda
7193;ПРОМТЕХ;1832149854;183201001;ooo-promyshlennye-tehnologii
7194;ГАУЗ СО ПОЛЕВСКАЯ ЦГБ;6626003898;667901001;gosudarstvennoe-avtonomnoe-uchrezhdenie-zdravoohraneniya-sverdlovskoy-oblasti-polevskaya-tsentralnaya-gorodskaya-bolnitsa
7195;ГАЗПРОМНЕФТЬ-ОРЕНБУРГ;5610218014;561001001;ooo-gazpromneft-orenburg
7196;ТИГР;3812122350;384901001;ooo-timber-invest-grup
7197;ПЕРСПЕКТИВА;9729006751;772901001;ooo-perspektiva
7198;"ООО""ВОЗДУШНЫЕ ВОРОТА СЕВЕРНОЙ СТОЛИЦЫ""";7703590927;781001001;ooo-vozdushnye-vorota-severnoy-stolitsy
7199;"АО ""МОРНЕФТЕГАЗПРОЕКТ""";5003039083;772501001;ao-morneftegazproekt
7200;АО НОВАТЭК-ПУР;8911015609;890401001;ao-novatek-pur-1
7201;САРАПУЛТЕПЛОЭНЕРГО;1827019419;183801001;ooo-sarapulteploenergo
7202;ГАЗПРОМ МЕЖРЕГИОНГАЗ;5003021311;997250001;ooo-gazprom-mezhregiongaz-1
7203;ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ;8602196404;890101001;ooo-innovatsionnye-tehnologii
7204;"ООО ""Нижегородтеплогаз""";5262068407;526201001;ooo-nizhegorodteplogaz
7205;"ООО ""АСТОРИЯ+""";3811107631;381101001;ooo-astoriya
7206;ФГБУ ТРАНСПОРТНЫЙ КОМБИНАТ РОССИЯ;7728021168;772801001;federalnoe-gosudarstvennoe-byudzhetnoe-uchrezhdenie-transportnyy-kombinat-rossiya-upravleniya-delami-prezidenta-rossiyskoy-federatsii
7207;ЛЕНИНСКИЙ РАЙОННЫЙ СОВЕТ;9111003148;911101001;leninskiy-rayonnyy-sovet-respubliki-krym
7208;Индивидуальный Предприниматель Буренко Илья Евгеньевич;505010285380;;individualnyy-predprinimatel-burenko-ilya-evgenievich
7209;ОГАУСО КЦСО ДОВЕРИЕ;7302010745;730201001;oblastnoe-gosudarstvennoe-byudzhetnoe-uchrezhdenie-sotsialnogo-obsluzhivaniya-kompleksnyy-tsentr-sotsialnogo-obsluzhivaniya-doverie-v-g-dimitrovgrade
7210;ГАЗПРОМ ПХГ;5003065767;781001001;ooo-gazprom-phg-2
7211;ИНГТ;7727562936;771801001;ooo-innovatsionnye-neftegazovye-tehnologii-1
7212;Ф-л Банка ГПБ (АО) «Восточно-Сибирский»;7744001497;246343001;filial-gazprombank-aktsionernoe-obschestvo-vostochno-sibirskiy
7213;МАДОУ - ДЕТСКИЙ САД № 509;6674371965;667901001;munitsipalnoe-avtonomnoe-doshkolnoe-obrazovatelnoe-uchrezhdenie-detskiy-sad-509
7214;ГКУ КО ЦЕНТР ТОРГОВ;3904612235;390601001;gosudarstvennoe-kazennoe-uchrezhdenie-kaliningradskoy-oblasti-tsentr-obespecheniya-organizatsii-i-provedeniya-torgov
7215;"ООО ""ГПН-Логистика""";8905039538;780101001;ooo-gazpromneft-logistika
7216;ИКС ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ;4105097580;410501001;ooo-intellektualnye-kommunalnye-sistemy-petropavlovsk-kamchatskiy
7217;Филиал ПНБО АО НПК СПП;7722698108;501843001;filial-pretsezionnogo-navigatsionno-ballisticheskogo-obespecheniya-aktsionernogo-obschestva-nauchno-proizvodstvennaya-korporatsiya-sistemy-pretsezionnogo-priborostroeniya
7218;"АО ""ГАЗПРОМНЕФТЬ-АЭРО""";7714117720;781301001;ao-gazpromneft-aero
7219;ГБУЗ СК СККПЦ № 1;2635221863;263501001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-stavropolskogo-kraya-stavropolskiy-kraevoy-klinicheskiy-perinatalnyy-tsentr-1
7220;АДМИНИСТРАЦИЯ Г.О.Г. ЧКАЛОВСК;5236003643;523601001;administratsiya-gorodskogo-okruga-gorod-chkalovsk-nizhegorodskoy-oblasti
7221;"ООО ""РКС-ХОЛДИНГ""";7704836475;770601001;ooo-rks-holding
7222;АО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ КУРГАН;4501126386;450101001;ao-gazprom-gazoraspredelenie-kurgan
7223;ГБУ БАШКИРСКАЯ НПВЛ;0276003922;027601001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-bashkirskaya-nauchno-proizvodstvennaya-veterinarnaya-laboratoriya
7224;"ГКУ СО ЯО СРЦ ""ИСКОРКА""";7614003655;761401001;gosudarstvennoe-kazyonnoe-uchrezhdenie-sotsialnogo-obsluzhivaniya-yaroslavskoy-oblasti-sotsialno-reabilitatsionnyy-tsentr-dlya-nesovershennoletnih-iskorka
7225;Ростовский филиал АО ЖТК;7708639622;616202001;rostovskiy-filial-otkrytogo-aktsionernogo-obschestva-zheleznodorozhnaya-torgovaya-kompaniya
7226;УК ЗЕЛЕНАЯ РОЩА;5753062527;575301001;ooo-upravlyayuschaya-kompaniya-zelenaya-roscha
7227;ГАЗПРОМНЕФТЬ - СНАБЖЕНИЕ;5501072608;550101001;ooo-gazpromneft-snabzhenie-2
7228;МЭРИЯ ГОРОДА КЫЗЫЛА;1701009765;170101001;meriya-goroda-kyzyla
7229;«Газпром сеть АЗС»;6164317329;780201001;ooo-gazenergoset-roznitsa-1
7230;АДМИНИСТРАЦИЯ СЕЧЕНОВСКОГО РАЙОНА;5230001470;523001001;administratsiya-sechenovskogo-munitsipalnogo-rayona-nizhegorodskoy-oblasti
7231;ВЛРП;3818013862;381801001;ooo-verhnelenskoe-rechnoe-parohodstvo
7232;"СПБ ГБУЗ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 49""";7814004198;781401001;sankt-peterburgskoe-gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-gorodskaya-poliklinika-49
7233;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";1102054991;891103001;ooo-gazprom-pererabotka-6
7234;ОПТИМА ФИНАНС;7727435180;772701001;ooo-optima-finans
7235;"ФГБУ ""ИРКУТСКАЯ МВЛ""";3812008496;381201001;federalnoe-gosudarstvennoe-byudzhetnoe-uchrezhdenie-irkutskaya-mezhoblastnaya-veterinarnaya-laboratoriya
7236;«ГК «ТЗПА»;7103046955;710301001;ooo-gruppa-kompaniy-tulskiy-zavod-promyshlennoy-armatury
7237;АДМИНИСТРАЦИЯ РЕПЬЕВСКОГО СЕЛЬСОВЕТА;5650082994;565001001;administratsiya-repievskogo-selsoveta-tyulganskogo-rayona-orenburgskoy-oblasti
7238;ГАЗПРОМНЕФТЬ БИЗНЕС-СЕРВИС;8905044954;783801001;ooo-gazpromneft-biznes-servis
7239;Рубикон;7901529917;790101001;ooo-rubikon
7240;"ГБУЗ ""ТКБ № 3 ДЗМ""";7733054120;773301001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-goroda-moskvy-tuberkuleznaya-klinicheskaya-bolnitsa-3-imeni-professora-ga-zaharina-departamenta-zdravoohraneniya-goroda-moskvy
7241;АДМИНИСТРАЦИЯ ОСТАШКОВСКОГО ГОРОДСКОГО ОКРУГА;6913017005;691301001;administratsiya-ostashkovskogo-gorodskogo-okruga
7242;ДИЗО;9103015492;910301001;departament-imuschestvennyh-i-zemelnyh-otnosheniy-administratsii-goroda-yalta-respubliki-krym
7243;ГАЗПРОМ МЕЖРЕГИОНГАЗ ЛИПЕЦК;4825024049;482601001;ooo-gazprom-mezhregiongaz-lipetsk-1
7244;"МКУ ""ПУЖИБ""";7118504492;711801001;munitsipalnoe-kazennoe-uchrezhdenie-pervomayskoe-uchrezhdenie-zhizneobespecheniya-i-blagoustroystva
7245;"ООО ""АКТИВ";3906243417;391701001;ooo-aktiv
7246;АДМИНИСТРАЦИЯ ГОРОДА СЕРДОБСКА;5805009157;580501001;administratsiya-goroda-serdobska
7247;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ЖИГУЛЕВСК САМАРСКОЙ ОБЛАСТИ;6345003980;634501001;administratsiya-gorodskogo-okruga-zhigulevsk-samarskoy-oblasti
7248;АДМИНИСТРАЦИЯ КОЛЫШЛЕЙСКОГО РАЙОНА;5817004139;581701001;administratsiya-kolyshleyskogo-rayona-penzenskoy-oblasti
7249;ГАЗПУРИНВЕСТ-ТЮМЕНЬ;7203151382;720301001;ooo-gazpurinvest-tyumen
7250;АО РАЗРЕЗ ТОМУСИНСКИЙ;4214000020;424950001;ao-razrez-tomusinskiy
7251;"ООО ""ГАЗПРОМНЕФТЬ -СМ""";7728640182;168150001;ooo-gazpromneft-smazochnye-materialy
7252;АДМИНИСТРАЦИЯ СПАССКОГО РАЙОНА;5232001821;523201001;administratsiya-spasskogo-munitsipalnogo-rayona-nizhegorodskoy-oblasti
7253;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СЕМЕНОВСКИЙ;5228056666;522801001;administratsiya-gorodskogo-okruga-semenovskiy-nizhegorodskoy-oblasti
7254;ООО «РУСГАЗШЕЛЬФ»;7719472189;773101001;ooo-rusgazshelf
7255;ОКХ АДМИНИСТРАЦИИ МЦЕНСКОГО РАЙОНА;5717003798;571701001;otdel-kommunalnogo-hozyaystva-administratsii-mtsenskogo-rayona
7256;"ООО ""ГАЗПРОМНЕФТЬ - ННГГФ""";8905062456;890501001;ooo-gazpromneft-noyabrskneftegazgeofizika
7257;ЗАО ТФД БРОК-ИНВЕСТ-СЕРВИС И К;7703068485;502701001;zao-torgovo-finansovyy-dom-brok-invest-servis-i-k
7258;МОРСКОЙ ТОРГОВЫЙ ПОРТ ЛАВНА;5190152248;519001001;ooo-morskoy-torgovyy-port-lavna
7259;МАОУ СОШ № 64 Г. УЛАН-УДЭ;0326010371;032601001;munitsipalnoe-avtonomnoe-obscheobrazovatelnoe-uchrezhdenie-srednyaya-obscheobrazovatelnaya-shkola-64-g-ulan-ude
7260;МДОАУ № 145;5610041367;561001001;munitsipalnoe-doshkolnoe-obrazovatelnoe-avtonomnoe-uchrezhdenie-detskiy-sad-kombinirovannogo-vida-145
7261;АО КОМИАВИАТРАНС;1101141183;110101001;ao-komiaviatrans
7262;АО МЕТАН;5835013048;583501001;ao-metan
7263;МАОУ ДО ДЮСШ;6656004137;667601001;munitsipalnoe-avtonomnoe-obrazovatelnoe-uchrezhdenie-dopolnitelnogo-obrazovaniya-detsko-yunosheskaya-sportivnaya-shkola-turinskogo-gorodskogo-okruga
7264;ОТРАДА ФАРМЗ;4802008717;480401001;ooo-otrada-farmz
7265;АО Тамбовские коммунальные системы;6832041909;682901001;ao-tambovskie-kommunalnye-sistemy-1
7266;АО МАСТЕР МЕТАЛЛ;7725632384;;ao-master-metall
7267;АО НПП КВАНТ;7717585042;771701001;ao-nauchno-proizvodstvennoe-predpriyatie-kvant
7268;"ООО ""ГЕВИННЕР""";2635829796;263501001;ooo-gevinner
7269;ЦУН;7720328623;772001001;ooo-tsentr-upravleniya-nedvizhimostyu
7270;ВАРЗ-400;7732002520;772901001;oao-vnukovskiy-aviaremontnyy-zavod-400
7271;"ООО ПКФ ""СИБАВТОТРАК""";8602149813;860201001;ooo-proizvodstvenno-kommercheskaya-firma-sibavtotrak
7272;ОГАУСО ПНИ СОЮЗ;7310009207;731001001;oblastnoe-gosudarstvennoe-avtonomnoe-uchrezhdenie-sotsialnogo-obsluzhivaniya-psihonevrologicheskiy-internat-soyuz-v-s-brigadirovka
7273;"АО ""ОКБ ""ФАКЕЛ""";3906390669;390601001;ao-opytnoe-konstruktorskoe-byuro-fakel
7274;ПО ТРАНСГАЗ;9102014432;772901001;ooo-proizvodstvennoe-obedinenie-transgaz
7275;КОНЦЕССКОМ;8608053716;860801001;ooo-kontsessionnaya-kommunalnaya-kompaniya
7277;ЕДИНЫЙ ОПЕРАТОР;7707424705;770701001;ooo-edinyy-operator-tsentralnoy-koltsevoy-avtomobilnoy-dorogi
7278;АО СТЖД;0268042879;026801001;ao-sterlitamakskie-zheleznye-dorogi
7279;МИНЮСТ РЕСПУБЛИКИ КРЫМ;9102013284;910201001;ministerstvo-yustitsii-respubliki-krym
7280;АГЕНТСТВО ГОСЗАКУПОК УЛЬЯНОВСКОЙ ОБЛАСТИ;7325169669;732501001;agentstvo-gosudarstvennyh-zakupok-ulyanovskoy-oblasti
7281;АО ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ПЕТРОЗАВОДСК;1001009551;100101001;ao-gazprom-gazoraspredelenie-petrozavodsk
7282;ФКУЗ МСЧ-64 ФСИН РОССИИ;6450526193;645401001;federalnoe-kazennoe-uchrezhdenie-zdravoohraneniya-mediko-sanitarnaya-chast-64-federalnoy-sluzhby-ispolneniya-nakazaniy
7283;АО КОРПОРАЦИЯ СПУ-ЦКБ ТМ;7722775458;772201001;ao-korporatsiya-strategicheskie-punkty-upravleniya
7284;"ГБУЗ ""ГП № 2 ДЗМ""";7726316247;772601001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-goroda-moskvy-gorodskaya-poliklinika-2-departamenta-zdravoohraneniya-goroda-moskvy
7285;АО ИНВЕСТ-АЛЬЯНС;7716712361;770901001;ao-invest-alyans
7286;"ГКУ РО ""ЦЕНТР ЗАКУПОК РЯЗАНСКОЙ ОБЛАСТИ""";6234151768;623001001;gosudarstvennoe-kazennoe-uchrezhdenie-ryazanskoy-oblasti-tsentr-zakupok-ryazanskoy-oblasti
7287;Газпром комплектация;7740000044;781001001;ooo-gazprom-komplektatsiya-2
7288;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ПРАВИТЕЛЬСТВА ХАБАРОВСКОГО КРАЯ;2721180057;272101001;komitet-gosudarstvennogo-zakaza-pravitelstva-habarovskogo-kraya
7289;УПРАВЛЕНИЕ ЗАКУПОК АДМИНИСТРАЦИИ МО Г. КРАСНОДАР;2308166098;230801001;upravlenie-zakupok-administratsii-munitsipalnogo-obrazovaniya-gorod-krasnodar
7290;ГБУЗ РК «ЧЕРНОМОРСКАЯ ЦРБ»;9110089382;911001001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-respubliki-krym-chernomorskaya-tsentralnaya-rayonnaya-bolnitsa
7291;УПРАВЛЕНИЕ СУДЕБНОГО ДЕПАРТАМЕНТА В НОВОСИБИРСКОЙ ОБЛАСТИ;5406155702;540701001;upravlenie-sudebnogo-departamenta-v-novosibirskoy-oblasti
7292;АО ГОК ДЕНИСОВСКИЙ;1434028995;143401001;ao-gorno-obogatitelnyy-kompleks-denisovskiy
7293;АО ГОК ИНАГЛИНСКИЙ;7704531762;143401001;ao-gorno-obogatitelnyy-kompleks-inaglinskiy
7294;"МКУ "" ЩГУЖИБ""";7118503153;711801001;munitsipalnoe-kazennoe-uchrezhdenie-schekinskoe-gorodskoe-upravlenie-zhizneobespecheniya-i-blagoustroystva
7295;АО НИИ ТП;7715784155;771501001;ao-nauchno-issledovatelskiy-institut-tochnyh-priborov
7296;МОАУ СОШ № 72;5610065022;561001001;munitsipalnoe-obscheobrazovatelnoe-avtonomnoe-uchrezhdenie-srednyaya-obscheobrazovatelnaya-shkola-72-s-uglublennym-izucheniem-matematiki
7297;МИНИСТЕРСТВО СПОРТА РЕСПУБЛИКИ КРЫМ;9102002405;910201001;ministerstvo-sporta-respubliki-krym
7298;"МБУК ""ПОШЕХОНСКАЯ ЦБС""";7624004023;762401001;munitsipalnoe-byudzhetnoe-uchrezhdenie-kultury-poshehonskaya-tsentralizovannaya-bibliotechnaya-sistema
7299;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ БЕЛОРЕЧЕНСКИЙ РАЙОН;2303010026;230301001;administratsiya-munitsipalnogo-obrazovaniya-belorechenskiy-rayon
7300;АДМИНИСТРАЦИЯ ГОРОДА ТОБОЛЬСКА;7206006802;720601001;administratsiya-goroda-tobolska-ispolnitelno-rasporyaditelnyy-organ-mestnogo-samoupravleniya
7301;МПК КОЛОМЕНСКИЙ;5022055500;502201001;ooo-mpk-kolomenskiy
7302;"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ГРОЗНЫЙ""";2016005294;201601001;ooo-gazprom-gazoraspredelenie-groznyy
7303;"ОАО ""НЕГА""";7814105421;781401001;oao-nega
7304;"МБОУ ""ЯСНОПОЛЯНСКАЯ ШКОЛА-ДЕТСКИЙ САД""";9105008596;910501001;munitsipalnoe-byudzhetnoe-obscheobrazovatelnoe-uchrezhdenie-yasnopolyanskaya-shkola-detskiy-sad-dzhankoyskogo-rayona-respubliki-krym
7305;ФЕДЕРАЛЬНАЯ ТАМОЖЕННАЯ СЛУЖБА;7730176610;773001001;federalnaya-tamozhennaya-sluzhba
7306;ТД ЗЭМЗ;7404070888;740401001;ooo-torgovyy-dom-zlatoustovskiy-elektrometallurgicheskiy-zavod
7307;Аэрофлот Техникс;7729485719;774301001;ooo-a-tehniks-1
7308;"АДМИНИСТРАЦИЯ МО СП ""ГУСИНОЕ ОЗЕРО"" СЕЛЕНГИНСКОГО РАЙОНА РЕСПУБЛИКИ БУРЯТИЯ";0318003229;031801001;administratsiya-munitsipalnogo-obrazovaniya-selskoe-poselenie-gusinoe-ozero-selenginskogo-rayona-respubliki-buryatiya
7309;"ГБУЗ СК ""СККПЦ""";2633002721;263401001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-stavropolskogo-kraya-stavropolskiy-kraevoy-klinicheskiy-perinatalnyy-tsentr
7310;МИНКУЛЬТУРЫ РЕСПУБЛИКИ КРЫМ;9102013510;910201001;ministerstvo-kultury-respubliki-krym
7311;"ГКУ СО ЯО СРЦ ""ДОМ ДЕТСТВА""";7615010060;761501001;gosudarstvennoe-kazyonnoe-uchrezhdenie-sotsialnogo-obsluzhivaniya-yaroslavskoy-oblasti-breytovskiy-sotsialno-reabilitatsionnyy-tsentr-dlya-nesovershennoletnih-dom-detstva
7312;СПБ ГБСУ СО ПАНСИОНАТ ЗАРЯ;7843312253;784301001;sankt-peterburgskoe-gosudarstvennoe-byudzhetnoe-statsionarnoe-uchrezhdenie-sotsialnogo-obsluzhivaniya-naseleniya-sotsialno-ozdorovitelnyy-tsentr-pansionat-zarya
7313;МДОАУ № 50;5609024085;560901001;munitsipalnoe-doshkolnoe-obrazovatelnoe-avtonomnoe-uchrezhdenie-detskiy-sad-50
7314;"ФКУ ""ИВЦ РОСТРАНСНАДЗОРА""";7717086300;773301001;federalnoe-kazennoe-uchrezhdenie-informatsionnyy-vychislitelnyy-tsentr-federalnoy-sluzhby-po-nadzoru-v-sfere-transporta
7315;Индивидуальный предприниматель Апанаев Камиль Равильевич;165610032123;;individualnyy-predprinimatel-apanaev-kamil-ravilievich
7316;ГПКО ДЭП №2;3923003140;392301001;gosudarstvennoe-predpriyatie-kaliningradskoy-oblasti-dorozhno-ekspluatatsionnoe-predpriyatie-2
7317;ТРАНСЭНЕРГО;7404057164;740401001;ooo-transenergo
7318;ЕНИГЮН;7722476169;772201001;ooo-enigyun
7319;УФССП РОССИИ ПО ТУЛЬСКОЙ ОБЛАСТИ;7101006403;710401001;upravlenie-federalnoy-sluzhby-sudebnyh-pristavov-po-tulskoy-oblasti
7320;"ФГБОУ ""СРЕДНЯЯ ШКОЛА-ИНТЕРНАТ МИД РОССИИ""";5050004578;505001001;federalnoe-gosudarstvennoe-byudzhetnoe-obscheobrazovatelnoe-uchrezhdenie-srednyaya-shkola-internat-ministerstva-inostrannyh-del-rossiyskoy-federatsii
7321;ЗАО ЭЛЕКТРОКОНТАКТ;3703000592;370301001;zao-elektrokontakt
7322;АО НИИ ГЕРМЕС;7404050585;740401001;ao-nauchno-issledovatelskiy-institut-germes
7323;УК ЖИЛСЕРВИС;7702820663;504101001;ooo-upravlyayuschaya-kompaniya-zhilservis
7324;"ГБУЗ НО ""ЛЫСКОВСКАЯ ЦРБ""";5222010175;522201001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-nizhegorodskoy-oblasti-lyskovskaya-tsentralnaya-rayonnaya-bolnitsa
7325;МТК СПЛАВ;7736276459;772901001;ooo-moskovskaya-metallotorgovaya-kompaniya-splav
7326;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ МУРМАНСКОЙ ОБЛАСТИ;5190198362;519001001;komitet-po-konkurentnoy-politike-murmanskoy-oblasti
7327;ЦИК РОССИИ;7710010990;771001001;tsentralnaya-izbiratelnaya-komissiya-rossiyskoy-federatsii
7328;ПАО ТГК-1;7841312071;781301001;pao-territorialnaya-generiruyuschaya-kompaniya-1
7329;НТС;5263134772;526301001;ooo-nizhegorodtelestroy
7330;"ГБУ ""КЦСОН городского округа ""Семеновский""";5228001924;522801001;gosudarstvennoe-byudzhetnoe-uchrezhdenie-kompleksnyy-tsentr-sotsialnogo-obsluzhivaniya-naseleniya-gorodskogo-okruga-semenovskiy
7331;МОАУ СОШ № 70;5611021300;561101001;munitsipalnoe-obscheobrazovatelnoe-avtonomnoe-uchrezhdenie-srednyaya-obscheobrazovatelnaya-shkola-70
7332;АДМИНИСТРАЦИЯ ПОЧИНКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ;5227001350;522701001;administratsiya-pochinkovskogo-munitsipalnogo-rayona-nizhegorodskoy-oblasti
7333;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""БАЗАРНОСЫЗГАНСКИЙ РАЙОН""";7324000821;732401001;administratsiya-munitsipalnogo-obrazovaniya-bazarnosyzganskiy-rayon
7334;"УОГКУСЗН ""ЕДИНЫЙ ОБЛАСТНОЙ ЦЕНТР СОЦИАЛЬНЫХ ВЫПЛАТ""";7325085909;732501001;ulyanovskoe-oblastnoe-gosudarstvennoe-kazennoe-uchrezhdenie-sotsialnoy-zaschity-naseleniya-edinyy-oblastnoy-tsentr-sotsialnyh-vyplat
7335;ФКУ ДОРОГИ РОССИИ;7717082850;771701001;federalnoe-kazennoe-uchrezhdenie-dorogi-rossii-federalnogo-dorozhnogo-agentstva
7336;"ООО ""РусХимАльянс""";9705082619;470701001;ooo-rushimalyans
7337;ФКУ СИЗО-2 УФСИН РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ;2302028253;230201001;federalnoe-kazennoe-uchrezhdenie-sledstvennyy-izolyator-2-upravleniya-federalnoy-sluzhby-ispolneniya-nakazaniy-po-krasnodarskomu-krayu
7338;«Авиакомпания «Победа»;9705001313;775101001;ooo-aviakompaniya-pobeda
7339;АО ЛЕВОКУМСКРАЙГАЗ;2613001670;261301001;ao-levokumskraygaz
7340;АРГО;9103068007;910301001;ooo-argo
7341;"ООО ""СИТИМЕД""";7709459911;770901001;ooo-sitimed
