Запрос;Паттерн;Тип провала;Релевантность/2;Источник;Нашлось;Что не так;Топ-3 выдачи
циклонный сепаратор;category;out_of_scope;0;webmaster;20;"Товар вне типичного ассортимента магазина; выдача нерелевантна";Винтовой компрессор Atlas Copco GA 30+ 10FF/4 | Винтовой компрессор Atlas Copco GA 30+ 10P/40 | Винтовой компрессор Atlas Copco GA 30+ 13FF/4
компрессор винтовой частотный;spec;wrong_top;1;webmaster;20;"ABAC FORMULA — фиксированная скорость; VSD/частотные модели в топе не представлены";Винтовой компрессор ABAC FORMULA 11-10 | Винтовой компрессор ABAC FORMULA 11-13 | Винтовой компрессор ABAC FORMULA 11-8
осушитель berg;brand;out_of_scope;0;webmaster;20;"BERG не выпускает осушители; поиск подменил категорию компрессорами бренда";Винтовой компрессор BERG ATOM А11ЕО-500 10 ба | Винтовой компрессор BERG ATOM А11ЕО-500 8 бар | Винтовой компрессор BERG ATOM А15ЕО-500 10 ба
компрессорная установка винтовая;category;wrong_top;1;webmaster;20;Топ открывают безмасляные низкого давления REMEZA BK (2.5 бар), нетипичные для общего запроса;Винтовой безмасляный компрессор низкого давле | Винтовой безмасляный компрессор низкого давле | Винтовой компрессор ABAC SPINN 11-10 FM
генераторы кислорода;category;wrong_top;0;webmaster;20;Вместо кислородных генераторов — только генераторы азотаENGER;Генератор азота ENGER GN300-49TWL 10 | Генератор азота ENGER GN3-59MDL | Генератор азота ENGER GN5-39TWL
компрессор винтового типа;category;wrong_top;0;webmaster;20;Вместо винтовых компрессоров выдаются поршневые дожимные бустеры AIRRUS;Компрессор поршневой дожимной (бустер) AIRRUS | Компрессор поршневой дожимной (бустер) AIRRUS | Компрессор поршневой дожимной (бустер) AIRRUS
азотное оборудование;category;empty_but_should;0;webmaster;0;Нет результатов, хотя генераторы азота присутствуют в ассортименте;
адсорбционный осушитель сжатого воздуха;category;wrong_top;1;webmaster;20;Первая позиция — посторонний винтовой компрессор, осушители начинаются со2-й строки;"Винтовой компрессор Kraftmann POLARIS 45 W | Осушитель адсорбционный &quot;Airrus&quot; ОА | Осушитель адсорбционный &quot;Airrus&quot; ОА"
компрессор для лазера;spec;wrong_top;1;webmaster;20;Показаны общепромышленные винтовые компрессоры без привязки к лазерному применению;Винтовой компрессор Enger LC-11DFRE-500 16 | Винтовой компрессор Enger LC-11DTRE-500 16 | Винтовой компрессор Enger LC-15DFRE-500 16
оборудование для производства кислорода;category;wrong_top;0;webmaster;20;"Весь топ — генераторы азота; кислородное и азотное оборудование подменяют друг друга";Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
осушитель адсорбционного типа;category;wrong_top;0;webmaster;20;Весь топ — винтовые компрессоры ATMOS, адсорбционные осушители полностью вытеснены;Винтовой компрессор ATMOS ST 30+/13 | Винтовой компрессор ATMOS ST 75 FD/13 | Винтовой компрессор ATMOS ST 75 FD/10
винтовой компрессор 40 бар;spec;wrong_top;0;webmaster;20;Цифра «40» совпадает с мощностью/артикулом, показаны компрессоры 8–13 бар вместо высокого давления;Винтовой компрессор ET SL 4,0 10 бар, IP55 | Винтовой компрессор RENNER RSD-B-ECN 4.0 - 10 | Винтовой компрессор ZUV – 400 8 бар прямой пр
компрессор для лазерного гравера;category;out_of_scope;0;webmaster;20;"Запрос вне ассортимента; показаны тяжёлые промышленные машины 16–20 бар вместо малых безмасляных";Компрессор винтовой ZEGA SEL 15-16 | Компрессор винтовой ZEGA SEL 22-16 | Компрессор винтовой ZEGA SEGV15S-16 IP65
компрессор 40 бар;spec;category_not_found;0;webmaster;20;"Поиск сматчил «40» в моделях (4.0 кВт, ZUV-400), показаны 8–13 бар; высокобарное оборудование отсутствует";Винтовой компрессор ET SL 4,0 10 бар, IP55 | Винтовой компрессор RENNER RSD-B-ECN 4.0 - 10 | Винтовой компрессор ZUV – 400 8 бар прямой пр
абсорбционный осушитель;category;wrong_top;0;webmaster;20;вместо осушителей весь топ занят компрессорами Atlas Copco GA VSD+;Винтовой компрессор AC GA22 VSD+ FF | Винтовой компрессор Atlas Copco GA18 VSD+13FF | Винтовой компрессор Atlas Copco GA18 VSD+13P/
компрессор поршневой воздушный;category;wrong_top;1;webmaster;20;в топе PET-компрессоры высокого давления и бустер вместо стандартных поршневых;Поршневой компрессор REMEZA KM-8. OLD10HK | Компрессор поршневой дожимной (бустер) ET PB  | Компрессор поршневой DALGAKIRAN PET-PLUS 40 4
винтовой компрессор dalgakiran;brand;wrong_top;1;webmaster;20;все 8 позиций топа — одна модель 110 кВт, меньшие мощности вытеснены;Винтовой компрессор Dalgakiran DPR D 110-10 | Винтовой компрессор Dalgakiran DPR D 110-10 I | Винтовой компрессор Dalgakiran DPR D 110-13
винтовой масляный компрессор;category;wrong_top;0;webmaster;20;по запросу «масляный» выдаются «безмасляные» (Atlas Copco ZR);Винтовой компрессор безмасляный AC ZR 110 FF  | Винтовой компрессор безмасляный AC ZR 110 FF  | Винтовой компрессор безмасляный AC ZR 110 FF 
осушитель воздуха адсорбционного типа;category;wrong_top;0;webmaster;20;вместо адсорбционных осушителей показаны компрессоры ATMOS;Винтовой компрессор ATMOS ST 30+/13 | Винтовой компрессор ATMOS ST 75 FD/13 | Винтовой компрессор ATMOS ST 75 FD/10
компрессор высокого давления 300 бар;spec;wrong_top;1;webmaster;20;смешаны 40-бар (Enger YD-3/40, SHF-3/40) и 300-бар модели;Компрессор высокого давления DALGAKIRAN PET M | Компрессор высокого давления DALGAKIRAN PET M | Компрессор высокого давления DALGAKIRAN W166
винтовой компрессор 1000 л мин;spec;wrong_top;0;webmaster;20;выдача не по производительности 1000 л/мин;Винтовой компрессор ММЗ ПВ-10/1,0 (на шасси с | Винтовой компрессор ММЗ ПВ-10/10 (на шасси с  | Винтовой компрессор ММЗ ПВ-10/1,0 (без шасси)
кислородные установки;category;wrong_top;0;webmaster;20;"кислород≠ азот; показаны генераторы азота ENGER вместо кислородных установок";Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
воздушный компрессор для лазерного станка;category;wrong_top;1;webmaster;20;"нет безмасляных моделей в топе; для лазерной резки критична чистота воздуха, а выдаются общие высокодавные винтовые";Компрессор винтовой ZEGA SEL 15-16 | Компрессор винтовой ZEGA SEL 22-16 | Винтовой компрессор ZEGA SELD 22-20
компрессор с ресивером;spec;wrong_top;1;webmaster;20;Топ выдаёт компрессоры «с осушителем», а не «с ресивером»;Винтовой компрессор REMEZA ВК7Е-8-500Д (с осу | Винтовой компрессор REMEZA ВК10Е-8-500Д (с ос | Винтовой компрессор REMEZA ВК15Е-8-500Д (с ос
мембранный генератор азота;category;empty_but_should;0;webmaster;0;Мембранные генераторы азота — профильный товар категории «генераторы газов», ноль результатов;
горизонтальные компрессор ekomak;brand;wrong_top;1;webmaster;20;Атрибут «горизонтальные» игнорируется, показан общий топ бренда Ekomak;Винтовой компрессор Ekomak DMD 100 C/10 | Винтовой компрессор Ekomak DMD 100 C/13 | Винтовой компрессор Ekomak DMD 100 C/7
винтовой компрессор 5.5 квт;spec;wrong_top;0;webmaster;20;Выдаёт компрессоры 55 кВт вместо 5,5 кВт — числовая путаница поиска;Винтовой компрессор MIG 55 10 бар | Винтовой компрессор MIG 55 8 бар | Винтовой компрессор MIG 55 PR 10 бар
винтовые компрессоры прямой привод;spec;wrong_top;1;webmaster;20;"ZEGA ASED не содержат в названии признак «прямой привод»; ZUV-серия с явным «прямой привод» в топ не попала";Компрессор винтовой ZEGA ASED 160 8 | Компрессор винтовой ZEGA ASED 185 8 | Компрессор винтовой ZEGA ASED 200 8
передвижные компрессоры;category;wrong_top;1;webmaster;20;В топе смешаны явно помеченные «передвижной» ZEGA и модели ЗИФ без этого слова в названии — покупатель не уверен, что они мобильные;Винтовой компрессор передвижной ZEGA SPE135S  | Винтовой компрессор передвижной ZEGA SPE440S  | Винтовой компрессор ЗИФ ШВ 5,2/0,7 Т
компрессор для лазерного станка по металлу;category;wrong_top;1;webmaster;20;нет специализированной выдачи под применение «лазерный станок», показаны общие высоконапорные компрессоры без привязки к интенту;Компрессор винтовой ZEGA SEL 15-16 | Компрессор винтовой ZEGA SEL 22-16 | Компрессор винтовой ZEGA SEGV15S-16 IP65
компрессоры для производства;category;wrong_top;1;webmaster;20;широкий запрос, выдача хаотична: перемешаны бренды и мощности без логики ранжирования по популярности или категории;Винтовой компрессор Hansmann RSA 11 16 бар | Винтовой компрессор ATLAS COPCO GA 90+ | Винтовой компрессор Hansmann RSA 22 16 бар
компрессоры винтовые промышленные;category;wrong_top;1;webmaster;20;весь топ — безмасляные модели ET SOF, тогда как большинство промышленных винтовых компрессоров маслозаполненные;Винтовой безмасляный компрессор ET SOF WL 11  | Винтовой безмасляный компрессор ET SOF WL 15  | Винтовой безмасляный компрессор ET SOF WL 22 
осушитель рефрижераторного типа для компрессора;category;wrong_top;0;webmaster;20;показаны компрессоры со встроенным осушителем вместо отдельных рефрижераторных осушителей — подмена товарной категории;Винтовой компрессор Kraftmann APOLLO 15 PLUS  | Винтовой компрессор Kraftmann APOLLO 22 PLUS  | Винтовой компрессор Kraftmann APOLLO 30 PLUS 
винтовой компрессор atlas;brand;wrong_top;1;webmaster;20;Топ — только серия AQ (водяное охлаждение), популярная серия GA в топ не попадает;Винтовой компрессор Atlas Copco AQ 30 AC/10 W | Винтовой компрессор Atlas Copco AQ 30 AC/13 W | Винтовой компрессор Atlas Copco AQ 30 AC/7,5 
адсорбционный осушитель воздуха для компрессора;category;wrong_top;0;webmaster;20;Выдаёт компрессоры со встроенными рефрижераторными осушителями вместо адсорбционных осушителей;Винтовой компрессор Atlas Copco GA18 VSD+13FF | Винтовой компрессор Atlas Copco GA22 VSD+13FF | Винтовой компрессор Atlas Copco GA26 VSD+13FF
адсорбционный генератор азота;category;empty_but_should;0;webmaster;0;PSA/адсорбционные генераторы азота — профильный товар, ноль результатов;
компрессор воздушный промышленный;category;wrong_top;1;webmaster;20;топ монобрендовый (только OZEN), нет микса типов и брендов для широкого запроса;Винтовой компрессор OZEN OSC 22 DS 10 бар | Винтовой компрессор OZEN OSC 22 DS 13 бар | Винтовой компрессор OZEN OSC 30 DS 10 бар
фильтр для компрессора ekomak;brand;wrong_top;0;webmaster;20;показаны компрессоры Ekomak вместо фильтров/запчастей;Винтовой компрессор Ekomak DMD 100 C/10 | Винтовой компрессор Ekomak DMD 100 C/13 | Винтовой компрессор Ekomak DMD 100 C/7
генератор кислорода промышленный;category;wrong_top;0;webmaster;20;показаны генераторы азота вместо кислорода — разные газы, подмена интента;Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
винтовой компрессор 7 бар;spec;wrong_top;1;webmaster;20;поиск смешивает '7' как мощность (кВт) и '7 бар' как давление — большинство топа не7 бар;Винтовой компрессор AIRRUS 7 8 бар | Винтовой компрессор AIRRUS 7 10 бар | Винтовой компрессор OZEN EN 7 10 бар
винтовой компрессор 7 квт;spec;wrong_top;1;webmaster;20;В топ попал Atlas Copco GX4 4кВт — не соответствует запросу по мощности;Винтовой компрессор Atlas Copco GX7 10P 7 кВт | Винтовой компрессор Atlas Copco GX7 10P TM(20 | Винтовой компрессор Atlas Copco GX7 10FF TM(2
компрессор 15 бар;spec;wrong_top;0;webmaster;20;Поиск по «15» находит модели с числом 15 в названии (≈15 кВт), ни один результат не является 15-барным;Винтовой компрессор MIG К 15 8 бар | Винтовой компрессор MIG 15 8 бар | Винтовой компрессор ZUV – 15 8 бар прямой при
установка азота;category;empty_but_should;0;webmaster;1;Азотные генераторы/установки не найдены, выдана нерелевантная позиция (трубы из нержавейки);Трубы из нержавеющей стали ENGER
горизонтальные компрессоры ekomak;brand;wrong_top;1;webmaster;20;бренд совпал, атрибут «горизонтальный» не фильтруется — топ монотонен (только DMD 100);Винтовой компрессор Ekomak DMD 100 C/10 | Винтовой компрессор Ekomak DMD 100 C/13 | Винтовой компрессор Ekomak DMD 100 C/7
винтовые масляные компрессоры;category;wrong_top;0;webmaster;20;запрос на масляные — весь топ из безмасляных (ENGER), прямое противоречие интенту;Винтовой безмасляный компрессор ENGER LUF55A  | Винтовой безмасляный компрессор ENGER LUF55W  | Винтовой безмасляный компрессор ENGER LUF75A 
электрические компрессоры;category;wrong_top;1;webmaster;20;широкий запрос — топ монобрендовый (только ZEGA), поршневые и другие типы не представлены;Компрессор винтовой ZEGA ASED 160 8 | Компрессор винтовой ZEGA ASED 185 8 | Компрессор винтовой ZEGA ASED 200 8
одноступенчатый винтовой компрессор;spec;wrong_top;1;webmaster;20;атрибут «одноступенчатый» не фильтруется, топ смещён к крупным Atlas Copco GA 110–132;Винтовой компрессор AC GA90VSD+10FF | Винтовой компрессор Atlas Copco GA110 VSD+ 10 | Винтовой компрессор Atlas Copco GA110 VSD+ 10
дизельный компрессор на шасси;spec;wrong_top;1;webmaster;20;топ загрязнён моделями Atlas Copco «без шасси», атрибут шасси не фильтруется;Компрессор дизельный BERG М-6-8 (на шасси) | Дизельный компрессор ATLAS COPCO U 110 (без ш | Дизельный компрессор ATLAS COPCO U 130 Kd (бе
азотно кислородная станция;category;wrong_top;1;webmaster;20;"Только генераторы азота; кислородная часть запроса не отражена в выдаче";Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
дожимной компрессор высокого давления;category;wrong_top;1;webmaster;20;Показаны PET-компрессоры Dalgakiran — высокое давление есть, но позиционирование как «дожимных/бустерных» отсутствует;Компрессор поршневой DALGAKIRAN PET-PLUS 40 4 | Компрессор поршневой DALGAKIRAN PET-PLUS 25 3 | Компрессор поршневой DALGAKIRAN PET-PLUS 25 4
винтовые воздушные компрессоры;category;wrong_top;1;webmaster;20;Топ перекошен в сторону дизельных/мобильных (DAS DPK), стационарные электрические в топ не попали;Винтовой компрессор DAS DPK 5200 D | Дизельный винтовой компрессор DAS DPK 7200 D  | Винтовой компрессор DAS DPK 9000 D
компрессор 22 квт;spec;wrong_top;1;webmaster;20;Серия «1А 22-х» попала по совпадению цифры в артикуле модели, а не по мощности 22 кВт;Компрессор 1А 22-30-2А | Компрессор 1А 22-50-2А | Компрессор 1А 22-50-4А
осушитель сжатого воздуха адсорбционного типа;category;wrong_top;0;webmaster;20;Выдаёт винтовые компрессоры ATMOS вместо адсорбционных осушителей;Винтовой компрессор двухступенчатого сжатия A | Винтовой компрессор ATMOS ST 30+/13 | Винтовой компрессор ATMOS ST 75 FD/13
азотные станции;category;empty_but_should;0;webmaster;0;Генераторы азота ENGER есть в каталоге, но поиск по синониму «азотные станции» даёт 0 результатов;
компрессор 25 литров;spec;out_of_scope;0;webmaster;20;"Компрессоры с ресивером 25 л — бытовой класс; «25» совпало с цифрой в артикулах дизельных ET-Compressors";Дизельный винтовой компрессор ET-Compressors  | Дизельный винтовой компрессор ET-Compressors  | Дизельный винтовой компрессор ET-Compressors 
ресивер воздушный для компрессора;category;wrong_top;0;webmaster;20;Ресиверы есть в ассортименте магазина, но поиск возвращает компрессоры Ironmac и Atlas Copco;Винтовой компрессор Ironmac IC 30/8 AM VSD | Винтовой компрессор Ironmac IC 20/15 C VSD DF | Винтовой компрессор Ironmac IC DELTA 250/8 I
осушители atlas copco;brand;wrong_top;1;webmaster;20;Показаны компрессоры со встроенным осушителем вместо отдельных осушителей Atlas Copco;Винтовой компрессор ATLAS COPCO GA 200 VSD -  | Винтовой компрессор ATLAS COPCO GA 200 VSD -  | Винтовой компрессор ATLAS COPCO GA 200 VSD - 
компрессор dalgakiran;brand;wrong_top;1;webmaster;20;"Топ монополизирован только серией PET-PLUS; другие линейки Dalgakiran (винтовые и пр.) не всплывают";Компрессор поршневой DALGAKIRAN PET-PLUS 25 3 | Компрессор поршневой DALGAKIRAN PET-PLUS 25 4 | Компрессор поршневой DALGAKIRAN PET-PLUS 40 4
осушитель dali;brand;wrong_top;0;webmaster;20;Вместо осушителей Dali выдаются винтовые компрессоры Dali — подкатегория проигнорирована;Винтовой компрессор Dali DL-110/10GA | Винтовой компрессор Dali DL-110/10GA-F | Винтовой компрессор Dali DL-110/13GA
магистральный фильтр для компрессора;category;wrong_top;0;webmaster;20;"Весь топ — компрессоры Atlas Copco; магистральные фильтры отсутствуют";Винтовой компрессор ATLAS COPCO G15 13P/400В  | Винтовой компрессор Atlas Copco GA 11+ 10FF/4 | Винтовой компрессор ATLAS COPCO GA 11 10P FM
фильтр сжатого воздуха;category;wrong_top;0;webmaster;20;Вместо фильтров сжатого воздуха выдаются компрессоры высокого давления и безмасляные компрессоры;Безмасляный компрессор высокого давления Enge | Безмасляный компрессор высокого давления Enge | Безмасляный компрессор высокого давления Enge
винтовой компрессор 15 бар;spec;wrong_top;0;webmaster;20;"«15» трактуется как мощность (кВт), в топе 8–13 бар модели; компрессоры на15 бар не найдены";Винтовой компрессор MIG К 15 8 бар | Винтовой компрессор MIG 15 8 бар | Винтовой компрессор ZUV – 15 8 бар прямой при
осушитель воздуха адсорбционный;category;wrong_top;1;webmaster;20;первый результат — винтовой компрессор, не осушитель;"Винтовой компрессор Kraftmann POLARIS 45 W | Осушитель адсорбционный &quot;Airrus&quot; ОА | Осушитель адсорбционный &quot;Airrus&quot; ОА"
одноступенчатые компрессор с осушителем;spec;wrong_top;1;webmaster;20;атрибут «одноступенчатые» игнорируется, выдача — любые винтовые с осушителем;Винтовой компрессор AIRMAN SAS11 VD с осушите | Винтовой компрессор AIRMAN SAS15 VD с осушите | Винтовой компрессор AIRMAN SAS22 VD с осушите
датчик точки росы;category;wrong_top;0;webmaster;20;"показаны осушители вместо датчиков; отдельный датчик вне ассортимента";Адсорбционный осушитель ALMiG ALM-WDD 1000 | Адсорбционный осушитель ALMiG ALM-WDD 10800 | Адсорбционный осушитель ALMiG ALM-WDD 1250
промышленная роторная воздуходувка;category;out_of_scope;0;webmaster;0;воздуходувки отсутствуют в ассортименте;
компрессорная установка;category;wrong_top;1;webmaster;20;выдача сужена до безмасляных высокого давления, широкий запрос не покрыт;Безмасляный компрессор высокого давления Enge | Безмасляный компрессор высокого давления Enge | Безмасляный компрессор высокого давления Enge
компрессор 1000 л/мин;spec;wrong_top;1;webmaster;20;топ — бустеры с производительностью 1700–2440 л/мин, компрессоры ~1000 л/мин не найдены;Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM | Компрессор поршневой дожимной (бустер) KRAFTM
компрессор винтовой 7.5 бар;spec;wrong_top;1;webmaster;20;поиск смешивает давление 7,5 бар и мощность 7,5 кВт, показаны преимущественно 8 бар;Винтовой компрессор MIG 75 8 бар | Винтовой компрессор ZUV – 7.5 8 бар прямой пр | Винтовой компрессор ZUV – 75 8 бар прямой при
винтовые компрессоры для лазерной резки;category;wrong_top;1;webmaster;20;показана общая выдача без специализированных моделей для лазерной резки;Винтовой компрессор ZEGA SELD 22-20 | Винтовой компрессор ZEGA SELD 37-20 | Компрессор винтовой ZEGA SEL 15-16
компрессор с частотным преобразователем;spec;wrong_top;1;webmaster;20;Топ показывает компрессоры с осушителем (PLUS), а не с частотником (VSD);Винтовой компрессор Kraftmann APOLLO 6 PLUS ( | Винтовой компрессор Kraftmann APOLLO 7 PLUS ( | Винтовой компрессор Kraftmann ALTAIR 16 PLUS 
кислородные генераторы;category;empty_but_should;0;webmaster;0;Нет результатов, хотя генераторы газов входят в заявленный ассортимент;
винтовой компрессор 7.5;spec;wrong_top;1;webmaster;20;Модели 75 кВт (MIG 75, ZUV-75) попадают в топ наряду с 7.5 кВт из-за нечёткого матчинга числа;Винтовой компрессор MIG 75 10 бар | Винтовой компрессор MIG 75 8 бар | Винтовой компрессор MIG 75 PR 10 бар
винтовой компрессор для пескоструя;category;empty_but_should;0;webmaster;0;"Пусто; магазин обязан предлагать подходящие по давлению/производительности модели или страницу применения";
компрессоры ekomak 300 л;brand;wrong_top;1;webmaster;20;"DMD 300 — модельный индекс мощности, а не ресивер 300 л; интент покупателя скорее всего про объём ресивера";Винтовой компрессор Ekomak DMD 300 C/7 | Винтовой компрессор Ekomak DMD 300 C/8 | Винтовой компрессор Ekomak DMD 300 C/13
винтовые компрессоры профессиональные;category;wrong_top;1;webmaster;20;"Топ заполнен только одной линейкой FINI K-MAX TS; широкий запрос требует разнообразия брендов";Двухступенчатый винтовой компрессор FINI K-MA | Двухступенчатый винтовой компрессор FINI K-MA | Двухступенчатый винтовой компрессор FINI K-MA
осушители воздуха адсорбционного типа;category;wrong_top;0;webmaster;20;топ — винтовые компрессоры с интегрированным осушителем (FF), а не самостоятельные адсорбционные осушители;Винтовой компрессор Atlas Copco GA18 VSD+13FF | Винтовой компрессор Atlas Copco GA22 VSD+13FF | Винтовой компрессор Atlas Copco GA26 VSD+13FF
осушитель берг;brand;wrong_top;0;webmaster;20;показаны компрессоры BERG ATOM вместо осушителей BERG (которые есть в каталоге);Винтовой компрессор BERG ATOM А11ЕО-500 10 ба | Винтовой компрессор BERG ATOM А11ЕО-500 8 бар | Винтовой компрессор BERG ATOM А15ЕО-500 10 ба
азотные установки и станции;category;empty_but_should;0;webmaster;0;нет результатов, хотя генераторы азота ENGER есть в каталоге — не срабатывают синонимы;
станция кислородная стационарная;category;wrong_top;0;webmaster;20;"кислородных станций нет в ассортименте; поиск вместо «нет результатов» выдаёт азотные генераторы";Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
атлас копко компрессор;brand;wrong_top;1;webmaster;20;"топ занят узкоспециализированной AQ-серией (безмасляные водяные); общий брендовый запрос ожидает широкий ассортимент Atlas Copco, прежде всего GA/GA VSD";Винтовой компрессор Atlas Copco AQ 30 AC/10 W | Винтовой компрессор Atlas Copco AQ 30 AC/13 W | Винтовой компрессор Atlas Copco AQ 30 AC/7,5 
компрессор дорожный дизельный;category;wrong_top;1;webmaster;20;"топ смещён на Atlas Copco U «без шасси» и Dali высокого давления; XAS-серия (мобильные/дорожные) релевантнее для этого запроса";Дизельный компрессор ATLAS COPCO U 110 (без ш | Дизельный компрессор ATLAS COPCO U 130 Kd (бе | Дизельный компрессор ATLAS COPCO U 175 Kd (бе
промышленный компрессор;category;wrong_top;1;webmaster;20;"топ полностью занят дизельными MASTER BLAST; широкий запрос требует микса типов и брендов";Компрессор винтовой дизельный MASTER BLAST BP | Компрессор винтовой дизельный MASTER BLAST BP | Компрессор винтовой дизельный MASTER BLAST BP
азотная компрессорная установка;category;ok;1;webmaster;20;показаны PSA-генераторы азота ENGER —ближайшее, что есть в каталоге, но не компрессорная азотная станция в строгом смысле;Генератор азота ENGER GN025-98TWL | Генератор азота ENGER GN1000-98TWL | Генератор азота ENGER GN1000-99TWL
компрессор промышленный дизельный;category;wrong_top;1;webmaster;20;"топ смещён к Dali высокого давления; Atlas Copco, MASTER BLAST и другие марки не представлены";Дизельный компрессор высокого давления Dali D | Дизельный компрессор высокого давления Dali D | Дизельный компрессор высокого давления Dali D
компрессор 1000 литров;spec;wrong_top;1;webmaster;20;первые 4 позиции — Ekomak DMD 1000в тему, далее мелкие ALMiG/Dalgakiran без связи с «1000 л»;Винтовой компрессор Ekomak DMD 1000 C VST/13 | Винтовой компрессор Ekomak DMD 1000 C/10 | Винтовой компрессор Ekomak DMD 1000 C/13
винтовой компрессор 2000 л мин;spec;wrong_top;1;webmaster;20;"в топе ММЗ ПВ 12/0,7 (~12 000 л/мин) — в6 раз крупнее запроса; поиск не фильтрует по производительности";Винтовой компрессор ММЗ ПВ 12/0,7 (на шасси с | Винтовой компрессор ММЗ ПВ 12/0,7 (на шасси с | Винтовой компрессор ММЗ ПВ 12/0,7 (без шасси)
компрессор с асинхронным двигателем;spec;wrong_top;1;webmaster;20;"показан только AIRMAN VD-серия; нет фильтрации по типу двигателя, выборка выглядит случайной";Винтовой компрессор AIRMAN SAS11 VD с осушите | Винтовой компрессор AIRMAN SAS15 VD с осушите | Винтовой компрессор AIRMAN SAS22 VD с осушите
поршневые компрессоры abac;brand;empty_but_should;0;webmaster;0;Бренд ABAC есть в каталоге, поиск возвращает 0 результатов вместо fallback на ABAC-ассортимент;
осушитель сжатого воздуха для компрессора;category;wrong_top;0;webmaster;20;Вместо осушителей топ полностью занят винтовыми компрессорами ABAC;Винтовой компрессор ABAC GENESIS 15-13-500 | Винтовой компрессор ABAC MICRON.E 11-10-270 | Винтовой компрессор ABAC MICRON.E 11-10-500
компрессор винтовой воздушный масляный;category;wrong_top;1;webmaster;20;Топ начинается с безмасляных REMEZA — прямо противоположная характеристика запросу;Винтовой безмасляный компрессор низкого давле | Винтовой безмасляный компрессор низкого давле | Винтовой безмасляный компрессор низкого давле
магистральный фильтр для сжатого воздуха;category;wrong_top;0;webmaster;20;показаны винтовые компрессоры Cross Air вместо магистральных фильтров;Винтовой компрессор Cross Air CA11-10RA-500 | Винтовой компрессор Cross Air CA11-10RA-500,  | Винтовой компрессор Cross Air CA11-10RA-500DR
осушитель горячей регенерации;category;wrong_top;1;webmaster;20;в топе есть ADHB (воздушная/продувочная регенерация), не соответствует горячей;Адсорбционный осушитель ENGER ADH-200DH (-70° | Адсорбционный осушитель ENGER ADHB-140 (-40°С | Адсорбционный осушитель ENGER ADH-016DH (-40°
винтовые компрессоры модели;category;wrong_top;1;webmaster;20;топ захвачен только дизельными Atlas Copco, нет широкой выборки по винтовым;Дизельный компрессор ATLAS COPCO U 110 (без ш | Дизельный компрессор ATLAS COPCO XAS 47 Dd | Дизельный компрессор ATLAS COPCO XAS 57 Dd
компрессор 7 квт;spec;wrong_top;1;webmaster;20;в топ попал Atlas Copco GX4 (4 кВт), не соответствует запросу по мощности;Винтовой компрессор Atlas Copco GX7 10P 7 кВт | Винтовой компрессор Atlas Copco GX7 10P TM(20 | Винтовой компрессор Atlas Copco GX7 10FF TM(2
магистральный фильтр сжатого воздуха;category;wrong_top;0;webmaster;20;показаны винтовые компрессоры Cross Air вместо магистральных фильтров;Винтовой компрессор Cross Air CA11-10RA-500 | Винтовой компрессор Cross Air CA11-10RA-500,  | Винтовой компрессор Cross Air CA11-10RA-500DR
компрессорная станция;category;wrong_top;1;webmaster;20;весь топ — узкоспециализированные PET-станции, нет общепромышленных;Компрессорная станция SIGMA PET AIR 1010 HP | Компрессорная станция SIGMA PET AIR 1290 HP | Компрессорная станция SIGMA PET AIR 1490 HP
компрессор с прямым приводом с осушителем;spec;wrong_top;1;webmaster;20;атрибут прямого привода не фильтруется явно — в топе смешаны ременные и прямые приводы;Винтовой компрессор Kraftmann APOLLO 7 PLUS ( | Винтовой компрессор Dalgakiran INVERSYS PLUS  | Винтовой компрессор Dalgakiran INVERSYS PLUS 
циклонные сепараторы;category;out_of_scope;0;webmaster;20;"товар вне ассортимента; поиск вернул случайные компрессоры Atlas Copco";Винтовой компрессор Atlas Copco GA 30+ 10FF/4 | Винтовой компрессор Atlas Copco GA 30+ 10P/40 | Винтовой компрессор Atlas Copco GA 30+ 13FF/4
компрессор 1000 л мин;spec;wrong_top;1;webmaster;20;топ содержит машины10 000+ л/мин (ММЗ ПВ-10) и бустеры 1700+ л/мин вместо ~1000 л/мин;Винтовой компрессор ММЗ ПВ-10/1,0 (на шасси с | Винтовой компрессор ММЗ ПВ-10/10 (на шасси с  | Винтовой компрессор ММЗ ПВ-10/1,0 (без шасси)
компрессор 1 м3 мин;spec;wrong_top;1;webmaster;20;Топ содержит крупные дизельные и бустерные модели, далёкие от производительности 1 м³/мин;Компрессор дизельный BERG М-30-10 | Компрессор дизельный BERG М-31-13 | Компрессор поршневой дожимной (бустер) KraftM
