inn;predpriyatie;obekt;deystvuet_do;status;data;vyvod;ekspertnaya_org;ssylka
5260080007;"ООО ""ГАЗПРОМ ТРАНСГАЗ НИЖНИЙ НОВГОРОД""";техническое устройство, применяемое на опасном производственном объекте № 1516-ЗЭ-ЦБН-2024: Нагнетатель центробежный типа PCL 804-2/36В зав.№С11256, ст. № 41, инв. № 0008000, КЦ «Ямбург-Елец-1», Заволжское ЛПУМГ;28.10.2033;Действует;10.02.2025;соответствует;"ООО ""НИИПГАЗА""";https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00839-2025
5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"техническое устройство, применяемое на опасном производственном объекте: Площадка установки каталитического риформирования Л-35/11-1000, I класс опасности, рег. №А61-01219-0057 Сепаратор на приеме центробежного компрессора, тех. поз. C-10; рег. № 13981; зав. № 242608 Производство №4, Л-35/11-1000, АО «Газпромнефть-ОНПЗ» Заключение ЭПБ №07001.012/0676-12-23 от 29.12.2023г.";18.10.2033;Действует;02.08.2024;соответствует;"ООО СЦТДЭ ""ДИАСИБ""";https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-24035-2024
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";Центробежный нагнетатель (компрессор) ЦБН тип PCL 802/24 корпус зав.№9801, инв.№126606;30.09.2033;Действует;02.05.2023;соответствует;"ООО НПК ""ДИАКОНТ""";https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-08084-2023
6608007434;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ""";"Центробежный нагнетатель типа Н-196, зав. № 156, ст. № 5,
инв. № 140903";23.08.2033;Действует;02.02.2024;соответствует;"ООО ""ДЕЛЬТА-ПРОЕКТ""";https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-01614-2024
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-235 зав. № 7542, ст. № 35, инв. № 435204 Рег. № А58-80046-0005 «Площадка компрессорной станции Ново-Уренгойского ЛПУ МГ». Место установки: филиал ООО «Газпром трансгаз Югорск», Ново-Уренгойское ЛПУМГ,  КЦ № 3, Пуровская промплощадка;21.04.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16362-2019
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";"ЗАКЛЮЧЕНИЕ №ЗЭ-МСПб-ЦБН-0134.04-2023
ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Корпус и ротор центробежного нагнетателя газоперекачивающего агрегата ГПА-Ц-16/76, зав. № 367, тех. № ГПА-1, инв. № 210919";21.04.2033;Действует;08.08.2023;соответствует;"ООО ""МОНОЛИТ-СПБ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-23383-2023
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";"ЗАКЛЮЧЕНИЕ № ЗЭ-МСПб-ЦБН-0135.04-2023
ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Корпус и ротор центробежного нагнетателя газоперекачивающего агрегата ГПА-Ц-16/76,
зав. № 423, тех. № ГПА-4, инв. № 210922";21.04.2033;Действует;08.08.2023;соответствует;"ООО ""МОНОЛИТ-СПБ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-23384-2023
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";"ЗАКЛЮЧЕНИЕ № ЗЭ-МСПб-ЦБН-0137.04-2023
ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ

БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Корпус и ротор центробежного нагнетателя газоперекачивающего агрегата ГПА-Ц-16/56,
зав. № 1, тех. № ГПА-4, инв. № 214998 (ГПА
№ 4 – 1 ступень компримирования)";20.04.2033;Действует;08.08.2023;соответствует;"ООО ""МОНОЛИТ-СПБ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-23388-2023
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";ЗАКЛЮЧЕНИЕ № ЗЭ-МСПб-ЦБН-0133.04-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Корпус и ротор центробежного нагнетателя газоперекачивающего агрегата ГПА-Ц-16/56-1.7,зав. № 16, тех. № ГПА-6, инв. № 212539;18.04.2033;Действует;15.08.2023;соответствует;"ООО ""МОНОЛИТ-СПБ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24641-2023
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";"ЗАКЛЮЧЕНИЕ № ЗЭ-МСПб-ЦБН-0136.04-2023
ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на
техническое устройство, применяемое на опасном производственном объекте Корпус
и ротор центробежного нагнетателя газоперекачивающего агрегата ГПА-Ц-16/56-1.7, зав. № 22, тех. № ГПА-4, инв. № 213606";17.04.2033;Действует;08.08.2023;соответствует;"ООО ""МОНОЛИТ-СПБ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-23385-2023
0268008010;"АО ""БСК""";Теплообменник турбокомпрессора Людмила № 1-2 поз. 33.1, зав. № 26752, рег. № 4031, цех № 85;16.04.2033;Действует;04.06.2025;соответствует;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-27748-2025
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";ЗАКЛЮЧЕНИЕ № ЗЭ-МСПб-ЦБН-0102.04-2023 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте Корпус и ротор центробежного нагнетателя газоперекачивающего агрегата ГПА-Ц-16/56-1.7, зав. № 13, тех. № ГПА-87, инв. № 221058;12.04.2033;Действует;15.08.2023;соответствует;"ООО ""МОНОЛИТ-СПБ""";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24625-2023
6608007434;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ""";"«Центробежный
нагнетатель типа Н-280-11-6, зав. № 93, ст. № 2,
инв. № 140889», применяемое на опасном производственном объекте

ООО «Газпром трансгаз Екатеринбург»";04.04.2033;Действует;09.11.2023;соответствует;"ООО ""ДЕЛЬТА-ПРОЕКТ""";https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-20102-2023
6608007434;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ""";"«Центробежный нагнетатель типа Н-280-12-7, зав. № 106,
ст. № 10, инв. № 140928», применяемое на опасном
производственном объекте

ООО «Газпром трансгаз Екатеринбург»";04.04.2033;Действует;09.11.2023;соответствует;"ООО ""ДЕЛЬТА-ПРОЕКТ""";https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-20103-2023
6608007434;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ""";"«Центробежный нагнетатель типа Н-280-12-7, зав.№ 97,
ст. № 1, инв. № 140928», применяемое на опасном
производственном объекте

ООО «Газпром трансгаз Екатеринбург""";04.04.2033;Действует;09.11.2023;соответствует;"ООО ""ДЕЛЬТА-ПРОЕКТ""";https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-20108-2023
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-370-18-1 зав. № 6169, ст. № 35, инв. № 4565 Рег. № А58-80046-0005 «Площадка компрессорной станции Ново-Уренгойского ЛПУ МГ».  Место установки: филиал ООО «Газпром трансгаз Югорск», Ново-Уренгойское ЛПУМГ,  КЦ № 3;26.03.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16364-2019
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-370-18-1 зав. № 4940, ст. № 36, инв. № 131622 Рег. № А58-80046-0018 «Площадка компрессорной станции Казымского ЛПУ МГ».  Место установки: филиал ООО «Газпром трансгаз Югорск», Казымское ЛПУМГ, КЦ № 3;23.03.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16349-2019
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-370-18-1 зав. № 4782, ст. № 24, инв. № 137862 Рег. № А58-80046-0028 «Площадка компрессорной станции Уральского ЛПУ МГ». Место уановки: филиал ООО «Газпром трансгаз Югорск», Уральское ЛПУМГ,  КЦ № 2;20.03.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16298-2019
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";Заключение экспертизы промышленной безопасности № 8477-ЗЭ-2024 на техническое устройство: Центробежный нагнетатель газоперекачивающего агрегата ГПА-Ц-16/56, зав.No 20, техн.No ГПА-5, инв.No 212538;19.03.2033;Действует;12.11.2024;соответствует;"ООО ""ГЦЭ - СЕВЕР""";https://monitor-pb.ru/conclusion/20-%D0%A2%D0%A3-25377-2024
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-300-1,23 зав. № 24770, ст. № 11, инв. № 137363 Рег. № А58-80046-0027 «Площадка компрессорной станции Сосьвинского ЛПУ МГ». Место установки: филиал ООО «Газпром трансгаз Югорск», Сосьвинское ЛПУМГ, КЦ № 1;15.03.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16376-2019
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 6484, станционный № 31, инвентарный № 137898;02.03.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32773-2017
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-370-18-1 зав. № 6467, ст. № 58, инв. № 133433 Рег. № А58-80046-0011 «Площадка компрессорной станции Надымского ЛПУ МГ».  Место установки: филиал ООО «Газпром трансгаз Югорск», Надымское ЛПУМГ, КЦ № 5;02.03.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16367-2019
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-370-18-1 зав. № 6457, ст. № 32, инв. № 134774 Рег. № А58-80046-0007 «Площадка компрессорной станции Пангодинского ЛПУ МГ».  Место установки: филиал ООО «Газпром трансгаз Югорск», Пангодинское ЛПУМГ, КЦ № 3, Пангодинская промплощадка;02.03.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16355-2019
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя Н-235 зав. № 7240, ст. № 23, инв. № 4925 Рег. № А58-80046-0005 «Площадка компрессорной станции Ново-Уренгойского ЛПУ МГ». Место установки: филиал ООО «Газпром трансгаз Югорск», Ново-Уренгойское ЛПУМГ,  КЦ № 2, Пуровская промплощадка;28.02.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16392-2019
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 4981, станционный № 28, инвентарный № 137375;18.02.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32730-2017
8913000816;"АО ""ПУРГАЗ""";техническое устройство, применяемое на опасном производственном объекте АО «Пургаз»: Площадка станции компрессорной с участком комплексной подготовки газа Южного участка Губкинского газового месторождения, рег. № А59-60022-0002, II класс опасности Корпус центробежного нагнетателя природного газа 295ГЦ2-230/35-76 зав. № 10452/700-1, ст. № 5, инв. № 5742;18.02.2033;Действует;13.03.2025;соответствует;"ООО ""КВАЛИТЕТ""";https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03393-2025
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 6690, станционный № 46, инвентарный № 132350;10.02.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32734-2017
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 6691, станционный № 41, инвентарный № 132315;10.02.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32742-2017
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";корпус и ротор центробежного нагнетателя ГПА-Ц-16/76, зав. № 162, ст. № 51, инв. № 137190 Рег. № А58-80046-0016 «Площадка компрессорной станции Сосновского ЛПУ МГ». Место установки: филиал ООО «Газпром трансгаз Югорск», Сосновское ЛПУМГ, КЦ № 5;07.02.2033;Действует;19.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-16384-2019
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 4774, станционный №33, инвентарный № 132975;02.02.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32749-2017
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 7076, станционный № 72, инвентарный № 135496;02.02.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32776-2017
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 6516, станционный № 55, инвентарный № 135492;02.02.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32778-2017
8622000931;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";центробежный нагнетатель природного газа типа Н-370-18-1 заводской № 5265, станционный № 46, инвентарный № 133429;02.02.2033;Действует;03.10.2017;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-32783-2017
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0648. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-196, зав. № 24П, ст. № 43, инв. № 126151;31.12.2032;Действует;15.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03957-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0639, класс опасности 	ОПО II - Корпус и ротор центробежного нагнетателя PCL-802/24, зав. № 9784, ст. № 35, инв. № 126693;31.12.2032;Действует;05.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-05317-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0636. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя PCL 802/24, зав. № 9796, ст. № 31, инв. № 126611;31.12.2032;Действует;24.04.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-06476-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0621. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-370-18-1, зав. № 6509, ст. № 44, инв. № 126320;31.12.2032;Действует;14.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03907-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0636. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-370-18-1, зав. № 6755, ст. № 45, инв. № 57088;31.12.2032;Действует;14.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03909-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0636. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-370-18-1, зав. № 6756, ст. № 46, инв. № 57089;31.12.2032;Действует;14.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03912-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0626. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-520-12-1, зав. № 5114, ст. № 25, инв. № 126488;31.12.2032;Действует;14.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03913-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0615. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-370-18-1, зав. № 5246, ст. № 32, инв. № 125918;31.12.2032;Действует;14.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03915-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0630. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-520-12-1, зав. № 4852, ст. № 23, инв. № 126394;31.12.2032;Действует;15.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-03956-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0636. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-520-12-1, зав. № 5102, ст. № 21, инв. № 126601;31.12.2032;Действует;18.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-04029-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0636. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-520-12-1, зав. № 4979, ст. № 22, инв. № 126600;31.12.2032;Действует;18.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-04034-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0621. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-370-18-1, зав. № 6505, ст. № 41, инв. № 126317;31.12.2032;Действует;18.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-04038-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";рег. № А25-00261-0633. Класс опасности ОПО II. Корпус и ротор центробежного нагнетателя Н-520-12-1, зав. № 5108, ст. № 22, инв. № 126793;31.12.2032;Действует;28.03.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-04773-2019
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";"«Площадка компрессорной станции Грязовецкого ЛПУ МГ» рег. № А25-00261-0639, класс опасности ОПО II - Корпус и ротор центробежного нагнетателя PCL-802/24, зав. № 9784, ст. № 35, инв. № 126693, место установки ООО «Газпром трансгаз Ухта""";31.12.2032;Действует;07.06.2019;соответствует;"ООО ""ГАЗМАШПРОЕКТ""";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-08437-2019
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Заключение № 77-24 -24 экспертизы промышленной безопасности на техническое устройство: центробежный компрессор типа ЦК-135/8, техн. № 671ГПА-01, зав. № 84026, применяемый на установке № 33 цеха № 1 филиала  Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 1 очереди газоперерабатывающего производства Оренбургского гелиевого завода);31.12.2032;Действует;20.12.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-87649-2024
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Заключение № 81-24 -24 экспертизы промышленной безопасности на техническое устройство: центробежный компрессор типа ЦК-135/8, техн. № 471ГПА-01-02, зав. № 81004, применяемый на установке № 43 цеха № 2 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 2 очереди газоперерабатывающего производства Оренбургского  гелиевого завода);31.12.2032;Действует;20.12.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-87490-2024
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Заключение № 83-24 -24 экспертизы промышленной безопасности на техническое устройство: центробежный компрессор типа ЦК-135/8, техн. № 454Кр-01-02, зав. № 80003, применяемый на установке № 22 цеха № 2 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 2 очереди газоперерабатывающего производства Оренбургского  гелиевого завода);31.12.2032;Действует;20.12.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-87515-2024
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Заключение № 10-24-24 экспертизы промышленной безопасности на техническое устройство:  турбокомпрессор АТП5-5/3, техн. № К-01-04, зав. № 81002, применяемый на установке № 24 цеха № 2 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 2 очереди газоперерабатывающего производства Оренбургского гелиевого завода);31.12.2032;Действует;17.12.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-85527-2024
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Заключение № 48-24 -24 экспертизы промышленной безопасности на техническое устройство: турбокомпрессор АТП5-5/3, техн. № К-01-03, зав. № 81001, применяемый на установке № 24 цеха № 2 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 2 очереди газоперерабатывающего производства Оренбургского гелиевого завода);31.12.2032;Действует;17.12.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-85550-2024
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Заключение № 108/24 -24 экспертизы промышленной безопасности на техническое устройство: турбокомпрессор АТП5-5/3, техн. № 660К-01-04, зав. № 86004, применяемый на установке № 33 цеха № 1 филиала Оренбургский гелиевый завод ООО «Газпром переработка» (ОПО: Площадка 3 очереди газоперерабатывающего производства Оренбургского гелиевого завода);31.12.2032;Действует;20.12.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-87505-2024
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Заключение № 41/24 -24 экспертизы промышленной безопасности на техническое устройство центробежный турбокомпрессор ТВ-500-1,08М-В1, техн. № 08В-2р, зав. №35, применяемая на установке У-07/08 цеха № 2 филиал «Оренбургский ГПЗ» ООО «Газпром переработка» (ОПО: Площадка цеха № 2 очистки газов от сернистых соединений Оренбургского ГПЗ);31.12.2032;Действует;02.12.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-79997-2024
1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Заключение № 2024-0615-ТУ экспертизы промышленной безопасности на техническое устройство:  Компрессор центробежный TK-2R-444 техн. № 301-1, зав. № 805941, применяемое на опасном производственном объекте «Площадка производства синтетического каучука и нефтеполимерных смол», рег.№ А43-00503-0003, класс опасности I, производство №1554, завод СК, ПАО «Нижнекамскнефтехим», г. Нижнекамск, Республика Татарстан;31.12.2032;Действует;11.02.2025;соответствует;"ООО ""ПЭЦ ""ПРИКАМЬЕ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-42175-2025
1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Заключение № 2024-0614-ТУ экспертизы промышленной безопасности на техническое устройство:  Компрессор центробежный TK-R-393 ВЕСНА техн. № 308-1, зав. № 805949, применяемое на опасном производственном объекте «Площадка производства синтетического каучука и нефтеполимерных смол», рег.№ А43-00503-0003, класс опасности I, производство №1554, завод СК, ПАО «Нижнекамскнефтехим», г. Нижнекамск, Республика Татарстан;31.12.2032;Действует;11.02.2025;соответствует;"ООО ""ПЭЦ ""ПРИКАМЬЕ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-42179-2025
1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";ЗАКЛЮЧЕНИЕ № 4449/03-24 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство  Компрессор центробежный марки ЦК-135/8, поз. 3, зав. № 65003 применяемое на опасном производственном объекте  «Площадка производства углеводородного сырья (ДБ и УВС) (с учетом Т-7, Т-8)», Рег.№ А43-00503-0002, класс опасности I. ПАО «Нижнекамскнефтехим», 423570, Республика Татарстан, город Нижнекамск, цех № 4205, Энергопроизводство.;31.12.2032;Действует;16.09.2024;соответствует;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-21804-2024
