"url";"отрасль (раздел)";"сфера";"производитель";"оборудование";"заказчик";"город";"дата";"название (h1)"
"https://prokompressor.ru/projects/meditsina-farmatsevtika/vintovoy-kompressor-enger-hc-7-5bf-8-dlya-ooo-ks-treyd/";"meditsina-farmatsevtika";"Медицина и фармацевтика";"Enger";"Винтовой воздушный компрессор Enger HC-7,5BF 8";"ООО ""КС Трейд""";"Новосибирск";"ноябрь 2025 г.";"Винтовой компрессор Enger HC-7,5BF 8 для ООО ""КС Трейд"""
"https://prokompressor.ru/projects/meditsina-farmatsevtika/remeza-farmgrupp/";"meditsina-farmatsevtika";"Медицина и фармацевтика";"Remeza";"винтовой компрессор ""Ремеза"" ВК 20Т-16-500 Д2";"ООО ""Фармгрупп""";"Барнаул";"ноябрь 2021 г.";"Винтовой компрессор ""Ремеза"" ВК 20Т-16-500 Д2 для ООО ""Фармгрупп"""
"https://prokompressor.ru/projects/meditsina-farmatsevtika/remeza-ekpc/";"meditsina-farmatsevtika";"Медицина и фармацевтика";"Remeza";"спиральный компрессор ""REMEZA"" KC 5-8";"""Екатеринбургский клинический перинатальный центр""";"Екатеринбург";"июнь 2021 г.";"Спиральный компрессор ""REMEZA"" KC 5-8"
"https://prokompressor.ru/projects/meditsina-farmatsevtika/xeleron-farmgroup/";"meditsina-farmatsevtika";"Медицина и фармацевтика";"Xeleron";"винтовой компрессор ""Xeleron"" Z20A/8";"ООО ""Фармгрупп""";"";"июнь 2021 г.";"Винтовой компрессор ""Xeleron"" Z20A/8"
"https://prokompressor.ru/projects/meditsina-farmatsevtika/xeleron-medos/";"meditsina-farmatsevtika";"Медицина и фармацевтика";"Xeleron";"винтовой компрессор ""Xeleron"" Z30A/8 (IP23)";"ООО ""Медос""";"Москва";"декабрь 2020 г.";"Винтовой компрессор ""Xeleron"" Z30A/8 (IP23) для ООО ""Медос"""
"https://prokompressor.ru/projects/meditsina-farmatsevtika/biocard-xeleron/";"meditsina-farmatsevtika";"Медицина и фармацевтика";"Xeleron";"винтовой компрессор ""Xeleron"" Z7.5A/10 (IP54)";"ООО ""Биокард""";"Новосибирск";"декабрь 2021 г.";"Винтовой компрессор ""Xeleron"" Z7.5A/10 (IP54) для ООО ""Биокард"""
"https://prokompressor.ru/projects/metalloobrabotka/abac-make/";"metalloobrabotka";"Металлообработка";"Abac";"винтовой компрессор ""Abac"" GENESIS 15-10-500";"ООО ""Мейк""";"Москва";"июнь 2021 г.";"Винтовой компрессор ""Abac"" GENESIS 15-10-500 для ООО ""Мейк"""
"https://prokompressor.ru/projects/metalloobrabotka/abac-express-montaj/";"metalloobrabotka";"Металлообработка";"Abac";"винтовой компрессор ""ABAC"" GENESIS 5.5-8-270";"ООО ""Экспресс-Монтаж""";"Санкт-Петербург";"март 2021 г.";"Винтовой компрессор ""ABAC"" GENESIS 5.5-8-270 для ООО ""Экспресс-Монтаж"""
"https://prokompressor.ru/projects/metalloobrabotka/abac-vladctroydetal/";"metalloobrabotka";"Металлообработка";"Abac";"винтовой компрессор ""ABAC"" SPINN 5.5Е 10 400/50 200 Е СЕ";"ООО ""НПП Владстройдеталь""";"Владимир";"февраль 2022 г.";"Винтовой компрессор ""ABAC"" SPINN 5.5Е 10 400/50 200 Е СЕ для ООО ""НПП Владстройдеталь"""
"https://prokompressor.ru/projects/metalloobrabotka/ekomet-abac/";"metalloobrabotka";"Металлообработка";"Abac";"винтовой компрессор ""ABAC"" SPINN 7,5X-10-TM270";"ООО ""Экомет""";"Свердловская область";"август 2021 г.";"Винтовой компрессор ""ABAC"" SPINN 7,5X-10-TM270 для ООО ""Экомет"""
"https://prokompressor.ru/projects/metalloobrabotka/airrus-partner/";"metalloobrabotka";"Металлообработка";"Airrus";"винтовой компрессор ""AIRRUS"" KT 11/15";"ООО ""Компания Партнер""";"Иваново";"декабрь 2020 г.";"Винтовой компрессор ""AIRRUS"" KT 11/15 для ""Компании Партнер"""
"https://prokompressor.ru/projects/metalloobrabotka/airrus-pavlova/";"metalloobrabotka";"Металлообработка";"Airrus";"винтовой компрессор ""AIRRUS"" KT 11/15";"ИП Павлова";"Краснодар";"август 2021 г.";"Винтовой компрессор ""AIRRUS"" KT 11/15 для ИП Павлова"
"https://prokompressor.ru/projects/metalloobrabotka/airrus-lazerniy-stanok/";"metalloobrabotka";"Металлообработка";"Airrus";"винтовой компрессор ""AIRRUS"" KT 11/15";"";"";"январь 2022 г.";"Винтовой компрессор ""AIRRUS"" KT 11/15 для лазерного станка"
"https://prokompressor.ru/projects/metalloobrabotka/airrus-promstroyinvest/";"metalloobrabotka";"Металлообработка";"Airrus";"винтовой компрессор ""AIRRUS"" KT 11/15";"ООО ""Промстройинвест""";"Пенза";"декабрь 2021 г.";"Винтовой компрессор ""AIRRUS"" KT 11/15 для ООО ""Промстройинвест"""
"https://prokompressor.ru/projects/metalloobrabotka/remeza-interm/";"metalloobrabotka";"Металлообработка";"Airrus";"винтовой компрессор ""AIRRUS"" KT 18/15";"ИП Степаненко";"Санкт-Петербург";"апрель 2022 г.";"Винтовой компрессор ""AIRRUS"" KT 18/15 для ИП Степаненко"
"https://prokompressor.ru/projects/metalloobrabotka/ac-fix-market/";"metalloobrabotka";"Металлообработка";"Atlas Copco";"винтовой компрессор ""ATLAS COPCO"" GA18 8.5FF/400В 3ф 50 Гц без N/CE FM";"декабрь 2021 г.";"";"апрель 2025 г.";"Винтовой компрессор ""ATLAS COPCO"" GA18 8.5FF/400В 3ф 50 Гц без N/CE FM для ООО ""Фикс-Маркет"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-dk-spetsstroy/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-11/12Р";"ООО ""ДК-Спецстрой""";"Санкт-Петербург";"июнь 2022 г.";"Винтовой компрессор ""Berg"" ВК-11/12Р для ООО ""ДК-Спецстрой"""
"https://prokompressor.ru/projects/metalloobrabotka/luxon-berg/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-11/16Р";"ООО ""Люксон Декор""";"Подольск";"август 2022 г.";"Винтовой компрессор ""Berg"" ВК-11/16Р для ООО ""Люксон Декор"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-metastyle/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-11Р";"ООО ""МетаСтиль""";"Пушкино";"май 2022 г.";"Винтовой компрессор ""Berg"" ВК-11Р для ООО ""МетаСтиль"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-lenta/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-15/10";"ООО ""ПКФ ЛентаПромСервис""";"Ногинск";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15/10 для ООО ""ПКФ ЛентаПромСервис"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-ermakov/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-15/10Р";"ИП Ермаков";"";"март 2022 г.";"Винтовой компрессор ""Berg"" ВК-15/10Р для ИП Ермаков"
"https://prokompressor.ru/projects/metalloobrabotka/universal-berg/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-15/8 P и вертикальный ресивер ""Remeza"" РВ 500.11.00";"ООО ""Универсал""";"";"февраль 2021 г.";"Винтовой компрессор ""Berg"" ВК-15/8 P вертикальный ресивер ""Remeza"" РВ 500.11.00"
"https://prokompressor.ru/projects/metalloobrabotka/berg-plantgrupp/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-15/8Р";"ООО ""ПлантГрупп""";"Санкт-Петербург";"апрель 2022 г.";"Винтовой компрессор ""Berg"" ВК-15/8Р для ООО ""ПлантГрупп"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-nlmz/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-15РЕО-500";"ООО ""Новоалтайский литейно-механический завод""";"Новоалтайск";"июнь 2022 г.";"Винтовой компрессор ""Berg"" ВК-15РЕО-500 для ООО ""Новоалтайский литейно-механический завод"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-eksi/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-18,5/8";"ООО ""Экси""";"";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-18,5/8 для ООО ""Экси"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-prominn/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-18.5/10 Р";"ООО ""ПромИнн""";"Таганрог";"декабрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-18.5/10 Р"
"https://prokompressor.ru/projects/metalloobrabotka/berg-gudermes/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22/8";"ООО ""Марица""";"Гудермес";"август 2020 г.";"Винтовой компрессор ""Berg"" ВК-22/8 для кузнечной мастерской"
"https://prokompressor.ru/projects/metalloobrabotka/stumex-berg/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22/8 Р";"ЗАО ""Ступинский механический завод""";"Ступино";"ноябрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-22/8 Р"
"https://prokompressor.ru/projects/metalloobrabotka/berg-fenix/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22/8 Р";"ООО ""НПК Феникс""";"";"июль 2021 г.";"Винтовой компрессор ""Berg"" ВК-22/8 Р"
"https://prokompressor.ru/projects/metalloobrabotka/zaborovo-berg/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22/8 Р";"ООО ""Заборово""";"Пушкино";"август 2021 г.";"Винтовой компрессор ""Berg"" ВК-22/8 Р для ООО ""Заборово"""
"https://prokompressor.ru/projects/metalloobrabotka/lavrova-berg/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22Р";"ИП Лаврова";"";"июнь 2022 г.";"Винтовой компрессор ""Berg"" ВК-22Р для ИП Лаврова"
"https://prokompressor.ru/projects/metalloobrabotka/berg-abilon/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22Р";"ООО ""Абилон""";"";"август 2022 г.";"Винтовой компрессор ""Berg"" ВК-22Р для ООО ""Абилон"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-teksa-himmash/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22Р/8";"ООО ""ТЕКСА ХИММАШ""";"";"июнь 2022 г.";"Винтовой компрессор ""Berg"" ВК-22Р/8 для ООО ""ТЕКСА ХИММАШ"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-sintez-pro/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22Р/8";"ООО ""Синтез-ПРО""";"";"май 2022 г.";"Винтовой компрессор ""Berg"" ВК-22Р/8 для ООО ""Синтез-ПРО"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-smart-titan/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22РЕ";"ООО ""Смарт Титан""";"Москва";"июль 2022 г.";"Винтовой компрессор ""Berg"" ВК-22РЕ 10 для ООО ""Смарт Титан"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-kombat/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22РО-500";"ООО ""Комбат""";"";"июль 2022 г.";"Винтовой компрессор ""Berg"" ВК-22РО-500 для ООО ""Комбат"""
"https://prokompressor.ru/projects/metalloobrabotka/sibpromvent/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22РО-500";"ООО ""СибПромВент""";"Барнаул";"январь 2023 г.";"Винтовой компрессор ""Berg"" ВК-22РО-500 для ООО ""СибПромВент"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-region-bor/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22РО-500/10";"ООО ""Регион""";"Бор";"декабрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-22РО-500/10 для ООО ""Регион"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-bikz/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-37/7 РЕ";"ООО ""БиКЗ""";"";"апрель 2021 г.";"Винтовой компрессор ""Berg"" ВК-37/7 РЕ"
"https://prokompressor.ru/projects/metalloobrabotka/berg-promsiltek/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-37/8";"ООО ""ПромСилтэк""";"Кубинка";"сентябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-37/8 для ООО ""ПромСилтэк"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-ost-treid/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-37/8 Р";"ООО ""Ост Трейд""";"Челябинск";"ноябрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-37/8 Р для ООО ""Ост Трейд"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-evrodetal/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-37/8 Р";"ООО НПФ «Евродеталь»";"Ижевск";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-37/8 Р для ООО НПФ «Евродеталь»"
"https://prokompressor.ru/projects/metalloobrabotka/berg-anustrem/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-4/8 Р";"ООО ""Ангстрем""";"";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-4/8 Р для ООО ""Ангстрем"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-tehnomet/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-4/8 Р";"ООО ""Техномет""";"Москва";"март 2022 г.";"Винтовой компрессор ""Berg"" ВК-4/8 Р для ООО ""Техномет"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-polyakov/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-4Р";"ИП Поляков";"Нижний Новгород";"июль 2022 г.";"Винтовой компрессор ""Berg"" ВК-4Р для ИП Поляков"
"https://prokompressor.ru/projects/metalloobrabotka/berg-prominteh/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-5.5/12 Р";"ООО ""Проминтех""";"";"ноябрь 2020 г.";"Винтовой компрессор ""Berg"" ВК-5.5/12 Р"
"https://prokompressor.ru/projects/metalloobrabotka/berg-kilimar/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-5.5/8 Р";"ИП Килимарь";"";"июнь 2021 г.";"Винтовой компрессор ""Berg"" ВК-5.5/8 Р"
"https://prokompressor.ru/projects/metalloobrabotka/berg-djaba/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-5.5/8 Р, рефрижераторный осушитель ""BERG"" ОВ-5,5 и вертикальный ресивер ""Remeza"" РВ 270.11.02";"ИП Джабанишвили";"Красноярский край";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-5.5/8 Р, рефрижераторный осушитель ""BERG"" ОВ-5,5 и вертикальный ресивер ""Remeza"" РВ 270.11.02 для ИП Джабанишвили"
"https://prokompressor.ru/projects/metalloobrabotka/berg-abravnikov/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-5.5Р";"ИП Абравников";"Альметьевск";"август 2022 г.";"Винтовой компрессор ""Berg"" ВК-5.5Р для ИП Абравников"
"https://prokompressor.ru/projects/metalloobrabotka/aldar-berg/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-7,5Е О-500/8";"ООО ""ПК Алдар""";"Воронеж";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-7,5Е О-500/8 для ООО ""ПК Алдар"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-spetsznak/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-7.5/10 Е";"ООО ""Спецзнак""";"Москва";"май 2021 г.";"Винтовой компрессор ""Berg"" ВК-7.5/10 Е"
"https://prokompressor.ru/projects/metalloobrabotka/berg-energostal/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-7.5/10Р";"ООО ЗЭО ""Энергосталь""";"Барнаул";"июнь 2022 г.";"Винтовой компрессор ""Berg"" ВК-7.5/10Р для ООО ЗЭО ""Энергосталь"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-galich/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-7.5/8 РE";"ИП Галич";"Белгородская область";"октябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-7.5/8 РE для ИП Галич"
"https://prokompressor.ru/projects/metalloobrabotka/berg-stk/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-7.5Р";"ООО ""СТК""";"";"июль 2022 г.";"Винтовой компрессор ""Berg"" ВК-7.5Р 12 для ООО ""СТК"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-techno-logic/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор Berg ВК-45";"ООО ""Техно-Логика""";"Набережные Челны";"май 2022 г.";"Винтовой компрессор Berg ВК-45 для ООО ""Техно-Логика"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-stalsouz/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-15Р";"ООО ""Стальсоюз""";"Липецк";"декабрь 2021 г.";"Винтовые компрессоры ""Berg"" ВК-15Р для ООО ""Стальсоюз"""
"https://prokompressor.ru/projects/metalloobrabotka/berg-stilain/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-22/10 Е";"ООО ""Стилайн""";"";"июнь 2022 г.";"Винтовые компрессоры ""Berg"" ВК-22/10 Е для ООО ""Стилайн"""
"https://prokompressor.ru/projects/metalloobrabotka/ast-region-berg/";"metalloobrabotka";"Металлообработка";"Berg";"винтовые компрессоры ""Berg"" ВК-37/8";"ООО ""АСТ-Регион""";"Арзамасский район";"май 2022 г.";"Винтовые компрессоры ""Berg"" ВК-37/8 для ООО ""АСТ-Регион"""
"https://prokompressor.ru/projects/metalloobrabotka/monkon-berg-2/";"metalloobrabotka";"Металлообработка";"Berg";"винтовой компрессор ""Berg"" ВК-37/8";"ЗАО ""СПК ""Монкон""";"";"декабрь 2021 г.";"Второй винтовой компрессор ""Berg"" ВК-37/8 для ЗАО ""СПК ""Монкон"""
"https://prokompressor.ru/projects/metalloobrabotka/comaro-sfera/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" LB 11-10/500 E (c осушителем)";"ООО ""Сфера Климата""";"Пермь";"март 2021 г.";"Винтовой компрессор ""Comaro"" LB 11-10/500 E (c осушителем)"
"https://prokompressor.ru/projects/metalloobrabotka/comaro-sp-dm/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" LB 15-8/500";"ООО ""СП-ДМ""";"Москва";"январь 2021 г.";"Винтовой компрессор ""Comaro"" LB 15-8/500 для ООО ""СП-ДМ"""
"https://prokompressor.ru/projects/metalloobrabotka/comaro-decart/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" LB 5,5-8/270";"ООО ""Декарт""";"Набережные Челны";"ноябрь 2021 г.";"Винтовой компрессор ""Comaro"" LB 5,5-8/270 new 2020 для ООО ""ТПФ Декарт"""
"https://prokompressor.ru/projects/metalloobrabotka/comaro-stellastroy/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" LB 7,5-10/270 E (с осушителем)";"ООО ""СтеллаСтрой""";"Москва";"октябрь 2021 г.";"Винтовой компрессор ""Comaro"" LB 7,5-10/270 E (с осушителем)"
"https://prokompressor.ru/projects/metalloobrabotka/comaro-berg-spikomenergo/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" LB 7,5-10/270 E и винтовой компрессор ""Berg"" ВК-5.5РО-500";"ООО ""Спикомэнерго""";"Барнаул";"январь 2023 г.";"Винтовой компрессор ""Comaro"" LB 7,5-10/270 E и ""Berg"" ВК-5.5РО-500 для ООО ""Спикомэнерго"""
"https://prokompressor.ru/projects/metalloobrabotka/ist-conteh-comaro/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" MD 90-8 (NEW)";"ООО ""ИСТ КОНТЕХ""";"";"июль 2022 г.";"Винтовой компрессор ""Comaro"" MD 90-8 (NEW) для ООО ""ИСТ КОНТЕХ"""
"https://prokompressor.ru/projects/metalloobrabotka/comaro-agron/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" SB 15-8 new";"ООО ""Агрон""";"Ангарске";"сентябрь 2020 г.";"Винтовой компрессор ""Comaro"" SB 15-8 new для компании ""Агрон"""
"https://prokompressor.ru/projects/metalloobrabotka/comaro-afz/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""Comaro"" SB 22-10 new";"ООО ""АФЗ-ПК""";"Омск";"сентябрь 2020 г.";"Винтовой компрессор ""Comaro"" SB 22-10 new"
"https://prokompressor.ru/projects/metalloobrabotka/comaro-kompozit/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""COMARO"" XB 11-08";"ООО ""Композит 21""";"";"июнь 2021 г.";"Винтовой компрессор ""COMARO"" XB 11-08"
"https://prokompressor.ru/projects/metalloobrabotka/comaro-stalkomplekt/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""COMARO"" XB 22-10";"ООО ""СтальКомплект""";"Казань";"апрель 2021 г.";"Винтовой компрессор ""COMARO"" XB 22-10 для ООО ""СтальКомплект"""
"https://prokompressor.ru/projects/metalloobrabotka/comaro-progress/";"metalloobrabotka";"Металлообработка";"Comaro";"винтовой компрессор ""COMARO"" XB 45-08";"ООО ""Прогресс""";"Владимир";"сентябрь 2020 г.";"Винтовой компрессор ""COMARO"" XB 45-08"
"https://prokompressor.ru/projects/metalloobrabotka/comprag-tyajmash/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" DV 200-10/10";"ООО ""CММ-ТЯЖМАШ""";"Сосновый Бор";"сентябрь 2020 г.";"Винтовой компрессор ""Comprag"" DV 200-10/10 для ""СММ-Тяжмаш"""
"https://prokompressor.ru/projects/metalloobrabotka/comprag-metfab/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" F15/8";"ООО ""Метфаб""";"Саратов";"июль 2022 г.";"Винтовой компрессор ""Comprag"" F15/8 для ООО ""Метфаб"""
"https://prokompressor.ru/projects/metalloobrabotka/comprag-jamkochan/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" F18/13";"ИП Жамкочян";"";"декабрь 2020 г.";"Винтовой компрессор ""Comprag"" F18/13 для ИП Жамкочян"
"https://prokompressor.ru/projects/metalloobrabotka/comprag-contact/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" F22/13";"ООО “Завод Контакт”";"Санкт-Петербург";"апрель 2021 г.";"Винтовой компрессор ""Comprag"" F22/13"
"https://prokompressor.ru/projects/metalloobrabotka/comprag-ruslitmash/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" А 1108/8";"ООО ""РусЛитМаш""";"Нижний Тагил";"сентябрь 2020 г.";"Винтовой компрессор ""Comprag"" А 1108/8"
"https://prokompressor.ru/projects/metalloobrabotka/ac-comprag/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" А 1808/8";"ООО ""АНТРАВЕРС-СЕРВИС""";"Санкт-Петербург";"декабрь 2020 г.";"Винтовой компрессор ""Comprag"" А 1808/8 для ООО ""АНТРАВЕРС-СЕРВИС"""
"https://prokompressor.ru/projects/metalloobrabotka/comprag-vega/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" А 3008/8";"ООО ""ПК Вега""";"Нижний Новгород";"май 2021 г.";"Винтовой компрессор ""Comprag"" А 3008/8"
"https://prokompressor.ru/projects/metalloobrabotka/comprag-vega-2/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" А-30/8";"ООО ""ПК Вега""";"Нижний Новгород";"октябрь 2022 г.";"Винтовой компрессор ""Comprag"" А-30/8 для ООО ""ПК Вега"""
"https://prokompressor.ru/projects/metalloobrabotka/comorag-sherp/";"metalloobrabotka";"Металлообработка";"Comprag";"винтовой компрессор ""Comprag"" АR 1508-500/8";"ООО ""Шерп""";"Саратовская область";"апрель 2021 г.";"Винтовой компрессор ""Comprag"" АR 1508-500/8"
"https://prokompressor.ru/projects/metalloobrabotka/cross-air-a-proekt/";"metalloobrabotka";"Металлообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-11/8-GA";"ООО ""А-проект""";"Кемерово";"сентябрь 2020 г.";"Винтовой компрессор ""Cross Air"" CA-11/8-GA"
"https://prokompressor.ru/projects/metalloobrabotka/cross-air-polimer/";"metalloobrabotka";"Металлообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-11/8-RA";"ООО ""МСК Полимер""";"Барнаул";"октябрь 2021 г.";"Винтовой компрессор ""Cross Air"" CA-11/8-RA для ООО ""МСК Полимер"""
"https://prokompressor.ru/projects/metalloobrabotka/cross-air-lider/";"metalloobrabotka";"Металлообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-15/10-RA";"ООО ""МПТ ЛИДЕР""";"Стерлитамак";"август 2021 г.";"Винтовой компрессор ""Cross Air"" CA-15/10-RA для ООО ""МПТ ЛИДЕР"""
"https://prokompressor.ru/projects/metalloobrabotka/crossair-spm/";"metalloobrabotka";"Металлообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-15/8-GA";"ООО ""ПК СПМ""";"";"февраль 2021 г.";"Винтовой компрессор ""Cross Air"" CA-15/8-GA"
"https://prokompressor.ru/projects/metalloobrabotka/vardanyan-cross-air/";"metalloobrabotka";"Металлообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-7,5/10-RA";"ИП Варданян";"";"август 2021 г.";"Винтовой компрессор ""Cross Air"" CA-7,5/10-RA для ИП Варданян"
"https://prokompressor.ru/projects/metalloobrabotka/volstar-crossair/";"metalloobrabotka";"Металлообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-7,5/10-RA";"ООО ""Волстар+""";"";"апрель 2021 г.";"Винтовой компрессор ""Cross Air"" CA-7,5/10-RA для ООО ""Волстар+"""
"https://prokompressor.ru/projects/metalloobrabotka/crossair-promkotlosnab/";"metalloobrabotka";"Металлообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-7,5/10-RA и вертикальный ресивер ""Remeza"" РВ 270.11.02";"ООО ""ПромКотлоСнаб""";"";"апрель 2021 г.";"Винтовой компрессор ""Cross Air"" CA-7,5/10-RA и вертикальный ресивер ""Remeza"" РВ 270.11.02"
