inn;name;name_obzvon;division;segment;okved;okved_all;region;address;egrul_status;director;revenue_rub;revenue_h;priority_max;priority_total;equipment;site;activity;is_competitor;verified;best_email;contacts;contacts_n;phones;signals_n;hotness_max;news_event;news_what;news_url;stages;in_obzvon;in_sender;sent_n;sent_last;sajt_iz_obzvona;telefony_iz_obzvona;pochty_iz_obzvona;region_iz_obzvona;direktor_iz_obzvona;domen;otkuda_dobavleno;telefony_s_sajta;pochty_s_sajta;lyudi_s_sajta;sajt_proveren;sajt_obhoda;chuzhoy_sajt_kontakty;domen_dobrannyy;otkuda_domen;telefon_iz_whatsapp
2458017056;;"МУП ""ВОДОКАНАЛ СНК""";;;;37.00|36.00.2|68.20.1|38.12|38.21|42.21|42.99|43.12.3|43.22|43.99|43.99.1|43.99.4|43.99.9|68.20.2;;662500, Красноярский край, м. о. Сосновоборский, г. Сосновоборск, ул. Солнечная, д. 2;Действующая компания;Федотова Ирина Викторовна;88400000.0;88,4 млн руб.;4;34;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 391 313-19-02 | +7 391 312-19-02 | +7 839 133-19-02;mupsnk@sosnovoborsk.krskcit.ru | mupsnk@sosnovoborsk.krskcik.ru | 2014_voda@bk.ru | mup@sosnovoborsk.krskcit.ru | mupsnk@sosnovoborsk.krsk.ru;Красноярский край;Федотова Ирина Викторовна;;выгрузка обзвона: телефон, почта, регион;;;;;;;sosnovoborsk.krskcit.ru;почта;
0271009046;;"ООО ""ЯНАУЛВОДОКАНАЛ"" РБ";;;;36.00|28.14|33.12|36.00.1|36.00.2|37.00|41.20|43.11|43.12.3|43.22|43.99|45.20.2|47.52.5|47.52.7|47.9|49.41.1|49.41.2|49.41.3|68.10.1|68.32|71.11.1|71.20.1|77.32|77.39.2|96.09;;452800, Республика Башкортостан, Янаульский район, г. Янаул, ул. Объездная, д. 17;Действующая компания;Хафизов Ильдар Рамвилевич;85600000.0;85,6 млн руб.;5;29;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;http://yanvodokanal.ru;+7 347 605-42-52 | +7 347 605-10-22 | +7 347 605-13-21 | +7 347 605-48-84 | +7 347 605-22-33;vodokanal-17@bk.ru | vodokanal17@bk.ru | snezhana-sso5@mail.ru | snezhana-sso5@mai.ru | yanaulvod@yandex.ru;Республика Башкортостан;Хафизов Ильдар Рамвилевич;yanvodokanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;8 (34760) 71-3-38;;;;yanvodokanal.ru;;;;
2447013170;;"ООО ""ЕНИСЕЙВОДОКАНАЛ""";;;;36.00|37.00|42.99|42.21;;663148, Красноярский край, м. о. Енисейский, с. Верхнепашино, ул. Обручева, стр. 2;Действующая компания;;83900000.0;83,9 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://eniseyvodokanal.ru;+7 391 952-50-12 | +7 391 952-49-57 | +7 391 952-50-30 | +7 902 981-50-35 | +7 391 952-27-78 | +7 902 977-24-72 | +7 391 952-49-61 | +7 391 957-23-95 | +73919525012;zakupki@eecom.ru | abonentam@eecom.ru | eniseyvodokonal@mail.ru | eniseyvodokanal@mai.ru | eniseyvodokanal@mail.ru | eniseyteplokom@mail.ru | eniseyvodokanal@mail.ru;Красноярский край;;eniseyvodokanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (39195) 2-50-12;eniseyvodokanal@mail.ru;;inn;eniseyvodokanal.ru;;;;
5406737355;;"ООО ""ГОРВОДОКАНАЛ""";;;;36.00|37.00|96.09|82.99;;630083, Новосибирская область, г. Новосибирск, ул. Большевистская, д. 122, кв. 17;Действующая компания;;82800000.0;82,8 млн руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;http://gorvodokanal.com;+7 384 435-18-90 | +7 384 435-02-77 | +7 384 435-02-13 | +7 384 435-18-56 | +7 384 435-07-73 | +7 838 425-07-73 | +7 384 435-14-90 | +7 384 435-02-05 | +7 384 435-14-00 | +7 384 435-20-05 | +73832049919 | +73832101909 | +73832907259 | +73832907384 | +73832907386 | +73832907390 | +73832907396 | +73833477474 | +78002509918 | +79037672077;ooostroi_m@mail.r | uszn-marbuh2@mail.ru | ooostoi_m@mail.ru | ooostroi_m@mail.ru | ck@mail.ru | оооstroi_m@mail.ru | vodokompleks@mail.ru | 89089429002-ck@mail.ru | ask@gorvodokanal.com;Новосибирская область;;gorvodokanal.com;выгрузка обзвона: сайт, телефон, почта, регион;;;;mismatch;gorvodokanal.com;8 800 250-99-18 | +7 (383) 204-99-19 | +7 (383) 290-73-86 | +7 (383) 290-73-96 | +7 (383) 347-74-74 | +7 (383) 347-48-88 | +7 (383) 204-95-66 | +7 (383) 290-72-;;;
1006012029;;"ООО ""ПКХ ""ВОДОСНАБЖЕНИЕ""";;;;36.00|43.22|42.22.2|41.20|42.21|43.12.3;;186420, Республика Карелия, Сегежский район, г. Сегежа, ул. Мира, д. 14;Действующая компания;Тихомирова Наталья Владимировна;82700000.0;82,7 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://водоснабжение.ооопкх.рф;+7 911 404-49-09 | +7 814 314-28-17 | +7 921 521-54-66;ooopkh@yandex.ru | admspkh@mail.ru | natalya.yurkevich@nw.rt.ru | abonentpkh2013.a@yandex.ru | abonentpkh2013@yandex.ru;Республика Карелия;Тихомирова Наталья Владимировна;;выгрузка обзвона: сайт, телефон, почта, регион;;;;;;;водоснабжение.ооопкх.рф;кириллица;
7709961550;;"ООО ""ТД ""ЗАВОДА ЭМАЛИРОВАННЫХ ТРУБ""";;;;25.61|20.30.2|24.10.6|24.20|25.62|25.93|25.94|38.32.2|38.32.3|38.32.4|46.71|46.72|46.77|46.90|52.10|52.24|52.29|68.10|68.20|70.22|71.1|71.12.5|71.12.6|71.20|72.19;;119607, г. Москва, пр-кт Мичуринский, д. 51, эт/пом/ком 1/II/12;Действующая компания;;82000000.0;82 млн руб.;5;55;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 495 766-44-92 | +7 495 932-95-95 | +7 916 585-77-14;mail@emalirovanie.ru;Москва;;;выгрузка обзвона: телефон, почта, регион;;;;;;;emalirovanie.ru;почта;
7719456194;;"ООО ""ГОСТВОДА СЕРВИС""";;;;36.00|11.07|28.12|28.13|28.14|33.12|33.20|41.10|41.20|42.22|42.91|42.99|43.99.1|46.17.21|46.18.99|46.34.1|46.49.49|46.69.4|46.69.9|46.90|47.11|47.19|47.25.2|47.78.9|47.81|47.91|47.99.2|71.11|71.12.1|71.12.11|71.12.12|71.12.13|71.12.2|71.12.3|71.12.43|71.12.45;;143900, Московская область, г. о. Балашиха, г. Балашиха, Энтузиастов шоссе, д. 54А, помещ. VI/9;Действующая компания;;81800000.0;81,8 млн руб.;4;37;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;https://wa.me/+79255552596;+7 926 571-25-62 | +7 985 923-13-23 | +7 495 923-13-23;razvilka@gostvoda.ru | gostvodaservis@mail.ru;Московская область;;;выгрузка обзвона: сайт, телефон, почта, регион;;;;;;;gostvoda.ru;почта;+79255552596
1609010800;;"ООО ""ВОДОКАНАЛ-СЕРВИС""";;;;36.00|37.00|41.20|43.12.3|43.22|43.3|43.31|43.33|43.34|43.99.1|43.99.6|49.3|96.01|96.02|96.04;;422000, Республика Татарстан, Арский район, г. Арск, ул. Почтовая, д. 9;Действующая компания;Миндубаев Талгат Джавдатович;80100000.0;80,1 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 843 663-18-34 | +7 843 663-10-34 | +7 843 663-10-35;arskkomseti@rambler.ru | komseti@rambler.ru | arskvoda@mail.ru | arsksiti@rambler.ru | vodokanal-s17@mail.ru;Республика Татарстан;Миндубаев Талгат Джавдатович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
1223000528;;"МУП ""ВОДОКАНАЛ""";;;;37.00|36.00.1|43.99.9|33.12|36.00|42.21|43.22|43.99|49.41|52.21.24|68.20.2|71.20.1|71.20.5;;425354, Республика Марий Эл, г. Козьмодемьянск, ул. Советская, д. 145;Действующая компания;Кудря Валерий Владимирович;79800000.0;79,8 млн руб.;4;35;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 836 327-13-74 | +7 936 327-13-74 | +7 836 327-41-14 | +7 836 327-74-11 | +7 836 327-21-27 | +7 736 327-13-74 | +7 836 327-19-27 | +7 883 627-33-24;vodokkoz@mail.ru | vodokoz@mail.ru | kozvodokanal@mail.ru;Республика Марий Эл;Кудря Валерий Владимирович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
7424004330;;"ООО ""ВОДОСНАБЖЕНИЕ ПЛЮС""";;;;36.00|01.50|11.07|11.07.1|36.00.1|36.00.2|37.00|42.21|42.22.1|49.41|70.22;;457040, Челябинская область, г. Южноуральск, ул. Заводская, д. 5, корп. а, офис 1;Действующая компания;Рабинович Александр Эмильевич;78100000.0;78,1 млн руб.;4;33;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 351 344-23-67 | +7 351 344-16-18 | +7 351 347-71-02 | +7 951 790-31-33;zakupki-2019@yandex.ru | otdel-02@bk.ru | ymup_gvk@mail.ru | okvk.74@mail.ru;Челябинская область;Рабинович Александр Эмильевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
6211004809;;"МП ""НОВОМИЧУРИНСКИЙ ВОДОКАНАЛ""";;;;37.00|36.00.2|36.00|42.21;;391160, Рязанская область, м. о. Пронский, г. Новомичуринск, пр-кт Смирягина, д. 23, помещ. Н1;Действующая компания;Живоложнов Валерий Иванович;74500000.0;74,5 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 849 124-39-72 | +7 491 414-39-72 | +7 491 414-22-67;nmichvoda@yandtx.ru | vodokanal.novomich@ryazan.gov.ru | nvodokanal-oksana@yandex.ru | zhkh@yandex.ru | nvmichvoda@yandex.ru | nmichvoda@yandex.ru | nmihvoda@yandex.ru;Рязанская область;Живоложнов Валерий Иванович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
3439009284;;"ООО ""ВОДОКАНАЛ""";;;;37.00|43.12.3|43.22|36.00.2|52.21.24|96.09|45.20;;403540, Волгоградская область, г. о. город Фролово, г. Фролово, ул. Ленина, двлд. 58, ком. 2, 7-А, 8-А, 8-Б;Действующая компания;Слугин Андрей Викторович;74400000.0;74,4 млн руб.;4;17;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;http://vodokanal-frolovo.ru;+7 905 330-27-99 | +7 844 652-06-04 | +7 844 652-16-12 | +7 844 654-05-15 | +7 744 652-06-04 | +7 844 652-06-08;vodootod@rambler.ru | vodootod34@yandex.ru | vodootvod34@yandex.ru;Волгоградская область;Слугин Андрей Викторович;vodokanal-frolovo.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;vodokanal-frolovo.ru;;;;
7424004266;;"ООО ""ВОДООТВЕДЕНИЕ ПЛЮС""";;;;37.00|42.22.1|11.07|11.07.1|36.00.2|01.50|70.22|42.21|36.00.1;;457041, Челябинская область, г. Южноуральск, ул. Красногвардейская, д. 151, офис 1;Действующая компания;Васильев Игорь Викторович;74400000.0;74,4 млн руб.;4;33;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 351 344-27-82 | +7 351 344-23-67 | +7 351 344-50-85 | +7 351 344-27-63;zakupki.bo-2019@yandex.ru | otdel-02@bk.ru | ymup_gvk@mail.ru | okvk.74@mail.ru;Челябинская область;Васильев Игорь Викторович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
3604015982;;"МУП ""ОЧИСТНЫЕ СООРУЖЕНИЯ"" БОРИСОГЛЕБСКОГО ГОРОДСКОГО ОКРУГА ВОРОНЕЖСКОЙ ОБЛАСТИ";;;;37.00|42.21|71.20.1;;397166, Воронежская область, г. о. Борисоглебский, г. Борисоглебск, ул. Привольная, зд. 2А;Действующая компания;Андреев Сергей Александрович;74300000.0;74,3 млн руб.;4;18;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://mup-ochistnye.ru;+7 473 549-00-83 | +7 473 549-04-78 | +7 843 549-04-78 | +7 473 549-00-23 | +7 908 141-13-80 | +7 473 545-30-17;info@mup-ochistnye.ru | mup-ochistnye@mail.ru | pluzhnikov.i.v@36.fsin.gov.ru | boros@govvrn.ru | info@mup-ochistye.ru | muposk@mail.ru;Воронежская область;Андреев Сергей Александрович;mup-ochistnye.ru;выгрузка обзвона: сайт, телефон, почта, регион;+74735453017 | +7(47354)5-30-17 | +79529574417 | +7(952)957-44-17;;;;mup-ochistnye.ru;;;;
4007017890;;"УМП ""ВОДОКАНАЛ""";;;;37.00|36.00.2|36.00|38.1|38.2|41.2|43.12|43.2|43.22|43.29|43.32|46.73|47.52.7|49.3|49.4|52.21.2|68.32|81.10|81.21|81.29|81.29.9|81.30|82.99;;249185, Калужская область, Жуковский район, г. Кременки, ул. Лесная, д. 4;Действующая компания;;73200000.0;73,2 млн руб.;4;17;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;http://umpvodokanal.ru;+7 484 325-82-98 | +7 484 325-80-63 | +7 484 325-85-69 | +7 484 325-83-84 | +7 484 325-92-98;gilishnik@rambler.ru | ump-vodokanal@rambler.ru | vodokanal@uambler.ru | vodokanal@inbox.ru | vodokanal@rambler.ru | ump-vodokanal@rambler.ru;Калужская область;;umpvodokanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;umpvodokanal.ru;;;;
3816997787;;"ООО ""ВОДОКАНАЛ""";;;;36.00|37.00|41.20|42.21|42.22.1|42.22.2|42.91|42.91.2|42.91.5|43.11|43.12.3|43.21|43.22|43.31|43.32|43.33|43.34|43.39|43.91|43.99.1|43.99.7|49.41.1|49.41.2|49.41.3|49.50.3|68.20|69.20.2|77.39.11;;665008, Иркутская область, г. Тайшет, ул. Транспортная, д. 50А;Действующая компания;Фещенков Александр Сергеевич;69500000.0;69,5 млн руб.;5;54;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 395 632-06-47 | +7 395 630-20-64;struktura_ta@mail.ru | sin_2010@mail.ru;Иркутская область;Фещенков Александр Сергеевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
3812073181;;"ООО ""ВОДА БАЙКАЛА""";;;;11.07|23.99|41.20|46.18|46.90|47.7|49.3|49.4|56.10|56.10.1|56.10.3|58.11|63.11.1|66.11.2|68.31|72.19|73.11|73.20.1|85.21;;664033, Иркутская область, г. о. город Иркутск, г. Иркутск, ул. Старо-Кузьмихинская, стр. 41/4;Действующая компания;Широбокова Наталья Петровна;68300000.0;68,3 млн руб.;4;13;Рентген-детекторы и рентген-инспекционные системы | Генераторы азота;;;;;;;;;;;;;;;1;;;;http://baikal-water.ru;+7 395 242-29-51 | +7 395 250-50-70 | +7 395 277-92-46 | +7 395 260-11-50 | +7 964 650-09-01;water@irk.ru | voda505070@mail.ru;Иркутская область;Широбокова Наталья Петровна;baikal-water.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (3952) 50-50-70 | +7 (3952) 60-11-50;voda505070@mail.ru;;inn;baikal-water.ru;;;;
2823007848;;"МУП""ВОДОКАНАЛ""";;;;37.00|42.21|96.09.9|36.00|36.00.2|42.99|36.00.1;;676470, Амурская область, г. о. Зато Циолковский, г. Циолковский, ул. Красногвардейская, д. 8/2;Действующая компания;;67600000.0;67,6 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://zatouglegorsk.ru;+7 416 439-15-50 | +7 924 147-87-78 | +7 416 439-14-50 | +7 914 044-71-63 | +7 416 439-14-14;vodokanalzato@mail.ru | 0108198311@rambler.ru;Амурская область;;zatouglegorsk.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;zatouglegorsk.ru;;;;
8613009529;;"МУП ""ЕДИНЫЙ ВОДОКАНАЛ"" БЕРЕЗОВСКОГО РАЙОНА";;;;37.00|43.22|36.00.2|35.30.2|68.20|36.00.1;;628146, Ханты-Мансийский автономный округ - Югра, м. р-н Березовский, г. п. Игрим, пгт Игрим, ул. Ленина, д. 10;Действующая компания;;65200000.0;65,2 млн руб.;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;https://evk.my1.ru;+7 922 795-50-80 | +7 346 743-22-95 | +7 912 930-51-90 | +7 932 323-31-05 | +7 922 252-30-04 | +7 922 411-85-27 | +7 346 143-22-95 | +7 922 253-30-04 | +79129305190 | +79129305434;igrimvk@yandex.ru | igrimvk@yandex.ru;Ханты-Мансийский автономный округ - Югра;;evk.my1.ru;выгрузка обзвона: сайт, телефон, почта, регион;8 912 930 5190 | 8 912 930 5365 | 8 912 930 5434 | 8 922 252 3004;igrimvk@yandex.ru;;provider;evk.my1.ru;;;;
2511126800;;"ООО ""ГОРНОКЛЮЧЕВСКОЙ ВОДОКАНАЛ""";;;;36.00|02.20|02.40|16.10|16.10.9|35.30.14|35.30.2|37.00|38.11|38.32|41.20|42.21|42.22.1|42.91|42.99|43.11|43.12.3|43.13|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99.1|45.20|46.71|46.90|47.11|49.31|49.41|49.41.1|49.41.2|49.41.3|49.42|52.10|52.10.4|52.21.24|52.21.29|52.29|63.11|68.20|68.20.1|68.20.2|68.31.3|68.31.31|68.31.32|68.31.4|68.31.41|68.31.42|68.32|68.32.1|68.32.2|69.10|81.10|81.21|81.22|81.29|81.29.1|81.29.2|81.29.9|81.30|82.91|82.99|84.25|96.03;;692086, Приморский край, м. о. Кировский, кп. Горные Ключи, пр-кт Лазурный, д. 2, офис 3;Действующая компания;Боярчук Виктор Данилович;64100000.0;64,1 млн руб.;4;50;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 423 542-41-20 | +7 423 542-41-00;mpkx82@mail.ru;Приморский край;Боярчук Виктор Данилович;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
1205003413;;"МП ""КУЖЕНЕРВОДОКАНАЛ""";;;;37.00|96.04|81.29.9|35.30.14|36.00.1|36.00.2|43.99.9;;425550, Республика Марий Эл, Куженерский район, пгт Куженер, ул. Строителей, д. 15;Действующая компания;Лебедев Игорь Алексеевич;64000000.0;64 млн руб.;4;21;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;;+7 836 379-14-95 | +7 917 719-51-15 | +7 836 379-12-04;kuchvodokanal@mail.ru | kuzhenervodokanal@mail.ru | kuchvodokanal@maii.ru | kuchvokanal@mail.ru | uchvodokanal@mail.ru;Республика Марий Эл;Лебедев Игорь Алексеевич;;выгрузка обзвона: телефон, почта, регион;;;;;;;;;
7731286333;;"ООО ""ПАВЛОВСКИЙ ВОДОКАНАЛ""";;;;36.00|35.11|35.13|35.2|35.30.1|35.30.2|35.30.3|35.30.4|35.30.5|36.00.1|36.00.2|37.00|41.20|42.11|42.91|42.99|43.11|43.12.3|43.13|43.21|43.22|43.29|43.91|43.99|43.99.1|68.10.1|68.20|68.32|96.09;;142029, Московская область, г. Домодедово, с. Домодедово, ул. Просторная, стр. 6А, ком. 10;;;63600000.0;63,6 млн руб.;5;38;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://павловскиесети.рф;+7 985 279-84-64;tepsety@mail.ru | ooopvk00@mail.ru;Московская область;;;выгрузка обзвона: сайт, телефон, почта, регион;;;;;;;павловскиесети.рф;кириллица;
6432017348;;"ООО ""ЧИСТАЯ ВОДА 64""";;;;11.07|33.12|46.17.21|46.34.1|46.43.1|46.44.1|46.49.49|47.25.2|47.54|47.59.9|49.41.2|52.29|58.11.1|58.19|68.20.2|70.22|73.11|73.20.1|77.39.2|95.29;;410511, Саратовская область, г. Саратов, п. Рейник, ул. Совхозная, д. 9А;Действующая компания;;62500000.0;62,5 млн руб.;5;19;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | МКС — мобильные компрессорные станции;;;;;;;;;;;;;;;1;;;;http://krist64.ru;+7 845 200-00-00 | +7 845 249-25-15 | +7 917 210-99-02 | +7 845 220-58-58 | +78452205858 | +78452492515 | +79003101333;krisatl-buh1@yandex.ru | krist64m@mail.ru | kristal-buh@yandex.ru | voda@krist64.ru;Саратовская область;;krist64.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 8452 20-58-58 | +7 8452 49-25-15 | +7 900 310-1333;voda@krist64.ru;;inn;krist64.ru;;;;
5243037996;;"ООО ""РАЙВОДОКАНАЛ""";;;;36.00|37.00|38.11|41.20|42.21|42.22|43.11|43.12|43.13|43.21|43.22|43.29|43.34|43.91|43.99|49.50|52.10|77.11|77.32|82.11;;607221, Нижегородская область, г. о. город Арзамас, г. Арзамас, ул. Складская, д. 2;Действующая компания;;61700000.0;61,7 млн руб.;5;58;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;https://rayvodokanal-arz.ru;+7 831 472-05-00 | +7 910 898-75-72 | +7 903 712-19-58 | +7 904 049-91-57 | +7 910 058-59-90;info@rayvodokanal.ru | vkh-1@yandex.ru;Нижегородская область;;rayvodokanal-arz.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (83147) 20-500 | +7 (910) 898-75-72 | +7 (904) 049-91-57;info@rayvodokanal.ru;;inn;rayvodokanal-arz.ru;;;;
6213010082;;"ООО ""ВОДОКАНАЛ ПЛЮС""";;;;37.00|35.30.2|36.00.2|46.49|47.19|68.32.1|69.10|69.20|78.10;;391112, Рязанская область, м. о. Рыбновский, г. Рыбное, ул. Большая, д. 2А, помещ. Н-7;Действующая компания;;61600000.0;61,6 млн руб.;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://vdk.rybnoe.net;+7 910 615-57-93 | +7 953 741-95-65 | +7 920 639-49-59 | +7 491 375-26-39;vodoplus@yandex.ru | omvd-ribn@yandex.ru | vodopius@yandex.ru | vodoplus@yandex.r | vodoplus@gmail.com;Рязанская область;;vdk.rybnoe.net;выгрузка обзвона: сайт, телефон, почта, регион;;;;;vdk.rybnoe.net;;;;
1831161344;;"ООО ""ВОДОКАНАЛ""";;;;36.00|16.29.1|33.12|35.11|35.30.14|35.30.2|35.30.3|35.30.4|36.00.1|36.00.2|37.00|38.1|38.2|38.32.5|41.20|42.21|42.22.2|43.11|43.12.3|43.21|43.22|43.29|43.91|43.99|43.99.1|46.49|46.69|46.73|46.74|46.77|49.4|49.41.1|49.41.2|49.41.3|66.19|66.19.6|68.10.22|68.32.1|77.11|77.32|77.33|77.39.2|81.29.9;;427145, Удмуртская Республика, Игринский район, п. Игра, пер. Победы, д. 5;Действующая компания;Мозгин Сергей Михайлович;60600000.0;60,6 млн руб.;5;50;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;https://ooovodokanaligra.ru;+7 341 344-05-45 | +7 912 874-42-46 | +7 834 134-05-45;igravodokanal@mail.ru | igra.gis.teplo@yandex.ru | iek@mail.ru;Удмуртская Республика;Мозгин Сергей Михайлович;ooovodokanaligra.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (34134) 4-07-03 | +7 (34134) 4-16-61 | +7 (34134) 4-19-10 | +7 (34134) 4-05-45;igravodokanal@mail.ru;;inn;ooovodokanaligra.ru;;;;
5604033079;;"МУП ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";;;;37.00;;462631, Оренбургская область, г. Гай, ул. Ленина, д. 44;Действующая компания;Попов Александр Александрович;60300000.0;60,3 млн руб.;4;4;Генераторы кислорода;;;;;;;;;;;;;;;1;;;;http://osgai.ru;+7 353 624-15-37 | +7 922 543-87-34 | +7 735 324-15-37 | +7 906 845-49-26 | +7 353 249-92-23 | +7 922 542-87-34;o.soor@yandex.ru | o.soor@mail.ru | o.soor.@yandex.ru;Оренбургская область;Попов Александр Александрович;osgai.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;osgai.ru;;;;
7325078757;;"ООО ""ВОДА КРИСТАЛЬНАЯ-УЛЬЯНОВСК""";;;;11.07|01.49.11|10.32|10.39|10.86.2|10.86.7|10.89.6|10.89.8|11.07.1|11.07.2|46.34.1|47.25.2;;432028, Ульяновская область, г. Ульяновск, ул. Октябрьская, д. 22И;Действующая компания;;59700000.0;59,7 млн руб.;5;33;Фотосепараторы | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота;;;;;;;;;;;;;;;1;;;;https://simbirka.com | https://vk.com/simbirka_kristalnaya | https://t.me/+79041840006;+7 842 245-00-25 | +7 904 184-00-06 | +7 842 245-34-03;voda.krist@bk.ru;Ульяновская область;;simbirka.com;выгрузка обзвона: сайт, телефон, почта, регион;+7 8422 45-00-25 | +7 904 184-00-06;voda.krist@bk.ru;;inn;simbirka.com;;;;
