inn;name;name_obzvon;division;segment;okved;okved_all;region;address;egrul_status;director;revenue_rub;revenue_h;priority_max;priority_total;equipment;site;activity;is_competitor;verified;best_email;contacts;contacts_n;phones;signals_n;hotness_max;news_event;news_what;news_url;stages;in_obzvon;in_sender;sent_n;sent_last
5026000090;;"МУП ""ВОДОКАНАЛ""";;;;37.00|71.20|36.00.1|36.00|43.22;;140083, Московская область, г. Лыткарино, ул. Спортивная, д. 29;Действующая компания;Дерябин Роман Викторович;291600000.0;291,6 млн руб.;4;12;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
2322021295;"ФИРМА ""РУСТЕМ"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";"ФИРМА ООО ""РУСТЕМ""";kc;;37.00 Сбор и обработка сточных вод;37.00|16.10|16.10.9|16.23|41.20|42.11|42.12|42.13|42.21|42.22.2|42.99|43.11|43.12.3|43.21|43.22|43.29|43.3|43.91|43.99|43.99.1|43.99.7;Туапсе;352800, Краснодарский край, Туапсинский район, г. Туапсе, пл. Привокзальная, д. 1;Действующая компания;Осадчих Валерий Стефанович;286200000.0;286,2 млн руб.;4;32;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;[];;;;;;site_cand;1;;;
7203258470;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ-СЕРВИС""";"ООО ""ВОДОКАНАЛ-СЕРВИС""";kc;;37.00 Сбор и обработка сточных вод;37.00|35.30|41.20|42.11|42.12|42.21|42.22.1|42.22.2|43.12.3|43.29|43.99|49.41.1|49.41.2|49.41.3|49.50|52.29|63.91|68.32|71.12|71.12.1|71.12.11|77.32|81.29.9;Тюмень;625059, Тюменская область, г. Тюмень, ул. Тимофея Чаркова, д. 11, офис 15;Действующая компания;;285900000.0;285,9 млн руб.;5;58;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;vodokanalservis72.nethouse.ru;Комплексное обслуживание канализационных сетей: прочистка, илососные работы, гидродинамическая промывка;0;provider;vodokanalsevis72@gmail.com;vodokanalsevis72@gmail.com|приёмная|;1;"[""+7 (3452) 902800"", ""+7 (3452) 593200"", ""+7 908 875 48 00""]";;;;;;activity,email,phone,site,verify;1;;;
0263017332;;"ООО ""ВОДОКАНАЛ""";;;;37.00|36.00.2|43.29|41.20|43.21|46.73.6|46.74.2|71.20.1|86.90.9;;453856, Республика Башкортостан, м. р-н Мелеузовский, г. п. город Мелеуз, г. Мелеуз, ул. Ленина, д. 10;Действующая компания;;275500000.0;275,5 млн руб.;4;12;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
5322015508;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТАРОРУССКОГО РАЙОНА ""ЖИЛИЩНОЕ КОММУНАЛЬНОЕ ХОЗЯЙСТВО""";"ООО СТАРОРУССКОЕ ""ЖКХ""";kc;;37.00 Сбор и обработка сточных вод;37.00|36.00.2|36.00.1;Дубовицы;175210, Новгородская область, Старорусский район, д. Дубовицы, ул. Дружбы, зд. 12А;Действующая компания;;271500000.0;271,5 млн руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;Не определено;0;mismatch;;;;[];;;;;;activity;1;;;
3304000103;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОЕ ПРЕДПРИЯТИЕ Г.ГУСЬ-ХРУСТАЛЬНЫЙ;МУВКП;kc;;37.00 Сбор и обработка сточных вод;37.00|36.00.2|42.21|43.22|71.12.53|96.02.1|96.04|33.12|35.30.14|35.30.2|35.30.3|35.30.4|35.30.5|49.4|68.20.2|96.02;Гусь-Хрустальный;601501, Владимирская область, г. Гусь-Хрустальный, ул. Первомайская, д. 3А;Действующая компания;Хахалина Наталья Ярославовна;259500000.0;259,5 млн руб.;4;25;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;priem@gusadmin.ru;priem@gusadmin.ru|общий|;1;[];;;;;;email,site_cand;1;;;
4027068324;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНДУСТРИАЛЬНЫЙ ПАРК ""ВОРСИНО""";"ООО ""ИНДУСТРИАЛЬНЫЙ ПАРК ""ВОРСИНО""";kc;;37.00 Сбор и обработка сточных вод;37.00|36.00.1|43.12.1|68.10.23|68.20.29|77.39.11|81.29.9|36.0|37.0|41.10|41.2|42.11|42.12|42.13|42.21|42.22|42.99|43.12.2|43.12.3|43.2|43.3|43.99|46.4|52.21.22|52.21.29|68.10|68.2|68.3|71.11|71.12|71.12.45|71.12.5|71.12.9|73.11|77.11|77.12|77.31|77.39|81.10|81.21|81.29|82.11|82.30|82.99;Ворсино;249020, Калужская область, Боровский район, с. Ворсино, тер. Северная Промышленная Зона, влд. 6, стр. 1;Действующая компания;;255700000.0;255,7 млн руб.;5;46;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;indpark.vorsino.com;;0;phone;info@indpark.kaluga.ru;info@indpark.kaluga.ru|общий|;1;[];;;;;;email,site,verify;1;;;
9723066137;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛСТРОЙ""";"ООО ""ВКС""";kc;;42.21 Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения;42.21|37.00|38.11|38.12|38.21|38.22.9|42.22.2|42.91.2|42.91.4|43.12.1|43.12.2|43.12.3|43.21|43.31|43.99.1|43.99.4|43.99.6|43.99.9|49.41|71.12;Москва;109382, г. Москва, ул. Нижние Поля, д. 27, стр. 13, ком. 3;Действующая компания;;253800000.0;253,8 млн руб.;4;28;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;[];;;;;;site_cand;1;;;
7105050499;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПЫТНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ТУЛЬСКОГО ЗАВОДА МЕХАНИЧЕСКИХ СИСТЕМ""";"ООО ""ОПЦ ТЗМС""";kc;;25.62 Обработка металлических изделий механическая;25.62|25.99|46.18|25.73|46.74.3|46.90|46.76|46.62;Тула;300002, Тульская область, г. Тула, Веневское шоссе, д. 4, корп. 6;Действующая компания;;247700000.0;247,7 млн руб.;5;33;Промышленные компрессоры от 200 000 ₽ | Генераторы азота;;;0;;;;;;;;;;;;1;;;
7536177115;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИКА БИЗНЕС ИНЖИНИРИНГ""";"ООО ""НИКА БИЗНЕС ИНЖИНИРИНГ""";kc;;37.00 Сбор и обработка сточных вод;37.00|49.41|45.20|52.21.2|52.29|41.20|42.13|81.29.1|08.12.1|77.39;Новая;674159, Забайкальский край, м. о. Каларский, пгт Новая Чара, ул. Молдованова, зд. 4А;Действующая компания;;242900000.0;242,9 млн руб.;5;24;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;;0;;;;;[];;;;;;site_cand;1;;;
6155041000;;"ООО ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";;;;37.00|49.41.3|49.41.1|49.4|49.41.2;;346527, Ростовская область, г. о. город Шахты, г. Шахты, ул. Текстильная, д. 16;Действующая компания;Слабко Екатерина Ивановна;242700000.0;242,7 млн руб.;4;4;Генераторы кислорода;;;;;;;;;;;;;;;1;;;
7802623806;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""БИОЭКОЛОГИЯ""";"ООО ""ТД ""БИОЭКОЛОГИЯ""";kc;;37.00 Сбор и обработка сточных вод;37.00|46.13.2|46.73.3|46.73.6|46.90|47.91|49.41|49.41.1|49.41.2|49.41.3|49.42|52.10|52.24|52.29|77.11|77.12|77.29|77.39|81.10|81.29.9|82.99|96.09;Санкт-Петербург;195197, г. Санкт-Петербург, пр-кт Полюстровский, д. 66, литер В, помещ. 10;Действующая компания;Инькова Лилия Захаровна;240500000.0;240,5 млн руб.;5;16;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции;;;0;;;;;[];;;;;;site_cand;1;;;
2309157473;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИННОВАЦИЙ И ТЕХНОЛОГИЙ""";"ООО ""СИТ""";kc;;36.00 Забор, очистка и распределение воды;36.00|33.20|36.00.1|36.00.2|37.00|46.51|47.41|62.02|62.03|62.09|63.11|63.12|63.91|63.99|70.22|71.12|72.11|72.19.1|72.19.3|82.20;Краснодар;350915, Краснодарский край, г. Краснодар, ул. Октябрьская, д. 8, офис 41;Действующая компания;Сапрыкин Даниил Геннадьевич;240000000.0;240 млн руб.;4;12;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода;;;0;;;;;[];;;;;;site_cand;1;;;
2309136385;;"ООО ""КУБАНЬВОДА""";;;;11.07|22.22|36.00.1|36.00.2|43.2|43.3|46.3|46.4|47.1|47.9|52.10|85.42|95.2;;350001, Краснодарский край, г. Краснодар, ул. им. Фурманова, д. 1/2;Действующая компания;Чинёнов Илья Владимирович;232400000.0;232,4 млн руб.;4;21;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Рентген-детекторы и рентген-инспекционные системы | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
7806299244;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РТБ""";"ООО ""РТБ""";kc;;37.00 Сбор и обработка сточных вод;37.00|41.10|41.20|43.11|43.12|43.21|43.31|43.32|43.33|43.34|43.34.1|43.39|43.91|43.99|45.20|45.32|46.11|46.13|46.16|46.17|46.18|46.19|46.21|46.22|46.31.1|46.31.11|46.31.12|46.31.13|46.31.2|46.32|46.36|46.37|46.38|46.39|46.61|46.62|46.63|46.64|46.65|46.66|46.69|46.71|46.73|46.74|46.90|47.29|47.52|47.71|49.31.21|49.39.11|49.39.13|49.39.3|49.41|50.30|52.24|52.29|56.10|56.10.1|56.10.3|56.29|68.20|68.32|69.10|70.22|74.30|77.11|77.12|77.32|77.39|82.11|82.99|85.42.9|96.01|96.09;Санкт-Петербург;195112, г. Санкт-Петербург, пр-кт Заневский, д. 32, корп. 3, кв. 143;Действующая компания;Петров Константин Сергеевич;229200000.0;229,2 млн руб.;5;24;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции;;производство и продажа конвейерных и транспортерных лент;0;mismatch;rustexbelt@bk.ru;rustexbelt@bk.ru|общий|;1;"[""8 (800) 234-86-06"", ""8 (980) 326-01-36""]";;;;;;activity,email,phone,site_cand;1;;;
6682012952;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЛОГИСТИКА""";"ООО ""ЭКОЛОГИСТИКА""";kc+meyer;;37.00 Сбор и обработка сточных вод;37.00|36.00|38.32.2|38.32.3|38.32.4|38.32.5|38.32.51|38.32.52|38.32.53|38.32.54|38.32.55|38.32.59|43.21|43.99|46.72.2|46.72.21|46.72.22|46.72.23|46.73.3|46.73.4|46.73.5|46.73.6|46.75|46.75.1|46.75.2|46.76.3|46.77|47.52|47.52.7|49.41|49.41.1|49.41.2|49.41.3|52.10|52.10.2|52.10.21|52.10.22|52.10.23|52.10.4|52.24.2|70.22|74.90.5;Новоуральск;624135, Свердловская область, г. о. Новоуральский, г. Новоуральск, мкр 15, зд. 3Б, офис 322;Действующая компания;Изюмов Георгий Михайлович;228700000.0;228,7 млн руб.;4;29;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы кислорода | МКС — мобильные компрессорные станции;;;0;;info@sro-expert.su;info@sro-expert.su|общий|;1;[];;;;;;email,site_cand;1;;;
2521005114;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДНИКОВАЯ ВОДА""";"ООО ""РОДНИКОВАЯ ВОДА""";meyer;;10.20 Переработка и консервирование рыбы, ракообразных и моллюсков;10.20|10.13.1|10.13.3|11.07.1|46.32|46.32.3|46.38.1|47.23|47.23.1|47.23.2|47.29.3|47.29.39|52.10.1;Артем;692759, Приморский край, г. Артем, ул. Герцена, д. 82, офис 1;Действующая компания;;226100000.0;226,1 млн руб.;5;25;Фотосепараторы | Рентген-детекторы и рентген-инспекционные системы;;;0;;;;;[];;;;;;site_cand;1;;;
7113502283;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕЗСК СЕРВИС""";"АО ""ЕЗСК СЕРВИС""";kc;;37.00 Сбор и обработка сточных вод;37.00|55.90|68.20.29|86.90.4|33.11|33.12|33.13|33.14|33.19|33.20|35.11|35.12|35.13|35.30|36.00|41.20|42.11|42.21|42.22|42.99|43.11|43.12|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|47.11|47.82|55.1|55.30|56.10|56.21|56.29|56.30|59.14|61.10|61.20|61.90|68.10|68.20|71.20.1|77.11|77.12|77.21|77.32|77.33|77.34|77.39|81.29.1|81.30|85.41.91|86|86.10|86.21|86.90|87.10|87.30|93.11|93.12|93.13|93.19|93.21|93.29;Ефремов;301845, Тульская область, Ефремовский район, г. Ефремов, ул. Строителей, д. 2;Действующая компания;Митусов Андрей Анатольевич;224200000.0;224,2 млн руб.;5;57;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;ezsksanatorii.ru;Санаторно-профилактическое учреждение с лечением и оздоровлением;0;provider;san-prof.ezsk@yandex.ru;san-prof.ezsk@yandex.ru|приёмная|;1;"[""+7 (48741) 6-58-13"", ""+7 (48741) 6-58-52"", ""+7-906-539-81-50""]";;;;;;activity,email,phone,site,verify;1;;;
4704103391;;"ООО ""ВЫБОРГСКИЙ ВОДОКАНАЛ""";;;;42.21|36.00|37.00|38.11|38.12|41.10|41.20|42.99|43.11|43.12|43.12.1|43.12.3|43.21|43.22|43.31|43.32|43.33|43.34|43.39|43.91|43.99|43.99.7|43.99.9|49.41.1|49.41.2|68.20|71.12.13|74.90|77.11|77.29|77.32|77.39.11|81.29|96.09;;188800, Ленинградская область, Выборгский район, г. Выборг, ул. Куйбышева, д. 10, помещ. 34;Действующая компания;;223600000.0;223,6 млн руб.;5;39;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
7604391776;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОНМИ""";"ООО ""РОНМИ""";kc;;37.00 Сбор и обработка сточных вод;37.00|26.11.3|26.51.7|27.12|27.90|33.14|33.20|38.11|38.12|43.21|43.29|45.20|45.31|46.90|62.01|62.02|81.29;Ярославль;150001, Ярославская область, г. о. город Ярославль, г. Ярославль, ул. Малая Пролетарская, д. 38А, помещ. 7;Действующая компания;Захряпина Анна Васильевна;211700000.0;211,7 млн руб.;4;4;Генераторы кислорода;;;0;;;;;[];;;;;;site_cand;1;;;
1902025326;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЯНОГОРСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";"ООО ""СКС""";kc;;37.00 Сбор и обработка сточных вод;37.00|35.30.3|35.30.5|36.00.1|35.30.4|43.22|96.09.9|35.3|42.21;Саяногорск;655603, Республика Хакасия, г. Саяногорск, ул. Индустриальная, д. 1В, стр. 1, кабинет 202;Действующая компания;Машуков Максим Викторович;211700000.0;211,7 млн руб.;4;25;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;sksooo.ru;Забор и очистка воды для питьевых и промышленных нужд;0;inn;trade@eurosib-td.ru;trade@eurosib-td.ru|снабжение/закупки|;1;"[""8 (39042) 28241"", ""8 (39042) 23763"", ""8 (39042) 28468"", ""8 (39042) 28181""]";;;;;;activity,email,phone,site,verify;1;;;
4803010370;;"МУП ""ДАНКОВСКИЙ ВОДОКАНАЛ""";;;;37.00|36.00.2|36.00|35.30;;399853, Липецкая область, м. о. Данковский, г. Данков, ул. Коммунальная, д. 21А;Действующая компания;;206000000.0;206 млн руб.;4;13;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
2208052474;;"ООО ""НОВОАЛТАЙСКВОДОКАНАЛ""";;;;37.00|36.00.2|42.21|43.99.9|35.30.14|35.30.2|42.22.1|42.22.2|43.99;;658084, Алтайский край, г. Новоалтайск, ул. Вагоностроительная, д. 5, кабинет 6;Действующая компания;Бастрыкин Валерий Васильевич;203300000.0;203,3 млн руб.;4;33;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
9001012968;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ-МЕЛИТОПОЛЬ""";"МУП ""ВОДОКАНАЛ-МЕЛИТОПОЛЬ""";kc;;36.00 Забор, очистка и распределение воды;36.00|33.14|37.00|38.11|38.21|42.21|42.91|43.12.3|43.21|43.22|43.99.1|46.49|46.73.3|46.73.6|46.74|46.74.2|46.76|46.90|47.52.5|47.59.9|47.91|49.41|49.50|71.12|71.12.11|71.12.5|71.12.53|71.12.6|71.20|71.20.1|71.20.3|77.39.11;Мелитополь;272312, Запорожская область, г. о. Мелитополь, г. Мелитополь, ул. Луначарского, д. 100;;;202900000.0;202,9 млн руб.;5;56;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;неизвестно;0;mismatch;;;;[];;;;;;activity;1;;;
3526000898;;"МУП ""ВОДОКАНАЛ"" Г. ВЕЛИКИЙ УСТЮГ";;;;37.00|36.00.2|36.00|41.2|41.20|42.21|42.22.2|42.99|43.11|43.12|43.12.1|43.12.3|43.2|43.21|43.22|43.29|43.3|43.31|43.32|43.33|43.34|43.34.1|43.34.2|43.39|43.91|43.99|43.99.1|43.99.3|43.99.4|43.99.5|43.99.6|43.99.7|43.99.9|49.41|49.41.1|71.11.1|71.12|71.20;;162394, Вологодская область, м. о. Великоустюгский, г. Великий Устюг, ул. Кирова, д. 106;Действующая компания;Машутинский Александр Савватиевич;201600000.0;201,6 млн руб.;4;36;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6676001656;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ИРБИТ"" СВЕРДЛОВСКОЙ ОБЛАСТИ ""ВОДОКАНАЛ-СЕРВИС""";"МУП ГО ГОРОД ИРБИТ ""ВОДОКАНАЛ-СЕРВИС""";kc;;37.00 Сбор и обработка сточных вод;37.00|36.00|36.00.1|43.22|96.09|49.4|41.20;Ирбит;623850, Свердловская область, г. Ирбит, ул. Орджоникидзе, д. 59;Действующая компания;;196400000.0;196,4 млн руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;0;;;;;;;;;;;site_cand;1;;;
6915000208;;"ГУП ""ВОДОКАНАЛ""";;;;37.00|71.12.53|68.20.29|35.30|36.00.1|43.22|43.99.9|36.00.2;;172008, Тверская область, г. Торжок, ул. Водопойная, д. 10;Действующая компания;;194200000.0;194,2 млн руб.;4;21;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
1216020386;;"АО ""ВОДОКАНАЛ""";;;;37.00|36.00.1|42.21|49.41.1|64.19|36.00|36.00.2|41.2|41.20|42.22.1|42.22.2|43.22;;425000, Республика Марий Эл, г. Волжск, ул. Строительная, д. 11;Действующая компания;Кучеров Андрей Викторович;193200000.0;193,2 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4502000763;;"МП ""ВОДОКАНАЛ""";;;;37.00|42.21|41.20|42.22.2|43.29|36.00.2|82.99|71.20.1;;641882, Курганская область, г. Шадринск, ул. Луначарского, д. 42;Действующая компания;Савин Александр Юрьевич;180100000.0;180,1 млн руб.;4;24;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
0917035935;;"ООО ""ВОДОКАНАЛ""";;;;42.21|36.00.2|37.00|43.22|46.12.1|46.71|47.30|47.30.11|66.19|71.12.45|71.12.53|71.20|71.20.1|71.20.3|77.11|77.32|77.39.11|82.99;;369000, Карачаево-Черкесская Республика, г. Черкесск, ул. Пятигорское Шоссе, зд. 13Д;Действующая компания;;179400000.0;179,4 млн руб.;5;29;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
2420008126;;"ООО ""ВОДООТВЕДЕНИЕ""";;;;37.00|16.10|36.00|42.21|42.99|43.11|43.12|43.12.3|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|43.99.1|43.99.4|43.99.6|43.99.7|47.99.3|68.32.1;;663491, Красноярский край, м. о. Кежемский, г. Кодинск, ул. 4-я Коммунальная, зд. 10;Действующая компания;Токунов Юрий Николаевич;174400000.0;174,4 млн руб.;4;34;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
3651006819;;"МУП ""АКВАСЕРВИС""";;;;37.00|36.00.2|45.20.3|96.04|38.1|38.2|41.20|42.11|42.12|42.21|42.22.2|43.12.3|43.2|43.22|43.29|43.91|43.99.3|43.99.4|43.99.5|43.99.7|45.20.1|52.21.23|52.21.24|71.1|71.12.5|71.12.6;;396070, Воронежская область, г. Нововоронеж, ул. Вокзальная, д. 14;Действующая компания;Попов Сергей Николаевич;169200000.0;169,2 млн руб.;4;41;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
7610137707;;"ООО ""ВОДОСНАБЖЕНИЕ""";;;;36.00|02.20|36.00.1|36.00.2|37.00|38.11|39.00|41.20|42.11|42.21|42.99|43.11|43.12.1|43.12.3|43.34.1;;152300, Ярославская область, м. о. Тутаевский, г. Тутаев, ул. Моторостроителей, зд. 57А, помещ. 35;;Галактионова Елена Анатольевна;167700000.0;167,7 млн руб.;4;30;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6633022877;;"МУП ""ВОДОКАНАЛ""";;;;36.00|16.23|33.12|35.30.4|35.30.5|37.00|41.20|42.21|42.22.2|43.22|43.99.1|43.99.9|45.20.2|49.4|52.29|71.20;;623530, Свердловская область, Богдановичский район, г. Богданович, ул. Мира, д. 11;Действующая компания;;158500000.0;158,5 млн руб.;4;38;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
4811026470;;"МУП ""ЛЕБЕДЯНСКИЙ ВОДОКАНАЛ""";;;;37.00|36.00.1|43.29|11.07.1|33.11|33.12|33.14|36.00|41.20|42.21|43.99|46.69.2|46.69.5|46.74.2|47.59.9|49.20.1|49.41|52.10|52.29|66.19|71.20;;399610, Липецкая область, м. о. Лебедянский, г. Лебедянь, ул. Воронежская, д. 18;Действующая компания;Тушев Владимир Алексеевич;158500000.0;158,5 млн руб.;4;50;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
6670290930;;"АО ""ВОДОКАНАЛ СВЕРДЛОВСКОЙ ОБЛАСТИ""";;;;37.00|36.00.1|71.12.2|20.59.5|35.30|36.00|41.2|43.2|46.12.31|46.75.2|47.78.9|49.3|49.4|64.99|70.22|71.1|71.12|71.12.5|71.12.6|72.19|73.11|80.10|80.20|80.30;;620026, Свердловская область, г. Екатеринбург, ул. Белинского, д. 76, оф. 310;Действующая компания;;156900000.0;156,9 млн руб.;4;15;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
7224052287;;"ООО ""ВОДОПРОВОД""";;;;42.21|09.10|33.12|33.13|33.14|33.20|35.30.4|35.30.5|41.20|42.11|42.22.2|42.91|42.99|43.11|43.12.3|43.13|43.21|43.22|43.29|43.31|43.32|43.33|43.91|43.99|43.99.1|45.1|45.20|45.3|45.40|46.61|46.69.1|46.69.2|46.69.3|47.30|49.3|49.31|49.32|49.4|52.10|52.21.2|52.21.21|52.21.23|52.21.24|52.24|52.29|53.20.3|71.1|71.12.5|71.12.6|71.20.3|71.20.4|71.20.5|77.11|77.31|77.32|77.33|77.39.11|77.39.21|77.39.23|77.39.24|77.39.25|77.39.29|85.42.1;;625025, Тюменская область, г. Тюмень, ул. Анатолия Секисова, д. 1А;Действующая компания;Микаелян Вардан Володяевич;156400000.0;156,4 млн руб.;5;55;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
3602007640;;"ООО ""ВОДОКАНАЛ""";;;;36.00|37.00|71.12.6|42.21|96.09;;397700, Воронежская область, Бобровский район, г. Бобров, ул. Авдеева, д. 58;Действующая компания;;152000000.0;152 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;
3911000145;;"МП ПУ ""ВОДОКАНАЛ""";;;;37.00|36.00.2;;238758, Калининградская область, г. Советск, ул. Некрасова, д. 4;Действующая компания;Демидов Дмитрий Владимирович;151600000.0;151,6 млн руб.;4;10;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;
