god;mesyac;inn;zakazchik;erpid;tip;status;data_nachala;vid_nadzora;adres;est_kompressor;tekst
2025;1;8401005730;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРНО-МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ ""НОРИЛЬСКИЙ НИКЕЛЬ""";24250831000016900794;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) в области безопасности дорожного движения;;;Организовать мероприятия по восстановлению стационарного электрического освещения, а так же дорожного светофора на 7 км + 260 м объездной дороге Талнах МО г. Норильска на железнодорожном переезде в соответствии с п. 6.4.2, 6.9.2 ГОСТ Р 50597-2017.
2025;1;0268008010;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАШКИРСКАЯ СОДОВАЯ КОМПАНИЯ""";02250041000116901769;;Предостережение объявлено;2025-01-13;Федеральный государственный санитарно-эпидемиологический контроль (надзор);;;Согласно информации Министерства природопользования и экологии Республики Башкортостан (от 28.12.2024 №02-31227-2024/в) вероятным источником превышения предельно допустимой концентрации оксида углерода 18.12.2024, 19.12.2024 в 1,6 раз на АСКЗА (г. Стерлитамак, ул. Менделеева, 2), винилхлорида 19.12.2024 в 1,1 раз на АСКЗА (г. Стерлитамак, ул. Фурманова, 33), оксида азота 24.12.2024 в 1,2 раза на АСКЗА (г. Стерлитамак, ул. Менделеева, 2), диоксида азота 24.12.2024 в 1,6 раз на АСКЗА (г. Стерлитамак, ул. Фурманова, 33), сероводорода 06.12.2024, 12.12.2024-14.12.2024, 16.12.2024-19.12.2024, 22.12.2024-28.12.2024 в 1,5 раз на АСКЗА (г. Стерлитамак, ул. Коммунистическая, 97) является, в том числе, деятельность АО «БСК».
2025;1;0268004714;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТЕРЛИТАМАКСКИЙ НЕФТЕХИМИЧЕСКИЙ ЗАВОД""";02250041000116901925;;Предостережение объявлено;2025-01-13;Федеральный государственный санитарно-эпидемиологический контроль (надзор);;;Согласно информации Министерства природопользования и экологии Республики Башкортостан (от 28.12.2024 №02-31227-2024/вх) вероятным источником превышения предельно допустимой концентрации этилбензола 04.12.2024, 05.12.2024, 09.12.2024, 13.12.2024, 17.12.2024 в 3,7 раз на ПНЗ №3 (г. Стерлитамак, ул. Фурманова, 33), диоксида азота 24.12.2024 в 1,6 раз на АСКЗА (г. Стерлитамак, ул. Фурманова, 33) является, в том числе, деятельность АО «СНХЗ».
2025;1;5902201970;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ПЕРМЬ""";11250111000016903335;;Предостережение объявлено;2025-01-13;Федеральный государственный надзор в области промышленной безопасности;;;"В Усинский территориальный отдел Печорского управления Ростехнадзора (далее – Отдел) поступили сведения о выданном заключении о соответствии построенного объекта капитального строительства требованиям проектной документации, в том числе требованиям энергетической эффективности и требованиям оснащенности объекта капитального строительства приборами учета используемых энергетических ресурсов 
от 28.12.2024 № РП-250-146-о «Обустройство  Восточно-Ламбейшорского нефтяного месторождения. Обустройство кустов № 29, 65», 1 этап строительства – обустройство куста 29». Между тем, в состав опасного производственного объекта «Фонд скважин Восточно-Ламбейшорского нефтяного месторождения (ТПП «ЛУКОЙЛ-Усинскнефтегаз»), рег. № А48-10051-0600 входят скважины № 29, 48, 53.
Таким образом, в Отдел поступили сведения о возможном нарушении требований промышленной безопасности, в части нарушения требований к регистрации (внесение изменений) опасного производственного объекта в государственном реестре опасных производственных объектов (далее – Реестр), в соответствии  с пунктом 14 «Об утверждении Требований к регистрации объектов в государственном реестре опасных производственных объектов и ведению государ"
2025;1;0277077282;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";02250041000116902396;;Предостережение объявлено;2025-01-13;Федеральный государственный санитарно-эпидемиологический контроль (надзор);;;Согласно информации Министерства природопользования и экологии Республики Башкортостан (от 28.12.2024 №02-31227-2024/в) вероятным источником превышения предельно допустимой концентрации оксида углерода 18.12.2024, 19.12.2024 в 1,6 раз на АСКЗА (г. Стерлитамак, ул. Менделеева, 2), диоксида серы 20.12.2024 в 1,9 раз на АСКЗА (г. Салават, ул. Первомайская, 18), диоксида азота 24.12.2024 в 1,6 раз на АСКЗА (г. Стерлитамак, ул. Фурманова, 33) является, в том числе, деятельность ООО «БГК».
2025;1;2309051942;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЮГНЕФТЕПРОДУКТ""";26250061000216903840;;Предостережение объявлено;2025-01-13;Федеральный государственный пожарный надзор;;;край Ставропольский, р-н Грачевский, с Старомарьевка, зона Промышленная, Строение 7а Предостережение о недопустимости нарушений обязательных требований
2025;1;5036074848;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙДЕЛЬБЕРГЦЕМЕНТ РУС""";02250041000116903215;;Предостережение объявлено;2025-01-13;Федеральный государственный санитарно-эпидемиологический контроль (надзор);;;Согласно информации Министерства природопользования и экологии Республики Башкортостан (от 28.12.2024 №02-31227-2024/в) вероятным источником превышения предельно допустимой концентрации оксида углерода 18.12.2024, 19.12.2024 в 1,6 раз на АСКЗА (г. Стерлитамак, ул. Менделеева, 2), диоксида азота 24.12.2024 в 1,6 раз на АСКЗА (г. Стерлитамак, ул. Фурманова, 33) является, в том числе, деятельность ООО «ХАЙДЕЛЬБЕРГЦЕМЕНТ РУС».
2025;1;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";58251185840116904461;;Предостережение объявлено;2025-01-13;Региональный государственный жилищный контроль (надзор);;;В адрес ПАО «Т Плюс» выдается предостережение о недопустимости нарушения обязательных требований законодательства по предоставлению коммунальных услуг по горячему водоснабжению в многоквартирный дом № 7 по ул. Минская в г. Пензе.
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77251373165516905670;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права;;;"В Государственную инспекцию труда в городе Москве поступило обращение работника Дирекции скоростного сообщения филиала ОАО «РЖД», от 20.12.2024 № ПГ/27868 состоящего сведения о нарушении трудового законодательства в части:
    1) изменения трудовой функции
    2) нарушение порядка оформления трудового договора (дополнительного соглашения) при выполнении работ не в соответствии с занимаемой должностью, невыплаты в полном размере причитающихся сумм заработной платы при выполнении таковой работы
               Предлагаю:
В разумный срок:
    1) проанализировать кадровые и бухгалтерские документы на предмет нарушения порядка трудового законодательства в отношении работников 
    2) принять соответствующие меры по обеспечению соблюдения требований трудового законодательства"
2025;1;5902201970;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ПЕРМЬ""";11250061000216904596;;Предостережение объявлено;2025-01-13;Федеральный государственный пожарный надзор;;;"02.01.2025  на пульт ЦППС (Центральный пункт пожарной связи) поступило сообщение о срабатывании системы пожарной сигнализации через систему вывода сигнала ПАК «Стрлец Мониторинг» на объекте ООО ""Лукойл-Пермь"", расположенном по адресу: г. Усинск, ул. Нефтяников, д. 39, по результатам разведки, проведенной пожарно-спасательными подразделениями установлено, что произошло ложное срабатывание автоматической пожарной сигнализации, что может свидетельствовать о признаках нарушений обязательных требований."
2025;1;6803629911;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАМБОВСКИЙ БЕКОН""";62250881000016904691;;Предостережение объявлено;2025-01-13;Федеральный государственный ветеринарный контроль (надзор);;;"05.12.2024 специалистами Управления в рамках государственного задания, в рамках пищевого мониторинга (Приказ МСХ РСХН № 1630 от 22.12.2023 г.) в ООО «Тамбовский бекон» ИНН: 6803629911 (адрес: Тамбовская область, Тамбовский район, с. Борщевка, ул. Придорожная, д. 1) отобраны пробы продукции «Почки свиные замороженные», дата выработки: 22.11.2024, производства ООО «Тамбовский бекон» ИНН: 6803629911 (адрес: Российская Федерация, Тамбовская область, Тамбовский район, с. Борщевка, ул. Придорожная, д. 1), документ, подтверждающий происхождение № 26753218539 от 22.11.2024, для лабораторных испытаний в Белгородском филиале ФГБУ «ВНИИЗЖ».
24.12.2024 при осуществлении наблюдения за соблюдением обязательных требований путем мониторинга ФГИС «ВетИС» — «Сирано», на основании задания на проведение контрольных (надзорных) мероприятий без взаимодействия № 151 от 01.10.2024 установлено, что 24.12.2024 в ФГИС «ВетИС» — «Сирано» сформировано событие № 41476-2024 (срочный отчет о выявлении продукции, не отвечающей требованиям ветеринарных санитарных правил и норм № М-24/01091 от 24.12.2024), согласно которому в вышеуказанной продукции выявлено содержание кадмия, установленное значение «1,32 мг/кг», пр"
2025;1;6227007322;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЯЗАНСКАЯ НЕФТЕПЕРЕРАБАТЫВАЮЩАЯ КОМПАНИЯ""";62251373158516904695;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права;;;"Отметка о размещении (дата и учетный номер) сведений о выездной проверке в едином реестре контрольных (надзорных) мероприятий, QR-код
 

ПМ 62251373158516904695
13.01.2025

Государственная инспекция труда в Рязанской области
(указывается наименование контрольного (надзорного) органа) и при необходимости его территориального органа)
390005, Рязанская обл., г. Рязань, ул. Пушкина, д. 18 к. 3
(место вынесения предостережения)

Предостережение о недопустимости нарушения обязательных требований
от ""13""  января  2025 г. № 62/7-1150-24-ОБ/12-58-И/2016-41
АКЦИОНЕРНОЕ ОБЩЕСТВО
""РЯЗАНСКАЯ
НЕФТЕПЕРЕРАБАТЫВАЮЩАЯ
КОМПАНИЯ""
                                                    (ИНН 6227007322)

390011, РЯЗАНСКАЯ ОБЛАСТЬ, Г. РЯЗАНЬ, Р-Н ЮЖНЫЙ ПРОМУЗЕЛ, Д.8
(указываются фамилия, имя, отчество (при наличии) гражданина или наименование организации (в родительном падеже), их индивидуальные номера налогоплательщика)
2. При осуществлении
федерального государственного контроля (надзора) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права.
(указывается наименование вида государственного контроля (надзора), вида муниципального контроля в соответствии"
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";07250801000316905508;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"10 января 2025 г. с 10 часов 00 минут по 16 часов 00 минут на основании задания на проведение выездного обследования № 05/02 от 09.01.2025, было проведено выездное обследование железнодорожной станции Прохладная Северо-Кавказской железной дороги Прохладненской дистанцией пути – Северо-Кавказской дирекции инфраструктуры – филиала ОАО «РЖД», по результатам которого выявлены нарушения обязательных требований, а именно:
- На 6-и пешеходных переходах, с 1-й платформы на 2-ю платформу, перепады высот на сопряжении платформ и пешеходного настила не соответствуют нормам."
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";07250801000316905450;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"10 января 2025 г. с 10 часов 00 минут по 16 часов 00 минут на основании задания на проведение выездного обследования № 05/02 от 09.01.2025, было проведено выездное обследование железнодорожного вокзала станции Прохладная Северо-Кавказской железной дороги Северо-Кавказской региональной дирекции железнодорожных вокзалов – структурного подразделения Дирекции железнодорожных вокзалов – филиала ОАО «РЖД», по результатам которого выявлены нарушения обязательных требований, а именно:
- На 1-й платформе имеются неровности;
- На 1-й платформе частично разрушено пешеходное покрытие;
- На 3-й платформе имеются неровности;
- На 3-й платформе частично разрушено пешеходное покрытие;
- Ширина поручней на пандусе при выходе из здания вокзала на 1-ю платформу сверх нормы."
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";25250801000116895171;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;О недопустимости нарушения обязательных требований на перегоне Солони – Мукунга ( ложная занятость рельсовой цепи Ч10Н)
2025;1;2505008358;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРНО-МЕТАЛЛУРГИЧЕСКИЙ КОМПЛЕКС ""ДАЛЬПОЛИМЕТАЛЛ""";25250023733016894387;;Предостережение объявлено;2025-01-13;Федеральный государственный экологический контроль (надзор);;;"Дальневосточное межрегиональное управление Росприроднадзора по Приморскому краю рассмотрело письмо Министерства лесного хозяйства, охраны окружающей среды, животного мира и природных ресурсов Приморского края по вопросу отсутствия согласованных министерством лесного хозяйства, охраны окружающей среды, животного мира и природных ресурсов Приморского края планы мероприятий по уменьшению выбросов загрязняющих веществ в атмосферный воздух в периоды неблагоприятных метеорологических условий (НМУ), либо не предоставлены обоснования об отсутствии необходимости снижения выбросов в период НМУ.
В соответствии с п. 1 ст. 19 Федерального закона от 04.05.1999 № 96-ФЗ «Об охране атмосферного воздуха» в городских и иных поселениях органы государственной власти субъектов Российской Федерации и органы местного самоуправления организуют работы по регулированию выбросов загрязняющих веществ в атмосферный воздух в периоды неблагоприятных метеорологических условий.
В соответствии с п. 3 ст. 19 Федерального закона от 04.05.1999 № 96-ФЗ «Об охране атмосферного воздуха» При получении прогнозов неблагоприятных метеорологических условий юридические лица, индивидуальные предприниматели, имеющие источники выб"
2025;1;7708503727;"Открытое акционерное общество ""Российские железные дороги""";61250801000116898196;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"на основании информации полученной от ОАО «РЖД» о случае нарушения безопасности движения, допущенного 21 октября 2024 г. на 1851 км ПК 8 однопутного перегона Гойтх - Индюк Туапсинского территориального управления Северо-Кавказской железной дороги, 10 января 2025 года должностным лицом Межрегионального территориального управления Федеральной службы по надзору в сфере транспорта по Южному федеральному округу, в соответствии с заданием от 09.01.2025 № 05.3-02-1274ЖД проведено контрольное (надзорное) мероприятие в виде наблюдения за соблюдением обязательных требований (мониторинг безопасности) (далее - КНМ).
В рамках КНМ выявлено событие: излом рельса, случай допущен 21 октября 2024 г. на 1851 км ПК 8 однопутного перегона Гойтх - Индюк Туапсинского территориального управления Северо-Кавказской железной дороги. Причиной излом рельса явилось усталостные трещины в пере подошвы рельса размерами Н - 2 мм, 1. - 7 мм, по причине нарушение технологии выполнения путевых работ, а также несвоевременное устранение просадок и перекосов пути."
2025;1;1901067718;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕНИСЕЙСКАЯ ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ (ТГК-13)""";24251182400016899209;;Предостережение объявлено;2025-01-13;Региональный государственный жилищный контроль (надзор);;;содержащихся в обращении собственника жилого помещения № 24 в многоквартирном доме № 5 «В» по ул. 26 Бакинских Комиссаров в г. Красноярске (далее - МКД), по вопросу ненадлежащего предоставления коммунальной услуги по отоплению, установлено следующее. В соответствии с частью 4 статьи 157 Жилищного кодекса Российской Федерации (далее – ЖК РФ), при предоставлении коммунальных услуг с перерывами, превышающими установленную продолжительность, и (или) с нарушением качества осуществляется изменение размера платы за коммунальные услуги в порядке, установленном разделом IX Правил предоставления коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов, утвержденных постановлением Правительства Российской Федерации от 06.05.2011 № 354 (далее – Правила № 354).  В соответствии с данным разделом вышеуказанные факты должны быть подтверждены актами проверки качества предоставляемой коммунальной услуги, которые, в свою очередь, составляются и подписывается потребителем (или его представителем) и исполнителем (лицом, предоставляющим коммунальные услуги).  Такие акты, а также сведения, содержащиеся в них и позволяющие установить период предоставления коммунальн
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77250803445716895602;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"При осуществлении Федерального государственного контроля (надзора) 
в области железнодорожного транспорта поступили сведения о следующих действиях (бездействии):
	Межрегиональным территориальным управлением Федеральной службы по надзору 
в сфере транспорта по Центральному Федеральному округу (далее — Управление), в рамках федерального государственного контроля (надзора) в области обеспечения безопасности движения железнодорожного транспорта, проведено – выездное обследование за соблюдением обязательных требований в области железнодорожного транспорта в отношении железнодорожного подвижного состава и его составных частей.
	В ходе выездного обследования проведенного 10.01.2024 на железнодорожной станции 
Брянск-Орловский, в соответствии с ч. 2 ст. 57 Федерального закона от 31 июля 2020 года 
№ 248-ФЗ «О государственном контроле (надзоре) и муниципальном контроле 
в Российской Федерации» (далее – Закон № 248-ФЗ), на основании задания на проведения выездного обследования от 09.01.2025 № 01-01/25-02 осмотрен подвижной состав Брянской механизированной дистанции инфраструктуры Московской дирекции по эксплуатации путевых машин - структурного подразделения дирекции по эксплуатации путевых м"
2025;1;6829012680;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КВАДРА-ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";68250041000116896688;;Предостережение объявлено;2025-01-13;Федеральный государственный санитарно-эпидемиологический контроль (надзор);;;В письменном обращении (вх. № 2999-ж/2023 от 19.12.2024) содержатся сведения о несоответствии параметров микроклимата (температура) в жилых помещениях многоквартирного дома №10, по улице Олега Кошевого, города Тамбова.
2025;1;7022000310;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОМСКНЕФТЬ"" ВОСТОЧНОЙ НЕФТЯНОЙ КОМПАНИИ";72250021000216895773;;Предостережение объявлено;2025-01-13;Федеральный государственный экологический контроль (надзор);;;"В адрес отдела государственного экологического надзора по ХМАО-Югре Северо-Уральского межрегионального управления Федеральной службы по надзору в сфере природопользования (далее – Управление) от отдела разрешительной деятельности по ХМАО-Югре поступила служебная записка от 20.12.2023 г. № 9925-сз, в которой сообщается, что в ходе анализа отчетов об организации и о результатах осуществления производственного экологического контроля за 2023 год (далее – ПЭК) установлено наличие нарушений порядка оформления и требований по заполнению отчета ПЭК по следующим объектам НВОС АО «Томскнефть» ВНК:




Код объекта НВОС	Выявленные несоответствия требованиям
71-0186-001411-П	Представленный отчет ПЭК не прошит (не соответствует требованиям пункта 3 приложения 2 к приказу Минприроды России от 18.02.2022 № 109). Графа 10 таблицы 2.2 ""Результаты контроля стационарных источников выбросов загрязняющих веществ в атмосферный воздух"" не заполнена (не соответствует требованиям пункта 7  к приказу Минприроды России от 30.06.2023 № 411).  В графе 12  таблицы 2.2 ""Результаты контроля стационарных источников выбросов загрязняющих веществ в атмосферный воздух"" не указаны расчетные методики (не соответствует "
2025;1;8622000931;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""";72250021000216896090;;Предостережение объявлено;2025-01-13;Федеральный государственный экологический контроль (надзор);;;"В адрес отдела государственного экологического надзора по ХМАО-Югре Северо-Уральского межрегионального управления Федеральной службы по надзору в сфере природопользования (далее – Управление) от отдела разрешительной деятельности по ХМАО-Югре поступила служебная записка от 20.12.2023 г. № 9925-сз, в которой сообщается, что в ходе анализа отчетов об организации и о результатах осуществления производственного экологического контроля за 2023 год (далее – ПЭК) установлено наличие нарушений порядка оформления и требований по заполнению отчета ПЭК по следующим объектам НВОС ООО «Газпром трансгаз Югорск»:




Код объекта НВОС	Наименование эксплуатирующей организации	Выявленные несоответствия требованиям
71-0186-002098-П	СОСЬВИНСКОЕ ЛИНЕЙНОЕ ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ МАГИСТРАЛЬНЫХ ГАЗОПРОВОДОВ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК"" 	 Графа 10 таблицы 2.2 ""Результаты контроля стационарных источников выбросов загрязняющих веществ в атмосферный воздух"" не заполнена (не соответствует требованиям пункта 7  к приказу Минприроды России от 30.06.2023 № 411). В графе 12  таблицы 2.2 ""Результаты контроля стационарных источников выбросов загрязняющих веществ в атмосферны"
2025;1;2631805988;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАСЛОЭКСТРАКЦИОННЫЙ ЗАВОД ""РЕСУРС""";26251373166016899788;;Завершено;2025-01-13;Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права;;;СТАВРОПОЛЬСКИЙ КРАЙ, Г. Невинномысск, УЛ. МАТРОСОВА, Д. ЗД. 8, Корпус К. А, проведен
2025;1;6623000680;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕВРАЗ НИЖНЕТАГИЛЬСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""";66251373167316898131;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права;;;"Поступили сведения о следующих действиях (бездействии):
о возможных нарушениях трудового законодательства, выразившихся в принуждении Шайдуллина А.С. к увольнению
Указанные действия (бездействие) могут привести/приводят к нарушениям следующих обязательных требований:
В соответствии с требованиями ст. 22 Трудового кодекса Российской Федерации (далее – ТК РФ) работодатель обязан соблюдать трудовое законодательство и иные нормативные правовые акты, содержащие нормы трудового права, локальные нормативные акты, условия коллективного договора, соглашений и трудовых договоров.
В соответствии со ст. 80 ТК РФ работник имеет право расторгнуть трудовой договор, предупредив об этом работодателя в письменной форме не позднее чем за две недели, если иной срок не установлен настоящим Кодексом или иным федеральным законом. Течение указанного срока начинается на следующий день после получения работодателем заявления работника об увольнении.
В Постановлении Пленума Верховного Суда РФ от 17.03.2004 № 2  «О применении судами Российской Федерации Трудового кодекса Российской Федерации» указывается на то, что расторжение трудового договора по инициативе работника допустимо в случае, когда подача заявлен"
2025;1;0266033685;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМВОДОКАНАЛ""";02250041000116902919;;Предостережение объявлено;2025-01-13;Федеральный государственный санитарно-эпидемиологический контроль (надзор);;;Согласно информации Министерства природопользования и экологии Республики Башкортостан (от 28.12.2024 №02-31227-2024/вх) вероятным источником превышения предельно допустимой концентрации фенола 07.12.2024 в 1,5 раз на посту наблюдения за загрязнением атмосферного воздуха № 2 ФГБУ «Башкирское УГМС» (г. Салават, ул. Октябрьская, 39а) является, в том числе, деятельность ООО «ПВК».
2025;1;6325004584;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЫЗРАНСКИЙ НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД""";63251373158516902064;;Предостережение объявлено;2025-01-13;Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права;;;"Государственную инспекцию труда в Самарской области поступило извещение о пострадавшем от несчастного случая на производстве, обратившемся или доставленном в медицинскую организацию (учетная форма №59 НСП/у) из ГБУЗ СО «Сызранская ЦГБ»  (вх. ГИТ от 13.01.2025 № 63/6-2931-24-ПВ) АО ""СНПЗ"",  адрес юридического лица:  Самарская область, город Сызрань, ул. Астраханская, 1.     
     Из извещения  следует, что  работник АО ""СНПЗ"" Кириллов В.В. доставлен  09.01.2025 в 15-30 в ГБУЗ СО «Сызранская ЦГБ». Диагноз при обращении: закрытый 2-х ладыжный прелом костей правой голени, со слов пострадавшего упал.
Указанные действия (бездействие) могут привести/приводят к нарушениям следующих обязательных требований:  
1) В соответствии   ст. 227 ""Трудового кодекса Российской Федерации"" от 30.12.2001 № 197-ФЗ (далее - ТК РФ)   «Расследованию и учету в соответствии с настоящей главой подлежат несчастные случаи, происшедшие с работниками и другими лицами, участвующими в производственной деятельности работодателя (в том числе с лицами, подлежащими обязательному социальному страхованию от несчастных случаев на производстве и профессиональных заболеваний), при исполнении ими трудовых обязанностей или выпо"
2025;1;1402046085;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОЛЮС АЛДАН""";51250021000116899769;;Есть возражение;2025-01-13;Федеральный государственный экологический контроль (надзор);;;"В Балтийско-Арктическое межрегиональное управление Росприроднадзора поступили сведения о следующих действиях (бездействии):
на основании информации Федеральной таможенной службы об экспорте и импорте товаров за 2023 год (письмо Минприроды от 13.03.2024 №24-52/10281 и от 11.03.2024 №25-52/9878) АО «ПОЛЮС АЛДАН» в 2023 году был осуществлен импорт в Российскую Федерацию следующих товаров, включенных в Перечень товаров, подлежащих утилизации после утраты ими потребительских свойств, утвержденный распоряжением Правительства Российской Федерации от 31.12.2020 № 3721-р:
	Машины, оборудование и аппаратура;
	Пластмассы, каучук и резина
в количестве 292473.684 кг.
При этом АО «ПОЛЮС АЛДАН» в Росприроднадзор не была представлена:
декларация о количестве выпущенных в обращение на территории Российской Федерации товаров, упаковки товаров, включенных в перечень товаров, упаковки товаров, подлежащих утилизации после утраты ими потребительских свойств, реализованных для внутреннего потребления на территории Российской Федерации за 2023 год в срок до 15 апреля 2024 года.
Указанные действия (бездействие) могут привести/приводят к нарушениям следующих обязательных требований:  
1) в части непредставл"
