god;mesyac;inn;zakazchik;erpid;tip;status;data_nachala;vid_nadzora;adres;est_kompressor;tekst
2026;7;7840346335;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";24260141000022419641;;Предостережение объявлено;2026-07-22;Федеральный государственный надзор в области безопасности гидротехнических сооружений;;;"По итогам анализа установлено, что Гидротехнические сооружения филиала Акционерного общества «Группа «Илим» в г. Братске (216250001309100), эксплуатируются с нарушениями законодательства в области безопасности гидротехнических сооружений.
	Предписаниями Енисейского управления Ростехнадзора № 16/113-ГТС от 14.11.2024 и № 16/150 – ГТС от 12.08.2021 АО «Группа «Илим», предписано в установленный срок, устранить следующие нарушения.
	     	    	 
	Предписание № 16/113-ГТС от 14.11.2024
	 
    9.
 Шламонакопитель № 2 не соответствует проектной документации (пульповод шламонакопителя № 2 в соответствии с Проектной документации «Шламовое хозяйство 2 очереди строительства шламопровода и водовода осветлённой воды Шламонакопителя № 2» № ГРП-3013отсутствует на объекте (демонтирован))

   11.
 Не осуществлена реализация мер по обеспечению технически исправного состояния гидротехнического сооружения (частично отсутствует теплоизоляция шламопровода предусмотренная проектной документацией «Шламонакопитель № 3, шламопроводы, насосная станция и водоводы осветлённой воды» № 327-135-НГ, расположенного вблизи водосбросного колодца шламонакопителя № 3)
  
   15.
 Не осуществлена реализация мер по обеспе"
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260031000022421109;;Предостережение объявлено;2026-07-22;Федеральный государственный строительный надзор;;;"В Межрегиональное технологическое управление Ростехнадзора 
 (далее – МТУ Ростехнадзора) из ОАО «РЖД» поступило извещение о начале строительства объекта капитального строительства от 19.06.2026 № 1 
 (исх. от 25.06.2026 № ИСХ-16171/ДКРС МСК) по объекту «Строительство дополнительных V и VI путей на участке Москва - Алабушево 
 под специализированное пассажирское сообщение. Этап 14. Строительство пассажирской технической станции. Этап 14.2. Развитие пассажирской технической станции для обслуживания поездов ВСЖМ-1. Этап 14.2.1. Ремонтно-экипировочное депо для пассажирских составов ВСЖМ-1», расположенного по адресу: проезд Комсомольской площади, гфз Москва 
 (далее – Объект). 
	По состоянию на 20.07.2026 в МТУ Ростехнадзора отсутствует информация о получении разрешения на строительство по Объекту.
	Указанные действия (бездействие) могут привести/приводят 
 к нарушениям следующих обязательных требований:
	 - части 2 статьи 51 Градостроительного кодекса РФ (далее – Кодекс).
	Требованиями части 2 статьи 51 Кодекса установлено, что строительство, реконструкция объектов капитального строительства осуществляются 
 на основании разрешения на строительство, за исключением случаев, предусмотрен"
2026;7;6317130144;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОССИЙСКАЯ ИННОВАЦИОННАЯ ТОПЛИВНО-ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";34260111000022424252;;Предостережение объявлено;2026-07-22;Федеральный государственный надзор в области промышленной безопасности;;;"При осуществлении федерального государственного надзора в области промышленной безопасности поступили сведения о следующих действиях (бездействии) ООО «РИТЭК», находящейся по адресу, 443041, г. Самара, ул. Ленинская, д. 120А:
    не допускать  эксплуатацию зарегистрированного 27.02.2026            опасного производственного объекта III класса опасности «Фонд скважин Южно-Дмитриевского месторождения», рег. №  А53-05647-0487,  находящегося по адресу: Россия, Волгоградская область, Быковский район, территория Верхнебалыклейского сельского поселения. 
	В лицензии на эксплуатацию взрывопожароопасных и химически опасных производственных объектов I, II и III классов опасности № Л057-00109-72/00655479 (вр.№ВХ-00-016255)  не указан новый адреса места осуществления лицензируемого вида деятельности."
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260031000022420871;;Предостережение объявлено;2026-07-22;Федеральный государственный строительный надзор;;;"В Межрегиональное технологическое управление Ростехнадзора 
 (далее – МТУ Ростехнадзора) из ОАО «РЖД» поступило извещение о начале строительства объекта капитального строительства от 24.06.2026 № 24 
 (исх. от 24.06.2026 № ИСХ-16102/ДКРС МСК) по объекту «Строительство дополнительных V и VI путей на участке Москва - Алабушево 
 под специализированное пассажирское сообщение» титул «Этап 13. Строительство ТПУ «Ленинградский», расположенного по адресу: Россия, 
 г. Москва (далее – Объект). 
	По состоянию на 20.07.2026 в МТУ Ростехнадзора отсутствует информация о получении разрешения на строительство по Объекту.
	Указанные действия (бездействие) могут привести/приводят 
 к нарушениям следующих обязательных требований:
	 - части 2 статьи 51 Градостроительного кодекса РФ (далее – Кодекс).
	Требованиями части 2 статьи 51 Кодекса установлено, что строительство, реконструкция объектов капитального строительства осуществляются 
 на основании разрешения на строительство, за исключением случаев, предусмотренных настоящей статьей.
	Ответственность за нарушение установленного порядка строительства 
 предусмотрена частью 1 ст. 9.5 KoAП РФ, а именно:
	- влекут наложение административного штрафа на "
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260031000022421077;;Предостережение объявлено;2026-07-22;Федеральный государственный строительный надзор;;;"В Межрегиональное технологическое управление Ростехнадзора 
 (далее – МТУ Ростехнадзора) из ОАО «РЖД» поступило извещение о начале строительства объекта капитального строительства от 24.06.2026 № 23 
 (исх. от 24.06.2026 № ИСХ-16104/ДКРС МСК) по объекту «Строительство дополнительных V и VI путей на участке Москва - Алабушево под специализированное пассажирское сообщение» титул «Этап 17. Строительство ТПУ «Рижская» для приема специализированного подвижного состава 
 и подвижного состава МЦД-2, МЦД-3, МЦД-4», расположенного по адресу: Россия, г. Москва (далее – Объект). 
	По состоянию на 20.07.2026 в МТУ Ростехнадзора отсутствует информация о получении разрешения на строительство по Объекту.
	Указанные действия (бездействие) могут привести/приводят 
 к нарушениям следующих обязательных требований:
	 - части 2 статьи 51 Градостроительного кодекса РФ (далее – Кодекс).
	Требованиями части 2 статьи 51 Кодекса установлено, что строительство, реконструкция объектов капитального строительства осуществляются 
 на основании разрешения на строительство, за исключением случаев, предусмотренных настоящей статьей.
	Ответственность за нарушение установленного порядка строительства 
 предусмотрена "
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260031000022421148;;Предостережение объявлено;2026-07-22;Федеральный государственный строительный надзор;;;"В Межрегиональное технологическое управление Ростехнадзора 
 (далее – МТУ Ростехнадзора) из ОАО «РЖД» поступило извещение о начале строительства объекта капитального строительства от 19.06.2026 № 1 
 (исх. от 25.06.2026 № ИСХ-16174/ДКРС МСК) по объекту «Строительство дополнительных V и VI путей на участке Москва - Алабушево под специализированное пассажирское сообщение. Этап 14. Строительство пассажирской технической станции. Этап 14.2. Развитие пассажирской технической станции для обслуживания поездов ВСЖМ-1. Этап 14.2.2. Дополнительные пути парка отстоя и экипировки под пассажирские составы ВСЖМ-1», расположенного по адресу: проезд Комсомольской площади, 
 гфз Москва (далее – Объект). 
	По состоянию на 20.07.2026 в МТУ Ростехнадзора отсутствует информация о получении разрешения на строительство по Объекту.
	Указанные действия (бездействие) могут привести/приводят 
 к нарушениям следующих обязательных требований:
	 - части 2 статьи 51 Градостроительного кодекса РФ (далее – Кодекс).
	Требованиями части 2 статьи 51 Кодекса установлено, что строительство, реконструкция объектов капитального строительства осуществляются 
 на основании разрешения на строительство, за исключением случае"
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260031000022421032;;Предостережение объявлено;2026-07-22;Федеральный государственный строительный надзор;;;"В Межрегиональное технологическое управление Ростехнадзора 
 (далее – МТУ Ростехнадзора) из ОАО «РЖД» поступило извещение о начале строительства объекта капитального строительства от 24.06.2026 № 22 
 (исх. от 24.06.2026 № ИСХ-16103/ДКРС МСК) по объекту «Строительство дополнительных V и VI путей на участке Москва - Алабушево под специализированное пассажирское сообщение» титул «Этап 10. Строительство ТПУ «Петровско-Разумовская» для приема/отправления специализированного подвижного состава и подвижного состава МЦД-3», расположенного по адресу: Россия, г. Москва (далее – Объект). 
	По состоянию на 20.07.2026 в МТУ Ростехнадзора отсутствует информация о получении разрешения на строительство по Объекту.
	Указанные действия (бездействие) могут привести/приводят 
 к нарушениям следующих обязательных требований:
	 - части 2 статьи 51 Градостроительного кодекса РФ (далее – Кодекс).
	Требованиями части 2 статьи 51 Кодекса установлено, что строительство, реконструкция объектов капитального строительства осуществляются 
 на основании разрешения на строительство, за исключением случаев, предусмотренных настоящей статьей.
	Ответственность за нарушение установленного порядка строительства 
 пред"
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260031000022421216;;Предостережение объявлено;2026-07-22;Федеральный государственный строительный надзор;;;"В Межрегиональное технологическое управление Ростехнадзора 
 (далее – МТУ Ростехнадзора) из ОАО «РЖД» поступило извещение о начале строительства, реконструкции объекта капитального строительства 
 от 24.06.2026 № 1 (исх. от 24.06.2026 № ИСХ-16043/ДКРС МСК) по объекту «Строительство дополнительных V и VI путей на участке Москва – Алабушево под специализированное пассажирское движение». «Этап 1. Строительство дополнительных V и VI путей под специализированное движение на участке 
 о.п. Алабушево (вкл.) – ст. Крюково (вкл.)», расположенного по адресу: 
 г. Москва, Зеленоградский административный округ, Московской области, городской округ Солнечногорск (далее – Объект). 
	По состоянию на 20.07.2026 в МТУ Ростехнадзора отсутствует информация о получении разрешения на строительство по Объекту.
	Указанные действия (бездействие) могут привести/приводят 
 к нарушениям следующих обязательных требований:
	 - части 2 статьи 51 Градостроительного кодекса РФ (далее – Кодекс).
	Требованиями части 2 статьи 51 Кодекса установлено, что строительство, реконструкция объектов капитального строительства осуществляются 
 на основании разрешения на строительство, за исключением случаев, предусмотренных на"
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260031000022424924;;Предостережение объявлено;2026-07-22;Федеральный государственный строительный надзор;;;"В Межрегиональное технологическое управление Ростехнадзора  (далее – МТУ Ростехнадзора), поступило обращение из Комитета государственного строительного надзора города Москвы письмом от 29.06.2026 № 09-7444/26-2 (вх. от 29.06.2026 № 200/17372) от ГУП «Московский метрополитен» по вопросу выполнения работ по устройству ливневой канализации при строительстве объекта «Организация пригородно-городского пассажирского железнодорожного движения на участке Подольск-Нахабино (МЦД-2 «Подольск-Нахабино»)». Этап 4 «Реконструкция станции Царицыно. I этап организации движения», расположенного по адресу г.ф.з. Москва
 (далее – Объект). 
	Из обращения следует, что имеются признаки нарушений требований проектной документации при выполнении работ по устройству ливневой канализации при реконструкции Объекта.
	Реконструкция указанного Объекта осуществляется застройщиком ОАО «РЖД» на основании разрешения на строительство, выданного Министерством строительства и жилищно-коммунального хозяйства Российской Федерации после предоставления необходимого комплекта документов, предусмотренного частью 7 статьи 51 Кодекса, в том числе проектной документации, имеющей положительное заключение государственной эксперти"
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";11260111000022430895;;Предостережение объявлено;2026-07-22;Федеральный государственный надзор в области промышленной безопасности;;;"В Печорское управление Ростехнадзора от ОАО «Российские железные дороги» поступило заявление об аттестации, а именно аттестации заместителя начальника восстановительного поезда № 3442 Воркута Дирекции аварийно-восстановительных средств – структурного подразделения Северной железной дороги Петрова Владимира Зиновьевича в объеме, соответствующем должностным обязанностям.
	20.07.2026 в Печорском управлении Ростехнадзора проведена в форме тестирования в электронной форме аттестация Петрова Владимира Зиновьевича.
	Согласно выписке из протокола от 20.07.2026 № 25-26-1314 периодическая аттестация Петровым Владимиром Зиновьевичем в области А.1. не пройдена.
	Таким образом, заместитель начальника восстановительного поезда № 3442 Воркута осуществляет профессиональную деятельность, связанную с эксплуатацией и ремонтом опасных производственных объектов, и в силу законодательства в области промышленной безопасности обязан пройти аттестацию в области промышленной безопасности, которая необходима для исполнения им трудовых обязанностей.
	Согласно пункту 1. статьи 14.1. Федерального закона от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов» (далее – ФЗ № 116) раб"
2026;7;4407006010;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВИСС КРОНО""";77260011000022429650;;Предостережение объявлено;2026-07-22;Федеральный государственный энергетический надзор в сфере электроэнергетики;;;"В ходе проведения анализа результатов прохождения аттестации по вопросам безопасности в
сфере электроэнергетики с использованием системы Единого Портала Тестирования показал,
что руководитель (заместитель руководителя) возможно не проходил аттестацию
по вопросам безопасности в сфере электроэнергетики в территориальной аттестационной
комиссии Центрального управления Ростехнадзора согласно требований ст. 28.1
Федерального закона от 26 марта 2003 г. № 35-ФЗ «Об электроэнергетике»."
2026;7;1434031363;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";27260111000022304732;;Завершено;2026-07-22;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;7705035012;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""МОСЭНЕРГО""";77260111000021936186;;Ожидает проведения;2026-07-22;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;1434031363;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";27260111000022304745;;Завершено;2026-07-22;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;0266048970;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";59260111000022391755;;Завершено;2026-07-21;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";34260111000022379905;Внеплановое КНМ;Завершено;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;PROMPTLY
2026;7;1660004878;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";16260111000022308433;;Ожидает проведения;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;3905078834;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ГАЗОМОТОРНОЕ ТОПЛИВО""";71260111000022324508;;Ожидает проведения;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;5020037784;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АБ ИНБЕВ ЭФЕС""";27260111000022358676;;Ожидает проведения;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;5020037784;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АБ ИНБЕВ ЭФЕС""";27260111000022360786;;Ожидает проведения;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;5020037784;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АБ ИНБЕВ ЭФЕС""";27260111000022359762;;Ожидает проведения;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;
2026;7;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";59261361000022397368;;Предостережение объявлено;2026-07-20;Федеральный государственный энергетический надзор в сфере теплоснабжения;;;В адрес Западно-Уральского управления Ростехнадзора (далее Управление) поступило обращение Андреевой А.М. о постоянных отключениях подачи теплоносителя, в связи с порывами на тепловой сети и замене поврежденных участков короткими участками теплотрассы к жилому дому по адресу: г. Пермь, ул. Маршала Рыбалко, 32
2026;7;3448003962;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАУСТИК""";34260111000022399669;;Предостережение объявлено;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;При осуществлении федерального государственного надзора в области промышленной безопасности поступили сведения о следующих действиях (бездействии) должностных лиц АО «КАУСТИК», юридический адрес: 400097, Волгоградская область, г. Волгоград, ул. 40 лет ВЛКСМ, д. 57, о не прохождении аттестации в области промышленной безопасности 16.07.2026 и допуска к самостоятельной работе неаттестованного работника: Гуреева Антона Евгеньевича, ведущего инженера-проектировщика технологического бюро - область аттестации Б.7.5., Б.1.8.
2026;7;3448003962;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАУСТИК""";34260111000022399533;;Предостережение объявлено;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;При осуществлении федерального государственного надзора в области промышленной безопасности поступили сведения о следующих действиях (бездействии) должностных лиц АО «КАУСТИК», юридический адрес: 400097, Волгоградская область, г. Волгоград, ул. 40 лет ВЛКСМ, д. 57, о не прохождении аттестации в области промышленной безопасности 15.07.2026 и допуска к самостоятельной работе неаттестованного работника: Гендлера Александра Сергеевича, ведущего инженера-проектировщика технологического бюро - область аттестации Б.8.6.
2026;7;2205001753;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛТАЙ-КОКС""";42260111000020951024;;Завершено;2026-07-20;Федеральный государственный надзор в области промышленной безопасности;;;Алтайский край, г Заринск, ул Притаежная, влд 2 Мероприятие проведено составлен протокол от 23.07.2026 № 18-М/010-26-ос, вручен акт от 23.07.2026 № 18-М/010-26.
2026;7;0270007455;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЧАЛИНСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""";59260111000022385167;;Предостережение объявлено;2026-07-17;Федеральный государственный надзор в области промышленной безопасности;;;"поступили сведения о следующих действиях (бездействии):
09.07.2026 в ходе работы Территориальной аттестационной комиссии Западно-Уральского управления Ростехнадзора комиссией были приняты решения о неудовлетворительных результатах проверки знаний специалиста (инженерно-технического работника) АО ""Учалинский ГОК"" филиал МУРТЫКТЫ, заместителя начальника отдела Алтынаманова Айбулата Мавлетбаевича, в области промышленной безопасности и федеральных норм и правил в области промышленной безопасности: не сданы: Взрывные работы в подземных выработках и на поверхности рудников (объектах горнорудной и нерудной промышленности), угольных и сланцевых шахт, опасных (не опасных) по газу или пыли, и специальные взрывные работы (Б. 12. 1.), о чем свидетельствует протокол аттестации  от 09.07.2026 № 41-26-3800."
2026;7;0270007455;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЧАЛИНСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""";59260111000022385486;;Предостережение объявлено;2026-07-17;Федеральный государственный надзор в области промышленной безопасности;;;"поступили сведения о следующих действиях (бездействии):
09.07.2026 в ходе работы Территориальной аттестационной комиссии Западно-Уральского управления Ростехнадзора комиссией были приняты решения о неудовлетворительных результатах проверки знаний специалиста (инженерно-технического работника) АО ""Учалинский ГОК"" филиал МУРТЫКТЫ, заместителя директора по капитальному строительству Таипова Анвара Шакирьяновича, в области промышленной безопасности и федеральных норм и правил в области промышленной безопасности: не сданы: Основы промышленной безопасности (А. 1);  Проектирование, строительство, реконструкция, капитальный ремонт объектов горной промышленности (Б. 4. 2.),  о чем свидетельствует протокол аттестации  от 09.07.2026 № 41-26-3804."
2026;7;0270007455;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЧАЛИНСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""";59260111000022389876;;Предостережение объявлено;2026-07-17;Федеральный государственный надзор в области промышленной безопасности;;;"поступили сведения о следующих действиях (бездействии):
09.07.2026 в ходе работы Территориальной аттестационной комиссии Западно-Уральского управления Ростехнадзора комиссией были приняты решения о неудовлетворительных результатах проверки знаний специалиста (инженерно-технического работника) АО ""Учалинский ГОК"" филиал МУРТЫКТЫ, заместителя главного инженера по производству Халиуллина Ибрагима Мухаметовича, в области промышленной безопасности и федеральных норм и правил в области промышленной безопасности: не сданы: Транспортирование опасных веществ автомобильным транспортом (Б. 10. 2); Проектирование, строительство, реконструкция, капитальный ремонт объектов горной промышленности (Б. 4. 2.), о чем свидетельствует протокол аттестации  от 09.07.2026 № 41-26-3806."
2026;7;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";63260111000022307708;;Завершено;2026-07-17;Федеральный государственный надзор в области промышленной безопасности;;;443082, обл. Самарская, г. Самара, ул. Клиническая, д 160
2026;7;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";52260111000022374567;;Предостережение объявлено;2026-07-16;Федеральный государственный надзор в области промышленной безопасности;;;"16.07.2026 при проведении анализа общего реестра аттестуемых лиц в цифровой платформе «Автоматизированная информационная система Ростехнадзора» установлено, что технический директор - главный инженер Саранской ТЭЦ-2 Архипов Максим Анатольевич (лицо, ответственное за организацию производственного контроля) не аттестован в области промышленной безопасности по направлениям ""Проектирование, строительство, реконструкция, капитальный ремонт и техническое перевооружение опасных производственных объектов, изготовление, монтаж (демонтаж), наладка, обслуживание и ремонт (реконструкция) оборудования, работающего под избыточным давлением, применяемого на опасных производственных объектах"" (Б.8.6), ""Проектирование, строительство, реконструкция, капитальный ремонт и техническое перевооружение опасных производственных объектов, изготовление, монтаж (демонтаж), наладка, обслуживание и ремонт (реконструкция) оборудования, работающего под избыточным давлением, применяемого на опасных производственных объектах"" (Б.7.5), ""Эксплуатация систем газораспределения и газопотребления"" (Б.7.1).
Указанные действия (бездействие) приводят/могут привести к нарушениям следующих обязательных требований:
1) пункта 1"
2026;7;5607019523;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКАЯ СТАЛЬ""";59260111000022277399;Внеплановое КНМ;Завершено;2026-07-16;Федеральный государственный надзор в области промышленной безопасности;;;Оренбургская обл, г Новотроицк, ул Заводская, зд 1 APPROVED REQUIRED
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260111000022350179;;Предостережение объявлено;2026-07-15;Федеральный государственный надзор в области промышленной безопасности;;;"При осуществлении федерального государственного надзора в области промышленной безопасности поступили сведения о следующих действиях (бездействии): 
 Твердов Сергей Вячеславович - начальник восстановительного поезда №4071 Иваново Дирекции аварийно-восстановительных средств - структурного подразделения Северной железной дороги - филиала ОАО «РЖД», являющийся работником ОАО «РЖД» и лицом, осуществляющим профессиональную деятельность, связанную с эксплуатацией опасных производственных объектов, не прошел аттестацию в области промышленной безопасности.
     Указанные действия (бездействие) могут привести/приводят к нарушениям следующих обязательных требований:
    Допуск к работе на опасном производственном объекте лиц, не прошедших подготовку и аттестацию в области промышленной безопасности в случаях, установленных Федеральным законом от 21 июля 1997 г. № 116-ФЗ «О промышленной безопасности опасных производственных объектов» является нарушением:
    - пунктов 1, 5 статьи 14.1 Федерального закона от 21 июля 1997 г. № 116-ФЗ «О промышленной безопасности опасных производственных объектов»;
    - подпунктов «б», «в», «г» пункта 2 Положения об аттестации в области промышленной безопасности"
2026;7;6629022962;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ЭЛЕКТРОХИМИЧЕСКИЙ КОМБИНАТ""";66260141000022359170;;Предостережение объявлено;2026-07-15;Федеральный государственный надзор в области безопасности гидротехнических сооружений;;;"В ходе проведенного Уральским управлением Ростехнадзора (далее – Управлением) анализа имеющейся информации, установлено, что наблюдается нарушение условий эксплуатации на нижеперечисленных гидротехнических сооружениях (далее – ГТС): 
	- комплекс ГТС Верх-Нейвинского гидроузла на реке Нейва;
	- водосброс Нейво-Рудянского гидроузла (Водосброс № 3 Северного пруда);
	- комплекс ГТС Аятского гидроузла на р. Аять.
	Собственником вышеуказанных ГТС является Акционерное общество «Уральский электрохимический комбинат» (далее – АО «Уэхк») (ИНН 6629022962, ОГРН 1086629000963), юридический адрес: 624130, Свердловская область,               г. Новоуральск, ул. Дзержинского, д. 2.
	Бездействие АО «Уэхк» может привести к нарушению обязательных требований, установленных ст. 9 Федерального закона от 21.07.1997 «О безопасности гидротехнических сооружений» (далее – Закона № 117-ФЗ), в части обеспечения:
	-    развития системы контроля за состоянием ГТС;
	-    соблюдения обязательных требований при эксплуатации ГТС, а также их техническое обслуживание, эксплуатационный контроль и текущий ремонт;
	-    организации эксплуатации ГТС в соответствии с Федеральными нормами и правилами в области безопасности "
