inn;name;region;vyruchka;est_sajt_u_nas;est_telefon_u_nas;chto_nuzhno
1205003413;"МП ""КУЖЕНЕРВОДОКАНАЛ""";Республика Марий Эл;64000000.0;;1;"site;phones;emails из enrich.db"
7731286333;"ООО ""ПАВЛОВСКИЙ ВОДОКАНАЛ""";Московская область;63600000.0;1;1;"site;phones;emails из enrich.db"
6432017348;"ООО ""ЧИСТАЯ ВОДА 64""";Саратовская область;62500000.0;1;1;"site;phones;emails из enrich.db"
5243037996;"ООО ""РАЙВОДОКАНАЛ""";Нижегородская область;61700000.0;1;1;"site;phones;emails из enrich.db"
6213010082;"ООО ""ВОДОКАНАЛ ПЛЮС""";Рязанская область;61600000.0;1;1;"site;phones;emails из enrich.db"
1831161344;"ООО ""ВОДОКАНАЛ""";Удмуртская Республика;60600000.0;1;1;"site;phones;emails из enrich.db"
5604033079;"МУП ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";Оренбургская область;60300000.0;1;1;"site;phones;emails из enrich.db"
7325078757;"ООО ""ВОДА КРИСТАЛЬНАЯ-УЛЬЯНОВСК""";Ульяновская область;59700000.0;1;1;"site;phones;emails из enrich.db"
4437000263;"ООО ""ВОДОКАНАЛСЕРВИС""";Костромская область;59600000.0;1;1;"site;phones;emails из enrich.db"
1225000918;"МУП ""ВОДОКАНАЛ"" Г.ЗВЕНИГОВО""";Республика Марий Эл;59500000.0;;1;"site;phones;emails из enrich.db"
5017046411;"ООО ""ВОДА В УДОВОЛЬСТВИЕ""";Московская область;59500000.0;1;1;"site;phones;emails из enrich.db"
3711032742;"МП ""ВОДОКАНАЛ"" ЛЕЖНЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ИВАНОВСКОЙ ОБЛАСТИ";Ивановская область;58600000.0;1;1;"site;phones;emails из enrich.db"
1212003615;"МУП ""СЕРНУРВОДОКАНАЛ""";Республика Марий Эл;57700000.0;;1;"site;phones;emails из enrich.db"
4715030240;"МУП ""ВОДОКАНАЛ""";Ленинградская область;57300000.0;;1;"site;phones;emails из enrich.db"
6824006026;"ООО ""ВОДОКАНАЛ""";Тамбовская область;57200000.0;1;1;"site;phones;emails из enrich.db"
5042145582;"ООО ""РЕГИОН ВОДОКАНАЛ""";Московская область;56700000.0;;1;"site;phones;emails из enrich.db"
5259025996;"МЧУ ""МСЧ ЗАВОДА ""СОКОЛ""";Нижегородская область;56500000.0;;1;"site;phones;emails из enrich.db"
2315087915;"ООО ""АКВАСЕРВИС""";Краснодарский край;55400000.0;1;1;"site;phones;emails из enrich.db"
5918218225;"ООО ""ВОДА""";Пермский край;54400000.0;1;1;"site;phones;emails из enrich.db"
3245008789;"МУП Г. ФОКИНО ""ВОДОКАНАЛ""";Брянская область;52200000.0;;1;"site;phones;emails из enrich.db"
2918012010;"ООО ""НЯНДОМСКАЯ ВОДА""";Архангельская область;52100000.0;1;1;"site;phones;emails из enrich.db"
5228009994;"МП ""ГОРВОДОКАНАЛ""";Нижегородская область;51500000.0;;1;"site;phones;emails из enrich.db"
7816508909;"ООО ""ПРОЕКТНАЯ КОМПАНИЯ ""НЕВСКАЯ ВОДА""";Санкт-Петербург;51100000.0;;1;"site;phones;emails из enrich.db"
1616034062;"ООО ""ВОДОКАНАЛ-СТРОЙСЕРВИС""";Республика Татарстан;50700000.0;;;"site;phones;emails из enrich.db"
6925010847;"КМКП ""ВОДОКАНАЛ""";Тверская область;50300000.0;1;1;"site;phones;emails из enrich.db"
5540014624;"ООО ""ЦЕНТР ВОДОПРОВОДНЫХ СИСТЕМ""";Омская область;50100000.0;;1;"site;phones;emails из enrich.db"
7840088155;"ООО ""ГОРОДСКОЙ ВОДОПРОВОД""";Санкт-Петербург;49100000.0;;;"site;phones;emails из enrich.db"
6372009815;"ООО ""ВОДОКАНАЛ СЕРВИС""";Самарская область;48700000.0;1;1;"site;phones;emails из enrich.db"
7727477208;"ООО ""СТРОЙВОДОКАНАЛ""";Москва;48100000.0;1;1;"site;phones;emails из enrich.db"
2311335846;"ООО ""ВОДОКАНАЛ СЕРВИС""";Краснодарский край;47900000.0;;1;"site;phones;emails из enrich.db"
9701176619;"ООО ""ВОДООТВЕДЕНИЕ";Москва;47200000.0;;;"site;phones;emails из enrich.db"
0543017705;"МУП ""БУЙНАКСКВОДОКАНАЛ""";Республика Дагестан;46900000.0;;1;"site;phones;emails из enrich.db"
7453355653;"ООО ""КРАСНОПОЛЬСКИЙ ВОДОКАНАЛ""";Челябинская область;46600000.0;1;1;"site;phones;emails из enrich.db"
5919032760;"МУП ""ЯЙВА-ВОДОКАНАЛ""";Пермский край;46500000.0;1;1;"site;phones;emails из enrich.db"
7451432581;"ООО ""СТОП ВОДА ПЛЮС""";Челябинская область;46100000.0;;1;"site;phones;emails из enrich.db"
3430009836;"ООО ""СУРОВИКИНСКИЙ ВОДОКАНАЛ""";Волгоградская область;45100000.0;1;1;"site;phones;emails из enrich.db"
2711003796;"ООО ""ВОДОКАНАЛ""";Хабаровский край;43600000.0;;1;"site;phones;emails из enrich.db"
5009126159;"ООО ""ВОДОКАНАЛ""";Московская область;43200000.0;;1;"site;phones;emails из enrich.db"
7733371802;"ООО ""КУТУЗОВСКИЙ ВОДОКАНАЛ""";Москва;43100000.0;;1;"site;phones;emails из enrich.db"
5981012998;"ООО ""ВОДОКАНАЛ""";Пермский край;42600000.0;;1;"site;phones;emails из enrich.db"
2801162014;"ООО ""КРИСТАЛЬНО-ЧИСТАЯ ВОДА""";Амурская область;42000000.0;1;1;"site;phones;emails из enrich.db"
7413018877;"ООО ""ВОДОКАНАЛ""";Челябинская область;40500000.0;;1;"site;phones;emails из enrich.db"
2311158509;"ООО ""ВСВ-ВОДОКАНАЛ""";Краснодарский край;40200000.0;1;1;"site;phones;emails из enrich.db"
9721114811;"ООО ""АКВАСЕРВИС""";Москва;39400000.0;1;1;"site;phones;emails из enrich.db"
4500012763;"МКП ""АКВАСЕРВИС""";Курганская область;39200000.0;;1;"site;phones;emails из enrich.db"
4415008413;"ООО ""ВОДОКАНАЛСЕРВИС""";Костромская область;39000000.0;1;1;"site;phones;emails из enrich.db"
1624014630;"ООО ""ВОДА""";Республика Татарстан;38900000.0;;1;"site;phones;emails из enrich.db"
0277958347;"ООО ""ВОДОКАНАЛПРОЕКТ""";Республика Башкортостан;38300000.0;;1;"site;phones;emails из enrich.db"
5406734820;"ООО ""ВОДОКОМПЛЕКС""";Новосибирская область;36800000.0;;1;"site;phones;emails из enrich.db"
3245514841;"ООО ""ВОДОКАНАЛ ДУБРОВСКИЙ""";Брянская область;36400000.0;1;1;"site;phones;emails из enrich.db"
3525148041;"ООО ""ЧИСТАЯ ВОДА 100%""";Вологодская область;35700000.0;1;1;"site;phones;emails из enrich.db"
0229010697;"ООО ""ВОДОКАНАЛ""";Республика Башкортостан;35500000.0;1;1;"site;phones;emails из enrich.db"
2311253569;"ООО ""АКВАСЕРВИС +""";Краснодарский край;35500000.0;1;1;"site;phones;emails из enrich.db"
6330082676;"ООО ""ВОДОСНАБЖЕНИЕ""";Самарская область;34900000.0;;1;"site;phones;emails из enrich.db"
6022007226;"МУП ""РАЙВОДОКАНАЛ""";Псковская область;34900000.0;1;1;"site;phones;emails из enrich.db"
1213005220;"ООО ""ВОДОКАНАЛСЕРВИС""";Республика Марий Эл;34800000.0;1;1;"site;phones;emails из enrich.db"
6725031462;"МУП ""ВОДОКАНАЛ""";Смоленская область;34700000.0;;1;"site;phones;emails из enrich.db"
5240003928;"МП ""ВОДОКАНАЛ""";Нижегородская область;34600000.0;1;1;"site;phones;emails из enrich.db"
3625014186;"ООО ""ВОДОСНАБЖЕНИЕ""";Воронежская область;33800000.0;;1;"site;phones;emails из enrich.db"
5421110199;"ООО ""ВОДОКАНАЛ""";Новосибирская область;33800000.0;;1;"site;phones;emails из enrich.db"
0608061455;"ООО ""ЧИСТАЯ ВОДА""";Республика Ингушетия;33300000.0;;1;"site;phones;emails из enrich.db"
6646014619;"МУП ""ВОДОКАНАЛ Г. МИХАЙЛОВСК""";Свердловская область;33300000.0;1;1;"site;phones;emails из enrich.db"
0232006965;"ООО ""ВОДОКАНАЛ+СЕРВИС";Республика Башкортостан;33100000.0;1;1;"site;phones;emails из enrich.db"
5537009102;"ООО ""ВОДОКАНАЛ""";Омская область;32500000.0;;1;"site;phones;emails из enrich.db"
6912008287;"МУП ""ГОРВОДОКАНАЛ""";Тверская область;32400000.0;;1;"site;phones;emails из enrich.db"
7604249177;"ООО ""ЯРАКВАСЕРВИС""";Ярославская область;32100000.0;1;1;"site;phones;emails из enrich.db"
1218003379;"МУП ""ВОДОКАНАЛ ОРШАНКА""";Республика Марий Эл;31900000.0;;1;"site;phones;emails из enrich.db"
1609037577;"ООО ""ВОДА СЕРВИС""";Республика Татарстан;31600000.0;1;1;"site;phones;emails из enrich.db"
8620024380;"ООО ""ЧИСТАЯ ВОДА""";Ханты-Мансийский автономный округ - Югра;31600000.0;;1;"site;phones;emails из enrich.db"
7705997612;"ООО ""АКВАСЕРВИС""";Москва;31100000.0;;1;"site;phones;emails из enrich.db"
4508007902;"ООО ""КОСОБРОДСКИЙ ТЕПЛОВОДОКАНАЛ""";Курганская область;30800000.0;;1;"site;phones;emails из enrich.db"
3808284528;"ООО ""АКВАСЕРВИС""";Иркутская область;30500000.0;1;1;"site;phones;emails из enrich.db"
6683023883;"МУП ТМО ""ВОДООТВЕДЕНИЕ""";Свердловская область;30400000.0;;1;"site;phones;emails из enrich.db"
7114022770;"ООО ""СЕВЕРО-ЗАДОНСКИЙ ВОДОКАНАЛ""";Тульская область;30300000.0;;1;"site;phones;emails из enrich.db"
7449034488;"ООО ""КОМПАНИЯ ЧИСТАЯ ВОДА""";Челябинская область;29200000.0;1;1;"site;phones;emails из enrich.db"
5250050331;"ООО ""ЧИСТАЯ ВОДА""";Нижегородская область;28200000.0;1;1;"site;phones;emails из enrich.db"
6649004009;"МУП ПМО СО ""ВОДОКАНАЛСЕРВИС""";Свердловская область;27500000.0;1;1;"site;phones;emails из enrich.db"
7806219087;"ООО ""ПКФ ""ИНЖЕНЕРНЫЕ ОЧИСТНЫЕ СООРУЖЕНИЯ""";Ленинградская область;26000000.0;1;1;"site;phones;emails из enrich.db"
4500001112;"ООО ""ВОДОКАНАЛ""";Курганская область;26000000.0;;1;"site;phones;emails из enrich.db"
5531009787;"ООО ""ЧИСТАЯ ВОДА""";Омская область;25700000.0;;1;"site;phones;emails из enrich.db"
6683018241;"МУП ""ВОДООТВЕДЕНИЕ"" БГО";Свердловская область;25500000.0;1;1;"site;phones;emails из enrich.db"
5836683711;"ООО ""ЖИВАЯ ВОДА-ПЕНЗА""";Пензенская область;25400000.0;1;1;"site;phones;emails из enrich.db"
7107043680;"ООО ЭП ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";Тульская область;25300000.0;1;1;"site;phones;emails из enrich.db"
5201030090;"ООО ""РАЙВОДОКАНАЛ""";Нижегородская область;25300000.0;;1;"site;phones;emails из enrich.db"
4307008247;"ООО ""СОСНОВСКИЙ ВОДОКАНАЛ""";Кировская область;25300000.0;;1;"site;phones;emails из enrich.db"
4524097854;"ООО ""ВОДОКАНАЛ РЕСУРС""";Курганская область;25200000.0;;1;"site;phones;emails из enrich.db"
2348036144;"ООО ""СЕВЕРСКИЙ ВОДОКАНАЛ""";Краснодарский край;25200000.0;;1;"site;phones;emails из enrich.db"
3623007391;"ООО ""ПОВОРИНОВОДОКАНАЛ""";Воронежская область;24500000.0;;1;"site;phones;emails из enrich.db"
5802008155;"ОДО ""СЕТИ ВОДООТВЕДЕНИЯ Г. КАМЕНКИ""";Пензенская область;24400000.0;1;1;"site;phones;emails из enrich.db"
2919007609;"ООО ""ЧИСТАЯ ВОДА""";Архангельская область;23300000.0;;1;"site;phones;emails из enrich.db"
9701134320;"ООО ""ХОРОШАЯ ВОДА""";Москва;23200000.0;;1;"site;phones;emails из enrich.db"
5635021475;"ООО ""НОВООРСКИЙ ВОДОКАНАЛ""";Оренбургская область;22700000.0;;1;"site;phones;emails из enrich.db"
4345142370;"ООО ""ВОДОСНАБЖЕНИЕ""";Кировская область;22600000.0;1;1;"site;phones;emails из enrich.db"
7424024431;"ООО ""ВОДООТВЕДЕНИЕ""";Челябинская область;22000000.0;1;1;"site;phones;emails из enrich.db"
0817001876;"ООО ""ТРОИЦКИЙ ГРУППОВОЙ ВОДОПРОВОД""";Республика Калмыкия;21200000.0;;1;"site;phones;emails из enrich.db"
7706737102;"ООО ""ЖКХ ""ВОДОКАНАЛ""";Московская область;20800000.0;;1;"site;phones;emails из enrich.db"
1685023230;"ООО ""ВОДОКАНАЛ АМР""";Республика Татарстан;20400000.0;;1;"site;phones;emails из enrich.db"
2816009971;"ООО ""ВОДОКАНАЛ""";Амурская область;20200000.0;;1;"site;phones;emails из enrich.db"
5404152760;"ООО ""АКВАСЕРВИС""";Новосибирская область;19700000.0;;1;"site;phones;emails из enrich.db"
2209028883;"ООО ""ВОДОКАНАЛСЕРВИС""";Алтайский край;19600000.0;;1;"site;phones;emails из enrich.db"
5045047343;"ООО ""ВОДА - СТ""";Московская область;19400000.0;1;1;"site;phones;emails из enrich.db"
7448177187;"ООО ПК ""АРТЕЗИАНСКАЯ ВОДА""";Челябинская область;19300000.0;1;1;"site;phones;emails из enrich.db"
0500014121;"МУП ""ОЧИСТНЫЕ СООРУЖЕНИЯ -1""";Республика Дагестан;19100000.0;;1;"site;phones;emails из enrich.db"
3711024205;"АО ""САВИНСКИЙ ВОДОКАНАЛ""";Ивановская область;19000000.0;1;1;"site;phones;emails из enrich.db"
5431209045;"ООО ""ВОДОКАНАЛ""";Новосибирская область;18700000.0;1;1;"site;phones;emails из enrich.db"
1016043682;"ООО ""ВОДОКАНАЛ""";Республика Карелия;18400000.0;;1;"site;phones;emails из enrich.db"
6330084909;"ООО ""ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ВОДА ЧЕМПИОНОВ""";Самарская область;18400000.0;;1;"site;phones;emails из enrich.db"
3662163450;"ООО ""ВОДОКАНАЛ ПОДГОРНОЕ 1""";Воронежская область;18300000.0;1;1;"site;phones;emails из enrich.db"
6234163611;"ООО ""АКВАСЕРВИС""";Рязанская область;18300000.0;1;1;"site;phones;emails из enrich.db"
2924005702;"МУП ""ЧИСТАЯ ВОДА""";Архангельская область;17600000.0;1;1;"site;phones;emails из enrich.db"
3517803842;"ООО ""ВОДОКАНАЛ-ТАРНОГА""";Вологодская область;17600000.0;1;1;"site;phones;emails из enrich.db"
3439008668;"ООО ""ВОДООТВЕДЕНИЕ""";Волгоградская область;17600000.0;1;1;"site;phones;emails из enrich.db"
3300015966;"ООО ""ВОДОКАНАЛ СЕРВИС""";Владимирская область;17500000.0;;1;"site;phones;emails из enrich.db"
0107021564;"ООО ""ЖИЛКОМСЕРВИС""";Республика Адыгея (адыгея);17400000.0;;1;"site;phones;emails из enrich.db"
5823901120;"ООО ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";Пензенская область;17400000.0;1;1;"site;phones;emails из enrich.db"
1624018025;"ООО ""ЖИВАЯ ВОДА""";Республика Татарстан;16900000.0;1;1;"site;phones;emails из enrich.db"
3808288184;"ООО ""ВОДА ОЛЬХОНА""";Иркутская область;16700000.0;;1;"site;phones;emails из enrich.db"
6450052264;"ООО ""КУМЫСНАЯ ВОДА""";Саратовская область;16400000.0;;1;"site;phones;emails из enrich.db"
6671276262;"ООО ""ВОДОКАНАЛЭКСПЕРТ""";Свердловская область;16300000.0;;1;"site;phones;emails из enrich.db"
2460090230;"ООО ""ВОДА АКВА""";Красноярский край;16100000.0;1;1;"site;phones;emails из enrich.db"
4501222700;"ООО ""ЧИСТАЯ ВОДА""";Курганская область;16000000.0;;;"site;phones;emails из enrich.db"
5531008303;"ООО ""РУСВОДОКАНАЛ""";Омская область;15800000.0;;1;"site;phones;emails из enrich.db"
2535004287;"ООО ""ВОДОКАНАЛ - СЕРВИС""";Приморский край;15700000.0;1;1;"site;phones;emails из enrich.db"
3816034338;"ООО ""ВОДООТВЕДЕНИЕ""";Иркутская область;15500000.0;1;1;"site;phones;emails из enrich.db"
4816025416;"ООО ""АКВАСЕРВИС""";Липецкая область;15400000.0;;1;"site;phones;emails из enrich.db"
6661060264;"ООО ""ПИТЬЕВАЯ ВОДА""";Свердловская область;15400000.0;1;1;"site;phones;emails из enrich.db"
5009136260;"ООО ""ЯГОДАВОДА""";Московская область;14400000.0;;;"site;phones;emails из enrich.db"
7100060373;"МКП АРСЕНЬЕВСКОГО РАЙОНА ""ВОДОКАНАЛ""";Тульская область;14000000.0;;1;"site;phones;emails из enrich.db"
5009123422;"ООО ""ВОДА-НАРОДУ""";Московская область;12800000.0;1;1;"site;phones;emails из enrich.db"
4252007604;"ООО ""ШЕРЕГЕШСКАЯ ВОДА""";Кемеровская область - Кузбасс;12600000.0;;1;"site;phones;emails из enrich.db"
2102421361;"ООО ""ТЕПЛОВОДОКАНАЛ""";Чувашская Республика - Чувашия;11900000.0;1;1;"site;phones;emails из enrich.db"
0268058854;"ООО ПКФ ""ЭЛЕМЕНТЫ ТРУБОПРОВОДА""";Республика Башкортостан;11800000.0;;1;"site;phones;emails из enrich.db"
0241004555;"ООО ""СТЕРЛИБАШЕВОВОДОКАНАЛ""";Республика Башкортостан;11700000.0;;1;"site;phones;emails из enrich.db"
7455043949;"ООО ""ДОБРАЯ ВОДА""";Челябинская область;11400000.0;;;"site;phones;emails из enrich.db"
3721005610;"ООО ""ЖИВАЯ ВОДА""";Ивановская область;10500000.0;;1;"site;phones;emails из enrich.db"
6671357419;"ООО ""АКВАСЕРВИС""";Свердловская область;10400000.0;;1;"site;phones;emails из enrich.db"
5260344852;"ООО ""ВОДОКАНАЛПРОЕКТ""";Нижегородская область;10300000.0;;1;"site;phones;emails из enrich.db"
4327005678;"ООО ""ВОДОКАНАЛ-САНЧУРСК""";Кировская область;10000000.0;;1;"site;phones;emails из enrich.db"
6725033332;"МУП ""ВОДОКАНАЛ""";Смоленская область;10000000.0;;1;"site;phones;emails из enrich.db"
2706030480;"ООО ""РМС ВОДОКАНАЛ""";Хабаровский край;10000000.0;;1;"site;phones;emails из enrich.db"
0212006460;"ООО ""БИЖБУЛЯКВОДОКАНАЛСЕРВИС""";Республика Башкортостан;9900000.0;;1;"site;phones;emails из enrich.db"
4310004203;"ООО ""КИЛЬМЕЗЬВОДОКАНАЛ""";Кировская область;9900000.0;;1;"site;phones;emails из enrich.db"
2723173023;"ООО ""СВОЯ ВОДА""";Хабаровский край;9800000.0;1;1;"site;phones;emails из enrich.db"
2827010619;"ООО ""ОКТЯБРЬСКИЙ ВОДОКАНАЛ""";Амурская область;9800000.0;;1;"site;phones;emails из enrich.db"
3317011550;"ООО ""ВОДА СТАРОДУБСКАЯ""";Владимирская область;9800000.0;1;1;"site;phones;emails из enrich.db"
3257067612;"ООО ""Я-ВОДА""";Смоленская область;9700000.0;1;1;"site;phones;emails из enrich.db"
4501188537;"ООО ""ВОДОПРОВОДСТРОЙ""";Курганская область;9600000.0;;1;"site;phones;emails из enrich.db"
7811600266;"ООО ""ВОДА""";Санкт-Петербург;9400000.0;1;1;"site;phones;emails из enrich.db"
5402569678;"ООО СЦ ""ЧИСТАЯ ВОДА""";Новосибирская область;9300000.0;1;1;"site;phones;emails из enrich.db"
4504010051;"ООО ""АКВАСЕРВИС""";Курганская область;9100000.0;1;1;"site;phones;emails из enrich.db"
4335004011;"ООО ""ФАЛЕНСКИЙ ВОДОКАНАЛ""";Кировская область;9100000.0;;1;"site;phones;emails из enrich.db"
1841057014;"ООО ""ВОДОКАНАЛ-СЕРВИС""";Удмуртская Республика;8900000.0;;1;"site;phones;emails из enrich.db"
4406008449;"ООО ""ВОДОКАНАЛ ГОРОД НЕЯ""";Костромская область;8800000.0;1;1;"site;phones;emails из enrich.db"
2536294892;"ООО ""ЖИВАЯ ВОДА""";Приморский край;8700000.0;;1;"site;phones;emails из enrich.db"
0400015918;"ООО ""ЖИВАЯ ВОДА""";Республика Алтай;8600000.0;;1;"site;phones;emails из enrich.db"
2342019696;"ООО ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";Краснодарский край;8100000.0;;1;"site;phones;emails из enrich.db"
6409005143;"ООО ""ВОДОКОМПЛЕКС""";Саратовская область;7900000.0;;1;"site;phones;emails из enrich.db"
7838114633;"ООО ""ЦИФРОВИЗАЦИЯ ПРОМЫШЛЕННОГО ГИДРОПРИВОДА""";Санкт-Петербург;7600000.0;;;"site;phones;emails из enrich.db"
4324009120;"ООО ""ВОДОКАНАЛ""";Кировская область;7300000.0;;1;"site;phones;emails из enrich.db"
6453154641;"ООО ""ЖИВАЯ ВОДА ЭКО""";Саратовская область;7300000.0;;1;"site;phones;emails из enrich.db"
1326255006;"ООО ""ВОДА ТУТ""";Республика Мордовия;7200000.0;1;1;"site;phones;emails из enrich.db"
3625008390;"ООО ""РАМОНЬ-ВОДОКАНАЛ""";Воронежская область;7100000.0;1;1;"site;phones;emails из enrich.db"
4324006803;"ООО ""ВОДОКАНАЛ ПЛЮС""";Кировская область;7000000.0;;1;"site;phones;emails из enrich.db"
5605022746;"ООО ""ВОДОКАНАЛСТРОЙСЕРВИС""";Оренбургская область;6700000.0;;;"site;phones;emails из enrich.db"
2373001297;"ООО ""ВОДООТВЕДЕНИЕ""";Краснодарский край;6400000.0;;1;"site;phones;emails из enrich.db"
7724440129;"ООО ""КРИСТАЛЬНАЯ ВОДА""";Москва;6200000.0;1;1;"site;phones;emails из enrich.db"
5190069014;"ООО ""ВОДА СЕВЕРА""";Мурманская область;6100000.0;;1;"site;phones;emails из enrich.db"
4623005710;"МУП ""ВОДОПРОВОДНОГО И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" СЕЛО ЗАМОСТЬЕ П";Курская область;6000000.0;1;1;"site;phones;emails из enrich.db"
0268103634;"ООО ""АКВАСЕРВИС""";Республика Башкортостан;5900000.0;;1;"site;phones;emails из enrich.db"
6658537236;"ООО ""СКВАЖИНА-ВОДА""";Свердловская область;5700000.0;;1;"site;phones;emails из enrich.db"
0546026465;"ООО ""АКВАСЕРВИС""";Республика Дагестан;5700000.0;1;1;"site;phones;emails из enrich.db"
6449084134;"ООО ""ГАЗ ВОДА ЭЛЕКТРИЧЕСТВО""";Саратовская область;5600000.0;1;1;"site;phones;emails из enrich.db"
0502005884;"ООО ""ЭКСПЛУАТАЦИЯ И СТРОИТЕЛЬСТВО ВОДОПРОВОДОВ""";Республика Дагестан;5600000.0;;1;"site;phones;emails из enrich.db"
5254495363;"ООО ""ВОДООТВЕДЕНИЕ""";Нижегородская область;5400000.0;;;"site;phones;emails из enrich.db"
9204012459;"ООО ""ЭКОВОДА""";Севастополь;5400000.0;1;1;"site;phones;emails из enrich.db"
0608020642;"ООО МИНВОДА ""АЧАЛУКИ""";Республика Ингушетия;5400000.0;;1;"site;phones;emails из enrich.db"
2348028993;"ООО ""ЛЬВОВСКИЙ ВОДОКАНАЛ""";Краснодарский край;5300000.0;;1;"site;phones;emails из enrich.db"
6382064220;"ООО ""ВОДОКАНАЛ""";Чеченская Республика;4900000.0;;;"site;phones;emails из enrich.db"
6317148945;"ООО ""ЖИВАЯ ВОДА""";Самарская область;4800000.0;1;1;"site;phones;emails из enrich.db"
4345420518;"ООО ""ОБЛАСТНОЙ ВОДОКАНАЛ""";Кировская область;4800000.0;;1;"site;phones;emails из enrich.db"
6319206631;"ООО ""ЖИВАЯ ВОДА""";Самарская область;4800000.0;1;1;"site;phones;emails из enrich.db"
0300035170;"МУП ""КАМЕНСК-ВОДОКАНАЛ""";Республика Бурятия;4700000.0;;1;"site;phones;emails из enrich.db"
3817049295;"ООО ""ВОДА ПЛЮС""";Иркутская область;4600000.0;;1;"site;phones;emails из enrich.db"
6330085518;"ООО ""ВОДООТВЕДЕНИЕ""";Самарская область;4600000.0;;1;"site;phones;emails из enrich.db"
7124500746;"ООО ""ВОДОКАНАЛ""";Тульская область;4300000.0;;1;"site;phones;emails из enrich.db"
1032000132;"ООО ""ВОДОКАНАЛ""";Республика Карелия;4300000.0;1;1;"site;phones;emails из enrich.db"
3025036597;"МУП""ВОДОКАНАЛ-ИЛЬИНКА""";Астраханская область;4300000.0;;1;"site;phones;emails из enrich.db"
4300000055;"ООО ""АКВАСЕРВИС""";Кировская область;4100000.0;;1;"site;phones;emails из enrich.db"
3519004845;"ООО ""ВОДОПРОВОДУСТЬЕ""";Вологодская область;3900000.0;;1;"site;phones;emails из enrich.db"
2809000174;"ООО ""ВОДОКАНАЛ""";Амурская область;3700000.0;;1;"site;phones;emails из enrich.db"
5433163935;"ООО ""МОЧИЩЕНСКИЙ ВОДОКАНАЛ""";Новосибирская область;3700000.0;1;1;"site;phones;emails из enrich.db"
6167096050;"ООО ""ДОНВОДОПРОВОДСТРОЙ""";Ростовская область;3600000.0;;1;"site;phones;emails из enrich.db"
5501286960;"МУП ""УСТЬ-ВОДА""";Омская область;3500000.0;;1;"site;phones;emails из enrich.db"
0600001831;"ООО ""ВОДОСНАБЖЕНИЕ-ВОТООТВЕДЕНИЕ Г. НАЗРАНЬ""";Республика Ингушетия;3400000.0;;;"site;phones;emails из enrich.db"
5603046780;"ООО ""ЧИСТАЯ ВОДА""";Оренбургская область;3400000.0;;;"site;phones;emails из enrich.db"
3711030463;"ООО ""ЖИВАЯ ВОДА""";Ивановская область;3300000.0;;1;"site;phones;emails из enrich.db"
4707047674;"ООО ""ВОДА В ЧАСТНЫЙ ДОМ""";Ленинградская область;3000000.0;;;"site;phones;emails из enrich.db"
1832161700;"ООО ""КРЕПОСТЬ ВОДА""";Удмуртская Республика;3000000.0;;;"site;phones;emails из enrich.db"
5249185824;"ООО ""ИЛЬИНОГОРСКИЙ ВОДОКАНАЛ""";Нижегородская область;3000000.0;;1;"site;phones;emails из enrich.db"
6121007322;"ООО ""ВОДОКАНАЛ""";Ростовская область;2900000.0;;1;"site;phones;emails из enrich.db"
7733866989;"ООО ""ВОДОКАНАЛСЕРВИС""";Москва;2900000.0;1;1;"site;phones;emails из enrich.db"
5635021027;"ООО ""ВОДОКАНАЛ`""";Оренбургская область;2900000.0;1;1;"site;phones;emails из enrich.db"
2308096891;"ООО ""ТК ""ЮЖВОДОПРОВОД""";Краснодарский край;2800000.0;1;1;"site;phones;emails из enrich.db"
2241002390;"ООО ""ЧИСТАЯ ВОДА""";Алтайский край;2800000.0;;1;"site;phones;emails из enrich.db"
2813010880;"ООО ""ВОДОКАНАЛ""";Амурская область;2600000.0;;1;"site;phones;emails из enrich.db"
0273919386;"ООО ""ВОДОСБЫТ""";Республика Башкортостан;2600000.0;;1;"site;phones;emails из enrich.db"
1835033400;"ООО ""ЧУРОВСКАЯ ВОДА""";Удмуртская Республика;2600000.0;;1;"site;phones;emails из enrich.db"
5433191509;"МУП ""РАЗДОЛЬНЕНСКОЕ ВОДОСНАБЖЕНИЕ""";Новосибирская область;2500000.0;1;1;"site;phones;emails из enrich.db"
7737122116;"ООО ""ВОДА-ФИЛЬТР""";Москва;2400000.0;1;1;"site;phones;emails из enrich.db"
3108007159;"ООО ""ВОДА""";Белгородская область;2400000.0;;1;"site;phones;emails из enrich.db"
3611009323;"ООО ""ЧИСТАЯ ВОДА""";Воронежская область;2300000.0;1;1;"site;phones;emails из enrich.db"
2910005269;"ООО ""ВОДОСНАБЖЕНИЕ""";Архангельская область;2300000.0;;1;"site;phones;emails из enrich.db"
9110008457;"ООО ""ФИРМА"" ТАЛАЯ ВОДА-КРЫМ""";Республика Крым;2300000.0;;1;"site;phones;emails из enrich.db"
7838106135;"ООО ""ВОДА ИЗ СОСНОВО""";Ленинградская область;2300000.0;;1;"site;phones;emails из enrich.db"
