klyuch;tender_id;predmet;sozdan;do;company_id;company
компрессор;819764;ОП СЦ АО «ТФК «КАМАЗ» в г.Хабаровске реализует Компрессор воздушный (ресивер 96 л, 220V, 2,2 квт) Ном.№ 0000000000001920 вес 0,075 г.в.2005 ( в качестве маркетинга) (id819764);27.10.2023;08.11.2023 14:00;2953;КАМАЗ
компрессор;819748;ОП СЦ АО «ТФК «КАМАЗ» в г.Хабаровске реализует Компрессор «Агрессор» инв.№0000000000002649 вес 0,024 г.в.2008 в удовлетворительном состоянии (в качестве маркетинга) (id819748);27.10.2023;08.11.2023 14:00;2953;КАМАЗ
компрессор;819546;"Закупка запчастей к компрессорам на 1 кв 24 ""РУСАЛ Волгоград"" (id819546)";27.10.2023;07.11.2023 23:00;334308;РУСАЛ Волгоград
компрессор;819244;Ремонт компрессора №5, К-250-61-5, зав.№ 1175, инв.№ 140000035352 (id819244);26.10.2023;01.12.2023 14:00;334308;РУСАЛ Волгоград
компрессор;819158;Капитальный ремонт ступени сжатия компрессора GA-160 AIF115418 (id817657) (2-й этап торгов) (id819158);26.10.2023;29.10.2023 17:00;213400;Филиал Сибирь-Кровля Завод Технофлекс
компрессор;819070;ООО УК НИП реализует компрессоры, осушитель воздуха б/у в г. Новокузнецк (id819070);26.10.2023;20.11.2023 08:05;339557;УК НИП
компрессор;818905;Сепаратор воздушного компрессора D00211 (id776177) (7-й этап торгов) (id818905);26.10.2023;31.10.2023 23:00;372714;Сибирь-Полиметаллы
компрессор;818533;Закупка компрессора газового ТГ-80-1,8 в 2023г. (id815656) (2-й этап торгов) (id818533);25.10.2023;27.10.2023 17:00;51053;Химпром (Новочебоксарск)
компрессор;818133;АК АЛРОСА РЕАЛИЗУЕТ (продает) ТМЦ: З/ч к компрессорам п. Айхал, октябрь-ноябрь 2023 г. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется). (id818133);24.10.2023;15.11.2023 18:00;16217;АК АЛРОСА (ПАО)
компрессор;817790;АК АЛРОСА РЕАЛИЗУЕТ (продает) ТМЦ: З/ч к компрессорам г. Мирный, октябрь-ноябрь 2023 г. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется). (id817790);24.10.2023;15.11.2023 18:00;16217;АК АЛРОСА (ПАО)
компрессор;817730;Закупка для АО РУСАЛ Новокузнецк: Ротор (чертеж 280Н.25.СБ) к компрессору К 250-61-5 (id817730);24.10.2023;31.10.2023 23:00;263938;РУСАЛ Новокузнецк
компрессор;817657;Капитальный ремонт ступени сжатия компрессора GA-160 AIF115418 (id817657);24.10.2023;26.10.2023 10:00;213400;Филиал Сибирь-Кровля Завод Технофлекс
компрессор;817449;"Услуга по техническому обслуживанию компрессоров ДЭН-160ШМБ (Энергоцех (ДПП)), ДЭН-55Ш+ (оптим+)(ТСЦ), ДЕН18Ш (ДПИ) ПАО ""Комбинат ""Магнезит"" (id817449)";24.10.2023;13.11.2023 23:00;16537;Комбинат Магнезит
компрессор;817224;Отбор поставщиков на запчасти к насосам и компрессорам (id802402) (3-й этап торгов) (id817224);24.10.2023;27.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;814809;Отбор на закупку запчастей к компрессору (id814809);23.10.2023;30.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;816300;Капитальный ремонт азотных компрессоров (id816300);19.10.2023;29.10.2023 23:00;352231;Валком-ПМ
компрессор;816149;Реализация СПЕКТРОФОТОМЕТРА АТОМНО-АБСОРБЦ. АА-6300 в комплекте с компрессором, графитовой печью и горелкой (id816149);19.10.2023;06.11.2023 23:00;335106;РУСАЛ Менеджмент (непрофильные активы)
компрессор;815656;Закупка компрессора газового ТГ-80-1,8 в 2023г. (id815656);18.10.2023;24.10.2023 17:00;51053;Химпром (Новочебоксарск)
компрессор;815314;оказание услуг инженерно-технического сопровождения АСУТП верхнего уровня, а также автоматизированных систем вспомогательного оборудования, обеспечивающего работу размольных установок, установок изготовления паст, классификатора ТТС-315, плужковых смесителей №1 и №2, воздушных компрессоров №1,№2, №4 на 2024 год. г.Волгоград (id815314);17.10.2023;29.10.2023 23:00;352231;Валком-ПМ
компрессор;815108;приобретение Стенда испытаний компрессора воздушного По ТЗ№003-АДРЗ/2022 (id815108);17.10.2023;27.10.2023 23:00;57059;ГК ЛокоТех
компрессор;814692;"Компрессор инв.№1409010010162, 1996 год выпуска (Имущество АО ""СААЗ"", Рязанская область, с. Чулково) (13919) (id814692)";16.10.2023;02.11.2023 12:10;2953;КАМАЗ
компрессор;814661;Закупка компрессора BITZER в 2023г. (id812881) (2-й этап торгов) (id814661);16.10.2023;19.10.2023 10:00;51053;Химпром (Новочебоксарск)
компрессор;814633;Закупка винтового компрессора с осушителем (id814633);16.10.2023;19.10.2023 15:00;328230;Воскресенский филиал Завод Технофлекс
компрессор;814086;"Выполнение пусконаладочных работ электрооборудования компрессора №11 в рамках Капитального ремонта турбокомпрессорного агрегата ТКА-500 № 11 энергоцеха АО ""РУСАЛ Ачинск"" (Инв. №0502558) в 2023 году. (id806587) (3-й этап торгов) (id814086)";13.10.2023;16.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;813381;"Закупка поршневого компрессора (на вкладке ""Товары"" указаны минимальные цены 2 этапа) для ""РУСАЛ Кандалакша"" (id790748) (3-й этап торгов) (id813381)";11.10.2023;12.10.2023 16:00;350778;РУСАЛ Кандалакша
компрессор;813187;"Открытый запрос предложений на выполнение работ по балансировке ротора центробежного компрессора 43ВЦ-160/9М2 №3 на ООО ""ПК ""ЧАЗ"" (id813187)";11.10.2023;15.11.2023 14:00;389400;ТД Транспортное машиностроение
компрессор;812964;"Открытый запрос предложений на оказание услуг по ремонту компрессора GA-22 FF+ в ООО ""ПК ""ЧТЗ"" (id812964)";10.10.2023;16.10.2023 14:00;389400;ТД Транспортное машиностроение
компрессор;812881;Закупка компрессора BITZER в 2023г. (id812881);10.10.2023;13.10.2023 17:00;51053;Химпром (Новочебоксарск)
компрессор;812721;Ремонт винтового блока компрессора KAESER SK 21T (id812721);10.10.2023;10.10.2023 11:20;103315;Металлург г.Магнитогорск
компрессор;812527;"Выполнение пусконаладочных работ электрооборудования компрессора №11 в рамках Капитального ремонта турбокомпрессорного агрегата ТКА-500 № 11 энергоцеха АО ""РУСАЛ Ачинск"" (Инв. №0502558) в 2023 году. (id806587) (2-й этап торгов) (id812527)";10.10.2023;12.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;812318;Закупка компрессора ПК-1,75, КМ (id812318);09.10.2023;12.10.2023 13:00;16537;Комбинат Магнезит
компрессор;812291;Сепаратор воздушного компрессора D00211 (id776177) (6-й этап торгов) (id812291);09.10.2023;14.10.2023 23:00;372714;Сибирь-Полиметаллы
компрессор;812042;Выполнение пусконаладочных работ по ИМ 11.33.23.019 «Замена систем возбуждения компрессора К-15 (инв. № 0516242) компрессорной станции ЭЦ, 1 шт. (ИСО)» (id767571) (4-й этап торгов) (id812042);09.10.2023;12.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;811915;Закупка Компрессора лабораторного для АЭС ИСП (id811915);06.10.2023;20.10.2023 18:00;349271;РУСАЛ ИТЦ
компрессор;811896;На поставку двух компрессоров с частотным приводом Atlas Copco GA18VSD+FF для ООО «Завод Лоджикруф» (id811896);06.10.2023;12.10.2023 12:00;122128;Филиал Завод Лоджикруф
компрессор;811220;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Вологде реализует Компрессор в сборе г.в.1993 ном.№00-0000000068252 Состояние неудовлетворительное. (id811220)";05.10.2023;24.10.2023 10:10;2953;КАМАЗ
компрессор;811217;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Нижний Новгород реализует Компрессор В7000/500 FT10(2шт) г.в.2007 Состояние удовлетворительное. Реализуется по отдельности! (id811217)";05.10.2023;24.10.2023 10:10;2953;КАМАЗ
компрессор;811212;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Йошкар-Оле реализует Компрессор автоматический, инв.№00000199,г.в.1977,компрессор С-416-М 04.01(ТО),инв.№000000044,г.в.1990 Состояние неудовлетворительное. Реализуется по отдельности! (id811212)";05.10.2023;24.10.2023 10:10;2953;КАМАЗ
компрессор;811142;ПРОДАЖА КОМПРЕССОРА ВИНТОВОГО SCK-5.10/200 Неликвид предприятия(состояние новое) (id811142);05.10.2023;30.11.2023 23:00;372749;АО Святогор
компрессор;810387;Конкурсный отбор поставщика по заявке компрессор винтовой ET SL 22-10, с осушителем и ресивером на 500 л. Количество 2 единицы. Для участия не требуется ЭЦП и пакет учредительных документов. г. Москва, г. Новосибирск, г. Владивосток, г. Южно-Сахалинск. 2023 г. (id810387);03.10.2023;10.10.2023 07:00;396552;КЭТ
компрессор;810181;ООО УК НИП реализует компрессоры, осушители воздуха б/у в г. Новокузнецк (id810181);03.10.2023;12.10.2023 08:05;339557;УК НИП
компрессор;809328;"ТО компрессоров ДЭН-160ШМБ (Энергоцех (ДПП)), ДЭН-55Ш+ (оптим+)(ТСЦ), ДЕН18Ш (ДПИ) ПАО ""Комбинат ""Магнезит"" (id809328)";29.09.2023;11.10.2023 23:00;16537;Комбинат Магнезит
компрессор;809399;Услуга по ремонту роторно-пластинчатый компрессор Hydrovane (id809399);29.09.2023;06.10.2023 23:00;373510;АО БоАЗ
компрессор;809322;Сервисные работы по техническому обслуживанию компрессоров Atlas Copco GA160. (id809322);29.09.2023;01.10.2023 23:00;43515;Филиал Завод ТЕХНО (Юрга)
компрессор;808941;Отбор поставщиков на запчасти к насосам и компрессорам (id802402) (2-й этап торгов) (id808941);28.09.2023;03.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;808604;"Отбор на поставку компрессора мембранного 1420-0505 Thomas для филиала ООО ""ИСО"" в г. Саяногорск (id774031) (5-й этап торгов) (id808604)";27.09.2023;29.09.2023 14:00;351560;Филиал ИСО в г. Саяногорск
компрессор;808307;Выполнение пусконаладочных работ по ИМ 11.33.23.019 «Замена систем возбуждения компрессора К-15 (инв. № 0516242) компрессорной станции ЭЦ, 1 шт. (ИСО)» (id767571) (3-й этап торгов) (id808307);27.09.2023;01.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;807749;Выполнение работ по установке дожимающего компрессора для опрессовки хлорных контейнеров в корпусе 722А ПАО «Химпром» (id745170) (4-й этап торгов) (id807749);25.09.2023;27.09.2023 16:00;51053;Химпром (Новочебоксарск)
компрессор;806836;"Отбор поставщиков на поставку компрессора для Филиала ООО""ИСО"" г. Красноярск (id803696) (2-й этап торгов) (id806836)";22.09.2023;26.09.2023 13:00;338611;ИСО
компрессор;806587;"Выполнение пусконаладочных работ электрооборудования компрессора №11 в рамках Капитального ремонта турбокомпрессорного агрегата ТКА-500 № 11 энергоцеха АО ""РУСАЛ Ачинск"" (Инв. №0502558) в 2023 году. (id806587)";21.09.2023;09.10.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;806317;"Отбор на поставку компрессора мембранного 1420-0505 Thomas для филиала ООО ""ИСО"" в г. Саяногорск (id774031) (4-й этап торгов) (id806317)";21.09.2023;25.09.2023 10:00;351560;Филиал ИСО в г. Саяногорск
компрессор;805744;Закупка для АО РУСАЛ Саяногорск: Блок компрессора SLM-S 11 525068 Renner. Саяногорск, поставка ноябрь-декабрь 2023 год. Заявки принимаются на ЭТП Tender.Pro (id805744);19.09.2023;26.09.2023 23:00;334356;РУСАЛ Саяногорск
компрессор;805682;"Закупка поршневого компрессора для ""РУСАЛ Кандалакша"" (id790748) (2-й этап торгов) (id805682)";19.09.2023;22.09.2023 15:00;350778;РУСАЛ Кандалакша
компрессор;804210;Запрос предложений на компрессор сжатого воздуха (id804210);14.09.2023;19.09.2023 10:00;127637;Мотовилиха-гражданское машиностроение
компрессор;804213;Приобретение пескоструйной установки с компрессором (id804213);14.09.2023;21.09.2023 08:00;23933;КУЗОЦМ
компрессор;803696;"Отбор поставщиков на поставку компрессора для Филиала ООО""ИСО"" г. Красноярск (id803696)";13.09.2023;20.09.2023 23:00;338611;ИСО
компрессор;803677;Клапана к компрессору (id801595) (2-й этап торгов) (id803677);13.09.2023;15.09.2023 12:00;23933;КУЗОЦМ
компрессор;803354;Закупка крейцкопфов (в сборе 305-3сб на компрессор 205ГП 30/8 ) в 2023г. (id800139) (2-й этап торгов) (id803354);12.09.2023;14.09.2023 15:00;51053;Химпром (Новочебоксарск)
компрессор;802402;Отбор поставщиков на запчасти к насосам и компрессорам (id802402);12.09.2023;19.09.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;803003;ООО УК НИП реализует компрессоры, осушители воздуха б/у в г. Новокузнецк (id803003);12.09.2023;25.09.2023 08:05;339557;УК НИП
компрессор;802951;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Вологде реализует Компрессор в сборе г.в.1993 ном.№00-0000000068252 Состояние неудовлетворительное. (id802951)";12.09.2023;29.09.2023 10:10;2953;КАМАЗ
компрессор;802865;Сервисных работ по техническому обслуживанию компрессоров Atlas Copco GA160 (id796368) (3-й этап торгов) (id802865);12.09.2023;17.09.2023 23:00;43515;Филиал Завод ТЕХНО (Юрга)
компрессор;802521;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Йошкар-Оле реализует Компрессор автоматический, инв.№00000199,г.в.1977,компрессор С-416-М 04.01(ТО),инв.№000000044,г.в.1990 Состояние неудовлетворительное. Реализуется по отдельности! (id802521)";11.09.2023;29.09.2023 13:10;2953;КАМАЗ
компрессор;801707;Сервисное обслуживание винтовых компрессоров серии ДЭН в СЛД «Сибирцево» филиала «Дальневосточный» ООО «ЛокоТех-Сервис» (id801707);07.09.2023;16.09.2023 23:00;57059;ГК ЛокоТех
компрессор;801595;Клапана к компрессору (id801595);07.09.2023;13.09.2023 12:00;23933;КУЗОЦМ
компрессор;801590;Выполнение пусконаладочных работ по ИМ 11.33.23.019 «Замена систем возбуждения компрессора К-15 (инв. № 0516242) компрессорной станции ЭЦ, 1 шт. (ИСО)» (id767571) (2-й этап торгов) (id801590);07.09.2023;17.09.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;801546;Сервисное обслуживание винтовых компрессоров серии ДЭН в СЛД «Сибирцево» филиала «Дальневосточный» ООО «ЛокоТех-Сервис» (id801546);07.09.2023;16.09.2023 23:00;57059;ГК ЛокоТех
компрессор;801330;Сервисное обслуживание винтовых компрессоров серии ДЭН в СЛД «Сибирцево» филиала «Дальневосточный» ООО «ЛокоТех-Сервис» (id801330);06.09.2023;15.09.2023 23:00;57059;ГК ЛокоТех
компрессор;801283;"Отбор на закупку з/ч к компрессору по потребности на 2023 год для АО ""РУСАЛ Бокситогорск"" (id801283)";06.09.2023;15.09.2023 10:00;350353;РУСАЛ Бокситогорск
компрессор;801122;"Закупка услуг для филиала ООО ""ИСО"" в г. Братске: Устройство приточно-вытяжной вентиляции компрессора ШЛИК в рамках реализации ИМ 01.31.23.068 Замена компрессора на участке чистки штырей ""Шлик"" (инв. 140001187) 1 шт. ДЭ (ИСО) в ноябре 2023. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id797799) (2-й этап торгов) (id801122)";06.09.2023;13.09.2023 23:00;344908;Филиал ИСО в г.Братск
компрессор;800990;Закупка запчастей на хлорный компрессор в 2023 году (id795929) (2-й этап торгов) (id800990);05.09.2023;06.09.2023 14:00;51053;Химпром (Новочебоксарск)
компрессор;800736;Закупка компрессора воздушного для РУСАЛ Краснотурьинск (id798071) (2-й этап торгов) (id800736);05.09.2023;08.09.2023 12:00;350493;РУСАЛ Краснотурьинск
компрессор;800398;Сепаратор воздушного компрессора D00211 (id776177) (5-й этап торгов) (id800398);04.09.2023;15.09.2023 23:00;372714;Сибирь-Полиметаллы
компрессор;800094;Отбор на закупку на запчасти к компрессору (id800094);04.09.2023;13.09.2023 23:00;338480;Филиал ИСО в г. Ачинск
компрессор;800139;Закупка крейцкопфов (в сборе 305-3сб на компрессор 205ГП 30/8 ) в 2023г. (id800139);01.09.2023;05.09.2023 17:00;51053;Химпром (Новочебоксарск)
компрессор;800126;Закупка компрессора ПК-1,75, КМ (id800126);01.09.2023;06.09.2023 13:00;16537;Комбинат Магнезит
компрессор;800109;Приобретение компрессора из наличия (id800109);01.09.2023;05.09.2023 08:00;23933;КУЗОЦМ
компрессор;799578;"ОП СЦ АО""ТФК""КАМАЗ"" в г. Нижний Новгород реализует Компрессор В7000/500 FT10(2шт) г.в.2007 Состояние удовлетворительное. Реализуется по отдельности! (id799578)";31.08.2023;25.09.2023 10:10;2953;КАМАЗ
компрессор;799567;"Компрессор ВП-50/8М- 2 ед. инв.№№006637, инв.№004534- Имущество ПАО ""ОСВАР"" г.Вязники. (id799567)";31.08.2023;21.09.2023 10:11;2953;КАМАЗ
компрессор;799081;Отбор на проведение работ по Ремонту четырех компрессоров Mattei ERC 22H 400-3. Период выполнения февраль-октябрь 2024 года. (id792042) (2-й этап торгов) (id799081);30.08.2023;06.09.2023 23:00;351562;Филиал ИСО в г. Шелехов
компрессор;798864;АК АЛРОСА РЕАЛИЗУЕТ (продает) ТМЦ: З/ч к компрессорам г. Мирный, август-сентябрь 2023 г. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется). (id798864);29.08.2023;19.09.2023 18:00;16217;АК АЛРОСА (ПАО)
компрессор;798748;"Компрессор инв.№1409010010162, 1996 год выпуска (Имущество АО ""СААЗ"", Рязанская область, с. Чулково) (13695) (id798748)";29.08.2023;15.09.2023 17:10;2953;КАМАЗ
компрессор;798558;АК АЛРОСА РЕАЛИЗУЕТ (продает) ТМЦ: З/ч к компрессорам п. Айхал, август-сентябрь 2023 г. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется). (id798558);29.08.2023;19.09.2023 18:00;16217;АК АЛРОСА (ПАО)
компрессор;798394;Закупка муфты прижимного клапана ДУ 110, рукава компрессора высокотемпературного 76-87 мм в г.Почеп Брянской обл. (id798394);29.08.2023;31.08.2023 11:00;210033;ПАО Группа Черкизово
компрессор;798071;Закупка компрессора воздушного для РУСАЛ Краснотурьинск (id798071);28.08.2023;04.09.2023 13:00;350493;РУСАЛ Краснотурьинск
компрессор;797973;Сервисных работ по техническому обслуживанию компрессоров Atlas Copco GA160 (id796368) (2-й этап торгов) (id797973);28.08.2023;03.09.2023 23:00;43515;Филиал Завод ТЕХНО (Юрга)
компрессор;797799;"Закупка услуг для филиала ООО ""ИСО"" в г. Братске: Устройство приточно-вытяжной вентиляции компрессора ШЛИК в рамках реализации ИМ 01.31.23.068 Замена компрессора на участке чистки штырей ""Шлик"" (инв. 140001187) 1 шт. ДЭ (ИСО) в ноябре 2023. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id797799)";28.08.2023;05.09.2023 23:00;344908;Филиал ИСО в г.Братск
компрессор;797321;"Поставка винтового компрессора Bitzer CSH8563-125(Y) для АО ""КЦ"" Филиал ""Лиско Бройлер"" (id797321)";24.08.2023;29.08.2023 13:30;210033;ПАО Группа Черкизово
компрессор;797163;"Открытый запрос предложений на выполнение работ по техническому обслуживанию винтовых воздушных компрессоров OZEN OSC 250 U-8 и осушителей ODREB 2775 ООО ""Промлит"" (id797163)";24.08.2023;31.08.2023 14:00;389400;ТД Транспортное машиностроение
компрессор;797020;Аварийная закупка Компрессора 5 нм3/мин в контейнере (id797020);24.08.2023;01.09.2023 23:00;349271;РУСАЛ ИТЦ
компрессор;796936;"Закупка услуг для филиала ООО ""ИСО"" в г. Братске: Доработка существующего фундамента под компрессор ВК150-8 (SCHLICK) ЛО-3 ПАО «РУСАЛ Братск» согласно проекту 506-51-00-000АС в октябре 2023. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id789316) (2-й этап торгов) (id796936)";24.08.2023;28.08.2023 23:00;344908;Филиал ИСО в г.Братск
компрессор;796483;Закупка холодильника масла для компрессора 6ВВ25/9 (id796483);22.08.2023;30.08.2023 23:00;36036;Донуголь
компрессор;796253;Поставка осушителя воздуха Kraftmann KHD 20 и компрессора винтового Magnus АА1-06А, Оренбургская область, СГЦ Вишневский (ЧЕРКИЗОВО) (id796253);22.08.2023;25.08.2023 13:45;210033;ПАО Группа Черкизово
компрессор;796368;Сервисных работ по техническому обслуживанию компрессоров Atlas Copco GA160 (id796368);22.08.2023;27.08.2023 23:00;43515;Филиал Завод ТЕХНО (Юрга)
компрессор;795929;Закупка запчастей на хлорный компрессор в 2023 году (id795929);21.08.2023;24.08.2023 17:00;51053;Химпром (Новочебоксарск)
компрессор;795638;Поставка винтовой пары для компрессора G-110 Atlas Copco, Сер. номер: WUX408583 (id795638);21.08.2023;25.08.2023 08:00;46730;Филиал Завод ТЕХНОФЛЕКС г. Учалы
компрессор;794771;Маслозаполненный поршневой одноступенчатый компрессор Atlas Copco LE5-7S. Комплектность поставки: только силовой блок. Кол-во 1шт. ЦОФ Краснокаменская (Кузбасс). Сентябрь2023г. Участие без ЭЦП и пакета документов (id794771);18.08.2023;30.08.2023 12:10;289571;ЦОФ Краснокаменская (ГКК)
компрессор;794877;ООО УК НИП реализует компрессоры, осушители воздуха б/у в г. Новокузнецк (id794877);17.08.2023;04.09.2023 12:05;339557;УК НИП
компрессор;794437;Поставка и пуско-наладочные работы компрессора и оборудования воздухоподготовки для филиала ООО «Завод ТЕХНО» г. Красный Сулин, расположенного по адресу: Ростовская область, Красносулинский район, г. Красный Сулин, в 1 км. на северо-восток от ул. Содружества, 1. (id789810) (2-й этап торгов) (id794437);16.08.2023;17.08.2023 20:00;132952;Филиал Завод ТЕХНО г. Красный Сулин
компрессор;793716;"Поставка компрессора европейского производства для нужд предприятий ГК ""Черкизово"" (id793716)";14.08.2023;23.08.2023 23:00;210033;ПАО Группа Черкизово
компрессор;793713;"Поставка компрессора китайского производства для нужд предприятий ГК ""Черкизово"". (id793713)";14.08.2023;23.08.2023 23:15;210033;ПАО Группа Черкизово
компрессор;793617;РУСАЛ Краснотурьинск предлагает к реализации запчасти к поршневым компрессорам. (id793617);14.08.2023;18.08.2023 16:00;335106;РУСАЛ Менеджмент (непрофильные активы)
компрессор;793448;"Отбор на поставку компрессора мембранного 1420-0505 Thomas для филиала ООО ""ИСО"" в г. Саяногорск (id774031) (3-й этап торгов) (id793448)";14.08.2023;16.08.2023 17:00;351560;Филиал ИСО в г. Саяногорск
компрессор;793288;Выполнение монтажа компрессора BERG для подачи сжатого воздуха в ЛО №1 ДпЛП (id785466) (3-й этап торгов) (id793288);14.08.2023;18.08.2023 23:00;351557;Филиал ИСО в г.Красноярск
компрессор;793161;Закупка компрессора (заявка № 750 Пикалево) (id793161);11.08.2023;15.08.2023 23:00;55813;Пикалевская сода
компрессор;792857;Капитальный ремонт Азотного компрессора №9 инв.№ 4106277 в 2023 году. Период выполнения - ноябрь-декабрь 2023г. (id783314) (3-й этап торгов) (id792857);11.08.2023;18.08.2023 23:00;351562;Филиал ИСО в г. Шелехов
компрессор;792732;Запрос цен на замену осушителя для компрессора (2-й этап) (id792732);10.08.2023;21.08.2023 23:00;306331;Завод Технофлекс
компрессор;792529;"Открытый аукцион на закупку фильтров для компрессора для ЦДПС Илецксоль ООО ""Руссоль"" на сентябрь 2023 г (id792529)";10.08.2023;15.08.2023 10:10;46348;Руссоль
компрессор;792420;Проведение ТО компрессоров (id792420);10.08.2023;15.08.2023 12:00;17779;ЕлАЗ
компрессор;792364;"Запрос стоимости компрессора Copeland ZR 48KCE-TFD-522 для филиала ООО ""ИСО"" в г. Красноярске (id792364)";10.08.2023;18.08.2023 23:00;338611;ИСО
компрессор;792042;Отбор на проведение работ по Ремонту четырех компрессоров Mattei ERC 22H 400-3. Период выполнения февраль-октябрь 2024 года. (id792042);09.08.2023;17.08.2023 23:00;351562;Филиал ИСО в г. Шелехов
компрессор;791514;"Компрессор ВП-50/8М- 2 ед. инв.№№006637, инв.№004534- Имущество ПАО ""ОСВАР"" г.Вязники. (id791514)";08.08.2023;28.08.2023 10:10;2953;КАМАЗ
компрессор;791251;"Уточнение актуальных цен по закупке запчастей для ремонта компрессоров Kaeser (+3 доп. позиции) ""РУСАЛ Кандалакша"" (id777904) (3-й этап торгов) (id791251)";07.08.2023;10.08.2023 16:00;350778;РУСАЛ Кандалакша
компрессор;791010;"Отбор на поставку компрессора мембранного 1420-0505 Thomas для филиала ООО ""ИСО"" в г. Саяногорск (id774031) (2-й этап торгов) (id791010)";07.08.2023;11.08.2023 17:00;351560;Филиал ИСО в г. Саяногорск
компрессор;790875;Выполнение монтажа компрессора BERG для подачи сжатого воздуха в ЛО №1 ДпЛП (id785466) (2-й этап торгов) (id790875);07.08.2023;11.08.2023 23:00;351557;Филиал ИСО в г.Красноярск
компрессор;790920;«Сервисных работ по техническому обслуживанию компрессоров Atlas Copco GA160» (id757487) (3-й этап торгов) (id790920);07.08.2023;09.08.2023 23:00;43515;Филиал Завод ТЕХНО (Юрга)
компрессор;790888;"Поставка компрессора GMP 45-8 или аналога для ООО ""Союзпромптица"" (id785333) (2-й этап торгов) (id790888)";07.08.2023;09.08.2023 10:15;407816;СОЮЗПРОМПТИЦА
компрессор;790748;"Закупка поршневого компрессора для ""РУСАЛ Кандалакша"" (id790748)";04.08.2023;11.08.2023 08:00;350778;РУСАЛ Кандалакша
компрессор;790530;"Закупка компрессоров для ООО ""ИСО"" , Иркутская обл., г.Шелехов. на 2023 г. (id790530)";04.08.2023;11.08.2023 03:00;351562;Филиал ИСО в г. Шелехов
компрессор;790487;Запрос цен на замену осушителя для компрессора (id790487);04.08.2023;08.08.2023 23:00;306331;Завод Технофлекс
компрессор;789810;Поставка и пуско-наладочные работы компрессора и оборудования воздухоподготовки для филиала ООО «Завод ТЕХНО» г. Красный Сулин, расположенного по адресу: Ростовская область, Красносулинский район, г. Красный Сулин, в 1 км. на северо-восток от ул. Содружества, 1. (id789810);02.08.2023;08.08.2023 23:00;132952;Филиал Завод ТЕХНО г. Красный Сулин
компрессор;789316;"Закупка услуг для филиала ООО ""ИСО"" в г. Братске: Доработка существующего фундамента под компрессор ВК150-8 (SCHLICK) ЛО-3 ПАО «РУСАЛ Братск» согласно проекту 506-51-00-000АС в октябре 2023. Заявки принимаются на ЭТП Tender.Pro (бесплатная регистрация, ЭП не требуется) (id789316)";01.08.2023;23.08.2023 23:00;344908;Филиал ИСО в г.Братск
компрессор;788085;Запрос предложений на компрессор воздушный поршневой (id788085);27.07.2023;30.07.2023 23:00;127637;Мотовилиха-гражданское машиностроение
компрессор;787781;Капитальный ремонт Азотного компрессора №9 инв.№ 4106277 в 2023 году. Период выполнения - ноябрь-декабрь 2023г. (id783314) (2-й этап торгов) (id787781);27.07.2023;03.08.2023 23:00;351562;Филиал ИСО в г. Шелехов
компрессор;787614;"Открытый аукцион на закупку запасных частей для компрессора для ООО ""Руссоль"" в сентябре 2023 г (id787614)";26.07.2023;31.07.2023 10:10;46348;Руссоль
компрессор;787411;"Выполнение работ по капитальному ремонту винтового масляного компрессора ДЭН-315ШМ инв.№705561 Газокислородного участка для нужд Улан-Удэнского ЛВРЗ АО ""Желдорреммаш"" (id787411)";26.07.2023;03.08.2023 23:00;57059;ГК ЛокоТех
компрессор;787342;Закупка компрессора винтового REMEZA для ТК (id787342);25.07.2023;01.08.2023 23:00;36036;Донуголь
компрессор;787222;"Компрессор ВП-50/8М инв.№006637- Имущество ПАО ""ОСВАР"" г.Вязники. Опубликовано в качестве маркетинга! (id787222)";25.07.2023;04.08.2023 10:00;2953;КАМАЗ
компрессор;787218;"Компрессор ВП-50/8М инв.№004534- Имущество ПАО ""ОСВАР"" г.Вязники. Опубликовано в качестве маркетинга! (id787218)";25.07.2023;04.08.2023 10:00;2953;КАМАЗ
