company_id;company;inn;kpp
184738;Закупки компании Горные технологии (ГКК) (ИНН 4217178942/421701001) на ЭТП ТендерПро;4217178942;421717894
215815;Закупки компании Рудник Валунистый (Москва) (ИНН 8706006129/870901001) на ЭТП ТендерПро;8706006129;870600612
50036;Закупки компании ИРЗ-Связь (ИНН 1833015839/184001001) на ЭТП ТендерПро;1833015839;183301583
203102;;;
61425;;;
156174;Закупки компании ОКУ (ИНН 5615002820/561501001) на ЭТП ТендерПро;5615002820;561500282
96148;Закупки компании СМЦ (ГКК) (ИНН 4217100015/421701001) на ЭТП ТендерПро;4217100015;421710001
191547;Закупки компании АО Лебединский ГОК (Металлоинвест) (ИНН 3127000014/997550001) на ЭТП ТендерПро;3127000014;312700001
165616;Закупки компании АО ПАВЛИК (ИК АРЛАН) (ИНН 4900000681/490901001) на ЭТП ТендерПро;4900000681;490000068
63395;;;
58414;Закупки компании Севералмаз (ИНН 2901038518/290101001) на ЭТП ТендерПро;2901038518;290103851
44441;Закупки компании Краском (ИНН 2466114215/246601001) на ЭТП ТендерПро;2466114215;246611421
176611;Закупки компании АСР-Углесбыт (ГКК) (ИНН 4217163505/421701001) на ЭТП ТендерПро;4217163505;421716350
107901;Закупки компании ХАН ГРУПП (ИНН 7721482963/772101001) на ЭТП ТендерПро;7721482963;772148296
155951;Закупки компании АПК ДОН (ИНН 7704799368/390001001) на ЭТП ТендерПро;7704799368;770479936
21096;Закупки компании СинТЗ (ИНН 6612000551/997450001) на ЭТП ТендерПро;6612000551;661200055
21048;Закупки компании Северский трубный завод (ИНН 6626002291/997450001) на ЭТП ТендерПро;6626002291;662600229
152944;Закупки компании Тройка Ассет Менеджмент( Уфа) (ИНН 7725274065/772501001) на ЭТП ТендерПро;7725274065;772527406
21100;Закупки компании ТАГМЕТ (ИНН 6154011797/997550001) на ЭТП ТендерПро;6154011797;615401179
20076;Закупки компании НПО ИСКРА (ИНН 5907001774/590701001) на ЭТП ТендерПро;5907001774;590700177
49643;Закупки компании Никогласс (ИНН 5005036345/500501001) на ЭТП ТендерПро;5005036345;500503634
46297;Закупки компании АО Златмаш (ИНН 7404052938/740401001) на ЭТП ТендерПро;7404052938;740405293
69271;;;
29914;;;
62427;;;
71436;;;
374099;Закупки компании Сиблитмаш (ГКК) (ИНН 5403066740/540301001) на ЭТП ТендерПро;5403066740;540306674
73335;Закупки компании Баулюкс (ИНН 1644045595/164401001) на ЭТП ТендерПро;1644045595;164404559
21071;Закупки компании Волжский трубный завод (ИНН 3435900186/997450001) на ЭТП ТендерПро;3435900186;343590018
50218;Закупки компании АЛРОСА-Газ (ИНН 1433014654/143301001) на ЭТП ТендерПро;1433014654;143301465
54273;Закупки компании ФКП Пермский пороховой завод (ИНН 5908006119/590801001) на ЭТП ТендерПро;5908006119;590800611
33243;Закупки компании Казанский пороховой завод (ИНН 1656025681/165601001) на ЭТП ТендерПро;1656025681;165602568
60962;Закупки компании Ремонтно-механическое предприятие (ИНН 7417020838/745701001) на ЭТП ТендерПро;7417020838;741702083
40504;Закупки компании Сегежский ЦБК (ИНН 1006004155/100650001) на ЭТП ТендерПро;1006004155;100600415
89997;Закупки компании ВГЭС-3 (ИНН 1433015048/143301001) на ЭТП ТендерПро;1433015048;143301504
63360;Продажи компании ДЭЗ (ИНН 6155062385/615501001) на ЭТП ТендерПро;6155062385;615506238
108090;;;
67871;;;
101095;Закупки компании УК ТрансТехСервис (ИНН 1650131524/165001001) на ЭТП ТендерПро;1650131524;165013152
65598;Закупки компании ГИДРОЛИНК (ИНН 6673139293/667301001) на ЭТП ТендерПро;6673139293;667313929
84702;Закупки компании СпецПромПоставка (Москва) (ИНН 7724790726/772401001) на ЭТП ТендерПро;7724790726;772479072
79174;Закупки компании Новомосковск-ремстройсервис (ИНН 7116018514/710150001) на ЭТП ТендерПро;7116018514;711601851
55480;;;
7571;Закупки компании Балаковские Минудобрения (ИНН 5103070023/643943001) на ЭТП ТендерПро;5103070023;510307002
74727;;;
7964;Закупки компании Апатит (ИНН 5103070023/997350001) на ЭТП ТендерПро;5103070023;510307002
47060;Закупки компании КАВМИНСТЕКЛО (ИНН 2630000081/263001001) на ЭТП ТендерПро;2630000081;263000008
31171;Закупки компании Кольская ГМК (ИНН 5191431170/997550001) на ЭТП ТендерПро;5191431170;519143117
68882;;;
111347;Закупки компании Пластик (Узловая) (ИНН 7117000076/710150001) на ЭТП ТендерПро;7117000076;711700007
42826;Закупки компании АКСИ (ИНН 7447015289/744701001) на ЭТП ТендерПро;7447015289;744701528
54767;;;
44686;Закупки компании ИРЗ-Энерго (ИНН 1833027591/184001001) на ЭТП ТендерПро;1833027591;183302759
44977;Закупки компании Туймазинский завод автобетоновозов (ИНН 0269008334/026901001) на ЭТП ТендерПро;0269008334;026900833
30765;Закупки компании Грузоподъемные Системы (ИНН 1650131757/165001001) на ЭТП ТендерПро;1650131757;165013175
29083;Закупки компании РИАТ (ИНН 1650081520/165001001) на ЭТП ТендерПро;1650081520;165008152
2947;Закупки компании НАК Азот (ИНН 7116000066/997550001) на ЭТП ТендерПро;7116000066;711600006
67832;Закупки компании Московский монетный двор-филиал АО Гознак (ИНН 7813252159/772543001) на ЭТП ТендерПро;7813252159;781325215
70445;Закупки компании Акрон (ИНН 5321029508/997550001) на ЭТП ТендерПро;5321029508;532102950
65062;Закупки компании ДАНАФЛЕКС-НАНО (ИНН 1655177480/165501001) на ЭТП ТендерПро;1655177480;165517748
73603;;;
26;Закупки компании Саратоворгсинтез (ИНН 6451122250/644750001) на ЭТП ТендерПро;6451122250;645112225
61418;;;
53935;;;
30380;;;
54158;Закупки компании Гознак (ИНН 7813252159/783450001) на ЭТП ТендерПро;7813252159;781325215
7615;;;
26881;;;
28923;Закупки компании Порт Ванино (ИНН 2709001590/270901001) на ЭТП ТендерПро;2709001590;270900159
7565;;;
14190;Закупки компании Соликамский магниевый завод (ИНН 5919470019/591901001) на ЭТП ТендерПро;5919470019;591947001
2973;Закупки компании Ковдорский ГОК (ИНН 5104002234/519950001) на ЭТП ТендерПро;5104002234;510400223
37513;Закупки компании Березниковский содовый завод (ИНН 5911013780/590150001) на ЭТП ТендерПро;5911013780;591101378
36889;Закупки компании Нерюнгри-Металлик (ИНН 1434024359/143401001) на ЭТП ТендерПро;1434024359;143402435
34268;Закупки компании Водоканал(Хабаровск) (ИНН 2700001300/272150001) на ЭТП ТендерПро;2700001300;270000130
28671;Закупки компании Тверь Водоканал (ИНН 6901093516/695001001) на ЭТП ТендерПро;6901093516;690109351
31460;Закупки компании Оренбург Водоканал (ИНН 5610077370/561001001) на ЭТП ТендерПро;5610077370;561007737
2956;Закупки компании Белореченские Минудобрения (ИНН 2303025270/230750001) на ЭТП ТендерПро;2303025270;230302527
22519;Закупки компании ВАГОНОРЕМОНТНЫЙ ЗАВОД ДЕПО НТК (ИНН 2631031004/263101001) на ЭТП ТендерПро;2631031004;263103100
24660;Закупки компании КМПО (ИНН 1657005416/166101001) на ЭТП ТендерПро;1657005416;165700541
16471;Закупки компании Бурятзолото (ИНН 0323027345/032301001) на ЭТП ТендерПро;0323027345;032302734
15450;Закупки компании НМЗ им. Кузьмина (ИНН 5404161429/997550001) на ЭТП ТендерПро;5404161429;540416142
23954;Закупки компании ТЭФ КАМАтранссервис (ИНН 1650164262/165101001) на ЭТП ТендерПро;1650164262;165016426
2490;;;
45737;Закупки компании Завод Шинглас (ИНН 6230018042/623001001) на ЭТП ТендерПро;6230018042;623001804
380631;Закупки компании ИП Курбацкий Б.В.(для нужд ФГ Дога) (ИНН 550405961720) на ЭТП ТендерПро;5504059617;550405961
436790;Закупки компании ПТ-ПРОХОДКА (ГКК) (ИНН 4205374283/421701001) на ЭТП ТендерПро;4205374283;420537428
497170;Продажа неликвидов от компании ФИЛИАЛ ПАО ТМК ЧТПЗ Продажи (ИНН 7710373095/770901001) на ЭТП ТендерПро;7710373095;771037309
194643;Продажа неликвидов от компании Сиб-Дамель (ИНН 4212002310/421201001) на ЭТП ТендерПро;4212002310;421200231
395326;Закупки компании СИБПРОФ (ИНН 2465339833/246501001) на ЭТП ТендерПро;2465339833;246533983
334235;Закупки компании РУСАЛ Менеджмент (ИНН 7730248430/773001001) на ЭТП ТендерПро;7730248430;773024843
466922;Закупки компании АО УК СИБИРСКАЯ (ИНН 4214021372/421701001) на ЭТП ТендерПро;4214021372;421402137
155696;Закупки компании Перспективные Технологии (ГКК) (ИНН 4217097549/420501001) на ЭТП ТендерПро;4217097549;421709754
207967;Закупки компании ТД ТТК (ИНН 5047176305/771401001) на ЭТП ТендерПро;5047176305;504717630
88585;Закупки компании АО ЦВ ПРОТЕК (ИНН 7724053916/772401001) на ЭТП ТендерПро;7724053916;772405391
381522;Продажа неликвидов от компании ПРОМЫШЛЕННОЕ ОБОРУДОВАНИЕ (ИНН 5001143890/500101001) на ЭТП ТендерПро;5001143890;500114389
427089;Продажа неликвидов от компании ДАМАТЕ (ИНН 5024126971/502401001) на ЭТП ТендерПро;5024126971;502412697
74646;Закупки компании ЧЗМЭК (ИНН 7450061013/746001001) на ЭТП ТендерПро;7450061013;745006101
364026;Закупки компании ФОРМАТ-ЕК (ИНН 6670246970/667701001) на ЭТП ТендерПро;6670246970;667024697
177585;Закупки компании ТН-Алабуга (ИНН 1646043219/164601001) на ЭТП ТендерПро;1646043219;164604321
321852;Закупки компании Филиал Строительная химия Завод Технофлекс (ИНН 6229024796/623043002) на ЭТП ТендерПро;6229024796;622902479
134963;Закупки компании Эллада (ИНН 6229047842/622901001) на ЭТП ТендерПро;6229047842;622904784
64325;Закупки компании Амурметалл-Литьё (ИНН 2703035307/270301001) на ЭТП ТендерПро;2703035307;270303530
5883;Закупки компании ЧЛМЗ (ИНН 3528010612/352801001) на ЭТП ТендерПро;3528010612;352801061
88704;Закупки компании Шахта Юбилейная (ТопПром) (ИНН 4218107045/421801001) на ЭТП ТендерПро;4218107045;421810704
155894;;;
12299;Закупки компании ТендерПро (ИНН 5008041569/500801001) на ЭТП ТендерПро;5008041569;500804156
61051;Закупки компании Императорский фарфоровый завод (ИНН 7811000276/781101001) на ЭТП ТендерПро;7811000276;781100027
127766;;;
52568;;;
17566;Закупки компании ПМЗ (ИНН 5904007312/997850001) на ЭТП ТендерПро;5904007312;590400731
12818;;;
5343;Закупки компании АКРОН (ИНН 5321029508/532101001) на ЭТП ТендерПро;5321029508;532102950
7555;;;
438231;Закупки компании Новосибирское ЛП (ИНН 7715729877/540943001) на ЭТП ТендерПро;7715729877;771572987
48406;Закупки компании КМЗ (ИНН 6671298869/667701001) на ЭТП ТендерПро;6671298869;667129886
67937;Закупки компании Системы контроля и автоматики (ИНН 1834039487/184001001) на ЭТП ТендерПро;1834039487;183403948
438234;Закупки компании Дизельный дивизион (ИНН 7715729877/770943001) на ЭТП ТендерПро;7715729877;771572987
354057;Закупки компании ЯГРК (ИНН 2532008780/253201001) на ЭТП ТендерПро;2532008780;253200878
83551;Закупки компании ЧЗПСН-Профнастил (Челябинск) (ИНН 7447014976/745450001) на ЭТП ТендерПро;7447014976;744701497
13714;Закупки компании НПО Спецхимагрегат (ИНН 3663030333/366301001) на ЭТП ТендерПро;3663030333;366303033
226927;Закупки компании Вертолеты России КумАПП (ГКК) (ИНН 0262016287/026201001) на ЭТП ТендерПро;0262016287;026201628
225094;Закупки компании ЭН+ ТОРГОВЫЙ ДОМ (ИНН 3808118560/384901001) на ЭТП ТендерПро;3808118560;380811856
158520;Закупки компании НефтеХимСервис (ГКК) (ИНН 4217102358/421701001) на ЭТП ТендерПро;4217102358;421710235
80047;Закупки компании Тайбинская (ТопПром) (ИНН 4205037640/422301001) на ЭТП ТендерПро;4205037640;420503764
80158;;;
59314;Закупки компании УК Колмар (ИНН 7701924275/770101001) на ЭТП ТендерПро;7701924275;770192427
10961;Закупки компании Соломбальский ЦБК (ИНН 2901008009/290101001) на ЭТП ТендерПро;2901008009;290100800
333854;Закупки компании НПО МеталлЭнерго (ИНН 7456019804/745601001) на ЭТП ТендерПро;7456019804;745601980
466254;Закупки компании СПЖТ (ИНН 1900016887/190001001) на ЭТП ТендерПро;1900016887;190001688
423135;Закупки компании РУСАЛ АГРОСИБИРЬ (ИНН 2465349736/246501001) на ЭТП ТендерПро;2465349736;246534973
351564;Закупки компании Филиал ИСО в с. Старый Акульшет (ИНН 7730248021/381643001) на ЭТП ТендерПро;7730248021;773024802
57695;Закупки компании Новомосковский хлор (ИНН 7116145470/711601001) на ЭТП ТендерПро;7116145470;711614547
39458;;;
459529;Продажи компании ЭВР (ИНН 7733369761/773301001) на ЭТП ТендерПро;7733369761;773336976
126961;Продажи компании ХОГАТ (ИНН 7801518492/773101001) на ЭТП ТендерПро;7801518492;780151849
303342;Продажи компании ТК Динамика (ИНН 1655410970/165801001) на ЭТП ТендерПро;1655410970;165541097
409330;Закупки компании АО КРИОЛИТ (ИНН 5605000012/560501001) на ЭТП ТендерПро;5605000012;560500001
138322;Закупки компании АЦ Гермес (ГКК) (ИНН 4217168581/390601001) на ЭТП ТендерПро;4217168581;421716858
80155;Закупки компании ТрансАвто (ТопПром) (ИНН 4253019916/425301001) на ЭТП ТендерПро;4253019916;425301991
419540;Продажа неликвидов от компании РЭЛ (ИНН 7817115121/775101001) на ЭТП ТендерПро;7817115121;781711512
203120;;;
