inn;predpriyatie;company_id;company_na_ploshchadke;tenderov;pochemu
5920005217;"ПКГУП ""ЧАЙКОВСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА;;;0;в каталоге площадки нет
4909047148;"ИА ПАО ""Магаданэнерго""";175046;ПАО МАГАДАНЭНЕРГО (Магадан);0;обойдено
3901500276;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""33 СУДОРЕМОНТНЫЙ ЗАВОД""";;;0;в каталоге площадки нет
7806151791;АО РЭПХ;198674;РЭПХ (Санкт-Петербург);0;обойдено
3808118560;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ЕВРОСИБЭНЕРГО""";225094;ЭН+ ТОРГОВЫЙ ДОМ (Иркутск);10;обойдено
4703144282;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;;0;в каталоге площадки нет
2635040105;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ""";;;0;в каталоге площадки нет
5024022700;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
7024029499;"Акционерное общество ""Сибирский химический комбинат""";456908;АО СХК (Северск);0;обойдено
4253019916;ТрансАвто (ТопПром);80155;ТрансАвто (ТопПром) (Новокузнецк);369;обойдено
5252000350;"ПАО ""ПАВЛОВСКИЙ АВТОБУС""";;;0;в каталоге площадки нет
5244031860;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОТЕХСЕРВИС""";;;0;в каталоге площадки нет
0245022178;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ МАШИННО- ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ"" РЕСПУБЛИКИ БАШ";;;0;в каталоге площадки нет
8604048754;"АО ""ЮТТС""";;;0;в каталоге площадки нет
3435000932;"МУП ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
5257086827;"АО ""НИЖЕГОРОДСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
6605002100;"АО ""Богдановичский комбикормовый завод""";487989;АО БОГДАНОВИЧСКИЙ КОМБИКОРМОВЫЙ ЗАВОД (Богданович);0;обойдено
7728171283;"ФГУП ""НПЦАП""";;;0;в каталоге площадки нет
5612002437;АО АК № 1825;;;0;в каталоге площадки нет
5243027892;АРЗАМАССКИЙ ВОДОКАНАЛ;;;0;в каталоге площадки нет
6165132680;ВСК;;;0;в каталоге площадки нет
9203501030;"ФГУП ""13 СРЗ ЧФ"" МИНОБОРОНЫ РОССИИ";;;0;в каталоге площадки нет
7536064538;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ ГОРОДА ЧИТЫ""";;;0;в каталоге площадки нет
6901093516;Тверь Водоканал;28671;Тверь Водоканал;616;обойдено
7805025346;"АО ""МОРПОРТ СПБ""";427168;АО Морской порт Санкт-Петербург;0;обойдено
8612007896;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ПЫТЬ-ЯХ";;;0;в каталоге площадки нет
5913001268;"АО ""МЕТАФРАКС КЕМИКАЛС""";120122;МЕТАФРАКС (Губаха);0;обойдено
7838024362;"ООО ""ПЕТЕРБУРГТЕПЛОЭНЕРГО""";;;0;в каталоге площадки нет
5038004331;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛЛЕС""";;;0;в каталоге площадки нет
2633001291;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА СТАВРОПОЛЯ";;;0;в каталоге площадки нет
7726747370;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РВК-АРХАНГЕЛЬСК""";;;0;в каталоге площадки нет
5199000024;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРКТИЧЕСКИЕ МОРСКИЕ ИНЖЕНЕРНО-ГЕОЛОГИЧЕСКИЕ ЭКСПЕДИЦИИ""";79018;АМИГЭ (Мурманск);0;обойдено
9728050571;ФЛ АО НПЦАП-ПОКОРПУС;;;0;в каталоге площадки нет
4629026667;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ГОРОДА КУРСКА""";93495;МУП Курскводоканал;0;обойдено
5515201050;МУП НФС ВОСКРЕСЕНСКАЯ;;;0;в каталоге площадки нет
2724132118;«Транснефть – Дальний Восток»;252316;ТРАНСНЕФТЬ-ДАЛЬНИЙ ВОСТОК (Хабаровск);0;обойдено
5224003504;"МП ""РАДУГА""";;;0;в каталоге площадки нет
2983998001;"ООО ""БАШНЕФТЬ - ПОЛЮС""";;;0;в каталоге площадки нет
7105504223;"АО ""Тулагорводоканал""";115139;Тулагорводоканал;0;обойдено
2466229600;"Общество с ограниченной ответственностью ""Краевая энергосберегающая компания""";222917;КЭСКО (Кызыл);0;обойдено
6726024309;Золотая нива (ИК Арлан);170424;Золотая нива (ИК Арлан) (сафоновский район);897;обойдено
6454003331;МУПП САРАТОВВОДОКАНАЛ;;;0;в каталоге площадки нет
7817315385;"АО ""СНСЗ""";;;0;в каталоге площадки нет
2208052474;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОАЛТАЙСКВОДОКАНАЛ""";;;0;в каталоге площадки нет
4345000249;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
7423000572;"ФГУП ""РФЯЦ - ВНИИТФ ИМ. АКАДЕМ. Е.И. ЗАБАБАХИНА""";51953;ФГУП РФЯЦ-ВНИИТФ им. академ. Е.И.Забабахина (Снежинск);0;обойдено
0267018087;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ""СИБАЙВОДОКАНАЛ""";;;0;в каталоге площадки нет
1328016109;"АО ""ТЕПЛИЧНОЕ""";;;0;в каталоге площадки нет
3301036623;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АЛЕКСАНДРОВ ВОДОКАНАЛ"" АЛЕКСАНДРОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ВЛАДИМИРСКОЙ ОБЛАСТИ";;;0;в каталоге площадки нет
7438015885;"АО ""МАКФА""";129985;МАКФА (Челябинск);0;обойдено
2365001416;"МУП ""ЖКХ ГОРОДА ТУАПСЕ""";;;0;в каталоге площадки нет
7730263559;"ООО ""РВК-ТИХОРЕЦК""";;;0;в каталоге площадки нет
2700001300;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ХАБАРОВСКА ""ВОДОКАНАЛ""";34268;Водоканал(Хабаровск);57;обойдено
7712040285;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";387126;ПАО НПО Алмаз (Москва);0;обойдено
7705002602;Государственное унитарное предприятие города Москвы «Мосгортранс»;296428;ГУП Мосгортранс (Москва);0;обойдено
3525114733;ВПК;47081;Вологодкая Подшипниковая Корпарация (Вологда);0;обойдено
5244009279;АКЦИОНЕРНОЕ ОБЩЕСТВО ВОЛГА;224497;Волга (Балахна);0;обойдено
0909000840;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗЦЕМЕНТ";;;0;в каталоге площадки нет
7830001758;САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ПАССАЖИРСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;292075;СПб ГУП Пассажиравтотранс (Санкт-Петербург);0;обойдено
7707049388;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""";458298;МАКРОРЕГИОНАЛЬНЫЙ ФИЛИАЛ МОСКВА ПАО РОСТЕЛЕКОМ (Москва);0;обойдено
5944202327;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";;;0;в каталоге площадки нет
6629020796;"Общество с ограниченной ответственностью ""Научно-производственное объединение ""Центротех""";359539;НПО Центротех (Новоуральск);0;обойдено
5256170057;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСМАШЭНЕРГО""";476428;РУСМАШЭНЕРГО (Г.о. город Нижний Новгород, г. Нижний Новгород);0;обойдено
5501085734;"ООО ""ПОЛИОМ""";;;0;в каталоге площадки нет
5008028127;"ФИЛИАЛ ""УЛЬЯНОВСКАЯ ДАМБА""";429784;ФИЛИАЛ БАЛТВОДХОЗ (Г САНКТ-ПЕТЕРБУРГ) (Санкт-Петербург);0;обойдено
7727656790;Государственное бюджетное учреждение города Москвы «Автомобильные дороги»;;;0;в каталоге площадки нет
7420000133;ПАО УРАЛКУЗ;96259;ПАО Уралкуз (Чебаркуль);0;обойдено
7722220390;ИК АРЛАН (АО ПАВЛИК);170415;ИК АРЛАН (АО ПАВЛИК) (Москва);3000;выдача обрезана потолком страниц
6663005798;"ПАО ""УРАЛМАШЗАВОД""";68500;Уралмашзавод (Екатеринбург);0;обойдено
1902017445;УБО;97755;УБО (Саяногорск);1527;обойдено
4701007851;АО ПИКАЛЕВСКИЙ ЦЕМЕНТ;407278;АО ПИКАЛЕВСКИЙ ЦЕМЕНТ (Пикалево);1690;обойдено
9701087623;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСАТОМ ВОЗОБНОВЛЯЕМАЯ ЭНЕРГИЯ""";;;0;в каталоге площадки нет
5030015500;"МУП ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
7737106202;ГСП Ремонт;;;0;в каталоге площадки нет
7708117908;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕМРОС""";171295;АО ЦЕМРОС (Москва);22;обойдено
5610077370;"ООО ""ОРЕНБУРГ ВОДОКАНАЛ""";31460;Оренбург Водоканал;139;обойдено
7805014746;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕТРОЛЕСПОРТ""";;;0;в каталоге площадки нет
7710177774;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ФИНАНСОВО-ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ""";;;0;в каталоге площадки нет
1646031132;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАБУГА-ВОЛОКНО""";246618;АЛАБУГА-ВОЛОКНО (Елабуга);0;обойдено
5501177142;"ООО ""ГАЗПРОМНЕФТЬ - КС""";;;0;в каталоге площадки нет
0255010527;"АО ""БЕЛЗАН""";206386;АО БелЗАН (Белебей);0;обойдено
5022030985;"МУП ""ТЕПЛО КОЛОМНЫ""";;;0;в каталоге площадки нет
5916031750;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМА""";240335;КамаКартон (Краснокамск);119;обойдено
7717609102;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМСПЕЦТРАНС""";372913;АО Атомспецтранс (Москва);0;обойдено
2901038518;Севералмаз;58414;Севералмаз (Архангельск);3000;выдача обрезана потолком страниц
7703642903;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;;0;в каталоге площадки нет
2466114215;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КРАСНОЯРСКИЙ ЖИЛИЩНО-КОММУНАЛЬНЫЙ КОМПЛЕКС""";44441;Краском (Красноярск);3000;выдача обрезана потолком страниц
7701568891;"ООО ГРК ""Быстринское""";341966;ГРКБ (Чита);0;обойдено
2204079002;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЙСКИЕ ПРОМЫШЛЕННЫЕ ВОДЫ""";;;0;в каталоге площадки нет
7709886600;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Центрального административного округа»;;;0;в каталоге площадки нет
5193600346;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МУРМАНСКВОДОКАНАЛ""";;;0;в каталоге площадки нет
2801108200;Филиал АО «ДРСК» «Хабаровские электрические сети»;;;0;в каталоге площадки нет
7731084175;АО КОНЦЕРН ВКО АЛМАЗ - АНТЕЙ;;;0;в каталоге площадки нет
5911029807;"ПАО ""УРАЛКАЛИЙ""";10358;Уралкалий (Березники);213;обойдено
8703010889;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕАЛ. РЕГИОНАЛЬНЫЙ ЦЕНТР""";;;0;в каталоге площадки нет
7404070888;"Общество с ограниченной ответственностью ""Торговый Дом Златоустовский электрометаллургический завод""";314103;ТД ЗЭМЗ (Златоуст);486;обойдено
6612019640;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ КАМЕНСК- УРАЛЬСКИЙ""";;;0;в каталоге площадки нет
2343003392;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АРМАВИРСКАЯ БИОЛОГИЧЕСКАЯ ФАБРИКА""";217157;ФКП АРМАВИРСКАЯ БИОЛОГИЧЕСКАЯ ФАБРИКА (Новокубанск);0;обойдено
0302001219;"Акционерное общество ""Хиагда""";;;0;в каталоге площадки нет
5003113668;УММ;;;0;в каталоге площадки нет
7806369727;АО НЗЛ;492664;АО НЗЛ (Санкт-Петербург);0;обойдено
5024001482;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Де;;;0;в каталоге площадки нет
7713652964;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ";;;0;в каталоге площадки нет
7731263174;"АО ""ГПТП ""Гранит""";;;0;в каталоге площадки нет
3123003920;"Закрытое акционерное общество ""БЕЛГОРОДСКИЙ ЦЕМЕНТ""";253561;БЕЛГОРОДСКИЙ ЦЕМЕНТ (Белгород);0;обойдено
7810715360;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""МУЗЕЙНО-ВЫСТАВОЧНЫЙ ЦЕНТР""";;;0;в каталоге площадки нет
5615002820;ОКУ;156174;ОКУ (Орск);1056;обойдено
7723564851;"АО ""НПО ""ЦНИИТМАШ""";68409;НПО ЦНИИТМАШ (Москва);0;обойдено
7820016674;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КОМПЛЕКСНОГО БЛАГОУСТРОЙСТВА""";;;0;в каталоге площадки нет
7709064286;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-практический клинический центр диагностики и ;;;0;в каталоге площадки нет
5052021890;"АО ""ТЕПЛОСЕТЬ ФРЯЗИНО""";;;0;в каталоге площадки нет
7729071411;Государственное унитарное предприятие города Москвы «Медицинский центр Управления делами Мэра и Правительства Москвы»;;;0;в каталоге площадки нет
6317023569;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САМАРСКИЙ РЕЧНОЙ ПОРТ""";;;0;в каталоге площадки нет
7111022115;Гланит;368911;Гланит (Тверь);319;обойдено
9706009675;"АО ""АЙСОРС""";366039;АО Айсорс (Москва);0;обойдено
7817045594;ИЖОРАРЕМСЕРВИС;334854;ИжораРемСервис (Колпино);0;обойдено
7712040126;ПАО АЭРОФЛОТ;;;0;в каталоге площадки нет
6673091980;ПЖТ-55;105526;ПЖТ-55 (Екатеринбург);0;обойдено
7730263904;"ООО ""РВК-ЛИПЕЦК""";;;0;в каталоге площадки нет
9729293785;ГБР;;;0;в каталоге площадки нет
7734374725;"ФГБУ ""ГИДРОСПЕЦГЕОЛОГИЯ""";;;0;в каталоге площадки нет
7707311363;"ФГУП ""УВО МИНТРАНСА РОССИИ""";182394;Мурманский филиал ФГУП УВО Минтранса России;0;обойдено
5050037781;ФРЯНОВСКОЕ МП ЖКХ ГОЩ;;;0;в каталоге площадки нет
5034051355;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОРЕХОВО-ЗУЕВСКИЙ КОМБИНАТ БЛАГОУСТРОЙСТВА""";463009;МБУ О/З КБ (Орехово-Зуево);0;обойдено
6621003100;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВЬЯНСКИЙ ЦЕМЕНТНИК";;;0;в каталоге площадки нет
5047001707;"МП ""ХИМКИЭЛЕКТРОТРАНС""";;;0;в каталоге площадки нет
5032004536;Государственное автономное учреждение организации культуры Московской области «Государственный историко-литературный муз;;;0;в каталоге площадки нет
7729466258;Государственное бюджетное учреждение города Москвы «Жилищник района Ново-Переделкино»;;;0;в каталоге площадки нет
5302001320;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОМ ОТДЫХА ""ВАЛДАЙ"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ";;;0;в каталоге площадки нет
7708671295;"Общество с ограниченной ответственностью ""АРМЗ Сервис""";;;0;в каталоге площадки нет
7704010978;ГЛАВУПДК ПРИ МИД РОССИИ;;;0;в каталоге площадки нет
7736046504;АВИАПРЕДПРИЯТИЕ ГАЗПРОМ АВИА;;;0;в каталоге площадки нет
5112000689;АО КОЛЬСКОЕ ПРЕДПРИЯТИЕ ЭРА;;;0;в каталоге площадки нет
0256006322;"АО ""БМК""";503558;АО БМК (Белорецк);0;обойдено
6450007198;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНО-ТЕХНОЛОГИЧЕСКИЙ";;;0;в каталоге площадки нет
7736259816;"ООО ""УК ""ЭВОЛЮЦИЯ""";;;0;в каталоге площадки нет
7704009700;"ФГУП ""РАДОН""";426018;ФГУП РАДОН (Москва);0;обойдено
7751335645;Государственное бюджетное учреждение города Москвы «Автомобильные дороги Троицкого административного округа»;;;0;в каталоге площадки нет
7214008190;"ООО СП ""Голышмановское""";306515;СХП ГОЛЫШМАНОВСКОЕ (р.п. Голышманово);0;обойдено
4825002609;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛИПЕЦКЦЕМЕНТ""";;;0;в каталоге площадки нет
7727260438;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 Департамента здра;;;0;в каталоге площадки нет
2315990838;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МУНИЦИПАЛЬНЫЙ ПАССАЖИРСКИЙ ТРАНСПОРТ НОВОРОССИЙСКА""";;;0;в каталоге площадки нет
5029009397;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ФЕДЕРАЛЬНЫЙ НАУЧНЫЙ ЦЕНТР ГИГИЕНЫ ИМ. Ф.Ф. ЭРИСМАНА"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗО";;;0;в каталоге площадки нет
3128000313;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОСКОЛЦЕМЕНТ""";;;0;в каталоге площадки нет
2130225986;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ""";;;0;в каталоге площадки нет
1006004155;Филиал Акционерного общества «Сегежский целлюлозно-бумажный комбинат» по лесным ресурсам;40504;Сегежский ЦБК (Сегежа);3000;выдача обрезана потолком страниц
2352039660;ОТЭКО - ТЕРМИНАЛ;;;0;в каталоге площадки нет
7810442793;«ГСП-Механизация»;483394;ГСП-МЕХАНИЗАЦИЯ (Санкт-Петербург);0;обойдено
7810474820;ГСП-СЕРВИС;;;0;в каталоге площадки нет
4100002351;АО БЫСТРИНСКАЯ ГОРНАЯ КОМПАНИЯ;432808;АО БЫСТРИНСКАЯ ГОРНАЯ КОМПАНИЯ (Петропавловск-Камчатский);2432;обойдено
3435900531;"АО ""ВОЛТАЙР-ПРОМ""";124181;АО Волтайр-Пром (Волжский);17;обойдено
5917004527;"ГБУЗ ПК ""КБ""";;;0;в каталоге площадки нет
7405000428;"ФГУП ""ПСЗ""; ФГУП ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""";195341;ФГУП ПСЗ (Трехгорный);0;обойдено
5053017550;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО""";;;0;в каталоге площадки нет
7704747169;Государственное автономное учреждение культуры города Москвы «Московское агентство организации отдыха и туризма»;478163;ГАУК МОСГОРТУР (Москва);0;обойдено
5040088177;"МУК ДК ""РОДНИКИ""";;;0;в каталоге площадки нет
5009046489;"МБУ ""МФЦ ДОМОДЕДОВО""";;;0;в каталоге площадки нет
7116129038;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОМОСКОВСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
7725027605;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КОСМИЧЕСКАЯ СВЯЗЬ""";;;0;в каталоге площадки нет
7706627050;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ МОБИЛЬНЫЕ ГАЗОТУРБИННЫЕ ЭЛЕКТРИЧЕСКИЕ СТАНЦИИ""";;;0;в каталоге площадки нет
6439081247;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАЦИОННО-МЕТОДИЧЕСКИЙ ЦЕНТР БАЛАКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛА";;;0;в каталоге площадки нет
7712025390;АО ГИПРОКИСЛОРОД;;;0;в каталоге площадки нет
6501146467;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬМОРНЕФТЕГЕОФИЗИКА""";183032;Дальморнефтегеофизика (Южно-Сахалинск);0;обойдено
7727298791;"ООО УК ""УЗТМ-КАРТЭКС""";348686;УК УЗТМ-КАРТЭКС (Москва);0;обойдено
2352039652;ОТЭКО - ПОРТСЕРВИС;;;0;в каталоге площадки нет
6455010934;ГАУК СГАТД;;;0;в каталоге площадки нет
4217048100;СИБЭНЕРГОУГОЛЬ;;;0;в каталоге площадки нет
0274018377;ПАО БАШИНФОРМСВЯЗЬ;221348;ПАО Башинформсвязь (Уфа);0;обойдено
6027014114;ГАУК ПО НПЦ ПО ОХРАНЕ ПАМЯТНИКОВ;;;0;в каталоге площадки нет
470507656525;Махмудов Абдулазиз Махмудович;;;0;в каталоге площадки нет
7802888337;СОЮЗМЕТАЛЛСЕРВИС;431154;СОЮЗМЕТАЛЛСЕРВИС (Москва, вн.тер.г. Муниципальный округ Арбат);0;обойдено
6439098794;"ООО ""ИНФОТЕХ БАЛАКОВО""";;;0;в каталоге площадки нет
7722692000;"АО ""ОРКК""";;;0;в каталоге площадки нет
1649021125;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
3914790290;ППО БАЛТИЙСКОЙ АЭС;;;0;в каталоге площадки нет
7725262013;Государственное автономное учреждение города Москвы Инженерный научно-практический центр «Гормедтехника Департамента здр;;;0;в каталоге площадки нет
7704214548;"ООО""АФИПСКИЙ НПЗ""";119880;АФИПСКИЙ НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД (Северский район);0;обойдено
1003018230;АКЦИОНЕРНОЕ ОБЩЕСТВО КОНДОПОЖСКИЙ ЦЕЛЛЮЛОЗНО-БУМАЖНЫЙ КОМБИНАТ;383288;Кондопожский ЦБК (Кондопога);0;обойдено
6632004667;"ПАО ""Надеждинский металлургический завод""";374474;Надеждинский металлургический завод (Серов);0;обойдено
2466199794;"ООО ""Норникель - ЕРП""";;;0;в каталоге площадки нет
9403000070;"ООО ""ЮГМК""";;;0;в каталоге площадки нет
6617002344;"ОАО ""БРУ""";372713;Богословское рудоуправление (Краснотурьинск);0;обойдено
7709840210;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПОДДЕРЖКИ БИЗНЕСА""";;;0;в каталоге площадки нет
7716789300;Государственное бюджетное учреждение города Москвы «Жилищник Ярославского района»;;;0;в каталоге площадки нет
3524015320;"ООО ""ШКХП""";309916;ШЕКСНИНСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ (пос.Шексна);0;обойдено
9706004606;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД-СТЕКЛО-ТРЭЙД""";;;0;в каталоге площадки нет
9705149983;"ООО ""КСЗ""";;;0;в каталоге площадки нет
2457080792;"ООО ""МЕДВЕЖИЙ РУЧЕЙ""";;;0;в каталоге площадки нет
7724322904;Государственное бюджетное учреждение города Москвы «Жилищник района Орехово-Борисово Северное»;;;0;в каталоге площадки нет
7113502396;"ООО ""КАРГИЛЛ""";149166;Каргилл (Ефремов);0;обойдено
