fajl;zakupka;dokument;tip;bajt;stranic;znakov;otkaz;skan_ili_pusto;sha256;kopiya_ot;ocr_stranic_obrezano
eis_f_32616229087_3.bin;32616229087;договор Компрессор SF ЭМ.docx;docx;90883;0;35570;;;ed1813f425f3814e;;
eis_f_32616229087_2.bin;32616229087;НМЦД компрессор sf.xlsx;xlsx;26418;0;1754;;;91100eafc005bade;;
eis_f_32616229087_1.bin;32616229087;Извещение ЭМ (компрессор SF).docx;docx;39552;0;24320;;;6814eaf7c6b835f9;;
eis_f_32616228607_7.bin;32616228607;Приложение_2_ПД.docx;docx;94115;0;61645;;;fc3bde4990567b94;;
eis_f_32616228607_6.bin;32616228607;ДоЗ_Запрос_предложений[2].docx;docx;350762;0;147591;;;ebd91ffc6c71d9c6;;
eis_f_32616228607_5.bin;32616228607;Приложение_10_к_ДоЗ_-_Форма_заявки_на_аккредитацию.XLSX;xlsx;72354;0;93255;;;5748fcb577af66a5;;
eis_f_32616228607_4.bin;32616228607;Приложение_4_к_ДоЗ_-_Формы_документов_заявки.docx;docx;87878;0;52386;;;179247f45b2dda4f;;
eis_f_32616228607_3.bin;32616228607;Приложение_9_Обоснование_НМЦ[1].docx;docx;26114;0;1474;;;9d695f6d1aa455a9;;
eis_f_32616228607_2.bin;32616228607;Приложение_1_ТТ[2].docx;docx;51360;0;14611;;;b1bc6b6cf532f37c;;
eis_f_32616228607_1.bin;32616228607;Форма_КП_и_Структура_НМЦ.xlsx;xlsx;17435;0;4088;;;5a05ab7de2e9ec34;;
eis_f_32616228251_9.bin;32616228251;Приложение №1 к Части II Запроса котировок.docx;docx;17499;0;1515;;;654198bb31b012e2;;
eis_f_32616228251_8.bin;32616228251;Приложение №1 Проект договора.doc;doc/xls;115200;0;114918;;;17bafd50bc57e002;;
eis_f_32616228251_7.bin;32616228251;Приложение №5 Типовые формы (1).doc;doc/xls;55808;0;55526;;;cda1567c2ca97294;;
eis_f_32616228251_6.bin;32616228251;Приложение  №2_НМЦД.xlsx;xlsx;16600;0;2099;;;462d4b5340dfcef8;;
eis_f_32616228251_5.bin;32616228251;Приложение №4 Независимая гарантия.docx;docx;20744;0;11447;;;99aaaf76ba209674;;
eis_f_32616228251_4.bin;32616228251;Приложение №1 Проект договора.doc;doc/xls;115200;0;114918;;;17bafd50bc57e002;eis_f_32616228251_8.bin;
eis_f_32616228251_3.bin;32616228251;Приложение №1 к Части II Запроса котировок.docx;docx;17499;0;1515;;;654198bb31b012e2;eis_f_32616228251_9.bin;
eis_f_32616228251_2.bin;32616228251;151_ЗКЭФ СМСП.docx;docx;55737;0;52120;;;680c3421a710221e;;
eis_f_32616228251_16.bin;32616228251;Ответ на запрос_ЕИС.doc;doc/xls;39424;0;39142;;;81b44ea25517ccb3;;
eis_f_32616228251_15.bin;32616228251;Изменения_27.07.2026.docx;docx;43769;0;1844;;;222d7a00828303f6;;
eis_f_32616228251_14.bin;32616228251;Приложение №4 Независимая гарантия.docx;docx;20744;0;11447;;;99aaaf76ba209674;eis_f_32616228251_5.bin;
eis_f_32616228251_13.bin;32616228251;Приложение  №2_НМЦД.xlsx;xlsx;16600;0;2099;;;462d4b5340dfcef8;eis_f_32616228251_6.bin;
eis_f_32616228251_12.bin;32616228251;Приложение №5 Типовые формы (1).doc;doc/xls;55808;0;55526;;;cda1567c2ca97294;eis_f_32616228251_7.bin;
eis_f_32616228251_11.bin;32616228251;Приложение №3 Показатели товара с изменениями.docx;docx;15375;0;571;;;7e20b6e6e435966d;;
eis_f_32616228251_10.bin;32616228251;151_ЗКЭФ СМСП.docx;docx;55737;0;52120;;;680c3421a710221e;eis_f_32616228251_2.bin;
eis_f_32616228251_1.bin;32616228251;Приложение №3 Показатели товара.docx;docx;14879;0;534;;;31e82d8eaf013a79;;
eis_f_32616228067_3.bin;32616228067;225542_ЗД.zip;архив(13);15931641;0;380131;;;cd3080347a2e1272;;
eis_f_32616228067_2.bin;32616228067;225542_Уведомление_о_продлении.docx;docx;163799;0;1588;;;ff5bb5a1708cae1b;;
eis_f_32616228067_1.bin;32616228067;225542_ЗД.zip;архив(13);15931641;0;380131;;;cd3080347a2e1272;eis_f_32616228067_3.bin;
eis_f_32616227921_9.bin;32616227921;Приложение_10_-_Форма_Заявки_на_аккредитацию.xlsx;xlsx;72345;0;93369;;;64c69cf8f63740a3;;
eis_f_32616227921_8.bin;32616227921;Приложение_1_к_ДоЗ_-_ТТ.docx;docx;73788;0;26590;;;2accd04ffec825c1;;
eis_f_32616227921_7.bin;32616227921;Приложение_11_к_ДоЗ_-_Форма_бухгалтерской__финансовой__отчетности.docx;docx;30993;0;3005;;;0dc91b2f21b51aa5;;
eis_f_32616227921_6.bin;32616227921;Приложение_9_к_ДоЗ_-_Обоснование_НМЦ.xlsx;xlsx;12074;0;1226;;;fa48b143317e9aa0;;
eis_f_32616227921_5.bin;32616227921;Форма_Коммерческого_предложения_и_Структуры_НМЦ.xlsx;xlsx;19892;0;6159;;;d0d27d24397648db;;
eis_f_32616227921_4.bin;32616227921;Приложение_1_к_ТТ.doc;doc/xls;1978368;0;1977958;;;52f4bd181536de53;;
eis_f_32616227921_3.bin;32616227921;1.__ДоЗ_Запрос_предложений_лот_4095.docx;docx;395478;0;164998;;;7aac6391080c53a1;;
eis_f_32616227921_2.bin;32616227921;Приложение_2_в_ДоЗ_-_ПД.docx;docx;92406;0;56249;;;01fe7244914b3555;;
eis_f_32616227921_18.bin;32616227921;Приложение_9_к_ДоЗ_-_Обоснование_НМЦ.xlsx;xlsx;12074;0;1226;;;fa48b143317e9aa0;eis_f_32616227921_6.bin;
eis_f_32616227921_17.bin;32616227921;Форма_Коммерческого_предложения_и_Структуры_НМЦ.xlsx;xlsx;19892;0;6159;;;d0d27d24397648db;eis_f_32616227921_5.bin;
eis_f_32616227921_16.bin;32616227921;Приложение_1_к_ТТ.doc;doc/xls;1978368;0;1977958;;;52f4bd181536de53;eis_f_32616227921_4.bin;
eis_f_32616227921_15.bin;32616227921;Приложение_2_в_ДоЗ_-_ПД.docx;docx;92406;0;56249;;;01fe7244914b3555;eis_f_32616227921_2.bin;
eis_f_32616227921_14.bin;32616227921;1.__ДоЗ_Запрос_предложений_лот_4095.docx;docx;393672;0;164680;;;f97c12080be0f951;;
eis_f_32616227921_13.bin;32616227921;Приложение_1_к_ДоЗ_-_ТТ.docx;docx;73788;0;26590;;;2accd04ffec825c1;eis_f_32616227921_8.bin;
eis_f_32616227921_12.bin;32616227921;2.__Приложение___4_к_ДоЗ_-_образцы_форм_документов.docx;docx;89232;0;50181;;;ce498a6466d975da;;
eis_f_32616227921_11.bin;32616227921;Приложение_11_к_ДоЗ_-_Форма_бухгалтерской__финансовой__отчетности.docx;docx;30993;0;3005;;;0dc91b2f21b51aa5;eis_f_32616227921_7.bin;
eis_f_32616227921_10.bin;32616227921;Приложение_10_-_Форма_Заявки_на_аккредитацию.xlsx;xlsx;72345;0;93369;;;64c69cf8f63740a3;eis_f_32616227921_9.bin;
eis_f_32616227921_1.bin;32616227921;2.__Приложение___4_к_ДоЗ_-_образцы_форм_документов.docx;docx;89232;0;50181;;;ce498a6466d975da;eis_f_32616227921_12.bin;
eis_f_32616227118_9.bin;32616227118;чертежи.zip;архив(3);3485241;0;7566;;;b942b4cf798277f9;;
eis_f_32616227118_8.bin;32616227118;Разъяснение___1_к_ДоЗ.docx;docx;18556;0;746;;;f546f96ccead71cc;;
eis_f_32616227118_7.bin;32616227118;Разъяснение___2_к_ДоЗ.docx;docx;18757;0;1035;;;25da0a04a918f0c9;;
eis_f_32616227118_6.bin;32616227118;Приложение___4_к_ДоЗ_-_Формы___любой_участник_[1].docx;docx;92759;0;52720;;;b3e774e8b91972db;eis_f_32616244825_3.bin;
eis_f_32616227118_5.bin;32616227118;ДоЗ_Запрос_предложений[1].docx;docx;395814;0;164944;;;486e0a6858abcd26;;
eis_f_32616227118_4.bin;32616227118;Приложение_1_ТТ[1].docx;docx;46288;0;7704;;;eb2a5c70d258a3c5;;
eis_f_32616227118_3.bin;32616227118;Приложение_2_ТФД.docx;docx;78209;0;61580;;;b1bdf99f5e037ce2;;
eis_f_32616227118_2.bin;32616227118;Структура_НМЦ_и_Форма_КП.xlsx;xlsx;18095;0;4115;;;748f74a2d2b3bc90;;
eis_f_32616227118_10.bin;32616227118;Разъяснение___3_к_ДоЗ.docx;docx;18919;0;1162;;;0a6fe83903bf3ad2;;
eis_f_32616227118_1.bin;32616227118;Приложение_9_Обоснование_НМЦ.docx;docx;26202;0;1310;;;fe3622682f634872;;
eis_f_32616226412_1.bin;32616226412;225538_ЗД.zip;архив(8);1110112;0;271231;;;174813ee7f1bfc84;;
eis_f_32616225685_2.bin;32616225685;0215-ТВ-26-1Протокол по рассм. и подведению итогов.docx;docx;89785;0;11073;;;4071f33040e68516;;
eis_f_32616224985_2.bin;32616224985;ПТК №290 от 20.07.2026.pdf;pdf;431572;2;2294;;;a9b79db5f4221b17;;
eis_f_32616224985_1.bin;32616224985;Док-ты закупки Аренда конф.-зала.zip;архив(12);1010484;0;306915;;;9b2a2e4d16afa448;;
eis_f_32616224914_1.bin;32616224914;Документация.pdf;pdf;132436;1;102;;1;977ceda59f9d3fd8;eis_f_32616236720_1.bin;
eis_f_32616221288_6.bin;32616221288;Приложение___4_к_ДоЗ_-_Формы_документов_заявки__любой_участник_[2].docx;docx;139892;0;98762;;;b52cd59da247072a;;
eis_f_32616221288_5.bin;32616221288;Приложение__2_Проект_Договора.docx;docx;112643;0;61197;;;0854ea0c262a5f95;;
eis_f_32616221288_4.bin;32616221288;Приложение__1_Технические_требования.docx;docx;86716;0;44846;;;d99d540e1557d461;;
eis_f_32616221288_3.bin;32616221288;Структура_НМЦ[3].xlsx;xlsx;29152;0;14435;;;06971b12159852b9;;
eis_f_32616221288_2.bin;32616221288;Приложение__9_Обоснование_НМЦ.xlsx;xlsx;13177;0;1128;;;ff0b886a908aff7e;;
eis_f_32616221288_1.bin;32616221288;ДоЗ_Запрос_предложений.docx;docx;357836;0;164578;;;814d2f2c595e3a6e;;
eis_f_32616220818_3.bin;32616220818;2. Проект договора.docx;docx;43773;0;28368;;;e5ca3b01befef302;;
eis_f_32616220818_2.bin;32616220818;1.2. Ценовое предложение 161-ЗК26-КТК.xlsx;xlsx;18098;0;2606;;;88a7b970326e4d16;;
eis_f_32616220818_1.bin;32616220818;1. Извещение 161-ЗК26-КТК Спектральные лампы.doc;doc/xls;389632;0;389414;;;428f3eb459fbba54;;
eis_f_32616218223_1.bin;32616218223;ЭА. Гараж.ворота стр.367.7z;7z(4);108931;0;463940;;;c051e37f7cd739b4;;
eis_f_32616216959_5.bin;32616216959;Уведомление_о_разъяснениях_.docx;docx;65204;0;4509;;;71b263832ae06057;;
eis_f_32616216959_4.bin;32616216959;Уведомление_о_разъяснениях-2.docx;docx;61901;0;3787;;;23c70c177448301c;;
eis_f_32616216959_3.bin;32616216959;Уведомление_о_разъяснениях-2.docx;docx;95733;0;3337;;;891fa8fde44c6f61;;
eis_f_32616216959_2.bin;32616216959;Уведомление_о_разъяснениях-2.docx;docx;95733;0;3337;;;891fa8fde44c6f61;eis_f_32616216959_3.bin;
eis_f_32616216959_1.bin;32616216959;225486_Р_ЗД.zip;архив(8);16284699;0;546036;;;bb22810fdb19cd88;;
eis_f_32616216280_3.bin;32616216280;225516_Уведомление_о_продлении-1.docx;docx;162487;0;1498;;;230868b8aaf62cc1;;
eis_f_32616216280_2.bin;32616216280;225516_ЗД.zip;архив(6);15530693;0;400462;;;38311d90eb42c6d0;;
eis_f_32616216280_1.bin;32616216280;225516_ЗД.zip;архив(6);15530693;0;400462;;;38311d90eb42c6d0;eis_f_32616216280_2.bin;
eis_f_32616213207_9.bin;32616213207;Формы_для_заполнения.zip;архив(6);90018;0;21842;;;6118644ee141c86b;;
eis_f_32616213207_8.bin;32616213207;Обоснование_НМЦ.docx;docx;15533;0;859;;;7c38c28cc2d01559;;
eis_f_32616213207_7.bin;32616213207;Извещение_о_закупке.docx;docx;16322;0;3441;;;5f40225dcf9d2d49;;
eis_f_32616213207_6.bin;32616213207;Обоснование_НМЦ.docx;docx;15533;0;859;;;7c38c28cc2d01559;eis_f_32616213207_8.bin;
eis_f_32616213207_5.bin;32616213207;Извещение_о_закупке.docx;docx;16322;0;3441;;;5f40225dcf9d2d49;eis_f_32616213207_7.bin;
eis_f_32616213207_4.bin;32616213207;Документация_о_закупке.docx;docx;37101;0;60575;;;440f0c8d9f9fc21b;;
eis_f_32616213207_3.bin;32616213207;ПРИЛОЖЕНИЕ_№_1_К_ДОКУМЕНТАЦИИ_О_ЗАКУПКЕ._ТРЕБОВАНИЯ_К_УЧАСТНИКАМ_ЗАКУПКИ_new.docx;docx;39614;0;32771;;;740e38213045ddf7;;
eis_f_32616213207_2.bin;32616213207;Проект_договора.zip;архив(2);74460;0;25569;;;c62385094e943f8a;;
eis_f_32616213207_12.bin;32616213207;Документация_о_закупке.docx;docx;37101;0;60575;;;440f0c8d9f9fc21b;eis_f_32616213207_4.bin;
eis_f_32616213207_11.bin;32616213207;ПРИЛОЖЕНИЕ_№_1_К_ДОКУМЕНТАЦИИ_О_ЗАКУПКЕ._ТРЕБОВАНИЯ_К_УЧАСТНИКАМ_ЗАКУПКИ_new.docx;docx;39614;0;32771;;;740e38213045ddf7;eis_f_32616213207_3.bin;
eis_f_32616213207_10.bin;32616213207;Проект_договора.zip;архив(2);74460;0;25569;;;c62385094e943f8a;eis_f_32616213207_2.bin;
eis_f_32616213207_1.bin;32616213207;Формы_для_заполнения.zip;архив(6);90018;0;21842;;;6118644ee141c86b;eis_f_32616213207_9.bin;
eis_f_32616211800_2.bin;32616211800;Документация изм.zip;архив(12);394039;0;915349;;;a0ce5efcdb8fa139;;
eis_f_32616211800_1.bin;32616211800;Документация.zip;архив(12);553200;0;947363;;;6cc1a413857c1438;;
eis_f_32616209321_3.bin;32616209321;225465_Уведомление_о_разъяснении_22.07.26.docx;docx;158489;0;2262;;;0c1689ae748efbb2;;
eis_f_32616209321_2.bin;32616209321;225465_Уведомление_о_разъяснении_22.07.26.docx;docx;158489;0;2262;;;0c1689ae748efbb2;eis_f_32616209321_3.bin;
eis_f_32616209321_1.bin;32616209321;225465_ЗД.rar;rar;3271584;0;63;;1;e667706227809b93;;
eis_f_32616207453_5.bin;32616207453;ответ на запрос двигатель.docx;docx;48189;0;1034;;;3311266514e6ab49;;
eis_f_32616207453_4.bin;32616207453;АД (2 части) на поставку.docx;docx;91698;0;58734;;;e821503d252c66a4;;
eis_f_32616207453_3.bin;32616207453;Приложение №1 - Проект договора (4).doc;doc/xls;113664;0;113446;;;8b300633687465f5;;
eis_f_32616207453_2.bin;32616207453;Приложение №2 - обоснование НМЦ.docx;docx;19191;0;1357;;;b2d177f332a4b7a2;;
eis_f_32616207453_1.bin;32616207453;Приложение №3 - Форма заявки на участие в закупке (2 части) (1).docx;docx;36898;0;10594;;;7643bfb2daeb318b;;
eis_f_32616202569_2.bin;32616202569;Документация о закупке 2.zip;архив(12);370981;0;197967;;;d32303f2a6b20ac7;;
eis_f_32616202569_1.bin;32616202569;Документация о закупке.zip;архив(12);368581;0;197967;;;ad8dea59858e9323;;
eis_f_32616199766_9.bin;32616199766;225448_ПВК_сайт.zip;архив(2);356578;0;3159;;;f0de981dd658370e;;
eis_f_32616199766_8.bin;32616199766;225448-3_Уведомление_о_разъяснении_15.07.26.docx;docx;156350;0;1068;;;010fd6238913a45b;;
eis_f_32616199766_7.bin;32616199766;225448-2_Уведомление_о_разъяснении_14.07.26.docx;docx;156270;0;1006;;;074e9582ab7b492b;;
eis_f_32616199766_6.bin;32616199766;225152_Уведомление_о_продлении_21.07.26.docx;docx;162555;0;1345;;;5ea5d18ba25b2df3;;
eis_f_32616199766_5.bin;32616199766;225448-4_Уведомление_о_разъяснении_20.07.26.docx;docx;156482;0;930;;;8f42f8b74b50a6e7;;
eis_f_32616199766_4.bin;32616199766;225448-1_Уведомление_о_разъяснении_14.07.26.docx;docx;156314;0;1041;;;509e8c71f6a61ef0;;
eis_f_32616199766_3.bin;32616199766;225152_Уведомление_о_продлении_21.07.26.docx;docx;162555;0;1345;;;5ea5d18ba25b2df3;eis_f_32616199766_6.bin;
eis_f_32616199766_2.bin;32616199766;225448_ЗД.7z;7z(13);15441548;0;376089;;;7460c5213e922672;;
eis_f_32616199766_1.bin;32616199766;225448_ЗД.7z;7z(13);15441548;0;376089;;;7460c5213e922672;eis_f_32616199766_2.bin;
eis_f_32616197030_3.bin;32616197030;225444_ЗД.zip;архив(14);1897737;0;442731;;;ee8a33d9f5a7c2af;;
eis_f_32616197030_2.bin;32616197030;Уведомление_о_продлении_срока.docx;docx;165742;0;1361;;;e008aaa2c757ff6d;;
eis_f_32616197030_1.bin;32616197030;225444_ЗД.zip;архив(14);1897737;0;442731;;;ee8a33d9f5a7c2af;eis_f_32616197030_3.bin;
eis_f_32616194145_3.bin;32616194145;Итоговый протокол (0518-КС ДОХ-2026-УСГС).pdf;pdf;88928;2;4019;;;207fb3645d393784;;
eis_f_32616194145_2.bin;32616194145;Ответ на разъяснение  № 1.pdf;pdf;73414;1;2508;;;83caa94070815e65;;
eis_f_32616194145_1.bin;32616194145;На размещение (0518-КС ДОХ-2026-УСГС).zip;архив(9);650458;0;410477;;;c8f98c03a95a1ebf;;
eis_f_32616181237_9.bin;32616181237;Приложение № 1 ТЗ оборудование _компрессоры_ АНО БОТ.zip;архив(5);250942;0;29571;;;771b883f735b21af;;
eis_f_32616181237_8.bin;32616181237;Приложение № 4 Форма для СМСП заявки на участие в закупке _ЗК_.docx;docx;41969;0;31115;;;15144439c4276048;;
eis_f_32616181237_7.bin;32616181237;Приложение № 3 Расчет НМЦД _К_.xlsx;xlsx;14218;0;2165;;;1ce061d2994d3fe8;;
eis_f_32616181237_6.bin;32616181237;06.07.2026 ЗКсмп компрессорное оборудование.docx;docx;88918;0;89304;;;65ab5d6699dd1e70;;
eis_f_32616181237_5.bin;32616181237;"Приложение № 4 Форма для СМСП заявки на участие в закупке
							_ЗК_.docx";docx;41969;0;31115;;;15144439c4276048;eis_f_32616181237_8.bin;
eis_f_32616181237_4.bin;32616181237;Приложение № 3 Расчет НМЦД _К_.xlsx;xlsx;14218;0;2165;;;1ce061d2994d3fe8;eis_f_32616181237_7.bin;
eis_f_32616181237_36.bin;32616181237;Ответ на запрос.docx;docx;13691;0;3291;;;b59eaaf768b7c313;;
eis_f_32616181237_35.bin;32616181237;29.07.2026 ЗКсмп компрессорное оборудование.docx;docx;89549;0;89322;;;217b35cb8a063382;;
eis_f_32616181237_34.bin;32616181237;Приложение № 4 Форма для СМСП заявки на участие в закупке _ЗК_.docx;docx;41969;0;31115;;;15144439c4276048;eis_f_32616181237_8.bin;
eis_f_32616181237_33.bin;32616181237;Приложение № 3 Расчет НМЦД _К_.xlsx;xlsx;14218;0;2165;;;1ce061d2994d3fe8;eis_f_32616181237_7.bin;
eis_f_32616181237_32.bin;32616181237;Приложение № 1 ТЗ оборудование _компрессоры_ АНО БОТ.zip;архив(5);250942;0;29571;;;771b883f735b21af;eis_f_32616181237_9.bin;
eis_f_32616181237_31.bin;32616181237;Приложение № 2 Типовой договор поставки_компрессоры.docx;docx;64882;0;64163;;;180aa6f3a2d6ffd6;;
eis_f_32616181237_30.bin;32616181237;Приложение № 2 Типовой договор поставки для АНО БОТ _1_.docx;docx;60675;0;58374;;;f02f020f8144fabf;;
eis_f_32616181237_3.bin;32616181237;"Приложение № 2 Типовой договор поставки для АНО
							БОТ.docx";docx;64826;0;64163;;;9b2decd2b4bd599e;;
eis_f_32616181237_29.bin;32616181237;Приложение № 4 Форма для СМСП заявки на участие в закупке _ЗК_.docx;docx;41969;0;31115;;;15144439c4276048;eis_f_32616181237_8.bin;
eis_f_32616181237_28.bin;32616181237;06.07.2026 ЗКсмп компрессорное оборудование .docx;docx;88314;0;87887;;;f96184dbb3ae6de7;;
eis_f_32616181237_27.bin;32616181237;Приложение № 3 Расчет НМЦД _К_.xlsx;xlsx;14218;0;2165;;;1ce061d2994d3fe8;eis_f_32616181237_7.bin;
eis_f_32616181237_26.bin;32616181237;Приложение № 1 ТЗ оборудование _компрессоры_ АНО БОТ.zip;архив(5);250942;0;29571;;;771b883f735b21af;eis_f_32616181237_9.bin;
eis_f_32616181237_25.bin;32616181237;Приложение № 2 Типовой договор поставки для АНО БОТ _1_.docx;docx;60675;0;58374;;;f02f020f8144fabf;eis_f_32616181237_30.bin;
eis_f_32616181237_24.bin;32616181237;Приложение № 4 Форма для СМСП заявки на участие в закупке _ЗК_.docx;docx;41969;0;31115;;;15144439c4276048;eis_f_32616181237_8.bin;
eis_f_32616181237_23.bin;32616181237;06.07.2026 ЗКсмп компрессорное оборудование _2_.docx;docx;89088;0;87887;;;2b9d5fbf997a616e;;
eis_f_32616181237_22.bin;32616181237;Приложение № 1 ТЗ оборудование _компрессоры_ АНО БОТ.zip;архив(5);250942;0;29571;;;771b883f735b21af;eis_f_32616181237_9.bin;
eis_f_32616181237_21.bin;32616181237;Приложение № 3 Расчет НМЦД _К_.xlsx;xlsx;14218;0;2165;;;1ce061d2994d3fe8;eis_f_32616181237_7.bin;
eis_f_32616181237_20.bin;32616181237;Приложение № 2 Типовой договор поставки для АНО БОТ.docx;docx;64826;0;64163;;;9b2decd2b4bd599e;eis_f_32616181237_3.bin;
eis_f_32616181237_2.bin;32616181237;"Приложение № 1 ТЗ оборудование _компрессоры_ АНО
							БОТ.zip";архив(5);250942;0;29571;;;771b883f735b21af;eis_f_32616181237_9.bin;
eis_f_32616181237_19.bin;32616181237;Приложение № 3 Расчет НМЦД _К_.xlsx;xlsx;14218;0;2165;;;1ce061d2994d3fe8;eis_f_32616181237_7.bin;
eis_f_32616181237_18.bin;32616181237;Приложение № 4 Форма для СМСП заявки на участие в закупке _ЗК_.docx;docx;41969;0;31115;;;15144439c4276048;eis_f_32616181237_8.bin;
eis_f_32616181237_17.bin;32616181237;06.07.2026 ЗКсмп компрессорное оборудование _2_.docx;docx;89439;0;89304;;;02d26f1db5687dc7;;
eis_f_32616181237_16.bin;32616181237;Приложение № 1 ТЗ оборудование _компрессоры_ АНО БОТ.zip;архив(5);250942;0;29571;;;771b883f735b21af;eis_f_32616181237_9.bin;
eis_f_32616181237_15.bin;32616181237;Приложение № 1 ТЗ оборудование _компрессоры_ АНО БОТ.zip;архив(5);250942;0;29571;;;771b883f735b21af;eis_f_32616181237_9.bin;
eis_f_32616181237_14.bin;32616181237;Приложение № 2 Типовой договор поставки для АНО БОТ.docx;docx;64826;0;64163;;;9b2decd2b4bd599e;eis_f_32616181237_3.bin;
eis_f_32616181237_13.bin;32616181237;Приложение № 3 Расчет НМЦД _К_.xlsx;xlsx;14218;0;2165;;;1ce061d2994d3fe8;eis_f_32616181237_7.bin;
eis_f_32616181237_12.bin;32616181237;Приложение № 4 Форма для СМСП заявки на участие в закупке _ЗК_.docx;docx;41969;0;31115;;;15144439c4276048;eis_f_32616181237_8.bin;
eis_f_32616181237_11.bin;32616181237;06.07.2026 ЗКсмп компрессорное оборудование _2_.docx;docx;89439;0;89304;;;02d26f1db5687dc7;eis_f_32616181237_17.bin;
eis_f_32616181237_10.bin;32616181237;Приложение № 2 Типовой договор поставки для АНО БОТ.docx;docx;64826;0;64163;;;9b2decd2b4bd599e;eis_f_32616181237_3.bin;
eis_f_32616181237_1.bin;32616181237;06.07.2026 ЗКсмп компрессорное оборудование.docx;docx;89359;0;89304;;;64a9c5ec58b27dcd;;
eis_f_32616150964_9.bin;32616150964;Ответ на запрос (2).docx;docx;17579;0;2642;;;8396d228c414799f;;
eis_f_32616150964_8.bin;32616150964;Проект договора генератор.docx;docx;106524;0;47828;;;2c161ae9c527b235;;
eis_f_32616150964_7.bin;32616150964;Расчет НМЦ Горизонт.xlsx;xlsx;14016;0;1476;;;779773d86066e528;;
eis_f_32616150964_6.bin;32616150964;Техническое задание.doc;doc/xls;105984;0;105766;;;fdcebf504077d394;;
eis_f_32616150964_5.bin;32616150964;Извещение.docx;docx;121674;0;44088;;;082cdb337e651231;;
eis_f_32616150964_4.bin;32616150964;Техническое задание.doc;doc/xls;105984;0;105766;;;fdcebf504077d394;eis_f_32616150964_6.bin;
eis_f_32616150964_3.bin;32616150964;Расчет НМЦ Горизонт.xlsx;xlsx;14016;0;1476;;;779773d86066e528;eis_f_32616150964_7.bin;
eis_f_32616150964_2.bin;32616150964;Проект договора генератор.docx;docx;106524;0;47828;;;2c161ae9c527b235;eis_f_32616150964_8.bin;
eis_f_32616150964_10.bin;32616150964;Протокол дизель-генераторной остановки.docx;docx;29044;0;3138;;;055627bccf15d2e9;;
eis_f_32616150964_1.bin;32616150964;Извещение.docx;docx;119338;0;44088;;;47e6d04d983c5639;;
eis_f_32616137943_5.bin;32616137943;225313_ПВП_на_сайт.zip;архив(3);440623;0;7941;;;65a5f3953a3754de;;
eis_f_32616137943_4.bin;32616137943;225313_ПВК_на_сайт.zip;архив(2);356384;0;2482;;;16375e94d4877649;;
eis_f_32616137943_3.bin;32616137943;225313_Уведомление_о_разъяснении_1.docx;docx;164012;0;1334;;;0f33aa51b335aa82;;
eis_f_32616137943_2.bin;32616137943;225313_Уведомление_о_разъяснении_2.docx;docx;163827;0;1035;;;6ba26d28c4135743;;
eis_f_32616137943_1.bin;32616137943;225313_ЗД.zip;архив(10);2093343;0;585039;;;493bc97447c072a4;;
eis_f_32616047061_5.bin;32616047061;Протокол.pdf;pdf;9756337;18;13768;;;9a84564bb259f3f4;;
eis_f_32616047061_4.bin;32616047061;протокол итоги форма ООО Тутаевская ПГУ.pdf;pdf;293040;17;23423;;;79e25979526a84c4;;
eis_f_32616047061_3.bin;32616047061;Протокол_подведения_итогов_ЗК_МСП.pdf;pdf;223859;3;3198;;;b73c55eeb5f0d444;;
eis_f_32616047061_2.bin;32616047061;Извещение ОЗК.doc;doc/xls;637440;0;637222;;;624d1b760fdb87d5;;
eis_f_32616047061_1.bin;32616047061;Извещение.pdf;pdf;1192232;61;138484;;;4aa1166d94a80831;;
eis_f_32615997178_8.bin;32615997178;224965_ПВК_сайт.zip;архив(2);355490;0;3270;;;e735104327735a78;;
eis_f_32615997178_7.bin;32615997178;224965_ПВП_сайт.zip;архив(3);443423;0;9709;;;37237fd0b45d1931;;
eis_f_32615997178_6.bin;32615997178;224965_Уведомление_о_разъяснении.docx;docx;156521;0;1021;;;43f0f2477592cf23;;
eis_f_32615997178_5.bin;32615997178;224965_Уведомление_о_продлении.docx;docx;162617;0;1870;;;a2be0a0c4b67bded;;
eis_f_32615997178_4.bin;32615997178;224965_Уведомление_о_разъяснении.docx;docx;157171;0;1962;;;50732c600431419f;;
eis_f_32615997178_3.bin;32615997178;224965_ЗД.zip;архив(10);13150527;0;335805;;;c293521fede2c4bb;;
eis_f_32615997178_2.bin;32615997178;224965_Уведомление_о_продлении.docx;docx;162617;0;1870;;;a2be0a0c4b67bded;eis_f_32615997178_5.bin;
eis_f_32615997178_1.bin;32615997178;224965_ЗД.zip;архив(10);13150527;0;335805;;;c293521fede2c4bb;eis_f_32615997178_3.bin;
eis_f_32615994814_3.bin;32615994814;11.1_Протокол_ТК_ВОЗ___67_2026_от_19.06.2026_Тихорецк.pdf;pdf;170545;1;3026;;;54b3f4bc64d76f22;;
eis_f_32615994814_2.bin;32615994814;1._Закупочная_документация.rar;rar;561853;0;68;;1;9b3a8558208af984;;
eis_f_32615994814_1.bin;32615994814;Приложение___2___Проект_договора.docx;docx;202301;0;211458;;;364407c735b26fa6;;
eis_f_32615994476_9.bin;32615994476;224981_Уведомление_о_продлении-1.docx;docx;162551;0;1636;;;c87b0889e0a6856b;;
