url;блок;тяжесть;цитата;почему;что_делать
/catalog/vozdushnye-kompressory/lupamat/;5;ВНИМАНИЕ;Одновременная работа трёх-четырёх краскопультов или пескоструйных пистолетов требует компрессора мощностью от 7.5 кВт.;Оценка ничем не подкреплена: расходов инструмента в статье нет, в fakty_brenda и spravka_kategorii таких данных нет. По корпусу статей она резко расходится с соседними страницами: на разделе 18,5 кВт написано, что один краскопульт с расходом 400 л/мин загружает машину почти полностью. Здесь же три-четыре краскопульта или пескоструйных пистолета закрываются машиной от 7,5 кВт.;Привести к единой методике: дать расход одного краскопульта и одного пескоструйного пистолета в л/мин и производительность машин 7,5 кВт по выгрузке, а вывод считать из них.
/catalog/vozdushnye-kompressory/lupamat/;3;ВНИМАНИЕ;Цена зависит от мощности, давления и комплектации. Модели 13 бар дороже машин 7.5 и 10 бар той же мощности.;Блок про стоимость правильно использует закономерность из fakty_brenda, но не содержит ни одной цифры, хотя в razdel есть tsena_min 447 233 и tsena_max 630 304, а title и description прямо обещают цены. Для дорогого сегмента (вилка почти в полтора раза) это главный вопрос покупателя.;Добавить вилку цен и опорные точки: младшая LKV 4, средняя машина, исполнение на 13 бар.
/catalog/vozdushnye-kompressory/magnus/;5;ВНИМАНИЕ;Гарантия составляет 2 года на винтовой блок, 1 год на компрессор в целом.;Две ошибки в одной фразе. Первая - подмена типа блока: в fakty_brenda записано 'Гарантия: 2 года на спиральный блок, 1 год на компрессор в целом (для всей серии)', и тот же раздел базы говорит про спиральные блоки отдельно ('Количество спиральных блоков растёт пропорционально мощности: базовый модуль 3,7 кВт', 'производительность при 8 бар ≈ 0.42 м3/мин на каждый спиральный блок'). Спиральный и ви;Убрать срок гарантии из статьи до тех пор, пока в kb не появится однозначная запись. Параллельно почистить сам файл фактов MAGNUS: строки про спиральные блоки и про 'массу контейнера и допустимую мощность ДГУ' явно относятся к другой линейке и не должны стоять в разделе 'подтверждено прайсом' брендо
/catalog/vozdushnye-kompressory/magnus/;2;ВНИМАНИЕ;Купить компрессоры MAGNUS для производства и сервиса: винтовые и поршневые модели, подбор по давлению и производительности, цены, гарантия, доставка по России.;Description обещает поршневые модели, статья про них не говорит ни слова, а fakty_brenda вообще не содержит фактов о поршневом MAGNUS - в базе только винтовые серии AA1 и AE1, дизельные передвижные и станции ATD. Спрос при этом реальный: 'магнус компрессор 100л' 31 показ на позиции 6,29 в Google, 'magnus поршневые компрессоры' 6 показов на 4,67, 'компрессор безмасляный магнус' 7 на 9,29, плюс в Ян;"Проверить по выгрузке, есть ли в разделе поршневые и безмасляные MAGNUS. Если есть - добавить блок в статью и факты в kb; если нет - убрать слово 'поршневые' из description и не ловить эти запросы."
/catalog/vozdushnye-kompressory/magnus/;5;ПРОВЕРИТЬ;Частотный преобразователь увеличивает вложения на 25-35%, но окупается экономией электроэнергии при переменной загрузке. Ресивер и осушитель добавляют 15-20% к базовой цене компрессора, готовая станция 3-в-1 обходится дешевле, чем покупка компонентов по отдельности.;Четыре числа и одно ценовое утверждение, ни одно из которых не подтверждено ни fakty_brenda (там про цены только 'с ростом типоразмера увеличивается цена'), ни spravka_kategorii (поле пустое), ни выгрузкой (razdel.tsena_min=164 155, tsena_max=266 070 - разброс по всему разделу всего 62 %, что с наценками 25-35 % и 15-20 % поверх базовой машины плохо согласуется). Утверждение 'станция 3-в-1 обходит;Либо подтвердить наценки по прайсу и внести их в kb, либо снять числа и оставить качественное 'частотник и осушитель увеличивают стоимость'. Сравнение цены станции с суммой компонентов - только с расчётом по прайсу.
/catalog/vozdushnye-kompressory/magnus/;4;ПРОВЕРИТЬ;Компрессоры MAGNUS - купить по цене производителя с доставкой по России;Формулировка 'по цене производителя' противоречит fakty_brenda, где записано 'Продается в России через дистрибьютора prokompressor.ru' - продажа через дистрибьютора и цена производителя это разные вещи, а раздел 'НЕ УТВЕРЖДАТЬ' той же базы запрещает неподтверждённые маркетинговые заявления. Место при этом дорогое: около 800 брендовых показов идут на позиции 4-5 и дают 3 клика, а в title нет ни цен;Заменить 'по цене производителя' на конкретную цену от. Поставить предложенные title и description.
/catalog/vozdushnye-kompressory/magnus/;7;ВНИМАНИЕ;"kannibalizaciya: Яндекс, 'винтовой компрессор magnus' - наша страница 16 показов / позиция 8,06; rival /catalog/vozdushnye-kompressory/po-tipu/vintovye/magnus/ 35 показов / позиция 7,42";Дочерний винтовой раздел бренда обгоняет брендовую страницу и по показам (35 против 16), и по позиции, по тому самому запросу, под который написана статья родителя. Родитель дублирует тему ребёнка и проигрывает - тот же структурный дефект, что на других брендовых страницах корпуса.;Винтовую конкретику (серии AA1 и AE1, выбор привода, давления) закрепить за дочерним разделом и поставить на него ссылку. Брендовую страницу развернуть на весь бренд: дизельные передвижные 33-295 кВт, станции ATD, поршневые при подтверждении их наличия.
/catalog/vozdushnye-kompressory/magnus/;6;ВНИМАНИЕ;Альтернатива в каталоге ... Для тех же производственных задач поставляются электрические винтовые компрессоры Enger на блоках BAOSI серии BS и HANBELL серий HC, HB, HA. Линейка включает модели с частотным преобразователем, заводская гарантия на крупные установки достигает 5 лет.;Целый h2-блок брендовой страницы MAGNUS отдан конкуренту, и это единственные каталожные ссылки на странице - внутрь ассортимента MAGNUS не ведёт ни одна. Содержание абзаца (серии BS, HC, HB, HA, гарантия 5 лет) в досье не подтверждено, fakty_brenda страницы описывает исключительно MAGNUS, а тот же текст дословно повторяется на других брендовых страницах корпуса. Дополнительный вред: статья только ;Снять блок с брендовых страниц конкурентов. На освободившееся место поставить ссылки внутрь MAGNUS: дочерний винтовой раздел, дизельные передвижные, станции ATD.
/catalog/vozdushnye-kompressory/mark/;5;КРИТИЧНО;Винтовые компрессоры MARK строятся на ременном приводе и охватывают диапазон мощностей от 4 до 75 кВт. ... производительность машин - от 0.46 до 28.8 м³/мин.;Склейка двух разных множеств в одном абзаце. fakty_brenda: 'Серия MSS - винтовые компрессоры с ременным приводом, мощность 4-160 кВт' и 'Суффикс SO - модели под проект для 90-160 кВт'. Верхняя граница мощности занижена вдвое, а производительность 28.8 м³/мин взята из fakty_brenda для полного ряда до 160 кВт, то есть от машин, которых по этой же статье в линейке нет.;Привести мощность к 4-160 кВт по fakty_brenda и отдельной строкой пояснить, что модели 90-160 кВт с суффиксом SO идут под проект по запросу. Либо, если сознательно описывается только раздел, обрезать обе величины согласованно и назвать реальный верх раздела по выгрузке.
/catalog/vozdushnye-kompressory/mark/;5;КРИТИЧНО;Базовые модели серии MSS в нашем каталоге начинаются от 213 тысяч рублей, старшие машины высокой мощности достигают миллиона.;Значение применено не к тому множеству. Нижняя граница верна и совпадает с razdel.tsena_min=213 150, верхняя - это максимум прайса бренда из fakty_brenda ('компрессоры MSS 213 150-992 105 руб.'), тогда как razdel.tsena_max равен 531 830. Слова 'в нашем каталоге' превращают цифру в обещание раздела и завышают потолок почти вдвое.;Верхнюю границу взять из выгрузки раздела: до 532 тыс. руб. Если нужно показать весь прайс бренда, оговорить явно, что машины дороже поставляются под заказ и в разделе их нет.
/catalog/vozdushnye-kompressory/mark/;6;КРИТИЧНО;Под аналогичные производственные задачи поставляются электрические винтовые компрессоры Enger. Линейка строится на винтовых блоках BAOSI (серии BS) и HANBELL (серии HC, HB, HA), часть моделей выпускается с частотным преобразователем. Заводская гарантия на крупные машины достигает 5 лет.;Целый H2 на брендовой странице MARK отдан конкурирующему бренду со ссылкой на его раздел. По фасетам у Enger 3953 позиции в каталоге против 40 у MARK, то есть ссылка уводит с узкой страницы на заведомо более широкую. Все характеристики Enger в этом абзаце не подтверждены ничем: fakty_brenda в досье относится к MARK и про Enger не содержит ничего.;Снять блок. Вместо него дать переход на раздел осушителей MARK и на карточки конкретных моделей MSS, которых статья сейчас не называет вовсе.
/catalog/vozdushnye-kompressory/mark/;2;ВНИМАНИЕ;Винтовые компрессоры MARK серии MSS и осушители MDS;Заголовок первого H2, то есть заявка на состав раздела, наполовину про осушители. Осушителей в разделе нет: все позиции razdel.primery_modeley - винтовые компрессоры Mark MSS, раздел называется 'Винтовые компрессоры MARK' и содержит 40 позиций. Серии MDS отданы абзац описания, треть блока цен ('Осушители MDS стоят от 52 до 519 тысяч') и вопрос FAQ, при этом ссылки на раздел осушителей MARK в стать;Сократить MDS до одного предложения в блоке подбора ('под влагочувствительные процессы добавляется осушитель') со ссылкой на раздел осушителей. Цены осушителей из блока цен этого раздела убрать.
/catalog/vozdushnye-kompressory/mark/;7;ВНИМАНИЕ;"kannibalizaciya: 'винтовой компрессор mark' (Яндекс) - эта страница 27 показов на позиции 26,95; https://prokompressor.ru/catalog/vozdushnye-kompressory/po-tipu/vintovye/elektricheskie_1/mark/ 24 показа на позиции 28,94";Главный запрос страницы делится почти пополам между двумя URL, и обе страницы стоят в третьем десятке. Развести интенты нечем: по primery_modeley весь MARK в каталоге - электрические винтовые MSS, поэтому 'MARK' и 'электрические винтовые MARK' указывают на одно множество товаров.;Оставить победителем короткий брендовый URL, с дочерней фильтровой страницы поставить rel=canonical сюда, её отдельный текст снять или свести к абзацу без брендового title.
/catalog/vozdushnye-kompressory/mark/;5;ВНИМАНИЕ;Рабочее давление регулируется в диапазоне 7-13 бар;Формулировка описывает одну машину с регулируемым давлением, тогда как это диапазон линейки: в razdel.primery_modeley давление зашито в модель ('Mark MSS4-8' и 'Mark MSS4-10', 'MSS11-8' и 'MSS11-10'), а сама статья ниже пишет 'При фиксированной мощности компрессор на большем давлении паспортно выдаёт меньше м³/мин', то есть исполнения разные. Покупатель может решить, что купит одну машину и перена;Написать 'линейка выпускается на 8, 10 и 13 бар, давление выбирается исполнением модели', и показать это на паре MSS4-8 / MSS4-10.
/catalog/vozdushnye-kompressory/mark/;5;ПРОВЕРИТЬ;Рефрижераторные модели серии MDS доводят точку росы до +3 °C.;Точки росы в fakty_brenda по MDS нет: там только 'Температурный диапазон эксплуатации MDS: +5...+45°C, максимальная температура входящего воздуха - 55°C'. Значение +3 °C выглядит взятым из общего свойства рефрижераторных осушителей, а не из документации бренда.;Подтвердить точку росы по паспорту MDS и завести в kb либо убрать конкретное число.
/catalog/vozdushnye-kompressory/mark/;3;ВНИМАНИЕ;Инженер суммирует расход всех пневмоинструментов и потребителей, добавляет запас 15-20% на утечки и неучтённые нагрузки, затем подбирает компрессор по производительности.;Методика обрывается на 'подобрать по производительности': в статье нет ни одного индекса модели и ни одной привязки 'такая-то машина закрывает такой-то расход', хотя выгрузка даёт готовый ряд (MSS4, MSS5,5, MSS-7,5A, MSS11, MSS15, MSS18,5 в исполнениях на 8 и 10 бар) и цены от 213 150 до 531 830 руб. Из-за этого не закрываются модельные запросы: 'компрессор mark rolary 7.5 a/8' идёт на позиции 7,0;Добавить таблицу по 40 позициям: модель, мощность, давление, производительность, цена. Индексы моделей вынести в текст.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-chastotnym-preobrazovatelem/;7;КРИТИЧНО;"kannibalizaciya: «винтовые компрессоры с частотным преобразователем» - эта страница 42 показа / позиция 41,52; rival /catalog/vozdushnye-kompressory/po-tipu/vintovye/s-chastotnym-preobrazovatelem/ 84 показа / 22,79. То же по «винтовой компрессор с частотником»: 37 / 47,97 против 72 / 24,10.";Два фасетных раздела с идентичным смыслом делят один и тот же спрос, и оба остаются за пределами топ-20. Суммарно по четырём запросам мы теряем около 240 показов на нулевом CTR.;Человеку выбрать одну посадочную (сильнее /po-tipu/vintovye/s-chastotnym-preobrazovatelem/), вторую увести каноникалом или 301, статью и перелинковку перенести на выжившую. Генерировать текст сюда до этого решения нельзя - работа уйдёт в страницу, которую, возможно, склеят.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-chastotnym-preobrazovatelem/;1;ВНИМАНИЕ;statya_tip=legacy, statya_znakov=1888, statya_h2=[«Компрессор с частотником: принцип работы и комплектация», «Частотнорегулируемый компрессор в промышленности»], ssylki_statyi=[];Текст не наш и не соответствует формату раздела: вдвое короче типовой статьи, два заголовка, нет FAQ, нет байлайна, нет перелинковки, нет ни одного числа из выгрузки. Механический флаг СТАТЬЯ_НЕ_НАША это подтверждает.;Заменить на нашу статью после решения по дублю из блока 7.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-chastotnym-preobrazovatelem/;3;КРИТИЧНО;Маслонаполненный винтовой компрессор с такой системой применяют:;Предложение обрывается двоеточием, списка за ним нет - в тексте статьи после этой строки сразу идёт абзац про пусковые токи. Список потерян при переносе (в проекте запрещены теги ul, и здесь, судя по всему, вырезали именно его вместе с содержимым). Читатель видит незаконченную мысль в середине статьи.;Восстановить перечень применений в виде обычных абзацев или удалить оборванную фразу.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-chastotnym-preobrazovatelem/;5;ВНИМАНИЕ;Маслонаполненный винтовой компрессор с частотником чаще всего комплектуется прямым приводом - такая схема повышает КПД системы на 15-20% по сравнению с ременной передачей.;Во-первых, вся статья описывает только маслонаполненные машины, тогда как в razdel.fasety_filtra 1026 безмасляных позиций и отдельно 450 винтовых безмасляных - треть раздела остаётся вне текста. Во-вторых, прибавка КПД 15-20 % от замены ременной передачи на прямой привод ничем не подтверждена: fakty_brenda и spravka_kategorii пустые.;Расширить охват на безмасляные машины, цифру по КПД подтвердить источником или убрать.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-chastotnym-preobrazovatelem/;5;ПРОВЕРИТЬ;На производствах с неравномерным расходом воздуха экономия электроэнергии достигает 30-40% по сравнению с традиционными моделями... повышенные затраты окупаются за 1,5-2 года... сокращение количества пусков/остановок в 4-5 раз... поддерживает давление в системе с точностью до 0,1 бар.;Четыре количественных обещания подряд, ни одно не подтверждено досье. Дополнительный сигнал: в соседней статье батча (электрические 100-132 кВт) те же величины даны другими числами - экономия 15-30 % в теле и 25-35 % в FAQ. Единой позиции по сайту нет.;Согласовать цифры экономии и окупаемости по всему сайту, привязать их к режиму нагрузки и указать источник расчёта.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-chastotnym-preobrazovatelem/;2;ВНИМАНИЕ;"Статья не называет ни одного бренда, ни одной модели и ни одной цены; razdel.primery_modeley пуст, а fasety_filtra дают Enger 1954, DALGAKIRAN 517, ALMiG 378, ET Compressors 357, ARIACOM 248, BERG 203, DALI 202, MAGNUS 184, Renner 164.";Раздел на 322 страницы пагинации представлен текстом, из которого невозможно понять, что именно в нём продаётся. Коммерческий интент запросов («винтовые компрессоры с частотным преобразователем») не отработан ничем, кроме общих слов о пользе частотного регулирования.;В новой статье описать состав раздела по фасетам: бренды, доли масляных и безмасляных, привод, напряжение, диапазоны мощности.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/;2;КРИТИЧНО;Компрессор с осушителем, доукомплектованный ресивером, удобен в автосервисах и столярных мастерских - он предотвращает коррозию пневмоинструмента.;Страница по собственному description - 'Воздушные компрессоры с осушителем без ресивера', и в каталоге есть отдельный раздел '/po-komplektatsii/s-resiverom-i-osushitelem/'. Текст дважды описывает именно машины с ресивером (второй раз - 'Компрессор на ресивере с осушителем часто комплектуется автоматическим дренажом'), то есть страница описывает ассортимент соседнего раздела. Это же и есть механизм;Переписать текст строго под исполнение без ресивера: что даёт встроенный осушитель на машине без накопителя, когда ресивер не нужен, когда его ставят отдельно в сети. Ссылку на раздел с ресивером и осушителем поставить явно, с формулировкой отличия.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/;5;КРИТИЧНО;Привод может быть как прямым, так и с ременным приводом - это не влияет на работу осушителя, но меняет энергопотребление и уровень шума. // Модели с ременным приводом выбирают для участков с перепадами нагрузки, так как осушитель работает эффективнее при стабильном давлении.;Внутреннее противоречие плюс логический разрыв в одной паре фраз. Сначала прямо сказано, что привод на работу осушителя не влияет, затем выбор ременного привода обосновывается именно работой осушителя. Сам вывод тоже не следует из посылки: из того, что осушителю нужно стабильное давление, не вытекает выбор ременной передачи при перепадах нагрузки. По фасетам раздел делится почти поровну (ременный ;Убрать обе формулировки. Выбор привода объяснять через режим работы и обслуживание, а стабильность давления в сети - через ресивер и регулирование производительности.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/;3;КРИТИЧНО;Такое оборудование используют в отраслях, где требуется сухой сжатый воздух.;На весь текст в 1840 знаков нет ни одного числа: не названа точка росы (ни целевая для отраслей, ни достижимая рефрижераторным осушителем), нет разбора рефрижераторный против адсорбционного, нет диапазонов мощности и производительности, нет цен, брендов и ссылок. При этом спрос страницы параметрический: 'компрессор 71 квт с осушителем' 11 показов на позиции 8,09, 'компрессор 57 квт с осушителем' 1;Написать новую статью: методика подбора по требуемой точке росы и расходу, таблица групп мощности с числом позиций по фасетам, разбор типов осушителей, перечень брендов раздела со ссылками.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/;5;ВНИМАНИЕ;Электрический компрессор с такой системой стабильно работает в фармацевтике, где чистота воздуха строго регламентирована.;Утверждение ничем не подтверждено (spravka_kategorii в досье пустая), а абзац ведёт от 'Масляный воздушный компрессор с осушителем', то есть масляная машина с рефрижераторным осушителем предлагается фармацевтике и пищевой упаковке. Статья соседнего раздела масляных винтовых компрессоров на этом же сайте утверждает прямо обратное: 'Масляная схема не подходит для пищевого производства, фармацевтики,;Согласовать формулировки между разделами: под фармацевтику и пищевую упаковку вести на безмасляные машины, а масляные с осушителем оставить общепромышленным задачам. Требование по классу чистоты подтвердить у инженера и завести в справку по категории.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/;7;КРИТИЧНО;"kannibalizaciya: 'компрессоры 71 квт с осушителем' - эта страница 10 показов на позиции 8,0; https://prokompressor.ru/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/ 21 показ на позиции 7,29";Раздел с ресивером и осушителем идёт рядом с нами по семи запросам подряд и в пяти из них собирает больше показов (21 против 11, 21 против 10, 17 против 11, 16 против 10, 16 против 8, 18 против 5). Ни в одном из этих запросов нет слова 'ресивер', то есть интент общий, а различие спрятано в description и в тексте не поддержано - наша страница сама пишет про машины с ресивером.;Назначить родителем раздел 'с осушителем', подчинить ему 'с ресивером и осушителем', вынести различие в оба title, переписать текст этой страницы под исполнение без ресивера и поставить перекрёстные ссылки с явной формулировкой отличия.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/;5;ВНИМАНИЕ;В лакокрасочных производствах влага в воздухе приводит к дефектам покрытия, а компрессор с осушителем исключает эту проблему.;Абсолютное 'исключает' не подтверждено ничем: точка росы в статье не названа ни разу, тип осушителя в комплектациях раздела не разобран, а по фасетам в разделе есть и масляные (2750), и безмасляные (425) машины, у которых требования к подготовке воздуха под покраску разные.;Заменить на проверяемую формулировку с числом: какую точку росы даёт рефрижераторный осушитель и что дополнительно ставят перед краскопультом.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/;4;ВНИМАНИЕ;Воздушные компрессоры с осушителем - купить с доставкой по РФ;134 показа суммарно и один клик при средних позициях 7,6 в Яндексе и 10,7 в Google - позиции хорошие, значит теряет именно сниппет. Title не содержит различия с соседним разделом (оно спрятано только в description словами 'без ресивера'), нет ни диапазона мощности, ни производительности, ни точки росы, хотя весь спрос страницы параметрический.;Переписать по предложению. Различающий признак вынести в title обеих конкурирующих страниц, чтобы поисковик и пользователь видели разницу в выдаче.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;2;КРИТИЧНО;Компрессор с базовой воздухоподготовкой для лазерной резки. При работе с лазерными станками требования к чистоте воздуха особенно строги.;"Второй из трёх h2 целиком отдан лазерной резке, третий начинается с 'Помимо лазерной резки', то есть примерно половина текста про одно узкое применение. В топ-30 запросов страницы нет ни одного лазерного: все 30 - это 'компрессор N кВт с осушителем' и 'компрессор N литров с осушителем' (36, 86, 56, 24, 8, 5, 2, 71, 57, 1 кВт; 480, 230 л) плюс уточнения по охлаждению, стране и числу цилиндров. Итог";Перегенерировать под фактический спрос: разбивка по мощностям (от 2 до 90 кВт) и по объёмам ресивера (230, 300, 500, 1000 л), выбор между рефрижераторной и адсорбционной осушкой, воздушное и водяное охлаждение. Лазерную тему свести к одной фразе со ссылкой в профильный раздел.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;1;КРИТИЧНО;Воздушный компрессор для лазерной резки комплектуется:;Двоеточие, за которым на живой странице ничего нет: следующий абзац начинается с 'Электрический компрессор для таких задач работает в паре с адсорбционным осушителем'. Точно такой же обрыв ниже: 'компрессор с базовой воздухоподготовкой востребован в:' и сразу новый абзац. Два оборванных перечня в тексте на 2 425 знаков - это чужая вёрстка, которую сайт не отдаёт, и её видит каждый посетитель.;Перегенерировать страницу по стандарту корпуса, без списочной разметки. До перегенерации убрать оба висящих двоеточия.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;5;ВНИМАНИЕ;Воздушный компрессор в такой комплектации сочетает три ключевых элемента: винтовой блок, ресивер и осушитель рефрижераторного типа... Электрический компрессор для таких задач работает в паре с адсорбционным осушителем, понижающим точку росы до -40°C.;Внутреннее противоречие в пределах одной статьи. Первый абзац определяет весь класс оборудования раздела через рефрижераторный осушитель и точку росы +3 °C ('Осушитель понижает точку росы до +3°C'), а через два абзаца та же комплектация описана уже с адсорбционным осушителем на -40 °C. Читатель не получает ни признака, по которому выбирают между ними, ни указания, что это разные исполнения с разно;Развести явно: рефрижераторная осушка +3 °C как базовая комплектация раздела, адсорбционная от -40 °C как отдельное исполнение под особые задачи, с критерием выбора и ссылками на оба дочерних раздела осушителей.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;7;ВНИМАНИЕ;"kannibalizaciya: 'компрессор 71 квт с осушителем' - наша страница 21 показ на позиции 7,43; rival /catalog/vozdushnye-kompressory/po-komplektatsii/s-osushitelem/ 11 показов на 8,09. И 'компрессоры 71 квт с осушителем' - 21 показ на 7,29 против 10 показов на 8,0 у того же URL.";Две комплектационные страницы одного каталога стоят рядом в топ-10 по одному запросу и делят показы почти поровну. Отличаются они одним словом (ресивер), и ни title, ни текст этого различия не проговаривают: в статье этой страницы слово 'ресивер' есть, но объёмы даны диапазоном 300-1000 л без привязки к мощности, а у соседней страницы своя статья про то же самое. Всего таких близнецов пять, включа;Закрепить за этой страницей связку ресивер плюс осушитель с объёмами в литрах в title, /kompressory-na-resivere-s-osushitelem/ склеить с ней каноникалом, остальным трём развести title по типу и приводу.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;5;ПРОВЕРИТЬ;Электрический компрессор этого класса оснащается системой многоступенчатой подготовки воздуха, где сначала происходит сжатие, затем охлаждение в ресивере и окончательное осушение... Ресивер объемом 300-1000 литров выполняет сразу три функции: накопление воздуха, его первичное охлаждение и стабилизац;Два утверждения, которые досье не подтверждает и которые инженер прочитает как ошибку. Первое: в цепочке подготовки не назван концевой охладитель, а охлаждение приписано ресиверу - в машинах этого класса воздух охлаждается в концевом охладителе, ресивер лишь добирает часть конденсата. spravka_kategorii по странице пустая, поэтому статус ПРОВЕРИТЬ, а не КРИТИЧНО. Второе: диапазон ресивера 300-1000 ;Взять фактический перечень объёмов ресиверов из выгрузки раздела и поставить их списком (230, 300, 500, 1000). Цепочку подготовки описать через концевой охладитель, ресивер, осушитель, фильтры.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;5;ПРОВЕРИТЬ;Маслонаполненный винтовой компрессор оснащается угольным постфильтром, задерживающим частицы размером до 0,01 мкм.;Величина ничем в досье не подтверждена, и назначение фильтра описано неверно по смыслу: угольный постфильтр ставят против паров масла и запаха, а не против частиц заданного размера, за которые отвечают коалесцирующие и пылевые фильтры. Настораживает и совпадение: на соседней странице корпуса про лазерную резку стоит число '0,01 мг/м3' в похожей фразе про фильтрацию, то есть похоже на перенесённое ;Привести классы фильтрации к номенклатуре раздела магистральных фильтров, отдельно указать степень по частицам, влаге и маслу, со ссылкой на раздел фильтров.
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;5;ПРОВЕРИТЬ;Воздушный компрессор с полным циклом подготовки воздуха сокращает эксплуатационные расходы и увеличивает срок службы пневмосистем в 1,5-2 раза по сравнению с базовыми моделями.;Количественное обещание без источника: ни spravka_kategorii, ни fakty_brenda, ни выгрузка его не подтверждают. Такие цифры читатель переносит в обоснование закупки, и подтвердить их нам будет нечем.;Снять число либо заменить на проверяемый механизм (что именно даёт осушка: отсутствие конденсата в магистралях, ресурс пневмоинструмента, отсутствие коррозии), без множителя.
