inn;predpriyatie;pometka;tipy_mashin;sreda;marki;sostoyaniy;vyvod_ekspertizy;data_zakluchenia;vyruchka_rub;chistaya_pribyl;ssch;ball_prioriteta;okved;oborudovanie_po_okved;region;adres;status_egrul;direktor;sayt;pochta;telefony_iz_bazy;telefony_predpriyatiya;lyudej_v_baze;tehnicheskih;lyudej_iz_faylov;tehnicheskie_lyudi;lyudi_iz_faylov;proverok_nadzora;v_baze_obzvona;segment;novost;novost_ssylka;chego_ne_hvataet;faktov_centrobezhnyh;sostoyaniya_po_faktam;ssylki_na_istochniki;citaty_dokazatelstv;daty_faktov;marki_iz_faktov;sreda_po_faktam;moy_prioritet;vazhnost_pokupki;dostupnost_kontakta;prioritet_pochemu;lyudi_moi_vsego;lyudi_moi_podrobno
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";имеют;центробежная | тип не установлен | не установлен | вентилятор или дымосос | цент;воздух;100ЕР10 | 13F7 | 2PVD102 | 2RVD102 | 3RPA-56A | 4RVA50 | 4RVA88 | 4ЦГ 50/50К-11-6С;1;не в полной мере | соответствует;31.01.2023;;;;;;;;;;;sibur.ru;ZorinNA@tnhk.sibur.ru;;;0;0;0;;;12;нет;;;;телефон предприятия, сайт, телефон технического человека, реквизиты (ИНН нет в б;126;есть;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-690761-2026 | https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-690793-2026 | https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-690829-2026 | https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-690769-2026 | https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-12770-2025 | https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-12779-2025 | https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-12780-2025 | https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-12782-2025 | https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-12784-2025 | https://monitor-pb.ru/conclusion/62-%D;"заключение ЭПБ № 70-ТУ-690761-2026 ;; заключение ЭПБ № 70-ТУ-690793-2026 ;; заключение ЭПБ № 70-ТУ-690829-2026 ;; заключение ЭПБ № 70-ТУ-690769-2026 ;; заключение ЭПБ № 62-ТУ-12770-2025 ;; заключение ЭПБ № 62-ТУ-12779-2025 ;; заключение ЭПБ № 62-ТУ-12780-2025 ;; заключение ЭПБ № 62-ТУ-12782-2025 ;; заключение ЭПБ № 62-ТУ-12784-2025 ;; заключение ЭПБ № 62-ТУ-12786-2025 ;; заключение ЭПБ № 62-ТУ-12783-2025 ;; заключение ЭПБ № 70-ТУ-663360-2026 ;; заключение ЭПБ № 70-ТУ-665043-2026 ;; заключение ЭП";01.11.2018 | 02.02.2022 | 02.11.2018 | 06.11.2018 | 07.05.2025 | 07.09.2021 | 07.12.2017 | 08.02.2023 | 08.11.2018 | 08.;GMB 14.9 | Р-149 | GMB 15.11 | Р-141 | GMB 15.11 | Р-138 | GMB 14.9 | Р-2.15/В, | GMB 14.9 | Р154 | GMB 15.11 | Р136 | GMB 15.11 | Р137 | GMB 15.11 | Р139 | GMB 14.9 | Р148 | GMB 14.9 | Р153 | GMB 14.;воздух | воздух и газ названы оба | газ или иная среда | среда не названа;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7101006354;"ООО ""Проктер энд Гэмбл-Новомосковск""";имеют;центробежная;воздух;;1;не в полной мере | соответствует;25.11.2014;;;;;;;;;;;;chlishova.ov@pg.com;;;0;0;0;;;14;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;25;есть;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-05443-2023 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-25301-2022 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-25302-2022 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-05444-2023 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-05445-2023 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-05446-2023 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-05447-2023 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-22258-2022 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-22259-2022 | https://monitor-pb.ru/conclusion/11-%D0%A2;"заключение ЭПБ № 11-ТУ-05443-2023 ;; заключение ЭПБ № 11-ТУ-25301-2022 ;; заключение ЭПБ № 11-ТУ-25302-2022 ;; заключение ЭПБ № 11-ТУ-05444-2023 ;; заключение ЭПБ № 11-ТУ-05445-2023 ;; заключение ЭПБ № 11-ТУ-05446-2023 ;; заключение ЭПБ № 11-ТУ-05447-2023 ;; заключение ЭПБ № 11-ТУ-22258-2022 ;; заключение ЭПБ № 11-ТУ-22259-2022 ;; заключение ЭПБ № 11-ТУ-08766-2014 ;; заключение ЭПБ № 11-ТУ-09500-2014 ;; заключение ЭПБ № 11-ТУ-05088-2019 ;; заключение ЭПБ № 11-ТУ-05093-2019 ;; заключение ЭПБ № 11";07.12.2018 | 11.05.2023 | 13.08.2018 | 13.11.2022 | 18.04.2019 | 21.12.2022 | 25.11.2014;;воздух;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7414003633;"ПАО ""ММК""";имеют;центробежная | центробежная по серии | тип не установлен | не установлен | паров;воздух;ВОТ-380 | ГХК-8/16-2000 | К-005 | К-021 | К-1500-61-2, | К-1500-62-1 | К-1500-62-2 | К-1500-62-2,;1;не в полной мере | соответствует;31.05.2023;786000000000;;;65;24.10.3;Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции ;Челябинская;Челябинская обл, г Магнитогорск, ул Кирова, д 93;ACTIVE;Шиляев Павел Владимирович;mmk.ru;cs@mmk.ru;+7 351 924-28-72 | +7 351 924-44-24 | +7 401 277-73-30 | +7 800 100-82-00 | +7 908 086-99-98 | +7 950 126-24-97;"[""8 800 775-000-5 (Центр информационной поддержки клиентов)"", ""+7 (351";1;0;0;;;96;1;новостные;запуск системы комбинированной донной продувки инертными газами на трех конверте;https://vk.com/wall-217426052_24594;технический человек;34;есть;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-15777-2017 | https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-19007-2018 | https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-19009-2018 | https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-00999-2018 | https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-01002-2018 | https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-10877-2018 | https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-14049-2018 | https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-64693-2025 | https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-64785-2025 | https://monitor-pb.ru/conclusion/74-%D0%A2;"заключение ЭПБ № 56-ТУ-15777-2017 ;; заключение ЭПБ № 56-ТУ-19007-2018 ;; заключение ЭПБ № 56-ТУ-19009-2018 ;; заключение ЭПБ № 56-ТУ-00999-2018 ;; заключение ЭПБ № 56-ТУ-01002-2018 ;; заключение ЭПБ № 56-ТУ-10877-2018 ;; заключение ЭПБ № 56-ТУ-14049-2018 ;; заключение ЭПБ № 74-ТУ-64693-2025 ;; заключение ЭПБ № 74-ТУ-64785-2025 ;; заключение ЭПБ № 74-ТУ-64874-2025 ;; заключение ЭПБ № 74-ТУ-65075-2025 ;; заключение ЭПБ № 56-ТУ-20457-2024 ;; заключение ЭПБ № 56-ТУ-20463-2024 ;; заключение ЭПБ № 56";07.08.2025 | 09.12.2019 | 10.10.2024 | 14.07.2025 | 15.09.2020 | 17.07.2025 | 17.10.2018 | 21.12.2018 | 24.08.2018 | 25.;К-1500-61-2, | К-1500-62-2 | К-1500-62-2, | К-3000-61-1;воздух | среда не названа;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";имеют;центробежная | центробежная по серии | поршневая или винтовая | тип не установле;воздух;1А-1М | 1Н-416 | 20В-1 | 2Е-421 | 2Н-307 | 2Н-424 | 2СЭ-301 | 2Т-408;1;соответствует;31.08.2016;29100000000;;;;19.20.9;;Ярославская;;;;yanos.slavneft.ru;post@yanos.slavneft.ru;+7 485 244-03-57 | +7 485 245-91-35 | +7 485 247-34-83 | +7 485 249-81-00 | +7 910 820-05-49 | +74852459135;;1;0;0;;;15;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;50;есть | есть на площадке;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-03015-2022 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-06404-2022 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01489-2022 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05721-2022 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-13144-2021 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-17880-2025 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-00268-2024 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07975-2021 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-00128-2023 | https://monitor-pb.ru/conclusion/18-%D0%A2;"заключение ЭПБ № 18-ТУ-03015-2022 ;; заключение ЭПБ № 18-ТУ-06404-2022 ;; заключение ЭПБ № 18-ТУ-01489-2022 ;; заключение ЭПБ № 18-ТУ-05721-2022 ;; заключение ЭПБ № 18-ТУ-13144-2021 ;; заключение ЭПБ № 18-ТУ-17880-2025 ;; заключение ЭПБ № 18-ТУ-00268-2024 ;; заключение ЭПБ № 18-ТУ-07975-2021 ;; заключение ЭПБ № 18-ТУ-00128-2023 ;; заключение ЭПБ № 18-ТУ-15293-2022 ;; заключение ЭПБ № 18-ТУ-00028-2023 ;; заключение ЭПБ № 76-ТУ-816141-2026 ;; заключение ЭПБ № 18-ТУ-05267-2024 ;; заключение ЭПБ № 7";01.10.2020 | 01.12.2022 | 02.02.2022 | 02.04.2024 | 02.12.2015 | 03.02.2021 | 05.04.2018 | 05.05.2026 | 05.06.2023 | 05.;К-250-61-2, | К250-61-5, | К485-61-1М2, | Н-63/3, | 1А-1М | К485-61-1М2 | Н-63/4, | 1А-1М | 5ГЦ1-245/9-М2, | ГК-101Б | К-250-61-5, | VR 200/490 | VR 200/490G, | АТКП-435-1600 | ЦК-401/4, | С-400 | 5ГЦ;воздух | газ или иная среда | среда не названа;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7701984274;"АО ""Мосводоканал""";покупали ранее;центробежная | поршневая или винтовая | тип не установлен | не установлен | цент;воздух;A200 | KRWW 2500 | ШК 3-40, | ШК 3-43, | ШК 3-46, | ШК 3-49, | ЭК 3-3, | ЭК 3-4,;3;соответствует;21.07.2025;104400000000;;;;;;;;;;mosvodokanal.ru;pressa@mosvodokanal.ru;+7 (499) 2639316 | +7 499 263-91-49 | +7 499 763-34-34 | +74992639316;;4;0;0;;;172;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;52;есть | планировал | планирует | покупает;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-78180-2025 | https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-78478-2025 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-04717-2017 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-04786-2017 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-21139-2021 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-21143-2021 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=7588b948-4751-4b37-bf0a-95a64ee2e14c_9ff51280-502b-35b9-de08-c7d6fc3c2ea6&infoGuid=7588b948-4751-4b37-bf0a-95a64ee2e14c | https://zakupki.gov.ru/epz/orderp;"заключение ЭПБ № 77-ТУ-78180-2025 ;; заключение ЭПБ № 77-ТУ-78478-2025 ;; заключение ЭПБ № 01-ТУ-04717-2017 ;; заключение ЭПБ № 01-ТУ-04786-2017 ;; заключение ЭПБ № 01-ТУ-21139-2021 ;; заключение ЭПБ № 01-ТУ-21143-2021 ;; план 2150151640 позиция 703, сумма 87 161,33 ₽ ;; план 2150151640 позиция 2418, сумма 16 384 081,17 ₽ ;; план 2160210243 позиция 802, сумма 4 128 000,00 ₽ ;; план 2160210243 позиция 420, сумма 4 128 000,00 ₽ ;; план 2170262705 позиция 242, сумма 17 648 013,58 ₽ ;; план 21702627";01.08.2017 | 02.08.2017 | 02.2018 | 03.2016 | 03.2017 | 03.2022 | 05.2018 | 05.2021 | 06.2024 | 07.08.2024 08:15 | 07.20;KRWW 2500;воздух | среда не названа;700;70;0;важность:планируют покупать +35 | важность:воздух +25 | важность:доказательство свежее +10;0;
7718018279;"ОАО ""Мелькомбинат в Сокольниках""";имеют;центробежная;воздух;НМ-250 | ТВ 250-1,12;1;соответствует;18.06.2018;;;;;;;;;;;mksokolniki.ru;sales@muka-mks.ru;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;3;есть;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09215-2017 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06430-2018 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06371-2018;"заключение ЭПБ № 01-ТУ-09215-2017 ;; заключение ЭПБ № 01-ТУ-06430-2018 ;; заключение ЭПБ № 01-ТУ-06371-2018";15.06.2018 | 15.12.2017 | 18.06.2018;НМ-250 | ТВ 250-1,12;воздух | среда не названа;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7718117872;"ПАО ""РУССКИЙ ПРОДУКТ""";имеют;центробежная;воздух;GM7L | GMA 11,3 | GMA11,3 | GMA12,5;1;соответствует;21.05.2018;;;;;;;;;;;;ityutyakova@rusprod.ru;;;0;0;0;;;22;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;2;есть;https://monitor-pb.ru/conclusion/09-%D0%A2%D0%A3-05014-2018 | https://monitor-pb.ru/conclusion/09-%D0%A2%D0%A3-05084-2018;"заключение ЭПБ № 09-ТУ-05014-2018 ;; заключение ЭПБ № 09-ТУ-05084-2018";17.05.2018 | 21.05.2018;GMA 11,3 | GMA11,3 | GMA12,5 | GM7L;воздух;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7718220196;"ООО ""ТОРГ-ИНВЕСТ""";имеют;центробежная;воздух;ТВ-80-1.2;1;соответствует;21.01.2021;;;;;;;;;;;;;;;0;0;0;;;13;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;2;есть;https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-00624-2021 | https://monitor-pb.ru/conclusion/10-%D0%A2%D0%A3-00626-2021;"заключение ЭПБ № 10-ТУ-00624-2021 ;; заключение ЭПБ № 10-ТУ-00626-2021";21.01.2021;ТВ-80-1.2;воздух;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7721427433;"ООО ""МАРИЗЕРНОПРОДУКТ""";имеют;центробежная;воздух;;1;соответствует;12.10.2021;;;;;;;;;;;premikorm.clients.site;;;;0;0;0;;;12;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;есть;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-14059-2021;заключение ЭПБ № 42-ТУ-14059-2021;12.10.2021;;воздух;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7723332561;"ООО ""НПП ""НЕФТЕХИМИЯ""";имеют;центробежная | не установлен;воздух;C-804А | D-901 | PC-001/1, | VC-001/1A, | VC-001/1В, | VС-001/1A-1B, | Z-301 | Z-304A/B;1;соответствует;25.09.2017;;;;;;;;;;;neftekhimia.ru;zakupki@neftekhimia.ru;;;0;0;0;;;3;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;12;есть;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-29442-2022 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-03732-2025 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-03741-2025 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-13531-2021 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-13543-2021 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09233-2017 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09188-2025 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09189-2025 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-12973-2021 | https://monitor-pb.ru/conclusion/01-%D0%A2;"заключение ЭПБ № 01-ТУ-29442-2022 ;; заключение ЭПБ № 01-ТУ-03732-2025 ;; заключение ЭПБ № 01-ТУ-03741-2025 ;; заключение ЭПБ № 01-ТУ-13531-2021 ;; заключение ЭПБ № 01-ТУ-13543-2021 ;; заключение ЭПБ № 01-ТУ-09233-2017 ;; заключение ЭПБ № 01-ТУ-09188-2025 ;; заключение ЭПБ № 01-ТУ-09189-2025 ;; заключение ЭПБ № 01-ТУ-12973-2021 ;; заключение ЭПБ № 01-ТУ-12975-2021 ;; заключение ЭПБ № 01-ТУ-06353-2017 ;; заключение ЭПБ № 01-ТУ-06300-2017";06.05.2025 | 09.08.2021 | 10.02.2025 | 12.10.2022 | 15.12.2017 | 18.08.2021 | 22.09.2017 | 25.09.2017;С-001 | VC-001/1A, | А01-05746, | VC-001/1В, | А01-05746, | VC-001/1В, | VC-001/1A, | VС-001/1A-1B, | НКО-0068-2024 | РК-804 | С-804А | НКО-0069-2024 | РК-804 | С-804В | D-901 | C-804А | С-804А | С-80;воздух | среда не названа;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7733338555;"ООО ""Сергиево-Посадский мукомольный комбинат""";имеют;центробежная;воздух;;1;не в полной мере;19.04.2023;;;;;;;;;;;;kulemina@miroslavagroup.ru;;;0;0;0;;;;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;есть;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-11773-2023;заключение ЭПБ № 50-ТУ-11773-2023;19.04.2023;;воздух;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7802831436;"ООО ""ХОППИ ЮНИОН""";имеют;центробежная;воздух;;1;соответствует;08.12.2020;;;;;;;;;;;;em.guselnikov@gmail.com;;;0;0;0;;;5;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;есть;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-21413-2020;заключение ЭПБ № 18-ТУ-21413-2020;08.12.2020;;воздух;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
7810356819;"ООО ""ХЛЕБНЫЙ ДОМ""";имеют;центробежная;воздух;;1;соответствует;01.10.2019;;;;;;;;;;;;1_buh@bk.ru;;;0;0;0;;;6;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;1;есть;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-15467-2019;заключение ЭПБ № 19-ТУ-15467-2019;01.10.2019;;воздух;700;70;0;важность:срок службы истёк +30 | важность:воздух +25 | важность:уже есть +15;0;
6315376946;"ПАО ""Т ПЛЮС""";покупали ранее;центробежная | тип не установлен | не установлен | паровая турбина, не компрессо;воздух;3П-1С | 3П-3С | FAS-162 | FUK-4700/SP | RSD-3500 | ВБ-1350 | ВПТ-25-3 | ГМУ-45-11;3;не в полной мере | не соответствует | соответствует;31.01.2023;;;;;35.30.11;;Московская;;;;tplusgroup.ru;CenterCompetence@tplusgroup.ru;+7 (343) 359-12-00 | +7 (495) 980-59-00;;1;0;7;;Архипов Максим Анатольевич (технический директор - главный инженер) | Баканов Вячеслав Владимирович (заместитель главного инженера по эксплуатации) | Архипов Максим Анатольевич (технический директор - главный инженер) | Сухарев Игорь Николаевич (заместитель главного инженера по генерации) | Архипов Максим Анатольевич (технический директор-главный инженер) | СНИККАРС ПАВЕЛ НИКОЛАЕВИЧ (Генеральный директор ПАО «Т Плюс») +7 (495) 980-59-00;2140;нет;;;;телефон предприятия, сайт, технический человек, реквизиты (ИНН нет в базе владел;138;есть | планировал | покупает;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-36121-2024 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28357-2014 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28367-2014 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-02914-2018 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-02918-2018 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-47944-2017 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-47986-2017 | https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-10491-2015 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-27784-2019 | https://monitor-pb.ru/conclusion/25-%D0%A2;"заключение ЭПБ № 47-ТУ-36121-2024 ;; заключение ЭПБ № 53-ТУ-28357-2014 ;; заключение ЭПБ № 53-ТУ-28367-2014 ;; заключение ЭПБ № 49-ТУ-02914-2018 ;; заключение ЭПБ № 49-ТУ-02918-2018 ;; заключение ЭПБ № 49-ТУ-47944-2017 ;; заключение ЭПБ № 49-ТУ-47986-2017 ;; заключение ЭПБ № 16-ТУ-10491-2015 ;; заключение ЭПБ № 49-ТУ-27784-2019 ;; заключение ЭПБ № 25-ТУ-04190-2018 ;; заключение ЭПБ № 25-ТУ-04191-2018 ;; заключение ЭПБ № 49-ТУ-25546-2020 ;; заключение ЭПБ № 49-ТУ-42882-2019 ;; заключение ЭПБ № 16";01.09.2017 | 01.10.2019 | 01.10.2021 10:00 | 01.11.2017 | 01.2025 | 01.2026 | 02.02.2022 | 02.11.2022 12:00 | 02.2024 | ;Т120/130, | Т120/130 | Т-100-130 | СТ-110 | СТ-100 | СТ-76 | СТ-67 | ПВ-85 | ПВ-39 | ПН-130-16-9-II | ПН-100-16-4-III | Т-100 | Т-100 | ПН-250-16-7, | ВБ-1350 | Т-50-130, | ВПТ-25-3 | Т 120/130. | РОУ;воздух | газ или иная среда | среда не названа;685;65;35;важность:покупают +40 | важность:воздух +25 | доступность:техническая роль +25 | доступность:должность техническая названа +10;7;"Архипов Максим Анатольевич | технический директор - главный инженер |  | техническая | ЕРКНМ ;; Баканов Вячеслав Владимирович | заместитель главного инженера по эксплуа |  | техническая | ЕРКНМ ;; Архипов Максим Анатольевич | технический директор - главный инженер |  | техническая | ЕРКНМ ;; Сухарев Игорь Николаевич | заместитель главного инженера по генерац |  | техническая | ЕРКНМ ;; Архипов Максим Анатольевич | технический директор-главный инженер |  | техническая | ЕРКНМ ;; СНИККАРС ПАВЕЛ НИКОЛАЕВИЧ | Генеральный директор ПАО «Т Плюс» | +7 (495) 980-59-00 | руководство | сайт ;; РОДИН ПАВЕЛ ВАЛЕРЬЕВИЧ | Директор филиала «Свердловский» | +7 (343) 359-12-00 | руководство | сайт"
1433000147;"АК ""АЛРОСА"" (ПАО)";имеют | покупали ранее;центробежная | тип не установлен | не установлен;воздух;DD-321-400, | ВД-3,3-900, | ГИТ-32 | ДЭН-160 | ДЭН-160ШМ | ДЭН160ШМ | КВ 10/10 | КВ12/12;2;не в полной мере | не соответствует | соответствует;31.05.2019;261800000000;;;;08.99.32;;Саха (Якутия);;;;alrosa.ru;innovation@alrosa.ru;89143097716;"[""+7 (495) 620-92-50 (Москва, аппарат управления)"", ""+7 (41136) 3-00-3";4;0;8;;Бортникова Вероника Валентиновна (ответственный сотрудник УМТС) | Кочетова Жанна Викторовна (ответственный сотрудник УМТС | ответственный сотрудник УМТС АК Алроса | сотрудник УМТС | сотрудник УМТС АК Алроса) | Мураткова Юлия Васильевна (ответственный сотрудник УМТС) | Шелест Светлана Александровна () | Бортникова Вероника Валентиновна (ответственный сотрудник УМТС) | Кочетова Жанна Викторовна (ответственный сотрудник УМТС | ответственный сотрудник УМТС АК Алроса | сотрудник УМТС | сотрудник УМТС АК Алроса);267;нет;новостные;АЛРОСА: Слесарь по ремонту оборудования УКПГ;https://hh.ru/search/vacancy?text=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C%20%D0%BF%D0%BE%20%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D1%83%20%D0%BA%D0%B;технический человек;8;есть | есть на площадке | планировал | покупает;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-01136-2015 | https://www.tender.pro/api/tender/163394/view_public | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=de9e55b6-087c-426d-bc68-ea4216a5d90c_41b24dda-f6c9-406e-9015-7a48cb04ceb3&infoGuid=de9e55b6-087c-426d-bc68-ea4216a5d90c | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=9c456ce0-f894-4155-a33c-424877427b1b_39487e27-ee66-0182-e053-ac11070dbe46&infoGuid=9c456ce0-f894-4155-a33c-424877427b1b | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f8991ccb-5c1b-45eb-8;"заключение ЭПБ № 73-ТУ-01136-2015 ;; тендер 163394 ;; план 2140085983 позиция 1001, сумма 20 000 000,00 ₽ ;; план 2150132679 позиция 5394, сумма 1 500 000,00 ₽ ;; план 2210535960 позиция 59631, сумма 2 800 000,00 ₽ ;; тендер 170893";01.2022 | 03.2015 | 05.12.2013 | 06.2016 | 21.09.2015 | 26.02.2014;ТВ-200;воздух | среда не названа;675;65;25;важность:покупают +40 | важность:воздух +25 | доступность:прямой контакт есть +25;4;"Бортникова Вероника Валентиновна | ответственный сотрудник УМТС | +7 (41136) 99-000 (доб.47886) | 89143097716 | снабжение | Tender.pro ;; Кочетова Жанна Викторовна | ответственный сотрудник УМТС | ответстве | 8 (41136) 99-000 (доб. 4-78-59) | снабжение | Tender.pro ;; Мураткова Юлия Васильевна | ответственный сотрудник УМТС | 8(41136) 99-000 (доб.4-23-44) | снабжение | Tender.pro ;; Шелест Светлана Александровна |  | 8(41136) 99-000 (доб. 4-78-38) | снабжение | Tender.pro"
