inn;predpriyatie;tip;marka_model;zavodskoy_nomer;sreda;data;nomer_zaklucheniya;vyvod;srok_do;sila;klass;istochnik;ssylka;citata
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;9146;;25.08.2020;57-ТУ-29296-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29296-2020;"ЦДНГ-16, куст 7. Фонтанная и нагнетательная арматура, всего 4 шт.: АФК 65х140 скв. № 54 зав. № 9146; АФК 65х140 скв. № 1588 зав. № 6021; АФК 65х140 скв. № 1596 зав. № 76; АФК 65х140 скв. № 56 зав. № 9148"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;9115;;25.08.2020;57-ТУ-29297-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29297-2020;"ЦДНГ-16, куст 2: Нагнетательная арматура, всего 1 шт.: АФК 65х210 скв. №15 зав.№9115;"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;5936;;25.08.2020;57-ТУ-29299-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29299-2020;"ЦДНГ-16, куст 446. Фонтанная и нагнетательная арматура, всего 3 шт.: АФК 65х210 скв. № 336 зав. № 5936; АФК 65х210 скв. № 72б зав. № 5938; АФК 65х210 скв. № 461 зав. № 5939"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;3154;;25.08.2020;57-ТУ-29301-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29301-2020;"ЦДНГ-16, куст 422. Фонтанная и нагнетательная арматура, всего 6 шт.: АФК 65х210 скв. № 178 зав. № 3154; АФЭН 65х210 скв. № 411 зав. № 3163; АФЭН 65х210 скв. № 412 зав. № 3164; АФЭН 65х210 скв. № 416 зав. № 3165; АФК 65х210 скв. № 1799 зав. № 3167; АФК 65х210 скв. № 1801 зав. № 10736"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;3317;;25.08.2020;57-ТУ-29302-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29302-2020;"ЦДНГ-16, куст 418. Фонтанная и нагнетательная арматура, всего 6 шт.: АФК 65х210 скв. № 157 зав. № 3317; АФК 65х210 скв. № 163 зав. № 3318; АФК 65х210 скв. № 169 зав. № 3320; АФК 65х210 скв. № 1695 зав. № 8686; АФК 65х210 скв. № 404 зав. № 9816; АФК 1-65х21 К1 скв. № 1778 зав. № 335"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АФК 6;9133;;25.08.2020;57-ТУ-29305-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29305-2020;ЦДНГ-16, куст 4: Фонтанная арматура, всего 1 шт.: АФК 65х140 скв. №78 зав.№9133. Нагнетательная арматура, всего 1 шт.: АФК 65х210 скв. №1631 зав.№9140
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АФК 6;3105;;25.08.2020;57-ТУ-29308-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29308-2020;"ЦДНГ-16, куст 416: Фонтанная арматура, всего 1 шт.: АФК 1Э-65х21 К1 скв. №122к зав.№3105. Нагнетательная арматура, всего 2 шт.: АФК 65х210 скв. №418 зав.№3111; АФК 65х210 скв. №423 зав.№3112"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;3672;;25.08.2020;57-ТУ-29309-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29309-2020;"ЦДНГ-16, куст 414. Фонтанная и нагнетательная арматура, всего 7 шт.: АФК 65х210 скв. № 161 зав. № 3672; АФК 65х210 скв. № 174 зав. № 3675; АФК 65х210 скв. № 172 зав. № 3676; АФК 65х210 скв. № 500 зав. № 3678; АФЭН 65х210 скв. № 175 зав. № 3682; АФК 65х210 скв. № 405 зав. № 3684; АФЭН 65х210 скв. № 166 зав. № 3687"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФЭН 65;3511;;25.08.2020;57-ТУ-29310-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29310-2020;ЦДНГ-10, куст 20а Нагнетательная арматура, всего 5 шт.: АФЭН 65×210 скв. №5583, зав. №3511 АФЭН 65×210 скв. №5580, зав. №б/н АФЭН 65×210 скв. №5581, зав. №23215 АФЭН 65×210 скв. №5522, зав. №287 АФЭН 65×210 скв. №5579, зав. №3409
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 65;9630;;25.08.2020;57-ТУ-29312-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29312-2020;ЦДНГ-10, куст 31 Фонтанная и нагнетательная арматура, всего 7 шт.: АФК 65×140 скв. №5829, зав. №9630 АФК 65×140 скв. №21к, зав. №9820 АНК 65×210 скв. №3269, зав. №б/н АФК 65×140 скв. №5766, зав. №5758 АФК 65×140 скв. №5765, зав. №5755 АНК 65×210 скв. №3267, зав. №209 АФК 65×140 скв. №5826, зав. №1690
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФЭН 65;;;25.08.2020;57-ТУ-29313-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29313-2020;ЦДНГ-10, куст 89 Фонтанная и нагнетательная арматура, всего 6 шт.: АФЭН 65×210 скв. №5696, зав. №б/н АФК 65×140 скв. №5767, зав. №237 АНК 65×210 скв. №3270, зав. №31919 АФК 65×140 скв. №5768, зав. №32142 АФК 65×140 скв. №3271, зав. №32742 АФК 65×140 скв. №5769, зав. №33290
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;4215;;25.08.2020;57-ТУ-29333-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29333-2020;"ЦДНГ-16, куст 406. Фонтанная и нагнетательная арматура, всего 4 шт.: АФК 65х140 скв. № 226 зав. № 4215; АФК 65х210 скв. № 235 зав. № 4220; АФЭН 65х210 скв. № 1608б зав. № 394; АФК 65х210 скв. № 441 зав. № 3604"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-10;5565;;25.08.2020;57-ТУ-29340-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29340-2020;Нагнетательная арматура, ЦДНГ-10, куст 154, всего 1 шт.: АНК 65х21 скв. № 6699, зав. № 5565, с колонной головкой марки ОКО21-2450ТТМ/146, зав. № б/н.
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-10;86;;25.08.2020;57-ТУ-29343-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29343-2020;Нагнетательная арматура, ЦДНГ-10, куст 105, всего 1 шт.: АФЭН 65х21 скв. № 1015, зав. № 86
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АНК 6;25889;;25.08.2020;57-ТУ-29344-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29344-2020;"ЦДНГ-10, куст 83: Фонтанная арматура, всего 4 шт.: АФК 65х140 скв. № 996, зав. № 25889; АФК 65х140 скв. № 944, зав. № 212; АФК 65х140 скв. № 945, зав. № 958; АФК 65х140 скв. № 966, зав. № 6207. Нагнетательная арматура, всего 1 шт.: АНК 65х21 скв. № 261, зав. № 25615."
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-10;66;;25.08.2020;57-ТУ-29346-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29346-2020;Нагнетательная арматура, ЦДНГ-10, куст 72, всего 1 шт.: АФЭН 65х21 скв. № 244, зав. № 66.
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АФК 6;3488;;25.08.2020;57-ТУ-29349-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29349-2020;"ЦДНГ-16, куст 15. Фонтанная и нагнетательная арматура, всего 12 шт.: АФК 65х210 скв. № 269 зав. № 3488; АФК 65х210 скв. № 152 зав. № 3485; АФК 65х210 скв. № 153 зав. № 3484; АФК 65х210 скв. № 154 зав. № 3483; АФК 65х210 скв. № 159 зав. № 3490; АФК 65х210 скв. № 160 зав. № 3495; АФК 65х210 скв. № 1663 зав. № 3492; АФК 65х210 скв. № 1654 зав. № 3494; АФК 1Э-65х140 скв. № 1665 зав. № 185; АФК 65х210 "
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АФК 6;9750;;25.08.2020;57-ТУ-29351-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29351-2020;ЦДНГ-16, куст 12: Фонтанная арматура, всего 1 шт.: АФК 65х210 скв. №96 зав.№9750. Нагнетательная арматура, всего 1 шт.: АФК 65х140 скв. №1657 зав.№204.
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АНЛ 6;5521;;25.08.2020;57-ТУ-29355-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29355-2020;"ЦДНГ-5, куст 890: Фонтанная арматура, всего 1 шт.: АФК 65х14 скв.№3059, зав.№5521 Нагнетательная арматура, всего 2 шт.: АНЛ 65х21 скв.№5033б, зав.№3160; АНК1 65х21 скв.№5033, зав.№3159"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-10;1107;;24.08.2020;57-ТУ-29099-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-29099-2020;"Фонтанная и нагнетательная арматура, ЦДНГ-10, куст 21а, всего 7 шт.: АФЭН 65х21 скв. № 5459, зав. № 1107; АФЭН 65х21 скв. № 5577, зав. № 965; АФЭН 65х21 скв. № 3148, зав. № б/н; АФЭН 65х21 скв. № 5458, зав. № 40; АФЭН 65х21 скв. № 5516, зав. № 978; АФЭН 65х21 скв. № 5457, зав. № 654; АФЭН 65х21 скв. № 5576, зав. № 6794."
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-8;556;;03.08.2020;07-ТУ-08501-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08501-2020;Нагнетательная арматура, ЦДНГ-8, куст 97А, всего 1 шт.: АФК 65х210 скв.№30127, зав.№556
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АНЛ 6;1891;;03.08.2020;07-ТУ-08502-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08502-2020;ЦДНГ-8, куст 96: Фонтанная арматура, всего 1 шт.: АФК 65х140 скв.№1256, зав.№ 1891. Нагнетательная арматура, всего 1 шт.: АНЛ 65х210 скв.№1257, зав.№ 238
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АНЛ 6;6234;;03.08.2020;07-ТУ-08506-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08506-2020;"ЦДНГ-5, куст 528: Нагнетательная арматура 1 шт.: АНЛ 65х210 скв.№2225, зав.№6234; Фонтанная арматура 1 шт.: АФЭН 65х21 ХЛ скв.№2056, зав.№169"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-10;65;;03.08.2020;07-ТУ-08510-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08510-2020;Нагнетательная арматура, ЦДНГ-10, куст 91, всего 1 шт.: АФЭН 65*210 скв. № 1016, зав. № 65 с колонной головкой ОКО 21-245ОТТМ/146
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ОКО 21-245ОТТМ/146;6855;;03.08.2020;07-ТУ-08512-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08512-2020;"ЦДНГ-10, куст 117: Нагнетательная арматура с колонной головкой ОКО 21-245ОТТМ/146, всего 1 шт.: Фостер скв. № 6452, зав. № 6855; Фонтанная арматура с колонными головками ОКО 21-245ОТТМ/146, всего 4 шт.: АФК 65*140 скв. № 1084, зав. № 8366; АФК 65*140 скв. № 1083, зав. № 7112; АФК 65*140 скв. № 1122, зав. № 302; АФК 65*140 скв. № 6453, зав. № 7812"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ОКО 21-245ОТТМ/146;156;;03.08.2020;07-ТУ-08513-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08513-2020;"ЦДНГ-10, куст 119: Нагнетательная арматура с колонной головкой ОКО 21-245ОТТМ/146, всего 1 шт.: АНК 65*21 скв. № 1080, зав. № 156; Фонтанная арматура с колонными головками ОКО 21-245ОТТМ/146, всего 5 шт.: АФК 65*140 скв. № 1117, зав. № 1106; АФК 65*140 скв. № 1119, зав. № 1048; АФК 65*140 скв. № 6449, зав. № 2432; АФК 65*140 скв. № 6448, зав. № 9591; АФК 65*140 скв. № 1079, зав. № 10846"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ОКО 21-245ОТТМ/146;5262;;03.08.2020;07-ТУ-08514-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08514-2020;"ЦДНГ-10, куст 139: Нагнетательная арматура с колонной головкой ОКО 21-245ОТТМ/146, всего 1 шт.: АНК 65*21 скв. № 3519, зав. № 5262; Фонтанная арматура с колонными головками ОКО 21-245ОТТМ/146, всего 2 шт.: АФК 65*140 скв. № 6549, зав. № 4620; АФК 65*140 скв. № 6500, зав. № 212"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ОКО 21-245ОТТМ/146;2405;;03.08.2020;07-ТУ-08515-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08515-2020;"ЦДНГ-10, куст 140: Нагнетательная арматура с колонной головкой ОКО 21-245ОТТМ/146, всего 1 шт.: АНК 65*21 скв. № 3521, зав. № 2405. Фонтанная арматура с колонными головками ОКО 21-245ОТТМ/146, всего 5 шт.: АФК 65*140 скв. № 6501, зав. № 2404; АФК 65*140 скв. № 6502, зав. №6061; АФК 65*140 скв. № 6503, зав. №3052; АФК 65*140 скв. № 6551, зав. №6064; АФК 65*140 скв. № 6552, зав. №10415"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АНЛ 6;10860;;31.07.2020;07-ТУ-08436-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08436-2020;"ЦДНГ-5, куст 487: Фонтанная арматура, 6 шт: АФК 65х140 скв. №2044, зав.№10860; АФК 65х140 скв. №1111А, зав.№10951; АФК 65х140 скв. №7394, зав.№306; АФК 65х140 скв. №7386, зав.№1281; АФК 65х140 скв. №7393, зав.№1254; АФК 65х140 скв. №6712, зав.№77. Нагнетательная арматура, 2 шт: АНЛ 65х210 скв. №1110Б, зав.№111; АНЛ 65х210 скв. №2223, зав.№11743"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;АНЛ 6;609;;30.07.2020;07-ТУ-08379-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08379-2020;ЦДНГ-8: Нагнетательная арматура, куст 94, всего 3 шт.: АНЛ 65х21 скв.№1332, зав.№609 АНЛ 65х21 скв.№1333, зав.№8994 АНЛ 65х21 скв.№1335, зав.№8290
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АНЛ 6;260;;30.07.2020;07-ТУ-08380-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08380-2020;ЦДНГ-8: Фонтанная арматура, куст 88, всего 12 шт.: АФК 65х14 скв.№1138р, зав.№260 АФК 65х14 скв.№118, зав.№6311 АФК 65х14 скв.№120, зав.№165 АФК 65х14 скв.№6403, зав.№789 АФК 65х14 скв.№6404, зав.№8291 АФК 65х14 скв.№6426, зав.№796 АФК 65х14 скв.№6449, зав.№2400 АФК 65х14 скв.№912, зав.№218 АФК 65х14 скв.№924, зав.№588 АФК 65х14 скв.№935, зав.№301 АФК 65х14 скв.№936, зав.№798 АФК 65х14 скв.№937, з
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";узел: воздуходувка;АФК 65Х21;;;30.07.2020;07-ТУ-08383-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08383-2020;ЦДНГ-8: Фонтанная арматура, куст 84а, всего 3 шт.: АФК 65х14 скв.№6393, зав.№б/н АФК 65х14 скв.№6418, зав.№8704 АФК 65х14 скв.№6438, зав.№2392 Нагнетательная арматура, куст 84а, всего 1 шт.:АФК 65Х21 (ЭМ1) К1ХЛ скв.№6417, зав.№2622
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;275;;20.07.2020;06-ТУ-07836-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07836-2020;"техническое устройство: нагнетательная арматура, ЦДНГ-14, куст 253, всего 5 шт.: АФЭН 65х210М-04 скв.№6220, зав.№275 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6171, зав.№20 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6126, зав.№263 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6121, зав.№241 с колонной головкой ОКО1-21-1"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;250;;20.07.2020;06-ТУ-07839-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07839-2020;"техническое устройство - Нагнетательная арматура, ЦДНГ-14, куст 255, всего 7 шт.: АФЭН 65х210М-04 скв.№6324, зав.№250 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6375, зав.№9 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6418, зав.№23 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6452, зав.№31 с колонной головкой ОКО1-21-146"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;141;;20.07.2020;06-ТУ-07853-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07853-2020;техническое устройство - Нагнетательная арматура, ЦДНГ-14, куст 346, всего 1 шт.: АФЭН 21×65 M-04 скв.№6120, зав.№141 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;4562;;20.07.2020;06-ТУ-07855-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07855-2020;техническое устройство: нагнетательная арматура, ЦДНГ-14, куст 256а, всего 1 шт.: АФЭН 65×21 M-04 скв.№6269, зав.№4562 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ,
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;21-64;;20.07.2020;06-ТУ-07856-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07856-2020;"техническое устройство - Нагнетательная арматура, ЦДНГ-14, куст 242, всего 11 шт.: АФЭН 65х210 скв.№6094, зав.№21-64 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6009, зав.№268 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6049, зав.№139 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№6005, зав.№199 с колонной головкой ОКО1-21-"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;1026;;20.07.2020;06-ТУ-07865-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07865-2020;техническое устройство - Нагнетательная арматура, ЦДНГ-14, куст 344, всего 1 шт.: АФЭН 65×21 M-04 скв.№6632, зав.№1026 с колонной головкой ОКО-21-245х168/146-000ПС
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;111;;20.07.2020;06-ТУ-07867-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07867-2020;"техническое устройство - Нагнетательная арматура, ЦДНГ-14, куст 240бис, всего 6 шт.: АФЭН 65х210М-04 скв.№6380, зав.№111 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 ХЛ скв.№6382, зав.№858 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФК1Э-65х21ХЛ-К1 скв.№6184, зав.№9535 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФК1Э-65х21ХЛ-К1 скв.№6179, зав.№379 с колонной головко"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;169;;20.07.2020;06-ТУ-07874-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07874-2020;"техническое устройство - Нагнетательная арматура, ЦДНГ-14, куст 245бис, всего 2 шт.: АФЭН 65х210М-04 скв.№5839, зав.№169 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210М-04 скв.№5994, зав.№12 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;5736;;20.07.2020;06-ТУ-07875-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07875-2020;"техническое устройство: нагнетательная арматура, ЦДНГ-14, куст 202, всего 3 шт.: АФЭН 65х210 скв.№6132, зав.№5736 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210 скв.№5956, зав.№204 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ; АФЭН 65х210 скв.№5998, зав.№282 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ,"
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;11;;20.07.2020;06-ТУ-07878-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07878-2020;техническое устройство: нагнетательная арматура, ЦДНГ-14, куст 244а, всего 1 шт.: АФЭН 21х65М-04 скв.№5842, зав.№11 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ,
8604035473;"ООО ""РН-ЮГАНСКНЕФТЕГАЗ""";воздуходувка;ЦДНГ-14;129-16;;17.07.2020;06-ТУ-07779-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОФЭКСП""";https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07779-2020;техническое устройство - Нагнетательная арматура, ЦДНГ-14, куст 201б, всего 1 шт.: АФЭН 21-65 скв.№8708, зав.№129-16 с колонной головкой ОКО1-21-146 БТСх245 ОТТМ ХЛ
