nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
41-ТУ-25714-2020;16.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 2BC4 техн. № С-103B, зав. № 2-4-3850F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25714-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-38433-2021;10.08.2021;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";"Центробежный компрессор марки К-105-61-1, техн. № 299/3, зав. № 3060, инв. №4367 (Площадка ПАО ""Уфаоргсинтез"", Объект 2-3-5/III, Холодильное отделение (КЗ-2))";ТУ;0278161402;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38433-2021;https://monitor-pb.ru/customer/0277014204
41-ТУ-38441-2021;10.08.2021;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";"Центробежный компрессор марки К-105-61-1, техн. № 299/1, зав. № 3058, инв. №4365 (Площадка ПАО ""Уфаоргсинтез"", Объект 2-3-5/III, Холодильное отделение (КЗ-2))";ТУ;0278161402;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38441-2021;https://monitor-pb.ru/customer/0277014204
43-ТУ-283483-2022;14.12.2022;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";техническое устройство: Компрессор центробежный горизонтальный Дана TKP-D (зав.№ 805.204, техн.№ 205-IV), эксплуатируемый на ПАО «Казаньоргсинтез», завод Этилен, цех 0201-0205;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-283483-2022;https://monitor-pb.ru/customer/1658008723
06-ТУ-02677-2024;11.03.2024;3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";Техническое устройство участок станции воздухораспределительной Компрессор центробежный ЦК-135/8 М1-3, заводской №88026, инвентарный №45220;ТУ;3127502720;"ООО ""СТРОЙСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-02677-2024;https://monitor-pb.ru/customer/3128005752
06-ТУ-02679-2024;11.03.2024;3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";Техническое устройство участок станции воздухораспределительной Компрессор центробежный ЦК-135/8 М1-2, заводской №88028, инвентарный №45219;ТУ;3127502720;"ООО ""СТРОЙСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-02679-2024;https://monitor-pb.ru/customer/3128005752
06-ТУ-02690-2024;11.03.2024;3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";Техническое устройство участок станции воздухораспределительной Компрессор центробежный ЦК-135/8 М1-1, заводской №88027, инвентарный №45218;ТУ;3127502720;"ООО ""СТРОЙСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-02690-2024;https://monitor-pb.ru/customer/3128005752
41-ТУ-24397-2020;06.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 5М8-6 техн. № С-101А, зав. № 5-6-3827F (УКГ-1, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24397-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-24401-2020;06.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 3М9-7 техн. № С-104, зав. № 3-7-3866F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24401-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-24403-2020;06.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 4М9-8 техн. № С-106В, зав. № 4-8-3820F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24403-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-24408-2020;06.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 5М8-6 техн. № С-101В, зав. № 5-6-3830F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24408-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-24412-2020;06.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 5М8-6 техн. № С-101А, зав. № 5-6-3829F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24412-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-24415-2020;06.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 5М8-6 техн. № С-101В, зав. № 5-6-3828F (УКГ-1, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24415-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-24692-2020;07.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 3М9-7 техн. № С-104, зав. № 3-7-3865F (УКГ-1, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24692-2020;https://monitor-pb.ru/customer/7202116628
43-ТУ-283471-2022;14.12.2022;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";техническое устройство: Насос центробежный полупогружной маслосистемы компрессора типа «К» (зав.№ 3960/3, техн.№ Н-6Бо), эксплуатируемый на ПАО «Казаньоргсинтез», завод «Этилена», цех 0773-0786;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-283471-2022;https://monitor-pb.ru/customer/1658008723
48-ТУ-54839-2020;08.12.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор типа К-890-400, техн. № КЦ-101/1, зав. № 5049 (Машзал МКС, Площадка переработки попутного нефтяного газа Южно-Балыкского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-54839-2020;https://monitor-pb.ru/customer/7202116628
49-ТУ-85941-2024;17.12.2024;5615002700;"ПАО ""ОРСКНЕФТЕОРГСИНТЕЗ""";техническое устройство: центробежный компрессор марки 32ВЦ-100/9, тех. №ЦК-2 (зав. № 93017), входящий в состав участка Воздушной компрессорной цеха ПГВС ПАО «Орскнефтеоргсинтез»;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-85941-2024;https://monitor-pb.ru/customer/5615002700
57-ТУ-46383-2018;04.12.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство - Центробежный компрессор марки К-890-121-1,техн. № КЦ-101/1, зав. № 8550 (Площадка переработки попутного нефтяного газа Няганьгазпереработка АО «СибурТюменьГаз», УПГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-46383-2018;https://monitor-pb.ru/customer/7202116628
41-ТУ-21692-2020;19.06.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 2ВС4 техн. № С-103А, зав. № 2-4-3855F (ТУ-4, ГПП-1, Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-21692-2020;https://monitor-pb.ru/customer/7202116628
48-ТУ-54836-2020;08.12.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор типа К-890-121-1, техн. № КЦ-101/3, зав. № 6904 (Машзал МКС, Площадка переработки попутного нефтяного газа Южно-Балыкского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-54836-2020;https://monitor-pb.ru/customer/7202116628
49-ТУ-03585-2019;28.01.2019;5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";техническое устройство – центробежный компрессор АТП 5-5/3 тех. № В-1, заводской номер 79001, установленный на установке У-3 гелиевого завода ООО «Газпром добыча Оренбург»;ТУ;5611022790;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-03585-2019;https://monitor-pb.ru/customer/5610058025
53-ТУ-06225-2021;25.03.2021;6330000553;"АО ""НК НПЗ""";Центробежный компрессор марки ЦК-135/8, технологический индекс ЦК-2, заводской № 78012, Цех Энергопроизводства, участок по эксплуатации объектов производства сжатого воздуха (ВКС-6);ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06225-2021;https://monitor-pb.ru/customer/6330000553
58-ТУ-00188-2024;09.01.2024;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"«Центробежный компрессор D06R7S» зав. № DF5-059-B01, тех. № ТКА-101/1., эксплуатируемый ТПП ""Лангепаснефтегаз» "" ООО «ЛУКОЙЛ-Западная Сибирь»";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-00188-2024;https://monitor-pb.ru/customer/8608048498
58-ТУ-00191-2024;09.01.2024;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"«Центробежный компрессор D06R7S» зав. № DF5-059-А01, тех. № ТКА-101/2. эксплуатируемый ТПП ""Лангепаснефтегаз» "" ООО «ЛУКОЙЛ-Западная Сибирь»";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-00191-2024;https://monitor-pb.ru/customer/8608048498
11-ТУ-06662-2022;18.04.2022;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: центробежный компрессор, поз. М-306/2, эксплуатируемый в АО «НАК «Азот», цех по производству Метанола;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-06662-2022;https://monitor-pb.ru/customer/7116000066
11-ТУ-06663-2022;18.04.2022;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: центробежный компрессор, поз. М-306/3, эксплуатируемый в АО «НАК «Азот», цех по производству Метанола;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-06663-2022;https://monitor-pb.ru/customer/7116000066
41-ТУ-21360-2020;18.06.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 5М8-6 техн. № С-101А, зав. № 5-6-3835F (ТУ-4, ГПП-1, Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-21360-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-21382-2020;18.06.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 5М8-6 техн. № С-101В, зав. № 5-6-3836F (ТУ-4, ГПП-1, Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-21382-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-21389-2020;18.06.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 4М9-8 техн. № С-106А, зав. № 4-8-3825F (ТУ-4, ГПП-1, Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-21389-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-21470-2020;18.06.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 4М9-8 техн. № С-106В, зав. № 4-8-3826F (ТУ-4, ГПП-1, Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-21470-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-21703-2020;19.06.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 3М9-7 техн. № С-104, зав. № 3-7-3869F (ТУ-4, ГПП-1, Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-21703-2020;https://monitor-pb.ru/customer/7202116628
44-ТУ-287979-2023;06.02.2023;2124009521;"ПАО ""ХИМПРОМ""";Техническое устройство, применяемое на опасном производственном объекте: Компрессор центробежный воздушный ЦК-135/8(зав.№78024, техн.№ 8-2),эксплуатируемый на ПАО «Химпром»,цех № 23, корпус 851;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-287979-2023;https://monitor-pb.ru/customer/2124009521
44-ТУ-287980-2023;06.02.2023;2124009521;"ПАО ""ХИМПРОМ""";Техническое устройство, применяемое на опасном производственном объекте: Компрессор центробежный воздушный ЦК-135/8(зав.№78023, техн.№ 8-1),эксплуатируемый на ПАО «Химпром»,цех № 23, корпус 851;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-287980-2023;https://monitor-pb.ru/customer/2124009521
49-ТУ-03577-2019;28.01.2019;5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";техническое устройство – центробежный компрессор ЦК-135/8 тех. № 654ГПА-01-02, заводской номер 88011, установленный на установке У-31/32 гелиевого завода ООО «Газпром добыча Оренбург»;ТУ;5611022790;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-03577-2019;https://monitor-pb.ru/customer/5610058025
49-ТУ-05242-2019;05.02.2019;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";техническое устройство – центробежный компрессор ЦК-135/8 тех. № 454 КР-01-01, заводской номер 80002, установленный на установке У-22 Оренбургского гелиевого завода Филиал ООО «Газпром переработка»;ТУ;5611022790;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-05242-2019;https://monitor-pb.ru/customer/1102054991
53-ТУ-46539-2022;26.07.2022;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор «АДА» тип 4 RBA 44B - 5RBA 39A, технологический № 7/02-5, заводской № 1.805.159, ПАО «КуйбышевАзот», Цех № 25.;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-46539-2022;https://monitor-pb.ru/customer/6320005915
44-ТУ-286551-2023;23.01.2023;2124009521;"ПАО ""ХИМПРОМ""";Техническое устройство, применяемое на опасном производственном объекте: Компрессор центробежный воздушный К-905-61-1 (зав.№ 6089, техн.№ 6-1), эксплуатируемый на ПАО «Химпром», цех № 23, корпус 851;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-286551-2023;https://monitor-pb.ru/customer/2124009521
44-ТУ-286552-2023;23.01.2023;2124009521;"ПАО ""ХИМПРОМ""";Техническое устройство, применяемое на опасном производственном объекте: Компрессор центробежный воздушный К-905-61-1 (зав.№ 6312, техн.№ 6-3), эксплуатируемый на ПАО «Химпром», цех № 23, корпус 851;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-286552-2023;https://monitor-pb.ru/customer/2124009521
41-ТУ-79400-2022;12.12.2022;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Центробежный компрессор К-500-61-5 зав.№8330, техн.№2/3,применяемое на опасном производственном объекте I класса опасности Площадка ПАО «Уфаоргсинтез» (рег.№ А41-00050-0001) Объект 106-605, отделение 604;ТУ;0265034037;"ООО ""НПП УРАЛНЕФТЕГАЗДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-79400-2022;https://monitor-pb.ru/customer/0277014204
53-ТУ-12191-2021;12.07.2021;6330000553;"АО ""НК НПЗ""";Центробежный компрессор марки ЦК-135/8, технологический индекс ЦК-4, заводской № 72064, Цех Энергопроизводства, участок по эксплуатации объектов производства сжатого воздуха (ВКС-6), АО «НК НПЗ»;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12191-2021;https://monitor-pb.ru/customer/6330000553
59-ТУ-24382-2020;16.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство, применяемое на опасном производственном объекте - Центробежный компрессор типа К-380-103-1, техн. № ТК-1, зав. № 6591 (Площадка Холмогорской компрессорной станции промысловой (Муравленковский ГПЗ) – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-24382-2020;https://monitor-pb.ru/customer/7202116628
62-ТУ-51912-2023;06.02.2023;7017156263;"ООО ""ГАЗПРОМ МЕТАНОЛ""";техническое устройство - «Центробежный компрессор конвертируемого газа поз. 3131/4 с приводом от паровой турбины поз. 3722/4», применяемое на опасном производственном объекте ООО «Газпром метанол»;ТУ;7017262624;"ООО ""ТЕХНОЛОГИЯ"" (ИНН 7017262624)";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-51912-2023;https://monitor-pb.ru/customer/7017156263
41-ТУ-18016-2018;08.05.2018;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Центробежный компрессор типа 43 ЦКО-160/15, поз. ЦК-202, зав. № 81005 (установка ГФУ-1, цех № 10, НПЗ, ООО «Газпром нефтехим Салават», опасный производственный объект I класса опасности);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-18016-2018;https://monitor-pb.ru/customer/0266048970
54-ТУ-24062-2022;15.12.2022;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки К 890-121-1, поз. КЦ-101/1, зав. № 8550 (Филиал АО «СибурТюменьГаз» - «Няганьгазпереработка», г. Нягань, Площадка переработки попутного нефтяного газа, УПГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-24062-2022;https://monitor-pb.ru/customer/7202116628
54-ТУ-24270-2022;16.12.2022;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";центробежный компрессор марки 4ГЦ2-109/18-76, поз. КЦ 102/1, зав. № 88001 (Филиал АО «СибурТюменьГаз» - «Няганьгазпереработка», г. Нягань, Площадка переработки попутного нефтяного газа, УПГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-24270-2022;https://monitor-pb.ru/customer/7202116628
59-ТУ-22847-2020;02.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство, применяемое на опасном производственном объекте - Центробежный компрессор типа 4ГЦ2-109/18-76, техн. № КЦ-102/1, зав. № 87001(КСГ, площадка переработки попутного нефтяного газа Муравленковского ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-22847-2020;https://monitor-pb.ru/customer/7202116628
62-ТУ-27232-2020;06.11.2020;5003063216;"ООО ""КРИОГАЗ СЕВЕРО-ЗАПАД""";"техническое устройство ""Воздушный центробежный компрессор К-500-61-1, зав. №430, рег. №2"", применяемое на опасном производственном объекте ООО «Криогенмаш-Газ»";ТУ;7017010480;"НП ""Томский центр технической диагностики, экспертизы и сертификации ""ХИМОТЕСТ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-27232-2020;https://monitor-pb.ru/customer/5003063216
54-ТУ-00716-2023;17.01.2023;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство - центробежный компрессор марки К 890-121-1, поз. КЦ-101/1, зав. № 8550 (Филиал АО «СибурТюменьГаз» - «Няганьгазпереработка», г. Нягань, Площадка переработки попутного нефтяного газа, УПГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-00716-2023;https://monitor-pb.ru/customer/7202116628
01-ТУ-29442-2022;12.10.2022;7723332561;"ООО ""НПП ""НЕФТЕХИМИЯ""";ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство – Компрессор центробежный одноступенчатый для сжатия пропилена, техн. поз. № С-001, зав. №80313, эксплуатируемый на ОПО Площадка производства полипропилена ООО «НПП «Нефтехимия» г. Москва;ТУ;7810152452;"АО ""НПО ""Ленкор""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-29442-2022;https://monitor-pb.ru/customer/7723332561
62-ТУ-51913-2023;06.02.2023;7017156263;"ООО ""ГАЗПРОМ МЕТАНОЛ""";техническое устройство - «Компрессор центробежный природного газа, поз.3101, c приводом от паровой конденсационной турбины, тип S.Q.V.5D.F, поз. 3721», применяемое на опасном производственном объекте ООО «Газпром метанол»;ТУ;7017262624;"ООО ""ТЕХНОЛОГИЯ"" (ИНН 7017262624)";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-51913-2023;https://monitor-pb.ru/customer/7017156263
18-ТУ-05199-2023;19.06.2023;7610052644;"ПАО""ОДК-Сатурн""";техническое устройство: компрессор центробежный К250-61-5 зав. № 1426,эксплуатируемое на опасном производственном объекте: Площадка участка ПАО «ОДК-Сатурн» ,рег. № А18-00529-0116,класс опасности ОПО: III класс. Эксплуатирующая организация: ПАО «ОДК-Сатурн»;ТУ;7710266696;"ООО ""МОСГОРЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05199-2023;https://monitor-pb.ru/customer/7610052644
62-ТУ-10977-2024;09.04.2024;3801009466;"АО ""АНХК""";техническое устройство Центробежный компрессор ЦК-135/8 поз. 7/1, зав. №80018, применяемое АО «АНХК» на опасном производственном объекте «Площадка участка основного производства» (рег. № А67-00371-0001), ПНХ, цех 12/44, об. 1740;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-10977-2024;https://monitor-pb.ru/customer/3801009466
18-ТУ-05200-2023;19.06.2023;7610052644;"ПАО""ОДК-Сатурн""";техническое устройство: компрессор центробежный К 250-61-5 зав.№ 1479,эксплуатируемое на опасном производственном объекте: Площадка участка ПАО «ОДК-Сатурн» ,рег. № А18-00529-0116,класс опасности ОПО: III класс. Эксплуатирующая организация: ПАО «ОДК-Сатурн»;ТУ;7710266696;"ООО ""МОСГОРЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05200-2023;https://monitor-pb.ru/customer/7610052644
39-ТУ-06120-2022;07.04.2022;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";техническое устройство: центробежный компрессор марки ТАТКА-545-345, технологический № 801/Б, заводской № 76004, ПАО «КуйбышевАзот», Цех № 11. ОПО: Площадка производства аммиака цеха №11, рег.№А53-00317-0007, III класс опасности;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-06120-2022;https://monitor-pb.ru/customer/6320005915
43-ТУ-267835-2022;08.06.2022;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";"Заключение экспертизы промышленной безопасности на техническое устройство: Центробежный компрессор марки ЦК-135/8 зав.№ 92003 тех.№ 26А; эксплуатируемый на ПАО «Казаньоргсинтез», завод «ОП и ТГ», цех Азота и Воздуха, г. Казань, Республика Татарстан";ТУ;1657111661;"ООО ""ИЦ ""ЭКСПЕРТ ПРОФИ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-267835-2022;https://monitor-pb.ru/customer/1658008723
