nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
41-ТУ-25619-2020;15.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 553В6 техн. № С-102А, зав. № 553-6-3837F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25619-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-25637-2020;15.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 2BC4 техн. № С-103А, зав. № 2-4-3849F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25637-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-25714-2020;16.07.2020;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 2BC4 техн. № С-103B, зав. № 2-4-3850F (УКГ-2, Площадка переработки попутного нефтяного газа Белозерного ГПЗ – филиал АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25714-2020;https://monitor-pb.ru/customer/7202116628
41-ТУ-38433-2021;10.08.2021;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";"Центробежный компрессор марки К-105-61-1, техн. № 299/3, зав. № 3060, инв. №4367 (Площадка ПАО ""Уфаоргсинтез"", Объект 2-3-5/III, Холодильное отделение (КЗ-2))";ТУ;0278161402;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38433-2021;https://monitor-pb.ru/customer/0277014204
41-ТУ-38441-2021;10.08.2021;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";"Центробежный компрессор марки К-105-61-1, техн. № 299/1, зав. № 3058, инв. №4365 (Площадка ПАО ""Уфаоргсинтез"", Объект 2-3-5/III, Холодильное отделение (КЗ-2))";ТУ;0278161402;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38441-2021;https://monitor-pb.ru/customer/0277014204
41-ТУ-55647-2022;14.09.2022;0255017547;"ООО ""ШКАПОВСКОЕ ГПП""";Заключение экспертизы промышленной безопасности на техническое устройство на опасном производственном объекте: Компрессор 10ГК2-1,5/17,4, поз. №6, зав. №117, ГКУ, ООО «Шкаповское ГПП»;ТУ;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-55647-2022;https://monitor-pb.ru/customer/0255017547
41-ТУ-55655-2022;14.09.2022;0255017547;"ООО ""ШКАПОВСКОЕ ГПП""";Заключение экспертизы промышленной безопасности на техническое устройство на опасном производственном объекте: Компрессор 10ГК2-1,5/17,4, поз. №2, зав. №107, ГКУ, ООО «Шкаповское ГПП»;ТУ;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-55655-2022;https://monitor-pb.ru/customer/0255017547
41-ТУ-55656-2022;14.09.2022;0255017547;"ООО ""ШКАПОВСКОЕ ГПП""";Заключение экспертизы промышленной безопасности на техническое устройство на опасном производственном объекте: Компрессор 10ГК2-1,5/17,4, поз. №4, зав. №112, ГКУ, ООО «Шкаповское ГПП»;ТУ;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-55656-2022;https://monitor-pb.ru/customer/0255017547
41-ТУ-55659-2022;14.09.2022;0255017547;"ООО ""ШКАПОВСКОЕ ГПП""";Заключение экспертизы промышленной безопасности на техническое устройство на опасном производственном объекте: Компрессор 10ГК2-1,5/17,4, поз. №9, зав. №130, ГКУ, ООО «Шкаповское ГПП»;ТУ;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-55659-2022;https://monitor-pb.ru/customer/0255017547
41-ТУ-55667-2022;14.09.2022;0255017547;"ООО ""ШКАПОВСКОЕ ГПП""";Заключение экспертизы промышленной безопасности на техническое устройство на опасном производственном объекте: Компрессор 10ГК2-1,5/17,4, поз. №1, зав. №106, ГКУ, ООО «Шкаповское ГПП»;ТУ;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-55667-2022;https://monitor-pb.ru/customer/0255017547
43-ЗС-268764-2022;17.06.2022;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";сооружение: установка резервного компрессора РК-1308S цеха 5807 (титул 1) завод Пластиков применяемое на опасном производственном объекте по адресу: Республика Татарстан, ПАО «Нижнекамскнефтехим»;ЗС;1658210961;"ООО ""ТЕХКОНТРОЛЬ+""";не в полной мере;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-268764-2022;https://monitor-pb.ru/customer/1651000010
43-ТУ-283483-2022;14.12.2022;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";техническое устройство: Компрессор центробежный горизонтальный Дана TKP-D (зав.№ 805.204, техн.№ 205-IV), эксплуатируемый на ПАО «Казаньоргсинтез», завод Этилен, цех 0201-0205;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-283483-2022;https://monitor-pb.ru/customer/1658008723
49-ЗС-13194-2025;25.02.2025;5603048611;"ООО ""ННК-ОРЕНБУРГНЕФТЕГАЗ""";технологический трубопровод «Газопровод: выход газа с компрессоров К-110А/В - А-120А/В» рег. № 10-02;ЗС;1828007529;"ООО ""НЕДРА"" (ИНН 1828007529)";соответствует;https://monitor-pb.ru/conclusion/49-%D0%97%D0%A1-13194-2025;https://monitor-pb.ru/customer/5603048611
52-ТУ-17036-2023;03.07.2023;7302040242;"АО ""ГНЦ НИИАР""";Воздухосборник В-3,2 рег. № 5473, зав. № 236-530, применяемый на ОПО: Участок компрессоров рег. № Р01-00061-0018;ТУ;5405958009;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА В ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-17036-2023;https://monitor-pb.ru/customer/7302040242
52-ТУ-17038-2023;03.07.2023;7302040242;"АО ""ГНЦ НИИАР""";Воздухосборник В-3,2 рег. № 5472, зав. № 236-456, применяемый на ОПО: Участок компрессоров рег. № Р01-00061-0018;ТУ;5405958009;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА В ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-17038-2023;https://monitor-pb.ru/customer/7302040242
52-ТУ-17039-2023;03.07.2023;7302040242;"АО ""ГНЦ НИИАР""";Воздухосборник В-3,2 рег. № 5474, зав. № 236-466, применяемый на ОПО: Участок компрессоров рег. № Р01-00061-0018;ТУ;5405958009;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА В ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ""";соответствует;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-17039-2023;https://monitor-pb.ru/customer/7302040242
53-ЗС-13088-2023;05.05.2023;6315526630;"АО ""ЖИГУЛЕВСКОЕ ПИВО""";«Трубопровод отсоса паров от ресиверов R300, R310 и линии №8 дренажа масла к компрессорам» Линия № 13;ЗС;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%97%D0%A1-13088-2023;https://monitor-pb.ru/customer/6315526630
53-ЗС-33349-2022;05.03.2022;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Линия аварийного сброса бутадиена от компрессоров №101, рег. № 1130/2 ООО «Тольяттикаучук», Установка растворов, полимеризации бутадиена и альфаметилстирола;ЗС;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%97%D0%A1-33349-2022;https://monitor-pb.ru/customer/6323049893
53-ТУ-13643-2018;19.09.2018;6330000553;"АО ""НК НПЗ""";на трубопровод № 250 «Линия газа из холодильника III ступени компрессора ВК-3» установки 24-6/2 цеха № 37, АО «НК НПЗ»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13643-2018;https://monitor-pb.ru/customer/6330000553
53-ТУ-13654-2018;19.09.2018;6330000553;"АО ""НК НПЗ""";трубопровод № 243 «Линия воды теплой из холодильника IV ступени компрессора ВК-3» установки 24-6/2 цеха №37, АО «НК НПЗ»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13654-2018;https://monitor-pb.ru/customer/6330000553
53-ТУ-19300-2021;21.10.2021;6314006396;"АО ""КНПЗ""";Буферная емкость нагнетания компрессора ВК-2, техн. № Б-4 ВК-2, зав. № 743, рег. № б/н, цех 1, установка Л-24/6;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-19300-2021;https://monitor-pb.ru/customer/6314006396
53-ТУ-19303-2021;21.10.2021;6314006396;"АО ""КНПЗ""";Буферная емкость нагнетания компрессора ВК-1, техн. № Б-3 ВК-1, зав. № 744, рег. № б/н, цех 1, установка Л-24/6;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-19303-2021;https://monitor-pb.ru/customer/6314006396
53-ТУ-20791-2018;30.11.2018;6330000553;"АО ""НК НПЗ""";на трубопровод № 140 «Линия воды теплой из холодильника II ступени компрессора ВК-1» установки 24-6/2 цеха № 37, АО «НК НПЗ»,;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-20791-2018;https://monitor-pb.ru/customer/6330000553
53-ТУ-27608-2019;27.12.2019;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Поршневой компрессор 7ВП-20/200, техн. № 40/6, зав. № 575. Установка получения сжатого воздуха, азота, кислорода, умягченной воды и инертного газа из углеводородной фракции, отделение 17;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-27608-2019;https://monitor-pb.ru/customer/6323049893
53-ТУ-27611-2019;27.12.2019;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Поршневой компрессор 205ВП-30/8, техн. № 37/4, зав. № 58342. Установка получения сжатого воздуха, азота, кислорода, умягченной воды и инертного газа из углеводородной фракции, отделение 17;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-27611-2019;https://monitor-pb.ru/customer/6323049893
53-ТУ-46542-2022;26.07.2022;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Поршневой компрессор 3НВ1КТ-200/430-25, технологический № 07/0900.2, заводской № 523.020/01, ПАО «КуйбышевАзот», Цех № 35.;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-46542-2022;https://monitor-pb.ru/customer/6320005915
53-ТУ-60727-2022;16.11.2022;8903021599;"ООО ""НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ""";Воздушный компрессор ROLLAIR-5000, технологический № К-1.2, заводской № WCO102345, инвентарный № Ю00004381, ООО «НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ», Участок комплексной подготовки газа Юрхаровского НГКМ;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-60727-2022;https://monitor-pb.ru/customer/8903021599
53-ТУ-60849-2022;17.11.2022;8903021599;"ООО ""НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ""";Воздушный компрессор ROLLAIR-5000, технологический № К-1.1, заводской № WCO102344, инвентарный № Ю00004381, ООО «НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ», Участок комплексной подготовки газа Юрхаровского НГКМ;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-60849-2022;https://monitor-pb.ru/customer/8903021599
56-ТУ-23895-2022;14.12.2022;7704784450;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";Воздушный компрессор 2ВМ2,5-5/221 (зав. №7, ст. №2), площадка подсобного хозяйства (Южноуральская ГРЭС), АО «Интер РАО-Электрогенерация»;ТУ;7453203450;"ООО ""ЭКСПЕРТИЗА.ДИАГНОСТИКА.СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-23895-2022;https://monitor-pb.ru/customer/7704784450
56-ТУ-23905-2022;14.12.2022;7704784450;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";Воздушный компрессор 2РК-1,5/220 (зав. №58060, ст. №5), площадка подсобного хозяйства (Южноуральская ГРЭС), АО «Интер РАО-Электрогенерация»;ТУ;7453203450;"ООО ""ЭКСПЕРТИЗА.ДИАГНОСТИКА.СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-23905-2022;https://monitor-pb.ru/customer/7704784450
56-ТУ-23906-2022;14.12.2022;7704784450;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";Воздушный компрессор 2РК-1,5/220 (зав. №70060, ст. №6), площадка подсобного хозяйства (Южноуральская ГРЭС), АО «Интер РАО-Электрогенерация»;ТУ;7453203450;"ООО ""ЭКСПЕРТИЗА.ДИАГНОСТИКА.СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-23906-2022;https://monitor-pb.ru/customer/7704784450
57-ТУ-33525-2018;25.09.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Маслобак компрессора поз. МБ 1 (ТКА 2), зав. № б/н, рег. № 542 (Площадка переработки попутного нефтяного газа Вынгапуровского ГПЗ АО «СибурТюменьГаз», ВКЦ, УКиОГ 1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-33525-2018;https://monitor-pb.ru/customer/7202116628
57-ТУ-49684-2018;14.12.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – трубопровод линии всасывания поршневого компрессора, паспорт № 15 (ПХУ-2, ТУ-2, ГПП-1, Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ АО «СибурТюменьГаз»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-49684-2018;https://monitor-pb.ru/customer/7202116628
58-ТУ-26699-2017;21.08.2017;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";Технологический трубопровод «Масло из депульсаторов нагнетания компрессоров в F-101» рег. № 14-22, эксплуатируемый ТПП «Урайнефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»;ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-26699-2017;https://monitor-pb.ru/customer/8608048498
58-ТУ-36006-2024;14.10.2024;7706613770;"ООО ""РН-БУРЕНИЕ""";на техническое устройство «Компрессор воздушный винтовой маслосмазываемый GA30+AP-10», зав. №API592685, применяемое на опасном производственном объекте Нижневартовский филиал ООО «РН-Бурение»;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-36006-2024;https://monitor-pb.ru/customer/7706613770
58-ТУ-37411-2016;06.12.2016;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"технологический трубопровод ""Подача газа через клапанную группу на прием компрессоров ВКС"" Рег. № 3014333 Принадлежащий ООО ""ЛУКОЙЛ-Западная Сибирь"" ТПП ""Лангепаснефтегаз""";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";не в полной мере;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-37411-2016;https://monitor-pb.ru/customer/8608048498
59-ТУ-14917-2022;15.04.2022;8905026850;"ООО ""ГАЗПРОМ ДОБЫЧА НОЯБРЬСК""";На техническое устройство, применяемое на опасном производственном объекте Компрессор поршневой ВТ1,5-0,3/150А2, зав. № 0909014, техн. № К-18;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-14917-2022;https://monitor-pb.ru/customer/8905026850
62-ЗС-25062-2022;01.08.2022;2462004363;"АО ""КЗСК"" (ИНН 2462004363)";сооружение «Трубопровод промышленной воды на компрессоры», рег. № 169-20а-5к, применяемое на опасном производственном объекте АО «КЗСК»;ЗС;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%97%D0%A1-25062-2022;https://monitor-pb.ru/customer/2462004363
62-ЗС-31668-2020;07.12.2020;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";сооружение – «Линия нагнетания I ступени и всасывания II ступени компрессора Б-103», рег. №П 20-89, применяемое на опасном производственном объекте ООО «Томскнефтехим»;ЗС;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%97%D0%A1-31668-2020;https://monitor-pb.ru/customer/7017075536
65-ТУ-22072-2024;23.12.2024;1910005490;"АО ЗДК ""ЗОЛОТАЯ ЗВЕЗДА""";техническое устройство: вакуум-насос (компрессор) ВВН1-6, заводской №8699, эксплуатирующая организация АО ЗДК «Золотая звезда»;ТУ;1903021395;"ООО ""НТЦ ПБ СИБЭО""";соответствует;https://monitor-pb.ru/conclusion/65-%D0%A2%D0%A3-22072-2024;https://monitor-pb.ru/customer/1910005490
65-ТУ-22288-2024;24.12.2024;1910005490;"АО ЗДК ""ЗОЛОТАЯ ЗВЕЗДА""";техническое устройство: вакуум-насос (компрессор) ВВН1-3, заводской №2286, эксплуатирующая организация АО ЗДК «Золотая звезда»;ТУ;1903021395;"ООО ""НТЦ ПБ СИБЭО""";соответствует;https://monitor-pb.ru/conclusion/65-%D0%A2%D0%A3-22288-2024;https://monitor-pb.ru/customer/1910005490
75-ТУ-07964-2024;28.12.2024;4105003503;"АО ""ТСГ АСАЧА""";Заключение экспертизы промышленной безопасности Воздушного компрессора LW-10/4 зав. № 2010702, принадлежащего АО «ТСГ Асача»;ТУ;4101144609;"ООО ""ПРОМЫШЛЕННАЯ БЕЗОПАСНОСТЬ"" (ИНН 4101144609)";соответствует;https://monitor-pb.ru/conclusion/75-%D0%A2%D0%A3-07964-2024;https://monitor-pb.ru/customer/4105003503
77-ТУ-00681-2024;23.09.2024;6501163102;"ООО ""ННК-САХАЛИНМОРНЕФТЕГАЗ""";техническое устройство - Компрессор 10ГКНА зав. № 624, техн. № 1, применяемое ООО «ННК-Сахалинморнефтегаз» на опасном производственном объекте «Площадка промысловой компрессорной станции Монги», рег. № А77-00832-0081;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-00681-2024;https://monitor-pb.ru/customer/6501163102
77-ТУ-00683-2024;23.09.2024;6501163102;"ООО ""ННК-САХАЛИНМОРНЕФТЕГАЗ""";техническое устройство - Компрессор 10ГКНА зав. № 621, техн. № 5, применяемое ООО «ННК-Сахалинморнефтегаз» на опасном производственном объекте «Площадка промысловой компрессорной станции Монги», рег. № А77-00832-0081;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-00683-2024;https://monitor-pb.ru/customer/6501163102
77-ТУ-00800-2024;08.10.2024;6501163102;"ООО ""ННК-САХАЛИНМОРНЕФТЕГАЗ""";техническое устройство - Компрессор 10ГКНА зав. № 619, техн. № 7, применяемое ООО «ННК-Сахалинморнефтегаз» на опасном производственном объекте «Площадка промысловой компрессорной станции Монги», рег. № А77-00832-0081;ТУ;7017129661;"ООО ""ТОМСКИЙ ИТЦ""";соответствует;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-00800-2024;https://monitor-pb.ru/customer/6501163102
06-ТУ-02677-2024;11.03.2024;3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";Техническое устройство участок станции воздухораспределительной Компрессор центробежный ЦК-135/8 М1-3, заводской №88026, инвентарный №45220;ТУ;3127502720;"ООО ""СТРОЙСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-02677-2024;https://monitor-pb.ru/customer/3128005752
06-ТУ-02679-2024;11.03.2024;3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";Техническое устройство участок станции воздухораспределительной Компрессор центробежный ЦК-135/8 М1-2, заводской №88028, инвентарный №45219;ТУ;3127502720;"ООО ""СТРОЙСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-02679-2024;https://monitor-pb.ru/customer/3128005752
06-ТУ-02690-2024;11.03.2024;3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";Техническое устройство участок станции воздухораспределительной Компрессор центробежный ЦК-135/8 М1-1, заводской №88027, инвентарный №45218;ТУ;3127502720;"ООО ""СТРОЙСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-02690-2024;https://monitor-pb.ru/customer/3128005752
11-ТУ-03549-2019;14.03.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство:фильтр регулирующего масла компрессора природного газа, поз.102-JL2, эксплуатируемый в АО«НАК«Азот» цех Аммиак-3 (ОПО I класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03549-2019;https://monitor-pb.ru/customer/7116000066
11-ТУ-03703-2019;18.03.2019;7116000066;"АО ""НАК ""АЗОТ""";фильтр смазочного масла компрессора природного газа, поз.102-JL1, зав.№004, эксплуатируемый в АО«НАК «Азот» цех Аммиак-3 (ОПО I класса опасности, индекс отраслевой принадлежности-7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03703-2019;https://monitor-pb.ru/customer/7116000066
11-ТУ-03716-2019;18.03.2019;7116000066;"АО ""НАК ""АЗОТ""";фильтр смазочного масла компрессора природного газа, поз.102-JL1А, зав.№003, эксплуатируемый в АО«НАК «Азот» цех Аммиак-3 (ОПО I класса опасности, индекс отраслевой принадлежности-7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03716-2019;https://monitor-pb.ru/customer/7116000066
12-ТУ-14134-2024;20.09.2024;3604082964;"ООО ""ЧУДОЗЛАК""";Технического устройства компрессор ЗАФ49К52С № 3527, применяемый на опасном производственном объекте «Цех (участок) по производству муки», рег. номер А12-04312-0003, эксплуатируемом ООО «ЧУДОЗЛАК»;ТУ;3661064143;"ООО ""Альянс Экспертов""";соответствует;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-14134-2024;https://monitor-pb.ru/customer/3604082964
26-ТУ-00681-2024;16.01.2024;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Поршневой компрессор 4ВМ10-100/8, хоз. № 7, инв. № 22243, площадка цеха энерго и электроснабжения, АО «Кольская ГМК» (п. Никель, Мурманской обл.);ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-00681-2024;https://monitor-pb.ru/customer/5191431170
38-ТУ-07072-2023;03.05.2023;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Техническое устройство - турбодетандер-компрессор типа 40R, поз.274К-КТ01В зав.№ 20154, установка У-274, филиал Астраханский ГПЗ ООО «Газпром переработка»;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-07072-2023;https://monitor-pb.ru/customer/1102054991
40-ЗС-03623-2018;01.08.2018;5250051800;"ООО ""СИБУР-КСТОВО""";Трубопровод углеводородов «отдувка на ступень пирогазового компрессора М-1» (рег. №135а) (Площадка производства этилена, пропилена и бензола, цех газоразделения, установка НТГ, ООО «СИБУР -Кстово»);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%97%D0%A1-03623-2018;https://monitor-pb.ru/customer/5250051800
40-ТУ-02112-2023;20.03.2023;5260112442;"ООО ""Айс-Оптима 7""";техническое устройство, применяемое на опасном производственном объекте Компрессор поршневой холодильный П220 заводской № 2268 эксплуатируемый ООО «Айс-Оптима 7»;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-02112-2023;https://monitor-pb.ru/customer/5260112442
40-ТУ-03329-2023;15.05.2023;5260112442;"ООО ""Айс-Оптима 7""";техническое устройство, применяемое на опасном производственном объекте Компрессор поршневой холодильный П110 заводской № 6526, эксплуатируемый ООО «Айс-Оптима 7»;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-03329-2023;https://monitor-pb.ru/customer/5260112442
40-ТУ-03330-2023;15.05.2023;5260112442;"ООО ""Айс-Оптима 7""";техническое устройство, применяемое на опасном производственном объекте Компрессор поршневой холодильный П110 заводской № 6590, эксплуатируемый ООО «Айс-Оптима 7»;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-03330-2023;https://monitor-pb.ru/customer/5260112442
40-ТУ-06744-2020;18.12.2020;5249051203;"АО ""СИБУР-НЕФТЕХИМ""";поршневой компрессор марки 2С2ГП3,1/50-60, поз. ПК-1-3, зав. №100886 (корпус 1240, Производство окиси этилена и гликолей (ПОЭиГ), АО «Сибур-Нефтехим»).;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06744-2020;https://monitor-pb.ru/customer/5249051203
