inn;predpriyatie;vid;znachenie;chelovek;dolzhnost;rol;istochnik;ssylka;citata
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Габриэль Станислав Александрович;Габриэль Станислав Александрович;Врач-дерматовенеролог, высшей категории;чужая;сайт предприятия;https://kkb2-kuban.ru/department/otdeleniye-profilakticheskikh-meditsinskikh-osmotrov;Габриэль Станислав Александрович Врач-дерматовенеролог, высшей категории Каримов Нурмухаммад Кахрамонович Врач-сурдолог-оториноларинголог Головко Людмила Андраниковна Врач-терапевт, первой категории Цуркан Марина Николаевна Врач-офтальмолог, высшей категории Нелин Игорь Вячеславович Врач-невролог, в
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Каримов Нурмухаммад Кахрамонович;Каримов Нурмухаммад Кахрамонович;Врач-сурдолог-оториноларинголог;чужая;сайт предприятия;https://kkb2-kuban.ru/department/otdeleniye-profilakticheskikh-meditsinskikh-osmotrov;Каримов Нурмухаммад Кахрамонович Врач-сурдолог-оториноларинголог Головко Людмила Андраниковна Врач-терапевт, первой категории Цуркан Марина Николаевна Врач-офтальмолог, высшей категории Нелин Игорь Вячеславович Врач-невролог, высшей категории, Заслуженный работник здравоохранения Кубани Черноусова Е
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Головко Людмила Андраниковна;Головко Людмила Андраниковна;Врач-терапевт, первой категории;чужая;сайт предприятия;https://kkb2-kuban.ru/department/otdeleniye-profilakticheskikh-meditsinskikh-osmotrov;Головко Людмила Андраниковна Врач-терапевт, первой категории Цуркан Марина Николаевна Врач-офтальмолог, высшей категории Нелин Игорь Вячеславович Врач-невролог, высшей категории, Заслуженный работник здравоохранения Кубани Черноусова Елена Алексеевна Врач-терапевт Врачи отделения Мазкина Таисия Ваги
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Цуркан Марина Николаевна;Цуркан Марина Николаевна;Врач-офтальмолог, высшей категории;чужая;сайт предприятия;https://kkb2-kuban.ru/department/otdeleniye-profilakticheskikh-meditsinskikh-osmotrov;Цуркан Марина Николаевна Врач-офтальмолог, высшей категории Нелин Игорь Вячеславович Врач-невролог, высшей категории, Заслуженный работник здравоохранения Кубани Черноусова Елена Алексеевна Врач-терапевт Врачи отделения Мазкина Таисия Вагифовна Врач-акушер-гинеколог, высшей категории Кошман Светлана
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Нелин Игорь Вячеславович;Нелин Игорь Вячеславович;Врач-невролог, высшей категории, Заслуженный работник здравоохранения Кубани;чужая;сайт предприятия;https://kkb2-kuban.ru/department/otdeleniye-profilakticheskikh-meditsinskikh-osmotrov;Нелин Игорь Вячеславович Врач-невролог, высшей категории, Заслуженный работник здравоохранения Кубани Черноусова Елена Алексеевна Врач-терапевт Врачи отделения Мазкина Таисия Вагифовна Врач-акушер-гинеколог, высшей категории Кошман Светлана Геннадьевна Врач-офтальмолог, высшей категории Демченко Оль
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Черноусова Елена Алексеевна;Черноусова Елена Алексеевна;Врач-терапевт;чужая;сайт предприятия;https://kkb2-kuban.ru/department/otdeleniye-profilakticheskikh-meditsinskikh-osmotrov;Врач-терапевт, первой категории Цуркан Марина Николаевна Врач-офтальмолог, высшей категории Нелин Игорь Вячеславович Врач-невролог, высшей категории, Заслуженный работник здравоохранения Кубани Черноусова Елена Алексеевна Врач-терапевт Врачи отделения Мазкина Таисия Вагифовна Врач-акушер-гинеколог,
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Каджиманьян Анжела Андреевна;Каджиманьян Анжела Андреевна;Старшая медицинская сестра, высшей категории;чужая;сайт предприятия;https://kkb2-kuban.ru/department/otdeleniye-profilakticheskikh-meditsinskikh-osmotrov;Каджиманьян Анжела Андреевна Старшая медицинская сестра, высшей категории Направления Для прохождения комиссии при устройстве на работу необходимо: направление от работодателя стандартного образца (согласно Приказа № 29н от 28.01.2021 года (с 01.04.2021)) паспорт имеющиеся результаты исследований (з
2539010235;"ГБУЗ ""ККБ № 2""";почта;oriop@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;снодарского края 8 (800) 200-03-66 Электронная почта kkb2@kkb2-kuban.ru Отдел кадров +7 (861) 222-01-45 oriop@kkb2-kuban.ru Пн-Пт: с 8:00 до 16:30 Юридический отдел +7 (861) 222-00-48 Пн-Пт: с 8:00 до 16:30 Контрактная служба +7
2539010235;"ГБУЗ ""ККБ № 2""";почта;glavzakup@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;16:30 Юридический отдел +7 (861) 222-00-48 Пн-Пт: с 8:00 до 16:30 Контрактная служба +7 (861) 222-24-81 glavzakup@kkb2-kuban.ru Пн-Пт: с 8:00 до 16:30 Бухгалтерия +7 (861) 222-01-56 Пн-Пт: с 8:00 до 16:30 Экономическая служба +7 (861
2539010235;"ГБУЗ ""ККБ № 2""";почта;dc@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Станиславович +7 (861) 222-00-17 dc@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Заместитель главного врача по клинико-экспертной и организационно-методической ра
2539010235;"ГБУЗ ""ККБ № 2""";почта;omo@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;по клинико-экспертной и организационно-методической работе Ковалевская Ольга Витальевна +7 (861) 222-79-19 omo@kkb2-kuban.ru ежедневно с 14:00 до 15:00 Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (86
2539010235;"ГБУЗ ""ККБ № 2""";почта;stac@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;4:00 до 15:00 Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (861) 222-01-62 stac@kkb2-kuban.ru ежедневно с 14:00 до 16:00 Заместитель главного врача по хирургии Дурлештер Владимир Моисеевич +7 (861) 222
2539010235;"ГБУЗ ""ККБ № 2""";почта;pc@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;тель главного врача по акушерско-гинекологической помощи Шаповалова Ольга Александровна +7 (861) 222-04-83 pc@kkb2-kuban.ru ежедневно с 13:00 до 15:00 Заместитель главного врача по педиатрической помощи Модель Галина Юрьевна +7 (86
2539010235;"ГБУЗ ""ККБ № 2""";почта;gmodkkb2@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;3:00 до 15:00 Заместитель главного врача по педиатрической помощи Модель Галина Юрьевна +7 (861) 222-04-83 gmodkkb2@kkb2-kuban.ru Пн, ср, пт с 14:00 до 16:00 Вт, чт (подразделения ПЦ, ул. Таманская, 130) с 11:00 до 12:00 Заведующий полик
2539010235;"ГБУЗ ""ККБ № 2""";почта;skal@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;Таманская, 130) с 11:00 до 12:00 Заведующий поликлиникой СКАЛ Каменева Елена Сергеевна +7 (861) 222-00-07 skal@kkb2-kuban.ru ежедневно с 9:00 до 11:00 Министерство здравоохранения Краснодарского края Адрес г. Краснодар, 350020, ул. К
2539010235;"ГБУЗ ""ККБ № 2""";почта;norma@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;ссылка mailto: в разметке страницы
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78002000366;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;2 Пн-Пт: с 8:00 до 19:00 Сб: с 8:00 до 16:00 Горячая линия Министерства здравоохранения Краснодарского края 8 (800) 200-03-66 Электронная почта kkb2@kkb2-kuban.ru Отдел кадров +7 (861) 222-01-45 oriop@kkb2-kuban.ru Пн-Пт: с 8:00
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220145;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;а здравоохранения Краснодарского края 8 (800) 200-03-66 Электронная почта kkb2@kkb2-kuban.ru Отдел кадров +7 (861) 222-01-45 oriop@kkb2-kuban.ru Пн-Пт: с 8:00 до 16:30 Юридический отдел +7 (861) 222-00-48 Пн-Пт: с 8:00 до 16:30 К
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220048;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;b2-kuban.ru Отдел кадров +7 (861) 222-01-45 oriop@kkb2-kuban.ru Пн-Пт: с 8:00 до 16:30 Юридический отдел +7 (861) 222-00-48 Пн-Пт: с 8:00 до 16:30 Контрактная служба +7 (861) 222-24-81 glavzakup@kkb2-kuban.ru Пн-Пт: с 8:00 до 16
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612222481;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;.ru Пн-Пт: с 8:00 до 16:30 Юридический отдел +7 (861) 222-00-48 Пн-Пт: с 8:00 до 16:30 Контрактная служба +7 (861) 222-24-81 glavzakup@kkb2-kuban.ru Пн-Пт: с 8:00 до 16:30 Бухгалтерия +7 (861) 222-01-56 Пн-Пт: с 8:00 до 16:30 Эко
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220156;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;о 16:30 Контрактная служба +7 (861) 222-24-81 glavzakup@kkb2-kuban.ru Пн-Пт: с 8:00 до 16:30 Бухгалтерия +7 (861) 222-01-56 Пн-Пт: с 8:00 до 16:30 Экономическая служба +7 (861) 222-03-66 Пн-Пт: с 8:00 до 16:30 Канцелярия +7 (861)
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220366;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;uban.ru Пн-Пт: с 8:00 до 16:30 Бухгалтерия +7 (861) 222-01-56 Пн-Пт: с 8:00 до 16:30 Экономическая служба +7 (861) 222-03-66 Пн-Пт: с 8:00 до 16:30 Канцелярия +7 (861) 222-48-91 Пн-Пт: с 8:00 до 16:30 Адреса ГБУЗ «ККБ № 2» Россия,
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612224891;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;22-01-56 Пн-Пт: с 8:00 до 16:30 Экономическая служба +7 (861) 222-03-66 Пн-Пт: с 8:00 до 16:30 Канцелярия +7 (861) 222-48-91 Пн-Пт: с 8:00 до 16:30 Адреса ГБУЗ «ККБ № 2» Россия, 350012, Краснодарский край, г. Краснодар, Прикубански
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220163;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;8, 53, 65, 177 Название остановки: улица Таманская. Прием граждан Главный врач Габриэль Сергей Александрович +7 (861) 222-01-63 kkb2@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Ста
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220017;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;-kuban.ru ежедневно с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Станиславович +7 (861) 222-00-17 dc@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Заместитель главного врача по клинико-экспертной и организацио
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612227919;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;итель главного врача по клинико-экспертной и организационно-методической работе Ковалевская Ольга Витальевна +7 (861) 222-79-19 omo@kkb2-kuban.ru ежедневно с 14:00 до 15:00 Заместитель главного врача по медицинской части Синьков Серге
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220162;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;ban.ru ежедневно с 14:00 до 15:00 Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (861) 222-01-62 stac@kkb2-kuban.ru ежедневно с 14:00 до 16:00 Заместитель главного врача по хирургии Дурлештер Владимир Мо
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220186;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;kb2-kuban.ru ежедневно с 14:00 до 16:00 Заместитель главного врача по хирургии Дурлештер Владимир Моисеевич +7 (861) 222-01-86 stac@kkb2-kuban.ru ежедневно с 8:30 до 9:00 и с 14:30 до 15:00 Заместитель главного врача по акушерско-гин
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220483;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;4:30 до 15:00 Заместитель главного врача по акушерско-гинекологической помощи Шаповалова Ольга Александровна +7 (861) 222-04-83 pc@kkb2-kuban.ru ежедневно с 13:00 до 15:00 Заместитель главного врача по педиатрической помощи Модель Гал
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612220007;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;одразделения ПЦ, ул. Таманская, 130) с 11:00 до 12:00 Заведующий поликлиникой СКАЛ Каменева Елена Сергеевна +7 (861) 222-00-07 skal@kkb2-kuban.ru ежедневно с 9:00 до 11:00 Министерство здравоохранения Краснодарского края Адрес г. Кра
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612070707;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;дарского края Адрес г. Краснодар, 350020, ул. Коммунаров, д.276/1 Единый многоканальный телефон министерства +7 (861) 207-07-07 Территориальный орган Федеральной службы по надзору в сфере здравоохранения по Краснодарскому краю Адрес г.
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78619910896;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;зору в сфере здравоохранения по Краснодарскому краю Адрес г. Краснодар, 350015, ул. Северная, д.315 Приёмная +7 (861) 991-08-96 Факс +7 (861) 991-08-96 Федеральная служба по надзору в сфере защиты прав потребителей и благополучия чело
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612593686;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;бителей и благополучия человека (Роспотребнадзор) Адрес г. Краснодар, 350000, ул. Рашпилевская, 100 Приёмная +7 (861) 259-36-86 Факс +7 (861) 255-86-97 Территориальный фонд обязательного медицинского страхования Краснодарского края Ад
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78612558697;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;овека (Роспотребнадзор) Адрес г. Краснодар, 350000, ул. Рашпилевская, 100 Приёмная +7 (861) 259-36-86 Факс +7 (861) 255-86-97 Территориальный фонд обязательного медицинского страхования Краснодарского края Адрес г. Краснодар, 350020,
2539010235;"ГБУЗ ""ККБ № 2""";телефон;+78002006050;;;общий;сайт предприятия;https://kkb2-kuban.ru/contacts;зательного медицинского страхования Краснодарского края Адрес г. Краснодар, 350020, ул. Красная, 178 Телефон 8800-200-60-50 Контакты Пациентам Информационные материалы Платные услуги Медицинский туризм Часы посещений Профил
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Габриэль Сергей Александрович;Габриэль Сергей Александрович;Главный врач;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;Главный врач Габриэль Сергей Александрович +7 (861) 222-01-63 kkb2@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Станиславович +7 (861) 222-00-17 dc@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Заместитель главного врача по клинико-экспертной и
2539010235;"ГБУЗ ""ККБ № 2""";телефон человека (не нашей роли);+78612220163;Габриэль Сергей Александрович;Главный врач;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;8, 53, 65, 177 Название остановки: улица Таманская. Прием граждан Главный врач Габриэль Сергей Александрович +7 (861) 222-01-63 kkb2@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Ста
2539010235;"ГБУЗ ""ККБ № 2""";почта человека (не нашей роли);kkb2@kkb2-kuban.ru;Габриэль Сергей Александрович;Главный врач;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;ие остановки: улица Таманская. Прием граждан Главный врач Габриэль Сергей Александрович +7 (861) 222-01-63 kkb2@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Станиславович +7 (861)
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Крушельницкий Владимир Станиславович;Крушельницкий Владимир Станиславович;Первый заместитель главного врача;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;Первый заместитель главного врача Крушельницкий Владимир Станиславович +7 (861) 222-00-17 dc@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Заместитель главного врача по клинико-экспертной и организационно-методической работе Ковалевская Ольга Витальевна +7 (861) 222-79-19 omo@kkb2-kuban.ru ежедне
2539010235;"ГБУЗ ""ККБ № 2""";телефон человека (не нашей роли);+78612220017;Крушельницкий Владимир Станиславович;Первый заместитель главного врача;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;-kuban.ru ежедневно с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Станиславович +7 (861) 222-00-17 dc@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Заместитель главного врача по клинико-экспертной и организацио
2539010235;"ГБУЗ ""ККБ № 2""";почта человека (не нашей роли);dc@kkb2-kuban.ru;Крушельницкий Владимир Станиславович;Первый заместитель главного врача;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;с 15:00 до 16:00 Первый заместитель главного врача Крушельницкий Владимир Станиславович +7 (861) 222-00-17 dc@kkb2-kuban.ru ежедневно с 15:00 до 16:00 Заместитель главного врача по клинико-экспертной и организационно-методической ра
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Ковалевская Ольга Витальевна;Ковалевская Ольга Витальевна;Заместитель главного врача по клинико-экспертной и организационно-методической работе;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;Заместитель главного врача по клинико-экспертной и организационно-методической работе Ковалевская Ольга Витальевна +7 (861) 222-79-19 omo@kkb2-kuban.ru ежедневно с 14:00 до 15:00 Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (861) 222-01-62 stac@kkb2-kuban.ru е
2539010235;"ГБУЗ ""ККБ № 2""";телефон человека (не нашей роли);+78612227919;Ковалевская Ольга Витальевна;Заместитель главного врача по клинико-экспертной и организационно-методической работе;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;итель главного врача по клинико-экспертной и организационно-методической работе Ковалевская Ольга Витальевна +7 (861) 222-79-19 omo@kkb2-kuban.ru ежедневно с 14:00 до 15:00 Заместитель главного врача по медицинской части Синьков Серге
2539010235;"ГБУЗ ""ККБ № 2""";почта человека (не нашей роли);omo@kkb2-kuban.ru;Ковалевская Ольга Витальевна;Заместитель главного врача по клинико-экспертной и организационно-методической работе;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;по клинико-экспертной и организационно-методической работе Ковалевская Ольга Витальевна +7 (861) 222-79-19 omo@kkb2-kuban.ru ежедневно с 14:00 до 15:00 Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (86
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Синьков Сергей Васильевич;Синьков Сергей Васильевич;Заместитель главного врача по медицинской части;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (861) 222-01-62 stac@kkb2-kuban.ru ежедневно с 14:00 до 16:00 Заместитель главного врача по хирургии Дурлештер Владимир Моисеевич +7 (861) 222-01-86 stac@kkb2-kuban.ru ежедневно с 8:30 до 9:00 и с 14:30 до 15:00 Зам
2539010235;"ГБУЗ ""ККБ № 2""";телефон человека (не нашей роли);+78612220162;Синьков Сергей Васильевич;Заместитель главного врача по медицинской части;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;ban.ru ежедневно с 14:00 до 15:00 Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (861) 222-01-62 stac@kkb2-kuban.ru ежедневно с 14:00 до 16:00 Заместитель главного врача по хирургии Дурлештер Владимир Мо
2539010235;"ГБУЗ ""ККБ № 2""";почта человека (не нашей роли);stac@kkb2-kuban.ru;Синьков Сергей Васильевич;Заместитель главного врача по медицинской части;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;4:00 до 15:00 Заместитель главного врача по медицинской части Синьков Сергей Васильевич +7 (861) 222-01-62 stac@kkb2-kuban.ru ежедневно с 14:00 до 16:00 Заместитель главного врача по хирургии Дурлештер Владимир Моисеевич +7 (861) 222
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Дурлештер Владимир Моисеевич;Дурлештер Владимир Моисеевич;Заместитель главного врача по хирургии;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;Заместитель главного врача по хирургии Дурлештер Владимир Моисеевич +7 (861) 222-01-86 stac@kkb2-kuban.ru ежедневно с 8:30 до 9:00 и с 14:30 до 15:00 Заместитель главного врача по акушерско-гинекологической помощи Шаповалова Ольга Александровна +7 (861) 222-04-83 pc@kkb2-kuban.ru ежедневно с
2539010235;"ГБУЗ ""ККБ № 2""";телефон человека (не нашей роли);+78612220186;Дурлештер Владимир Моисеевич;Заместитель главного врача по хирургии;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;kb2-kuban.ru ежедневно с 14:00 до 16:00 Заместитель главного врача по хирургии Дурлештер Владимир Моисеевич +7 (861) 222-01-86 stac@kkb2-kuban.ru ежедневно с 8:30 до 9:00 и с 14:30 до 15:00 Заместитель главного врача по акушерско-гин
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Шаповалова Ольга Александровна;Шаповалова Ольга Александровна;Заместитель главного врача по акушерско-гинекологической помощи;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;Заместитель главного врача по акушерско-гинекологической помощи Шаповалова Ольга Александровна +7 (861) 222-04-83 pc@kkb2-kuban.ru ежедневно с 13:00 до 15:00 Заместитель главного врача по педиатрической помощи Модель Галина Юрьевна +7 (861) 222-04-83 gmodkkb2@kkb2-kuban.ru Пн, ср, пт с 14:00
2539010235;"ГБУЗ ""ККБ № 2""";телефон человека (не нашей роли);+78612220483;Шаповалова Ольга Александровна;Заместитель главного врача по акушерско-гинекологической помощи;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;4:30 до 15:00 Заместитель главного врача по акушерско-гинекологической помощи Шаповалова Ольга Александровна +7 (861) 222-04-83 pc@kkb2-kuban.ru ежедневно с 13:00 до 15:00 Заместитель главного врача по педиатрической помощи Модель Гал
2539010235;"ГБУЗ ""ККБ № 2""";почта человека (не нашей роли);pc@kkb2-kuban.ru;Шаповалова Ольга Александровна;Заместитель главного врача по акушерско-гинекологической помощи;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;тель главного врача по акушерско-гинекологической помощи Шаповалова Ольга Александровна +7 (861) 222-04-83 pc@kkb2-kuban.ru ежедневно с 13:00 до 15:00 Заместитель главного врача по педиатрической помощи Модель Галина Юрьевна +7 (86
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Модель Галина Юрьевна;Модель Галина Юрьевна;Заместитель главного врача по педиатрической помощи;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;Заместитель главного врача по педиатрической помощи Модель Галина Юрьевна +7 (861) 222-04-83 gmodkkb2@kkb2-kuban.ru Пн, ср, пт с 14:00 до 16:00 Вт, чт (подразделения ПЦ, ул. Таманская, 130) с 11:00 до 12:00 Заведующий поликлиникой СКАЛ Каменева Елена Сергеевна +7 (861) 222-00-07 skal@kkb2-ku
2539010235;"ГБУЗ ""ККБ № 2""";почта человека (не нашей роли);gmodkkb2@kkb2-kuban.ru;Модель Галина Юрьевна;Заместитель главного врача по педиатрической помощи;чужая;сайт предприятия;https://kkb2-kuban.ru/contacts;3:00 до 15:00 Заместитель главного врача по педиатрической помощи Модель Галина Юрьевна +7 (861) 222-04-83 gmodkkb2@kkb2-kuban.ru Пн, ср, пт с 14:00 до 16:00 Вт, чт (подразделения ПЦ, ул. Таманская, 130) с 11:00 до 12:00 Заведующий полик
2539010235;"ГБУЗ ""ККБ № 2""";человек не нашей роли;Каменева Елена Сергеевна;Каменева Елена Сергеевна;Заведующий поликлиникой СКАЛ;не определена;сайт предприятия;https://kkb2-kuban.ru/contacts;Заведующий поликлиникой СКАЛ Каменева Елена Сергеевна +7 (861) 222-00-07 skal@kkb2-kuban.ru ежедневно с 9:00 до 11:00 Министерство здравоохранения Краснодарского края Адрес г. Краснодар, 350020, ул. Коммунаров, д.276/1 Единый многоканальный телефон министерства +7 (861) 207-07-07 Территориальн
2539010235;"ГБУЗ ""ККБ № 2""";телефон человека (не нашей роли);+78612220007;Каменева Елена Сергеевна;Заведующий поликлиникой СКАЛ;не определена;сайт предприятия;https://kkb2-kuban.ru/contacts;одразделения ПЦ, ул. Таманская, 130) с 11:00 до 12:00 Заведующий поликлиникой СКАЛ Каменева Елена Сергеевна +7 (861) 222-00-07 skal@kkb2-kuban.ru ежедневно с 9:00 до 11:00 Министерство здравоохранения Краснодарского края Адрес г. Кра
2539010235;"ГБУЗ ""ККБ № 2""";почта человека (не нашей роли);skal@kkb2-kuban.ru;Каменева Елена Сергеевна;Заведующий поликлиникой СКАЛ;не определена;сайт предприятия;https://kkb2-kuban.ru/contacts;Таманская, 130) с 11:00 до 12:00 Заведующий поликлиникой СКАЛ Каменева Елена Сергеевна +7 (861) 222-00-07 skal@kkb2-kuban.ru ежедневно с 9:00 до 11:00 Министерство здравоохранения Краснодарского края Адрес г. Краснодар, 350020, ул. К
2539010235;"ГБУЗ ""ККБ № 2""";почта;connect@kkb2-kuban.ru;;;общий;сайт предприятия;https://kkb2-kuban.ru/press;ей больнице. Поддержка информационных проектов о здоровье. Если у вас есть вопросы или запросы, пишите нам на connect@kkb2-kuban.ru – мы всегда на связи! Новости смотреть все 23.06.2026 Опасная иллюзия Почему грыжу нельзя игнорировать и к
2540021263;"ГБУЗ ""ПККБ № 1""";почта;prim_kkb1@mail.ru;;;общий;сайт предприятия;https://pkkb1.ru/;ения (бюджетная) Юридический и почтовый адрес 690091, г.Владивосток, ул.Алеутская 57 Адрес электронной почты prim_kkb1@mail.ru Статистика Метрики для сегодня Просмотры страниц: 424 Визиты: 244 Посетители: 224 Политика конфиденциал
2540021263;"ГБУЗ ""ПККБ № 1""";телефон;+74232400624;;;общий;сайт предприятия;https://pkkb1.ru/;бюджетное учреждение здравоохранения Приморская краевая клиническая больница № 1 ГБУЗ ПККБ №1 • СALL ЦЕНТР: 8 (423) 240-06-24 Запись к врачу  Слабовидящим ИСКАТЬ Поиск ИСКАТЬ Главная Запись на прием к врачу О нас И
2540021263;"ГБУЗ ""ПККБ № 1""";телефон;+74232648834;;;общий;сайт предприятия;https://pkkb1.ru/;"Карта сайта Вакансии Платные услуги Менеджер по платным услугам амбулаторно-поликлинического отделения 8 (423) 264-88-34 Оказание платных услуг Прейскурант цен Для пациента Важная информация Онлайн-консультации ""Облако зд"
2540021263;"ГБУЗ ""ПККБ № 1""";телефон;+74232457520;;;общий;сайт предприятия;https://pkkb1.ru/;граждан » Главный врач ПККБ № 1 Попов А.В. Лидер Приморского края по операциям на щитовидной железе Телефон 8 (423) 245-75-20 Хирургическое отделение №2 » Зав. Хирургическим отделением №2 Ковалев В.А. Отделение хирургического лечения
2540021263;"ГБУЗ ""ПККБ № 1""";телефон;+74232457596;;;общий;сайт предприятия;https://pkkb1.ru/;ским отделением №2 Ковалев В.А. Отделение хирургического лечения сложных нарушений ритма сердца и ЭКС Телефон 8-(423)-245-75-96 Радиочастотная абляция » Врач-электрофизиолог Барвинский В. А. Неврологическое отделение для больных с ОНМК
