marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
6ГВ 18/6;6ГВ18/6;6ГВ 18/6 | 6ГВ-18/6;ЦК Ц/Ц;да;1;1;компрессор;регулярка;"«Компрессор винтовой газовый 6ГВ 18/6 17 техн. №2/2 зав. №85008» Винтовая газокомпрессорная станция ""Троицкая"" ЦПНГиВ 2 УПНГиВ";https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-17576-2017
ВК 25 Э;ВК25Э;ВК 25 Э | ВК 25-Э | ВК-25-Э | ВК-25Э;К Ц К;да;1;1;компрессор;регулярка;«Компрессор винтовой воздушный ВК 25 Э зав. №2904» ГКС «Зыбза»;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-17578-2017
К 33;К33;К 33 | К-33;К Ц;да;1;1;компрессор;регулярка;«Компрессор воздушный поршневой №К 33 зав. №102» ГКС «Зыбза»;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-17580-2017
ВВ1;ВВ1;ВВ1;КЦ;да;1;1;узел: компрессор;регулярка;Трубопровод водяного охлаждения компрессоров, зав. № б/н, инв. № б/н, рег. № 2-ВВ1, эксплуатируемый на ГКС № 1 Зыбза ЦПНГиВ-3;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-00445-2017
К 1/2;К1/2;К 1/2;К Ц/Ц;да;1;1;компрессор;регулярка;Компрессор винтовой7ВКГ 50/7, зав.№ 86023, агрегат № К 1/2, инв.№РН1-00001019, эксплуатируемый на ГКС Ключевая , ЦПНГиВ-1;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-09540-2016
К 1/1;К1/1;К 1/1 | К-1/1;К Ц/Ц;да;1;1;компрессор;регулярка;Компрессор винтовой7ВКГ 50/7, зав.№ 90024, агрегат № К 1/1, инв.№РН1-00001017, эксплуатируемый на ГКС Ключевая , ЦПНГиВ-1;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-09542-2016
К-1/1,2,3;К1/1.2.3;К-1/1,2,3;К-Ц/Ц,Ц,Ц;нет;1;1;узел: компрессор;регулярка;Технологический трубопровод попутный нефтяной газ к компрессорам К-1/1,2,3, рег.№ 1, эксплуатируемый на ВГКС Троицкая, ЦПНГиВ-2;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-09252-2016
ВК-33;ВК33;ВК-33;К-Ц;да;1;1;компрессор;регулярка;компрессор поршневой ВК-33, зав. № 2904, инв. № РН2-00003991, эксплуатируемый на ГКС Зыбза, ЦПНГиВ-3;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-01533-2016
ВРБ 7;ВРБ7;ВРБ 7;К Ц;да;1;1;воздуходувка;регулярка;Нагнетательный водовод от ВРБ 7 до ВРБ 8, применяемое на опасном производственном объекте «Система промысловых (межпромысловых) трубопроводов ЦПНГиВ №1», рег.№ А30-05453-001;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-12378-2015
ВРБ 4;ВРБ4;ВРБ 4;К Ц;да;1;1;воздуходувка;регулярка;Нагнетательный водовод от ВРБ 4 до ВРБ 7, применяемое на опасном производственном объекте «Система промысловых (межпромысловых) трубопроводов ЦПНГиВ №1», рег.№ А30-05453-0012;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-11053-2015
ГВ 18/6-17;ГВ18/617;ГВ 18/6-17;К Ц/Ц-Ц;да;1;1;компрессор;регулярка;компрессор винтовой 6 ГВ 18/6-17, зав. №85008, инв. №Н4р-033703, эксплуатируемый в ВГКС Троицкая, ЦПНГиВ-2;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-07480-2015
RHER 1238;RHER1238;RHER 1238;Л Ц;да;1;1;ресивер;регулярка;линейный ресивер RHER 1238, зав. № 94170, рег. № 100 «СХ»;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-04825-2021
RSH 1644;RSH1644;RSH 1644;Л Ц;да;1;1;ресивер;регулярка;Циркуляционного ресивера RSH 1644 (-40), зав. № 94131, рег. № 2023 «СХ», компрессорного цеха АО «БРПИ»;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-05495-2017
SАВ 163 ВF;SАВ163ВF;SАВ 163 ВF | SАВ 163ВF;ЛК Ц КЛ;нет;1;1;компрессор;регулярка;"техническое устройство, применяемое на ОПО: аммиачный винтовой компрессор SАВ 163 ВF, зав. № 100.142, поз. 2 холодильно-компрессорного цеха ЗАО ""БРПИ"", г. Москва";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-01264-2016
SАВ 163ВF;SАВ163ВF;SАВ 163 ВF | SАВ 163ВF;ЛК ЦКЛ;нет;1;1;компрессор;регулярка;"техническое устройство, применяемое на ОПО: аммиачный винтовой компрессор SАВ 163ВF, зав. № 100.141, поз. 4 холодильно-компрессорного цеха ЗАО ""БРПИ"", г. Москва";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-01267-2016
АП-110;АП110;АП-110;К-Ц;да;1;1;узел: ресивер;регулярка;Всасывающий трубопровод от циркуляционных ресиверов до агрегатов АП-110, T=-13˚C, поз. 13, расположенный в компрессорном цехе (машинное отделение) ЗАО «Йошкар-Олинский мясокомбинат»;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-00547-2016
F2-MS3-2500;F2MS32500;F2-MS3-2500 | F2MS3-2500;ЛЦ-ЛЦ-Ц;нет;1;1;узел: ресивер;регулярка;Всасывающий трубопровод от циркуляционных ресиверов до агрегатов F2-MS3-2500, T=-40˚C, поз. 1, расположенный в компрессорном цехе (машинное отделение) ЗАО «Йошкар-Олинский мясокомбинат;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-15893-2015
3QE01;3QE01;3QE01;ЦЛЦ;да;1;1;компрессор;регулярка;Сосуды, работающие под давлением, газового поршневого компрессора 2HM/1 3QE01 зав.№A07107;https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-550704-2025
2QE01;2QE01;2QE01;ЦЛЦ;да;1;1;компрессор;регулярка;Сосуды, работающие под давлением, газового поршневого компрессора 2HM/1 2QE01 зав.№A09621;https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-550720-2025
1QE01;1QE01;1QE01;ЦЛЦ;да;1;1;компрессор;регулярка;Сосуды, работающие под давлением, газового поршневого компрессора 2HM/1 1QE01 зав.№A07104;https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-551382-2025
S40;S40;S40;ЛЦ;да;1;1;компрессор;регулярка;технические устройства: винтовой компрессор BOGE S40 зав. № 52648, инв. № 04189, поз. 209, винтовой компрессор BOGE S40 зав. № 52649, инв. № 04791, поз. 208, эксплуатируемые на опасном производственно;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-14332-2025
S 340;S340;S 340;Л Ц;да;1;1;компрессор;регулярка;"технические устройства:  мешалка буферного бака PVE3-PTO(B)4 поз. №144 (инв. №4957);  компрессор фабричного воздуха BOGE S 340 поз. №212 (инв. №5257);  мокрый барабанный сепаратор ERIEZ PDWD 90.275";https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-07347-2025
3Р-7/220;3Р7/220;3Р-7/220;ЦК-Ц/Ц;да;1;1;компрессор;регулярка;Поршневой компрессор 3Р-7/220, зав.№124, тех.№16(2), инв.№Я-9/174, ПАО «Кузнецов», ОП «Винтай», цех №31, корпус №6;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21118-2016
ЗР-7/220;ЗР7/220;ЗР-7/220;К-Ц/Ц;да;1;1;узел: компрессор;регулярка;Трубопровод азота от компрессоров ЗР-7/220 на блок осушки азота;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06366-2016
6ВМ16-140/200М1, ЗГ;6ВМ16140/200М1.ЗГ;6ВМ16-140/200М1, ЗГ;ЦКЦ-Ц/ЦКЦ, К;нет;1;1;узел: компрессор;регулярка;Трубопровод воздуха от компрессоров 6ВМ16-140/200М1, ЗГ-100/200 на блоки осушки, блок очистки, блок разделения установки КЖАР-2;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06367-2016
AS-2,15;AS2.15;AS-2,15;Л-Ц,Ц;да;1;1;ресивер;регулярка;Ресивер аммиачный горизонтальный AS-2,15 зав.№ 717, рег.№89096 - объект экспертизы применяется на опасном производственном объекте: «Площадка аммиачно-холодильного хозяйства», принадлежащий ООО «Трио-;https://monitor-pb.ru/conclusion/31-%D0%A2%D0%A3-778014-2026
AS-2,15М;AS2.15М;AS-2,15М;Л-Ц,ЦК;нет;1;1;ресивер;регулярка;техническое устройство «Ресивер аммиачный горизонтальный AS-2,15М зав.№717, рег. № 89096, применяемый на опасном производственном объекте «Аммиачно-холодильная установка Класс опасности ОПО III класс.;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-14214-2022
2ВМ10-50,8;2ВМ1050.8;2ВМ10-50,8;ЦКЦ-Ц,Ц;нет;1;1;компрессор;регулярка;Компрессор 2ВМ10-50,8, зав. №886, рег. №б/н, применяемый на ОПО «Рудник «Южный», по адресу: Приморский край, Дальнегорский городской округ, Кавалеровское лесничество, Тайгинское участковое лесничество;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-09611-2023
Е-33;Е33;Е-33;К-Ц;да;1;1;ресивер;регулярка;Ресивер воздушный вертикальный Е-33, рег. № 2320;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-24276-2019
РК-1;РК1;РК-1;К-Ц;да;1;1;узел: компрессор;регулярка;"Трубопровод нагнетания аммиака от компрессоров РК-1 - РК-3, ВК-4, ВК-5 до промсосудовПС-1 - ПС-5; и отсоса от ПС-1 - ПС-5 до компрессоров ПК-1 - ПК-5";https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-01214-2014
4ВУ0,5-1,5/16;4ВУ0.51.5/16;4ВУ0,5-1,5/16;ЦКЦ,Ц-Ц,Ц/Ц;нет;1;1;компрессор;регулярка;Установка компрессорная 4ВУ0,5-1,5/16, зав. № 162 (Газокомпрессорный участок, ООО Шкаповское ГПП»);https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-70121-2024
VDV 1-3-74/7/5/-25;VDV1374/7/5/25;VDV 1-3-74/7/5/-25;Л Ц-Ц-Ц/Ц/Ц/-Ц;нет;1;1;компрессор;регулярка;ЗАКЛЮЧЕНИЕ №25-ТУ-0077-2023 экспертизы промышленной безопасности на техническое устройство: «Поршневой дожимной компрессор Booster-302 VDV 1-3-74/7/5/-25, зав.№F0505125, инв.№20308464» применяемое на ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-75772-2023
ОЖ-3;ОЖ3;ОЖ-3;К-Ц;да;1;1;узел: компрессор;регулярка;Трубопровод выхода очищенного попутного нефтяного газа с К-1 на ОЖ-3 и до приема 1 ступени газомотокомпрессоров 10ГК. Уравнительная линия очищенного нефтяного газа между ОЖ-3 и Е-14, рег. № 2. УПГ (СО;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38622-2018
РВ 000;РВ000;РВ 000;К Ц;да;1;1;ресивер;регулярка;ресивер 3,5 РВ 000 зав. № 12114, рег. № 20787, техническое устройство, применяемое на ОПО «Аммиачно-холодильная установка» (рег. № А47-10293-0001 от 19.09.2000 г. – III класс);https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-24141-2020
ЗАФ49К52Х;ЗАФ49К52Х;ЗАФ49К52Х;КЦКЦК;да;1;1;компрессор;регулярка;Компрессор ЗАФ49К52Х зав. №08932710, тех. №503;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06461-2018
GМА10.2;GМА10.2;GМА10.2;ЛКЦ.Ц;нет;1;1;компрессор;регулярка;"компрессоры моделей GМА10.2 (3 шт.) производства фирмы ""BUHLER AG"" (Швейцария), применяемые на элеваторе ОАО ""Мельничный комбинат в Сокольниках"", г. Москва, ул. Жебрунова, д. 6";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-04575-2018
3АФ49Ю52Я;3АФ49Ю52Я;3АФ49Ю52Я;ЦКЦКЦК;да;1;1;компрессор;регулярка;компрессоры моделей 3АФ49Ю52Я (1 шт.), 3АФ49К52Х (1 шт.), 3АФ49К52Ц (2 шт.) производства ПАО «Мелитопольский компрессор» (г. Мелитополь, Украина), применяемые на элеваторе ОАО «Мельничный комбинат в С;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-04616-2018
OROPOTE-2AF-53M-1;OROPOTE2AF53M1;OROPOTE-2AF-53M-1;Л-ЦЛ-ЦЛ-Ц;нет;1;1;компрессор;регулярка;Компрессор модели OROPOTE-2AF-53M-1 производства фирмы AB “Umega” dpt.“Vienybe” (Литва), применяемый в мельнице №2 ОАО «Мельничный комбинат в Сокольниках» (г. Москва, ул. Жебрунова, 6).;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09080-2017
GA22P;GA22P;GA22P;ЛЦЛ;да;1;1;компрессор;регулярка;Компрессор модели GA22P производства фирмы «Atlas Copco» (Бельгия), применяемый в складе БХМ №1 ОАО «Мельничный комбинат в Сокольниках» (г. Москва, ул. Жебрунова, 6);https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-05288-2017
НФ811;НФ811;НФ 811 | НФ-811 | НФ811;КЦ;да;1;1;компрессор;регулярка;компрессор НФ811, зав. № 8112948;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-07347-2016
TP14X22L0;TP14X22L0;TP14X22L0;ЛЦЛЦЛЦ;нет;1;1;компрессор;регулярка;Центробежный компрессор Model TP14X22L0, зав. №40000612-010;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24465-2025
HHE-2;HHE2;HHE-2;Л-Ц;да;1;1;компрессор;регулярка;"Заключение экспертизы промышленной безопасности № 2203/01-25 на техническое устройство Поршневой компрессор марки 2-HHE-2, поз. 430/5001А, зав. № XHH-1801-N, (ООО ""Управление этиленопроводов-Нижнекамс";https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-644417-2026
FH2/1;FH2/1;FH2/1;ЛЦ/Ц;нет;1;1;узел: компрессор;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 0388/01-24 техническое устройство – фильтр на всасе компрессора поз. 440/2003А, зав. № 38109/FH2/1, рег. № 43 20-4096-ОК(НХС) ООО «УЭТП-НКНХ», применя;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14872-2024
280Е79800;280Е79800;280Е79800;ЦКЦ;да;1;1;узел: компрессор;регулярка;маслоохладитель компрессора поз. 430/1001В, ТехПозиция 2112В/430/1001В/280Е79800, зав. № 777, рег. № 104;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-09103-2024
2HA-2GT;2HA2GT;2HA-2GT | 2HA2GT;ЦЛ-ЦЛ;да;1;1;компрессор;регулярка;Заключение № КН-0287-22 экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте: Установка компрессорная поршневая 2HA-2GT (зав.№9680CR, техн.№43;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-275261-2022
2HY2GT;2HY2GT;2HY2GT;ЦЛЦЛ;да;1;1;компрессор;регулярка;Установка компрессорная поршневая 2HY2GT (зав.№ 9678CR, техн.№430/1005);https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-16332-2020
2ННЕ-2NL-2;2ННЕ2NL2;2ННЕ-2NL-2;ЦК-ЦЛ-Ц;нет;1;1;компрессор;регулярка;компрессор 2ННЕ-2NL-2 зав.№ХНН-1804-N, позиция 430/2003, класс опасности I;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-02831-2017
2HY4GT;2HY4GT;2HY4GT;ЦЛЦЛ;да;1;1;компрессор;регулярка;Компрессоры марки 2HY4GT зав.№№ 9676CR, 9677CR, 9678CR принадлежащие ООО «УЭТП-НКНХ» цех 2202;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-01824-2015
АКРАБ 100;АКРАБ100;АКРАБ 100;К Ц;да;1;1;компрессор;регулярка;Компрессор ротационный пластинчатый АКРАБ 100 зав.. № 560 , «Аммиачно-холодильная установка» рег. № А26-01094-0002 АО «НОРЕБО РУ», находится в эксплуатации по адресу: 141607, Московская область, г. Кл;https://monitor-pb.ru/conclusion/02-%D0%A2%D0%A3-15286-2018
ВК-260;ВК260;ВК-260;К-Ц;да;1;1;компрессор;регулярка;: Компрессор винтовой ВК-260 зав. № 36082 изготовлен Московским заводом «Компрессор» в 1987 г. и предназначен для компримирования аммиака на опасном производственном объекте III класса опасности «Амми;https://monitor-pb.ru/conclusion/02-%D0%A2%D0%A3-15292-2018
КУ 1.01;КУ1.01;КУ 1.01;К Ц.Ц;да;1;1;компрессор;регулярка;Компрессор поршневой 2BVTN/3 ст. № КУ 1.01 зав. № 7172, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонаполнительная компрессорная ;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32422-2022
КУ 1.02;КУ1.02;КУ 1.02;К Ц.Ц;да;1;1;компрессор;регулярка;Компрессор поршневой 2BVTN/3 ст. № КУ 1.02 зав. № 7173, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонаполнительная компрессорная ;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32424-2022
КУ 1.03;КУ1.03;КУ 1.03;К Ц.Ц;да;1;1;компрессор;регулярка;Компрессор поршневой 2BVTN/3 ст. № КУ 1.03 зав. № 7174, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонаполнительная компрессорная ;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32426-2022
КУ 1.04;КУ1.04;КУ 1.04;К Ц.Ц;да;1;1;компрессор;регулярка;Компрессор поршневой 2BVTN/3 ст. № КУ 1.04 зав. № 7175, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонаполнительная компрессорная ;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32430-2022
КУ 1.05;КУ1.05;КУ 1.05;К Ц.Ц;да;1;1;компрессор;регулярка;Компрессор поршневой 2BVTN/3 ст. № КУ 1.05 зав. № 7176, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонаполнительная компрессорная ;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32432-2022
КУ 1.06;КУ1.06;КУ 1.06;К Ц.Ц;да;1;1;компрессор;регулярка;Компрессор поршневой 2BVTN/3 ст. № КУ 1.06 зав. № 7178, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонаполнительная компрессорная ;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32435-2022
КУ 1.08;КУ1.08;КУ 1.08;К Ц.Ц;да;1;1;компрессор;регулярка;техническое устройство – Компрессор поршневой 2BVTN/3 ст. № КУ 1.08 зав. № 7179, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонапо;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32459-2022
КУ 1.09;КУ1.09;КУ 1.09;К Ц.Ц;да;1;1;компрессор;регулярка;техническое устройство – Компрессор поршневой 2BVTN/3 ст. № КУ 1.09 зав. № 7180, эксплуатируемый АО «Московский газоперерабатывающий завод», на опасном производственном объекте «Автомобильная газонапо;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32473-2022
21А-800;21А800;21А-800;ЦК-Ц;да;1;1;компрессор;регулярка;техническое устройство, применяемое на опасном производственном объекте – компрессор 21А-800 зав.№1рег.№1, применяемый на опасном производственном объекте «Аммиачно-холодильная установка»;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-11908-2020
PSH1230;PSH1230;PSH1230;ЛЦ;да;1;1;ресивер;регулярка;техническое устройство - Ресивер циркуляционный PSH1230 зав. №97769 рег. №1278А, эксплуатируется в составе опасного производственного объекта «Аммиачно-холодильная установка»;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-11881-2018
HR1030;HR1030;HR1030;ЛЦ;да;1;1;ресивер;регулярка;техническое устройство - Ресивер линейный HR1030 зав. №97881 рег. №1277А, эксплуатируется в составе опасного производственного объекта «Аммиачно-холодильная установка»;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-11882-2018
SAB 202SF;SAB202SF;SAB 202 SF | SAB 202SF;Л ЦЛ;да;1;1;компрессор;регулярка;техническое устройство - Компрессор SAB 202SF зав.№102646 рег.№5 эксплуатируется в составе опасного производственного объекта «Аммиачно-холодильная установка»;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-10918-2018
П-110, SA;П110.SA;П-110, SA;К-Ц, Л;нет;1;1;компрессор;регулярка;"компрессоры П-110, SAB-163 ООО ""Алтайхолод""";https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-02693-2016
SAB-163 BF;SAB163BF;SAB 163BF | SAB-163 BF;Л-Ц Л;да;1;1;компрессор;регулярка;компрессоры SAB-163 BF (поз. 2, зав. №100668), SAB-202 SF (поз. 5, зав. №102646) компрессорного цеха №2;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-18784-2015
К-250-62-5;К250625;К-250-62-5;К-Ц-Ц-Ц;да;1;1;компрессор;регулярка;Компрессор К-250-62-5, зав. № 288, поз. М-3/3;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-73167-2024
АСО-150;АСО150;АСО-150;К-Ц;да;1;1;ресивер;регулярка;Ресивер (для аппарата струйной очистки АСО-150) поз. Р150/7, зав. № 167, рег. № 13-02 ремонтно-производственного управления филиала «Азот» АО «ОХК «УРАЛХИМ» в городе Березники;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-41903-2023
ГТ-3М;ГТ3М;ГТ-3М;К-ЦК;да;1;1;воздуходувка;регулярка;нагнетатель воздуха типа 360-23-4 агрегата ГТ-3М №4 зав. №162, поз. М-101/Б4, ОПО «Площадка цеха № 53. Производство неконцентрированной азотной кислоты», рег. № А01-12112-0055, I класс опасности;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-54639-2021
WRV-204-165, ЗА;WRV204165.ЗА;WRV-204-165, ЗА;Л-Ц-Ц, К;нет;1;1;компрессор;регулярка;"техническое устройство компрессор HOWDEN WRV-204-165, ЗАВ. № 2078, ПОЗ. 50/2. цех №51 (УППиВА) филиала ""КЧХК"" АО ""ОХК ""Уралхим"" в г. Кирово-Чепецке, ОПО ""Площадка цеха №51. Производство аммиака"", рег.";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-35765-2020
U1/U2;U1/U2;U1/U2;ЛЦ/ЛЦ;нет;1;1;осушитель;регулярка;Осушительная колонка зав. №6M1039, поз. 1401-U1/U2, рег. №С-7220;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-08266-2020
3ГП-12/3544;3ГП12/3544;3ГП-12/3544;ЦК-Ц/Ц;да;1;1;компрессор;регулярка;Компрессор поршневой кислородный 3-ех ступенчатый 3ГП-12/3544, поз. № АК-5;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-38345-2019
К-540-41;К54041;К-540-41;К-Ц-Ц;да;1;1;компрессор;регулярка;Центробежный компрессор типа К-540-41, поз.48, цеха нитрит-нитратных солей, отделение нитрит-нитратных солей, филиала «Азот» АО «ОХК «УРАЛХИМ» в г. Березники;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-30300-2019
ТГ-65-1,06М1-В1;ТГ651.06М1В1;ТГ-65-1,06М1-В1 | ТГ-65-1.06М1-В1;К-Ц-Ц,ЦКЦ-КЦ;да;1;1;воздуходувка;регулярка;Газодувка типа ТГ-65-1,06М1-В1 поз. М-31/2;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-28624-2019
3ГП-12/35 У4;3ГП12/35У4;3ГП-12/35 У4 | 3ГП-12/35У4;ЦК-Ц/Ц КЦ;да;1;1;компрессор;регулярка;Компрессор поршневой кислородный 3-ех ступенчатый 3ГП-12/35 У4, поз. № АК-7;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-24467-2019
TV2S3K400/630;TV2S3K400/630;TV2S3K400/630;ЛЦЛЦЛЦ/Ц;нет;1;1;компрессор;регулярка;Компрессорная установка типа TV2S3K400/630 – TV2S3K400/270 поз. V4101A (V4101A/1-A/2);https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-19045-2019
3ГП 20/8;3ГП20/8;3ГП 20/8 | 3ГП-20/8 | 3ГП20/8;ЦК Ц/Ц;да;1;1;компрессор;регулярка;Компрессор 3ГП 20/8 № 5 поз. 2-5;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-54623-2018
ЗАФ-49В;ЗАФ49В;ЗАФ-49В;К-ЦК;да;1;1;компрессор;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на технические устройства Компрессор ЗАФ-49В №1006, Компрессор ЗАФ-49В №2000, Компрессор ЗАФ-49В №3000, Компрессор ЗАФ-49В №4000, Компрессор ЗАФ-49В №61;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-954061-2026
21V-1/А/В/С/D;21V1/А/В/С/D;21V-1/А/В/С/D;ЦЛ-Ц/К/К/К/Л;нет;1;1;осушитель;регулярка;Газ регенерации от осушителей нефтяного газа 21V-1/А/В/С/D до осушителей нефтяного газа К-301/303. рег.№502;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12886-2014
SGC 2317;SGC2317;SGC 2317;Л Ц;да;1;1;компрессор;регулярка;винтовой компрессор Frick SGC 2317 зав. № 10241L19887892Z, тех. № С-320, место установки: УПГ «Зареченская», ЦИТС «РИТЭК-Самара-Нафта» ООО «РИТЭК»;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-871902-2026
CFA34;CFA34;CFA34;ЛЦ;да;1;1;компрессор;регулярка;Заключение РИТЭК №9939.25-ТУ на агрегат Компрессор CAMERON CFA34 зав.№11Е1114, инв.№220005631 место установки: ЦДНГ-2 Площадка промысловой компрессорной станции Мензелинского м/р, рег.№ ОПО А53-05647-;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-462866-2025
ГЗУ-3 К;ГЗУ3К;ГЗУ-3 К;К-Ц К;да;1;1;ресивер;регулярка;техническое устройство: Ресивер зав.№ 486, рег.№ 227, инв.№ 36196779, ЦДНГ №3 «Котовский», СП ГЗУ-3 Котовская ОПО – Пункт подготовки и сбора нефти ГЗУ-3 «Котовская», рег.№А53-05647-0131, III класс опа;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-04761-2024
АНК1-65/5;АНК165/5;АНК1-65/5;КЦ-Ц/Ц;да;1;1;узел: воздуходувка;регулярка;техническое устройство:Арматура нагнетательная АНК1-65/50х21х11, зав.№10, инв. №35184669. ЦДНГ №1 «Арчединский», скважина №99. ОПО – Фонд скважин Кудиновского месторождения, рег. № А53-05647-0109, III;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-02502-2024
ГП-3,5/4-14У2;ГП3.5/414У2;ГП-3,5/4-14У2;К-Ц,Ц/Ц-ЦКЦ;нет;1;1;компрессор;регулярка;техническое устройство: Компрессор 302 ГП-3,5/4-14У2, зав.№ 4004, инв.№ 14880АЛВНГ, тех. №В-107/1, ЦДНГ №1 «Арчединский». ОПО – Площадка промысловой компрессорной станции ( КС «Кудиновская»), А53-0564;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-19234-2023
