inn;predpriyatie;sayt;priznak;ves;godnost;ssylka_dokazatelstva;citata;sam_sebya;kak_vzyat
1651057721;"ООО ""АЙ-ПЛАСТ""";https://iplast.com;ИНН предприятия найден в тексте страницы сайта;3;годен;https://iplast.com/;"t.com Подписаться на новости и акции &copy; 2026 Все права защищены. ООО «Ай-Пласт» / ИНН 1651057721 / ОГРН 1091651001749 Темная тема Светлая тема Пра";;ИНН на странице сайта
7705183476;"ООО ""АРНЕСТ ЮНИРУСЬ""";https://www.unirusgroup.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Главная | ООО «Арнест Юнирусь» Политика об обработке персональных данн;только название, ИНН не найден
5401232181;"ООО ""СИБЭЛЕКТРОПРИВОД""";null;сайт не открылся;0;негоден;;;;главная не открылась
3325011410;"АО ""МИЛМОНД""";https://hfoods.ru;домен принадлежит группе, а не этому юрлицу;1;сайт группы;;;Хаме | Хаме;название совпало, но сайт зовёт СЕБЯ «Хаме | Хаме», а не «милмонд», и имени предприятия нет в домене — это сайт группы
7413000630;"АО ""КМЭЗ""";null;сайт не открылся;0;негоден;;;;главная не открылась
6820018800;"ООО ""АГРОСОЮЗ""";https://agrosoyuznsk.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Группа компаний «АгроСоюз» Официальный сайт | Группа компаний «АгроСоюз» Официальный сайт | -2026г;только название, ИНН не найден
5406109142;"АО ""ГЛАВНОВОСИБИРСКСТРОЙ""";https://www.ao-gns.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;ОАО ГНС;только название, ИНН не найден
0270011660;"ООО ""ЗАВОД НИКОЛЬ-ПАК""";https://nicol-pack.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Николь Пак - Nicol-pack | Компания OOO «УК Николь-Пак» Изготовление сайтов и интернет;только название, ИНН не найден
7707375416;"ООО ""КИРОВПЕЙПЕР""";https://kirovpaper.com;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Производство бумажной продукции - Сайт ООО «Кировпапер»;только название, ИНН не найден
7819301797;"ООО ""БСХ БЫТОВЫЕ ПРИБОРЫ""";null;сайт не открылся;0;негоден;;;;главная не открылась
9705101614;"ПАО ""ЛК ""ЕВРОПЛАН""";https://sso.europlan.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
5403232532;"ОАО ""НОВОСИБХОЛОД""";https://novosibholod.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
7321313819;"ООО ""ВОЛЖСКАЯ ИНВЕСТИЦИОННАЯ КОМПАНИЯ""";null;сайт не открылся;0;негоден;;;;главная не открылась
6674153011;"ООО ""УМЗ"", ООО ""УРАЛЬСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""";http://www.uralmz.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Уральский металлургический завод;только название, ИНН не найден
5507066537;"ООО ""ЯСТРО-ПЕРЕРАБОТКА""";https://xn--n1adce7d.xn--p1ai;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
7204001630;"АО ""ТЮМЕНСКИЙ АККУМУЛЯТОРНЫЙ ЗАВОД""";https://tyumen-battery.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://tyumen-battery.ru/company/requisites/;муляторный завод» Сокращенное наименование: АО «Тюменский аккумуляторный завод» ИНН/ КПП: 7204001630/ 720301001 ОРГН: 1027200797392 Юридический адрес:;;ИНН на странице сайта
6229047842;"ООО ""ЭЛЛАДА""";https://xn-----6kccajysqclvh3a6c5h.xn--p1ai;домен принадлежит группе, а не этому юрлицу;1;сайт группы;;;Каникулы в Анапе Санатории ФНС России | Официальный сайт;название совпало, но сайт зовёт СЕБЯ «Каникулы в Анапе Санатории ФНС России | Официальный сайт», а не «эллада», и имени предприятия нет в домене — это сайт группы
5911040448;"АО ""БМЗ""";https://ukbmz.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";https://kuazot.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://kuazot.ru/contacts/;контакты необходимого подразделения или конкретного специалиста. Банковские реквизиты ИНН 6320005915 КПП 997550001 Р/с № 4070 2810 2542 8010 0458 Пово;;ИНН на странице сайта
7447295501;"ООО ""ВИНТКОМПЛЕКТ""";https://vintkomplekt.ru;сайт не открылся;0;негоден;;;;главная не открылась
4205064482;"ООО ПО ""ТОКЕМ""";https://www.tokem.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Ионообменные смолы | Фенольные смолы - Компания Токем;только название, ИНН не найден
4906000960;"АО ""ПОЛЮС МАГАДАН""";https://polyus.com;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Полюс | ПАО Полюс Раскрытие информации на сайте информ;только название, ИНН не найден
6623129116;"ООО ""СКАНДИПАКК АЛАБУГА""";https://scandipakk.com;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
5433188538;"ООО ""БЕРГАУФ МАРУСИНО""";https://bergauf.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
5606000223;"АО ""МЭЗ ""УРАЛЭЛЕКТРО""";https://uralelectro.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://uralelectro.ru/contact2/kartaorg/;ный реестр юридических лиц Номер и дата выдачи 1025600752649 от 2 сентября 2002г Коды ИНН 5606000223 КПП 560601001 ОКПО 05758017 ОГРН 1025600752649 ОК;;ИНН на странице сайта
6315526630;"АО ""ЖИГУЛЕВСКОЕ ПИВО""";https://samarabeer.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
5044144552;"ООО ""С99""";https://99colorspace.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
7536129954;"ООО ""РИГ СЕРВИС""";https://rigservice.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Ремонт, обслуживание грузовиков Европейского производства и горношахтного оборудования в Чите;только название, ИНН не найден
4501010984;"АО ""КЗЭМИ""";https://emi-kurgan.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://emi-kurgan.ru/contacts/;й» Юридический адрес: 640007, Курганская обл., г. Курган, пр-кт Машиностроителей, 28 ИНН: 4501010984 КПП: 450101001 скачать файлом обратная связь гото;;ИНН на странице сайта
4501044849;"ООО "" ПУЛЬСАТОР """;https://pulsator-45.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Услуги завода по литью металлов в Кургане| ООО «Пульсатор»;только название, ИНН не найден
4318004484;"ООО  ""МУРАШИНСКИЙ ФАНЕРНЫЙ ЗАВОД""";https://mfzavod.com;ИНН предприятия найден в тексте страницы сайта;3;годен;https://mfzavod.com/;"защищены. Общество с ограниченной ответственностью ""Мурашинский фанерный завод"", ИНН/КПП: 4318004484/431801001 Согласие на обработку персональных данн";;ИНН на странице сайта
5246020905;"ООО ""ПОСУДА""";https://www.posuda.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;"Интернет-магазин ""Посуда.Ру"" : посуда оптом и в розницу с доставкой по Москве, Санкт-Петербургу и всей России. | Все пра";только название, ИНН не найден
6623105958;"ООО ""НСМЗ""";https://nsmz.pro;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Материалы ВСП производство и продажа элементов верхнего строения пути | ООО «Нижнесалдинский металлургический завод» Сай;только название, ИНН не найден
2464010490;"ПАО ""КРАСФАРМА""";https://kraspharma.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://kraspharma.ru/;5) 787-95-99 +7 (8652) 22-13-41 +7 (495) 787-95-99 доб. 5521 © 2025 • ПАО “КРАСФАРМА” ИНН 2464010490 Форма авторизации Забыли пароль? Войти --> Форма;;ИНН на странице сайта
6674239607;"ООО ""СВЭЛ-СИЛОВЫЕ ТРАНСФОРМАТОРЫ""";https://svel.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
6663005798;"ПАО ""УРАЛМАШЗАВОД""";https://uralmash-kartex.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
3802008546;"АО ""ПОЛЮС ВЕРНИНСКОЕ""";https://polyus.com;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Полюс | ПАО Полюс Раскрытие информации на сайте информ;только название, ИНН не найден
5040059680;"АО ""МАПЕИ""";https://aomapei.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;МАПЕИ | МАПЕИ — официальный сайт производителя строительной химии | 2026;только название, ИНН не найден
5404271661;"ООО ""ПРОМТЕХСЕРВИС""";https://prom-ts.com;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;"ООО ""ПромТехСервис"" - комплексные поставки инновационного оборудования | ООО «Промтехсервис» Представительства Россия, М";только название, ИНН не найден
2223624670;"ООО ""БЛАГО-БАРНАУЛ""";https://gcblago.ru;домен принадлежит группе, а не этому юрлицу;1;сайт группы;;;ГК «Благо» — Производитель растительного масла в России | «Благо» Пользовательское соглашение en Компания История комп;название совпало, но сайт зовёт СЕБЯ «ГК «Благо» — Производитель растительного масла в России | «Благо» Поль», а не «благо-барнаул», и имени предприятия нет в домене — это сайт группы
5643007837;"ООО ""УК ""КОММУНАР""";https://gkskommunar.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
1648022038;"ООО ""ПТИЦЕВОДЧЕСКИЙ КОМПЛЕКС ""АК БАРС""";https://pestrechinka.com;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
7805368914;"ООО ""ТД ПОЛИМЕТАЛЛ""";https://www.polymetal.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;АО Полиметалл | Полиметалл;только название, ИНН не найден
7802732442;"ООО ""НТЦ ТПТ""";https://old.tf-tc.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://old.tf-tc.ru/contacts/;ии Контакты Поиск по сайту Главная Контакты Контакты ООО «НТЦ ТПТ» ОГРН 1107847394489 ИНН 7802732442 КПП 780201001 ОКПО 69206152 Адрес: 194064, Санкт-;;ИНН на странице сайта
1327000226;"ООО ""ВКМ - СТАЛЬ""";https://rmrail.ru;домен принадлежит группе, а не этому юрлицу;1;сайт группы;;;Компания РМ Рейл – производство грузовых вагонов и оборудования для нефтехимической и газовой промышленности;название совпало, но сайт зовёт СЕБЯ «Компания РМ Рейл – производство грузовых вагонов и оборудования для не», а не «вкм - сталь», и имени предприятия нет в домене — это сайт группы
7459004027;"ООО ""ОРАНЖСТИЛ""";https://osteel.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;ООО «ОранжСтил» — Уфалейский металлургический завод;только название, ИНН не найден
1677002780;"ООО ""ПИВОВАРЕННЫЙ ЗАВОД ""БЕЛЫЙ КРЕМЛЬ""";https://vk.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
1623012101;"СПССК ""ЕЛМАЙ""";https://elmai.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
6674116330;"АО ""ППЭА ""СИВАР""";https://www.sivar.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
0277077282;"ООО ""БГК""";https://bgkrb.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
3128011788;"АО ""СТОЙЛЕНСКИЙ ГОК""";https://sgok.nlmk.com;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;"Официальный сайт Стойленского горно-обогатительного комбината | ПАО ""НЛМК""";только название, ИНН не найден
6664013880;"АО ""УРАЛХИММАШ""";https://uralhimmash.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;"Уральский завод химического машиностроения | АО ""Уралхиммаш"" Ваш браузер устарел";только название, ИНН не найден
5918216877;"ООО ""ММК-ЛМЗ""";https://lysvamk.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://lysvamk.ru/o-kompanii/rekvizity/;в Владимир Сергеевич Реквизиты компании: ОГРН 1185958061013 Идентификационный номер (ИНН) 5918216877 Код причины постановки на учет 660850001 Код отра;;ИНН на странице сайта
5030041780;"ООО ""АУР НАРО-ФОМИНСК""";https://cans.ru;домен принадлежит группе, а не этому юрлицу;1;сайт группы;;;Арнест Упаковочные Решения;название совпало, но сайт зовёт СЕБЯ «Арнест Упаковочные Решения», а не «аур наро-фоминск», и имени предприятия нет в домене — это сайт группы
6025019903;"ООО ""ЗАВОД РЕОСТАТ""";https://reostat.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Главная — ООО «Завод Реостат» | ООО «Завод Реостат» Политика конфиденциальности Заказать обр;только название, ИНН не найден
7702513119;"ООО ""МОНОЛИТ-СТРОЙ""";null;сайт не открылся;0;негоден;;;;главная не открылась
8608053875;"ООО ""КОГАЛЫМ НПО-СЕРВИС""";https://knpos.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Когалым НПО-Сервис | Когалым НПО-Сервис | Все права защищены;только название, ИНН не найден
6611000252;"АО ""ИРБИТСКИЙ ХИМФАРМЗАВОД""";https://avexima.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
6627001318;"АО ""СУМЗ"", АО ""СРЕДНЕУРАЛЬСКИЙ МЕДЕПЛАВИЛЬНЫЙ ЗАВОД""";https://sumz.umn.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Среднеуральский медеплавильный завод;только название, ИНН не найден
6652011944;"АО ""АЗПТ""";https://azpt.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;АО «АЗПТ» - многопрофильный промышленный холдинг | Все права защищены «АЗПТ» Документы регламентирующие взаимоо;только название, ИНН не найден
1648041464;"ООО ""ПОДВЕСКА""";https://sokolov.ru;сайт не открылся;0;негоден;;;;главная не открылась
4720022460;"ООО ""ММПОФ ПЭКЭДЖИНГ""";https://mm-pof.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;ММПОФ | № 1 по производству картонных коробок с печатью и этикеток №;только название, ИНН не найден
5921002018;"АО ""ЧМЗ""";https://chmz.org;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
7014038550;"АО ""ТГОК ""ИЛЬМЕНИТ""";https://www.ilmenite.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://www.ilmenite.ru/about/kontakty/;кое, ул. Заводская, д. 100 Почтовый адрес: 634009, г. Томск, пр. Ленина, д. 100/1 ИНН/КПП 7014038550/701401001 ОКВЭД 07.29.42, 71.12.3, 08.12.2, 07.29;;ИНН на странице сайта
6621010115;"ООО ""БЕРГАУФ НЕВЬЯНСК""";https://bergauf.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
5904199692;"ООО ""ИНКАБ""";https://incab.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Производство оптического кабеля — Завод Инкаб | Производство оптического кабеля — Завод Инкаб | ООО «Инкаб» 2007—2026 По;только название, ИНН не найден
2540203376;"ООО ""РУСАГРО-ПРИМОРЬЕ""";https://ooogsm.pro;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
6315376946;"ПАО ""Т ПЛЮС""";https://www.tplusgroup.ru;ИНН предприятия найден в тексте страницы сайта;3;годен;https://www.tplusgroup.ru/clients/disclosure/;"ологическое присоединение) к системе теплоснабжения филиала «Самарский» ПАО «Т Плюс» (ИНН 6315376946) объекта &quot;Жилая застройка по ул. Калмыцкой (";;ИНН на странице сайта
6686054167;"ООО ""АМЕРТЕНД""";https://amertend.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
6652028306;"АО ""УГМ""";https://uralgidromash.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
7420005460;"АО ""ЧЕБАРКУЛЬСКОЕ МОЛОКО""";https://milk74.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Чебаркульское молоко - сайт Чебаркульского молочного завода | Главная;только название, ИНН не найден
6439082561;"ООО ""ВОЛГАГИДРО ТЯЖМАШ""";https://vk.ru;домен из поиска, ни ИНН, ни названия на нём нет;1;кандидат;;;;ни ИНН, ни названия
6658084667;"ООО ""ВИЗ-СТАЛЬ""";https://viz-steel.nlmk.com;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;Официальный сайт компании ВИЗ-Сталь, Группа НЛМК | НЛМК;только название, ИНН не найден
5410039642;"АО ""НМЗ ""ИСКРА""";https://nmz-iskra.ru;название предприятия совпало целиком, ИНН на сайте не указан;2;годен;;;АО Новосибирский механический завод Искра;только название, ИНН не найден
