inn;predpriyatie;marka;seriya;chto_eto;proizvoditelnost_m3min;davlenie;moshchnost;chem_menyaem;sostoyaniya;daty;ssylka;srok_sluzhby;vyvod_ekspertizy;telefon_predpriyatiya;lyudej_tehnicheskih
2443000518;"АО ""АНПЗ ВНК""";ТВ 175-1,6;ТВ;турбовоздуходувка;175.0;1.6;;центробежный компрессор среднего ряда;есть;10.04.2018 | 29.06.2020;https://monitor-pb.ru/conclusion/66-%D0%97%D0%A1-06522-2020;any | истёк | срок ИСТЁК | срок действует;не в полной мере | соответствует;;0
2457058356;"АО ""НТЭК""";К-100-90;К;центробежный компрессор;100.0;90;;центробежный компрессор среднего ряда;планировал;12.2021;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=efbe27c2-5b85-4c14-a8ba-f3a781391e6a_1ae65c94-4093-42d6-8875-24178bc49922&infoGuid=efbe27c2-5b85-4c14-a8ba-f3a781391e6a;any;не в полной мере | соответствует;;0
2457061920;"ООО ""НОРИЛЬСКИЙ ОБЕСПЕЧИВАЮЩИЙ КОМПЛЕКС""";К250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;08.07.2021;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-09265-2021;срок ИСТЁК;не в полной мере | соответствует;;0
2457061920;"ООО ""НОРИЛЬСКИЙ ОБЕСПЕЧИВАЮЩИЙ КОМПЛЕКС""";К250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;11.05.2021;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-06036-2021;срок ИСТЁК;не в полной мере | соответствует;;0
2457080792;"ООО ""МЕДВЕЖИЙ РУЧЕЙ""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;29.08.2023;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-13351-2023;any | срок действует;не в полной мере | соответствует;;0
2457080792;"ООО ""МЕДВЕЖИЙ РУЧЕЙ""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;13.08.2024 | 23.07.2024;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-12505-2024;any | срок действует;не в полной мере | соответствует;;0
2462206345;"АО ""Красмаш""";К250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;29.11.2018;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-14997-2018;срок ИСТЁК;не в полной мере | соответствует;;0
2465000141;"АО ""РУСАЛ КРАСНОЯРСК""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;17.05.2017;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-04305-2017;any;соответствует;;0
2465000141;"АО ""РУСАЛ КРАСНОЯРСК""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть | покупает;01.07.2026 | 08.05.2026 | 13.02.2026 | 25.03.2016 | 29.01.20;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-02760-2016;any;соответствует;;0
2466114215;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КРАСНОЯРСКИЙ ЖИЛИЩНО-КОММУНАЛЬНЫЙ КОМПЛЕКС""";ТВ-175-1,6-01.У3-М;ТВ;турбовоздуходувка;175.0;1.6;;центробежный компрессор среднего ряда;покупает;29.09.2015;https://www.tender.pro/api/tender/218169/view_public;;;;0
2503022413;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИМОРСКИЙ ВОДОКАНАЛ""";ТВ-80-1,6М-0,1;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал | покупает;02.2022 | 21.02.2022 01:00;https://www.roseltorg.ru/procedure/32211123046/1;;;;0
2536112729;"КГУП ""Примтеплоэнерго""";ТВ 80-1,6;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал | покупает;11.11.2024 05:00 | 11.2024;https://www.roseltorg.ru/procedure/32414154412/1;any;не в полной мере | соответствует;;0
2607018122;"ПАО ""ОГК-2""";К-800-240;К;центробежный компрессор;800.0;240;;турбокомпрессор большой производительности;планировал;04.2022;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=c2e0c7ef-09ed-4a46-b963-78d83c4095ea_f3f59b4e-a03e-4a07-579a-b89e47a4a028&infoGuid=c2e0c7ef-09ed-4a46-b963-78d83c4095ea;any;не в полной мере | соответствует;;0
2607018122;"ПАО ""ОГК-2""";К-300-240;К;центробежный компрессор;300.0;240;;центробежный компрессор крупного ряда;планировал;10.2022;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=c2e0c7ef-09ed-4a46-b963-78d83c4095ea_70d6b994-d450-8ed0-02ba-9247bd981040&infoGuid=c2e0c7ef-09ed-4a46-b963-78d83c4095ea;any;не в полной мере | соответствует;;0
2607018122;"ПАО ""ОГК-2""";К-220-130-1;К;центробежный компрессор;220.0;130;;центробежный компрессор крупного ряда;планировал;04.2024;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=79047b50-77e5-4350-972f-5d2feb70d860_349bd6b6-c1db-4d5c-ba2a-4a422f1f9a0e&infoGuid=79047b50-77e5-4350-972f-5d2feb70d860;any;не в полной мере | соответствует;;0
2607018122;"ПАО ""ОГК-2""";К-800-240-З;К;центробежный компрессор;800.0;240;;турбокомпрессор большой производительности;планировал;06.2024;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=79047b50-77e5-4350-972f-5d2feb70d860_85761f5b-4c2b-b084-0263-7d06ee419939&infoGuid=79047b50-77e5-4350-972f-5d2feb70d860;any;не в полной мере | соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";К-1500-62-2;К;центробежный компрессор;1500.0;62;;турбокомпрессор большой производительности;есть;04.04.2017 | 13.06.2018 | 18.05.2015 | 20.01.2020 | 22.06.20;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-489183-2025;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";К 180-131-1;К;центробежный компрессор;180.0;131;;центробежный компрессор среднего ряда;есть;29.11.2024;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-10289-2024;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";К-500-61-2;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;07.10.2025 | 19.05.2016 | 23.07.2020 | 25.03.2015;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-343372-2025;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";К-505-121-2;К;центробежный компрессор;505.0;121;;центробежный компрессор крупного ряда;есть;25.05.2017 | 29.12.2023;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03822-2017;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ЦК-135/8М;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;01.08.2025 | 17.01.2025 | 20.05.2019;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-33000-2025;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ЦК-100/6,5;ЦК;центробежный компрессор;100.0;6.5;;центробежный компрессор среднего ряда;есть;04.04.2017 | 15.03.2024 | 18.01.2018 | 21.02.2024 | 28.07.20;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-13775-2025;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ТВ 200-1,25;ТВ;турбовоздуходувка;200.0;1.25;;центробежный компрессор крупного ряда;есть;16.02.2018 | 19.03.2024 | 21.03.2018;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09070-2024;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ТВ 80-1;ТВ;турбовоздуходувка;80.0;1;;центробежный компрессор среднего ряда;есть;19.03.2024 | 20.03.2024;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09072-2024;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ТВ 200-1-1,25;ТВ;турбовоздуходувка;200.0;1;;центробежный компрессор крупного ряда;есть;19.03.2024;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-09080-2024;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ТВ 80-1,2;ТВ;турбовоздуходувка;80.0;1.2;;центробежный компрессор среднего ряда;есть;14.09.2017 | 15.09.2017 | 19.02.2018;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-01271-2018;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ТВ 80-1,25;ТВ;турбовоздуходувка;80.0;1.25;;центробежный компрессор среднего ряда;есть;22.03.2018;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02133-2018;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;покупает;07.08.2006;https://www.tender.pro/api/tender/21330/view_public;any | действует | истёк | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
2631805988;"ООО МЭЗ ""РЕСУРС""";ТВ-200-1,12;ТВ;турбовоздуходувка;200.0;1.12;;центробежный компрессор крупного ряда;есть;19.01.2021;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-00474-2021;any | срок ИСТЁК;не в полной мере | соответствует;;0
2635831153;"ООО ""НПО ""НХП""";К-110-1,6;К;центробежный компрессор;110.0;1;;центробежный компрессор среднего ряда;есть;22.12.2022;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%9F-14913-2022;any;соответствует;;0
2725031842;"АО ""ХРМК""";К-100-90;К;центробежный компрессор;100.0;90;;центробежный компрессор среднего ряда;планировал;08.2025 | 10.2025;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8d16d878-70ec-4f66-9d2a-4529963ee075_099b5ba0-bc4a-482c-bbc2-6fed18df66b1&infoGuid=8d16d878-70ec-4f66-9d2a-4529963ee075;;соответствует;;0
2725031842;"АО ""ХРМК""";К-210-130;К;центробежный компрессор;210.0;130;;центробежный компрессор крупного ряда;покупает;24.04.2020 06:00;https://www.roseltorg.ru/procedure/32009067305/1;;соответствует;;0
2725031842;"АО ""ХРМК""";К-200-130;К;центробежный компрессор;200.0;130;;центробежный компрессор крупного ряда;покупает;16.04.2020 23:00;https://www.roseltorg.ru/procedure/32009053411/1;;соответствует;;0
2902059091;"АО ""ПО ""СЕВМАШ""";К 250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;06.10.2025 | 25.09.2025;https://zakupki.mos.ru/need/5671957;;не в полной мере | соответствует;[];0
2902059091;"АО ""ПО ""СЕВМАШ""";К4-20;К;центробежный компрессор;4.0;20;;воздуходувка низкого давления;покупает;17.03.2026;https://zakupki.mos.ru/need/5971048;;не в полной мере | соответствует;[];0
3123460476;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ БЕЛГОРОДСКОЙ ОБЛАСТИ ""БЕЛГОРОДСКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""";ТВ 300-1,6;ТВ;турбовоздуходувка;300.0;1.6;;центробежный компрессор крупного ряда;планировал;03.2024 | 05.2023 | 09.2023 | 10.2023;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=52f2a140-c68c-488c-b5d5-b6417e1077eb_adc4b0af-86d3-40a0-aa86-213d011221c5&infoGuid=52f2a140-c68c-488c-b5d5-b6417e1077eb;;;;0
3128000313;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОСКОЛЦЕМЕНТ""";К 250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;17.11.2023 12:00;https://www.roseltorg.ru/procedure/COM31102300026/1;;;;0
3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;08.08.2018 | 11.03.2024 | 15.04.2021 | 16.01.2019 | 22.03.20;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%9F-03779-2018;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год;соответствует;"[""+7 (495) 981-55-55 (центральный)"", ""+7 (495) 981-99-92 (фа";0
3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;22.03.2018;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%9F-03779-2018;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год;соответствует;"[""+7 (495) 981-55-55 (центральный)"", ""+7 (495) 981-99-92 (фа";0
3234051310;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";ТВ175-1,6;ТВ;турбовоздуходувка;175.0;1.6;;центробежный компрессор среднего ряда;планировал;03.2023 | 05.2021 | 05.2022;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=2790c75d-62d4-4f8d-8c3c-77c4bf67f115_4d4be63f-5a82-4863-9f9f-2078aa80b191&infoGuid=2790c75d-62d4-4f8d-8c3c-77c4bf67f115;;;;0
3234051310;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";ТВ 300-1,6;ТВ;турбовоздуходувка;300.0;1.6;;центробежный компрессор крупного ряда;планировал;02.2022;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e66ca5bb-a17e-43a0-9514-7d33c9ecc50e_11ef49e8-bdd0-4c91-8c34-095f2a94ddbe&infoGuid=e66ca5bb-a17e-43a0-9514-7d33c9ecc50e;;;;0
3302000186;"ОАО ВКХ ""Мукомол""";ТВ-200-01.12;ТВ;турбовоздуходувка;200.0;01.12;;центробежный компрессор крупного ряда;есть;02.11.2015;https://monitor-pb.ru/conclusion/15-%D0%A2%D0%A3-18733-2015;срок ИСТЁК;соответствует;;0
3302001983;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВЛАДИМИРВОДОКАНАЛ"" ГОРОДА ВЛАДИМИРА";ТВ300-1,6;ТВ;турбовоздуходувка;300.0;1.6;;центробежный компрессор крупного ряда;планировал;04.2026 | 06.2025 | 09.2024;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=674c1a50-919d-43fd-8493-6f05e0220c68_5d4e09d6-4037-4c68-bbca-eee971091a7b&infoGuid=674c1a50-919d-43fd-8493-6f05e0220c68;;;;0
3302001983;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВЛАДИМИРВОДОКАНАЛ"" ГОРОДА ВЛАДИМИРА";ТВ 42-1,4М-01;ТВ;турбовоздуходувка;42.0;1.4;;воздуходувка низкого давления;планировал;09.2025;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=dc0d5f87-b3bd-4f0a-b961-3db2531c6ca5_8217cc82-56c4-4f2d-b27d-3eb9ae20bf5f&infoGuid=dc0d5f87-b3bd-4f0a-b961-3db2531c6ca5;;;;0
3304000103;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОЕ ПРЕДПРИЯТИЕ Г.ГУСЬ-ХРУСТАЛЬНЫЙ;ТВ-80-1.4;ТВ;турбовоздуходувка;80.0;1.4;;центробежный компрессор среднего ряда;планировал;02.2023 | 06.2025;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b0dffaf3-bfb3-47f3-a7ac-b1bfba45d479_13d1e18e-8ed0-44e5-be23-50cf8e367444&infoGuid=b0dffaf3-bfb3-47f3-a7ac-b1bfba45d479;;;[];0
3308001891;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНЫХ, КАНАЛИЗАЦИОННЫХ И ТЕПЛОВЫХ СЕТЕЙ ЗАТО Г. РАДУЖНЫЙ ВЛАДИМИРСКОЙ ОБЛАСТ;ТВ80-1,6М1;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал;08.2025;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f980f7fd-3c86-49bd-87d8-d84443669d51_d029a7c0-77b7-4a5c-bcfc-082810e64347&infoGuid=f980f7fd-3c86-49bd-87d8-d84443669d51;;;;0
3327112205;"ООО ""ДИС"" (ИНН 3327112205)";К-500-61-5М;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;10.02.2026 | 23.12.2025;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-590430-2025;any;соответствует;;0
3435000932;"МУП ""ВОДОКАНАЛ""";ТВ-42-1,4-01.У3;ТВ;турбовоздуходувка;42.0;1.4;;воздуходувка низкого давления;планировал;07.2021;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bc299047-6bbc-4301-a852-ab8e4f260071_4b438014-3d59-48bf-aafe-8435fb9d4547&infoGuid=bc299047-6bbc-4301-a852-ab8e4f260071;;;;0
3435900186;"АО ""ВТЗ""";К-250-61-1;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;23.09.2020;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-14462-2020;any | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3435900186;"АО ""ВТЗ""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;17.08.2023 | 23.09.2020 | 29.08.2025;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-19521-2025;any | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3435900186;"АО ""ВТЗ""";К-250-61;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;17.08.2023;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-12634-2023;any | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3435900186;"АО ""ВТЗ""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;26.06.2024;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-07563-2024;any | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3435900186;"АО ""ВТЗ""";К-250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;16.05.2023;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-07982-2023;any | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3435900563;"АО ""ВОЛЖСКИЙ ОРГСИНТЕЗ""";К2-24;К;центробежный компрессор;2.0;24;;воздуходувка низкого давления;планировал | покупает;02.2024 | 10.2024 | 28.03.2022;https://www.tender.pro/api/tender/612430/view_public;срок действует;соответствует;;0
3445097458;"ООО ""ВЕСТА"" (ИНН 3445097458)";КТК 7/14;КТК;компрессор турбинный;116.7;14;;центробежный компрессор среднего ряда;есть;27.11.2014;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-14952-2014;any | не собирался | не указан;соответствует;;0
3445097458;"ООО ""ВЕСТА"" (ИНН 3445097458)";К-905-61-1;К;центробежный компрессор;905.0;61;;турбокомпрессор большой производительности;есть;27.11.2014;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-14952-2014;any | не собирался | не указан;соответствует;;0
3445097458;"ООО ""ВЕСТА"" (ИНН 3445097458)";К905-61-1;К;центробежный компрессор;905.0;61;;турбокомпрессор большой производительности;есть;12.05.2014;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-04139-2014;any | не собирался | не указан;соответствует;;0
3448017919;"ООО ""ЛУКОЙЛ-ВОЛГОГРАДНЕФТЕПЕРЕРАБОТКА""";К-250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;26.10.2021;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-17976-2021;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3448017919;"ООО ""ЛУКОЙЛ-ВОЛГОГРАДНЕФТЕПЕРЕРАБОТКА""";К250-6/1;К;центробежный компрессор;250.0;6;;центробежный компрессор крупного ряда;есть;06.10.2020;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-15759-2020;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3448046860;"ООО ""ПРАКСАЙР ВОЛГОГРАД""";К-905-61-1;К;центробежный компрессор;905.0;61;;турбокомпрессор большой производительности;есть;10.01.2022 | 12.12.2017 | 24.12.2025;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-589539-2025;any | срок ИСТЁК | срок действует;соответствует;"[""8 800 500 05 85"", ""+7 (495) 212 04 76 (технические газы)"",";0
3448046860;"ООО ""ПРАКСАЙР ВОЛГОГРАД""";КТК-7/14;КТК;компрессор турбинный;116.7;14;;центробежный компрессор среднего ряда;есть;10.01.2022 | 12.01.2022 | 12.12.2017 | 24.12.2025;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-589568-2025;any | срок ИСТЁК | срок действует;соответствует;"[""8 800 500 05 85"", ""+7 (495) 212 04 76 (технические газы)"",";0
3460016301;"ООО""Синергия-Инжиринг""";К-905-61-1;К;центробежный компрессор;905.0;61;;турбокомпрессор большой производительности;есть;09.02.2015;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-01313-2015;any;соответствует;;0
3460016301;"ООО""Синергия-Инжиринг""";КТК7/14;КТК;компрессор турбинный;116.7;14;;центробежный компрессор среднего ряда;есть;09.02.2015;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-01313-2015;any;соответствует;;0
3460019060;КОНЦЕССИИ ВОДОСНАБЖЕНИЯ;ТВ-80-1,6;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал;05.2022;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d66f9631-341a-4236-8d8b-1a9a3c19c0cf_43fa448c-edc1-454b-860c-6817475d37c1&infoGuid=d66f9631-341a-4236-8d8b-1a9a3c19c0cf;;;;0
3525114733;ВПК;К-250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;20.01.2023;https://www.tender.pro/api/tender/718258/view_public;;;;0
3528000597;"ПАО ""СЕВЕРСТАЛЬ""";КТК-12,5/35;КТК;компрессор турбинный;208.3;35;;центробежный компрессор крупного ряда;есть;01.02.2021 | 03.06.2025 | 09.01.2025 | 12.11.2024 | 13.12.20;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-00004-2025;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;"[""+7 (8202) 53-09-00"", ""+7 (8202) 53-09-15 (факс)"", ""8 800 2";0
3528000967;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ЧЕРЕПОВЦА ""ВОДОКАНАЛ""";ТВ80-1,6-0,1УЗ;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал;05.2025 | 06.2025;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=ca0fecfe-01b2-484a-a237-76dffaee6a89_2e7f175c-c431-4990-8ab5-1c20c1b7edb0&infoGuid=ca0fecfe-01b2-484a-a237-76dffaee6a89;;;;0
3528191736;"АО ""ФосАгро-Череповец""";ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;04.05.2017;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-05399-2017;any | срок ИСТЁК;соответствует;;0
3528191736;"АО ""ФосАгро-Череповец""";ЦК-115/9;ЦК;центробежный компрессор;115.0;9;;центробежный компрессор среднего ряда;есть;04.05.2017;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-05399-2017;any | срок ИСТЁК;соответствует;;0
3627000397;"АО ""МИНУДОБРЕНИЯ""";К-1290-121-1;К;центробежный компрессор;1290.0;121;;турбокомпрессор большой производительности;есть;30.01.2014;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-00229-2014;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3627000397;"АО ""МИНУДОБРЕНИЯ""";К-250-61-2;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;02.08.2023 | 13.11.2019 | 21.06.2022 | 21.12.2018 | 28.02.20;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-01282-2014;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3627000397;"АО ""МИНУДОБРЕНИЯ""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;27.11.2014;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-12752-2014;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3627000397;"АО ""МИНУДОБРЕНИЯ""";К4.3-40.8;К;центробежный компрессор;4.3;40;;воздуходувка низкого давления;есть;16.01.2024;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-00339-2024;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3627000397;"АО ""МИНУДОБРЕНИЯ""";К250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;31.01.2024;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-00948-2024;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
