inn;predpriyatie;mesto;summa;operaciy;poslednyaya_pokupka;tip
2225123485;"ООО ""ЭССИБ""";268;477750.00;1;26.02.2025;юрлицо
6672315362;"АО ""ПО ""УОМЗ""";269;475500.00;1;27.11.2025;юрлицо
7401016314;"ООО ""КЛЗ""";270;475000.00;1;30.12.2025;юрлицо
7817332133;"ООО ""А-МИКРОН""";271;472266.66;4;28.10.2025;юрлицо
4508004235;"ООО ""ЗАВОД КЕРАМИЧЕСКИХ МАТЕРИАЛОВ""";272;470693.17;4;21.11.2025;юрлицо
5643022401;"ООО ""МЕХЗАВОД""";273;465328.34;2;03.04.2025;юрлицо
6685101745;"ООО ""ВОСТОК""";274;464781.67;8;28.11.2025;юрлицо
5405108940;"ЗАО ШОКОЛАДНАЯ ФАБРИКА ""НОВОСИБИРСКАЯ""";275;462722.00;1;15.07.2025;юрлицо
6671390293;"ООО ""ДИДЖИТ КОНТРОЛЬ""";276;462000.00;1;24.10.2025;юрлицо
7417001747;"ПАО ""КОМБИНАТ ""МАГНЕЗИТ""";277;456278.91;1;06.03.2025;юрлицо
6673130639;"ООО ""БЗМП""";278;437955.83;1;26.05.2025;юрлицо
1645018033;"ООО ""ПЛАЗМА""";279;432900.00;1;18.08.2025;юрлицо
2543097461;"ООО ""АВРОРА СПГ ВЛАДИВОСТОК""";280;427440.00;1;03.09.2025;юрлицо
4506000010;"ОАО ""ЗАВОД СТАРТ""";281;424911.66;5;10.12.2025;юрлицо
1832109347;"ООО НПО ""КОМПАНИЯ ""АВИС""";282;412500.00;1;26.05.2025;юрлицо
7415075158;"ООО НПК ""КАЛИБР""";283;410672.92;3;30.12.2025;юрлицо
5626008809;"СПК ""ПТИЦЕФАБРИКА ГАЙСКАЯ""";284;408710.00;1;27.02.2025;юрлицо
0270012208;"ООО ""ЗАВОД ""СТРОЙМИНЕРАЛ""";285;408461.67;2;21.07.2025;юрлицо
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";286;400000.00;1;29.05.2025;юрлицо
5902152547;"ООО ""АКС""";287;395615.00;3;21.07.2025;юрлицо
5904007312;"АО ""ОДК-ПМ""";288;388166.67;1;26.02.2025;юрлицо
6662080545;"ООО ""ЩИТ-СТРОЙ""";289;388000.00;3;07.11.2025;юрлицо
5613000880;"АО ""ОРСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";290;384000.00;2;15.07.2025;юрлицо
6646012280;"ООО ""МИХАЙЛОВСКИЙ КАРЬЕР""";291;376166.67;2;04.09.2025;юрлицо
6658078007;"ЗАО ""ЗАВОД ЭМА""";292;374144.14;8;27.11.2025;юрлицо
3321027747;"АО ""ГЕНЕРИУМ""";293;367699.99;2;10.06.2025;юрлицо
0245960382;"ООО ""АТ""";294;366883.33;5;19.11.2025;юрлицо
5410079229;"АО ""ПО ""СЕВЕР""";295;358000.00;1;15.04.2025;юрлицо
4229004316;"ООО ""ТОПКИНСКИЙ ЦЕМЕНТ""";296;353930.00;1;14.11.2025;юрлицо
3124011000;"АО ""БМК""";297;351794.98;4;28.07.2025;юрлицо
0100007151;"ООО ""СИББИР""";298;345709.00;4;18.07.2025;юрлицо
5911013211;"АО ""МЕАКИР""";299;342570.00;1;31.07.2025;юрлицо
4715029693;"ООО ""ТИМКЕН ОВК""";300;332700.00;3;15.12.2025;юрлицо
7204003683;"АО ""ТЮМЕНСКИИ КХП""";301;332418.33;1;26.06.2025;юрлицо
6316110515;"ООО ""ЕПК-КУЗНИЦА""";302;332290.00;1;01.04.2025;юрлицо
5408156204;"ООО ""ГЕРКУЛЕС-СИБИРЬ""";303;330963.33;3;20.10.2025;юрлицо
6678093250;"ООО ""ЖЕЛЕЗНЫЙ АРГУМЕНТ""";304;330716.65;4;23.12.2025;юрлицо
6658286617;"ООО ""УРАЛЬСКИЙ СТЕКОЛЬНЫЙ ЗАВОД""";305;328500.01;6;15.10.2025;юрлицо
6439000706;"АО ""ПИВКОМБИНАТ ""БАЛАКОВСКИЙ""";306;327336.00;1;23.12.2025;юрлицо
5003022562;"ООО ""ИЗВАРИНО ФАРМА""";307;321300.00;2;19.12.2025;юрлицо
6670111211;"ООО ""КСМ""";308;320833.33;1;25.06.2025;юрлицо
3814018958;"ООО ""СГБ""";309;317000.00;1;27.10.2025;юрлицо
7719465590;"ООО ""ВМИК""";310;313333.32;1;30.04.2025;юрлицо
4253002711;"ООО ""СИБИРЬ-ЭНЕРГО""";311;307425.00;2;07.11.2025;юрлицо
6623049453;"АО ""УКБТМ""";312;306700.00;2;01.09.2025;юрлицо
1650371043;"ООО ""ХАИР""";313;304420.38;2;24.09.2025;юрлицо
6664002550;"ПАО ""УРАЛЬСКИЙ ЗАВОД РТИ""";314;300000.00;1;24.09.2025;юрлицо
8602303769;"ООО ""ТД НОРД БИР""";315;296950.00;1;15.12.2025;юрлицо
666600073221;ПШЕНИЦЫН ВЛАДИМИР ВИКТОРОВИЧ;316;296532.00;1;05.09.2025;ИП
1658211250;"ООО ""СЕВЕР""";317;295850.01;2;19.08.2025;юрлицо
6670207499;"ООО ""ЭНЕРГОЛИДЕР""";318;291666.67;1;23.04.2025;юрлицо
6658487842;"ООО ""ЮНИСИЛА УРАЛ""";319;290000.00;1;11.12.2025;юрлицо
5401365544;"ООО ""РЫБНЫЙ ХИТ""";320;287711.00;3;03.12.2025;юрлицо
6671317254;"ООО ""УЗМК""";321;280654.17;9;28.10.2025;юрлицо
6659059688;"ООО ""ХЛАДОКОМБИНАТ № 3""";322;274883.33;4;11.09.2025;юрлицо
6652018883;"АО ""АГРОФИРМА ""ПАТРУШИ""";323;273106.68;4;01.09.2025;юрлицо
6670312670;"ООО ""ПТК ""ЭКОРЕЦИКЛИНГ""";324;272935.00;1;23.07.2025;юрлицо
4307018566;"ООО ""АЛЬТЕРАН""";325;271500.00;1;11.04.2025;юрлицо
3528215377;"ООО ""МЕХАНИК""";326;269713.60;2;24.11.2025;юрлицо
7321316986;"ООО ""ЗАВОД ТЕХНОНИКОЛЬ-УЛЬЯНОВСК""";327;260177.00;2;30.12.2025;юрлицо
6674368458;"ООО ""ДОБРОГОСТ""";328;256814.16;3;20.05.2025;юрлицо
7816017139;"АО ""ФОРМИК""";329;252602.95;1;31.03.2025;юрлицо
6610003204;"АО ""ШЕМУР""";330;252000.00;1;15.12.2025;юрлицо
6671136956;"ООО ""РЕМКОМ-СЕРВИС""";331;249666.66;4;23.09.2025;юрлицо
7842000607;"ООО ""ДЕЛЬФИН ГРУПП""";332;245100.00;2;29.10.2025;юрлицо
6604029211;"ООО ""ПРОМСОРТ-МЕТИЗ""";333;239163.13;3;27.03.2025;юрлицо
6670503272;"ООО ""ГРАНДИОС""";334;238166.67;2;09.04.2025;юрлицо
7816377614;"ООО ""КГ СТРОЙ СИСТЕМЫ""";335;235440.00;2;08.10.2025;юрлицо
7224008030;"АО ""ПТИЦЕФАБРИКА ""БОРОВСКАЯ""";336;233875.01;5;09.07.2025;юрлицо
6679100694;"ООО ""ПКФ ""ЭКО-ПРОЦЕССИНГ""";337;223666.67;8;23.10.2025;юрлицо
6685084514;"АО ""АГЕНТСТВО ПО РАЗВИТИЮ РЫНКА ПРОДОВОЛЬСТВИЯ""";338;223204.16;5;30.06.2025;юрлицо
5440112120;"ООО ""ЗАВОД КЕРАМИЧЕСКИХ ИЗДЕЛИЙ ""УНИВЕРСАЛ""";339;220950.00;1;18.09.2025;юрлицо
1629006915;"ООО ""ТЭС""";340;220800.00;1;30.12.2025;юрлицо
781130008299;РОМАНОВ АЛЕКСЕЙ АНАТОЛЬЕВИЧ;341;220023.33;7;11.12.2025;ИП
7203372409;"ООО ""АБСОЛЮТ-АГРО""";342;219250.00;3;30.07.2025;юрлицо
6432009756;"ООО ""КОРОЛЬ ДИВАНОВ""";343;198000.00;2;02.12.2025;юрлицо
6662001134;"ОАО ""СКХП""";344;195033.33;2;21.07.2025;юрлицо
7413026758;"ООО ""ИНВЕСТХИМАГРО""";345;194583.31;1;26.05.2025;юрлицо
6681004250;"ООО ""МОЛОЧНАЯ БЛАГОДАТЬ""";346;187566.66;2;23.09.2025;юрлицо
5506200910;"ООО ""СТРОЙМОНТАЖ-5""";347;186480.00;1;27.10.2025;юрлицо
6633021880;"ООО ""ТАЛИЦКОЕ МОЛОКО""";348;184608.00;1;24.07.2025;юрлицо
7401000191;"ПАО ""АГРЕГАТ""";349;184276.00;2;23.10.2025;юрлицо
6664012780;"ООО ""МЕПОС""";350;183425.00;1;18.12.2025;юрлицо
5406305355;"ООО ""СИБСТЕКЛО""";351;183070.00;1;11.12.2025;юрлицо
5405098804;"ООО ""ВЫСОКИЕ ОБОРОТЫ""";352;183010.00;3;04.12.2025;юрлицо
4221011880;"ООО ""СИБЭЛЕКТРО""";353;180740.00;1;18.12.2025;юрлицо
7805766778;"ООО ""ЛИТС""";354;179166.67;1;03.02.2025;юрлицо
4505200979;"АО ""ВАРГАШИНСКОЕ ДРСП""";355;179166.67;1;14.03.2025;юрлицо
5440102612;"ГБУЗ НСО ""ЧЕРЕПАНОВСКАЯ ЦРБ""";356;177070.00;2;08.12.2025;юрлицо
662604962841;ЗЫРЯНОВА НАТАЛЬЯ ВАЛЕРЬЕВНА;357;176083.33;3;22.05.2025;ИП
1646020116;"АО ""ПОЛИМАТИЗ""";358;175999.99;2;30.12.2025;юрлицо
2221239841;"ООО ""РУСПРОМ""";359;174800.00;2;03.09.2025;юрлицо
6316270332;"ООО ""ТД ""МЕТИМПРОМ""";360;173000.00;1;28.08.2025;юрлицо
5405077963;"ООО ""АВИАКОМПОЗИТ""";361;171311.00;1;05.12.2025;юрлицо
6382049214;"ООО ""ЗИП""";362;168266.67;2;08.09.2025;юрлицо
450133560300;ШЕСТАКОВ КОНСТАНТИН ЮРЬЕВИЧ;363;167700.00;2;06.11.2025;ИП
6664025331;"АО ""НПФ ""ЮВЭНК""";364;167011.67;2;29.10.2025;юрлицо
6672162236;"ООО ""ТПГ ""СОЛИД""";365;164583.33;3;05.05.2025;юрлицо
6661010721;"АО ""НПО ""ИНТРОТЕСТ""";366;161560.00;2;15.09.2025;юрлицо
6633017549;"АО ""БГМЗ""";367;156304.67;3;25.09.2025;юрлицо
6670444299;"ООО ""НПП СМАРТПОЛИМЕР""";368;156016.67;2;02.10.2025;юрлицо
1833026870;"ООО ""ИРЗ""";369;150800.00;1;08.07.2025;юрлицо
6652002273;"АО ""КЗФ""";370;150000.00;1;20.05.2025;юрлицо
5903003690;"АО ""ПЕРМСКИЙ МУКОМОЛЬНЫЙ ЗАВОД""";371;146240.00;2;12.12.2025;юрлицо
2463086538;"ООО""ИММЕРТЕХНИК""";372;140500.00;2;30.10.2025;юрлицо
6646014369;"ООО ""УДАРНИК""";373;139537.50;1;13.05.2025;юрлицо
6685026960;"ООО ""ПНЕВМОПРОЕКТ""";374;137625.00;2;10.06.2025;юрлицо
6670514179;"ООО ""КАМЫШЛОВСКИЙ КВАС""";375;136898.00;2;13.08.2025;юрлицо
5916031750;"ООО ""КАМА""";376;135166.67;1;23.01.2025;юрлицо
3618003426;"ЗАО ""АВС ФАРБЕН""";377;132666.66;1;23.04.2025;юрлицо
5406244208;"ООО ""ПОЛИМЕРПАК""";378;129086.66;5;21.10.2025;юрлицо
7730248021;"ООО ""ИСО""";379;125000.00;1;31.03.2025;юрлицо
0572032218;"ООО ""КАСПИЙСКИЙ НПЗ""";380;123500.00;1;30.07.2025;юрлицо
5506202219;"АО ""ЦКБА""";381;123000.00;2;28.08.2025;юрлицо
4501083781;"АО ""КУРГАНСКИЕ ПРИЦЕПЫ""";382;122250.00;2;25.04.2025;юрлицо
6670078934;"АО ""ИПП ""УРАЛЬСКИЙ РАБОЧИЙ""";383;121214.16;3;16.05.2025;юрлицо
6633028244;"ООО ""СЛК ЦЕМЕНТ""";384;120000.00;1;09.01.2025;юрлицо
5612030402;"ООО ""ОРЕНБУРГСКИЙ РАДИАТОР""";385;120000.00;1;11.03.2025;юрлицо
6452046139;"ООО ""ДИКОМП-КЛАССИК""";386;116250.00;3;07.07.2025;юрлицо
6646010043;"АО ""УРАЛЬСКАЯ ФОЛЬГА""";387;116133.33;2;11.08.2025;юрлицо
5911083593;"ООО ""АВИСМА""";388;114833.33;1;25.06.2025;юрлицо
7734412811;"ООО ""СИБМОЛ""";389;113575.00;3;13.05.2025;юрлицо
5408106299;"АО ""ИПФ""";390;113000.00;1;05.09.2025;юрлицо
1646033958;"ООО ""ДРАЙЛОК ТЕКНОЛОДЖИЗ""";391;110166.66;5;16.12.2025;юрлицо
6672212127;"ООО ""547 МЕХАНИЧЕСКИЙ ЗАВОД""";392;107416.66;5;13.02.2025;юрлицо
5440105726;"АО ПЛЕМЗАВОД ""МЕДВЕДСКИЙ""";393;103995.00;1;13.10.2025;юрлицо
1650331731;"ООО ""ПОЛИХИМ СИСТЕМС""";394;97300.01;1;28.04.2025;юрлицо
6685124044;"ООО ""МЦС""";395;94166.67;1;23.06.2025;юрлицо
1651084080;"ООО ""БИКОТЕКС""";396;93500.00;1;22.05.2025;юрлицо
5509007368;"ООО ""КЕРАМИКА""";397;92150.00;3;28.11.2025;юрлицо
6685100188;"ООО ""ШИНА-СТАНДАРТ""";398;90950.00;1;01.09.2025;юрлицо
5405496548;"ООО ""ПРОМГК""";399;90749.99;3;14.04.2025;юрлицо
6679044016;"ООО ""ЭКОПРОСТ""";400;89500.00;1;18.07.2025;юрлицо
6325000660;"АО ""ТЯЖМАШ""";401;86158.84;2;31.03.2025;юрлицо
6679089063;"ООО ИПК ""ЛАЗУРЬ""";402;85850.00;3;30.09.2025;юрлицо
7414001724;"АО ""МКХП-СИТНО""";403;85500.00;1;25.06.2025;юрлицо
5506223515;"ООО ""ПРОМРЕСУРСЫ-СЕРВИС""";404;82999.99;2;06.06.2025;юрлицо
7811438750;"ООО ГК ""ЛИМАН""";405;81600.00;1;05.12.2025;юрлицо
6683013821;"ООО ""ГРАНСФЕРА""";406;78250.00;1;14.07.2025;юрлицо
6659042028;"ЗАО "" РЦЛТ""";407;78250.00;2;24.09.2025;юрлицо
5261058974;"ООО ""ХАЙДЖИН ТЕКНОЛОДЖИЗ""";408;77500.00;1;25.04.2025;юрлицо
7459007050;"ООО ""АРТМЕТАЛЛ""";409;75350.00;3;07.11.2025;юрлицо
6685218398;"ООО ""АТЛАС УРАЛ""";410;74900.00;2;26.02.2025;юрлицо
7203556170;"ООО ""ЭЛЬБРУС ДРИЛЛИНГ""";411;74300.02;1;26.08.2025;юрлицо
6608002732;"ЕМУП ""ГОРТРАНС""";412;73700.00;1;07.11.2025;юрлицо
6673197337;"АО ""УЭТМ""";413;73300.00;3;21.07.2025;юрлицо
5404148844;"ООО ""СИБКОР-Н""";414;71623.40;1;07.08.2025;юрлицо
9723202703;"ООО ""ПРОМТЕХ""";415;70700.00;1;15.07.2025;юрлицо
7702451423;"ООО ""НПО ""АТЛАНТ""";416;68800.00;2;15.09.2025;юрлицо
4715011103;"ООО ""ЛУЗАЛЕС-ТИХВИН""";417;68700.00;1;04.06.2025;юрлицо
7813252159;"АО ""ГОЗНАК""";418;68500.00;1;30.04.2025;юрлицо
8603219421;"ООО ""ЮГРА КОМПРЕССОР""";419;67800.00;3;04.12.2025;юрлицо
6679084844;"ООО ""ВИЯ""";420;65850.00;2;29.08.2025;юрлицо
7203557826;"ООО ""КЕНЕРА""";421;65392.77;1;22.12.2025;юрлицо
5615002700;"ПАО ""ОРСКНЕФТЕОРГСИНТЕЗ""";422;65000.00;1;25.02.2025;юрлицо
4501221030;"ООО ""ХЛЕБОКОМБИНАТ №1""";423;64683.34;4;25.12.2025;юрлицо
5405950881;"ООО ""НМ""";424;64440.00;1;11.12.2025;юрлицо
4501169460;"ООО ""РЕМСТРОЙМАШ""";425;64333.34;1;18.03.2025;юрлицо
8602242925;"ООО МЯСОКОМБИНАТ ""СУРГУТСКИЙ""";426;64041.66;1;26.02.2025;юрлицо
0276908600;"ООО ""АВЕРС ТЕХНО""";427;62583.33;1;06.06.2025;юрлицо
7709787790;"ООО ""ВЕЛЕССТРОЙ""";428;61285.20;1;08.07.2025;юрлицо
5607142044;"ООО ""ОРЕНБУРГСКИЙ ПРОПАНТ""";429;60500.00;2;07.04.2025;юрлицо
6670371026;"ООО ""СИК""";430;60400.00;1;08.10.2025;юрлицо
6670274287;"ООО  ""ИНОТЕКС""";431;59057.67;1;08.09.2025;юрлицо
661214316424;ПШЕНИЦЫНА ИРИНА ЕВГЕНЬЕВНА;432;57374.99;1;20.01.2025;ИП
6673105167;"ООО ""УДМЗ""";433;54166.66;1;17.02.2025;юрлицо
5918011446;"ООО ""ЭМС""";434;54000.00;2;25.09.2025;юрлицо
3906134785;"ООО ""БЕНТЕК""";435;53300.00;1;31.10.2025;юрлицо
6682022439;"ООО ""ЛОДЖИКРУФ-УРАЛ"";";436;53200.00;2;17.12.2025;юрлицо
3808226075;"ООО ""СИБМЕТУПАК""";437;53166.67;1;11.03.2025;юрлицо
5433150823;"АО ""ВЕКТОР-БИАЛЬГАМ""";438;52400.00;1;14.07.2025;юрлицо
5427107812;"ООО ПК ""ИНВЕСТСТРОЙПРОЕКТ""";439;47800.01;2;29.07.2025;юрлицо
5603035933;"ООО ""РЦСУ""";440;47400.00;1;04.02.2025;юрлицо
6345012488;"АО ""ГИДРОРЕМОНТ-ВКК""";441;46666.67;1;05.05.2025;юрлицо
6670431469;"ООО ЗАВОД ""БЕРИТ""";442;46200.00;1;01.09.2025;юрлицо
8603118208;"АО""СНПХ""";443;45000.00;1;04.04.2025;юрлицо
6672305484;"ООО ""ШТОРМ""";444;43750.00;1;14.01.2025;юрлицо
1841032147;"ООО ""ТДС""";445;43500.00;1;04.09.2025;юрлицо
720316359790;ПУГАЧЕВ БОРИС АЛЕКСАНДРОВИЧ;446;43333.34;2;19.06.2025;ИП
6670257154;"ООО ""ЦМИ""";447;42988.00;1;20.11.2025;юрлицо
7709014944;"АО ""ГАЗПРОМ БЫТОВЫЕ СИСТЕМЫ""";448;42525.00;1;10.12.2025;юрлицо
5410003420;"ООО ""ЦЕХ ШТАМПОВКИ""";449;42000.00;1;17.09.2025;юрлицо
7842186870;"ООО ""НОРД ВЕСТ""";450;41900.00;1;19.08.2025;юрлицо
6659162847;"ООО ""ХИМЭНЕРГО""";451;41250.00;1;09.01.2025;юрлицо
1650211040;"ООО ""ПКФ ""АВТОКОМПОНЕНТЫ-ТРЕЙД""";452;41000.00;1;29.01.2025;юрлицо
1121022547;"ООО ""ПАЛЛЕТ СЕВЕР""";453;40800.00;1;24.10.2025;юрлицо
1684017410;"ООО ""КОМПРЕССОР СЕРВИС""";454;40600.00;1;26.08.2025;юрлицо
6670106476;"ООО НПП ""ПНМ""";455;34500.00;1;10.04.2025;юрлицо
2456011468;"ООО ""НММКК""";456;34375.00;1;14.05.2025;юрлицо
8604056145;"ООО ""ЭТС-1""";457;33900.00;1;19.12.2025;юрлицо
3849070878;"ООО ""НОВЫЙ БЕТОН""";458;32041.67;1;19.06.2025;юрлицо
4221017793;"ООО ""КАМСС-СЕРВИС""";459;32000.00;1;26.08.2025;юрлицо
7811518357;"ООО ""КОМАИР СПБ""";460;31666.67;1;18.03.2025;юрлицо
6626019584;"ООО ""ЦЕНТР - ОЙЛ""";461;30250.00;1;24.03.2025;юрлицо
7451205807;"ООО ""ПРОМИНЖИНИРИНГ""";462;30000.00;1;15.12.2025;юрлицо
6658456643;"ООО ""КИСЛОРОДМОНТАЖ""";463;29900.00;1;30.12.2025;юрлицо
6672267630;"ООО ""ПРОМСЫРЬЕ""";464;28500.00;1;29.10.2025;юрлицо
7448025642;"АО ""ГК ""РОСМОЛ""";465;27500.00;1;22.08.2025;юрлицо
665801787312;ОБУХОВ КОНСТАНТИН ГЕННАДЬЕВИЧ;466;25833.33;1;05.03.2025;ИП
6670225868;"ООО ""НПП ""ТСП""";467;24850.00;1;28.10.2025;юрлицо
5501236824;"ООО ""СТРОЙТРАСТ""";468;24824.00;1;11.07.2025;юрлицо
6672315309;"ООО ""УРАЛТРЕЙД""";469;24800.00;1;20.08.2025;юрлицо
6685030519;"ООО ТД ""ФПК""";470;23666.67;1;22.01.2025;юрлицо
4345323627;"ООО ""СТТ-СТРОЙ""";471;22000.00;1;13.10.2025;юрлицо
3807000276;"МУП ""ВОДОКАНАЛ"" Г.ИРКУТСКА";472;20333.33;1;28.02.2025;юрлицо
5905011590;"ООО ""ИНТРАСТ""";473;19550.00;1;21.08.2025;юрлицо
6625040150;"ООО ""АЛЬТАИР""";474;19450.00;1;09.07.2025;юрлицо
5410778210;"ООО ""ПМК""";475;18570.00;1;26.11.2025;юрлицо
6669002747;"АО ""СА""";476;16800.00;1;21.07.2025;юрлицо
3810023308;"АО ""ФАРМАСИНТЕЗ""";477;14000.00;1;18.11.2025;юрлицо
6150040275;"ООО ""СИНТЕЗ-ДОН""";478;12000.00;1;12.12.2025;юрлицо
7727159340;"ООО ""НОРГАУ РУССЛАНД""";479;10583.34;1;13.05.2025;юрлицо
2222849374;"ООО ""НОВОСИБИРСКИЙ МЕЛЬКОМБИНАТ № 1""";480;8950.00;1;01.09.2025;юрлицо
667323156718;АФАНАСЬЕВ АЛЕКСЕЙ ВАЛЕРЬЕВИЧ;481;8333.34;2;22.05.2025;ИП
245305206479;КОЗЛОВА ЕЛЕНА АЛЕКСАНДРОВНА;482;8000.00;1;29.08.2025;ИП
662104669362;ФОМИНЫХ ЮРИЙ ВЛАДИМИРОВИЧ;483;8000.00;1;20.11.2025;ИП
5902066062;"ООО ""ФЛАМЕНГО""";484;6958.33;1;06.06.2025;юрлицо
6623029538;"АО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОРПОРАЦИЯ ""УРАЛВАГОНЗАВОД""";485;6200.00;1;21.07.2025;юрлицо
666102855642;МИХАЙЛОВ ОЛЕГ ВАДИМОВИЧ;486;5916.66;1;20.06.2025;ИП
7017156263;"ООО ""ГАЗПРОМ МЕТАНОЛ""";487;5833.33;1;28.02.2025;юрлицо
6671098732;"ООО ""ГОРЫ УРАЛА""";488;5250.00;1;13.01.2025;юрлицо
7802762006;"ООО ""ПРОМЫШЛЕННЫЕ СИСТЕМЫ""";489;4000.00;1;09.07.2025;юрлицо
9702030651;"ООО ""ПНЕВМОПРОГРЕСС""";490;2916.67;1;03.02.2025;юрлицо
3123216598;"ООО ""ФАБРИКА КОМПРЕССОРОВ""";491;1550.00;1;16.12.2025;юрлицо
