inn;naimenovanie_obekta;klass_opasnosti;reg_nomer;ssylka;citata
1102054991;Площадка производства №1 Астраханского ГПЗ;;;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-03114-2023;нский ГПЗ ООО «Газпром переработка» (опасный производственный объект «Площадка производства №1 Астраханского ГПЗ», рег. №А19-10619-0068)
1102054991;"Участок теплопроводов теплосети Астраханского ГПЗ, рег. Номер А19-10619-0060"" Филиал Астраханский ГПЗ ООО ""Газпром переработка";;;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-03124-2023;"ГПЗ, инв. № 364510», применяемое на опасном производственном объекте ""Участок теплопроводов теплосети Астраханского ГПЗ, рег. Номер А19-10619-0060"" Филиал Астраханский ГПЗ ООО ""Газпром переработка"
1102054991;"Площадка производства №6 Астраханского ГПЗ, рег. номер А19-10619-0058"" Филиал Астраханский ГПЗ ООО ""Газпром переработка";;;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-03130-2023;"ГПЗ, инв. № 347650"", применяемое на опасном производственном объекте ""Площадка производства №6 Астраханского ГПЗ, рег. номер А19-10619-0058"" Филиал Астраханский ГПЗ ООО ""Газпром переработка"""
1102054991;Площадка производства №5 Астраханского ГПЗ, рег. номер А19-10619-0067» Филиал Астраханский ГПЗ ООО «Газпром переработка;;;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-03135-2023;ГПЗ, инв. № 104652», применяемое на опасном производственном объекте «Площадка производства №5 Астраханского ГПЗ, рег. номер А19-10619-0067» Филиал Астраханский ГПЗ ООО «Газпром переработка»
1102054991;"Площадка производства №2 Астраханского ГПЗ, рег. Номер А19-10619-0069"" Филиал Астраханский ГПЗ ООО ""Газпром переработка";;;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-03136-2023;"151), инв. №104660"", применяемое на опасном производственном объекте ""Площадка производства №2 Астраханского ГПЗ, рег. Номер А19-10619-0069"" Филиал Астраханский ГПЗ ООО ""Газпром переработка"""
1102024468;Участок 0 – 0,9 км газопровода отвода к ГРС-2 «Ярославль», инв. № 18179 Место установки: Газопровод отвод к ГРС-2 «Ярославль» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»;;;https://monitor-pb.ru/conclusion/19-%D0%97%D0%A1-05756-2019;Участок 0 – 0,9 км газопровода отвода к ГРС-2 «Ярославль», инв. № 18179 Место установки: Газопровод отвод к ГРС-2 «Ярославль» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»
1102024468;Участок 0 – 0,267 км газопровода отвода к ГРС «Тутаев», инв. № 19356 Место установки: Газопровод отвод к ГРС-2 «Тутаев» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»;;;https://monitor-pb.ru/conclusion/19-%D0%97%D0%A1-05760-2019;Участок 0 – 0,267 км газопровода отвода к ГРС «Тутаев», инв. № 19356 Место установки: Газопровод отвод к ГРС-2 «Тутаев» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»
1102024468;Участок 0 – 13,8 км газопровода отвода к ГРС «Ильинское», инв. № 20664 Место установки: Газопровод отвод к ГРС-2 «Ильинское» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»;;;https://monitor-pb.ru/conclusion/19-%D0%97%D0%A1-05770-2019;Участок 0 – 13,8 км газопровода отвода к ГРС «Ильинское», инв. № 20664 Место установки: Газопровод отвод к ГРС-2 «Ильинское» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»
1102024468;Участок 0 – 0,15 км газопровода отвода к ГРС «Активист», инв. № 19355 Место установки: Газопровод отвод к ГРС-2 «Активист» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»;;;https://monitor-pb.ru/conclusion/19-%D0%97%D0%A1-05774-2019;Участок 0 – 0,15 км газопровода отвода к ГРС «Активист», инв. № 19355 Место установки: Газопровод отвод к ГРС-2 «Активист» Переславского ЛПУМГ ООО «Газпром трансгаз Ухта»
1102024468;Участок 843 – 870 км магистрального газопровода «Ухта-Торжок-2», инв. № 425 Место установки: магистральный газопровод «Ухта-Торжок-2» Грязовецкого ЛПУМГ ООО «Газпром трансгаз Ухта»;;;https://monitor-pb.ru/conclusion/19-%D0%97%D0%A1-05775-2019;Участок 843 – 870 км магистрального газопровода «Ухта-Торжок-2», инв. № 425 Место установки: магистральный газопровод «Ухта-Торжок-2» Грязовецкого ЛПУМГ ООО «Газпром трансгаз Ухта»
1102024468;Участок 0 – 4,5 газопровода отвода к ГРС НПС, инв. № 38413. Место установки: газопровод отвод к ГРС НПС Сосногорского ЛПУМГ ООО «Газпром трансгаз Ухта»;;;https://monitor-pb.ru/conclusion/19-%D0%97%D0%A1-05781-2019;Участок 0 – 4,5 газопровода отвода к ГРС НПС, инв. № 38413. Место установки: газопровод отвод к ГРС НПС Сосногорского ЛПУМГ ООО «Газпром трансгаз Ухта»
3905078834;Станция газозаправочная (автомобильная) №2, г. Курган», Адрес места;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27696-2023;Обоснование безопасности опасного производственного объекта «Станция газозаправочная (автомобильная) №2, г. Курган», Адрес места расположения опасного производственного объекта: 640008, Курганская область, г. Курган, у
3905078834;Станция газозаправочная (автомобильная) №1 г. Тюмень», Адрес места;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27697-2023;Обоснование безопасности опасного производственного объекта «Станция газозаправочная (автомобильная) №1 г. Тюмень», Адрес места расположения опасного производственного объекта: г. Тюмень, ул. Щербакова, д. 178.
3905078834;Станция газозаправочная (автомобильная) №2 г. Тобольск», Адрес места;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27699-2023;Обоснование безопасности опасного производственного объекта «Станция газозаправочная (автомобильная) №2 г. Тобольск», Адрес места расположения опасного производственного объекта: Тюменская область, г. Тобольск, территор
3905078834;Станция газозаправочная (автомобильная) № 2, д. Окуловка;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27891-2023;Обоснование безопасности опасного производственного объекта «Станция газозаправочная (автомобильная) № 2, д. Окуловка», по адресу: Адрес места расположения опасного производственного объекта: Российская Феде
3905078834;Станция газозаправочная (автомобильная) № 22 г. Санкт-Петербург;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27893-2023;Обоснование безопасности опасного производственного объекта «Станция газозаправочная (автомобильная) № 22 г. Санкт-Петербург», по адресу: Адрес места расположения опасного производственного объекта: 195067, Российс
3905078834;Станция газозаправочная (автомобильная) № 2 г. Сыктывкар;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27894-2023;Обоснование безопасности опасного производственного объекта «Станция газозаправочная (автомобильная) № 2 г. Сыктывкар», по адресу: Адрес места расположения опасного производственного объекта: 167000, Российс
3905078834;Станция газозаправочная (автомобильная) № 1 д. Окуловка;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27900-2023;Обоснование безопасности опасного производственного объекта «Станция газозаправочная (автомобильная) № 1 д. Окуловка», по адресу: Адрес места расположения опасного производственного объекта: Российская Феде
3905078834;Автомобильная газонаполнительная компрессорная станция №2 г. Екатеринбург;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27701-2023;Автомобильная газонаполнительная компрессорная станция №2 г. Екатеринбург | Обоснование безопасности опасного производственного объекта «Автомобильная газонаполнит
3905078834;Автомобильная газонаполнительная компрессорная станция № 1 г. Петрозаводск;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27895-2023;Автомобильная газонаполнительная компрессорная станция № 1 г. Петрозаводск | Обоснование безопасности опасного производственного объекта «Автомобильная газонаполнит
3905078834;Автомобильная газонаполнительная компрессорная станция № 1 г. Тверь;;;https://monitor-pb.ru/conclusion/01-%D0%9E%D0%91-27903-2023;Автомобильная газонаполнительная компрессорная станция № 1 г. Тверь | Обоснование безопасности опасного производственного объекта «Автомобильная газонаполнит
7703647595;Котельная ВОТ;;;https://monitor-pb.ru/conclusion/59-%D0%97%D0%A1-964132-2026;Корпус 270 (Котельная ВОТ) Цех ВАА (высших алифатических аминов)
7703647595;Склад сырья и готового продукта;;;https://monitor-pb.ru/conclusion/59-%D0%97%D0%A1-955131-2026;Корпус 268 (Склад сырья и готового продукта), цех высших алифатических аминов (ВАА)
7703647595;Склад сырьевой( аммиак) (отделение аммиака);III;;https://monitor-pb.ru/conclusion/59-%D0%97%D0%A1-956666-2026;окрого типа зав. № 02143, поз.165 опасного производственного объекта «Склад сырьевой( аммиак) (отделение аммиака)» рег. №А01-12112-0081 от 02.02.2023, класс опасности III Филиал «ВМУ» АО «ОХК «УРАЛХИМ» в
7703647595;Площадка цеха № 54. Производство фосфорной (минеральной) кислоты и нитратных (минеральных) солей;II;;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-24958-2023;уститель, поз. Х-56/4, рег. № 89, опасного производственного объекта «Площадка цеха № 54. Производство фосфорной (минеральной) кислоты и нитратных (минеральных) солей», рег. № А01-12112-0053 от 25.06.2015, II класс опасности. Филиал «КЧХК» АО «ОХК «УРАЛХИМ
7703647595;Площадка цеха № 58. Производство сложных минеральных удобрений;III;;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-24959-2023;идрозатвор, поз. № 75, рег. № 24, опасного производственного объекта «Площадка цеха № 58. Производство сложных минеральных удобрений», рег. № А01-12112-0054 от 25.06.2015, III класс опасности. Филиал «КЧХК» АО «ОХК «УРАЛХИ
7703647595;Площадка производства аммиака (агрегат аммиака № 1);;;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-25495-2023;Площадка производства аммиака (агрегат аммиака № 1) | Конденсатор поз. 903/1-3, рег. № б/н производства аммиака (агрегат № 1)
7703647595;Площадка цеха контактной серной кислоты;;;https://monitor-pb.ru/conclusion/47-%D0%97%D0%A1-24592-2023;Площадка цеха контактной серной кислоты | Трубопровод 5КО.39-80Е от трубопровода 5КО.35-809Е до абсорбера поз.5.44 рег.№153-18
8604035473;Участок комплексной подготовки газа № 3 Правдинского месторождения;III;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-971326-2026;4 к-т 8 рег. № 6034, применяемое на опасном производственном объекте «Участок комплексной подготовки газа № 3 Правдинского месторождения», рег. № А58-70075-0053 , класс опасности III
8604035473;Площадка насосной станции (КНС) № 3 Омбинского месторождения;IV;;https://monitor-pb.ru/conclusion/86-%D0%97%D0%A1-960349-2026;"Д-2, БКНС-3 ""Омбинка"" находящийся на опасном производственном объекте Площадка насосной станции (КНС) № 3 Омбинского месторождения, рег.№А58-70075-0323, IV класс опасности"
8604035473;Пункт подготовки и сбора нефти №8 Приобского месторождения;;;https://monitor-pb.ru/conclusion/86-%D0%97%D0%A1-952902-2026;"49"", инв. № 110108Р, применяемое на опасном производственном объекте ""Пункт подготовки и сбора нефти №8 Приобского месторождения"", рег. № А58-70075-0069"
8604035473;Площадка насосной станции с УПСВ в районе 201 куста Приобского месторождения;;;https://monitor-pb.ru/conclusion/86-%D0%97%D0%A1-953454-2026;""", инв. № 100442335, применяемое на опасном производственном объекте ""Площадка насосной станции с УПСВ в районе 201 куста Приобского месторождения"", рег. № А58-70075-0215"
8604035473;Площадка насосной станции ДНС №4 с УПСВ Приразломного месторождения;;;https://monitor-pb.ru/conclusion/86-%D0%97%D0%A1-951737-2026;""", инв. № 102673344, применяемое на опасном производственном объекте ""Площадка насосной станции ДНС №4 с УПСВ Приразломного месторождения"", рег. № А58-70075-0298 Заказчик - ООО ""РН-Юганскнефтегаз"""
8604035473;Пункт подготовки и сбора нефти №3 Южнобалыковского месторождения;I;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-947126-2026;"ляционные установки, применяемые на опасном производственном объекте ""Пункт подготовки и сбора нефти №3 Южнобалыковского месторождения"", рег.№ А58-70075-0040, класс опасности I Эксплуатирующая организация - ООО «РН-Юганскнеф"
8604035473;Площадка насосной станции с УПСВ левобережной части Приобского месторождения;I;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-947150-2026;№ 1832 тех. №, ПС-2, применяемая на опасном производственном объекте «Площадка насосной станции с УПСВ левобережной части Приобского месторождения», рег. № А58-70075-0194, класс опасности I Эксплуатирующая организация – ООО «РН-Юганскне
8604035473;Пункт подготовки и сбора нефти №6 Приразломного месторождения;I;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-947121-2026;"ляционные установки, применяемые на опасном производственном объекте ""Пункт подготовки и сбора нефти №6 Приразломного месторождения"", рег.№ А58-70075-0052, класс опасности I Эксплуатирующая организация - ООО «РН-Юганскнеф"
8604035473;Площадка насосной станции №3 Приразломного месторождения;II;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-947128-2026;"ляционные установки, применяемые на опасном производственном объекте ""Площадка насосной станции №3 Приразломного месторождения"", рег. № А58-70075-0046, класс опасности II Эксплуатирующая организация - ООО «РН-Юганскн"
8604035473;Пункт подготовки и сбора нефти №7 Приобского месторождения;I;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-947146-2026;"ляционные установки, применяемые на опасном производственном объекте ""Пункт подготовки и сбора нефти №7 Приобского месторождения"", рег. № А58-70075-0066, класс опасности I Эксплуатирующая организация - ООО «РН-Юганскне"
8604035473;"Пункт подготовки и сбора нефти №9 Мало-Балыкского месторождения (""ПСП в районе ЛПДС ""ЮБ"")";I;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-947159-2026;"иляционные установки, применяемые на опасном производственном объекте Пункт подготовки и сбора нефти №9 Мало-Балыкского месторождения (""ПСП в районе ЛПДС ""ЮБ""), рег.№ А58-70075-0292, класс опасности I Эксплуатирующая организация - ООО «РН-Юганскнефт"
8604035473;Пункт подготовки и сбора нефти №2 Мамонтовского месторождения;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-49471-2017;"ав.№ 2040010/0296Д/980-1 эксплуатируемую на ОПО рег. №А58-70075-0019 (Пункт подготовки и сбора нефти №2 Мамонтовского месторождения) УПСВ ЦППН-2 ООО ""РН-Юганскнефтегаз"""
8604035473;Площадка насосной станции «Асомкинская» с УПСВ Фаинского месторождения;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-49474-2017;"оголовком NFF-CG зав.№ 1 эксплуатируемую на ОПО рег. №А58-70075-0024 (Площадка насосной станции «Асомкинская» с УПСВ Фаинского месторождения) УПСВ ""Асомкинская"" ЦППН-1 ООО ""РН-Юганскнефтегаз"""
8604035473;Площадка насосной станции Угутского месторождения;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-49492-2017;"ФСКР-500УХЛ.01 зав.№ б/н эксплуатируемую на ОПО рег. №А58-70075-0035 (Площадка насосной станции Угутского месторождения) ДНС Угут ЦППН-3 ООО ""РН-Юганскнефтегаз"""
8604035473;Участок комплексной подготовки газа Среднебалыкского месторождения;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-49495-2017;"- Блок-бокс ТАКАТ №6, эксплуатируемое на ОПО рег. № А 58-70075-0041 (Участок комплексной подготовки газа Среднебалыкского месторождения), ГКС-2 ЦСПТГ-2, Среднебалыкское месторождение ООО ""РН-Юганскнефтегаз"""
8604035473;Пункт подготовки и сбора нефти №3 Южнобалыкского месторождения;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-49528-2017;"е - Блок-бокс БНС № 2, эксплуатируемое на ОПО рег. № А 58-70075-0040 (Пункт подготовки и сбора нефти №3 Южнобалыкского месторождения), ЦППН-3, Южнобалыкское месторождение ООО ""РН-Юганскнефтегаз"""
8604035473;Участок предварительной подготовки нефти №4 Южно-Сургутского месторождения;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-49600-2017;"NFF-CG зав.№ 327/2159-1 эксплуатируемую на ОПО рег. №А58-70075-0023 (Участок предварительной подготовки нефти №4 Южно-Сургутского месторождения) УПН-4ЮС ЦППН-1 ООО ""РН-Юганскнефтегаз"""
8604035473;Система промысловых трубопроводов Мамонтовского месторождения;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-08153-2022;"Система промысловых трубопроводов Мамонтовского месторождения Рег № ОПО А58-70075-0114 | Нефтесборный трубопровод ""уз.ЗУ-570(т.6а) - т.5а"", эксплуатиру"
4823006703;цех углеподготовительный;;;https://monitor-pb.ru/conclusion/13-%D0%97%D0%A1-08901-2019;"№ 9, инв. № 17399"", применяемое на опасном производственном объекте, цех углеподготовительный."
4823006703;цех коксовый;;;https://monitor-pb.ru/conclusion/13-%D0%97%D0%A1-08905-2019;"КД-4, инв. № 56121"", применяемое на опасном производственном объекте, цех коксовый."
4823006703;цех конвертерный № 1;;;https://monitor-pb.ru/conclusion/13-%D0%97%D0%A1-08906-2019;"П-7), инв. № 59404"", применяемое на опасном производственном объекте, цех конвертерный № 1."
4823006703;площадка воздухоразделительных установок № 1;;;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-08888-2019;"№ 1, инв. № 29427"", применяемое на опасном производственном объекте, площадка воздухоразделительных установок № 1."
4823006703;склад взрывчатых материалов Копрового цеха;;;https://monitor-pb.ru/conclusion/13-%D0%97%D0%A1-08693-2019;"ния, инв. № 172189"", применяемое на опасном производственном объекте, склад взрывчатых материалов Копрового цеха."
4823006703;Цех агломерации;;;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-09963-2023;Цех агломерации | Кран грузоподъемный мостовой зав. №001817, учет. №15656
4823006703;Цех фасонолитейный;;;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-09969-2023;Цех фасонолитейный | Конвейер ленточный стационарный технологический №27, инв. №93137, ФЛЦ
7706613770;Установка компрессорная винтовая типа ДЭН-45ШМ зав.№ 8401;;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-970522-2026;Установка компрессорная винтовая типа ДЭН-45ШМ зав.№ 8401
7706613770;Установка компрессорная винтовая типа ДЭН-45ШМ зав.№ 8402;;;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-970542-2026;Установка компрессорная винтовая типа ДЭН-45ШМ зав.№ 8402
7706613770;"Участок ведения буровых работ Губкинский филиал ООО ""РН-Бурение""";;;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-02678-2024;"х35А, зав.№0207, эксплуатируемое на опасном производственном объекте ""Участок ведения буровых работ Губкинский филиал ООО ""РН-Бурение"", рег. №А01-08709-0093, ООО ""РН-Бурение"""
7706613770;"элеватор типа КМ 73-125, заводской №10-10; 2008г.в., Элеватор типа КМ 73-125, заводской №990; 2007г.в принадлежащее Нижневартовский филиал ООО «РН-Бурение»";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-49010-2020;"элеватор типа КМ 73-125, заводской №10-10; 2008г.в., Элеватор типа КМ 73-125, заводской №990; 2007г.в принадлежащее Нижневартовский филиал ООО «РН-Бурение»"
7706613770;"элеватор типа DDZ 3 1/2 заводской №60902; 2017г.в., принадлежащее Нижневартовский филиал ООО «РН-Бурение»";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-49018-2020;"элеватор типа DDZ 3 1/2 заводской №60902; 2017г.в., принадлежащее Нижневартовский филиал ООО «РН-Бурение»"
7706613770;"элеватор типа КМ60-125 заводской №365; 2007г.в, принадлежащее Нижневартовский филиал ООО «РН-Бурение»";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-49019-2020;"элеватор типа КМ60-125 заводской №365; 2007г.в, принадлежащее Нижневартовский филиал ООО «РН-Бурение»"
7706613770;"элеватор типа КМ 114-140 заводской №162; 2012г.в., принадлежащее Нижневартовский филиал ООО «РН-Бурение»";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-49020-2020;"элеватор типа КМ 114-140 заводской №162; 2012г.в., принадлежащее Нижневартовский филиал ООО «РН-Бурение»"
7706613770;элеватор КМ 102-125 ОТТМ, заводской № 153 ООО «РН-Бурение» Нефтеюганский Филиал;;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-49038-2020;элеватор КМ 102-125 ОТТМ, заводской № 153 ООО «РН-Бурение» Нефтеюганский Филиал
7706613770;элеватор КМ 102-125 ОТТМ, заводской № 152 ООО «РН-Бурение» Нефтеюганский Филиал;;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-49039-2020;элеватор КМ 102-125 ОТТМ, заводской № 152 ООО «РН-Бурение» Нефтеюганский Филиал
8602060555;Площадка установки получения нефтебитумов Управления по переработке газа;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-04116-2023;к Т-1/5,6», рег.№143, применяемый на опасном производственном объекте Площадка установки получения нефтебитумов Управления по переработке газа регистрационный №А58-70020-0162 ПАО «Сургутнефтегаз» ЦППНиПБ
8602060555;Площадка газоперерабатывающего за-вода Управления по переработке газа;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-04142-2023;газ)» рег.№112/117, при-меняемый на опасном производственном объекте Площадка газоперерабатывающего за-вода Управления по переработке газа рег. №А58-70020-0341 (ЦПГ-1) ПАО «Сургутнефтегаз
8602060555;Пункт подготовки и сбора нефти НГДУ «Нижнесортымскнефть» (ЦПС Алёхинского месторождения ЦППН) ПАО «Сургутнефтегаз»;;;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-54675-2019;.№102, инв.№10739961, применяемый на опасном производственном объекте Пункт подготовки и сбора нефти НГДУ «Нижнесортымскнефть» (ЦПС Алёхинского месторождения ЦППН) ПАО «Сургутнефтегаз»
8401005730;Установка зарядная пневматическая УЗП (модель СВ42R) заводские номера 3111, 3112, 3115, 3116, 3117, 3118, 3119, 3120, 3121, 3122, 3123, 3124, 3125, 3126, 3127;;;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-07132-2019;Установка зарядная пневматическая УЗП (модель СВ42R) заводские номера 3111, 3112, 3115, 3116, 3117, 3118, 3119, 3120, 3121, 3122, 3123, 3124, 3125, 3126, 3127
8401005730;Рудник «Скалистый» Заполярного филиала ПАО «ГМК «Норильский никель»»;;;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-13957-2023;Рудник «Скалистый» Заполярного филиала ПАО «ГМК «Норильский никель»» | Заключение № 1026-2023К экспертизы промышленной безопасности на техническое устройство:
0277106840;Пункт подготовки и сбора нефти (Пункт сбора нефти «Кереметово») Арланского нефтяного месторождения;I;;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-972623-2026;№ 61584, зав. № 826, применяемое на опасном производственном объекте «Пункт подготовки и сбора нефти (Пункт сбора нефти «Кереметово») Арланского нефтяного месторождения», рег.№ А41-05127-0203, класс опасности I. 452947, РФ, РБ, Краснокамский р-н, 550 м на се
0277106840;Пункт сбора нефти «Кереметово»;I;;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-972623-2026;на опасном производственном объекте «Пункт подготовки и сбора нефти (Пункт сбора нефти «Кереметово») Арланского нефтяного месторождения», рег.№ А41-05127-0203, класс опасности I. 452947, РФ
0277106840;"Пункт подготовки и сбора нефти (Пункт сбора нефти ""Манчарово"")";I;;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-972686-2026;"№ 62056, зав. № 32, применяемое на опасном производственном объекте «Пункт подготовки и сбора нефти (Пункт сбора нефти ""Манчарово"")», рег.№ А41-05127-0106, класс опасности I. 452260, РФ, РБ,Илишевский р-н, Игметовский с\с"
0277106840;"Пункт сбора нефти ""Манчарово""";I;;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-972686-2026;"на опасном производственном объекте «Пункт подготовки и сбора нефти (Пункт сбора нефти ""Манчарово"")», рег.№ А41-05127-0106, класс опасности I. 452260, РФ, РБ,Илишевский р-н, Игметовский с\"
0277106840;"Участок предварительной подготовки нефти (Установка подготовки нефти ""Кушкуль"")";I;;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-972755-2026;"№ 26329, зав. № 1, применяемого на опасном производственном объекте «Участок предварительной подготовки нефти (Установка подготовки нефти ""Кушкуль"")», рег. №: А41-05127-0057 от 15.06.2010 г., I класс опасности. УЦППН, УПН «Кушкуль», ООО «"
0277106840;"Установка подготовки нефти ""Кушкуль""";I;;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-972755-2026;"м производственном объекте «Участок предварительной подготовки нефти (Установка подготовки нефти ""Кушкуль"")», рег. №: А41-05127-0057 от 15.06.2010 г., I класс опасности. УЦППН, УПН «Кушкуль», ООО"
8608048498;Площадка дожимной насосной станции № 3 (ДНС-3) Покачёвского месторождения нефти, ТПП «Покачевнефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»;;;https://monitor-pb.ru/conclusion/72-%D0%94%D0%91-968727-2026;кларацию промышленной безопасности опасного производственного объекта Площадка дожимной насосной станции № 3 (ДНС-3) Покачёвского месторождения нефти, ТПП «Покачевнефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»
8608048498;Пункт подготовки и сбора нефти, ЦППН Тевлинско - Русскинского месторождения ТПП «Когалымнефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»;;;https://monitor-pb.ru/conclusion/72-%D0%94%D0%91-964364-2026;кларацию промышленной безопасности опасного производственного объекта Пункт подготовки и сбора нефти, ЦППН Тевлинско - Русскинского месторождения ТПП «Когалымнефтегаз» ООО «ЛУКОЙЛ-Западная Сибирь»
8608048498;"Участок комплексной подготовки газа Каменной площади ТПП ""Урайнефтегаз""";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-33387-2022;"Участок комплексной подготовки газа Каменной площади ТПП ""Урайнефтегаз"" | Сосуд, работающий под давлением, эксплуатируемый ТПП «Урайнефтегаз» ООО «ЛУКОЙЛ-Западна"
8608048498;"Система газопроводов попутного нефтяного газа по месторождениям ТПП ""Покачевнефтегаз""";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-33451-2022;"Система газопроводов попутного нефтяного газа по месторождениям ТПП ""Покачевнефтегаз"" | технического устройства: Сосуд, работающий под давлением, эксплуатируемый ТПП «Покачевн"
8608048498;"Участок комплексной подготовки газа ГТЭС Тевлинско-Русскинского месторождения, ТПП ""Когалымнефтегаз""";;;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-33457-2022;"Участок комплексной подготовки газа ГТЭС Тевлинско-Русскинского месторождения, ТПП ""Когалымнефтегаз"" | технического устройства: аппарат воздушного охлаждения, эксплуатируемый ТПП «Когалымнеф"
7840346335;Площадка цеха очистки стоков, Иркутская область, г. Усть-Илимск;III;;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-961035-2026;ий трубопровод серной кислоты № 1 опасного производственного объекта «Площадка цеха очистки стоков, Иркутская область, г. Усть-Илимск» рег. №А19-07153-0100, III класс опасности Филиал АО «Группа «Илим» в г. Усть-Илимске ЦОП
7840346335;Площадка по производству целлюлозы, Иркутская обл., г. Усть-Илимск;;;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-958494-2026;я организация: Акционерное общество «Группа «Илим», Наименование ОПО: Площадка по производству целлюлозы, Иркутская обл., г. Усть-Илимск, Регистрационный номер ОПО: А19-07153-0093, Класс опасности ОПО: III, Адрес ОПО: Российск
7840346335;База товарно-сырьевая склада хлора, сернистого ангидрида, кислот, щелочей, Иркутская обл., г. Усть-Илимск;IV;;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-958502-2026;я организация: Акционерное общество «Группа «Илим», Наименование ОПО: База товарно-сырьевая склада хлора, сернистого ангидрида, кислот, щелочей, Иркутская обл., г. Усть-Илимск, Регистрационный номер ОПО: А19-07153-0094, Класс опасности ОПО: I, Адрес ОПО: Иркутская
