inn;predpriyatie
4223057424;"ООО ""ОФ ""Коксовая"""
4202004414;"ОАО ЦОФ ""Беловская"""
6730000614;"ООО ""ТАУ-С"""
4221000133;"АО ""ЗАВОД УНИВЕРСАЛ"""
5019002730;"ОАО ""БАЙСАД-КАШИРА"""
5044018861;"ЗАО ""ФЕРРЕРО РУССИЯ"""
6829007922;"ООО ""ЗОЛОТАЯ НИВА"" (ИНН 6829007922)"
6615001962;"АО ""ЕВРАЗ КГОК"""
3302000186;"ОАО ВКХ ""Мукомол"""
4612001551;"ОАО ""Лукашевское ХПП"""
5452114972;"АО ""Ерофеев"""
4220023963;"ООО ""ШАХТА №12"""
7721427433;"ООО ""МАРИЗЕРНОПРОДУКТ"""
5806003172;"АО ""БАШМАКОВСКИЙ ЭЛЕВАТОР"""
5921002508;"ЗАО""ЧУСОВСКАЯ МЕЛЬНИЦА"""
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА"""
4246004250;"ООО ОФ ""Анжерская"""
5020002781;"ОАО ""ГЕРКУЛЕС"""
9403000070;"ООО ""ЮГМК"""
6147025090;"ФКП ""КОМБИНАТ ""КАМЕНСКИЙ"""
5027030450;"ФГУП ""ФЦДТ ""Союз"""
7728060368;"ОАО ""КБК ""ЧЕРЕМУШКИ"""
3913009739;"ЗАО ""СОДРУЖЕСТВО-СОЯ"""
7017248429;"ООО ""СИБОС"""
4707020432;"ООО ""ПОРТЭНЕРГО"""
7450043423;"ООО ""Мечел-Кокс"""
6618000220;"ОАО ""Святогор"""
5003003915;"АО ""Москокс"""
7705770700;"ООО ""Велоси ПромСервис"""
5614014942;"ЗАО ""ЗСС"""
8913000816;"АО ""ПУРГАЗ"""
7017368130;"ООО ""Завод углеродистых материалов"""
3623007578;"ООО ""ТД КМЗ"""
5614085615;"ООО ""СИНТЕЗСПИРТ"""
3821008485;"ООО ""СУАЛ-ПМ"""
0323097504;"АО ""У-УЛЗ"""
8602223094;"ООО ""СОЮЗПРОФМОНТАЖ"""
1402045638;"ООО ""АССОЦИАЦИЯ СТРОИТЕЛЕЙ АЯМ"""
7704784450;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ"""
6915002325;"АО ""Завод ""МАРС"""
8610010727;"АО ""РН-НЯГАНЬНЕФТЕГАЗ"""
2703032881;"ООО ""РН-Комсомольский НПЗ"""
1327004453;"ГУП Республика Мордовия ""Лисма"""
7735000722;"ЗАО ""Логика"""
6907010883;"АО ""Спецтехника"""
4100000668;"ПАО ""КАМЧАТСКЭНЕРГО"""
5261000011;"ФГУП ""ФНПЦ НИИИС им. Ю.Е. Седакова"""
3442123614;"АО ""ВМК ""Красный Октябрь"""
1106019518;"ООО ""ННК-СЕВЕРНАЯ НЕФТЬ"""
6150040250;"ООО ""ПК ""НЭВЗ"""
8620018330;"АО ""НИЖНЕВАРТОВСКАЯ ГРЭС"""
8905000428;"АО ""ГАЗПРОМНЕФТЬ-ННГ"""
3913500440;"ООО ""ЛУКОЙЛ-КНТ"""
2631805988;"ООО МЭЗ ""РЕСУРС"""
5405270340;"АО ""СГК-НОВОСИБИРСК"""
5049015303;"ООО ""РОШАЛЬСКИЙ ЗАВОД ПЛАСТИФИКАТОРОВ"""
9909012867;"НФК ""Шлюмберже Лоджелко Инк"""
2457058356;"АО ""НТЭК"""
6672230486;"ООО ""Диоксид"" (ИНН 6672230486)"
6315636947;"АО ""БВТ-Восток"""
8604028571;"ООО ""НПС"" (ИНН 8604028571)"
6632004667;"ПАО ""Надеждинский металлургический завод"""
5254022399;"ООО ""ЕНИСЕЙ"""
3802008546;"АО ""ПОЛЮС ВЕРНИНСКОЕ"""
7414003633;"ПАО ""ММК"""
4813001287;"ОАО""Боринское"""
1435029085;"ПАО ""ЛОРП"""
1840005542;"ЗАО ""Ижметмаш"""
5409005938;"ООО ""НЭРЗ"""
2208000010;"АО ""АЛТАЙВАГОН"""
1420005042;"АО ""Поиск Золото"""
8601052544;"ОАО ""УТС"" (ИНН 8601052544)"
2224173758;"ООО ""СИБЭНЕРГОМАШ - БКЗ"""
3250526497;"ЗАО ""Брянский арсенал"""
7709625414;"ООО ""РУС-Инжиниринг"""
6911000550;"АО ""КЗСК"" (ИНН 6911000550)"
4704012874;"ПАО ""ВСЗ"""
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ"""
3128011788;"АО ""СТОЙЛЕНСКИЙ ГОК"""
6812000252;"ОАО ""Первомайскхиммаш"""
6646009256;"АО ""НЛМК-Урал"""
3257044421;"ООО ""НПЦ ""СИК"""
4909109130;"ООО ""ОМОЛОНСКАЯ ЗОЛОТОРУДНАЯ КОМПАНИЯ"""
5040049770;"ООО ""АВИАВТОРРЕСУРС"""
2635258905;"АО ""Возрождение"""
0262016287;"АО ""КУМАПП"""
7715729877;"АО ""ЖЕЛДОРРЕММАШ"""
1901043379;"ООО ""Провайдер"""
3304005609;"ООО ""ОСЗ"" (ИНН 3304005609)"
3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА"""
2451000582;"АО ""ЕРП"""
3448046860;"ООО ""ПРАКСАЙР ВОЛГОГРАД"""
5402194267;"АО ""Экран-оптические системы"""
6501216227;"ООО Южно-Сахалинское МУ ""ДЭМ"""
6606003385;"АО ""УРАЛЭЛЕКТРОМЕДЬ"""
5917230893;"ОАО ""Кунгурский машзавод"""
4714004270;"ФГУП ""ФЭО"""
2464005002;"ООО ПРЕДПРИЯТИЕ ""ГАЗСЕРВИС"""
5904297072;"ООО ""ПЕРМКОМПРЕССОРМАШ"""
2625800607;"ООО ""ГеАЗ"""
0260010699;"ООО ""Стройгаз-АГЗС"""
5837022880;"АО ""ПЕНЗАДИЗЕЛЬМАШ"""
4200000333;"АО ""КУЗБАССЭНЕРГО"""
1903029034;"ООО""Кислород технический"""
7449000721;"ОАО ""ЧМЗ"""
3459080648;"АО ""КОРПОРАЦИЯ КРАСНЫЙ ОКТЯБРЬ"""
8601058850;"АО ""УТС"" (ИНН 8601058850)"
7724551809;"ООО ""НЕФТЕМАШ"""
7401016314;"ООО ""КЛЗ"" (ИНН 7401016314)"
4322000130;"АО ""ОМЗ"" (ИНН 4322000130)"
2462206345;"АО ""Красмаш"""
2465201987;"ООО ""СТАП"""
6135008069;"ООО ""Усть-Донецкий ССРЗ"""
2126003074;"ОАО ""Промтрактор"""
8603138726;"ООО ""Нижневартовский ГПК"""
220402933037;ИП Гуренков И.С.
4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС"""
4025431260;"АО ""ОНПП ""Технология"" им. А.Г. Ромашина"""
7328032711;"АО ""АВИАСТАР - СП"""
3834002314;"ПАО ""КОРШУНОВСКИЙ ГОК"""
1902015920;"АО ""РУСАЛ САЯНАЛ"""
2453013555;"АО ""ПО ЭХЗ"""
6508006050;"ООО ""Ремонтные механические мастерские"""
3528103017;"АО ""АЛС"""
2128701370;"ЗАО ""Промтрактор-Вагон"""
7740000090;"АО ""КОМПАНИЯ ""СУХОЙ"""
5452112527;"ФКП ""АНОЗИТ"""
2462004363;"АО ""КЗСК"" (ИНН 2462004363)"
6673125685;"ООО ""ЮЖУРАЛМАШ"""
7411005872;"ОАО ""КМЗ"" (ИНН 7411005872)"
7530014555;"ООО ""КИСЛОРОД"" (ИНН 7530014555)"
2123023410;"ООО ""КАВАЗ"""
7709129423;"ГБУЗ ""ГКБ № 23 им. ""Медсантруд"" ДЗМ"""
3103004524;"АО ""БЗММК им. В.А. Скляренко"""
5408105577;ИЯФ СО РАН
6134008443;"ООО ""АДМ"" (ИНН 6134008443)"
4250005979;"АО ""УК ""СЕВЕРНЫЙ КУЗБАСС"""
8701003195;"ОАО ""Шахта ""Угольная"""""
6167128827;"ООО ""ИМПЭКС-ДОН"""
4216008176;"ОАО ""ОУК ""Южкузбассуголь"""""
7721755709;"ООО ""Научно-Производственное предприятие МашТЭК"""
4211016600;"ООО  ""Шахтоуправление Карагайлинское"""
0411169236;"ООО ""МЕТАЛЛ-НК"""
5911065428;"ООО ""Уралкалий-Ремонт"""
0315006623;"ООО ""СА Китой"""
4205062661;"ООО ""Шахта Байкаимская"""
4218002236;"АО ""ШАХТА ""АНТОНОВСКАЯ"""
4253000841;"ООО ""Шахта ""Абашевская"""
6663003800;"ПАО ""МЗИК"""
7709956455;"ООО ""Титановые Инвестиции"""
2315057727;"ООО ""НОВОРОСМЕТАЛЛ"""
7702583250;"ООО ""ЛЛК-ИНТЕРНЕШНЛ"""
4716014682;"ООО ""ИНТЕРФОМ-СПБ"""
4707017905;"ООО ""ПГ""ФОСФОРИТ"""
6318205201;"ОАО  ""Самаралакто"""
1834039053;"ООО ""ИНТЕГРА - БУРЕНИЕ"""
3126019943;"ООО ""Русагро-Белгород"""
5249079128;"ООО ""Синтез ОКА"""
6621016702;"ООО ""Техномаш"" (ИНН 6621016702)"
3810035857;"ООО ""ЭЦ ""ИРКУТ"""
5911013780;"АО ""БСЗ"" (ИНН 5911013780)"
4345300838;"ОАО ""КШЗ"""
7449006184;"ПАО ""ЧКПЗ"""
5001071638;"ООО ""КРИОГАЗ"" (ИНН 5001071638)"
2323025302;"ООО ""АБИНСКИЙ ЭЛЕКТРОМЕТАЛЛУРГИЧЕСКИЙ ЗАВОД"""
7401000473;"ПАО ""АШИНСКИЙ МЕТЗАВОД"""
7204084481;"АО ""Антипинский НПЗ"""
7714027882;"АО ""ИЛ"""
6154011797;"АО ""ТАГМЕТ"""
8610025032;"ООО ""Полярный кварц"""
5250018433;"ООО ""Автозавод ""ГАЗ"""
7825500173;"ООО ""ЛАНИТЕКС-ОПТИМА-7"""
6324085340;"ООО ""ВОЛГАФЕРТ"""
7610052644;"ПАО""ОДК-Сатурн"""
7725610285;"ООО ""ГАЗПРОМ НЕФТЬ ШЕЛЬФ"""
2630016660;"АО ""КАВМИНВОДЫ"""
7728328640;"АО ""НПП ""Торий"""
8904002359;"АО ""АРКТИКГАЗ"""
4345465597;"ООО ПК ""КИРОВ ТАЙР"""
8608059605;"ООО ""ЛУКОЙЛ-АИК"""
7448000013;"АО ""ЧЦЗ"""
4025415519;"АО ""Обнинскоргсинтез"""
7710373095;"ПАО ""ТМК"""
3808066311;"ООО ""ИНК"" (ИНН 3808066311)"
7726260234;"АО ""Пивоварня Москва-Эфес"""
1661008339;"АО ""КОКБ ""Союз"""
1650079031;"ОАО ""ЧЕЛНЫ ХОЛОД"""
6908012280;"ООО ""Вышневолоцкий мясокомбинат"""
4229004316;"ООО ""Топкинский цемент"""
8608052470;"ООО ""КАТойл-Дриллинг"""
6162511747;"ООО МЯСОКОМБИНАТ ""БРЮХОВЕЦКИЙ"""
6670050150;"АО ""УРАЛИНТЕХ"""
7715087436;"ОАО ""ОМК"""
5802008821;"ЗАО ""Каменский пивзавод"""
2363001058;"ООО ""БПА"""
1650008591;"ОАО ""Булгарпиво"""
5321034579;"АО ""ЛАКТИС"""
3650000959;"ПАО ""ВАСО"""
6315376946;"ПАО ""Т ПЛЮС"""
4211002950;"ОАО ""Знамя"""
2328000083;"АО ФИРМА ""АГРОКОМПЛЕКС"" ИМ. Н.И.ТКАЧЕВА"
2204052762;"АО ""Бийскэнерго"""
4217148426;"ООО ""Центральная ТЭЦ"""
2511005154;"ЗАО ""Триада"""
5053000797;"АО ""МЗ ""Электросталь"""
2341015890;"ЗАО ""СК ""ЛЕНИНГРАДСКИЙ"""
2460066195;"ПАО ""РУСГИДРО"""
3321020710;"ООО ""МОН'ДЭЛИС РУСЬ"""
3711005996;"ФК ""Зеленый"" Росрезерва"
4346001245;"ОАО ""ПХ ""ЗДРАВА"""
1434031363;"АО ""ДГК"" (ИНН 1434031363)"
6027024610;"АО ""ПСКОВСКИЙ ХЛАДОКОМБИНАТ"""
3128002536;"ФК ""Новый путь"" Росрезерва"
5616009708;"ЗАО ""Орский МК"""
7722154362;"ООО ""ЛАГУНА КОЙЛ"""
1650019970;"ООО ""САТУРН"" (ИНН 1650019970)"
2265000610;"ЗАО ""ПМК"""
1203010246;"ООО ""ЗГМК"""
5614054751;"ООО ""ОРСКИЙ МЯСОКОМБИНАТ"""
434523181503;ИП Александрова Ю. М.
7830001250;"АО ""ПАРНАС-М"""
5322007151;"ООО ""Лакто-Новгород"""
1651061372;"ООО ""ЭНЕРГОШИНСЕРВИС"""
3665046177;АО КБХА
6230043899;"ООО ""ЗАВОД ТЕХНОПЛЕКС"""
0266004050;"АО ""САЛАВАТСТЕКЛО"""
8602067092;"ПАО ""ЮНИПРО"""
6665002150;"ОАО ""КУМЗ"""
6950140737;"ЗАО ""Тверской экскаватор"""
7704018536;"ЗАО ""ТЕХНОГАЗ"""
7811013885;"ЗАО ""КЗ ""ВОЗРОЖДЕНИЕ"""
7802118578;"ООО ""ОПХ"""
3528079646;"ООО ""ССМ-Тяжмаш"""
6167055777;"ООО ""МЭЗ ЮГ РУСИ"""
3801008180;"АО ""АНГАРСКЦЕМЕНТ"""
5249041484;"ЗАО ""Химсорбент"""
5235004482;"ПО ""Оргхим"", АО"
5227005524;"АО ""Маслосырзавод ""Починковский"""
1327030735;"ООО ""Лисма"""
6453046678;"ЗАО ""ЭкспоПУЛ"""
6314041136;"АО ""ВОЛГАБУРМАШ"""
6659010266;"ОАО ""Линде Уралтехгаз"""
6633008720;"ООО ""СЦЗ"""
8608055054;"ООО ""КРС Евразия"""
5406323202;"АО ""ТГК-11"""
6452024470;"ФРПИ ""МИКРОБ"" РОСПОТРЕБНАДЗОРА"
5053031065;"ООО ""ЭНЕРГО ТРАНСФЕР"""
6320058723;"ООО ""НОВАТЭК-СПГ ТОПЛИВО ТОЛЬЯТТИ"""
2308065678;"ООО ""ГАЗПРОМ ДОБЫЧА КРАСНОДАР"""
7017005289;"ООО ""ГАЗПРОМ ТРАНСГАЗ ТОМСК"""
7819310752;"АО ""61 БТРЗ"""
5018033937;"ПАО ""РКК ""ЭНЕРГИЯ"""
5018138369;"ЗАО       ""Тепло РКК ""Энергия"""
6234017547;"ООО ""Гардиан Стекло Рязань"""
6208000498;"АО ""Михайловцемент"""
4623000045;"ОАО ""СМДК"""
7106002836;"АО ""АК ""Туламашзавод"""
3663088326;"ЗАО ""ВШЗ"""
4813007240;"АО ""КЦ"""
7734249379;"ООО ""Русский трикотаж"""
4704087728;"ООО ""Выборгская лесопромышленная корпорация"""
7327033568;"ООО ""УАЗ-Техинструмент"""
0264004103;"ПАО ""НЕФАЗ"""
0276078357;"ООО ""УФК"""
0219004990;"ООО ""Живая вода"""
1834051678;"ООО ""ЛАДА ИЖЕВСК"""
5918839110;"ООО ""ЛЗБТ"""
5919470019;"ОАО ""СМЗ"" (ИНН 5919470019)"
5948025679;"ООО ""ЮКМП"""
2457002628;"АО ""НОРИЛЬСКГАЗПРОМ"""
5837013491;"ФГУ ""Сурский гидроузел"""
5834000617;"АО ""ПАЗ"""
6318103898;"АО ""АГРЕГАТ"""
6314007329;"ОАО ""Волгабурмаш"""
6312139922;"АО ""РКЦ ""ПРОГРЕСС"""
4501122913;"ПАО ""КГК"""
7415029289;"АО ""АЗ ""Урал"""
7205011944;"АО ""СУЭНКО"""
1656025681;"ФКП ""КГКПЗ"""
6673089388;"ООО ""ОМЗ-Спецсталь"""
6659190900;"АО ""УРАЛТРАНСМАШ"""
4345226790;"ОАО ""Ремстройгидравлика"""
1649001376;"ОАО ""Лениногорский завод железобетонных изделий"""
1644047842;"ООО ""НКТ-Сервис"""
1105001927;"АО ""ПНГ"""
1644039070;"ООО ""АРСУ"""
0246006619;"ПАО ""РусГидро"" -  ""Дагестанский филиал"""
5913004822;"АО ""ГУБАХИНСКИЙ КОКС"""
7017194276;"ООО ""РЭС 217"""
6377005797;"ООО ""Нефтегорская буровая компания"""
5249116549;"АО ""ГосНИИ ""Кристалл"""
3443009752;"ОАО ""Волгоградский завод железобетонных изделий 1"""
5904184047;"ООО ""КАМСКИЙ КАБЕЛЬ"""
7708737517;"АО ""ВРК - 2"""
1644091030;"ООО ""РИМЕРА-АЛНАС"""
2631029083;"ООО ""НевРСС"""
8608053875;"ООО ""КОГАЛЫМ НПО-СЕРВИС"""
3419004200;"ОАО ""НЗ ""ЭМА"""
1326182132;"ООО ""СГК-Бурение"""
2511094010;"ООО ""Промышленный парк УССУРИЙСКИЙ"""
2130095159;"АО ""ЧПО ИМ. В.И.ЧАПАЕВА"""
2373006344;"ООО ""Флорентина"""
4105000069;"УМП ОПХ ""Заречное"""
7730605160;"ОАО ""Росспиртпром"""
1644006532;"АО ""Альметьевский трубный завод"""
7708709686;"АО ""ФПК"""
5921002018;"АО ""ЧМЗ"""
7708737500;"АО ""ОМК СТАЛЬНОЙ ПУТЬ"""
7708737490;"АО ""ВРК-1"""
2314013396;"ЗАО "" ХИМИК """
3435313621;"ООО ""ВТПЗ"""
7703651760;"ООО ""УРАЛХИМ-ТРАНС"""
5506066492;"ООО ""ОМСКТЕХУГЛЕРОД"""
7018006870;"ООО НПК ""ЭТТ"""
2204043951;"АО ""Алтайский бройлер"""
1607000081;"ОАО ""АЛНАС"""
6325027630;"АО ""МЕДХИМ"""
7453018129;"АО ""Первый хлебокомбинат"""
6340006106;"ООО ""РН-РЕМОНТ НПО"""
5045016560;"ООО ""МАРС"" (ИНН 5045016560)"
6449042335;"АО ""356 АРЗ"""
1639025000;"ООО ""ЧЕЛНЫ-БРОЙЛЕР"""
5036065113;"ПАО ""РОССЕТИ МОСКОВСКИЙ РЕГИОН"""
5044046731;"МКП ""ИКЖКХ"""
1646012500;"ООО ""НПО ""Ростар"""
9102157783;"ФГУП ""КЖД"""
5503001024;"ОАО ""Сладонеж"""
7704758153;"ООО ""ЛокоТех-Сервис"""
7718059469;"ОАО ""Объединение Альфапластик"""
7712098983;"ООО ""Фирма ""Трансгарант"""
3816006073;"ООО ""ЕСК СУЭК"""
7701215046;"ООО ""МУЛТОН ПАРТНЕРС"""
2202000222;"АО ""Барнаултрансмаш"""
6452042857;"ОАО ""ЗАВОД ""ПРОММАШ"""
2450003125;"ЗАО ""КМЗ ""Сегмент"""
2122005916;"АО ""АМЗ"""
5042059767;"ООО ""АГР"""
3917022667;"ООО ""Литана"""
0261013879;"АО ""МК ""ВИТЯЗЬ"""
6439071560;"ООО ""МОЛОТ"" (ИНН 6439071560)"
2503032517;"ООО ""ССК ""Звезда"""
3903007130;"АО ""РОССЕТИ ЯНТАРЬ"""
7719091049;"ПАО ""ПОДЗЕМБУРГАЗ"""
5005031820;"ООО ""Криогенсервис"""
3805707944;"ООО ""КБЖБ"""
6660000590;"АО ""УМЕКОН"""
7611001307;"ООО ""ФУКС ОЙЛ"""
6319212106;ООО «МК «Михайловский»
8605022318;"ООО ""Мегион геология"""
5408156204;"ООО ""ГЕРКУЛЕС-СИБИРЬ"""
5032074156;"ООО ""ТК ""СК"""
3801008303;"АО ""КАРАВАЙ"""
3907002975;"ЗАО ""КСРЗ"""
5905290400;"ООО ""УНК-ПЕРМЬ"""
8608054903;"ООО ""РГС"" (ИНН 8608054903)"
7730014256;"ОАО ""МТЗ ""ФИЛИТ"""""
5009002001;"ОАО  ""342 МЗ"""
6227001715;"ОАО ""ТЕПЛОПРИБОР"""
3122000300;"АО ""ЭФКО"""
4826050108;"ООО ""Агроснабсахар"""
3728002150;Областной онкологический диспансер
2901023416;"АО ""КУЗНЕЧЕВСКИЙ КСКМ"""
1644047828;"ООО ""ТАТБУРНЕФТЬ"""
1644048067;"ООО ""Бурение"""
4307014272;"ООО ""Стиплекс"""
7451048960;"АО ""УРАЛМОСТОСТРОЙ"""
5902990852;"ООО ""ЖБИ- МОНОЛИТ"""
5911040568;"ООО ""ВДБ"""
5906006610;"МУП ""ПЕРМГОРЭЛЕКТРОТРАНС"""
5826003011;"ЗАО ""НЗСС"""
6633001059;"АОР ""НП ЗНАМЯ"""
8913008237;"ООО ""ПНГ-Нефтепромсервис"""
4214022665;"ООО ""Южкузбассбетон"""
4223003154;"ОАО  ""ПТУ"""
9106001900;"АО ""СЗ"""
3906089959;"ООО ""ЛБ"""
3906995784;"ООО ""СРП ПРЕГОЛЬ"""
3435135658;"ООО ""ПО ""НВТЗ"""
1632007348;"ЗАО ""Нурлатский сахар"""
4223035452;"ООО ""РАЗРЕЗ ""БЕРЕЗОВСКИЙ"""
4000000255;"ПАО ""КАДВИ"""
3913501130;"ООО  ""СРЗ"""
3917026693;"ООО ""Кливер"""
6167129563;"ООО ""ТД ""РТПЗ"""
8617002073;"ООО &quot;ГАЗПРОМ ТРАНСГАЗ СУРГУТ&quot;"
4205244870;"ООО &quot;Кузбассоблгаз&quot;"
7715842760;"АО &quot;Корпорация &quot;МИТ&quot;"
4004009259;"АО &quot;ТБФ&quot;"
7722648033;"АО &quot;ВРМ&quot;"
7813046910;"ОАО &quot;Метрострой&quot;"
4705002815;"АО &quot;ГССК&quot;"
2902060361;"АО &quot;ЦС &quot;ЗВЕЗДОЧКА&quot;"
6617002344;"ОАО &quot;БРУ&quot;"
2440000020;"АО &quot;УЖБК&quot;"
7536019006;"ОАО &quot;ЧИТАОБЛГАЗ&quot;"
2464042685;"ООО &quot;КОМБИНАТ &quot;ВОЛНА&quot;"
6807001420;"ООО &quot;ГЭС Тамбов&quot;"
6385001612;"ОАО &quot;Челно-Вершинский машиностроительный завод&quot;"
5053055010;"ООО &quot;ЭЛЕМАШ-ТЭК&quot;"
5009003446;"АО &quot;ДоКон&quot;"
3503011237;"ООО &quot;Белозерскнефтегаз&quot;"
7327077188;"ООО &quot;УАЗ&quot;"
7420000133;"ПАО &quot;Уральская кузница&quot;"
7204173910;"ООО &quot;ГСК&quot; (ИНН 7204173910)"
4218016983;"ООО &quot;ТРИНИТИ&quot; (ИНН 4218016983)"
5003000696;"АО &quot;Газпром оргэнергогаз&quot;"
7602053796;"ЗАО &quot;Волгаэнергоресурс&quot;"
1101031945;"ООО &quot;СГснаб&quot;"
1101039849;"ООО &quot;Бетон-инвест&quot;"
3459001117;"ООО &quot;Стимул&quot; (ИНН 3459001117)"
7701045732;"ПАО &quot;МОСТОТРЕСТ&quot;"
5614055265;"ООО &quot;ОМП&quot;"
5610089425;"ООО &quot;ГЭС ОРЕНБУРГ&quot;"
5446013327;"АО &quot;НЗИВ&quot;"
3124011000;"АО &quot;БМК&quot; (ИНН 3124011000)"
3123215499;"ООО &quot;ГЭС Белгород&quot;"
7843003128;"АО &quot;КРОНШТАДТСКИЙ МОРСКОЙ ЗАВОД&quot;"
1101411009;"ПК &quot;ЗЖБИ-С&quot;"
2635000092;"ПАО &quot;СИГНАЛ&quot;"
5638015960;"ООО &quot;ОРЕН-ОРС&quot;"
2224130666;"ЗАО &quot;АлтайСпецИзделия&quot;"
6319031396;"АО &quot;АВИААГРЕГАТ&quot;"
2443005570;"АО &quot;РУСАЛ АЧИНСК&quot;"
2709006503;"АО &quot;Дальтрансуголь&quot;"
2724108394;"ООО &quot;ПЕРВЫЙ ПРАЧЕЧНЫЙ КОМБИНАТ&quot;"
2801018211;"ОАО  &quot;СЗОР&quot;"
9304009763;"ООО &quot;ТРАНС-ПЛЮС 2011&quot;"
4613005502;"ОАО &quot;Сахарный комбинат Льговский&quot;"
4632069029;"ООО &quot;Эльдекор XXI плюс&quot;"
4307012765;"ООО &quot;МОЛОТ-ОРУЖИЕ&quot;"
5607004870;"АО &quot;НЦЗ&quot;"
6312012764;"ОАО &quot;Самара-Лада&quot;"
6312040056;"АО &quot;АВИАКОР-АВИАЦИОННЫЙ ЗАВОД&quot;"
2503026908;"АО &quot;ДВЗ &quot;Звезда&quot;"
7720066255;"ОАО &quot;ММЗ &quot;Вперед&quot;"
1215058620;"ООО &quot;ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ЙОШКАР-ОЛА&quot;"
3811072717;"АО  &quot;Иркутскэнергоремонт&quot;"
4028000015;"ПАО &quot;КЗАЭ&quot;"
5702000265;"АО  &quot;ГМС Ливгидромаш&quot;"
7817311895;"АО &quot;АЭМ-ТЕХНОЛОГИИ&quot;"
6144009125;"ООО &quot;Шанс&quot; (ИНН 6144009125)"
5406585617;"ООО &quot;Торговый дом &quot;Красный Яр&quot;"
2420002597;"АО &quot;БОГУЧАНСКАЯ ГЭС&quot;"
6804008674;"ООО &quot;РУСАГРО-ТАМБОВ&quot;"
7814501150;"ООО &quot;ЛИДЕР-ЭКСПЕРТ&quot;"
5106800454;"ООО &quot;ЛОВОЗЕРСКИЙ ГОК&quot;"
3802007912;"ООО &quot;ДРУЗА&quot;"
1827003592;"ОАО &quot;Элеконд&quot;"
4342004171;"ООО &quot;Вымпел-М&quot;"
4345146992;"АО СЗ &quot;КИРОВСКИЙ ССК&quot;"
7702673970;"ООО &quot;ДАЛЬВАГОНОРЕМОНТ&quot;"
4205096501;"АНО &quot;РЕГИОНЦЕНТР&quot;"
4202016113;"ООО &quot;Шахта &quot;Чертинская-Южная&quot;"
2706000260;"ФКП &quot;АПЗ &quot;Вымпел&quot;"
5038086091;"ООО &quot;Пушкинская ГРС&quot;"
7708029391;"ОАО &quot;Кондитерский концерн Бабаевский &quot;"
5257072937;"ОАО &quot;ТГК-6&quot;"
7104002125;"ОАО &quot;ТКФ &quot;Ясная Поляна&quot;&quot;"
7601001509;"АО &quot;Кордиант&quot;"
7805298382;"АО &quot;КРИОГАЗ&quot;"
9701011913;"ООО &quot;ЗАРУБЕЖНЕФТЬ-ДОБЫЧА ХАРЬЯГА&quot;"
5613000880;"АО &quot;ОРСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД&quot;"
6312000222;"АО &quot;ЖЕЛЕЗОБЕТОН&quot;"
8903021599;"ООО &quot;НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ&quot;"
5502001198;"АО &quot;ОМКБ&quot;"
2206004556;"АО &quot;Корбалихинский рудник&quot;"
8603119586;"ООО &quot;ЕВС&quot;"
0265032375;"ООО &quot;СПЕЦТРАНСНЕФТЕСЕРВИС&quot;"
7203296941;"ООО &quot;ВЕЛЛ СЕРВИС&quot; (ИНН 7203296941)"
7729664041;"ООО &quot;ОГК-Инвестпроект&quot;"
4008005287;"ООО &quot;Селекционный центр Аквакультуры&quot;"
9705149983;"ООО &quot;КСЗ&quot; (ИНН 9705149983)"
7817331468;"АО &quot;НИИЭФА&quot;"
0276125688;"ООО &quot;ПКФ &quot;ГИС НЕФТЕСЕРВИС&quot;"
7730155419;"ООО &quot;ГНС&quot;"
5604000700;"ПАО &quot;ГАЙСКИЙ ГОК&quot;"
4017004650;"ЗАО &quot;Сухиничский комбикормовый завод&quot;"
0105046700;"ООО &quot;ЮЖГАЗЭНЕРДЖИ&quot;"
5410145930;"ООО &quot;ШАХТА&quot; ЛИСТВЯЖНАЯ&quot;"
4253029223;"ООО &quot;ЦОФ &quot;Щедрухинская&quot;"
6311079117;"ООО &quot;АРГОС&quot;"
6500004766;"ООО &quot;САХАЛИНСКАЯ ЭНЕРГИЯ&quot;"
9311001155;"ООО &quot;Б.С.&quot;"
5034055127;"ООО &quot;Теплосервис&quot; (ИНН 5034055127)"
7725778471;"ООО &quot;КВС ИНТЕРНЭШНЛ&quot;"
7728900000;"ООО &quot;НТЦ КРС&quot;"
9304000552;"ООО &quot;АНТРАЦИТ-РЕГИОН&quot;"
9304016351;"ООО &quot;ШАХТЕРСКИНДУСТРИЯ&quot;"
8901025421;"АО &quot;ЯМАЛКОММУНЭНЕРГО&quot;"
2204018521;"ООО &quot;Бия-Синтез&quot;"
6453054397;"АО &quot;САЛАВАТСТЕКЛО ВОЛГА&quot;"
2211003727;"ООО &quot;ФОР-АЛЮМИНА&quot;"
5406766317;"ООО &quot;ГОФ Красногорская&quot;"
6803629911;"ООО &quot;ТАМБОВСКИЙ БЕКОН&quot;"
