inn;predpriyatie
6726504312;"АО &quot;Авангард&quot;"
0902011018;"ЗАО &quot;Карачаевский пивзавод&quot;"
2608010302;"ООО &quot;ИПАТОВСКИЙ ПИВЗАВОД&quot;"
0909000840;"АО &quot;КАВКАЗЦЕМЕНТ&quot;"
7728261635;"АО &quot;ТБК&quot;"
7714733528;"АО&quot;РСК &quot;МиГ&quot;"
5248016686;"ООО &quot;Дайдо Металл Русь&quot;"
5246022243;"ООО &quot;ТЭС&quot; (ИНН 5246022243)"
5252000470;"АО &quot;Гидроагрегат&quot;"
5251008501;"ПАО &quot;Русполимет&quot;"
5229009348;"АО &quot;Сергачский сахарный завод&quot;"
1650220799;"ООО &quot;КамгэсЗЯБ&quot;"
4343001409;"АО &quot;СЛОБОДСКОЙ МЯСОКОМБИНАТ&quot;"
1324134422;"ООО &quot;Рузаевский ДСК&quot;"
1834021289;"ЗАО &quot;УДМУРТНЕФТЬ-БУРЕНИЕ&quot;"
6623125489;"АО &quot;НИИМаш&quot;"
6607000556;"ПАО &quot;КОРПОРАЦИЯ ВСМПО-АВИСМА&quot;"
5904001230;"ОАО &quot;Гипсополимер&quot;"
5919015877;"АО&quot;СОЛИКАМСКИЙ ЗАВОД &quot;УРАЛ&quot;"
5902181202;"ОАО &quot; Пермалко&quot;"
6037010180;ООО «Елме Мессер Рус»
5916006401;"АО &quot;КАРБОКАМ&quot;"
5907023055;"ООО &quot; ПЛИТПРОМ &quot;"
5916022234;"АО &quot;Пермский свинокомплекс&quot;"
5838000030;"МП &quot;Автотранс&quot;"
5819000179;"ОАО &quot;Кузролик&quot;"
5835040517;"ООО &quot;ЛМЗ &quot;МАШСТАЛЬ&quot;"
7321008082;"ПО УЗМВ &quot;ВОЛЖАНКА&quot;"
5252000350;"ОАО &quot;Павловский автобус&quot;"
6330280371;"ФКП &quot;ПГБИП&quot;"
2705093470;"ООО &quot;БЕЛАЯ ГОРА&quot;"
2508053888;"ООО &quot;ВНТ&quot;"
6318196490;"АО &quot;СТРОММАШИНА-ЩИТ&quot;"
6376001461;"АО ЗАВОД &quot;КОТТЕДЖ&quot;"
4720025630;"ООО &quot;ЛОГАЗИНВЕСТ&quot;"
7704214548;"ООО&quot;АФИПСКИЙ НПЗ&quot;"
6315576582;"ООО &quot;РН-Снабжение-Самара&quot;"
6320003555;"ОАО  &quot;ТЗТО&quot;"
6318191453;"СОООИ &quot;Социальная инициатива&quot;"
6680000479;"АО &quot;Серовский механический завод&quot;"
6612001971;"ФГУП &quot;ПО &quot;Октябрь&quot;"
6629026967;"ООО &quot;ТЛЦ&quot; (ИНН 6629026967)"
5190907139;"АО &quot;МЭС&quot;"
4603005648;"ООО &quot;КурскПродукт&quot;"
6620015833;"ООО&quot;БЭМЗ&quot;"
6625008043;"ОАО &quot;ПРУ&quot;"
4502000019;"АО &quot;ШААЗ&quot;"
7423012592;"ООО &quot;ЦПИ - АРИАНТ&quot;"
8603083844;"АО &quot;НвБН&quot;"
7727004530;"АО &quot;РОСПАН ИНТЕРНЕШНЛ&quot;"
7708639661;"ООО &quot;ВЕЗЕРФОРД&quot;"
7017373959;"АО &quot;ТОМСКАЯ ГЕНЕРАЦИЯ&quot;"
3304001065;"ОАО &quot;СЗД&quot;"
0317011481;"МП ДТВ &quot;Северобайкальская&quot;"
0314002305;"АО &quot;РАЗРЕЗ ТУГНУЙСКИЙ&quot;"
7710007910;"АО &quot;ВОСТСИБНЕФТЕГАЗ&quot;"
4205038193;"ООО &quot;Кузбасский СКАРАБЕЙ&quot;"
4218027576;"ООО &quot;ЭТС&quot; (ИНН 4218027576)"
4222002101;"ОАО &quot;Осинниковский ремонтно-механический завод&quot;"
7701794058;"ООО &quot;РСП-М&quot;"
5321086672;"АО &quot;НМЗ&quot; (ИНН 5321086672)"
7602072407;"ООО &quot;Ярославская лакокрасочная компания&quot;"
7601000086;"ПАО &quot;Ярославский радиозавод&quot;"
4217102358;"АО &quot;НХС&quot;"
4212001726;"ЗАО &quot;Гранула&quot;"
7723580853;"ООО &quot;МАСТЕР КЛИНИНГ&quot;"
2533000921;"ОАО &quot;СКСИ&quot;"
4105015273;"ЗАО &quot;Малкинское&quot;"
5410114184;"ПАО &quot;НЗХК&quot;"
4102009338;"АО &quot;СВРЦ&quot;"
7720015691;"АО &quot;ОКБ &quot;КРИСТАЛЛ&quot;"
9102014513;"ООО &quot;СЭЗ&quot; (ИНН 9102014513)"
7708639076;"ООО &quot;Ройлгаз&quot;"
7734720936;"ООО &quot;НИКА-ПЕТРОТЭК&quot;"
9702013720;"АО &quot;ЦЭНКИ&quot;"
4028050231;"АО &quot;КАЛУГАПРИБОР&quot;"
3906205764;"ЗАО &quot;ДСП&quot;"
2634040279;"ОАО НПК &quot;ЭСКОМ&quot;"
5440111977;"ЗАО птицефабрика &quot;Посевнинская&quot;"
7704655662;"АО НПКЦ &quot;ЭНЕРГИЯ&quot; (ИНН 7704655662)"
5616009698;"ООО &quot;ПЗ &quot;ОРСКИЙ&quot;"
6125033299;"ООО &quot;ИНДЮШКИН ДВОР&quot;"
1654001773;"ФКП &quot;НПО &quot;КЗТМ&quot;"
5433161342;"ФБУН ГНЦ ВБ &quot;Вектор&quot; Роспотребнадзора"
2631031004;"ООО &quot;Депо-ЕвроХим&quot; (ИНН 2631031004)"
5700001792;"ООО &quot;НОВЫЙ МИР&quot;"
3456004455;"ООО &quot;ДЭМЗ&quot;"
7735010706;"АО  &quot;Ангстрем&quot;"
7728589190;"ОАО &quot;НТЦ ФСК ЕЭС&quot;"
6316162190;ООО НПО СПЕЦТЕХНОЛОГИИ
4824034132;"ООО &quot;ЛКЗ&quot;"
4825047455;"ООО &quot;Л-ПАК&quot;"
5050009760;"ЗАО &quot;Домостроитель&quot;"
5048081984;"ОАО ОТКЗ &quot;Чеховский полиграфический комбинат&quot;"
5008000322;"ПАО &quot;ДНПП&quot;"
7116503711;«ПРОФФЛЕКС»
6230071293;"ООО &quot;БОРДЕР&quot;"
6229004711;"ПАО завод &quot;Красное знамя&quot;"
6234145242;"ООО &quot;РЗЖБИ-2&quot;"
1655063821;"ООО &quot;Ново-Рязанская ТЭЦ&quot;"
6722026390;"ООО &quot;ВЩЗ&quot;"
7827004526;"АО &quot;ГАЗПРОМНЕФТЬ - СЕВЕРО-ЗАПАД&quot;"
7106084733;"ООО &quot;ПРОМТЕХКОНТРОЛЬ&quot;"
4634000079;"АО &quot;Энерготекс&quot;"
4601005441;"ООО &quot;Белсахар&quot;"
4620006313;"ООО &quot;Промсахар&quot;"
4024000014;"АО &quot;ЛТЗ&quot;"
5751002314;"АО &quot;Орелмебель&quot;"
3661018570;"ООО &quot;Сомово-Мебель&quot;"
7725081786;"АО &quot;ВЕРОФАРМ&quot;"
3601001420;"ОАО &quot;МЭЗ &quot;Аннинский&quot;&quot;"
3603004667;"ОАО &quot;Богучармолоко&quot;"
3662009586;"ПАО МК &quot;Воронежский&quot;"
3666156493;"ООО &quot;ПРОМАВТОРЕМОНТ&quot;"
4804000086;"ОАО &quot;Добринский сахарный завод&quot;"
3328477880;"ООО &quot;Завод Символ&quot;"
3703016440;"ООО &quot;ДХЗ - ПРОИЗВОДСТВО&quot;"
3702530967;"ОАО &quot;308 АРЗ&quot;"
7807343496;"АО &quot;419 АРЗ&quot;"
7820309254;"АО &quot;20 АРЗ&quot;"
7106530547;"ООО &quot;ПРОМЭКСПЕРТИНЖИНИРИНГ&quot;"
7809024907;"ЗАО &quot;ПЕТРОШИНА&quot;"
7805164692;"АО &quot;ББТ&quot;"
4716030451;"ООО &quot;ИНТЕРФИЛЛ&quot;"
4712000953;"ОАО &quot;ЛПИ&quot;"
4718011856;"АО &quot;СЯСЬСКИЙ ЦБК&quot;"
7734710550;"ООО &quot;РК-ГРАНД&quot;"
1106013996;"ООО &quot;Компания Феникс&quot;"
5190141373;"АО &quot;МУРМАНСКАЯ ТЭЦ&quot;"
5190400081;"ОАО &quot;Завод ТО ТБО&quot;"
7606053324;"ПАО &quot;ТГК-2&quot;"
2904021840;"АО &quot;КОТЛАССКИЙ ЭМЗ&quot;"
2348007263;"АО &quot;КНГ-Машзаводсервис&quot;"
2302001526;"АО &quot;СЗ &quot;ДОМОСТРОИТЕЛЬ&quot;"
2309009595;"ЗАО &quot;Александрия&quot;"
0550005718;"ООО &quot;Дагестан Стекло Тара&quot; (ИНН 0550005718)"
090100107668;ИП Бытдаев Назир Хусеевич
0901001987;"ОАО &quot;Холодмаш&quot;"
0817000520;"ООО &quot;Завод ЖБИ - Конструкции&quot;"
3443068645;"ООО &quot;Завод Нефтегазмаш&quot;"
3435041142;"АО &quot;Спецэнергомонтаж&quot;"
3443013396;"МУП &quot;МЕТРОЭЛЕКТРОТРАНС&quot; Г. ВОЛГОГРАДА"
3446019364;"ООО &quot;ВОЛМА&quot;"
5262008630;"НОАО &quot; Гидромаш&quot;"
5246002261;"ОАО &quot;Эй Джи Си БСЗ&quot;"
5249015251;"АО &quot;ДПО &quot;Пластик&quot;"
5236000402;"ОАО &quot;Чкаловская судоверфь&quot;"
0273042850;"ОАО &quot;Строитель&quot; (ИНН 0273042850)"
0261006744;"ОАО &quot;Ишимбайский хлебокомбинат&quot;"
0265041965;"ООО &quot;Стройпромгрупп&quot;"
7453094271;"ООО &quot;ПИВЗАВОД&quot;"
0263015092;"ООО &quot;Нугушский гидротехнический узел&quot;"
0268050453;"ООО  &quot;СЗСИ&quot;"
1657005416;"АО &quot;КМПО&quot;"
1659052901;"ОАО  &quot;КЭТЗ&quot;"
1647008721;"ОАО &quot;Заинский сахар&quot;"
1657002006;"АО &quot;ТАТЭМ&quot;"
7203162698;"ПАО &quot;ФОРВАРД ЭНЕРГО&quot;"
1322116731;"АО &quot;МОРДОВЦЕМЕНТ&quot;"
1301011495;"ОАО &quot;АСТЗ&quot;"
1325013893;"ПАО &quot;Электровыпрямитель&quot;"
1323010103;"ПАО &quot;КЭМЗ&quot;"
1308038496;"ОАО &quot;Радиодеталь&quot;"
1327008560;"ООО &quot;Ремстроймаш&quot;"
1316198246;"ООО &quot;Спиртзавод &quot;Ромодановский&quot;"
1835051889;"ООО &quot;СЛАВУТИЧ&quot;"
4307000417;"ОАО &quot;ДОМОСТРОИТЕЛЬ&quot;"
4329000080;"АО &quot;СМСЗ&quot;"
4214018690;"АО &quot;ОФ &quot;РАСПАДСКАЯ&quot;"
5402194877;"ООО &quot;Сибирский Гурман - Новосибирск&quot;"
7017012254;"АО &quot;СИБАГРО&quot;"
5403350350;"ООО &quot;РСГ&quot;"
5904100329;"АО &quot;ОДК-СТАР&quot;"
5903042106;"ООО &quot;КУБ - Стройкомплекс&quot;"
5957007186;"ООО &quot;ЧЕРНУШКАСТРОЙКЕРАМИКА&quot;"
5904064938;"ООО &quot;СПО-АЛНАС&quot;"
5940508515;"ООО &quot;Агрофирма &quot;Труд&quot;&quot;"
5614066316;"ООО &quot; Железобетон&quot;"
5609047702;"ООО &quot;ОРЕН-ОЙЛ&quot;"
5837006631;"ЗАО завод &quot;Строммаш&quot;"
5803000215;"АО &quot;ВИЗИТ&quot;"
5836605167;"ОАО &quot;Электромеханика&quot;"
5836602198;"ООО &quot;САМКО&quot;"
6453157434;"ООО &quot;ЗАВОД ВП&quot;"
7327005842;"ОАО &quot;Автострой&quot;"
7310101668;"ООО  &quot;СО  &quot;Квадрат&quot;"
7302020790;"ООО &quot;Элад&quot;"
7303023994;"ОАО &quot;УЗ ЖБИ № 1&quot;"
7328015755;"ЗАО &quot;ФОРШ&quot;"
7303026762;"АО &quot;УМЗ&quot; (ИНН 7303026762)"
7328012634;"АО &quot;АЛМЕТ&quot;"
7325008100;"АО &quot;Контактор&quot;"
7709973490;"ООО &quot;АСК&quot; (ИНН 7709973490)"
7707638827;"ООО &quot;ТРАНСГРУПП-ИНВЕСТ&quot;"
6318116093;"АО &quot;СЗ КВОИТ&quot;"
6310000160;"АО &quot;СМЗ&quot; (ИНН 6310000160)"
6340008625;"ООО &quot;ОТРАДНОЕ&quot;"
6312032094;"ФГУП &quot;ГНПРКЦ &quot;ЦСКБ-Прогресс&quot;&quot;"
6315329047;"ЗАО СМФ &quot;ВЕРОЛА&quot;"
6317022348;"ОАО &quot;ВолгаУралТранс&quot;"
6829063243;"ООО &quot;Роспромстрой&quot;"
6317088527;"АО &quot;Самарский электромеханический завод&quot;"
6311064600;"ОАО ПКК &quot;ВЕСНА&quot;"
6325001992;"ОАО &quot;Производственная компания Автокомпонент Сызрань&quot;"
9109004779;"ООО &quot;ВЕРИТАС ТРАНСГРОУПП&quot;"
6345002063;"ООО &quot;Озон&quot; (ИНН 6345002063)"
6664014650;"ЗАО &quot;Уралэластотехника&quot;"
6666000100;"АО &quot;КУЛЗ&quot;"
6625004698;"ОАО &quot;ДИНУР&quot;"
2312271680;"ООО &quot;КПП&quot; (ИНН 2312271680)"
7447004664;"ЗАО &quot;ЧелЖБИ - 1&quot;"
7424024375;"ПАО &quot;ЮГК&quot;"
7448099531;"ОАО &quot;712 АРЗ&quot;"
7444043471;"ООО &quot;Трест Магнитострой&quot;"
8613003735;ИМУП ТВК
8602061069;"АО &quot;ЗАВОД ПРОМСТРОЙДЕТАЛЕЙ&quot;"
0278135900;"ООО &quot;УфаСтройТехнология&quot;"
8602093102;"ОАО &quot;СПАТО&quot;"
7728262893;"ООО &quot;ГАЗПРОМТРАНС&quot;"
8911019233;"ООО &quot;НЭУ&quot;"
0411079889;"ООО &quot;Северспецтехника-бурение&quot;"
5904007312;"АО &quot;ОДК-ПМ&quot;"
5916031750;"ООО &quot;КАМА&quot; (ИНН 5916031750)"
4307018005;"ООО &quot;ЛУЗАЛЕС-ВЯТКА&quot;"
5443103460;"ОАО&quot;Линевский домостроительный комбинат&quot;"
5402546159;"ОАО &quot;НПП &quot;Восток&quot;"
5404176190;"ООО&quot;Промстройэнерго&quot;"
5402003530;"ООО &quot;Линия 1&quot;"
5403101628;"ОАО &quot;Тяжстанкогидропресс&quot;"
5507005527;"ОАО &quot;ОКСК&quot;"
4506004751;"АО &quot;ДАЛУР&quot;"
2287003050;"ООО &quot;БПЗ&quot;"
2225003220;"АО &quot;АЗА&quot;"
2466130383;"ООО &quot;ТУГНУЙСКАЯ ОБОГАТИТЕЛЬНАЯ ФАБРИКА&quot;"
0316004690;"ООО &quot;Таловский завод ЖБК&quot;"
5504067645;"ООО &quot;СТК-Монтаж&quot;"
4221002780;"АО &quot;НЗРМК ИМ. Н. Е. КРЮКОВА&quot;"
4218107574;"ООО &quot;Гранд&quot; (ИНН 4218107574)"
4222009273;"ООО &quot;Промкомбинатъ&quot;"
4220039723;"ООО &quot;ХЛЕБ&quot;"
2505009506;"АО &quot;ГХК Бор&quot;"
0323018510;"АО &quot;У-УАЗ&quot;"
2518000814;"ПАО &quot;ПБТФ&quot;"
7718957575;"ООО &quot;ДАЛЬНЕГОРСКИЙ ГОК&quot;"
2510001238;"АО &quot;Спасскцемент&quot;"
8700000339;"АО &quot;Чукотэнерго&quot;"
9102048745;"АО &quot;ЗАВОД ФИОЛЕНТ&quot;"
9102181306;"ГУП РК &quot;Крымжелезобетон&quot;"
9104031842;"АО &quot;Бахчисарайский цементный завод&quot;"
9102064539;"ГУП РК &quot;КРЫМХЛЕБ&quot;"
5043024478;"ООО &quot;СЕРТОВ&quot;"
3906319264;"ООО &quot;Преголь-Сервис&quot;"
5506010517;"ФГУП &quot;ФНПЦ &quot;Прогресс&quot;"
7705845722;"ООО &quot;НВК&quot;"
3122006076;"ФКУ ИК-4 УФСИН России по Белгородской области&quot;"
7719830028;"АО &quot;НПО &quot;Базальт&quot;"
3525023010;"АО &quot;ВОМЗ&quot; (ИНН 3525023010)"
2348011968;"АО &quot;КЗПМ&quot;"
2311178167;"ООО &quot;ККЗБ&quot;"
0276035924;ФКУ ИК-9 УФСИН РОССИИ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН
1650017638;"ЗАОР &quot;НП НЧ КБК ИМ.С.П.ТИТОВА&quot;"
7452027843;"ООО &quot;ЧТЗ - УРАЛТРАК&quot;"
8603093017;"АО &quot;ТМК НГС-НИЖНЕВАРТОВСК&quot;"
7706043312;"ГУП &quot;Экотехпром&quot;"
7720249072;"ООО &quot;ГрафитЭл-МЭЗ&quot;"
4205028501;"ООО &quot;Кузбассдорстрой&quot;"
7729634801;"АО &quot;1470 УМТО&quot;"
7702718564;"ЗАО &quot;ОВРК&quot;"
6455053670;"АО &quot;САЗ&quot;"
5022013517;"АО &quot;КОЛОМЕНСКИЙ ЗАВОД&quot;"
9001005262;"ООО &quot;МЕЛИТОПОЛЬСКИЙ МАСЛОЭКСТРАКЦИОННЫЙ ЗАВОД&quot;"
3525380502;"ООО &quot;ГК СЕВЕРГАЗ&quot;"
0411032048;"ЗАО &quot;Брынцалов - А&quot;"
5028004068;"ЗАО &quot;БОРОДИНО&quot;"
5031002889;"АО &quot;БОНОЛИТ - СТРОИТЕЛЬНЫЕ РЕШЕНИЯ&quot;"
5036040729;"ПАО &quot;ЗиО-Подольск&quot;"
5005001494;"ОАО &quot;Лафарж Цемент&quot;"
7730052050;"ФГУП &quot;ГКНПЦ им. М.В. Хруничева&quot;"
6229005352;ЗАО РЗСИ
6229059220;"АО &quot;360 АРЗ&quot;"
6229029314;"ООО &quot;Рязанский завод ЖБИ-3&quot;"
6230082930;"ООО &quot;МЕТАЛЛОСТРОЙКОНСТРУКЦИЯ&quot;"
7734257891;"ООО &quot;ИНФРАСТРУКТУРА ТК&quot;"
7702381871;"ООО &quot;НПО &quot;НГМА&quot;"
6909002060;"ОАО &quot;КЗЭ&quot;"
4633000686;"ЗАО &quot;Железногорский ВРЗ&quot;"
4604005224;"ЗАО &quot;Курский Агрохолдинг&quot;"
4629005515;"ОАО &quot;Курскмедстекло&quot;"
4630001280;"АО &quot;ККХП&quot;"
4628000962;"АО &quot;Геомаш&quot;"
4632024613;"ОАО &quot;ЖБИ&quot;"
4024006827;"ООО &quot;ПИРСЕН&quot;"
5717001991;"АО &quot;СК &quot;ОТРАДИНСКИЙ&quot;"
3663000804;"ЗАО &quot;Воронежстальмост&quot;"
3604017517;"ООО &quot;БМКК&quot;"
3665065878;"ОАО &quot;ВОМЗ&quot;"
3652000739;"АО &quot;Лискисахар&quot;"
6829000109;"ПАО &quot;Электроприбор&quot;"
3328100682;"ОАО &quot;ВЗ &quot;Электроприбор&quot;&quot;"
7703557454;"АО &quot;Современные Тормозные Системы&quot;"
0276144176;"ООО &quot;СЛАНЦЫ&quot;"
3652000930;"ЗАО &quot;Лискимонтажконструкция&quot;"
3665088811;"ООО &quot;ПК КПД-2&quot;"
3662118923;"ОАО &quot;Тяжмехпресс&quot;"
4803003422;"ОАО &quot;ЗЖБИ&quot; (ИНН 4803003422)"
1003018230;"АО &quot;КОНДОПОЖСКИЙ ЦБК&quot;"
4826004888;"АО &quot;ЛИМАК&quot;"
6832001857;"ОАО &quot;НИИХИМПОЛИМЕР&quot;"
6820016947;"АО &quot;ТАМАК&quot;"
3307001514;"ЗАО &quot;Муром&quot;"
3334017070;"АО &quot;МПЗ&quot; (ИНН 3334017070)"
3724018939;"ООО &quot;Ивагропром&quot;"
3702011425;"ООО &quot;Ивсиликат&quot;"
3719004049;"ЗАО  &quot;Красная Пресня&quot;"
3703048040;"ООО &quot;Приволжская коммуна&quot;"
7830000680;"АО &quot;СМК&quot; (ИНН 7830000680)"
7810296528;"ЗАО &quot;ЛИТЕЙНО-МЕХАНИЧЕСКИЙ ЗАВОД МЕТРОСТРОЯ&quot;"
0276024383;"АО &quot;УФИМСКОЕ ХО &quot;ВОСХОД&quot;"
4702017820;"ЗАО &quot;Метахим&quot;"
2315076222;"ОАО &quot;Кубаньвзрывпром&quot;"
0711022604;"ООО &quot;Компания &quot;Сириус К&quot;"
3412302091;"ООО &quot;Перекопский Известняковый Карьер - Задонье&quot;"
3435065190;"ООО &quot;ПРОМЕТЕЙ&quot; (ИНН 3435065190)"
5321034434;"АО &quot;КОНТУР&quot;"
2901254251;"ООО &quot;ПОМОРСКАЯ ЛЕСОПИЛЬНАЯ КОМПАНИЯ&quot;"
0266014611;"ФКУ &quot;Исправительная колония № 16 Управления Федеральной службы исполнения наказаний п"
5904399170;"АО &quot;АГРО-АЛЬЯНС&quot;"
7812024833;"ФБУ &quot;АДМИНИСТРАЦИЯ &quot;ВОЛГО-БАЛТ&quot;"
6620007663;"ЗАО  &quot;КЗПВ&quot;"
3525392360;"ООО &quot;ВОХТОГАЛЕСДРЕВ&quot;"
2349009263;ЗАО СЗСМ
6166047452;"ООО &quot;РОСТОВСКИЙ ЛИТЕЙНЫЙ ЗАВОД&quot;"
0105000304;"АО &quot;Картонтара&quot;"
2339022924;"ООО &quot;Галан&quot;"
2343007647;"АО &quot;НЗКСМ&quot;"
0105000819;"ОАО &quot;ЗАРЕМ&quot;"
2624026525;"ООО &quot;ПК им. А.Г. Арзиманова&quot;"
0901050261;"ООО АК &quot;ДерВейс&quot;"
5032168904;"АО &quot;121 АРЗ&quot;"
1512010853;"ООО &quot;Престиж&quot; (ИНН 1512010853)"
1513052158;"ООО &quot;САЛЮТ ПЛЮС&quot;"
6164240637;"ООО &quot;Пересвет-Регион-Дон&quot;"
3437000818;"ЗАО &quot;Себряковский цемент и бетон &quot;"
3435098928;"ООО &quot;ЛУКОЙЛ-ВОЛГОГРАДЭНЕРГО&quot;"
0276140862;"АО &quot;УППО&quot;"
0264060330;"ООО &quot;ЖБЗ&quot;"
0272910990;"ООО &quot;АЗКК&quot;"
0268031147;"ООО &quot;Железобетонный завод №1&quot;"
0278179819;"АО &quot;УАП &quot;ГИДРАВЛИКА&quot;"
0268005588;"ФКП &quot;АВАНГАРД&quot;"
5528012370;"ООО &quot;НПО &quot;Мир&quot;&quot;"
1326229990;"ООО &quot;ВагоноРемонтнаяКомпания&quot;"
1837004725;"ООО &quot;МК ЧМЗ&quot;"
1832039795;"ООО &quot;ЦБПО&quot;"
1838015840;"ООО &quot;СКХП&quot;"
1831125762;"АО &quot;ДП &quot;ИЖЕВСКОЕ&quot;"
4334003752;"ЗАО &quot;ПИЩЕКОМБИНАТ&quot;"
4307010197;"ООО &quot;ПРОМ-Комфорт&quot;"
4343004720;"АО &quot;КРАСНЫЙ ЯКОРЬ&quot;"
7730259560;"АО &quot;ДИМ&quot;"
4345000947;"ПАО &quot;КЗ &quot;Маяк&quot;"
4324009018;"ООО &quot;Завод известняковой муки&quot;"
5902817382;"ООО &quot;НОВОГОР-ПРИКАМЬЕ&quot;"
5906034209;"ООО &quot;МГМ&quot; (ИНН 5906034209)"
5957017709;"ООО &quot;СаБ&quot;"
5906121317;"ООО &quot;ПРИКАМСКИЙ КАРТОН&quot;"
7702044530;"ФГУП &quot;ЦЭНКИ&quot;"
5034050231;"АО &quot;НПП &quot;РЕСПИРАТОР&quot;"
5933998918;"ООО &quot;ВЕМОЛ&quot;"
5018034218;ФГУП ЦНИИмаш
5911041265;"ООО &quot;СМТ &quot;БШСУ&quot;"
5806005902;"ООО &quot;Александровский спиртзавод №14&quot;"
5802000692;"ОАО&quot;АТМИС-САХАР&quot;"
7715727573;"ЗАО &quot;ГК &quot;РусГазИнжиниринг&quot;&quot;"
5835000698;"ПАО &quot;ПЕНЗКОМПРЕССОРМАШ&quot;"
5813000510;"ОАО &quot;ЗМЗ&quot;"
5837065475;"ООО &quot;САВО&quot;"
6454040855;"ОАО &quot;БОГОРОДСКНЕФТЬ&quot;"
7328047860;"ООО &quot;СИМТЭП&quot;"
7313003676;"ООО &quot;СИЛИКАТ&quot;"
7302002800;"ООО &quot;РЕКАРДО&quot;"
7321000069;"АО &quot;УЛЬЯНОВСКЦЕМЕНТ&quot;"
1106027678;"ООО &quot;Усинск НПО-Сервис&quot;"
7327086626;"ООО &quot;Автострой&quot;"
7301000737;"АО &quot;Редуктор&quot;"
7303006406;"ОАО &quot;Утес&quot;"
7302021384;"ООО &quot;ПТИМАШ&quot;"
7302040242;"АО &quot;ГНЦ НИИАР&quot;"
7313003059;"ООО &quot;СТАРАТЕЛИ-НОВОСПАССКОЕ&quot;"
5244009279;"АО &quot;Волга&quot; (ИНН 5244009279)"
2607012219;"ОАО &quot;Ставропольсахар&quot;"
6318101450;"АО &quot;СКК&quot; (ИНН 6318101450)"
6317024749;"АО &quot;ТРАНСНЕФТЬ-ПРИВОЛГА&quot;"
6325013691;"ОАО &quot;СЫЗРАНЬГАЗ &quot;"
6314005201;"АО &quot;СРЗ&quot; (ИНН 6314005201)"
5933003898;"ОАО &quot;ВП &quot;Ремпутьмаш&quot;"
6453110490;"АО &quot;Жировой комбинат&quot;"
6603001252;"ОАО &quot;Ураласбест&quot;"
6622000374;"ФГУП &quot;НИИМаш&quot;"
7447014976;"ПАО  &quot;ЧЗПСН-Профнастил&quot;"
7415009571;"ЗАО &quot;Делсот&quot;"
7446058321;"ООО &quot;МГПК &quot;М газ&quot;"
7445027553;"ООО &quot;ЗМИ-Профит&quot;"
8606013450;"ООО &quot;УРАЙ НПО-СЕРВИС&quot;"
7701840346;"ООО &quot;БСК&quot; (ИНН 7701840346)"
5047166297;"ООО &quot;НТС-Лидер&quot;"
5405262331;"ОАО &quot;Завод Электросигнал&quot;"
5408100018;ИТПМ СО РАН
7017026930;"ООО &quot;ЗКПД ТДСК&quot;"
5408232487;"ЗАО &quot;Завод ЖБИ-1&quot;"
5515000025;"АО &quot;Омский бекон&quot;"
5504209040;"ООО &quot;Кинэкс&quot;"
7024029499;"АО &quot;СХК&quot;"
6230000743;"ЗАО &quot;МПК&quot;КРЗ&quot;"
0323027345;"ПАО &quot;Бурятзолото&quot;"
2464054271;"ООО &quot;КРАСНОЯРСКИЙ ЦЕМЕНТ&quot;"
2204010392;"ООО &quot;Бийскмясопродукт&quot;"
2221028470;"ООО &quot;Э С З&quot;"
2224100213;"АО &quot;АЛТАЙВАГОН-БВСЗ&quot;"
6312211390;"ООО &quot;МАГИСТР&quot;"
0306229060;"АО &quot;1019 ВРЗ&quot;"
5609088547;"ООО &quot;Восток бурение&quot;"
5012060042;"АО &quot;Бамтоннельстрой&quot;"
4223038598;"ООО &quot;Электропром&quot;"
7716154981;"ООО &quot;АЭРОКУЗБАСС&quot;"
4205227909;"АО &quot;КМЗ&quot; (ИНН 4205227909)"
2721111279;"ООО &quot;ЭЖС&quot;"
2801151781;"ООО &quot;БЗСМ&quot;"
1420041925;"АО ГРК &quot;Западная&quot;"
7703761918;"ООО &quot;МВПС-Сервис&quot;"
5030005051;"АО &quot;НФЗПМ&quot;"
5042006211;"ФКП &quot;НИЦ РКП&quot;"
6915000938;"ОАО &quot;Пожтехника&quot;"
4401058132;"ООО &quot;Аква Стар&quot;"
2543089291;"ООО &quot;ТЕХНОВЕР&quot;"
2540007565;"ОАО &quot;Приморский газ&quot;"
2533008864;"ООО  &quot;СКСИ-1&quot;"
2540191402;"ООО &quot;Примкон&quot;"
4102007860;"ЗАО &quot; Судоремсервис&quot;"
7706504933;"ООО &quot;Сахалинуголь-6&quot;"
6500000024;"ПАО &quot;Сахалинэнерго&quot;"
7830000578;"ОАО &quot;ЛСР. ЖЕЛЕЗОБЕТОН - СЗ&quot;"
7731644035;"АО &quot;ОДК&quot;"
7721678652;"ООО &quot;ЦРМЗ&quot;"
9201528005;"ООО &quot;Бетон Сервис&quot;"
9202002720;"ООО &quot;ИЗМВ&quot;"
9111003660;"ООО &quot;КМВ &quot;ФРЕГАТ&quot;"
9107003674;"ООО &quot;СХП &quot;Нива&quot;"
9107002286;"КТ &quot;КРЫМ-ИНВЕСТСТРОЙ И КОМПАНИЯ&quot;"
6621014889;"АО &quot; КРЫМЭНЕРГО&quot;"
9104002200;"АО &quot;БК &quot;Стройиндустрия&quot;"
8619007581;"ООО &quot;ЮКОРТ&quot;"
