inn;predpriyatie;tip;marka_model;zavodskoy_nomer;sreda;data;srok_do;status_sroka;sila;klass;istochnik;ssylka;citata
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;М-5;;;26.02.2014;;;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-06391-2014;Трубопровод от эл.задвижки поз.ЕМ5.17 до II ст.компрессора М-5, рег.№ 56016К, установка «Компрес-сия» цех № 56 завод «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-7;4277;;17.02.2016;31.12.2021;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-06462-2016;Сепаратор IV ступени компрессора КПС-7, поз. 3/20.8, зав. № 4277, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-7;;;17.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-06469-2016;Трубопровод до холодильника III ступени компрессора КПС-7, рег. № 23КПС7.23.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-7;;;17.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-06472-2016;Трубопровод до холодильника IV ступени компрессора КПС-7, рег. № 23КПС7.24.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-7;;;17.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-06474-2016;Трубопровод от холодильника IV ступени компрессора КПС-7, рег. № 23КПС7.24.2, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;АД55-7-4;2169;аммиак;22.02.2016;31.12.2023;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""ИНТЕРЮНИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07289-2016;Компрессор поршневой двухступенча-тый АД55-7-4, поз.11/1, зав.№2169 ус-тановка компрессии и изотермического хранения аммиака, цех №54, ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;АД55-7-4;548;аммиак;22.02.2016;31.12.2023;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""ИНТЕРЮНИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07290-2016;Компрессор поршневой двухступенча-тый АД55-7-4, поз.11/2, зав.№548 уста-новка компрессии и изотермического хранения аммиака, цех №54, ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07673-2016;Трубопровод нагнетания I ступени компрессора, поз. КПС-1, рег. №23КПС1.02.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07690-2016;Трубопровод нагнетания II ступени компрессора, поз. КПС-1, рег. №23КПС1.03.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07694-2016;Трубопровод всаса III ступени компрессора, поз. КПС-1, рег. №23КПС1.03.2, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07696-2016;Трубопровод нагнетания III ступени компрессора, поз. КПС-1, рег. №23КПС1.04.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07698-2016;Трубопровод всаса IV ступени компрессора, поз. КПС-1, рег. №23КПС1.04.2, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07700-2016;Трубопровод нагнетания IV ступени компрессора, поз. КПС-1, рег. №23КПС1.05.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07703-2016;Трубопровод нагнетания V ступени компрессора, поз. КПС-1, рег. № 23КПС1.06.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07705-2016;Трубопровод всаса VI ступени компрессора, поз. КПС-1, рег. № 23КПС1.06.2, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-2;;;26.02.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07729-2016;Трубопровод всаса V ступени компрессора, поз. КПС-2, рег. №23КПС2.05.2, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-8;11198;;26.02.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07739-2016;Сепаратор I ступени компрессора КВД-8, поз. 3/4.2, зав. № 11198, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-8;11200;;26.02.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07744-2016;Сепаратор II ступени компрессора КВД-8, поз. 3/4.3, зав. № 11200, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;КПС-2;;;26.02.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07771-2016;Газовый холодильник III ступени компрессора, поз. КПС-2, поз. 3/2.5, уст. 3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;КПС-2;;;27.02.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07775-2016;Газовый холодильник VI ступени компрессора, поз. КПС-2, поз. 3/2.11, уст. 3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;I-426;;;12.03.2015;;;1;надзорная запись: заключение ЭПБ;"ЗАО НТЦ ""Технология, экспертиза и надежность""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08765-2015;«Трубопровод газового конденсата от компрессора 401 в линию I-426» рег.№ 07620, установка компрессии, цех № 54, завод «ГХЗ»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-4;11215;;18.03.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-09374-2016;Сепаратор II ступени компрессора КВД-4, поз. 3/4.3, зав. № 11215, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;КПС-1;;;04.04.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-10898-2016;Газовый холодильник IV ступени компрессора, поз. КПС-1, поз. 3/2.7, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-6;;;04.04.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-10905-2016;Трубопровод до холодильника III ступени компрессора КПС-6, рег. № 23КПС6.23.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-6;;;04.04.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-10907-2016;Трубопровод продувочного коллектора компрессора КПС-6 до факельного трубопровода, рег. № 23КПС6.26, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-1;;;07.04.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11410-2016;Трубопровод байпаса I ступени компрессора, поз. КПС-1, рег. № 23КПС1.19.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-6;;;08.04.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11449-2016;Трубопровод до холодильника 4 ступени компрессора КПС-6, рег. № 23КПС6.24.1, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-6;;;08.04.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11451-2016;Трубопровод от холодильника 4 ступени компрессора КПС-6, рег. № 23КПС6.24.2, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-7;56831;;11.04.2016;31.12.2021;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11569-2016;Сепаратор II ступени компрессора КПС-7, поз. 3/20.4, зав. № 56831, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-7;56833;;11.04.2016;31.12.2021;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11572-2016;Сепаратор III ступени компрессора КПС-7, поз. 3/20.6, зав. № 56833, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;ПК 1;;;19.04.2016;;;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-12569-2016;Трубопровод приема компрессоров I каскада поз. ПК 1÷4 от емкости Е-1, рег. № 8319 Установка ОГ и КГ, цех № 8, НПЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;ПК 1;;;19.04.2016;;;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-12571-2016;Трубопровод топливного газа от компрессоров ПК 1÷4 до воздушного холодильника ВХ-2, рег. № 8320 Установка ОГ и КГ, цех № 8, НПЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-7;11201;;27.05.2016;31.12.2020;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-17918-2016;Сепаратор I ступени компрессора КВД-7, поз. 3/4.2, зав. № 11201, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;2М10-19/320;4;;25.07.2016;31.12.2024;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25637-2016;Холодильник I ступени поз. 3 зав. № 4 рег. № б/н компрессора 2М10-19/320 поз. ПК-1 об. 269 цех № 5 ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;2М10-19/320;4;;25.07.2016;31.12.2024;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25651-2016;Холодильник II ступени поз. 6 зав. № 4 рег. № б/н компрессора 2М10-19/320 поз. ПК-1 об. 269 цех № 5 ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;2М10-19/320;4;;25.07.2016;31.12.2024;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25665-2016;Холодильник III ступени поз. 9 зав. № 4 рег. № б/н компрессора 2М10-19/320 поз. ПК-1 об. 269 цех № 5 ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;2М10-19/320;4;;25.07.2016;31.12.2024;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25676-2016;Холодильник IV ступени поз. 13 зав. № 4 рег. № б/н компрессора 2М10-19/320 поз. ПК-1 об. 269 цех № 5 ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;2М10-19/320;4;;25.07.2016;31.12.2024;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25679-2016;Маслоотделитель IV ступени поз. 12 зав. № 4 рег. № б/н компрессора 2М10-19/320 поз. ПК-1 об. 269 цех № 5 ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;2М10-19/320;4;;25.07.2016;31.12.2024;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25685-2016;Холодильник V ступени поз. 15 зав. № 4 рег. № б/н компрессора 2М10-19/320 поз. ПК-1 об. 269 цех № 5 ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;2М10-19/320;4;;25.07.2016;31.12.2024;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-25700-2016;Холодильник VI ступени поз. 18 зав. № 4 рег. № б/н компрессора 2М10-19/320 поз. ПК-1 об. 269 цех № 5 ГХЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;В-101/105;;;24.08.2015;;;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-29356-2015;Трубопровод рег.№ 51012 «Исходный (бухарский) газ от компрессора В-101/105 до Т-100/1,2» Установка № 1, цех № 51, завод «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-4;11104;;01.10.2014;нет в карточке;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-33887-2014;Сепаратор I ступени компрессора КПС-4, поз. 3/2.2, зав. № 11104, рег. № 0222, Мономер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;К-345-92-1;;;18.09.2015;19.03.2023;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""СТРАТЕГИЯ НК""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34859-2015;Маслохолодильник, тип 7479, компрессор К-345-92-1 поз.4, об.1711, цех №5, ГХЗ, ОАО «Газпром нефтехим Салават», г. Салават
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-5;11204;;21.10.2014;нет в карточке;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37122-2014;Сепаратор I ступени компрессора КВД-5, поз. 3/4.2, зав. № 11204, рег. № 0188, Мономер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-5;;;22.10.2014;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37376-2014;Трубопровод продувки и отбора давления сепаратора I ступени компрессора КВД-5, рег. №23КВД5.05, Мономер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-5;;;22.10.2014;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37378-2014;Трубопровод продувки и отбора давления сепаратора 2 ступени компрессора КВД-5, рег. №23КВД5.06, Мономер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-9;;;22.10.2014;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37386-2014;Трубопровод продувки и отбора давления сепаратора I ступени компрессора КВД-9, рег. №23КВД9.05, Мономер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;В-103/3;19152;;28.10.2014;нет в карточке;;1;надзорная запись: заключение ЭПБ;"ЗАО НТЦ ""Технология, экспертиза и надежность""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38327-2014;«Отделитель 4 ступени компрессора поз. В-103/3» заводской № 19152, рег. № 0059 установка №3, цех № 51, завод «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;В-101/105-1;269;;05.10.2015;01.06.2021;истёк;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38401-2015;Установка № 3, цех № 51, завод «Мономер» Отделитель 3 ступени TV-1 компрессора В-101/105-1 зав.№ 269.1.2 рег.№ 0157
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;КПС-3;4411;;07.11.2014;нет в карточке;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40278-2014;Газовый холодильник 2 ступени компрессора КПС-3, поз. 3/2.3, зав. № 4411, рег, Мономер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;КВД-9;11140;;07.11.2014;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40300-2014;Буферную емкость компрессора КВД-9, поз. 3/4.8, зав. № 11140, рег. № 0189, Моно-мер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-9;;;07.11.2014;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40317-2014;Трубопровод продувки и отбора давления сепаратора 2 ступени компрессора КВД-9, рег. №23КВД9.06, Мономер, цех №23, уст.3
0266008329;"ОАО ""Газпром нефтехим Салават""";компрессор;К-24;;;17.12.2014;;;1;надзорная запись: заключение ЭПБ;"ООО ""АНТИКОРСЕРВИС""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-49174-2014;Межступенчатый холодильник поз. К-24 зав. № б/н рег. № б/н (компрессора поз. К-24 зав. № 90333) уст. СЩС цех № 8 НПЗ
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-6;11210;;30.12.2015;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-62344-2015;Сепаратор I ступени компрессора КВД-6, поз. 3/4.2, зав. № 11210, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-3;11205;;30.12.2015;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-62374-2015;Сепаратор I ступени компрессора КВД-3, поз. 3/4.2, зав. № 11205, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-3;11214;;30.12.2015;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-62391-2015;Сепаратор II ступени компрессора КВД-3, поз. 3/4.3, зав. № 11214, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-4;11203;;30.12.2015;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-62398-2015;Сепаратор I ступени компрессора КВД-4, поз. 3/4.2, зав. № 11203, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-5;11107;;20.01.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01424-2016;Сепаратор I ступени компрессора, поз. КПС-5, поз. 3/2.2, зав. № 11107, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-5;11110;;20.01.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01427-2016;Сепаратор II ступени компрессора, поз. КПС-5, поз. 3/2.4, зав. № 11110, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-5;11113;;20.01.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01433-2016;Сепаратор III ступени компрессора, поз. КПС-5, поз. 3/2.6, зав. № 11113, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-5;11122;;20.01.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01440-2016;Сепаратор IV ступени компрессора, поз. КПС-5, поз. 3/2.8, зав. № 11122, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-8;;;20.01.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01470-2016;Трубопровод всаса II ступени компрессора, поз. КВД-8, рег. № 23КВД8.02.2, уст.3, ц.23, з-д «Мо-номер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-3;;;21.01.2016;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01580-2016;Трубопровод нагнетания I ступени компрессора, поз. КВД-3, рег. № 23КВД3.02.1, уст.3, ц.23, з-д «Мо-номер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-5;11124;;29.01.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-03097-2016;Сепаратор V ступени компрессора, поз. КПС-5, поз. 3/2.10, зав. № 11124, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КПС-5;11131;;29.01.2016;31.12.2019;истёк;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-03099-2016;Сепаратор VI ступени компрессора, поз. КПС-5, поз. 3/2.12, зав. № 11131, уст.3, ц.23, з-д «Мономер»
0266008329;"ОАО ""Газпром нефтехим Салават""";узел компрессор;КВД-1;;;30.01.2015;;;1;надзорная запись: заключение ЭПБ;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-03576-2015;Трубопровод продувки и отбора давления сепаратора II ступени компрессора поз. КВД-1, рег. №23КВД-1.06, Мономер, ц.23, уст3
