inn;predpriyatie;sayt;itog;chem_podtverzhden;ssylka;citata;nazvanie_sovpalo;stranic_smotreli;kak;sam_sebya
6672326854;"ООО ""СЖАТЫЙ ВОЗДУХ""";https://gazzachas.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ГазЗаЧас - газовые баллоны и технические газы в Москве. Заправка балло», а не «сжатый воздух», и имени предприятия нет в домене — это сайт группы;;;2 из 2;8;обычно;ГазЗаЧас - газовые баллоны и технические газы в Москве. Заправка баллонов газом, обмен, продажа, аренда в Москве
2536314387;"ООО ""ГЛОБАЛ ИНЖИНИРИНГ ГРУПП""";https://global-engineer.ru;название совпало;только название, ИНН не найден;;;3 из 3;13;обычно;Промышленное оборудование с доставкой по РФ | Глобал Инжиниринг Групп
6612001971;"ФГУП ""ПО ""ОКТЯБРЬ""";http://www.neywa.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;Производственное объединение ОКТЯБРЬ – электрические соединители
7455010284;"ООО ""АЛЬКОР""";https://alikor.com;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Алькор. Бриллианты России | Alikor, Все права защищены, 1999-2026 ООО «Костромская ювели
5838013374;"АО ""ФНПЦ ""ПО ""СТАРТ"" ИМ. М.В. ПРОЦЕНКО""";https://startatom.ru;название совпало;только название, ИНН не найден;;;4 из 4;11;обычно;
7805059867;"АО ""ПЕТЕРБУРГСКИЙ ТРАКТОРНЫЙ ЗАВОД""";https://kirovets-ptz.com;название совпало;только название, ИНН не найден;;;3 из 3;13;обычно;АО «Петербургский тракторный завод» - официальный сайт ОАО «Кировский завод» | АО «Петербургский тракторный завод» Согла
7702583250;"ООО ""ЛЛК-ИНТЕРНЕШНЛ""";http://lukoil-masla.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;ООО ЛЛК-Интернешнл - моторные масла и смазочные материалы ЛУКОЙЛ | официальный сайт
8602060555;"ПАО ""СУРГУТНЕФТЕГАЗ""";https://www.surgutneftegas.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;ПАО «Сургутнефтегаз» - поиск, разведка и добыча углеводородного сырья
4205081463;"ООО ""ТД ""СИБИРСКИЙ ЦЕМЕНТ""";https://www.sibcem.ru;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;"Сибирский цемент | АО ""ХК ""Сибцем"" 8 800 700-89-90 Звонок по России бесплатно П"
4221000630;"АО ""ОРГАНИКА""";https://organica-nk.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;АО «Органика» — российская фармацевтическая компания с производственным комплексом в Новокузнецке | АО «Органика» Приёмн
8603087285;"ООО ""ННПО""";https://nnpo.net;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;NNPO - цены, купить тепловизор NNPO на официальном сайте магазина
6324079869;"ООО ""ЛАДА ФУД ТЕХНОЛОДЖИ""";https://xn--80ab3alkpp.xn--p1ai;сайт группы;название совпало, но сайт зовёт СЕБЯ «Хорлбат», а не «лада фуд технолоджи», и имени предприятия нет в домене — это сайт группы;;;2 из 2;6;без проверки сертификата;Хорлбат
5916015580;"ООО ""МАСЛОЗАВОД НЫТВЕНСКИЙ""";https://nytva-maslo.ru;название совпало;только название, ИНН не найден;;;2 из 2;8;обычно;Молочная Продукция Оптом в Перми от Производителя Маслозавод Нытвенский | ООО «Маслозавод Нытвенский»‎ +7 (34 272) 2−41−
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";https://www.burgaz.ru;название совпало;только название, ИНН не найден;;;2 из 2;8;без проверки сертификата;Газпром бурение | ООО «Газпром бурение»
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";https://grkb.ru;название совпало;только название, ИНН не найден;;;1 из 1;10;обычно;Сайт ДЗО Норильского Никеля | ГРК Быстринское
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «томскнефтехим», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
6686095452;"ООО ""СИНЕРГИЯ""";https://synergy.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;synergy.ru | Университет СИНЕРГИЯ | Synergy
5405125896;"ООО ""ИНТЕРПАК""";https://interpacknsk.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;ИНТЕРПАК - производитель пакетов, бумаги и скатертей | Все права защищены Мы используем файлы cookies
5905018998;"АО ""СИБУР-ХИМПРОМ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «сибур-химпром», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
3528006408;"АО ""ЧФМК""";https://www.cfmk.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;АО «ЧФМК» | АО «ЧФМК» - Производитель ЛДСП, ДСП, фанеры, пиломатериалов
6665002150;"АО ""КУМЗ""";https://kumz.ru;название совпало;только название, ИНН не найден;;;1 из 1;10;обычно;АО «КУМЗ»
8603166755;"ООО ""ЗАПСИБТРАНСГАЗ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «запсибтрансгаз», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
6685147531;"ООО ""СПЕЦЦЕМЕНТСЕРВИС""";https://spec-cement.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;ООО СпецЦементСервис :: Главная | ООО “СпецЦементСервис” 2025 Копирование информации с сайта з
1651031226;"ООО ""ПРЕКАБ""";https://precab.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;ПРЕКАБ | ООО «ПРЕКАБ» Все права защищены
8905000428;"АО ""ГАЗПРОМНЕФТЬ-ННГ""";https://nng.gazprom-neft.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Газпромнефть-Ноябрьскнефтегаз
8602067092;"ПАО ""ЮНИПРО""";https://unipro.energy;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Главная страница - Юнипро
7705183476;"ООО ""АРНЕСТ ЮНИРУСЬ""";https://www.unirusgroup.ru;название совпало;только название, ИНН не найден;;;2 из 2;10;обычно;Главная | ООО «Арнест Юнирусь» Политика об обработке персональных данн
3325011410;"АО ""МИЛМОНД""";https://hfoods.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Хаме | Хаме», а не «милмонд», и имени предприятия нет в домене — это сайт группы;;;1 из 1;8;обычно;Хаме | Хаме
6820018800;"ООО ""АГРОСОЮЗ""";https://agrosoyuznsk.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Группа компаний «АгроСоюз» Официальный сайт | Группа компаний «АгроСоюз» Официальный сайт | -2026г
5406109142;"АО ""ГЛАВНОВОСИБИРСКСТРОЙ""";https://www.ao-gns.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ОАО ГНС», а не «главновосибирскстрой», и имени предприятия нет в домене — это сайт группы;;;1 из 1;8;без проверки сертификата;ОАО ГНС
0270011660;"ООО ""ЗАВОД НИКОЛЬ-ПАК""";https://nicol-pack.ru;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;Николь Пак - Nicol-pack | Компания OOO «УК Николь-Пак» Изготовление сайтов и интернет
7707375416;"ООО ""КИРОВПЕЙПЕР""";https://kirovpaper.com;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;Производство бумажной продукции - Сайт ООО «Кировпапер»
6674153011;"ООО ""УМЗ"", ООО ""УРАЛЬСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""";http://www.uralmz.ru;название совпало;только название, ИНН не найден;;;3 из 3;13;обычно;Уральский металлургический завод
6229047842;"ООО ""ЭЛЛАДА""";https://xn-----6kccajysqclvh3a6c5h.xn--p1ai;сайт группы;название совпало, но сайт зовёт СЕБЯ «Каникулы в Анапе Санатории ФНС России | Официальный сайт», а не «эллада», и имени предприятия нет в домене — это сайт группы;;;1 из 1;7;обычно;Каникулы в Анапе Санатории ФНС России | Официальный сайт
4205064482;"ООО ПО ""ТОКЕМ""";https://www.tokem.ru;название совпало;только название, ИНН не найден;;;1 из 1;11;обычно;Ионообменные смолы | Фенольные смолы - Компания Токем
4906000960;"АО ""ПОЛЮС МАГАДАН""";https://polyus.com;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;Полюс | ПАО Полюс Раскрытие информации на сайте информ
7536129954;"ООО ""РИГ СЕРВИС""";https://rigservice.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Ремонт, обслуживание грузовиков Европейского производства и горношахтного оборудования в Чите
4501044849;"ООО "" ПУЛЬСАТОР """;https://pulsator-45.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Услуги завода по литью металлов в Кургане| ООО «Пульсатор»
5246020905;"ООО ""ПОСУДА""";https://www.posuda.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;"Интернет-магазин ""Посуда.Ру"" : посуда оптом и в розницу с доставкой по Москве, Санкт-Петербургу и всей России. | Все пра"
6623105958;"ООО ""НСМЗ""";https://nsmz.pro;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Материалы ВСП производство и продажа элементов верхнего строения пути | ООО «Нижнесалдинский металлургический завод» Сай
3802008546;"АО ""ПОЛЮС ВЕРНИНСКОЕ""";https://polyus.com;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;Полюс | ПАО Полюс Раскрытие информации на сайте информ
5040059680;"АО ""МАПЕИ""";https://aomapei.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;МАПЕИ | МАПЕИ — официальный сайт производителя строительной химии | 2026
5404271661;"ООО ""ПРОМТЕХСЕРВИС""";https://prom-ts.com;название совпало;только название, ИНН не найден;;;1 из 1;11;обычно;"ООО ""ПромТехСервис"" - комплексные поставки инновационного оборудования | ООО «Промтехсервис» Представительства Россия, М"
2223624670;"ООО ""БЛАГО-БАРНАУЛ""";https://gcblago.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ГК «Благо» — Производитель растительного масла в России | «Благо» Поль», а не «благо-барнаул», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ГК «Благо» — Производитель растительного масла в России | «Благо» Пользовательское соглашение en Компания История комп
7805368914;"ООО ""ТД ПОЛИМЕТАЛЛ""";https://www.polymetal.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;АО Полиметалл | Полиметалл
1327000226;"ООО ""ВКМ - СТАЛЬ""";https://rmrail.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Компания РМ Рейл – производство грузовых вагонов и оборудования для не», а не «вкм - сталь», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;Компания РМ Рейл – производство грузовых вагонов и оборудования для нефтехимической и газовой промышленности
7459004027;"ООО ""ОРАНЖСТИЛ""";https://osteel.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;ООО «ОранжСтил» — Уфалейский металлургический завод
3128011788;"АО ""СТОЙЛЕНСКИЙ ГОК""";https://sgok.nlmk.com;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;"Официальный сайт Стойленского горно-обогатительного комбината | ПАО ""НЛМК"""
6664013880;"АО ""УРАЛХИММАШ""";https://uralhimmash.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;"Уральский завод химического машиностроения | АО ""Уралхиммаш"" Ваш браузер устарел"
5030041780;"ООО ""АУР НАРО-ФОМИНСК""";https://cans.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Арнест Упаковочные Решения», а не «аур наро-фоминск», и имени предприятия нет в домене — это сайт группы;;;1 из 1;6;обычно;Арнест Упаковочные Решения
6025019903;"ООО ""ЗАВОД РЕОСТАТ""";https://reostat.ru;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;Главная — ООО «Завод Реостат» | ООО «Завод Реостат» Политика конфиденциальности Заказать обр
8608053875;"ООО ""КОГАЛЫМ НПО-СЕРВИС""";https://knpos.ru;название совпало;только название, ИНН не найден;;;2 из 2;7;обычно;Когалым НПО-Сервис | Когалым НПО-Сервис | Все права защищены
6627001318;"АО ""СУМЗ"", АО ""СРЕДНЕУРАЛЬСКИЙ МЕДЕПЛАВИЛЬНЫЙ ЗАВОД""";https://sumz.umn.ru;название совпало;только название, ИНН не найден;;;4 из 4;11;обычно;Среднеуральский медеплавильный завод
6652011944;"АО ""АЗПТ""";https://azpt.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;АО «АЗПТ» - многопрофильный промышленный холдинг | Все права защищены «АЗПТ» Документы регламентирующие взаимоо
4720022460;"ООО ""ММПОФ ПЭКЭДЖИНГ""";https://mm-pof.ru;название совпало;только название, ИНН не найден;;;2 из 2;7;обычно;ММПОФ | № 1 по производству картонных коробок с печатью и этикеток №
5904199692;"ООО ""ИНКАБ""";https://incab.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;Производство оптического кабеля — Завод Инкаб | Производство оптического кабеля — Завод Инкаб | ООО «Инкаб» 2007—2026 По
7420005460;"АО ""ЧЕБАРКУЛЬСКОЕ МОЛОКО""";https://milk74.ru;название совпало;только название, ИНН не найден;;;2 из 2;7;обычно;Чебаркульское молоко - сайт Чебаркульского молочного завода | Главная
6658084667;"ООО ""ВИЗ-СТАЛЬ""";https://viz-steel.nlmk.com;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Официальный сайт компании ВИЗ-Сталь, Группа НЛМК | НЛМК
5410039642;"АО ""НМЗ ""ИСКРА""";https://nmz-iskra.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;АО Новосибирский механический завод Искра
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «сибуртюменьгаз», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
8703009509;"АО ""РУДНИК КАРАЛЬВЕЕМ""";https://goldpro.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Copy of золотые проекты | «Золотые Проекты - Management company» Войти», а не «рудник каральвеем», и имени предприятия нет в домене — это сайт группы;;;2 из 2;6;обычно;Copy of золотые проекты | «Золотые Проекты - Management company» Войти Защита персонал
1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «нижнекамскнефтехим», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
1654040701;"АО ""ЭССЕН ПРОДАКШН АГ""";https://maheev.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Махеевъ - официальный сайт | ТМ Махеевъ 2026 Защита прав потребителей », а не «эссен продакшн аг», и имени предприятия нет в домене — это сайт группы;;;2 из 2;10;обычно;Махеевъ - официальный сайт | ТМ Махеевъ 2026 Защита прав потребителей Политика обработки
4345465597;"ООО ПК ""КИРОВ ТАЙР""";https://safe-tec.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Российский производитель промышленного страховочного снаряжения и сред», а не «пк киров тайр», и имени предприятия нет в домене — это сайт группы;;;2 из 2;13;обычно;Российский производитель промышленного страховочного снаряжения и средств индивидуальной защиты при работе на высоте. | 
1655283577;"ООО ""НАНОФАРМА ДЕВЕЛОПМЕНТ""";https://izvarino-pharma.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Изварино Фарма», а не «нанофарма девелопмент», и имени предприятия нет в домене — это сайт группы;;;2 из 2;10;обычно;Изварино Фарма
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «сибуртюменьгаз», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
8703009509;"АО ""РУДНИК КАРАЛЬВЕЕМ""";https://goldpro.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Copy of золотые проекты | «Золотые Проекты - Management company» Войти», а не «рудник каральвеем», и имени предприятия нет в домене — это сайт группы;;;2 из 2;6;обычно;Copy of золотые проекты | «Золотые Проекты - Management company» Войти Защита персонал
1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «нижнекамскнефтехим», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
1654040701;"АО ""ЭССЕН ПРОДАКШН АГ""";https://maheev.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Махеевъ - официальный сайт | ТМ Махеевъ 2026 Защита прав потребителей », а не «эссен продакшн аг», и имени предприятия нет в домене — это сайт группы;;;2 из 2;10;обычно;Махеевъ - официальный сайт | ТМ Махеевъ 2026 Защита прав потребителей Политика обработки
4345465597;"ООО ПК ""КИРОВ ТАЙР""";https://safe-tec.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Российский производитель промышленного страховочного снаряжения и сред», а не «пк киров тайр», и имени предприятия нет в домене — это сайт группы;;;2 из 2;13;обычно;Российский производитель промышленного страховочного снаряжения и средств индивидуальной защиты при работе на высоте. | 
1655283577;"ООО ""НАНОФАРМА ДЕВЕЛОПМЕНТ""";https://izvarino-pharma.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Изварино Фарма», а не «нанофарма девелопмент», и имени предприятия нет в домене — это сайт группы;;;2 из 2;10;обычно;Изварино Фарма
6672326854;"ООО ""СЖАТЫЙ ВОЗДУХ""";https://pnevmo.ru;сайт группы;название совпало, но в реквизитах сайта ЧУЖОЙ ИНН (7721206787) — это домен группы, а не юрлица;;;2 из 2;11;обычно;МАГИМЭКС - Все для сжатого воздуха. Компрессоры и пневмооборудование, пневмоинструмент | ООО «МАГИМЭКС», 2000 – 2026 г
6672326854;"ООО ""СЖАТЫЙ ВОЗДУХ""";https://gazzachas.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ГазЗаЧас - газовые баллоны и технические газы в Москве. Заправка балло», а не «сжатый воздух», и имени предприятия нет в домене — это сайт группы;;;2 из 2;8;обычно;ГазЗаЧас - газовые баллоны и технические газы в Москве. Заправка баллонов газом, обмен, продажа, аренда в Москве
6324079869;"ООО ""ЛАДА ФУД ТЕХНОЛОДЖИ""";https://xn--80ab3alkpp.xn--p1ai;сайт группы;название совпало, но сайт зовёт СЕБЯ «Хорлбат», а не «лада фуд технолоджи», и имени предприятия нет в домене — это сайт группы;;;2 из 2;6;без проверки сертификата;Хорлбат
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «томскнефтехим», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
5905018998;"АО ""СИБУР-ХИМПРОМ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «сибур-химпром», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
8603166755;"ООО ""ЗАПСИБТРАНСГАЗ""";https://sibur.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдин», а не «запсибтрансгаз», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ПАО СИБУР | ПАО «СИБУР Холдинг» - официальный сайт | ПАО «СИБУР Холдинг»
3325011410;"АО ""МИЛМОНД""";https://hfoods.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Хаме | Хаме», а не «милмонд», и имени предприятия нет в домене — это сайт группы;;;1 из 1;8;обычно;Хаме | Хаме
5406109142;"АО ""ГЛАВНОВОСИБИРСКСТРОЙ""";https://www.ao-gns.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;ОАО ГНС
6229047842;"ООО ""ЭЛЛАДА""";https://xn-----6kccajysqclvh3a6c5h.xn--p1ai;сайт группы;название совпало, но сайт зовёт СЕБЯ «Каникулы в Анапе Санатории ФНС России | Официальный сайт», а не «эллада», и имени предприятия нет в домене — это сайт группы;;;1 из 1;7;обычно;Каникулы в Анапе Санатории ФНС России | Официальный сайт
2223624670;"ООО ""БЛАГО-БАРНАУЛ""";https://gcblago.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «ГК «Благо» — Производитель растительного масла в России | «Благо» Поль», а не «благо-барнаул», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;ГК «Благо» — Производитель растительного масла в России | «Благо» Пользовательское соглашение en Компания История комп
1327000226;"ООО ""ВКМ - СТАЛЬ""";https://rmrail.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Компания РМ Рейл – производство грузовых вагонов и оборудования для не», а не «вкм - сталь», и имени предприятия нет в домене — это сайт группы;;;1 из 1;13;обычно;Компания РМ Рейл – производство грузовых вагонов и оборудования для нефтехимической и газовой промышленности
5030041780;"ООО ""АУР НАРО-ФОМИНСК""";https://cans.ru;сайт группы;название совпало, но сайт зовёт СЕБЯ «Арнест Упаковочные Решения», а не «аур наро-фоминск», и имени предприятия нет в домене — это сайт группы;;;1 из 1;6;обычно;Арнест Упаковочные Решения
2705090529;"АО ""МНОГОВЕРШИННОЕ""";https://mnogovershinnyj.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;mnogovershinnyj.ru | Городское поселение «Рабочий поселок Многовершинный»
740400188249;ВОЛКОВ АЛЕКСЕЙ ЕВГЕНЬЕВИЧ;null;сайт не открылся;главная не открылась;;;0 из 3;0;сайт не открылся;
0267011229;"ООО ""БАШКИРСКАЯ МЕДЬ"", ООО ""БАШМЕДЬ""";null;сайт не открылся;главная не открылась;;;0 из 3;0;сайт не открылся;
6618000220;"АО ""СВЯТОГОР""";https://www.vnedra.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;Журнал Глобус: геология и бизнес | Журнал Глобус: геология и бизнес
6501178885;"ООО ""СЕРВИС КОМПАНИ""";https://serviskompani.ru;название совпало;только название, ИНН не найден;;;2 из 2;6;обычно;Обслуживание и ремонт судов в Севастополе | Сервис Компани - Сервис Компани работает на рынке судоремонта с 1994 года. о
6316110515;"ООО ""ЕПК-КУЗНИЦА""";https://www.kommersant.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;10;обычно;Коммерсантъ | Новости России и мира сегодня — последние новости на Коммерсантъ | АО «Коммерсантъ»
6658286617;"ООО ""УРАЛЬСКИЙ СТЕКОЛЬНЫЙ ЗАВОД""";https://made-in-ural.ru;не подтверждён;ни ИНН, ни названия;;;0 из 3;7;обычно;Made in Ural - Сделано на Урале
6670111211;"ООО ""КСМ""";https://ksm-kirov.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;11;обычно;Кировспецмонтаж | Квартиры в Кирове от застройщика КСМ | Застройщик КСМ
1658211250;"ООО ""СЕВЕР""";null;сайт не открылся;главная не открылась;;;0 из 1;0;сайт не открылся;
6670207499;"ООО ""ЭНЕРГОЛИДЕР""";https://bmk-energolider.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;��� ������ ������-��������� ��������� ����������� - ����������� ����
6658487842;"ООО ""ЮНИСИЛА УРАЛ""";https://zema.su;не подтверждён;ни ИНН, ни названия;;;0 из 2;8;обычно;Земля Мастеров - Информационный общественно-деловой портал Партнерства Евразия
6652018883;"АО ""АГРОФИРМА ""ПАТРУШИ""";https://milknews.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;7;обычно;Новости и аналитика молочного рынка | Информационное агентство Милкньюс (Milknews) (2015-2026)
6670312670;"ООО ""ПТК ""ЭКОРЕЦИКЛИНГ""";https://ecorecycling.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;Межрегиональная Промышленная Корпорация «ЭКОРЕЦИКЛИНГ» | Все права на материалы, находящиеся на сайте, охраняются в с
4307018566;"ООО ""АЛЬТЕРАН""";https://bbnt.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;Каталог продукции с оптовыми ценами и контактами поставщиков | ВКонтракте | Коммерческие заказчики Государственные заказ
6610003204;"АО ""ШЕМУР""";https://shemur.cap.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;Шемуршинский муниципальный округ | Шемуршинский муниципальный округ | Официальный сайт | Шемуршинский муниципальный окру
7413026758;"ООО ""ИНВЕСТХИМАГРО""";https://investchemagro.com;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;ASN 26:13 Fertilizer – Direct from Manufacturer | InvestChemAgro | InvestChemAgro
5405098804;"ООО ""ВЫСОКИЕ ОБОРОТЫ""";https://vysokieoboroty.ru;название совпало;только название, ИНН не найден;;;2 из 2;6;обычно;«ВЫСОКИЕ ОБОРОТЫ» — российские высокоскоростные мотор-шпиндели | ЦЭПР
7805766778;"ООО ""ЛИТС""";https://kblits.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;ЕН Инжиниринг | КБ ЛИТС Москва - Разработка | Проектирование | Изготовление | 2026
662604962841;ЗЫРЯНОВА НАТАЛЬЯ ВАЛЕРЬЕВНА;https://check.tochka.com;не подтверждён;ни ИНН, ни названия;;;0 из 3;6;обычно;Проверка надежности контрагента по ИНН – Досье контрагента | Все права защищены Точка Банк — онлайн-банк и экосистема се
6316270332;"ООО ""ТД ""МЕТИМПРОМ""";https://metimprom.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;Главная
5405077963;"ООО ""АВИАКОМПОЗИТ""";https://dreamjob.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;Отзывы о работе ᐈ Отзывы сотрудников о работодателях России | Dream Job | 2026
6670444299;"ООО ""НПП СМАРТПОЛИМЕР""";https://smart-polimer.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;Москва | Полимерные материалы купить по цене производителя ☛ Доставка по России и СНГ ★ СмартПолимер
6646014369;"ООО ""УДАРНИК""";https://extrimpower.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;"Ударник | Секция бокса в Москве Ударник 7 лучших школ бокса рядом с метро | Боксерский клуб ""Ударник"" 2010 - 2024"
