marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
В-6,3-УХЛI;В6.3УХЛI;В-6,3-УХЛ-I | В-6,3-УХЛI;К-Ц,Ц-КЛ;да;13;4;ресивер;провайдер+регулярка;воздухосборник В-6,3-УХЛI рег. № 473, зав.№0006 к-т 21, применяемый на опасном производственном объекте «Участок компрессорный производства овощных консервов обособленного подразделения в г. Рудня Смо;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-10917-2024
ВС-3,2;ВС3.2;ВС-3,2;К-Ц,Ц;да;13;4;ресивер;провайдер+регулярка;"Воздухосборник ВС-3,2, рег.№ 63326, зав.№ 31513, - применяемое на опасном производственном объекте «Площадка промысловой компрессорной станции КС ""Казанковка"" (Компрессорная станция для закачки газа в";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-52281-2021
ЗГП-20/8;ЗГП20/8;ЗГП-20/8 | ЗГП20/8;К-Ц/Ц;да;13;4;компрессор;регулярка;на техническое устройство – Компрессор ЗГП-20/8 поз. 28(2) зав. № 606, применяемое на опасном производственном объекте: «Площадка хлорного производства» (рег. № А19-07153-0102 от 25.11.2015 г., класс ;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-688410-2026
РВ500.16.00;РВ500.16.00;РВ500.16.00;КЦ.Ц.Ц;да;13;4;ресивер;регулярка;техническое устройство: ресивер РВ500.16.00, техн.№ РА-4, рег.№1509, зав.№234836, инв.№432380;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-10419-2021
ТВ 80-1,6;ТВ801.6;ТВ 80-1,6 | ТВ 80-1.6 | ТВ-80-1,6 | ТВ-80-1.6;К Ц-Ц,Ц;да;13;4;воздуходувка;регулярка;Заключение на техническое устройство: Турбовоздуходувка марки ТВ 80-1,6, техн. № ТВ-4, зав. № 796 (Площадка филиала ПАО АНК «Башнефть» «Башнефть-УНПЗ», цех очистных сооружений, участок по механической;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-32839-2023
ШВ-5;ШВ5;ШВ-5;К-Ц;да;13;4;ПКС;регулярка;СТАНЦИЯ ВОЗДУШНО-КОМПРЕССОРНАЯ ШАХТНАЯ ПЕРЕДВИЖНАЯ, ЗИФ-ШВ-5, С ЗАВОДСКИМ № 283, ПРИМЕНЯЕМАЯ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ – ШАХТА УГОЛЬНАЯ «ВОРГАШОРСКАЯ;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-00590-2024
АК-0,6;АК0.6;АК-0,6 | АК-0.6;К-Ц,Ц;да;13;4;ВРУ;провайдер+регулярка;Техническое устройство - установка воздухоразделительная АК-0,6 № 2, инв. № 10063 Цеха тепловодоснабжения. Эксплуатируется на опасном производственном объекте III класса опасности (Участок станции (аз;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-35828-2024
АД55-7-4;АД5574;АД-55-7-4 | АД55-7-4;КЦ-Ц-Ц;да;12;4;компрессор;регулярка;Компрессорный агрегат АД55-7-4 (на базе аммиачного двухступенчатого компрессора ПД55), зав. №1561, учетный номер: Компрессор №1;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-03503-2024
2М10-11/42-60;2М1011/4260;2М10-11/42-60;ЦКЦ-Ц/Ц-Ц;да;12;4;компрессор;регулярка;техническое устройство: поршневой компрессор марки 2М10-11/42-60, зав. № 42, поз. ПК-501/1, применяемое на опасном производственном объекте: Площадка цеха № 6 «Производства масел и парафинов (КМ-2)», ;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-18004-2025
5ВХ-350/2,6 БР;5ВХ350/2.6БР;5 ВХ - 350/2,6 БР | 5ВХ 350/2,6 БР | 5ВХ-350/2,6 БР | 5ВХ-350/2,6БР | 5ВХ-350/2.6БР;ЦК-Ц/Ц,Ц К;да;11;4;компрессор;провайдер+регулярка;техническое устройство, применяемое на опасном производственном объекте Компрессор винтовой холодильный 5ВХ-350/2,6 БР заводской № 76033, эксплуатируемый АО Хладокомбинат «Заречный»;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-659457-2026
ВХ-30-2-6;ВХ3026;ВХ-30-2-6;К-Ц-Ц-Ц;да;11;4;компрессор;регулярка;техническое устройство, применяемое на опасном производственном объекте:аммиачный винтовой компрессор ВХ-30-2-6 зав. № 92011, поз. 1 в компрессорном цехе ООО «Холодильник»,;https://monitor-pb.ru/conclusion/09-%D0%A2%D0%A3-06777-2016
К-1700-61-1;К1700611;К-1700-61-1;К-Ц-Ц-Ц;да;11;4;компрессор;регулярка;ЗАКЛЮЧЕНИЕ экспертизы промышленной безопасности № 0102-ЗЭ-2025 Техническое устройство: Компрессор центробежный воздушный К-1700-61-1 ст. № 15/63М, зав. № 9320, инв. № 30800025010 Эксплуатирующая орган;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-33451-2025
К500-61-5;К500615;К-500-61-5 | К500-61-5;КЦ-Ц-Ц;да;11;4;компрессор;регулярка;компрессор К500-61-5 технологическая поз. 6, зав. 33492, инв. 322721, цех 64;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-13345-2015
235-21-1;235211;235-21-1;Ц-Ц-Ц;да;11;4;компрессор;провайдер+регулярка;Центробежный нагнетатель 235-21-1 зав. №7315, ст.№5, установленный в цехе «Уренгой - Центр-1 на КС «Арская» Шеморданского ЛПУМГ;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06654-2020
В-25;В25;В-25;К-Ц;да;10;4;ресивер;провайдер+регулярка;На техническое устройство сосуд, работающий под давлением - Воздухосборник В-25, зав. № 286, рег. № 10307-НЮ применяемый на опасном производственном объекте «Пункт подготовки и сбора нефти №7 Приобско;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-397503-2025
21А280-7-1;21А28071;21А280-7-1;ЦКЦ-Ц-Ц;да;10;4;компрессор;регулярка;"""Агрегат компрессорный винтовой марки 21А280-7-1 № 6, зав. № 3786, инв. № 1086, с винтовым компрессором марки 21ВХ280-7-01, зав. № 6247, эксплуатируемый ОАО «Удмуртский хладокомбинат», компрессорный ц";https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-07572-2017
КГН-30;КГН30;КГН-30;К-Ц;да;10;4;осушитель;провайдер+регулярка;блок разделения воздуха воздухоразделительной установки КГН-30 поз. 2;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-03344-2014
СО-243-1;СО2431;СО-243-1;К-Ц-Ц;да;10;4;компрессор;провайдер+регулярка;ЗАКЛЮЧЕНИЕ экспертизы промышленной безопасности № СНГ-2846/22/173922/03089Д/593-2024 ЭПБ на техническое устройство, применяемое на опасном производственном объекте: Ресивер СО-243-1, зав. №110, рег. №;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-18594-2024
2,5 РД;2.5РД;2,5 РД | 2,5РД;Ц,Ц К;да;10;4;ресивер;провайдер+регулярка;Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-1975-2025 на техническое устройство: ресивер линейный 3,5 РД, зав. №20420, рег. №493, применяемое на опасном производственном объекте рег. №А04;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-352903-2025
ГТТ-12;ГТТ12;ГТТ-12;К-Ц;да;10;4;компрессор;провайдер+регулярка;осевой компрессор - турбина низкого давления, турбина высокого давления агрегатаГТТ-12 технологическая поз. 1, зав. №12, инв. № 8570 цех 53;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-46851-2014
КС-5;КС5;КС-5;К-Ц;да;10;4;компрессор;провайдер+регулярка;"Воздушный поршневой компрессор КС-5, зав.№371 (рем. 12), - применяемое на опасном производственном объекте «Пункт подготовки и сбора нефти ""Краснохолмский ""Установка подготовки и сбора нефти ""Краснохо";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-89483-2024
ВК-3;ВК3;ВК-3;К-Ц;да;10;4;узел: компрессор;регулярка;техническое устройство - Промежуточный холодильник I ступени компрессора ВК-3 тех. № п/х I ст. ВК-3, рег. № 3.38, зав. № 2211, эксплуатируемое в составе опасного производственного объекта: «Площадка у;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-07227-2024
Э-200-31-1;Э200311;Э 200-31-1 | Э-200-31-1 | Э200-31-1;К-Ц-Ц-Ц;да;10;4;воздуходувка;регулярка;Нагнетатель центробежный Э-200-31-1 поз.15/1, зав.№ 78, Цех ИП-2-6, отделение № 2 (ИП-6), АО «Синтез-Каучук»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-22935-2022
ЦК-135/8М1;ЦК135/8М1;ЦК 135/8М1 | ЦК-135/8 М1 | ЦК-135/8М1;К-Ц/ЦКЦ;да;10;4;компрессор;провайдер+регулярка;Техническое устройство - центробежный компрессор марки ЦК-135/8М1 тех. поз. КМ-01А, зав. №89008 с шестеренчатым насосом типа Ш40-4-18/4-5У3: поз. Н01А зав.№б/н (установка КВК-2, филиал Астраханский ГП;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-19952-2023
SAB 163 HF;SAB163HF;SAB 163 HF | SAB 163HF;Л Ц Л;да;9;4;компрессор;регулярка;ЗАКЛЮЧЕНИЕ № 007-04-ТУ/24 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство «Винтовой холодильный компрессор тип SAB 163 HF зав. № 123132», применяемое на опасном производственном объекте;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-06548-2024
ВС-10;ВС10;ВС-10;К-Ц;да;9;4;ресивер;провайдер+регулярка;Воздухосборник ВС-10, зав. №477, рег. №19543;https://monitor-pb.ru/conclusion/64-%D0%A2%D0%A3-957948-2026
АВ100;АВ100;АВ 100 | АВ-100 | АВ100;КЦ;да;8;4;компрессор;регулярка;Компрессор поршневой одноступенчатый аммиачный холодильный АВ100 заводской № 2768, эксплуатируемый АО Хладокомбинат «Заречный»;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-660100-2026
2ВМ10-50/8;2ВМ1050/8;2ВМ10-50/8;ЦКЦ-Ц/Ц;да;8;4;компрессор;регулярка;Поршневой компрессор типа 2ВМ10-50/8, зав. № 266, ст. № 2;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38365-2015
К1290-121-1;К12901211;К 1290-121-1 | К-1290-121-1 | К1290-121-1;КЦ-Ц-Ц;да;8;4;компрессор;регулярка;компрессор К1290-121-1 зав. №6064, техн. поз. 402, инв. № 6126 цех 51 (АМ-76);https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-46864-2014
ВХ-350-7-0;ВХ35070;ВХ 350-7-0 | ВХ-350-7-0 | ВХ350-7-0;К-Ц-Ц-Ц;да;8;4;компрессор;провайдер+регулярка;Винтовой компрессор марки ВХ-350-7-0 91138 8;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-16162-2020
2,5РД;2.5РД;2,5 РД | 2,5РД;Ц,ЦК;да;8;4;ресивер;провайдер+регулярка;Ресивера 2,5РД Зав. №1743, Рег. № 000611АХУ;https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-04396-2021
305ГП-30/8;305ГП30/8;305ГП 30/8 | 305ГП-30/8 | 305ГП30/8;ЦК-Ц/Ц;да;8;4;компрессор;провайдер+регулярка;Компрессор типа 305ГП-30/8 поз. 1, зав. № 118915;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-19780-2014
КД-8;КД8;КД-8;К-Ц;да;7;4;компрессор;провайдер+регулярка;компрессор кислородный дожимающий КД-8 зав. № 1023, применяемый на опасном производственном объекте I класса опасности – шахте угольной ООО «Шахта «Есаульская» рег. № А68-02519-0001 от 05.12.2014;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-633995-2026
Р-3;Р3;Р-3;К-Ц;да;7;4;ресивер;регулярка;технологический трубопровод (газопровод обвязки компрессоров Р-3, Р-3А, рег. № 242), применяемый ООО «Русагро-Саратов» на опасном производственном объекте: «Площадка установки получения водорода конве;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-20011-2023
2М10-50/8;2М1050/8;2М10-50/8;ЦКЦ-Ц/Ц;да;7;4;компрессор;регулярка;Поршневой компрессор типа 2М10-50/8, зав. № 394, инв. № 71212001, промышленная площадки № 1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46699-2015
ВПЗ-20/9;ВПЗ20/9;ВПЗ-20/9;К-Ц/Ц;да;7;4;компрессор;регулярка;"Компрессор ВПЗ-20/9 (зав. № 2358); компрессор 103ВП-20/8 (зав.№ 5421), применяемые на опасном производственном объекте I класса опасности ООО «Шахта им. Дзержинского»";https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-16087-2018
2П110-7-2;2П11072;2П-110-7-2 | 2П110-7-2;ЦКЦ-Ц-Ц;да;7;4;компрессор;регулярка;Агрегат компрессорный поршневой 2П110-7-2 тех. №2, зав. №8881;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-26038-2024
2ГМ16-20/42-60СМ2;2ГМ1620/4260СМ2;2ГМ-16-20/42-60СМ2 | 2ГМ16-20/42-60 СМ2 | 2ГМ16-20/42-60СМ2;ЦКЦ-Ц/Ц-ЦКЦ;да;7;4;компрессор;регулярка;Горизонтальный поршневой компрессор марки 2ГМ16-20/42-60СМ2, поз. М-302/1, зав. № 51, уст. «Компрессия», ц.58, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-10913-2016
2ВМ4-15/25;2ВМ415/25;2ВМ4 15/25 | 2ВМ4-15/25;ЦКЦ-Ц/Ц;да;7;4;компрессор;регулярка;Компрессор типа 2ВМ4-15/25 поз. МК-1, зав. № 85012, АО «БСК», цех № 30 корпус 56;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-33419-2024
ЗАФ-49;ЗАФ49;ЗАФ 49 | ЗАФ-49;К-Ц;да;6;4;компрессор;регулярка;"Компрессор шестеренчатый ЗАФ-49 инв.№23; Компрессор шестеренчатый ЗАФ-49 инв.№24; Компрессор шестеренчатый ЗАФ-53 инв.№25; Компрессор шестеренчатый ЗАФ-57 инв.№26";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-32436-2022
3ГП 12/35;3ГП12/35;3ГП 12/35 | 3ГП-12/35;ЦК Ц/Ц;да;6;4;компрессор;регулярка;Компрессор 3ГП 12/35 № 3 поз. 27;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-54627-2018
ЦК-135/8 М1;ЦК135/8М1;ЦК 135/8М1 | ЦК-135/8 М1 | ЦК-135/8М1;К-Ц/Ц КЦ;да;6;4;компрессор;регулярка;Компрессор ЦК-135/8 М1 поз. ТК-2В, зав. № 93014 место расположения «Площадка производства этилбензола, стирола, полистиролов» рег. № А67-00348-0003 от 13.02.2001г., I класс опасности, Иркутская област;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-15557-2020
3С2СНП-10/8;3С2СНП10/8;3С2СНП-10/8;ЦКЦК-Ц/Ц;да;6;4;компрессор;регулярка;Заключение экспертизы промышленной безопасности на техническое устройство - поршневой компрессор 3С2СНП-10/8, тех. № 170АК12/2, зав. № 119907, инв. № 03*30003 применяемый на установке У-170 цеха №2 фи;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-86526-2022
ВК-25-Э;ВК25Э;ВК 25 Э | ВК 25-Э | ВК-25-Э | ВК-25Э;К-Ц-К;да;5;4;компрессор;регулярка;"«Компрессор ВК-25-Э», зав. №2904, применяемое на ОПО «Площадка промысловой компрессорной станции Укрупненного нефтяного промысла(УНП) №3 (ГКС ""Зыбза)», рег. № А30-05453-0011, IV класс опасности,Красно";https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-10207-2021
К-1;К1;К-1;К-Ц;да;5;4;генератор азота;провайдер+регулярка;Азотная станция К-1, зав. №100179, техн. №АС-1;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24365-2024
Е-1;Е1;Е-1;К-Ц;да;5;4;узел: компрессор;регулярка;Трубопровод всаса компрессоров от Е-1 до цилиндров компрессоров № 8,9 и до гидрозатвора поз. 2а т/к “Вероника” № 1,2,3, рег. №71, цеха Д-5-6.;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04022-2020
ВШВ-3/100;ВШВ3/100;ВШВ-3/100;К-Ц/Ц;да;5;4;компрессор;регулярка;Заключение экспертизы промышленной безопасности на техническое устройство: Агрегат компрессорный воздушный марки ВШВ-3/100 на базе поршневого компрессора ст. №2 Салаватской ТЭЦ ООО «БГК»;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-565565-2025
4ВУ-5/9;4ВУ5/9;4ВУ-5/9;ЦК-Ц/Ц;да;4;4;компрессор;регулярка;техническое устройство – поршневой воздушный компрессор 4ВУ-5/9, зав. № 32353/930729627, расположенный на ОПО «Пункт подготовки и сбора нефти (ЦПС Лор- Еганского месторождения)»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-23702-2022
А-1;А1;А-1;К-Ц;да;4;4;узел: ресивер;регулярка;№ п/п Наименование оборудования Тех. позиция Зав. № Рег.№ 1. Теплообменник Т-2 9125 46-20-2600-ОК(НХС) 2. Теплообменник Т-3 9126 46-20-2601-ОК(НХС) 3. Ресивер А-1 320048 46-20-2606-ОК(НХС) 4. Ресивер ;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14835-2015
ТВ-200;ТВ200;ТВ-200;К-Ц;да;4;4;воздуходувка;регулярка;Турбовоздуходувки ТВ-200 поз. №№ 701, 702, 703, применяемые на опасном производственном объекте: «Цех мукомольного производства», рег. № А45-00050-0008 / III класс опасности, расположенном по адресу:4;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-00628-2019
2ГМ4-1,3/12-250;2ГМ41.3/12250;2ГМ4-1,3/12-250 | 2гм4-1,3/12-250;ЦКЦ-Ц,Ц/Ц-Ц;да;222;3;компрессор;провайдер+регулярка;"Компрессор поршневой 2ГМ4-1,3/12-250, зав. № 84120, техн. № СКУ-3; зав. № 84116, техн. № СКУ-5.";https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-16609-2025
АФК 6;АФК6;АФК 6 | АФК6;К Ц;да;170;3;узел: воздуходувка;регулярка;ЦДНГ-3, куст 30А: Нагнетательная арматура, всего 1 шт.: АФК 65х210 скв. №7218, зав. №192;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-48602-2020
АК-1,5;АК1.5;АК-1,5;К-Ц,Ц;да;74;3;не машина;провайдер+регулярка;"техническое устройство - азотно-кислородная установка АК-1,5 зав.№145 в составе ОПО: ""площадка воздухоразделительной установки"" (рег.№ А63-02606-0009)";https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-13183-2016
КАр-30;КАР30;КАР-30 | КАр-30 | Кар-30;К-Ц;да;38;3;ВРУ;провайдер+регулярка;Воздухоразделительная установка КАр-30, ст. № 12, зав. № 16 кислородного цеха, площадка кислородной станции № 2.;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02384-2015
АНК1 6;АНК16;АНК 1-6 | АНК1 6 | АНК1-6;КЦ Ц;да;34;3;узел: воздуходувка;регулярка;"Нагнетательная арматура, всего 2 шт.: АНК1 65х210 скв. № 312, зав. № 2273; АНК 65х210 скв. № 6963, зав. № 3347";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-19469-2020
ОСВ-15/12-М;ОСВ15/12М;ОСВ 15/12-М | ОСВ-15/12-М;К-Ц/Ц-К;да;32;3;осушитель;регулярка;техническое устройство «Радиатор осушителя сжатого воздуха ОСВ-15/12-М», зав. №112, применяемое на опасном производственном объекте Нефтеюганского филиала ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-49133-2024
5Г-100/7;5Г100/7;5Г-100/7;ЦК-Ц/Ц;да;31;3;компрессор;регулярка;Поршневой компрессор марки 5Г-100/7, технологический индекс 7/1, зав. № 4291, применяется на площадке ПАО «Уфаоргсинтез», зарегистрированной в государственном реестре за № А41-00050-0001 как ОПО I кла;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-95470-2023
305ВП-40/3;305ВП40/3;305ВП-40/3;ЦК-Ц/Ц;да;28;3;компрессор;провайдер+регулярка;техническое устройство - компрессор поршневой типа 305ВП-40/3 зав. №91959, тех. №1, эксплуатирующийся на фабрике обогатительной цветных металлов ПАО «Коммунаровский рудник».;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-01130-2021
ВХ350-7-0;ВХ35070;ВХ 350-7-0 | ВХ-350-7-0 | ВХ350-7-0;КЦ-Ц-Ц;да;28;3;компрессор;регулярка;Агрегат компрессорный винтовой ВХ350-7-0 тех. №10, зав. №95005;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-29670-2024
2СГВ;2СГВ;2СГВ;ЦК;да;28;3;компрессор;провайдер+регулярка;техническое устройство - Компрессор поршневой 2СГВ, тех. № ВК-2, зав. №47320., эксплуатируемое в составе опасного производственного объекта: «Площадка установки депарафинизации масел 39/6 №4» (рег. № ;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-11141-2024
BVTN/2;BVTN/2;BVTN/2;Л/Ц;да;27;3;компрессор;провайдер+регулярка;Компрессор поршневой BVTN/2 (в составе компрессорной установки BVTN/2), зав. № 8193, техн. № СКУ-1;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-26747-2024
В-10,0;В10.0;В-10,0;К-Ц,Ц;да;27;3;ресивер;провайдер+регулярка;техническое устройство «Воздухосборник В-10,0», рег. № 000712, зав. № 141, применяемое на опасном производственном объекте «Площадка воздухосборников на станции Азотная Сафоновской дистанции пути - ст;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-05278-2023
ДЭН-200ШМ;ДЭН200ШМ;ДЭН-200ШМ;К-ЦК;да;26;3;компрессор;регулярка;"Техническое устройство установка компрессорная винтовая тип, марка ДЭН-200ШМ, зав. № 344 (компрессор зав. № 12865G11JTK), технологический № 4, местонахождение: Компрессорная, НШ-1, НШПП ""Яреганефть"" О";https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-02983-2023
К-1500;К1500;К 1500 | К-1500;К-Ц;да;24;3;компрессор;провайдер+регулярка;Заключение экспертизы промышленной безопасности №0101-ЗЭ-2025 Техническое устройство: Концевой воздухоохладитель ВОТ-380 К-1500 № 1/5М, рег. № 4081, зав. № 995, инв. №30800015001. Эксплуатирующая орга;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-07040-2025
АНК 1Ш;АНК1Ш;АНК 1 Ш | АНК 1Ш;К ЦК;да;24;3;узел: воздуходувка;регулярка;АРМАТУРА НАГНЕТАТЕЛЬНАЯ АНК 1Ш 65-21К1-05, скв.№660, зав.№б/н, инв.№010400691430056;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-964101-2026
305ГП 30/8;305ГП30/8;305ГП 30/8 | 305ГП-30/8 | 305ГП30/8;ЦК Ц/Ц;да;24;3;компрессор;провайдер+регулярка;"Газовый компрессор 305ГП 30/8, зав.№ 104152, - применяемое на опасном производственном объекте «Участок предварительной подготовки нефти (Участок комплексной подготовки нефти №1 УПН ""Уршак"")» ЦПКГ-1, ";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-68245-2024
В-0,5;В0.5;В-0,5;К-Ц,Ц;да;23;3;ресивер;провайдер+регулярка;Заключение экспертизы промышленной безопасности на техническое устройство - Воздухосборник В-0,5, рег.№ 2493, зав.№ ЛО-022, применяемое на опасном производственном объекте «Участок предварительной под;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-31629-2022
5 РДМ;5РДМ;5 РДМ | 5РДМ;Ц К;да;23;3;ресивер;провайдер+регулярка;техническое устройство «Ресивер линейный горизонтальный 5 РДМ зав. № 207, рег. № 59242», применяемое на опасном производственном объекте «Площадка холодильной аммиачной компрессорной станции», рег. № ;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09505-2023
НЦ-16/76;НЦ16/76;НЦ 16/76 | НЦ-16/76;К-Ц/Ц;да;23;3;воздуходувка;регулярка;корпус центробежного нагнетателя (компрессора) ЦБН типа НЦ-16/76 зав. №174, станц. №63, инв. №143169;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-63945-2022
РВ500.16.02;РВ500.16.02;РВ 500.16.02 | РВ500.16.02;КЦ.Ц.Ц;да;22;3;ресивер;регулярка;Техническое устройство: Ресивер РВ500.16.02, зав.№ 305835, рег. № 6, инв. №444349 Опасный производственный объект (ОПО): Склад ГСМ на станции Карская. Бованенковское НГКМ Регистрационный номер ОПО: А5;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-39501-2023
V-2,7;V2.7;V-2,7 | V-2.7;Л-Ц,Ц;да;21;3;ресивер;провайдер+регулярка;Воздухосборник V-2,7 зав.№9454, рег.№8271сг» (Управление поисково-разведочных работ);https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-05007-2025
АДК-73/40;АДК73/40;АДК 73/40 | АДК-73/40 | АДК73/40;К-Ц/Ц;да;21;3;компрессор;провайдер+регулярка;ЗАКЛЮЧЕНИЕ № 0408/2025-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ технического устройства, применяемого на опасном производственном объекте, Наименование объекта экспертизы - Компрессор АДК-73/40, тех. №;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-38316-2025
280-12-7;280127;280-12-7;Ц-Ц-Ц;да;20;3;воздуходувка;провайдер+регулярка;технического устройства, эксплуатируемого на опасном производственном объекте: Центробежный нагнетатель 280-11-6 зав. № 128, ст.№ 13, инв. № 126161;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-05145-2021
ТВ-175-1,6;ТВ1751.6;ТВ 175-1,6 | ТВ-175-1,6 | ТВ-175-1.6;К-Ц-Ц,Ц;да;18;3;воздуходувка;регулярка;Турбовоздуходувка центробежная ТВ-175-1,6 поз. 7/3, зав.№ 248, инв.№ 156461 цех ПМЦК, отделение Р-10/1, АО «Синтез-Каучук»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38414-2022
АНК1Ш-6;АНК1Ш6;АНК 1Ш-6 | АНК1Ш 6 | АНК1Ш-6;КЦК-Ц;да;17;3;узел: воздуходувка;регулярка;Арматура нагнетательная АНК1Ш-65х21К1-03, скв.№754а, зав.№265, инв.№011201000039815;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-737144-2026
КТК 12,5/35;КТК12.5/35;КТК 12,5/35 | КТК-12,5/35 | КТК-12.5/35;К Ц,Ц/Ц;да;16;3;компрессор;регулярка;ЗАКЛЮЧЕНИЕ экспертизы промышленной безопасности № 0106-ЗЭ-2025 Техническое устройство: Компрессор центробежный кислородный КТК 12,5/35 ст. № 12/35М, зав. № 82005, инв. № 30800022221 Эксплуатирующая ор;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-41317-2025
7ВКГ 30/7;7ВКГ30/7;7ВКГ 30/7 | 7ВКГ-30/7;ЦК Ц/Ц;да;16;3;компрессор;провайдер+регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 0930-2025 на техническое устройство – компрессор 7ВКГ 30/7 зав. № 83016, применяемый на опасном производственном объекте «Пункт подготовки и сбора неф;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-685043-2026
Р500/10;Р500/10;Р 500/10 | Р500/10;КЦ/Ц;да;16;3;компрессор;регулярка;Ресивер Р500/10, зав.№ 141;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-63518-2025
